"","values"
"267",1.07460009940463
"268",0.998518576358664
"269",0.95352209657897
"270",0.979849606315765
"271",1.00487343528525
"272",0.921234433382481
"273",1.0379732189963
"274",1.12519232434465
"275",1.0047828387516
"276",1.21230378024543
"277",1.02447551096962
"278",0.531050488501437
"279",0.943310089346134
"280",0.696691773831613
"281",1.19929194147881
"282",1.06337247531085
"283",1.13143508257634
"284",1.05946031813248
"285",0.378604512562594
"286",0.775150300415901
"287",0.667612492577523
"288",0.986105007491635
"289",0.231185209306339
"290",0.951891416528202
"291",0.802623849522336
"292",1.11222789724877
"293",0.0596291317502428
"294",0.944371200250397
"295",1.03934046861645
"296",0.663923518406804
"297",0.309809458911298
"298",0.0998115413490526
"299",0.61855444435607
"300",0.835166604545679
"301",1.03996505290389
"302",0.811004362309206
"303",0.7866777505422
"304",0.721462286691121
"305",0.7553062071778
"306",0.881020221083587
"307",0.978346061552708
"308",1.1321389050068
"309",0.842229426141301
"310",1.20725656144878
"311",0.387468206292727
"312",0.603499243021261
"313",1.09102214249008
"314",0.743748065593352
"315",0.978964220738443
"316",0.189838783959122
"317",1.08356533555009
"318",0.879989113536357
"319",1.04553396531525
"320",0.837339977000169
"321",1.09807756948171
"322",1.14661152266567
"323",0.807067875528318
"324",1.11525635040436
"325",0.533601770583184
"326",0.868901473973752
"327",1.06432817181355
"328",0.488347876749691
"329",1.00627482750146
"330",0.55808561947808
"331",1.04502364224059
"332",1.18802579625512
"333",1.22801474281223
"334",0.92472283116408
"335",1.14146786542421
"336",0.321366058029693
"337",0.72296270072362
"338",0.844552133640275
"339",1.22044713558978
"340",0.726629457691763
"341",0.627926646300377
"342",0.52165621387368
"343",0.682079266472648
"344",1.19435730467792
"345",1.17372761026507
"346",0.754829773868739
"347",0.593611324656663
"348",1.11442564504863
"349",0.892840184194278
"350",0.557174778593201
"351",1.20475189648452
"352",1.27385800506646
"353",0.723966065515983
"354",0.700979809617014
"355",1.1848174684451
"356",0.373809581249455
"357",1.01887286016067
"358",0.81829076485218
"359",0.451168957699561
"360",0.115229884069796
"361",1.04015640484049
"362",1.13338932000962
"363",1.22887420490827
"364",0.67506981957314
"365",0.865589386853588
"366",0.445784362675548
"367",1.23633812422326
"368",1.18706693147894
"369",0.686096683851415
"370",0.677697468322752
"371",0.251366869642608
"372",1.02949407507874
"373",1.05060728732815
"374",0.888079746794588
"375",1.15125918874924
"376",0.702257081089748
"377",1.01303426997475
"378",1.08829500472213
"379",0.839413541701491
"380",0.572717465076035
"381",1.03788038176431
"382",1.34068125481259
"383",0.777790756866586
"384",0.998899117025669
"385",0.721198398324619
"386",0.713723971146604
"387",0.797624077026319
"388",1.04484247640574
"389",0.767146999328337
"390",0.903856008910798
"391",1.0357194280664
"392",0.835919092094881
"393",1.00388016944914
"394",0.394297463293472
"395",0.132467757118027
"396",1.06657553920363
"397",1.08721500663783
"398",1.08636546703542
"399",0.848982490851728
"400",1.15178824114682
"401",0.92788336203106
"402",0.93259220313924
"403",1.1861576577479
"404",0.996468562656562
"405",0.930013400674724
"406",0.326334583597132
"407",1.20745258820805
"408",1.02634806499078
"409",0.845887290787896
"410",1.10677260324133
"411",0.749646041114979
"412",1.22524069401797
"413",0.877157759610567
"414",0.977331574543861
"415",1.04470261861453
"416",1.22978395981875
"417",1.08280123097357
"418",0.388958707163486
"419",0.922523368523853
"420",0.441198920661372
"421",0.624133525472084
"422",0.504626051675998
"423",0.44467009246586
"424",1.08369323116654
"425",1.45428006771732
"426",1.21242133204921
"427",1.18572713233521
"428",0.814656535404944
"429",0.729744540854257
"430",0.39168620514022
"431",0.766849173674768
"432",0.55501758413889
"433",1.33081103887708
"434",0.146530108272569
"435",0.261674961917856
"436",1.06544031760842
"437",0.486191183685328
"438",0.997420172959062
"439",1.18439542480587
"440",1.08677907019316
"441",0.295641785486904
"442",1.06453499478078
"443",0.9970345649384
"444",1.25597531803218
"445",1.03268824325578
"446",1.16399187897735
"447",0.394148216038891
"448",0.592251296387335
"449",0.441565501951863
"450",1.22156531131591
"451",1.07530952761722
"452",1.05989173958733
"453",1.121475029574
"454",0.838934452094186
"455",0.738027253934913
"456",1.03228086440013
"457",0.469299684352343
"458",0.463957257080738
"459",1.22887206901368
"460",1.20017155484488
"461",1.05348053783224
"462",0.444278206521708
"463",0.559075068119662
"464",1.2110424464004
"465",1.2032490767495
"466",1.11113879972716
"467",1.11872037081079
"468",0.340639783840164
"469",1.10545882431089
"470",1.04654229563951
"471",0.968110976325261
"472",0.452027965738096
"473",0.554968470549973
"474",0.820204004277837
"475",0.678715777784893
"476",0.944216903705085
"477",1.22299938082489
"478",0.871761254215432
"479",0.867851541549135
"480",0.406216243209539
"481",0.969703474510384
"482",0.328112664590118
"483",0.379369317265063
"484",0.516006814936489
"485",0.940012928362347
"486",0.843033036286682
"487",0.543811551237511
"488",1.10482445403835
"489",0.412161621922243
"490",1.01258277601778
"491",0.579382695001171
"492",0.410240332915672
"493",1.03283821219512
"494",0.477152631084953
"495",0.547926503347601
"496",0.810682693597698
"497",1.07593783862344
"498",1.2039004736332
"499",1.05327556703584
"500",1.15166528405888
"501",0.630924724027876
"502",0.51207771659595
"503",0.706352425063666
"504",0.992802112152438
"505",1.20934242360439
"506",0.859743500538951
"507",1.10317175336837
"508",1.14996154299489
"509",0.871014546985674
"510",1.07811807609223
"511",0.853173633241901
"512",0.954536539915291
"513",1.22760700579203
"514",0.711985559684599
"515",1.1938117951403
"516",0.572882821064711
"517",0.0460070357220617
"518",1.1410802801209
"519",0.738436988121464
"520",1.1585936664942
"521",0.966930937544315
"522",1.07911948677384
"523",0.354758264557379
"524",0.915908286662836
"525",1.02789090082271
"526",0.809561580795466
"527",0.650318556588801
"528",0.418759055437587
"529",0.773183723299483
"530",1.18273619344429
"531",0.353621630460499
"532",1.10766157258003
"533",1.09780178435481
"534",0.0988098788008945
"535",1.09423030823756
"536",0.813131595332175
"537",0.884855874828747
"538",1.20213704059275
"539",0.896563251675846
"540",0.943145377224801
"541",0.466215566371453
"542",1.22201963774588
"543",1.24898097559363
"544",0.414772042674128
"545",0.509593571525286
"546",0.703852293197396
"547",0.586236697888573
"548",0.345639937051794
"549",0.963097395439259
"550",0.955411859609623
"551",0.863701559254682
"552",1.21399666669267
"553",1.10624858905681
"554",1.15882932444078
"555",1.10245573245731
"556",0.456118823484239
"557",0.918862043199867
"558",0.911087111940513
"559",0.828074083469419
"560",1.08467329696057
"561",0.849427914540493
"562",1.16463490906761
"563",1.01357328832379
"564",1.12709786976146
"565",0.624442155429821
"566",0.904445720309274
"567",0.969631666287621
"568",1.19470508602335
"569",0.1030321031315
"570",0.863938965862149
"571",1.22214833762426
"572",1.19896459447782
"573",0.320244927211998
"574",1.21809380211298
"575",0.816143361253224
"576",0.801640924606214
"577",0.56696294561158
"578",0.745217041759877
"579",0.274721932548599
"580",0.816182244495139
"581",1.11111706668981
"582",0.542118101258135
"583",1.2210298254077
"584",1.10096419109418
"585",0.688491084986847
"586",1.10574541800483
"587",1.21948256357697
"588",0.64242930521692
"589",0.861586724631718
"590",0.972020503953895
"591",1.21617876220803
"592",1.06446839904156
"593",0.712040940619998
"594",1.04684654668049
"595",0.594094515813529
"596",1.26946081228907
"597",0.629048015166212
"598",0.28490712001693
"599",0.747976677693732
"600",1.0431430135118
"601",1.12837086634622
"602",0.47694142861734
"603",0.834604581278236
"604",0.822431930119054
"605",0.993286457838686
"606",0.903020497938801
"607",0.911714743948511
"608",0.89962374791061
"609",1.22833989899575
"610",1.1328346807136
"611",0.77969681194133
"612",0.689469663461519
"613",0.757196389204432
"614",1.04019978901739
"615",0.900557546076881
"616",0.77134852349399
"617",0.969222176236672
"618",0.989214412391318
"619",1.03441372781238
"620",0.932496473711609
"621",0.420526418866095
"622",1.23577452667208
"623",0.686198481707641
"624",0.4851265876592
"625",1.05972186675718
"626",0.284364636492632
"627",0.851931530949048
"628",1.05572647193637
"629",0.48783361438329
"630",1.07133389283977
"631",0.24039468712133
"632",0.924408707323137
"633",0.835689681162116
"634",0.357264706165759
"635",0.816447649459613
"636",1.22733810418332
"637",0.210723244734383
"638",0.540212466395216
"639",0.941513136373776
"640",0.680887692918383
"641",1.16257457891496
"642",1.07729020753439
"643",1.17133290240009
"644",1.01625042441397
"645",1.21974424670167
"646",0.683826757649077
"647",1.21505617787343
"648",1.21948547420723
"649",1.22748155834554
"650",0.688000893335013
"651",0.324110363548571
"652",1.15932634291577
"653",0.869525393101471
"654",1.23649769568592
"655",0.967354457264391
"656",0.830287320347986
"657",0.423793623795912
"658",1.0626608079145
"659",1.23073061038021
"660",1.0563868170589
"661",1.10947215405511
"662",1.21860156265165
"663",0.578518955968384
"664",0.7265098921674
"665",0.878320148722817
"666",0.800796296183823
"667",0.85073489513885
"668",1.12020864314451
"669",1.00853898116294
"670",1.14434266471327
"671",1.00447453073472
"672",0.723130912004907
"673",1.13409941858235
"674",1.11353975963596
"675",0.926744732609854
"676",0.909324946186865
"677",1.20730058394366
"678",0.428035909844596
"679",0.921102134138632
"680",0.928437187089689
"681",0.911220882035094
"682",0.369793653576907
"683",1.01374527851739
"684",0.989580229273113
"685",0.653973427366379
"686",0.305466275971534
"687",0.802943733237612
"688",0.953316696094997
"689",0.875944783566387
"690",1.21630393978805
"691",1.13859507952265
"692",1.12787783592622
"693",1.05008285447329
"694",0.179823153514963
"695",1.2287978521259
"696",1.20387980267524
"697",1.2271474712388
"698",1.13695587201511
"699",0.957776191752052
"700",0.887877246052694
"701",1.22632216401812
"702",0.790141196879377
"703",0.785434602854914
"704",1.11437066311379
"705",0.709494957868023
"706",0.210844739420836
"707",0.890786183122193
"708",0.43868136124756
"709",1.0643112988569
"710",1.22379731959714
"711",0.988788322039886
"712",1.01984989636439
"713",0.548797110116126
"714",0.974949258290893
"715",0.132799654142023
"716",0.708085797465248
"717",1.062195792735
"718",0.724062307170286
"719",0.9541092892165
"720",1.03622865415621
"721",0.463644594427315
"722",0.801524999355413
"723",0.856585167785696
"724",0.903471403433328
"725",1.19185720074579
"726",0.922562642778114
"727",0.877552305242003
"728",1.10594670855563
"729",1.23638706135522
"730",1.06066241229346
"731",1.12323157383938
"732",1.10742880754227
"733",1.14293380531511
"734",1.14326651249076
"735",0.91250452776866
"736",0.937860693954288
"737",0.653596723710036
"738",0.954668863239099
"739",1.00983479962568
"740",1.08860187422402
"741",0.796238463944763
"742",1.21777979723011
"743",0.156635073576001
"744",1.11381612530046
"745",0.562481678462935
"746",0.977057238629825
"747",1.00201255942228
"748",0.849892883751517
"749",0.641977667187707
"750",0.955952550527521
"751",1.10589578726403
"752",1.18238496928237
"753",1.13582883677823
"754",1.05657319248956
"755",0.653001198641311
"756",0.861679631586066
"757",0.807086940664875
"758",0.945310269254601
"759",0.81268662102743
"760",0.407242272077239
"761",0.671041316603433
"762",0.767458300981892
"763",0.827621356114113
"764",1.23655972084156
"765",1.07738091487797
"766",0.944645330592369
"767",1.21042958422961
"768",0.794860068771675
"769",1.02467105276848
"770",0.748417168547767
"771",0.396372549152552
"772",0.996660540192626
"773",1.23826349943258
"774",1.21134856077553
"775",1.14625737948136
"776",0.0770525718069509
"777",0.919695999687933
"778",0.936530063629793
"779",0.176843487981762
"780",1.12040524550007
"781",1.11985477065247
"782",0.695522932348297
"783",0.729937322315887
"784",0.871363641132225
"785",1.17437258826593
"786",1.06863228896361
"787",1.12036742860204
"788",1.21120270588566
"789",1.21758199665632
"790",0.539232084145022
"791",0.842727702556271
"792",0.95855958767959
"793",0.874231594912303
"794",0.64559711637896
"795",0.905696582233248
"796",1.09900821741593
"797",0.860356277104262
"798",1.19783323999185
"799",0.551295097802576
"800",1.21379327460814
"801",1.22647958386009
"802",0.446658138118342
"803",1.10793755389425
"804",1.09917592528056
"805",0.156522486108086
"806",1.22095104866697
"807",1.0936669627632
"808",0.817084801841038
"809",1.17989691297321
"810",1.11983473065684
"811",0.954971558936701
"812",0.924490052898889
"813",1.09142335708544
"814",1.05599210932444
"815",1.22713666541945
"816",0.559056679830135
"817",1.05080903581312
"818",0.298238899141972
"819",1.22872948728659
"820",1.04916302104579
"821",0.736861541641462
"822",1.11380123563538
"823",0.827051306980334
"824",1.11838727556887
"825",1.15883373881807
"826",1.18402073245842
"827",1.35076589220177
"828",0.439657901161328
"829",0.701468584684535
"830",1.12892099274088
"831",1.03468135848694
"832",0.144034973590751
"833",0.842259965911955
"834",0.777946821401126
"835",1.20166464492089
"836",0.984738195473593
"837",1.09549977920975
"838",0.862775126990588
"839",1.18176741872415
"840",0.611238587267688
"841",0.714737420528692
"842",0.484325224066663
"843",0.811595381749675
"844",1.09718167527514
"845",1.19073682675922
"846",0.534322472061709
"847",0.265048835201401
"848",1.21760147279784
"849",1.21870969347043
"850",0.489895280192048
"851",1.10484035377768
"852",0.711866571156251
"853",1.06450465865642
"854",1.06450465865642
"855",0.844659490835115
"856",1.20496309910514
"857",0.398801001064524
"858",1.0977820069713
"859",0.985376138721048
"860",1.21015669637566
"861",0.110837353889287
"862",0.502060391273804
"863",0.524271623881755
"864",1.35568703207428
"865",1.08332632020759
"866",0.84455099020941
"867",1.14748520555514
"868",0.811142412661346
"869",0.843725816007621
"870",1.06585643383654
"871",0.999059621471491
"872",1.09964442667147
"873",1.08748989827079
"874",0.84453494876239
"875",1.35637185763112
"876",0.836134341785942
"877",0.930545446498641
"878",1.21097184713074
"879",0.13257863424678
"880",0.954911728452758
"881",0.8715053191807
"882",1.01167189389722
"883",0.42234156160729
"884",1.08939198373396
"885",0.387384672003034
"886",1.22047355291889
"887",0.381731576013032
"888",0.37658440132343
"889",1.18133458277511
"890",1.02124720746001
"891",0.907826158468375
"892",1.08419044178517
"893",0.556227683291116
"894",1.15360068239082
"895",0.355963808073733
"896",0.784379692925262
"897",0.985375220923734
"898",1.06582495009633
"899",1.21327763045483
"900",0.794181319465168
"901",1.06558398189398
"902",0.364906362358578
"903",0.342326805979243
"904",0.674944469292825
"905",1.22614496516265
"906",1.21282811178857
"907",0.314087560371605
"908",0.581161074347447
"909",0.771494656168179
"910",1.10132096427487
"911",0.774726611954466
"912",0.649873129883661
"913",1.19246709371692
"914",0.65125244974064
"915",1.20616362684183
"916",1.22319889392064
"917",1.00514673205473
"918",1.54614334644461
"919",1.16997662547637
"920",0.753297219489502
"921",0.720255539050389
"922",0.655712840899072
"923",0.488231741140409
"924",0.901512507128703
"925",1.08180755803586
"926",1.20140127254444
"927",0.682990143585832
"928",0.236528513963354
"929",1.16369009146819
"930",0.413942351826604
"931",0.691826164464208
"932",1.20719148537561
"933",0.830271922718469
"934",0.684667717473335
"935",0.599334345394598
"936",1.17462132216051
"937",0.731921725721515
"938",0.442827691706697
"939",1.03108492399426
"940",0.994552907320813
"941",1.2289430172356
"942",1.06428077313631
"943",0.984873059643071
"944",0.603052208393889
"945",0.979323313267236
"946",1.1090729523377
"947",1.22383793125843
"948",0.761685640104376
"949",0.589099096934401
"950",1.15681142128942
"951",0.899665043611568
"952",0.947067039484826
"953",1.20868541916723
"954",1.19883127234627
"955",1.08910342453911
"956",1.0382192080175
"957",0.94916490706768
"958",1.08154949063551
"959",0.97995887950423
"960",0.797179084421614
"961",1.11349026141133
"962",0.732360794236302
"963",0.0986290355559556
"964",0.542992268862708
"965",1.20488525966281
"966",0.961976074180211
"967",1.16998653577226
"968",0.867897531528303
"969",0.567322799405248
"970",0.249646113725805
"971",1.16623469666259
"972",1.16742810352604
"973",0.769837165031947
"974",0.865307431921404
"975",0.397502718218614
"976",0.702571026705572
"977",1.08178646150223
"978",1.06456870441075
"979",0.838245782265322
"980",1.19128932067096
"981",0.989928737777306
"982",1.06864549089625
"983",0.927705577261204
"984",0.867155208747945
"985",0.938755142019798
"986",0.792641810531043
"987",1.17901294395894
"988",1.17102356310807
"989",1.17948905205351
"990",1.22150783884514
"991",0.413155278544533
"992",0.504804553559513
"993",0.736746206993764
"994",0.651452413683844
"995",0.506396916878463
"996",1.11503934023847
"997",1.17061107215605
"998",1.04249748260302
"999",1.16338371982965
"1000",0.942125962189815
"1001",1.02610709793972
"1002",1.13159531028806
"1003",0.947520473031654
"1004",0.430607994515115
"1005",0.419987799131429
"1006",0.49510417597444
"1007",1.22019235745363
"1008",0.869618136480338
"1009",1.14445300203837
"1010",0.714259879663363
"1011",0.99914582515695
"1012",0.42884707660977
"1013",0.754188063036089
"1014",0.895397441642458
"1015",1.14767260651797
"1016",1.00275456805094
"1017",0.724697293559691
"1018",0.745748728320254
"1019",0.824537529771865
"1020",0.735531885656989
"1021",0.129157998471389
"1022",0.631525189846752
"1023",0.64036905382162
"1024",0.916186288641969
"1025",1.14965754048664
"1026",0.962272520411565
"1027",0.80228927506105
"1028",1.01423956643538
"1029",0.543508615035474
"1030",1.13906643653742
"1031",0.895575029046744
"1032",0.637675912112216
"1033",0.103352329472274
"1034",0.861967494170602
"1035",1.26018374459338
"1036",0.654875644852341
"1037",0.956337844075362
"1038",1.18644143426165
"1039",0.25227825453954
"1040",1.21467758384365
"1041",0.517285190687205
"1042",1.21531125176945
"1043",1.20651865910321
"1044",0.813571996670643
"1045",1.01953943164042
"1046",0.360929470185318
"1047",1.22529919579143
"1048",0.154370364925499
"1049",0.276396596332269
"1050",0.78051571394288
"1051",0.981278597866588
"1052",0.68145965563357
"1053",0.563777480697802
"1054",0.979377492425632
"1055",1.17774036628228
"1056",0.792972376710541
"1057",1.05672076021494
"1058",0.976881763139738
"1059",0.775138089307327
"1060",0.557730950047144
"1061",0.711945847340231
"1062",0.856781185076779
"1063",0.444382068773978
"1064",1.16546792036507
"1065",0.882284762962953
"1066",1.04022538123738
"1067",0.404608383314556
"1068",0.890380575911921
"1069",0.741687278366778
"1070",0.30566059483591
"1071",1.03612014519253
"1072",0.942566257026662
"1073",0.987182681245209
"1074",0.551479781246762
"1075",0.927681950875757
"1076",0.968704401836081
"1077",0.672857985884779
"1078",0.94272640082919
"1079",0.938070709109986
"1080",0.405454756595407
"1081",0.833573839711862
"1082",1.09815471194391
"1083",1.13462039191578
"1084",0.766584464074823
"1085",0.397572947102051
"1086",0.831328687687447
"1087",0.707278996907614
"1088",0.495335427235093
"1089",0.34373103713214
"1090",0.676972848337858
"1091",0.933173099673779
"1092",0.853845156111699
"1093",0.829942038015696
"1094",0.702515986984082
"1095",0.756547122126967
"1096",1.2010103770773
"1097",0.750248731058598
"1098",1.06538012003037
"1099",1.01417486849106
"1100",0.519812279126561
"1101",0.871640299250495
"1102",1.2183797980889
"1103",0.271318241913565
"1104",0.358231304795352
"1105",0.915431576071057
"1106",0.772839937749285
"1107",0.106754188410022
"1108",0.741993274353414
"1109",0.759850851162357
"1110",0.818901209200129
"1111",0.737118943236152
"1112",1.20067938931558
"1113",0.356932679047519
"1114",1.19306919448219
"1115",0.984160344134021
"1116",0.911577806573094
"1117",1.01671553509274
"1118",0.630135044274072
"1119",1.01227723312828
"1120",0.94294984954513
"1121",0.327942682757408
"1122",0.98205740311483
"1123",0.158651846085725
"1124",0.986035958975971
"1125",0.854708266614609
"1126",1.05700398561094
"1127",0.838778331143948
"1128",1.18961211048559
"1129",0.705568814924239
"1130",1.10749963535545
"1131",0.808174884007952
"1132",0.447616590170836
"1133",0.537242156392566
"1134",0.124469167407277
"1135",0.969542952377286
"1136",0.629786520511343
"1137",0.988209381458421
"1138",1.15833863168926
"1139",0.984608419648545
"1140",0.982470310428651
"1141",0.314207633191295
"1142",1.04499313099374
"1143",0.770131537861297
"1144",0.88795368983447
"1145",0.407909628507071
"1146",0.475403975001918
"1147",0.925170955756498
"1148",0.167856802621899
"1149",0.954036329557193
"1150",1.05928518846983
"1151",0.667906162798965
"1152",1.11318712455595
"1153",0.995596604295477
"1154",0.998292656034873
"1155",0.860250746913396
"1156",0.919630662853911
"1157",1.05128888523521
"1158",1.06423169961734
"1159",0.794753849873898
"1160",0.564467447462909
"1161",0.974271376142634
"1162",1.21587160156472
"1163",0.811647972988802
"1164",0.930036808152427
"1165",1.11791212246388
"1166",0.703010923591925
"1167",1.19532205771491
"1168",0.840763139413013
"1169",1.10830192829412
"1170",1.16723196836872
"1171",0.856108309088238
"1172",0.857937927241217
"1173",1.05769954092546
"1174",0.50826340581383
"1175",0.236033616051308
"1176",0.789420804890409
"1177",0.755396716420682
"1178",1.02877171422938
"1179",1.20798934110128
"1180",0.499505552204766
"1181",0.982292264592904
"1182",1.09561437334371
"1183",0.765091867341344
"1184",1.17378763280966
"1185",0.730225717640593
"1186",0.279666382740136
"1187",1.20028683475368
"1188",1.21222324375071
"1189",1.14431002485222
"1190",0.71849736136067
"1191",0.725593548897287
"1192",0.244194437667923
"1193",1.04248579360027
"1194",1.16555067924715
"1195",0.988554241889922
"1196",0.625827938222997
"1197",1.09555664847419
"1198",1.18387409755713
"1199",0.826008528527965
"1200",0.750861743530339
"1201",0.4144541541472
"1202",0.155554052665209
"1203",0.326293695826037
"1204",0.820570756079538
"1205",0.254831775265278
"1206",1.06601212189108
"1207",0.299532287713405
"1208",0.176141951440607
"1209",0.353621822422439
"1210",0.549965423413407
"1211",1.0720706125451
"1212",0.514724154939887
"1213",0.288805790357819
"1214",0.864936234255378
"1215",0.232769322984235
"1216",1.08109840148884
"1217",0.474375420082993
"1218",0.618572675578128
"1219",1.22490906953451
"1220",1.14019327141
"1221",0.875396792364518
"1222",0.754893812491363
"1223",1.0342491137146
"1224",1.11711388256033
"1225",0.88626013964432
"1226",0.938366917282799
"1227",0.73532424325038
"1228",0.666461022758033
"1229",1.1714435791706
"1230",1.04024045311047
"1231",0.351993172447218
"1232",1.20689141490561
"1233",1.09890640371213
"1234",1.06611807989273
"1235",1.24565493783637
"1236",1.12477749865308
"1237",1.15871849720062
"1238",1.07249669723193
"1239",0.847986716384686
"1240",0.291587190308821
"1241",1.09223709468121
"1242",1.21590429500615
"1243",0.869611198292982
"1244",0.808802029852372
"1245",1.07549469784767
"1246",0.712184092432074
"1247",1.0427474314878
"1248",0.237558231876961
