Fishnet_ID,barley_FertMean,cassava_FertMean,groundnut_FertMean,maize_FertMean,millet_FertMean,rapeseed_FertMean,rice_FertMean,rye_FertMean,sorghum_FertMean,soybean_FertMean,sunflower_FertMean,wheat_FertMean
71534,0.53282448,0.619041983,0.619041983,0.619041983,0.619041983,0.619041983,0.619041983,0.619041983,0.619041983,0.619041983,0.619041983,1.255051335
56800,1.791435022,21.91881073,11.66483729,0.792747094,0.61900503,1.791435022,35.89966349,1.791435022,0.651054772,1.791435022,1.791435022,1.791435022
51443,18.18319131,0.618884598,0.618884598,0.618884598,0.618884598,7.45450727,0.618884598,16.381503,0.618884598,0.618884598,0.618884598,18.18319131
9057,1.713652384,1.30394288,0.713709347,1.181706885,0.618847477,1.713652384,1.226583864,1.713652384,1.081979293,1.713652384,1.377003667,1.180157859
53844,0.676898664,15.45258624,0.632614703,0.672758779,0.618709032,1.835537195,0.71212061,1.835537195,0.62792471,0.636065246,1.835537195,0.704546207
33778,0.532641456,0.618492916,0.618492916,0.618492916,0.618492916,0.618492916,0.618492916,0.618492916,0.618492916,0.618492916,0.618492916,1.254868309
52944,0.676226045,10.9405252,0.631942084,0.67208616,0.618036413,1.83351934,0.711448031,1.83351934,0.627252092,0.635392627,1.83351934,0.703873549
47830,92.35083916,0.61801059,0.61801059,14.63945603,0.61801059,84.85986968,0.61801059,14.63945603,0.61801059,0.61801059,6.934531288,14.63945603
46196,0.924159012,1.22361836,0.568219689,0.9629155,0.617605314,1.096942267,0.837568519,1.096942267,0.82358261,0.599415429,1.595775976,1.096942267
63990,0.532330751,0.617560807,0.617560807,0.617560807,0.617560807,0.617560807,0.617560807,0.617560807,0.617560807,0.617560807,0.617560807,1.254557611
44349,16.42917027,0.617447071,0.617447071,0.617447071,0.617447071,17.97615703,0.617447071,12.53722102,0.617447071,0.617447071,0.617447071,12.68788398
40535,1.3475221,1.3475221,0.498742267,0.581650304,0.617334056,1.3475221,1.3475221,1.3475221,0.563364416,1.3475221,0.505348134,0.582789883
12730,1.773338237,0.960854293,0.793310803,0.827945438,0.616840567,1.773338237,0.903751781,1.773338237,0.657001822,1.773338237,1.773338237,1.773338237
63415,27.12045179,0.616036157,0.616036157,0.616036157,0.616036157,29.9767259,0.616036157,20.50886411,0.616036157,15.62688915,0.616036157,20.64050109
48008,1.734222626,1.734222626,0.646332882,0.765264368,0.615453885,1.734222626,1.734222626,1.734222626,0.609874181,1.734222626,0.65803659,0.767038853
51513,1.703365059,1.30768016,0.840425888,1.193373509,0.615418369,1.703365059,1.204430556,1.703365059,1.068337803,1.703365059,1.373574555,1.176728754
46899,1.77324531,7.403063932,7.830741213,0.998467991,0.615204194,1.77324531,0.934868163,1.77324531,0.650380266,1.77324531,1.77324531,1.77324531
68954,0.531532257,0.615165308,0.615165308,0.615165308,0.615165308,0.615165308,0.615165308,0.615165308,0.615165308,0.615165308,0.615165308,1.253759102
49085,12.74948544,2.835229114,8.139202718,10.24401696,0.615164064,0.857760665,15.43440736,0.857760665,6.755163785,0.857760665,5.473697388,16.9781443
62877,33.48990194,36.13556858,0.615152404,52.46108434,0.615152404,54.17444079,26.98712999,29.91956823,0.615152404,30.54066132,0.615152404,52.79583031
18679,33.48985602,36.13552266,0.615014209,52.46103787,0.615014209,54.17439486,25.96061402,31.14656682,0.615014209,30.5406152,0.615014209,52.79578438
64262,33.48979289,36.13545953,0.614824122,52.4609744,0.614824122,54.17433166,35.54093653,31.80722003,0.614824122,30.54055188,0.614824122,52.79572118
70854,24.70965778,0.614658749,0.614658749,0.614658749,0.614658749,27.42227179,0.614658749,17.77255921,0.614658749,16.84236144,0.614658749,19.1598936
53063,33.48973392,36.13540056,0.614648426,52.4609157,0.614648426,54.17427279,32.8796598,31.80716106,0.614648426,30.54049341,0.614648426,52.79566231
47872,22.49437305,0.614592165,0.614592165,0.614592165,0.614592165,24.65889194,0.614592165,5.259239295,0.614592165,0.614592165,0.614592165,17.32597514
47471,0.613973617,10.84830852,2.045095616,0.431002768,0.613973617,0.613973617,10.70569191,0.613973617,0.264874811,0.31611439,0.613973617,1.168520408
58826,18.15037873,0.613607508,0.613607508,0.613607508,0.613607508,19.79625088,0.613607508,8.500453119,0.613607508,0.613607508,0.613607508,14.08410485
48121,0.671522325,8.888567512,0.627238364,0.66738244,0.613332693,1.819408178,0.706744271,1.819408178,0.622548371,0.630688907,1.819408178,0.699169868
73524,23.52797843,0.613018167,0.613018167,0.613018167,0.613018167,25.94964589,0.613018167,17.82803718,0.613018167,14.1059689,0.613018167,17.96347967
45699,0.612948939,1.738888994,4.873830772,5.969144797,0.612948939,0.612948939,6.700183747,0.612948939,1.260029517,0.612948939,0.612948939,0.612948939
46602,8.769796342,0.612225575,0.612225575,8.769796342,0.612225575,5.181857871,0.612225575,8.769796342,0.612225575,0.612225575,5.181857871,8.769796342
49022,0.530390199,0.611739139,0.611739139,0.611739139,0.611739139,0.611739139,0.611739139,0.611739139,0.611739139,0.611739139,0.611739139,1.252617059
71443,0.288525824,0.611466943,0.611466943,0.611466943,0.611466943,0.611466943,0.611466943,0.611466943,0.611466943,0.611466943,0.611466943,0.986147448
62020,0.468705165,0.611286328,0.611286328,0.611286328,0.611286328,0.611286328,0.611286328,0.611286328,0.611286328,0.611286328,0.611286328,1.230425311
36877,0.530225824,0.611246024,0.611246024,0.611246024,0.611246024,0.611246024,0.611246024,0.611246024,0.611246024,0.611246024,0.611246024,1.252452676
76790,16.20088122,0.610853424,0.610853424,0.610853424,0.610853424,17.72754606,0.610853424,12.36119569,0.610853424,0.610853424,0.610853424,12.50995749
61975,27.11861188,0.610515559,0.610515559,0.610515559,0.610515559,29.97488548,0.610515559,20.50702394,0.610515559,15.01708327,0.610515559,20.63866092
56560,9.878502504,1.130601516,5.154117665,6.996185968,0.609242365,5.255388891,10.47607229,1.102042164,4.572307761,1.244944795,3.829105124,13.56235643
10537,32.16637058,34.72118868,0.608855563,50.3116568,0.608855563,52.10760352,33.14385062,29.16236512,0.608855563,29.56730937,0.608855563,50.81158251
9286,74.25102164,0.608730837,0.608730837,135.4746734,0.608730837,116.970388,78.19406546,0.608730837,0.608730837,0.608730837,79.1755353,86.39469963
56224,0.608518859,17.3029419,0.608518859,38.1433528,0.608518859,40.40730625,0.608518859,0.608518859,0.608518859,24.06343002,18.57367865,39.57929221
73362,0.529177747,0.608101774,0.608101774,0.608101774,0.608101774,0.608101774,0.608101774,0.608101774,0.608101774,0.608101774,0.608101774,1.251404602
