Fishnet_ID,barley_FertMean,cassava_FertMean,groundnut_FertMean,maize_FertMean,rapeseed_FertMean,rice_FertMean,rye_FertMean,sorghum_FertMean,soybean_FertMean,sunflower_FertMean,wheat_FertMean,Potato_FertMean
19,74.34194008000,0.88148599200,0.88148599200,154.96325670000,117.06130640000,78.28498390000,54.80391506000,0.88148599200,0.88148599200,79.26645373000,94.74537168000,126.19492398300
119,10.25367194000,2.59105253000,34.31329200000,9.98550800300,37.66882604000,60.76174685000,2.59105253000,5.66611068000,17.39377982000,24.98075338000,40.79564248000,61.80604920100
154,3.64785550300,1.74988226600,21.48189535000,4.10499444400,3.64785550300,4.32238416900,3.64785550300,5.13065502200,3.64785550300,3.71830648500,3.64785550300,5.28332357991
363,11.35649301000,3.87101517300,30.76768633000,20.18656671000,37.67381258000,61.11362032000,3.87101517300,5.70189555500,16.65181596000,25.09495060000,39.82146690000,64.45726128520
889,27.33847202000,16.35696430000,8.76028759400,26.55044593000,1.87326064600,53.27772541000,1.87326064600,37.19253216000,10.64491719000,1.87326064600,33.94237091000,51.21813695780
956,46.07955340000,44.21342311000,49.36679269000,68.98759288000,72.88528096000,72.55032403000,46.41010698000,61.72577905000,41.10343480000,51.12012617000,64.75942655000,75.45081432630
1342,1.44025456100,0.66650540600,1.44025456100,0.87489201000,1.44025456100,1.44025456100,1.44025456100,3.23667224200,1.44025456100,1.44025456100,1.04978725800,1.36078134677
1529,36.40977837000,39.20766509000,44.57700293000,68.85487136000,57.91394227000,44.23498340000,46.40839431000,53.89184533000,47.08870391000,52.05658603000,70.08384427000,73.08671507290
1581,9.08979015000,2.69121387600,4.12154410100,22.78236903000,2.69121387600,29.37754623000,7.11061473700,2.69121387600,4.01660214800,20.80081839000,2.69121387600,124.75752295000
1759,2.31176346800,1.89717777300,0.98353797500,1.89717777300,1.45652368000,1.89717777300,1.51051294500,1.40026580200,1.06695452400,1.01710200800,2.35065920100,3.06352541124
2177,2.06824491600,4.16314973600,9.05179728300,32.94985920000,2.06824491600,15.32646751000,2.06824491600,2.06824491600,11.91007344000,2.06824491600,2.06824491600,32.01212400480
2329,8.78012132600,8.78012132600,8.78012132600,91.00748645000,8.78012132600,8.78012132600,6.87362519900,27.87850194000,37.72957403000,5.80951466600,64.38112270000,82.68393749570
2457,8.76254741700,1.45024078800,1.45024078800,6.38119219000,5.58832998500,1.45024078800,8.14491953900,5.86252940700,3.53890459800,2.84929414500,7.92003107500,16.02925725760
2569,153.94020440000,4.81207592100,4.81207592100,4.81207592100,63.31029087000,4.81207592100,45.09953820000,4.81207592100,4.81207592100,4.81207592100,42.49530173000,134.11184572700
2760,9.35021521900,1.57575619900,1.57575619900,6.42303062700,5.63016842200,1.57575619900,9.63462660800,5.90436786300,3.58074309000,2.89113263500,8.50769872300,16.50912805430
2795,23.06176431000,0.96575493200,0.96575493200,54.00104925000,25.20602643000,0.96575493200,16.33947609000,0.96575493200,10.79907927000,6.15199980200,18.05844827000,77.68927781040
2903,3.31272967700,9.83088184400,30.12043840000,22.18958408000,16.69296670000,40.23112160000,3.31272967700,20.57033622000,25.79412049000,51.85648329000,44.75030130000,63.47746561240
3005,33.91501251000,36.56067915000,37.31093984000,52.52830607000,54.59955129000,1.89048351200,32.23243965000,50.21359094000,30.96577164000,31.33437151000,52.89058265000,57.29827803750
3302,34.01927117000,36.66493781000,37.18578324000,53.28101705000,54.70381006000,60.02138157000,32.62726182000,50.36997910000,31.07003045000,37.01492419000,53.32519958000,57.66609246100
3705,17.02215336000,1.74042483100,12.56800640000,27.29916014000,31.15765882000,29.74270038000,25.80344466000,4.76972861900,0.95060287300,25.44927096000,39.41335172000,47.21903321440
3820,11.00789912000,6.23271951700,31.07805011000,26.61458756000,9.44991632700,36.44585488000,2.51816020100,25.16179702000,36.02744101000,2.51816020100,47.90023034000,39.32011588590
3985,68.17227975000,8.32521319900,8.32521319900,73.02569779000,86.29664657000,8.32521319900,55.69578370000,8.32521319900,30.66608575000,29.16068892000,74.56157022000,92.24193136290
24,0.80775554500,25.55244941000,10.12403444000,10.16506360000,2.22930354900,6.61334155800,2.22930354900,0.76058915300,0.76921146800,0.89784011200,0.84360742800,0.00000000000
59,2.44554525400,1.34911217800,15.83511743000,3.70422437700,2.44554525400,3.92161410300,2.44554525400,15.03526911000,2.44554525400,3.31753641800,2.44554525400,4.88951219508
82,54.44341014000,4.89315153500,4.89315153500,72.48997840000,71.60002598000,18.42096844000,21.47859021000,34.91503671000,33.04136753000,84.76744171000,51.99460940000,25.95891167610
161,1.15119825900,9.53526976900,5.68792517300,6.53770954800,1.78830064300,6.12062374900,1.78830064300,6.38618199200,0.82733136600,5.51539084300,1.78830064300,2.69944065809
275,1.90602050300,20.10597036000,10.67016010000,15.35970742000,29.74491932000,14.01903977000,20.94814231000,12.27399404000,10.52341396000,9.63124199200,19.03114755000,0.00000000000
304,2.40095508100,21.67293329000,21.68045934000,11.49651123000,34.09369597000,8.94251372500,2.40095508100,2.40095508100,2.40095508100,12.27539475000,2.40095508100,0.00000000000
356,0.88988048500,0.74570243400,0.54101875800,0.66967767100,1.04408100100,0.81877479800,1.04408100100,0.52533237500,0.56941516100,1.50572275500,1.04408100100,1.91126477771
376,1.19087552000,27.59090354000,15.14933722000,28.87725369000,22.13903723000,1.19087552000,1.19087552000,12.13074689000,1.19087552000,8.32850572100,1.19087552000,1.18741088293
393,2.92281553300,1.39711783100,1.90751464400,5.50456425600,2.92281553300,17.75027197000,2.92281553300,24.37187198000,5.01716931200,31.90960523000,8.50385851300,2.38954883814
398,1.41614210600,1.41614210600,1.41614210600,3.25271507700,3.28988442500,1.41614210600,1.41614210600,3.15795805400,3.09834120900,1.41614210600,1.41614210600,0.00000000000
464,53.68255891000,54.96038443000,77.61680340000,99.30719269000,102.17754430000,109.29660810000,56.87184857000,74.13974307000,68.37800102000,55.53890052000,99.78933999000,105.23028854700
