FISHNET_ID,barley_HgHa,cassava_HgHa,groundnut_HgHa,maize_HgHa,millet_HgHa,rapeseed_HgHa,rice_HgHa,rye_HgHa,sorghum_HgHa,soybean_HgHa,sunflower_HgHa,wheat_HgHa,COUNTRY,mean_potato
53921,1.67740978,NA,NA,NA,NA,NA,NA,1.627420489,NA,NA,NA,1.311958392,United States,1.84693
53925,3,16.03000069,1.280706258,4.281885522,1.45734179,0.660230469,4.426872253,1.720000029,3.806375742,0.918060668,1.777312089,3.364139833,China,10.939
53927,0.08590909,1.447278792,0.180549748,0.191238653,0.144340114,NA,0.261351534,NA,0.100005874,0.048650403,NA,0.173181816,Congo DRC,0.623343
53928,1.635830429,NA,NA,1.716676096,NA,0.884249961,NA,NA,2.25829349,NA,0.321507499,0.073845748,Mexico,15.688
53929,NA,2.224233194,0.202318946,NA,NA,NA,0.399872467,NA,NA,0.134739696,NA,NA,Liberia,NA
53930,0.456033051,2.951405076,0.225217285,0.633684215,0.316798279,NA,0.529297616,NA,0.3119357,0.544508285,0.231390017,2.510462737,Zambia,2.84106
53931,NA,5.766602166,1.337076591,2.018944166,0.654242431,NA,2.921032815,NA,NA,0.924114845,1.116241066,1.230870923,Myanmar,12.4155
53932,NA,7.837290841,4.789999962,2.332200838,NA,NA,2.413441374,NA,NA,NA,NA,NA,Malaysia,NA
53934,NA,9.368151282,NA,0.719177324,0.471647387,NA,0.18154688,NA,0.474903719,NA,NA,1.800656781,Chad,6.30635
53936,2.100768862,NA,NA,6.341134965,NA,0.658108849,NA,0.039951524,NA,NA,0.7901033,1.818192966,United States,NA
53937,0.485967453,9.431106567,1.299095165,2.101374042,0.636907339,0.267887239,0.895584431,NA,1.254550873,1.325822224,0.429247061,1.251289953,India,4.36924
53938,6.668092837,NA,NA,8.490529001,2.312916721,3.313154953,NA,6.147898917,5.516875163,1.625035213,2.597926609,7.847046981,France,38.3499
53939,NA,NA,0.254049573,0.528032265,NA,NA,NA,NA,0.16727273,NA,0.674429783,3.593664816,Botswana,NA
53940,0.629999995,7.434560299,0.63181591,1.076863766,0.611443758,NA,0.786688447,NA,0.653895156,0.691241205,NA,1.275455475,Congo DRC,3.83704
53941,0.019519109,NA,NA,0.081146609,0.046666666,NA,NA,0.036363638,0.140909094,NA,NA,0.061576728,Argentina,0.158132
53945,1.696969697,9.067475136,1.21929082,2.38965007,0.716455084,0.748754516,2.951054226,0.972929309,2.030707022,1.204425371,1.059429434,2.484502609,China,5.41987
53947,NA,0.468091806,NA,NA,0.026649415,NA,0.098361472,NA,0.05421554,NA,NA,NA,Mali,NA
53948,0.527777778,2.820092713,0.849152609,1.635650741,0.155709773,0.569385977,NA,0.302592598,0.494213301,0.215171848,0.63539877,1.063715515,China,2.72202
53950,0.0234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0215625,Mongolia,0.253295
53953,2.760450162,NA,0.770370382,2.584462729,0.992222223,0.983229014,NA,2.09846064,1.863703688,0.397388808,0.916255135,2.567448671,Bulgaria,6.20424
53954,0.24000001,NA,0.308888886,0.455555552,NA,0.148888893,0.673333327,0.222222222,0.611111111,0.277777778,0.1469643,NA,Kazakhstan,2.40684
53956,0.475728461,15.41591606,2.347974553,3.944804672,NA,1.498636414,1.98477548,NA,2.486882284,2.454035734,1.469999964,3.434236286,Brazil,16.6183
53960,2.5,13.35833391,NA,NA,NA,0.678318987,NA,1.433333357,NA,1.761224667,NA,3.071735104,China,9.82618
53962,0.768927967,NA,0.471713227,2.018897396,NA,NA,2.378800377,0.6,NA,0.848999977,0.752999997,1.585679957,Egypt,7.26756
53963,0.843276018,11.05098532,NA,NA,NA,1.448067144,NA,1.185757595,NA,2.420082948,NA,2.02864201,China,NA
53964,NA,NA,1.356117014,1.390483929,0.266840823,0.178635861,1.628380917,NA,0.547144319,0.556098904,0.14621955,1.358969657,India,12.1033
53965,3,16.03000069,1.411577208,4.892408916,1.548337358,0.787151498,3.361410587,1.720000029,2.538775214,0.840584495,1.245467741,3.318482644,China,11.6651
53966,0.164761907,NA,NA,0.227619058,NA,0.085714283,NA,0.218588806,0.099999995,0.089523809,NA,0.121293045,Russian Federation,1.34298
53969,0.182261281,NA,NA,NA,NA,0.328999999,0.2625,NA,NA,NA,0.0875,0.167979526,Algeria,1.9097
53973,2.549999952,8.239999771,1.570000052,1.550150841,0.415800492,NA,4.238329154,NA,0.696850344,NA,0.910000026,1.397368908,Kenya,8.06
53974,1.730000019,NA,NA,2.390000105,1.513076663,0.899999976,NA,2.136285305,1.049999952,0.939999998,0.471539736,1.180388451,Russian Federation,10.6517
53976,NA,1.75999999,0.689999998,1.15887182,0.497131616,NA,1.50999999,NA,0.499170691,NA,0.670000017,1.589466691,Sudan,7.32
53979,NA,10.61999989,0.959999979,5.53000021,NA,NA,1.729830495,NA,2.754915246,NA,NA,NA,Papua New Guinea,4.34
53982,0.757149291,NA,0.774119914,3.43753711,NA,NA,NA,1.132114602,2.166397997,0.780012784,0.383238964,2.704967443,United States,0.829434
53983,0.020560377,NA,NA,0.018237565,0.012213661,0.015833333,0.070377437,NA,0.015313737,0.020833333,0.024166667,0.034517996,Iran,0.301365
53986,2.014090809,9.411817854,0.610909077,1.106976043,0.93650451,NA,1.751621328,NA,0.188902594,0.343636377,0.324545458,1.486011906,Tanzania,6.65256
53987,1.838336969,NA,0.764335019,1.100482061,1.00757102,0.850741278,2.936390609,NA,1.003469215,0.287978891,0.643772983,2.196692832,India,21.7307
53990,0.089870131,NA,NA,0.403506511,NA,0.151948048,NA,0.287986938,0.177272719,0.158701298,NA,0.152759314,Russian Federation,1.74398
53992,NA,6.462750709,0.468083314,0.445784423,0.394293548,NA,1.032983022,NA,NA,NA,0.543257559,1.293106104,Angola,3.36586
53993,NA,31.00958824,1.731286764,1.371486485,0.477398674,NA,2.736584663,NA,0.223851403,NA,0.244035403,NA,India,NA
53996,NA,11.14083958,0.760174186,2.546957392,0.545598511,0.171782868,1.973688628,NA,0.850249126,1.056567713,0.430759459,0.581752404,India,13.7044
53997,NA,NA,NA,6.105713716,NA,NA,NA,NA,4.174783406,1.865296464,1.025374827,3.364060702,United States,NA
54000,0.015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014375,Mongolia,0.18575
54002,NA,NA,NA,1.893376706,NA,0.712986994,NA,NA,0.831818144,0.744675323,NA,NA,Russian Federation,NA
54003,NA,9.780824683,0.583065547,2.645004283,1.238889414,0.100602938,3.586852587,NA,0.780137703,0.985858982,0.937719849,0.534564839,India,13.7044
54004,NA,6.12911611,0.147598967,1.139065265,0.403799215,NA,0.572199414,NA,0.448504835,NA,0.529999971,1.019999981,Mozambique,12.7
54007,NA,4.06130275,0.742965389,0.517258428,0.59614071,NA,0.989226634,NA,0.642718975,NA,NA,0.643692722,Central African Republic,3.75652
54008,2.72484498,NA,NA,5.452677543,NA,2.048007011,NA,2.165111202,NA,NA,NA,2.913545181,Poland,17.0284
54009,NA,12.24386597,1.909999967,1.678203106,NA,NA,1.31293882,NA,NA,0.605836565,NA,NA,Indonesia,1.81758
54011,1.001280011,NA,0.578181841,1.479492303,1.377309008,0.015348006,0.634393957,NA,1.325539931,2.810606061,NA,1.022489059,Ethiopia,7.05438
54013,NA,NA,0.052566475,4.795654782,NA,NA,0.05550611,NA,2.084033434,1.0539538,NA,2.64711476,United States,0.920388
54014,0.22045347,NA,NA,0.486454262,NA,NA,0.404514766,NA,NA,NA,1.696786151,0.371473082,Iraq,12.1933
54016,NA,NA,NA,6.31282633,NA,NA,NA,NA,NA,1.443848689,NA,2.511683296,United States,20.691
54018,0.152777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140555555,Mongolia,1.86784
54022,NA,12.10577625,0.467136159,NA,0.57714031,NA,1.029848621,NA,0.598327954,NA,NA,NA,Mali,NA
54023,2.840909091,15.17992489,2.913661707,2.06367739,0.267341174,1.024960572,5.530171082,1.628787906,3.365222868,1.902268298,0.727657901,0.757360673,China,11.362
54024,NA,6.079145825,0.146480793,0.576109461,0.704399734,NA,0.437344961,NA,0.445107071,NA,0.525190534,1.000181071,Mozambique,12.5845
54025,NA,10.16207652,NA,1.588848834,NA,1.272651558,1.767932307,NA,0.54314293,1.65434319,1.248333302,0.242228752,Brazil,NA
54026,0.098969976,NA,0.066666667,NA,0.022666667,NA,NA,NA,NA,NA,NA,0.084724681,Saudi Arabia,0.47532
54029,NA,4.606677178,0.856081681,1.612843013,0.522644634,NA,2.33348076,NA,NA,0.738233477,1.23235184,1.493799216,Myanmar,6.5136
54033,NA,14.67232076,1.909999967,2.243017693,NA,NA,3.887392505,NA,NA,0.954354501,NA,NA,Indonesia,7.15732
54034,3,16.03000069,2.011056683,5.233991014,1.471966078,1.057775613,7.277558397,1.720000029,3.602654229,1.321897034,2.596642172,4.071602426,China,14.5552
54039,NA,5.787269939,0.827924113,2.126323429,0.155885287,0.212350964,1.261376558,NA,0.745973272,1.237165559,0.262060721,0.738132573,India,4.28186
54043,0.984641433,NA,0.94223547,1.947158098,0.497748494,0.776749173,2.269109011,NA,0.569271505,1.24334985,0.340428049,2.404473305,Pakistan,15.873
54044,3.331319362,2.663819409,0.271185464,0.938419991,0.393371317,NA,0.55798116,NA,0.549284703,0.38491654,0.347634051,2.056981471,Zimbabwe,9.88582
54047,1.048148128,NA,0.799907428,3.193148141,0.596203706,0.354444433,1.738240781,0.751574067,1.166851871,0.20787037,0.537673397,1.251018478,Tajikistan,10.1733
54048,0.015475959,NA,0.104385303,1.093223133,0.004710744,NA,0.018842975,0.001157025,0.023057851,0.016478889,0.231747585,0.801613701,Namibia,0.278562
54051,NA,4.883180586,1.006526813,0.870087841,NA,NA,2.263809977,NA,NA,0.595935317,NA,NA,Côte d'Ivoire,NA
54052,NA,11.98927463,1.909999967,1.901667767,NA,NA,1.603132041,NA,NA,0.621984062,NA,NA,Indonesia,12.2008
54053,1.158020231,NA,NA,1.816070875,NA,NA,NA,NA,NA,0.043834716,NA,1.024454523,Canada,7.85087
54054,NA,8.592406154,NA,0.888666046,NA,1.286527821,0.797923101,NA,NA,0.067504737,1.261944413,NA,Brazil,NA
54057,1.01607146,NA,0.910119038,0.465833352,NA,0.599404769,NA,0.730586538,1.98809523,0.986309523,0.334208782,1.092677478,Kazakhstan,8.32345
54061,NA,5.635926508,1.086850029,0.93013832,0.149197955,NA,2.601583714,NA,0.09575589,0.605103552,NA,NA,Côte d'Ivoire,NA
54062,NA,3.831741293,NA,0.128036086,NA,0.76319447,0.128196888,NA,NA,NA,0.748611093,NA,Brazil,NA
54063,NA,8.968762867,0.563166614,1.04320736,NA,1.546212173,0.342046591,NA,0.071231858,NA,1.516666629,NA,Brazil,NA
54065,0.269610393,NA,NA,0.372467549,0.149302108,0.140259737,NA,0.375346044,0.163636356,0.146493506,0.054652857,0.176291785,Russian Federation,1.24913
54068,1.318095253,NA,NA,2.361547723,0.891355878,0.889285691,NA,2.367484981,1.037499953,0.928809521,0.067786489,1.049234209,Russian Federation,11.7329
54069,4.260207746,NA,NA,8.085509009,2.372222278,2.576009532,NA,3.661562922,5.6583335,2.454267266,2.166034237,5.041730912,France,28.3526
54071,1.975,15.62925067,NA,NA,NA,0.718023285,NA,1.132333352,NA,0.93400949,NA,2.165289613,China,8.7427
54072,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574999998,Mongolia,6.46507
54075,1.50685181,NA,1.148425964,4.008518532,1.002129633,0.570555535,1.938425996,1.016759249,0.59981481,0.343796295,1.733816363,1.718981412,Kyrgyzstan,10.6655
54077,NA,NA,0.317196953,0.81977121,NA,NA,NA,NA,NA,NA,0.383030294,3.249772625,Namibia,NA
54078,0.56862404,NA,0.45639531,1.058913819,0.540824549,0.425633813,1.472616367,NA,0.179769945,0.645833333,0.749166691,0.742010295,Afghanistan,11.6281
54079,NA,NA,NA,NA,NA,NA,NA,NA,5.289873232,NA,NA,NA,Italy,NA
54081,0.875453582,18.92576663,1.446548964,3.784858209,NA,1.498636414,2.002002034,0.612982701,0.835171172,2.623888545,1.469999964,1.643033614,Brazil,11.5291
54084,NA,7.01722206,0.358888884,0.539114227,0.443888888,NA,1.860555583,NA,NA,NA,0.670555535,1.596111165,Angola,5.8092
54085,1.730000019,NA,NA,2.390000105,NA,0.899999976,NA,1.624283075,1.049999952,0.939999998,0.435951859,1.470308304,Russian Federation,10.0579
54086,NA,NA,0.158999991,0.413613656,NA,NA,NA,NA,NA,NA,0.422100019,1.493609333,Namibia,NA
54087,1.694444444,9.053981869,1.850013692,2.113759365,0.715388931,0.885412281,3.469441445,0.971481498,2.027685137,0.611803187,1.253066693,2.398312904,China,12.1228
54088,NA,10.12548288,1.909999967,2.307898523,NA,NA,3.462116097,NA,NA,0.918543882,NA,NA,Indonesia,13.3589
54089,3.742614243,NA,NA,11.18618705,NA,1.76882327,8.877371196,NA,3.298114198,NA,1.466312609,5.269548138,United States,0.504306
54090,0.927272727,4.954727485,0.888887095,1.606285477,0.391491528,0.546404418,1.734083869,0.531636372,1.109636337,0.735173022,0.77135533,1.426599581,China,1.50914
54091,2.546517989,NA,NA,5.470895837,NA,0.675343617,NA,1.018207783,NA,0.293066384,0.242880208,1.070529748,Canada,10.7124
54094,NA,13.02107801,0.515267182,0.599941356,NA,1.570000052,0.770091104,NA,NA,NA,1.539999962,0.491703654,Brazil,2.1434
54097,2.875,15.36208399,3.416637198,3.075885379,2.54462562,1.705565213,7.347471555,1.648333361,3.123730024,2.006835476,0.969612283,2.759212536,China,15.804
54099,NA,8.429838455,1.276666641,1.64089818,NA,NA,1.781106469,NA,2.00666666,0.305230657,NA,NA,Indonesia,4.12953
54103,NA,9.17815658,0.029409618,0.68023372,0.501512139,NA,1.053917224,NA,0.445746824,NA,NA,1.762371867,Central African Republic,6.35105
54108,0.15693151,NA,0.404476027,0.52822243,NA,NA,NA,0.08590909,0.170172763,NA,0.094620959,0.169046072,Australia,2.66533
54109,NA,18.14759414,NA,1.28244984,NA,1.518099224,1.42907822,NA,NA,2.061252049,1.489090872,NA,Brazil,NA
54111,NA,0.412258293,1.018866479,2.193049151,0.638787886,NA,2.971572777,NA,NA,0.706481511,0.573030316,1.461491224,Myanmar,10.5615
54112,1.076177122,NA,0.929367973,1.020873006,0.533272334,0.543582804,2.00139474,NA,0.840222593,0.58317789,0.474545473,1.744428218,India,18.6703
54115,0.1484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1365625,Mongolia,0.964935
54116,2.887883253,NA,NA,NA,NA,0.655183902,NA,NA,NA,NA,0.479013175,3.636754014,United States,1.63214
54117,0.813162512,NA,0.670000027,1.599355058,0.713860144,0.125683109,0.735138909,NA,1.059050178,3.256944444,NA,0.891697259,Ethiopia,8.47246
54118,NA,1.787413388,0.659590136,0.613178177,0.287569491,NA,1.491661078,NA,0.989941992,NA,0.628125016,1.125634052,Sudan,6.89405
54119,0.451875001,1.836770912,0.138850046,0.624285549,0.16698708,0.128377916,NA,0.282049229,0.501772217,0.235973241,0.192581459,0.482727724,China,1.38383
54121,0.043358928,NA,0.022161545,NA,NA,0.062666667,0.05,NA,0.063920295,NA,0.016666667,0.07158826,Algeria,0.743123
54122,0.069411762,0.639411758,0.100000003,0.141764711,NA,NA,0.298139528,0.040000001,0.141860463,0.070697674,NA,0.058604651,Peru,0.99913
54127,0.144166668,NA,NA,0.199166675,0.097492049,0.074999998,NA,0.258943677,0.087499996,0.078333333,0.007414147,0.114759992,Russian Federation,0.869102
54128,1.743811756,NA,NA,NA,NA,0.830482353,NA,1.303366717,NA,1.54545462,NA,1.727992838,Canada,22.407
54129,NA,10.57475611,0.570681475,1.342243004,NA,NA,2.032007437,NA,NA,0.909340117,NA,NA,Cambodia,NA
54135,NA,15.73398369,1.264891957,2.650343921,NA,1.518099224,1.671584412,NA,0.986798718,1.520523965,1.489090872,0.565124423,Brazil,3.31351
54136,NA,5.86653271,NA,1.970788039,NA,1.493680605,1.383417865,NA,NA,2.065019803,1.465138853,NA,Brazil,NA
54138,2.544773897,NA,NA,5.425232569,1.626666705,0.710108709,2.362334061,1.209985161,2.328000069,1.035514736,0.948277569,1.356433678,France,14.5723
54139,NA,1.642174853,NA,0.092357496,NA,0.218055563,0.15468705,NA,NA,NA,0.213888884,NA,Brazil,NA
54140,2.551733725,NA,NA,3.939841377,0.893085079,1.539017782,NA,2.021437479,0.776562542,0.454020498,1.258454201,2.869796852,Czech Republic,12.0847
54145,NA,5.067158699,1.909999967,1.158501625,NA,NA,0.727131009,NA,NA,0.437497288,NA,NA,Indonesia,2.61179
54147,NA,13.09192657,1.909999967,2.425274372,NA,NA,2.100677,NA,NA,0.55958954,NA,NA,Indonesia,6.65022
54155,1.464285714,7.824167002,0.826766069,1.942913901,1.202915578,0.479733031,0.543241841,0.839523823,1.87357418,0.568395273,0.530437167,0.733372416,China,11.0738
54156,1.690909091,9.035091296,NA,NA,NA,1.009338619,NA,0.969454562,NA,1.202057713,NA,2.247546335,China,13.933
54158,4.172156612,NA,NA,7.498984019,NA,NA,NA,NA,NA,NA,0.841036603,0.147708942,United States,28.3268
54160,0.077011466,NA,0.055082294,0.099596164,NA,NA,0.214214433,0.045454545,0.086165802,0.06431818,0.057045454,0.104900349,Egypt,0.707879
54162,NA,13.56643252,2.760902756,2.331688618,NA,NA,2.45903182,NA,NA,NA,NA,NA,Malaysia,NA
54166,0.720833341,NA,NA,0.995833377,NA,0.37499999,NA,0.640002837,0.43749998,0.391666666,NA,0.435742786,Russian Federation,5.77075
54173,2.33362284,NA,NA,5.750353254,NA,0.998483794,NA,1.542830711,2.094265236,0.738927185,NA,2.511578085,United States,20.5567
54175,0.603000124,NA,1.587147276,2.040065026,0.550123159,NA,NA,NA,0.544333317,1.426220727,1.309310623,2.279967958,Syria,20.3656
54176,NA,12.93212676,0.065111898,1.175194157,NA,1.373750046,1.150839409,NA,0.631333288,0.955422165,1.097345817,0.198751783,Brazil,NA
54177,0.222727264,8.735854445,0.073600831,2.010949402,NA,1.010984882,2.152061315,0.135000005,0.267257978,1.840349383,0.698890963,0.114091396,Bolivia,0.898702
54178,0.258243434,NA,0.212121212,0.037544273,0.072121213,NA,NA,NA,NA,NA,NA,0.208134543,Saudi Arabia,1.13937
54180,0.082380953,NA,NA,0.113809529,0.055709742,0.042857142,NA,0.147967815,0.049999998,0.044761905,0.004236656,0.065577138,Russian Federation,0.521461
54181,NA,NA,0.182679293,0.029242651,0.12552462,NA,NA,NA,0.116044387,NA,0.432417309,0.458994807,Botswana,NA
54182,1.709041682,NA,NA,NA,NA,0.998077726,NA,5.88089213,NA,NA,NA,2.298732324,United Kingdom,10.7443
54185,2.606929978,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917494476,0.921287219,United States,37.659
54186,NA,1.165122753,0.247050366,0.153511092,NA,0.065416669,0.197059063,0.122500002,0.40680555,0.224861109,0.064166665,0.182499998,Peru,1.90388
54188,0.461363629,0.693848975,0.744772724,0.165090017,NA,NA,0.13733651,0.435000017,NA,NA,NA,0.39105104,Bolivia,2.56713
54189,3.42186846,NA,NA,5.978352552,0.187157892,2.264264988,NA,2.782748019,NA,NA,0.147990964,3.921228744,Czech Republic,18.8899
54194,NA,11.40577649,2.525416629,1.643837735,NA,NA,5.147005157,NA,2.635982792,1.864652202,0.946666646,0.965479118,Colombia,16.185
54195,NA,NA,1.41946074,1.77767447,0.668856599,0.694383144,NA,NA,NA,NA,NA,1.733221006,India,14.878
54201,NA,6.268786987,1.173787861,0.994704792,NA,NA,2.667840726,NA,1.016666689,1.321666618,0.443636354,0.170984851,Venezuela,NA
54202,0.020595238,NA,NA,0.028452382,NA,0.010714285,NA,0.018285795,0.012499999,0.011190476,NA,0.012449794,Russian Federation,0.206098
54204,0.453409087,6.346096956,0.519675436,0.545381332,NA,NA,0.609729401,NA,0.305118149,0.625867187,NA,0.914015138,Congo DRC,NA
54205,NA,8.269287109,1.049438357,1.032428741,0.987555563,NA,0.888676822,NA,1.073545694,0.534145296,NA,1.718366504,Nigeria,4.4434
54206,1.991229051,NA,2.83333328,9.979572102,2.277777813,1.503279372,6.809729541,0.927932394,3.962963157,2.056150222,0.717640358,1.914143792,Spain,21.2025
54207,0.317853118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343707355,United States,NA
54209,NA,3.187312104,NA,0.205405473,NA,0.428181832,0.256569559,NA,NA,NA,0.41999999,NA,Brazil,NA
54210,NA,11.06825848,NA,0.675389777,NA,1.486742474,NA,NA,0.037396728,NA,1.458333297,NA,Brazil,NA
54211,2.890625,15.36208399,1.182187722,2.060858276,1.396619216,0.61365257,6.613100539,1.648333361,3.647776753,0.941854932,1.638804868,3.367348143,China,9.04278
54212,2.306087021,NA,0.741841443,1.661739163,0.67826087,1.221999997,4.101735918,NA,NA,0.93081326,NA,1.405068099,Japan,20.3489
54213,NA,NA,NA,0.017028276,NA,NA,NA,NA,0.124664313,NA,NA,1.962789689,Botswana,NA
54216,1.725591432,4.301908016,0.807752934,1.257763117,0.386880262,0.867681767,0.33615247,NA,0.152106062,0.603263107,0.254203528,1.996164447,India,NA
54217,1.585135105,5.12216202,0.975945979,1.00966844,0.258470588,NA,1.41946468,NA,0.12863991,NA,0.504337364,0.774445419,Kenya,5.06629
54220,NA,NA,NA,0.334545068,0.082614776,NA,NA,0.028636363,0.089467525,NA,0.033547431,0.097302036,Australia,1.10138
54221,1.2,6.412000275,1.702604675,2.230229378,0.506636095,1.046239185,1.962804222,0.688000011,1.435999966,1.344935226,1.480455971,1.984065437,China,1.03294
54223,NA,11.14083958,1.573618843,2.252068815,0.806031803,0.167756807,2.400672702,NA,0.938192333,1.007323831,0.420464485,NA,India,13.7044
54224,NA,6.891958783,0.36064996,0.727508569,0.445352815,NA,1.293934345,NA,NA,NA,0.626180537,1.490486162,Angola,4.37534
54231,0.020595238,NA,NA,0.028452382,0.018012817,0.010714285,NA,0.025431968,0.012499999,0.011190476,0.005613568,0.014052243,Russian Federation,0.177528
54232,3,16.03000069,3.209079178,2.891545641,2.014336348,1.608139806,7.04699717,1.720000029,3.323877335,1.603807255,NA,4.067506969,China,19.6914
54233,5.292381233,NA,NA,NA,NA,2.735285791,NA,5.217333476,NA,NA,NA,7.420828056,United Kingdom,42.398
54236,0.01125,NA,0.014479167,NA,0.006145833,0.006979167,NA,0.010416667,0.028645833,0.013020833,0.006569595,0.010104167,Kazakhstan,0.141954
54237,0.019583333,NA,0.069999998,0.084583332,0.047916666,NA,NA,NA,NA,NA,NA,0.03375,Libya,1.0005
54238,0.010681818,NA,0.038181817,0.046136363,0.026136363,NA,NA,NA,NA,NA,NA,0.018409091,Libya,0.545727
54240,1.670416584,7.805833062,0.506666655,0.74569423,0.736667043,NA,1.274090221,NA,0.673968634,0.285000011,0.269166669,NA,Tanzania,5.57223
54241,NA,0.080151515,NA,0.003958394,0.002150741,NA,NA,NA,0.002826746,NA,NA,NA,Mali,NA
54242,3.047682524,NA,3.059999943,9.417693138,2.460000038,1.327903032,NA,1.675902247,4.28000021,NA,0.939219296,3.469598532,Spain,36.07
54245,3,16.03000069,1.698116639,3.67006784,1.466667421,0.879503355,5.222300905,1.720000029,3.80667358,2.051471155,2.32645673,2.730161164,China,14.8051
54253,1.730000019,NA,NA,2.390000105,0.184213547,0.899999976,NA,2.45575856,1.049999952,0.939999998,0.115237032,1.268807476,Russian Federation,9.41776
54254,0.486721887,NA,NA,5.811741039,NA,NA,NA,1.16076197,3.527297152,1.954120093,NA,2.682116698,United States,NA
54256,NA,0.172522224,0.057569446,0.032958532,NA,NA,0.042382552,0.023888889,0.107510792,0.057152778,NA,0.049444444,Peru,0.5108
54260,NA,0.130769544,0.029729423,0.019840792,NA,NA,0.036881126,NA,NA,0.025277779,NA,NA,Gabon,NA
54261,1.215119061,NA,NA,1.67869055,NA,0.63214284,NA,1.140865493,0.737499967,0.660238094,0.306204282,1.032716547,Russian Federation,6.79236
54263,3.256338969,NA,NA,5.887351443,1.753750041,1.937236227,NA,2.69369023,4.183125123,1.594144583,1.580773838,3.793072845,France,18.92
54264,2.401705404,NA,NA,5.874819716,NA,NA,NA,0.288435523,NA,0.461771435,0.159466348,0.800195321,Canada,3.73569
54265,0.450211176,NA,1.61764678,0.494232062,0.430552457,1.124911549,3.505918983,NA,0.513405487,1.044921875,1.212109415,2.053320993,Pakistan,8.22311
54266,NA,11.95055434,1.132716016,2.640105011,NA,1.570000052,1.21112932,NA,1.950242132,2.295501866,1.539999962,1.078343592,Brazil,NA
54267,3.607864866,NA,0.594636244,5.841953938,NA,1.261481426,NA,NA,3.169054711,NA,0.799259243,5.099589705,Mexico,28.5804
54269,0.036153846,NA,0.129230765,0.156153844,0.088461537,NA,NA,NA,NA,NA,NA,0.06075,Libya,1.12206
54273,0.7421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.682812498,Mongolia,7.33351
54274,0.129032258,7.756451945,0.591273481,0.636662687,NA,0.295068752,NA,NA,NA,NA,0.78783324,0.943892923,China,7.42718
54276,1.075,5.744083579,0.904933093,1.44392006,0.453861502,0.556131086,1.617264787,0.616333344,1.286416636,0.860598409,0.784853309,1.662384176,China,NA
54277,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689999998,Mongolia,7.43
54279,1.26699996,NA,NA,NA,NA,0.525945941,NA,0.707567569,NA,NA,NA,0.760540537,Estonia,8.9
54281,0.167045453,6.969733907,0.486347762,0.699691724,0.520423566,NA,1.155918828,NA,0.173982529,0.183283653,0.510984833,1.416556533,Angola,4.6643
54282,NA,13.0748591,0.45885401,0.657986693,NA,1.460972271,0.738187549,NA,NA,NA,1.43305552,NA,Brazil,NA
54285,0.361695838,NA,1.154716993,1.585004076,0.390566045,NA,0.793404915,NA,NA,0.666666677,0.225000009,0.745229942,Iran,7.08189
54287,1.707532486,NA,NA,2.358961143,1.154711024,0.888311665,NA,3.920841403,1.036363589,0.927792205,0.588355944,2.013303137,Russian Federation,10.8152
54289,0.004701559,1.723333324,0.680624998,1.148261119,0.480267113,NA,1.484027769,NA,0.541105718,0.024305556,0.656041683,1.564483652,Sudan,7.18691
54290,0.205624465,NA,NA,NA,NA,0.104229721,NA,0.191181537,NA,NA,0.115909089,0.192205653,Canada,2.28777
54291,0.822377597,2.626576054,0.900699317,1.7218161,NA,NA,2.750899549,NA,0.653066789,2.852327905,NA,1.75919976,Guatemala,22.2558
54293,NA,5.071111043,0.382222229,0.662222226,NA,NA,NA,NA,NA,NA,NA,NA,Guyana,NA
54294,NA,24.33328515,2.260194451,2.688682708,NA,1.557024845,2.807829455,NA,1.909124621,2.51586242,1.527272689,1.068057383,Brazil,NA
54295,NA,NA,NA,5.911292076,NA,NA,NA,NA,3.319324017,2.267790079,0.718519747,2.613312006,United States,NA
54297,0.748409079,4.772241634,0.288070201,1.136421618,0.528293448,NA,0.727632543,NA,0.539484528,0.878425457,0.397185966,5.381818262,Malawi,7.75927
54298,NA,NA,2.195775316,3.964978254,NA,NA,NA,1.360209901,2.078024089,1.145183866,0.350757042,2.391653953,United States,5.86599
54299,NA,13.26892194,NA,2.399855584,NA,1.498636414,2.904871371,NA,NA,NA,1.469999964,NA,Brazil,1.76522
54300,NA,NA,NA,1.93233037,NA,0.284782596,NA,NA,0.856595609,NA,0.180434779,1.402159981,Mexico,NA
54304,NA,3.009892966,0.799866034,1.595581983,0.483181825,NA,1.188115459,0.05939394,0.640933937,0.621748471,0.780072996,1.815541473,Mozambique,24.913
54305,NA,9.887260967,NA,0.601918023,NA,1.079375036,0.784585642,NA,NA,NA,1.058749974,NA,Brazil,NA
54306,0.077777776,5.960640748,0.63354166,0.573078204,NA,NA,2.034326143,0.073333336,0.91065126,0.48944389,0.617184694,0.197723524,Bolivia,1.44719
