"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","sunflower_HgHa","AET_mean","sunflower_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"1137","Myanmar",2688,10.3931,98.8801,0.151094443226622,3.0256118219968,2.11451462287683,3.59228781595213,2.23757342070395,2688
"1177","Chile",2735,-54.0261,-69.87,0.247750146332967,2.18763820895548,2.1919069960486,4.98465330797233,3.69928062050879,2735
"1207","Russian Federation",2760,54.6099,74.6724,0.167771993851555,2.30262979882118,0.985579052430216,5.32502074550366,3.33487843404016,2760
"1238","Canada",2795,52.47,-108.584,0.142908539766336,2.38396489061893,1.28905354442273,5.43420630841758,4.37324138608759,2795
"1239","Chile",2798,-41.382,-72.6097,0.235449530198025,2.69899068451257,2.27424442948124,4.98465330797233,3.69928062050879,2798
"1333","India",2903,16.5103,77.3673,0.164398845134977,2.68426546673157,2.1947070257029,5.50520154772776,2.65874601931954,2903
"1350","Kazakhstan",2917,55.1279,69.2825,0.111966744840478,2.17396629810017,0.662025941872111,4.50851625226694,3.17598650936112,2917
"1389","Germany",2952,50.2203,12.6886,0.495295300393773,2.6806951537781,1.95972085505989,5.36638186074997,4.41865905031594,2952
"1427","Russian Federation",2990,56.1441,58.5027,0.0978895132741276,2.33859876867732,1.21428934212323,5.32502074550366,3.33487843404016,2990
"1428","Russian Federation",2990,56.1441,58.5027,0.0978895132741276,2.33859876867732,1.21428934212323,5.32502074550366,3.33487843404016,2990
"1445","China",3005,31.3165,100.724,0.340942583357946,2.58436488303439,1.97773784319433,6.95136909386879,2.99627669770714,3005
"1506","Myanmar",3068,14.7695,98.9269,0.159011270271916,2.97280184542228,2.17025227496277,3.59228781595213,2.23757342070395,3068
"1579","Angola",3131,-11.2146,18.0785,0.140474708557547,2.9378699896569,0.775535628458153,2.44870631990508,2.7855635422284,3131
"1775","Tanzania",3297,-8.54258,36.0448,0.0980115390849005,2.81630838866581,0.772564982501245,1.7481880270062,2.58899405288781,3297
"1782","China",3302,39.3978,108.808,0.617095059229579,2.55996003267527,2.04939159952407,6.95136909386879,2.99627669770714,3302
"1808","Australia",3321,-17.381,122.465,0.0409999978532289,2.80747865183613,1.24407525786841,5.36316241230006,4.33107201983724,3321
"1822","South Africa",3335,-32.8185,18.9768,0.326968786047837,2.1903233590758,1.62215537702099,5.25389021628127,3.49225402986176,3335
"1912","Uganda",3409,-0.435754,30.6549,0.195322971991788,2.89290748077285,0.786197157930502,2.79028516403324,2.42066321182124,3409
"2076","Brazil",3512,-22.4398,-50.1934,0.404833710122619,2.8775273144218,1.63327268544271,5.98977763964001,3.58078294659351,3512
"2150","Bangladesh",3560,21.678,92.0491,0.0104695702203422,2.93534529285453,1.71297447426451,4.35812528527665,2.61998209528875,3560
"2197","Colombia",3592,6.78286,-71.753,0.0778632025356588,2.96248208377222,1.52162486995928,5.6784582838221,3.39165397941092,3592
"2355","Tanzania",3679,-8.54258,31.5533,0.15407598302716,2.80081114562461,0.946800199266729,1.7481880270062,2.58899405288781,3679
"2386","Chile",3693,-51.3288,-73.5158,0.245937900363007,2.63648491124556,2.22809023181181,4.98465330797233,3.69928062050879,3693
"2406","Tajikistan",3705,39.3978,67.4859,0.347365297333788,2.21674696137492,1.88844803796773,3.56726169235387,2.26751551150824,3705
"2687","United States",3850,44.1032,-118.465,0.287937747792747,2.13776654935435,1.50516034629832,6.47257508985315,4.55253120853509,3850
"2695","Mozambique",3854,-26.5552,32.4411,0.252860854275669,2.79794317792431,1.24038061768819,2.72916478969277,2.50009459561958,3854
"2894","Turkmenistan",3933,40.0912,62.9943,0.0359631060120019,2.21029622038618,1.92415936560857,4.83241310188512,2.88553797188383,3933
"3037","Germany",3985,51.3591,12.6886,0.604102713872712,2.69832066251296,1.94685525830941,5.36638186074997,4.41865905031594,3985
"3074","Zambia",3995,-16.4788,23.4684,0.124237849564483,2.77918620492389,1.06486648201465,4.06785166051235,2.58561693011275,3995
"3199","Australia",4035,-20.1698,148.228,0.140889653804458,2.88318357911215,1.30710957968968,5.36316241230006,4.33107201983724,4035
"3309","China",4073,42.1292,124.978,0.461366079636551,2.73153120841035,2.17480049548231,6.95136909386879,2.99627669770714,4073
"4107","Australia",4276,-29.733,147.436,0.0458150869144062,2.53180193267503,1.42063824569048,5.36316241230006,4.33107201983724,4276
"4628","China",4364,36.5542,79.164,0.409085382016922,1.72261433812545,2.15612119136867,6.95136909386879,2.99627669770714,4364
"4689","Laos",4372,19.9433,99.8252,0.1772469029835,2.93436166062449,2.18003958369502,1.17609125905568,2.5001937426211,4372
"5171","Angola",4441,-14.7378,17.1802,0.217703224404788,2.88543021749694,0.741185372801637,2.44870631990508,2.7855635422284,4441
"6004","Argentina",4544,-37.9641,-59.1766,0.439151642630388,2.88254825371348,1.75941261081978,5.78923793550226,3.80950249718057,4544
"6514","Australia",4603,-35.0643,142.046,0.231990325978112,2.22471646163055,1.47894646685102,5.36316241230006,4.33107201983724,4603
