"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","groundnut_HgHa","AET_mean","groundnut_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"9555","Brazil",49549,-24.0996,-55.5833,0.277195004253821,3.00175817276198,1.17919757870082,5.98977763964001,3.58078294659351,49549
"9556","Bolivia",49550,-10.3264,-66.3631,0.0208332993327646,2.90951782430114,1.24881213167381,4.4215710245264,2.98847132047518,49550
"9557","Turkey",49552,37.2755,38.7398,0.139845716826579,2.02503751867592,1.16073648197032,5.33782451404581,3.5953428256262,49552
"9564","Kazakhstan",49559,44.7469,72.8758,0.124407880981173,2.51072050531381,0.502223314174192,4.50851625226694,3.17598650936112,49559
"9571","Bolivia",49566,-19.0606,-66.3631,0.299513901103139,2.46382635787777,0.711951496424528,4.4215710245264,2.98847132047518,49566
"9573","Egypt",49568,31.2037,34.3545,0.478927050969672,1.50361236462105,2.41677504873104,4.53804562440914,3.11157238883648,49568
"9574","Egypt",49568,31.2037,34.3545,0.478927050969672,1.50361236462105,2.41677504873104,4.53804562440914,3.11157238883648,49568
"9581","India",49577,19.9355,73.018,0.0694853444142891,2.80446802385327,1.9237358271096,5.50520154772776,2.65874601931954,49577
"9586","Congo DRC",49583,4.08244,27.96,0.0333331614585677,2.96779443657759,0.756940922678374,0,2.26709515600535,49583
"9587","China",49584,46.013,87.2488,0.110448390104128,1.82899728410721,2.16841789928102,6.95136909386879,2.99627669770714,49584
"9595","Tanzania",49593,-4.0497,36.0448,0.208376197166078,2.68137316441366,0.669589140812595,1.7481880270062,2.58899405288781,49593
"9596","China",49594,32.846,119.588,0.609632002347961,2.86151485336754,2.43306558251613,6.95136909386879,2.99627669770714,49594
"9599","Peru",49597,-12.1,-69.0581,0.167188862075741,2.92696224104426,1.39861460514402,4.21937492462626,3.31522015660823,49597
"9600","India",49598,19.0916,74.6724,0.109303331634802,2.55797241143427,1.74172031634637,5.50520154772776,2.65874601931954,49598
"9602","Pakistan",49600,35.826,73.7741,0.226494981936103,2.75125618595145,1.54545301341791,5.06566932773143,2.7175806602292,49600
"9603","Kenya",49601,-1.33998,37.8415,0.404370401882508,2.71634126186617,1.24534781782712,4.28046454662692,2.62407708852023,49601
"9606","Georgia",49606,42.7943,45.9263,0.015406330575669,2.49960526840035,0.776406547364436,4.33380987485523,2.91491025581416,49606
"9607","Georgia",49606,42.7943,45.9263,0.015406330575669,2.49960526840035,0.776406547364436,4.33380987485523,2.91491025581416,49606
"9610","India",49609,22.4756,88.1487,0.385218216864627,2.93866265573681,1.94942333712579,5.50520154772776,2.65874601931954,49609
"9611","Angola",49610,-6.75027,17.1802,0.169911165801224,2.91184219604007,0.883235429668342,2.44870631990508,2.7855635422284,49610
"9615","Colombia",49614,4.08244,-72.6513,0.26192339408751,2.99733696848615,1.4693072686222,5.6784582838221,3.39165397941092,49614
"9620","China",49620,37.9899,76.469,0.633681117910849,1.82964831429573,2.16210147735872,6.95136909386879,2.99627669770714,49620
"9622","Congo DRC",49622,0.468577,25.2651,0.0306510571537154,2.97296419229438,1.16242896527726,0,2.26709515600535,49622
"9624","Japan",49625,33.4896,131.196,0.351726547959792,2.95558467817514,2.18074003881333,5.72928874039045,4.53949600698066,49625
"9629","China",49631,43.4523,92.6387,0.286755319816574,1.14148710168031,2.1590474463007,6.95136909386879,2.99627669770714,49631
"9631","Burkina Faso",49633,11.2468,-0.786089,0.295741054703568,2.87071038414235,1.60778963002341,2.68484536164441,2.45136741350565,49633
"9632","Gambia",49634,13.0145,-14.2608,0.301424361366654,2.88636313073477,1.56438237080879,3.18497519069826,2.73926219920909,49634
"9638","Brazil",49642,-21.6022,-44.8035,0.253512618642504,2.8685359841665,1.61196233078246,5.98977763964001,3.58078294659351,49642
"9641","China",49648,22.4701,110.605,0.599942621767409,2.96363044577526,2.35463371204077,6.95136909386879,2.99627669770714,49648
"9643","South Africa",49650,-29.714,30.6283,0.364523454019747,2.81149521194228,1.19206121843496,5.25389021628127,3.49225402986176,49650
"9645","Saudi Arabia",49652,26.5779,44.1297,0.363441031444615,2.06054045864165,1.59952474788447,4.32570034291599,3.93411693195139,49652
"9648","China",49656,33.601,115.097,0.641660672091447,2.84684499440103,2.44091463533437,6.95136909386879,2.99627669770714,49656
"9649","Congo DRC",49657,-2.24386,26.1634,0.0434264769352819,2.9496687579405,1.09251457534071,0,2.26709515600535,49657
"9650","Bulgaria",49658,43.4523,24.3667,0.22499582749237,2.57454109205384,0.865639483043746,4.30393006427537,3.27061654569879,49658
"9652","India",49660,32.0845,74.6724,0.295568719053269,2.49656725548658,2.01894617827299,5.50520154772776,2.65874601931954,49660
"9660","Botswana",49669,-25.7378,20.7735,0.0478166841884941,2.25367543565173,1.04065536375868,2.07918124604762,3.53572152828684,49669
"9668","Ethiopia",49679,7.6799,36.9432,0.178976953045414,2.92212587258115,0.667628807013957,3.63648789635337,2.09437779351545,49679
"9674","Cameroon",49685,4.98912,9.09935,0.092833374022391,2.95430569584778,1.69078998581113,3.65791593682995,2.86238456188045,49685
"9675","Myanmar",49686,19.0916,95.3336,0.359172585618034,2.8931257549732,1.51895926629712,3.59228781595213,2.23757342070395,49686
"9677","China",49688,42.7943,123.181,0.425685401858727,2.67100377786228,2.23191699262446,6.95136909386879,2.99627669770714,49688
"9684","Fiji",49696,-16.508,179.615,0.301029995663981,3.00983014588169,0.112013835552983,3.37839790094814,3.36821071487432,49696
"9696","South Africa",49710,-31.2885,21.6718,0.281428077019567,2.18378655336465,1.15836267455921,5.25389021628127,3.49225402986176,49710
"9704","China",49718,27.3827,106.113,0.399984401323231,2.83808225452885,2.23042893034317,6.95136909386879,2.99627669770714,49718
"9706","Brazil",49720,-11.2146,-41.2103,0.139511624856757,2.55230238466134,1.55302027658924,5.98977763964001,3.58078294659351,49720
"9710","Argentina",49725,-30.5139,-64.5665,0.21805965645468,2.67836118606897,1.10000972611307,5.78923793550226,3.80950249718057,49725
"9711","Myanmar",49726,15.6564,98.0962,0.412916582904578,2.97074525066892,1.61875545613707,3.59228781595213,2.23757342070395,49726
"9713","Indonesia",49728,-8.38775,123.156,0.463892984060918,2.87483716475729,0.889747141611015,4.0484418035504,2.91077933629609,49728
"9714","Peru",49729,-9.43566,-73.5496,0.0321061355695705,2.92602225574963,1.39964609981967,4.21937492462626,3.31522015660823,49729
"9718","China",49735,40.0912,115.995,0.497909806051886,2.57407952002812,2.34069589694478,6.95136909386879,2.99627669770714,49735
"9725","Indonesia",49742,1.37279,112.402,0.613088683020754,3.01617991987912,1.34723278922523,4.0484418035504,2.91077933629609,49742
"9734","Cameroon",49752,5.88412,10.892,0.232998447194948,2.93504518332479,1.70475107716847,3.65791593682995,2.86238456188045,49752
"9736","India",49754,28.1817,95.3336,0.337476427663794,2.88810925950693,1.51393668806061,5.50520154772776,2.65874601931954,49754
"9738","Sudan",49756,13.0145,34.2482,0.227886704099716,2.66763359340258,1.52334690208542,3.72320931040511,2.58970408801578,49756
"9740","Mozambique",49758,-15.6102,38.7398,0.149791860618377,2.87520428127143,0.500123560328869,2.72916478969277,2.50009459561958,49758
"9742","Papua New Guinea",49760,-5.98323,146.49,0.292256066703321,3.00749122532331,1.18378887044453,2.8668778143375,2.79622643974621,49760
"9744","Afghanistan",49762,37.9899,70.1808,0.173186266080492,2.31344034583388,0.587948674497868,0,2.26964184190232,49762
"9753","China",49770,40.7776,112.402,0.297971308262713,2.52490588461023,2.06143401665539,6.95136909386879,2.99627669770714,49770
"9754","Kenya",49771,-1.33998,36.0448,0.348252878587833,2.79496496753734,1.41230129294096,4.28046454662692,2.62407708852023,49771
"9758","Nigeria",49775,12.1321,6.40043,0.319072687547857,2.81711658400827,1.65818454426775,0,2.77291888787602,49775
"9760","Paraguay",49777,-24.9215,-55.5833,0.296599896416375,3.01277071015269,1.18570265861993,4.85455500642305,3.2119147561999,49777
"9767","Indonesia",49786,-1.57379,136.42,0.463892984060918,3.05863386624491,1.44765023373271,4.0484418035504,2.91077933629609,49786
"9769","India",49788,16.5335,80.9335,0.47700639716106,2.82773457056017,1.97551906862192,5.50520154772776,2.65874601931954,49788
"9770","Uruguay",49789,-33.5737,-56.4816,0.178976944417047,2.94543927478009,1.43604569790428,4.50852971897129,3.79013738663213,49789
"9771","Benin",49790,8.57503,2.80717,0.199696969941291,2.86404289992416,1.30983074109663,0,2.71242068625386,49790
"9773","India",49792,26.5779,95.3336,0.308560286570283,2.86624513152737,1.963500065091,5.50520154772776,2.65874601931954,49792
"9775","Kenya",49794,-3.14718,37.8415,0.362553161734939,2.69195984847851,1.31952867460206,4.28046454662692,2.62407708852023,49794
"9777","Brazil",49796,-19.9125,-46.6002,0.130228487899887,2.86944476238982,1.5354163205333,5.98977763964001,3.58078294659351,49796
"9779","Australia",49798,-19.4336,147.214,0.340049448636767,2.88600028916804,1.12012570186188,5.36316241230006,4.33107201983724,49798
"9781","Indonesia",49800,0.468577,109.707,0.463892984060918,3.02966876844913,1.41608805000715,4.0484418035504,2.91077933629609,49800
"9783","China",49803,31.3165,102.52,0.474365787346984,2.67446472574766,2.05954493935706,6.95136909386879,2.99627669770714,49803
"9784","Burkina Faso",49804,13.0145,-4.37935,0.279644207087914,2.79541238211445,1.38391420428426,2.68484536164441,2.45136741350565,49804
"9788","Tanzania",49810,-7.64738,32.4516,0.101332003143947,2.7918681025314,0.667151688268147,1.7481880270062,2.58899405288781,49810
"9795","China",49819,41.457,80.9606,0.356733788099706,1.41337960488443,2.16887722524373,6.95136909386879,2.99627669770714,49819
"9798","Peru",49822,-13.8618,-74.4479,0.431363771879778,2.63668486751536,1.39129414208162,4.21937492462626,3.31522015660823,49822
"9804","Cambodia",49828,12.1321,107.012,0.276614958343739,3.00089738950575,1.84770034860944,0,2.4976618359303,49828
"9808","Brazil",49831,-22.4398,-55.5833,0.469836210550918,2.97691058346446,1.71775982644361,5.98977763964001,3.58078294659351,49831
"9812","Mexico",49835,26.5779,-108.584,0.285544551588762,2.50156456856877,2.23347240781552,5.19781516944518,3.82053390533369,49835
"9813","Kenya",49837,-0.435754,36.0448,0.304372165537769,2.84552068052909,1.25376717715054,4.28046454662692,2.62407708852023,49837
"9816","South Africa",49840,-23.2723,30.6549,0.401093543965078,2.63213478990678,1.19452625609558,5.25389021628127,3.49225402986176,49840
"9818","Bolivia",49842,-19.9125,-67.2614,0.176734181523845,2.15873932030276,0.676133900399879,4.4215710245264,2.98847132047518,49842
"9820","Mauritius",49844,-20.1966,57.5883,0.559101567738521,2.93376137716586,0.112431974778352,3.68304703823885,3.59488430518702,49844
"9831","Libya",49857,27.3827,15.3836,0.00598839677097404,0.570918032336903,1.38567269234105,4.29274327137707,3.75536562559557,49857
"9835","Australia",49861,-26.5486,147.436,0.291513796023919,2.67923857082665,1.29161714283991,5.36316241230006,4.33107201983724,49861
"9836","Mexico",49864,21.6327,-99.6008,0.430492800095846,2.72242824197969,1.78578899189708,5.19781516944518,3.82053390533369,49864
