"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","mean_potat.x","AET_mean","Potato_Fe","Pesticide","GDP_Mean","FISHNET_ID.1"
"412","Bolivia",1629,-16.4788,-68.1597,0.773855897299179,2.85904890061892,1.32226879217778,4.4215710245264,2.98847132047518,1629
"416","Mozambique",1630,-17.1788,37.7796,0.792736186514438,NA,NA,NA,NA,1630
"424","Indonesia",1650,-7.03752,113.284,1.11017204816779,2.94245688741254,1.57253981850449,4.0484418035504,2.91077933629609,1650
"438","Sweden",1666,57.6193,13.587,0.194711047991488,2.61389213689062,1.88230970093231,4.11223623086894,4.48925689329624,1666
"510","Kazakhstan",1759,53.5535,68.3842,1.05381189676635,2.11829622634681,0.608902979930507,4.50851625226694,3.17598650936112,1759
"532","Indonesia",1789,4.91391,96.2057,1.12043243344002,3.00357506777566,1.54218752877193,4.0484418035504,2.91077933629609,1789
"539","Mozambique",1797,-15.6102,31.5533,0.685639645013605,2.79409574971503,0.847364894854118,2.72916478969277,2.50009459561958,1797
"660","Angola",1979,-8.55408,13.6673,0.759958535861326,2.71199040524913,0.420869651998292,2.44870631990508,2.7855635422284,1979
"727","United States",2069,29.7463,-81.6635,1.30181319058285,2.95138956441353,2.41554942717423,6.47257508985315,4.55253120853509,2069
"748","Russian Federation",2105,56.1441,57.6044,0.609325426166735,2.36335451398268,1.62311077097217,5.32502074550366,3.33487843404016,2105
"749","Russian Federation",2105,56.1441,57.6044,0.609325426166735,2.36335451398268,1.62311077097217,5.32502074550366,3.33487843404016,2105
"790","Belize",2177,16.7769,-88.3288,1.10064964472638,3.04291755608864,1.51867346773546,3.99607365448528,3.51593368894278,2177
"795","Gabon",2181,2.27666,10.892,0.13205818908421,2.94967166066761,0.720052630228652,0,3.6255249388827,2181
"824","Mongolia",2228,47.8586,105.215,0.837973325242435,1.95686276005962,0.387899311493243,2.91009054559407,2.71731170571189,2228
"825","Australia",2229,-26.5486,149.233,0.994951630150232,NA,NA,NA,NA,2229
"858","Congo DRC",2288,-3.14718,20.7735,0.0734400928594078,2.94365053522742,0.352427563999641,0,2.26709515600535,2288
"875","United States",2329,39.3978,-88.821,1.5575096079626,2.88850209184276,1.92264210644542,6.47257508985315,4.55253120853509,2329
"937","China",2420,37.2755,105.215,0.831942044079213,2.59845503231177,1.90681450513943,6.95136909386879,2.99627669770714,2420
"946","New Zealand",2436,-44.0797,170.792,1.3596742514067,NA,NA,NA,NA,2436
"963","Russian Federation",2457,56.1441,75.5707,1.07460070209933,2.365030897342,1.23119570639373,5.32502074550366,3.33487843404016,2457
"976","Ethiopia",2474,5.88412,41.4347,0.928717356967341,2.55161697990997,0.825333742466554,3.63648789635337,2.09437779351545,2474
"980","Niger",2477,13.0145,9.09538,0.997735776597898,2.69217784735586,0.306340171630934,2.39269695325967,2.36249398434491,2477
"1001","United States",2511,32.0845,-93.3126,1.14501917034445,2.94278288727227,2.0879698192301,6.47257508985315,4.55253120853509,2511
"1040","United Kingdom",2569,53.3431,-4.37853,1.5609295408499,NA,NA,NA,NA,2569
"1052","Russian Federation",2592,46.6353,44.1297,0.662598246348469,2.66493843186716,1.39555395617772,5.32502074550366,3.33487843404016,2592
"1061","Greece",2602,40.7906,23.4356,1.42258983985148,2.609800786005,2.10709773039778,4.86861505347097,4.14310934368233,2602
"1083","Canada",2628,53.5535,-100.499,0.934618118234642,2.54838941813292,1.84609304139142,5.43420630841758,4.37324138608759,2628
"1091","Australia",2640,-32.8185,119.588,1.4859328452018,2.41259553088046,1.76604529157665,5.36316241230006,4.33107201983724,2640
"1114","Russian Federation",2666,57.6193,98.9269,0.0833807709531017,NA,NA,NA,NA,2666
"1137","Myanmar",2688,10.3931,98.8801,1.12982840618172,3.0256118219968,1.74037398131983,3.59228781595213,2.23757342070395,2688
"1142","Latvia",2692,57.4814,21.8813,0.806288534034922,NA,NA,NA,NA,2692
"1170","Russian Federation",2728,58.5705,36.0448,0.955408711853569,2.58716956309482,1.04880492000581,5.32502074550366,3.33487843404016,2728
"1174","Iraq",2733,32.846,40.5364,0.131176446819104,NA,NA,NA,NA,2733
"1177","Chile",2735,-54.0261,-69.87,1.21608669242191,2.18763820895548,1.89081252180149,4.98465330797233,3.69928062050879,2735
"1183","Congo DRC",2740,-6.75027,27.96,0.62058157706687,2.85687627639459,0.351873993453778,0,2.26709515600535,2740
"1207","Russian Federation",2760,54.6099,74.6724,1.06638929418239,2.30262979882118,1.24326451887028,5.32502074550366,3.33487843404016,2760
"1238","Canada",2795,52.47,-108.584,1.47263360118137,2.38396489061893,1.89591555948499,5.43420630841758,4.37324138608759,2795
"1239","Chile",2798,-41.382,-72.6097,1.02133155891224,2.69899068451257,1.90603596255147,4.98465330797233,3.69928062050879,2798
"1333","India",2903,16.5103,77.3673,1.16744730820348,2.68426546673157,1.8094079584927,5.50520154772776,2.65874601931954,2903
"1350","Kazakhstan",2917,55.1279,69.2825,1.03123026596146,2.17396629810017,0.975570116583371,4.50851625226694,3.17598650936112,2917
"1389","Germany",2952,50.2203,12.6886,1.33466682486898,2.6806951537781,1.91620585306872,5.36638186074997,4.41865905031594,2952
"1427","Russian Federation",2990,56.1441,58.5027,0.989931901659724,2.33859876867732,1.26927207819104,5.32502074550366,3.33487843404016,2990
"1428","Russian Federation",2990,56.1441,58.5027,0.989931901659724,2.33859876867732,1.26927207819104,5.32502074550366,3.33487843404016,2990
"1445","China",3005,31.3165,100.724,1.05088607344576,2.58436488303439,1.76565572716432,6.95136909386879,2.99627669770714,3005
"1506","Myanmar",3068,14.7695,98.9269,0.84500248471677,2.97280184542228,1.58678070750254,3.59228781595213,2.23757342070395,3068
"1521","United States",3079,47.2505,-88.821,0.670445322886615,2.74281861439962,1.91380021150944,6.47257508985315,4.55253120853509,3079
"1533","Argentina",3092,-28.9459,-66.3631,0.979355767465849,NA,NA,NA,NA,3092
"1579","Angola",3131,-11.2146,18.0785,0.629261750700152,2.9378699896569,0.462225404183568,2.44870631990508,2.7855635422284,3131
"1744","United Kingdom",3280,54.0865,-2.55231,1.5889022367574,2.69312736039549,2.20970019173598,5.3694440804306,4.4645225202218,3280
"1775","Tanzania",3297,-8.54258,36.0448,0.778414642481804,NA,NA,NA,NA,3297
"1782","China",3302,39.3978,108.808,1.22531445186749,2.55996003267527,1.76838716236709,6.95136909386879,2.99627669770714,3302
"1808","Australia",3321,-17.381,122.465,0.824710793225466,2.80747865183613,1.70339526071531,5.36316241230006,4.33107201983724,3321
"1822","South Africa",3335,-32.8185,18.9768,0.117109814178006,2.1903233590758,2.01722165866148,5.25389021628127,3.49225402986176,3335
"1912","Uganda",3409,-0.435754,30.6549,0.883252494933286,2.89290748077285,1.61178693152335,2.79028516403324,2.42066321182124,3409
"2076","Brazil",3512,-22.4398,-50.1934,1.03055195908904,2.8775273144218,1.76864941236298,5.98977763964001,3.58078294659351,3512
"2094","Iraq",3526,35.0911,41.4347,0.358992626774718,NA,NA,NA,NA,3526
"2150","Bangladesh",3560,21.678,92.0491,1.09229947657425,2.93534529285453,1.75942413492733,4.35812528527665,2.61998209528875,3560
"2197","Colombia",3592,6.78286,-71.753,1.10672451005615,2.96248208377222,1.70299481491665,5.6784582838221,3.39165397941092,3592
"2355","Tanzania",3679,-8.54258,31.5533,0.685017609590313,2.80081114562461,0.576847963928696,1.7481880270062,2.58899405288781,3679
"2386","Chile",3693,-51.3288,-73.5158,1.11489441730718,2.63648491124556,1.89087507602358,4.98465330797233,3.69928062050879,3693
"2391","Afghanistan",3695,36.5542,64.7909,1.0082172277444,NA,NA,NA,NA,3695
"2406","Tajikistan",3705,39.3978,67.4859,1.15194872791361,2.21674696137492,1.68321849853892,3.56726169235387,2.26751551150824,3705
"2523","Bolivia",3767,-21.6022,-67.2614,0.582113383479176,1.85826499791947,0.920215013037109,4.4215710245264,2.98847132047518,3767
"2626","India",3820,22.4701,74.6724,1.16644491572062,2.68482933812569,1.60552177170917,5.50520154772776,2.65874601931954,3820
"2687","United States",3850,44.1032,-118.465,1.19726677078036,2.13776654935435,2.05292737266506,6.47257508985315,4.55253120853509,3850
"2695","Mozambique",3854,-26.5552,32.4411,1.30984300471607,NA,NA,NA,NA,3854
"2733","Russian Federation",3873,62.1276,45.9263,0.0813825972983818,2.61479681272587,1.04057714963117,5.32502074550366,3.33487843404016,3873
"2894","Turkmenistan",3933,40.0912,62.9943,0.132259689531044,NA,NA,NA,NA,3933
"3037","Germany",3985,51.3591,12.6886,1.60206976284388,2.69832066251296,1.96961126066904,5.36638186074997,4.41865905031594,3985
"3074","Zambia",3995,-16.4788,23.4684,0.903977212328413,2.77918620492389,0.660957998096005,4.06785166051235,2.58561693011275,3995
"3125","Ukraine",4012,48.4596,35.1465,0.896707503105212,NA,NA,NA,NA,4012
"3199","Australia",4035,-20.1698,148.228,1.27343882041416,NA,NA,NA,NA,4035
"3281","Canada",4063,54.6099,-99.6008,1.06002132490915,NA,NA,NA,NA,4063
"3309","China",4073,42.1292,124.978,1.31422968388062,2.73153120841035,2.00086576685492,6.95136909386879,2.99627669770714,4073
"4056","Indonesia",4266,-3.14718,103.418,0.889433932048807,2.99150823323956,1.54545131244259,4.0484418035504,2.91077933629609,4266
"4107","Australia",4276,-29.733,147.436,0.64000215672314,NA,NA,NA,NA,4276
"4478","Cuba",4340,20.9855,-77.9777,1.3600061322291,2.96258494089489,0.50380207639883,0,3.43335218547393,4340
"4628","China",4364,36.5542,79.164,0.768339837562404,1.72261433812545,1.68125758499794,6.95136909386879,2.99627669770714,4364
"4689","Laos",4372,19.9433,99.8252,1.15510212360773,2.93436166062449,1.85410538000938,1.17609125905568,2.5001937426211,4372
"5171","Angola",4441,-14.7378,17.1802,0.831660571772492,2.88543021749694,0.438408375093166,2.44870631990508,2.7855635422284,4441
"6004","Argentina",4544,-37.9641,-59.1766,1.44777800929462,2.88254825371348,1.48064545010719,5.78923793550226,3.80950249718057,4544
"6348","Ethiopia",4584,7.6799,42.333,0.438067450453494,2.61945049731097,0.826122062518016,3.63648789635337,2.09437779351545,4584
"6514","Australia",4603,-35.0643,142.046,1.3263174235075,NA,NA,NA,NA,4603
"7087","New Zealand",4669,-40.7878,175.389,1.28243630293405,2.85697690154854,2.21872388409268,4.37781602917206,4.21124915324027,4669
"7190","United States",4680,33.601,-96.9058,1.15572156838541,2.84985796222679,1.74978305674063,6.47257508985315,4.55253120853509,4680
"7411","Australia",4705,-31.9006,133.124,1.309425745449,NA,NA,NA,NA,4705
"8105","Nigeria",4785,7.6799,7.29875,0.735870248961555,2.92854062953356,1.05588993351503,0,2.77291888787602,4785
"8186","China",4794,29.7614,103.418,1.02148658561296,2.75592020568688,1.95170101320962,6.95136909386879,2.99627669770714,4794
"8245","Argentina",4800,-40.0662,-67.2614,0.698496365170479,2.45825103780851,1.28477539370014,5.78923793550226,3.80950249718057,4800
"8378","Finland",4816,62.9389,21.7547,1.07543746158561,2.56117239668328,1.68887231967537,3.96189547366785,4.4240457227584,4816
"8412","India",4820,12.2325,79.8125,0.379923426267949,2.931945957663,1.26541909421921,5.50520154772776,2.65874601931954,4820
"8627","Botswana",4845,-19.9125,26.1634,0.322880573098306,2.56959682480208,1.16079221317052,2.07918124604762,3.53572152828684,4845
"8634","Mexico",4846,28.1817,-107.686,1.25313680670788,NA,NA,NA,NA,4846
"8778","China",4862,32.0845,100.724,0.997278015715435,2.56597424475435,1.76522696772809,6.95136909386879,2.99627669770714,4862
"8841","Turkey",4869,36.5553,33.3485,1.27687292545743,2.47781006454463,2.01080652007831,5.33782451404581,3.5953428256262,4869
"9226","Brazil",4916,-25.7378,-52.8884,0.748143819782279,2.96379344707979,2.12891044581157,5.98977763964001,3.58078294659351,4916
"9548","Zambia",4954,-12.1,32.4516,0.831113097692383,2.797617849806,0.637935449995368,4.06785166051235,2.58561693011275,4954
"9686","Chile",4970,-40.1146,-73.3851,1.05075085563839,2.71227881387855,1.71653032092754,4.98465330797233,3.69928062050879,4970
"9722","Russian Federation",4974,51.3591,37.8415,0.993950025302272,2.58303675406315,1.32126398215899,5.32502074550366,3.33487843404016,4974
"9806","Mozambique",4983,-21.6448,34.9739,1.1116086012016,2.80459371533034,0.316441305601103,2.72916478969277,2.50009459561958,4983
"9933","Madagascar",4998,-22.4398,46.8246,0.255567001654739,2.82387771878954,0.180913946349627,2.94694327069783,2.49680172397732,4998
"10261","New Caledonia",5036,-22.2647,166.96,1.07298474462793,NA,NA,NA,NA,5036
"10337","Syria",5045,35.0877,36.2004,1.35735921597843,NA,NA,NA,NA,5045
"11116","Mexico",5137,22.561,-105.625,1.19819781141807,2.90316753263122,1.75963029751558,5.19781516944518,3.82053390533369,5137
"11243","Mongolia",5152,49.6405,107.012,0.873033884461741,1.91318288541906,0.681724271820312,2.91009054559407,2.71731170571189,5152
"11503","China",5184,39.3978,87.2488,0.478873711573913,NA,NA,NA,NA,5184
"11943","China",5236,39.4545,121.632,1.15996100754242,2.68573107828803,1.95290567344887,6.95136909386879,2.99627669770714,5236
"12061","United States",5250,46.013,-95.1092,1.51598505122986,2.75702075805766,1.9254594246865,6.47257508985315,4.55253120853509,5250
"12300","Kazakhstan",5278,54.0851,68.3842,1.02401376267247,2.15238845943554,0.629123591966915,4.50851625226694,3.17598650936112,5278
"12372","Greece",5286,40.7776,20.7735,1.24148671118821,2.71985719460192,1.81507015587796,4.86861505347097,4.14310934368233,5286
"12625","Honduras",5316,13.8937,-85.2277,1.08802617169872,3.02869468010505,1.72198401036725,4.35326208591632,3.0270994547094,5316
"12744","South Africa",5330,-32.8185,22.5701,0.499633479675134,NA,NA,NA,NA,5330
"12934","Congo DRC",5354,-5.85147,29.7566,0.43576953607534,2.84769748914287,0.921721853803536,0,2.26709515600535,5354
"13940","Canada",5469,48.4596,-72.6513,0.67846374736737,NA,NA,NA,NA,5469
"14013","Mongolia",5477,49.0536,106.113,0.925827574624742,1.92386362694597,0.391429502893066,2.91009054559407,2.71731170571189,5477
"14296","Turkey",5511,40.0912,42.333,1.22348296125612,2.58106743737344,1.94433778896277,5.33782451404581,3.5953428256262,5511
"14379","United States",5521,29.7614,-82.5328,0.709967494960611,2.95129848052563,1.92051070539355,6.47257508985315,4.55253120853509,5521
"14558","Congo DRC",5542,-6.75027,22.5701,0.549787718291278,2.89934489880492,0.351916014065348,0,2.26709515600535,5542
"14588","Canada",5546,46.0106,-64.5956,1.35362391139834,NA,NA,NA,NA,5546
"14699","Angola",5558,-18.2042,21.6718,0.126160965566372,2.62080196334489,0.3725081057375,2.44870631990508,2.7855635422284,5558
"15418","United States",5643,35.0911,-108.584,1.63392069428657,2.48768536188123,1.91100046413277,6.47257508985315,4.55253120853509,5643
"15732","China",5680,46.6353,116.893,1.07359372476704,NA,NA,NA,NA,5680
"16153","Portugal",5731,41.4853,-8.60783,1.04845345709214,2.60944194499631,2.08500664455041,5.03344788228798,4.09994418754491,5731
"16588","Russian Federation",5785,55.6394,89.0454,1.04879127384841,2.15110341514852,1.17166436908613,5.32502074550366,3.33487843404016,5785
"16870","Canada",5818,53.5535,-95.1092,0.613848161895221,NA,NA,NA,NA,5818
"17843","Brazil",5941,-18.2042,-43.0069,0.401488424819678,2.86831024253563,2.12832742743133,5.98977763964001,3.58078294659351,5941
"18086","Indonesia",5972,-0.435754,114.198,0.320021590369592,3.00576380854055,0.985032852038602,4.0484418035504,2.91077933629609,5972
"18297","Papua New Guinea",5998,-6.59581,155.588,0.712255627897116,3.08723195076357,1.03198886367455,2.8668778143375,2.79622643974621,5998
"18422","Indonesia",6014,-7.63743,110.614,1.20700656968073,2.98026586122942,1.66269067700995,4.0484418035504,2.91077933629609,6014
"18602","India",6036,18.2785,73.1376,0.705122728113228,2.81976713561194,2.11261501700047,5.50520154772776,2.65874601931954,6036
"18860","Mexico",6069,30.5421,-110.381,1.38450215647982,2.43261620202344,1.90463385735102,5.19781516944518,3.82053390533369,6069
"19354","Argentina",6130,-52.9955,-69.0581,1.33065926298277,2.24830905176763,2.00392259196569,5.78923793550226,3.80950249718057,6130
"20137","China",6229,28.9746,99.8252,1.05860061825752,2.67537184573491,1.76640466601304,6.95136909386879,2.99627669770714,6229
"20497","Brazil",6273,-11.1813,-37.6653,0.898229188605728,2.80473760766868,1.91781905321708,5.98977763964001,3.58078294659351,6273
"20911","Niger",6328,13.0145,11.7903,0.821204892819154,2.55998851400838,0.424517398868255,2.39269695325967,2.36249398434491,6328
"21333","Argentina",6382,-42.1049,-70.8547,0.575204015165841,2.61598447638445,1.28353750091889,5.78923793550226,3.80950249718057,6382
"22381","United States",6520,29.8778,-92.4309,1.17057851741399,NA,NA,NA,NA,6520
"22855","Laos",6581,19.9433,105.215,1.40656061734047,2.92352156448904,1.63344956366172,1.17609125905568,2.5001937426211,6581
"22888","Argentina",6585,-28.9459,-55.5833,0.142698181047417,3.00026489051585,1.85050708846407,5.78923793550226,3.80950249718057,6585
"23309","Nigeria",6640,4.98609,6.39848,0.223250299133693,2.96591390595941,0.914356379360146,0,2.77291888787602,6640
"23355","Indonesia",6646,-2.25033,137.565,0.688515925721227,3.05899283693225,1.5291348304112,4.0484418035504,2.91077933629609,6646
"23556","Argentina",6673,-33.5737,-69.0581,0.854859035420487,2.16179566780541,1.2392610560077,5.78923793550226,3.80950249718057,6673
"23825","Congo DRC",6709,-9.43566,26.1634,0.586625556905191,2.80269636939322,0.367089403141192,0,2.26709515600535,6709
"23903","Argentina",6719,-27.3536,-63.6682,0.933041629028784,2.74997773782326,1.17548790766446,5.78923793550226,3.80950249718057,6719
"24136","United States",6749,47.8586,-93.3126,1.15425655334699,NA,NA,NA,NA,6749
"24159","India",6752,27.3827,79.164,1.35661281018411,2.73294393879247,1.83837068843746,5.50520154772776,2.65874601931954,6752
"24309","Costa Rica",6773,10.2611,-85.7468,1.40380661054742,2.99114165650599,2.32970076338285,4.948994569896,3.57794255687113,6773
"24588","South Africa",6810,-33.5737,20.7735,0.117109814178006,2.16227628890402,2.01734167911948,5.25389021628127,3.49225402986176,6810
"24627","Madagascar",6816,-18.2042,48.6213,0.328701636728197,2.88924666169149,0.135177330185649,2.94694327069783,2.49680172397732,6816
"24960","South Africa",6860,-33.5676,25.2569,1.38045365512989,2.50962649356112,2.098513357002,5.25389021628127,3.49225402986176,6860
"25126","Niger",6884,13.8937,3.70549,1.08144812732382,2.61953120739439,0.272100031231698,2.39269695325967,2.36249398434491,6884
"25137","Uruguay",6886,-34.3194,-54.6889,1.15048319343182,2.9205643069487,1.51470770161773,4.50852971897129,3.79013738663213,6886
"25369","Iran",6918,28.9746,54.9095,1.01647926053403,NA,NA,NA,NA,6918
"25577","Australia",6946,-37.2494,144.741,1.43915420160497,2.42398175588789,1.85584108409269,5.36316241230006,4.33107201983724,6946
"26038","Chad",7009,14.7695,16.2819,0.0696621780367562,NA,NA,NA,NA,7009
"26925","Tanzania",7134,-4.0497,36.9432,0.890213044240266,2.66505583973121,0.719784459209665,1.7481880270062,2.58899405288781,7134
"26958","Uruguay",7138,-34.3223,-55.5833,1.02210242493138,2.93072622626885,1.81126231188434,4.50852971897129,3.79013738663213,7138
"27083","Finland",7154,64.1585,26.1634,1.03921814668033,2.58034107301243,1.85958696376729,3.96189547366785,4.4240457227584,7154
"27328","Kazakhstan",7188,50.7932,83.6555,0.161182563833894,2.4011440081076,1.07845217202003,4.50851625226694,3.17598650936112,7188
"27646","India",7233,26.5779,75.5707,0.579895584438018,2.59392527338453,1.49083423458205,5.50520154772776,2.65874601931954,7233
"27655","Bangladesh",7234,21.1287,92.1344,1.11991541025799,2.92853910580869,1.74224113949666,4.35812528527665,2.61998209528875,7234
"27928","Mozambique",7275,-12.9825,38.7398,0.995196291597179,NA,NA,NA,NA,7275
"28108","Mongolia",7301,46.013,112.402,0.135349267340564,NA,NA,NA,NA,7301
"28141","Russian Federation",7306,54.6099,48.6213,0.883255336124089,2.2897561281969,1.15574009044816,5.32502074550366,3.33487843404016,7306
"28366","Japan",7338,24.3616,123.967,1.4608226988024,NA,NA,NA,NA,7338
"28704","Ukraine",7388,44.7233,33.6635,1.11305380860001,2.59854299723964,1.15904340076015,5.28195781643865,2.91918067636586,7388
"28900","Indonesia",7417,-9.55919,119.062,0.891014205196678,3.00413705148483,1.5390474944129,4.0484418035504,2.91077933629609,7417
"28941","South Africa",7423,-27.3275,32.379,1.54805881081196,NA,NA,NA,NA,7423
"29097","Argentina",7447,-33.5737,-69.9564,1.21753658277914,NA,NA,NA,NA,7447
"29152","Central African Republic",7455,7.6799,25.2651,0.795579729206644,2.82349363628764,0.677052249271079,2.20951501454263,2.43334291583504,7455
"29312","Kazakhstan",7480,49.6405,57.6044,0.708986559237172,2.08006358684664,0.572290245460108,4.50851625226694,3.17598650936112,7480
"29735","Hungary",7549,46.6353,20.7735,1.46460429094007,2.66448247662729,1.8453798591555,4.61162773146829,3.74727443427803,7549
"30012","China",7593,39.3978,107.91,1.25902735006047,NA,NA,NA,NA,7593
"30155","Mongolia",7615,47.2505,102.52,0.917039982132406,1.83618089488387,0.382442458057518,2.91009054559407,2.71731170571189,7615
"30296","India",7638,26.5779,80.0623,1.35661281018411,2.71096814833284,1.89347449725147,5.50520154772776,2.65874601931954,7638
"30440","Australia",7662,-30.5139,121.385,1.3825393234222,NA,NA,NA,NA,7662
"30759","Venezuela",7715,8.57503,-63.6682,1.26220420740685,NA,NA,NA,NA,7715
"31311","Argentina",7805,-35.7995,-65.4648,0.571861332047155,2.67235628964493,1.15126310765274,5.78923793550226,3.80950249718057,7805
"31335","Canada",7809,49.6405,-109.482,1.47263360118137,2.45121972198677,1.8962165304193,5.43420630841758,4.37324138608759,7809
"31435","Russian Federation",7828,49.0536,131.266,0.0557157724547329,NA,NA,NA,NA,7828
"31540","China",7847,44.7469,124.08,1.22677513409393,2.70847654422613,1.95447983867872,6.95136909386879,2.99627669770714,7847
"31670","Indonesia",7868,-9.93799,119.943,0.891014205196678,2.95994381387255,1.53890077487558,4.0484418035504,2.91077933629609,7868
"31759","Australia",7882,-30.5139,151.029,1.06823411400796,NA,NA,NA,NA,7882
"31799","South Africa",7889,-27.3536,25.2651,1.51172565004234,NA,NA,NA,NA,7889
"32126","Uruguay",7947,-32.0567,-55.5833,1.11566375524342,2.95666857390281,1.51710475241527,4.50852971897129,3.79013738663213,7947
"32250","Bolivia",7970,-16.4788,-63.6682,1.06479855219471,2.98905896538786,0.522063890966144,4.4215710245264,2.98847132047518,7970
