"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","mean_sorgh","Evapotranspiraton","sorghum_Fertilizer","Pesticide","GDP","FISHNET_ID.1"
"749","Russian Federation",2105,56.1441,57.6044,0.134336505848708,2.36334869132276,1.29613475828835,5.32502074550366,3.33487778544419,2105
"825","Australia",2229,-26.5486,149.233,0.2021505460329,2.67315919545419,1.71153734696588,5.36316241230006,4.33107202186358,2229
"875","United States",2329,39.3978,-88.821,0.760727047680412,2.88849961892514,1.92755259413994,6.47257508985315,4.5525312153497,2329
"937","China",2420,37.2755,105.215,0.586663142518096,2.59845125265575,2.17345148858373,6.95136909386879,2.99627519748262,2420
"963","Russian Federation",2457,56.1441,75.5707,0.311753850886908,2.36503848219571,1.26922304277376,5.32502074550366,3.33487778544419,2457
"2505","Brazil",376,-12.1,-39.4136,0.100778273373179,2.7240053756099,1.57278149033368,5.98977763964001,3.58078246723073,376
"2883","Paraguay",393,-23.2723,-59.1766,0.345774601447056,2.77943774998104,1.86990972211853,4.85455500642305,3.21191575223794,393
"16390","Ecuador",576,-2.18841,-80.5285,0.0519535083340221,2.64265244302159,0.682353781282498,5.00241662707248,3.30639500121521,576
"214","Brazil",1300,-10.3264,-48.3968,0.108577542665839,2.91526789096641,1.60540342101877,5.98977763964001,3.58078246723073,1300
"337","Croatia",1509,43.7655,15.787,0.375358731902606,2.71869263680883,1.93362295862531,4.27018954270418,3.76349163550474,1509
"345","Argentina",1523,-24.0996,-63.6682,0.148538369838508,2.85369212917781,1.00039089097182,5.78923793550226,3.80950247825765,1523
"648","Brazil",1964,-12.1,-52.8884,0.0102752808870955,2.94267263524999,1.63413945066384,5.98977763964001,3.58078246723073,1964
"973","Mexico",2468,16.0156,-97.5941,0.303133821587082,2.93381111635241,1.62348309854398,5.19781516944518,3.82053378768463,2468
"976","Ethiopia",2474,5.88412,41.4347,0.28750029347513,2.55162075436417,0.673972418884997,3.63648789635337,2.09436629833613,2474
"980","Niger",2477,13.0145,9.09538,0.179388090754233,2.69217690207997,1.13801687120907,2.39269695325967,2.36250132392901,2477
"1001","United States",2511,32.0845,-93.3126,0.429662482191947,2.94278164864097,1.91091682221625,6.47257508985315,4.5525312153497,2511
"1052","Russian Federation",2592,46.6353,44.1297,0.241153896480842,2.66494268145833,1.31253218306102,5.32502074550366,3.33487778544419,2592
"1061","Greece",2602,40.7906,23.4356,0.450864688842665,2.60979710381262,2.05398990294739,4.86861505347097,4.14310945988546,2602
"1091","Australia",2640,-32.8185,119.588,0.129472242925607,2.41259493111848,1.70962645368738,5.36316241230006,4.33107202186358,2640
"1114","Russian Federation",2666,57.6193,98.9269,0.0263289374961059,2.30627487510935,1.25358578009486,5.32502074550366,3.33487778544419,2666
"1137","Myanmar",2688,10.3931,98.8801,0.296404874452718,3.02561304043865,1.27527447158239,3.59228781595213,2.2375688701982,2688
"1170","Russian Federation",2728,58.5705,36.0448,0.24247365493432,2.58717197086732,1.31690545242755,5.32502074550366,3.33487778544419,2728
"1207","Russian Federation",2760,54.6099,74.6724,0.311753850886908,2.30263391981378,1.27214582171871,5.32502074550366,3.33487778544419,2760
"1333","India",2903,16.5103,77.3673,0.232512100987077,2.68426172292891,1.79734378606647,5.50520154772776,2.65874573536115,2903
"1350","Kazakhstan",2917,55.1279,69.2825,0.539857847959272,2.17397253281796,0.813212961300737,4.50851625226694,3.17598701587034,2917
"1427","Russian Federation",2990,56.1441,58.5027,0.278753591581211,2.33859592357683,1.29568169724454,5.32502074550366,3.33487778544419,2990
"1428","Russian Federation",2990,56.1441,58.5027,0.278753591581211,2.33859592357683,1.29568169724454,5.32502074550366,3.33487778544419,2990
"1445","China",3005,31.3165,100.724,0.681817719089311,2.58436515229864,2.00615435901317,6.95136909386879,2.99627519748262,3005
"1506","Myanmar",3068,14.7695,98.9269,0.406007626668619,2.9727996987148,1.4291899146195,3.59228781595213,2.2375688701982,3068
"1521","United States",3079,47.2505,-88.821,0.20485496104922,2.74281936219833,1.66235356901371,6.47257508985315,4.5525312153497,3079
"1533","Argentina",3092,-28.9459,-66.3631,0.430296355604301,2.37478499378717,0.880243038952457,5.78923793550226,3.80950247825765,3092
"1775","Tanzania",3297,-8.54258,36.0448,0.292884990664922,2.81630759943194,0.692705092454513,1.7481880270062,2.58899959049944,3297
"1782","China",3302,39.3978,108.808,0.681817719089311,2.55995447854086,2.00749155486489,6.95136909386879,2.99627519748262,3302
"1808","Australia",3321,-17.381,122.465,0.101760235549712,2.80748090700431,1.51615911616375,5.36316241230006,4.33107202186358,3321
"1822","South Africa",3335,-32.8185,18.9768,0.342479457955692,2.19033169817029,1.56376472042429,5.25389021628127,3.49225458140176,3335
"1912","Uganda",3409,-0.435754,30.6549,0.374979934912305,2.89290675302204,1.95365871164811,2.79028516403324,2.42066523187312,3409
"2076","Brazil",3512,-22.4398,-50.1934,0.235443321139364,2.8775268346236,1.88716232049881,5.98977763964001,3.58078246723073,3512
"2150","Bangladesh",3560,21.678,92.0491,0.276277934375952,2.9353460128824,1.00245084860267,4.35812528527665,2.61997980583305,3560
"2197","Colombia",3592,6.78286,-71.753,0.507557914708249,2.96248298565721,2.13027727243766,5.6784582838221,3.39165480373368,3592
"2355","Tanzania",3679,-8.54258,31.5533,0.363835149342332,2.80081327210224,0.568761184408562,1.7481880270062,2.58899959049944,3679
"2406","Tajikistan",3705,39.3978,67.4859,0.63743413125675,2.21674633360997,1.18495209560284,3.56726169235387,2.26752371638546,3705
"2626","India",3820,22.4701,74.6724,0.180963523678125,2.68482741522064,1.88357849146406,5.50520154772776,2.65874573536115,3820
"2695","Mozambique",3854,-26.5552,32.4411,0.173971874116647,2.7979458124825,0.860680499881828,2.72916478969277,2.50009919191572,3854
"2733","Russian Federation",3873,62.1276,45.9263,0.00628772369636311,2.61479179195642,1.27931225117713,5.32502074550366,3.33487778544419,3873
"2894","Turkmenistan",3933,40.0912,62.9943,0.056237656309407,2.21029176025372,1.19528372596997,4.83241310188512,2.8855364858193,3933
"3074","Zambia",3995,-16.4788,23.4684,0.12488772626866,2.77918508739853,0.681945287198036,4.06785166051235,2.58561862606792,3995
"3199","Australia",4035,-20.1698,148.228,0.213113417572084,2.88318430077724,1.62612017806278,5.36316241230006,4.33107202186358,4035
"3309","China",4073,42.1292,124.978,0.713260038477528,2.7315323596432,2.14433279109299,6.95136909386879,2.99627519748262,4073
"4107","Australia",4276,-29.733,147.436,0.176561587547796,2.53179813387537,1.74315421959358,5.36316241230006,4.33107202186358,4276
"4628","China",4364,36.5542,79.164,0.629164093702744,1.72263392253381,2.1289670308748,6.95136909386879,2.99627519748262,4364
"4689","Laos",4372,19.9433,99.8252,0.373119742576302,2.93436208156801,1.42319694061392,1.17609125905568,2.50019529450904,4372
"6004","Argentina",4544,-37.9641,-59.1766,0.72752618357664,2.88254730508979,1.01697195486896,5.78923793550226,3.80950247825765,4544
"6348","Ethiopia",4584,7.6799,42.333,0.0481821370940515,2.61944813787393,1.17473837543882,3.63648789635337,2.09436629833613,4584
"6514","Australia",4603,-35.0643,142.046,0.403719501945699,2.2247143045304,1.82674072643468,5.36316241230006,4.33107202186358,4603
"7190","United States",4680,33.601,-96.9058,0.668987231807206,2.84985533226505,2.14340768211824,6.47257508985315,4.5525312153497,4680
"8186","China",4794,29.7614,103.418,0.676047277798294,2.75592056847522,2.17913344112644,6.95136909386879,2.99627519748262,4794
"8412","India",4820,12.2325,79.8125,0.258445928827235,2.93194579638239,1.88441615771488,5.50520154772776,2.65874573536115,4820
"8627","Botswana",4845,-19.9125,26.1634,0.0713843505764443,2.56959626764564,0.975801099154496,2.07918124604762,3.53572187297719,4845
"8778","China",4862,32.0845,100.724,0.678942082306004,2.56597761556084,2.00223460547462,6.95136909386879,2.99627519748262,4862
"1167","Tunisia",2723,34.404,9.91067,0.00302324418382614,1.85473101721394,0.710359167641474,3.81484666860446,3.37144285683921,2723
"1249","Botswana",2808,-21.6022,20.7735,0.00609679363069468,2.50104556186027,0.770498856019235,2.07918124604762,3.53572187297719,2808
"1268","Brazil",2824,-7.64738,-39.4136,0.261431774116765,2.77163891711391,2.03548851646525,5.98977763964001,3.58078246723073,2824
"1343","Mali",2915,16.5103,-2.58272,0.125652060789065,2.33233744945303,1.03389413529888,2.56348108539441,2.49414067410043,2915
"1549","United States",3108,32.0845,-101.397,0.406688950541039,2.47449307500685,1.94052221977326,6.47257508985315,4.5525312153497,3108
"2421","United States",3710,37.9899,-110.381,0.714366603793245,2.19426451602552,2.07152130738458,6.47257508985315,4.5525312153497,3710
"3454","Russian Federation",4115,53.0152,102.52,0.233234137069555,2.32170196950074,1.25567543798638,5.32502074550366,3.33487778544419,4115
"4083","Brazil",4272,-12.9808,-39.4153,0.0499485829471968,2.84373096511209,1.49075836704052,5.98977763964001,3.58078246723073,4272
"4728","Brazil",4379,4.08244,-62.7698,0.084178938031743,3.01810522392698,2.06752695241541,5.98977763964001,3.58078246723073,4379
"6977","Guyana",4656,5.88412,-60.9732,0.163856805517422,2.98716108154305,1.74902351727613,3.30770992340481,2.9846083140867,4656
"8473","Kazakhstan",4827,43.4523,54.0111,0.0109199794238431,1.99166900737995,0.397602407223425,4.50851625226694,3.17598701587034,4827
"9226","Brazil",4916,-25.7378,-52.8884,0.538623139533681,2.96379254791209,1.99421181349534,5.98977763964001,3.58078246723073,4916
"9548","Zambia",4954,-12.1,32.4516,0.159754949816534,2.79762065112553,0.609804533865422,4.06785166051235,2.58561862606792,4954
"9722","Russian Federation",4974,51.3591,37.8415,0.311753850886908,2.58303999500604,1.34932397817085,5.32502074550366,3.33487778544419,4974
"9806","Mozambique",4983,-21.6448,34.9739,0.14102962565814,2.804595985529,0.528950064633269,2.72916478969277,2.50009919191572,4983
"9933","Madagascar",4998,-22.4398,46.8246,0.152126128040651,2.82387833926651,0.333236593199191,2.94694327069783,2.49680515092031,4998
"10261","New Caledonia",5036,-22.2647,166.96,0.307569799027059,2.97999427631611,0.113861589676782,2.29446622616159,4.16823871543241,5036
"11116","Mexico",5137,22.561,-105.625,0.654498364915898,2.90316598187692,2.024918982026,5.19781516944518,3.82053378768463,5137
"11503","China",5184,39.3978,87.2488,0.124637035709284,1.89170467623918,2.12788939184288,6.95136909386879,2.99627519748262,5184
"11943","China",5236,39.4545,121.632,0.627720214689926,2.68573278398455,2.20832917303837,6.95136909386879,2.99627519748262,5236
"12061","United States",5250,46.013,-95.1092,0.605008382811751,2.75702383386835,1.96581297944291,6.47257508985315,4.5525312153497,5250
"12300","Kazakhstan",5278,54.0851,68.3842,0.574031267727719,2.1523800870476,0.712356645307251,4.50851625226694,3.17598701587034,5278
"12372","Greece",5286,40.7776,20.7735,0.181949394334171,2.71985312129424,1.64244739485195,4.86861505347097,4.14310945988546,5286
"12625","Honduras",5316,13.8937,-85.2277,0.390758070954297,3.02869322839392,1.67948342960406,4.35326208591632,3.02710078567903,5316
"12744","South Africa",5330,-32.8185,22.5701,0.547071493791598,2.27270005678959,1.70405862800204,5.25389021628127,3.49225458140176,5330
"14379","United States",5521,29.7614,-82.5328,0.598720840450233,2.95129865401609,2.17527883771082,6.47257508985315,4.5525312153497,5521
"14699","Angola",5558,-18.2042,21.6718,0.031561705189483,2.62080208709034,0.740515441267513,2.44870631990508,2.78556471767779,5558
"15732","China",5680,46.6353,116.893,0.14229133764732,2.48157160770889,1.32681466079117,6.95136909386879,2.99627519748262,5680
"16588","Russian Federation",5785,55.6394,89.0454,0.281859405564204,2.15109392278506,1.26691190386159,5.32502074550366,3.33487778544419,5785
"17843","Brazil",5941,-18.2042,-43.0069,0.185892996702233,2.86830933234315,1.51794931787558,5.98977763964001,3.58078246723073,5941
"18297","Papua New Guinea",5998,-6.59581,155.588,0.493476890183602,3.08723110487691,0.609610740204691,2.8668778143375,2.79622731402944,5998
"18602","India",6036,18.2785,73.1376,0.118002944925435,2.81976760539526,1.97556584533831,5.50520154772776,2.65874573536115,6036
"18860","Mexico",6069,30.5421,-110.381,0.175298490789225,2.43261658390379,1.38410915276778,5.19781516944518,3.82053378768463,6069
"20137","China",6229,28.9746,99.8252,0.662402428882183,2.67537501188859,2.00726751817627,6.95136909386879,2.99627519748262,6229
"20911","Niger",6328,13.0145,11.7903,0.23960822882437,2.55999036520945,1.62876371913424,2.39269695325967,2.36250132392901,6328
"22888","Argentina",6585,-28.9459,-55.5833,0.382562393567612,3.00026483886632,1.76106746492056,5.78923793550226,3.80950247825765,6585
"23903","Argentina",6719,-27.3536,-63.6682,0.590538997221546,2.74997580697766,0.974235034534829,5.78923793550226,3.80950247825765,6719
"24136","United States",6749,47.8586,-93.3126,0.393490720301638,2.74989084127142,1.96217143781493,6.47257508985315,4.5525312153497,6749
"24159","India",6752,27.3827,79.164,0.30010507274249,2.73294030512161,1.47784833727903,5.50520154772776,2.65874573536115,6752
"24588","South Africa",6810,-33.5737,20.7735,0.5340319433411,2.16226561429802,1.61981957573897,5.25389021628127,3.49225458140176,6810
"24627","Madagascar",6816,-18.2042,48.6213,0.112477589798581,2.88924566089298,0.217795103944693,2.94694327069783,2.49680515092031,6816
"24960","South Africa",6860,-33.5676,25.2569,0.667345784743265,2.50963257012651,1.63156266824733,5.25389021628127,3.49225458140176,6860
"25126","Niger",6884,13.8937,3.70549,0.0970334855268741,2.61953157982277,0.789911460629598,2.39269695325967,2.36250132392901,6884
"25137","Uruguay",6886,-34.3194,-54.6889,0.620664653008828,2.92056679007628,1.92115333838142,4.50852971897129,3.790137323895,6886
"25577","Australia",6946,-37.2494,144.741,0.353120838879058,2.42398272967718,1.81666894436337,5.36316241230006,4.33107202186358,6946
"26038","Chad",7009,14.7695,16.2819,0.00781194005729398,2.19678393773771,0.395944234054839,2.46982201597816,2.3318724984889,7009
"26925","Tanzania",7134,-4.0497,36.9432,0.0769225095005022,2.66505539251443,0.72215267329045,1.7481880270062,2.58899959049944,7134
"26958","Uruguay",7138,-34.3223,-55.5833,0.617097041756052,2.93072495276949,1.92897077831665,4.50852971897129,3.790137323895,7138
"27328","Kazakhstan",7188,50.7932,83.6555,0.0456023574053292,2.40114195519373,0.994183734910144,4.50851625226694,3.17598701587034,7188
"27646","India",7233,26.5779,75.5707,0.24680337439385,2.59392817068201,1.71470858005165,5.50520154772776,2.65874573536115,7233
"27655","Bangladesh",7234,21.1287,92.1344,0.195899650472889,2.92853922770892,0.938955877434326,4.35812528527665,2.61997980583305,7234
"27928","Mozambique",7275,-12.9825,38.7398,0.249041294470416,2.7846814693414,0.635656858682534,2.72916478969277,2.50009919191572,7275
"28141","Russian Federation",7306,54.6099,48.6213,0.259637301624434,2.28976727095278,1.22283539095947,5.32502074550366,3.33487778544419,7306
"28704","Ukraine",7388,44.7233,33.6635,0.241172788514702,2.59853882747659,0.848439910059337,5.28195781643865,2.9191827290425,7388
"28941","South Africa",7423,-27.3275,32.379,0.0028754908258119,2.80737941182621,0.548970066673003,5.25389021628127,3.49225458140176,7423
"29152","Central African Republic",7455,7.6799,25.2651,0.184415016905211,2.82349379154421,0.739618558122748,2.20951501454263,2.43333772396305,7455
"29312","Kazakhstan",7480,49.6405,57.6044,0.343039138671493,2.08004896757885,0.744230327437768,4.50851625226694,3.17598701587034,7480
"29735","Hungary",7549,46.6353,20.7735,0.467717706644128,2.66448214081866,1.95196429260609,4.61162773146829,3.7472742724735,7549
"30012","China",7593,39.3978,107.91,0.672157276629101,2.55241267360296,2.00627844942149,6.95136909386879,2.99627519748262,7593
"30296","India",7638,26.5779,80.0623,0.339309955132805,2.71097156822207,1.92804177270258,5.50520154772776,2.65874573536115,7638
"30440","Australia",7662,-30.5139,121.385,0.266746381564017,2.34008701369743,1.70991904527385,5.36316241230006,4.33107202186358,7662
"31311","Argentina",7805,-35.7995,-65.4648,0.741597401275804,2.67235650952573,1.00577023213865,5.78923793550226,3.80950247825765,7805
"31435","Russian Federation",7828,49.0536,131.266,0.0700378636508565,2.63516192799181,1.27217419076603,5.32502074550366,3.33487778544419,7828
"31540","China",7847,44.7469,124.08,0.736373155810588,2.70848038845504,2.22648512057065,6.95136909386879,2.99627519748262,7847
"31759","Australia",7882,-30.5139,151.029,0.431529125845279,2.7298205975193,1.88729864871299,5.36316241230006,4.33107202186358,7882
"31799","South Africa",7889,-27.3536,25.2651,0.432593686848604,2.62332166678035,1.71489322969232,5.25389021628127,3.49225458140176,7889
"32126","Uruguay",7947,-32.0567,-55.5833,0.551908324780884,2.95666777411723,1.93123295298056,4.50852971897129,3.790137323895,7947
"32250","Bolivia",7970,-16.4788,-63.6682,0.488964219483683,2.98905806403802,0.582977038728581,4.4215710245264,2.98846977020988,7970
"32918","United States",8094,45.3835,-98.7025,0.637253644416864,2.66556223059194,2.0734885177087,6.47257508985315,4.5525312153497,8094
"33471","Argentina",8206,-33.5737,-60.0749,0.649468440976063,2.90414729172429,1.34283191828175,5.78923793550226,3.80950247825765,8206
"33503","Brazil",8212,-24.9215,-51.0917,0.389089549615552,2.92502831476313,1.56227119987955,5.98977763964001,3.58078246723073,8212
"34160","Botswana",8356,-24.0996,27.0617,0.409025961962274,2.51564869370763,1.74521311991555,2.07918124604762,3.53572187297719,8356
"34310","Argentina",8395,-38.6718,-64.5665,0.0154289678824788,2.76951025302159,0.691191685806566,5.78923793550226,3.80950247825765,8395
"34855","Chad",8537,8.57503,16.2819,0.232847172898024,2.83829485441852,0.966009867772063,2.46982201597816,2.3318724984889,8537
"35305","Zimbabwe",8679,-20.7597,31.5533,0.0790870988955931,2.73020067445795,1.2609080259276,4.31363525361033,2.75739602879302,8679
"35364","Brazil",8699,-23.2723,-48.3968,0.286342712810629,2.87122255675971,1.78086612850912,5.98977763964001,3.58078246723073,8699
"35821","Argentina",8866,-31.2885,-64.5665,0.739779540660122,2.68170243029723,1.13520757550625,5.78923793550226,3.80950247825765,8866
"36154","United States",9006,46.6353,-93.3126,0.587974409155948,2.75864699792077,1.95625663912078,6.47257508985315,4.5525312153497,9006
"36232","Russian Federation",9043,55.6394,87.2488,0.0653929589468849,2.33543784043478,1.26928531309707,5.32502074550366,3.33487778544419,9043
"36264","Mozambique",9057,-22.4398,34.2482,0.0950434055619255,2.77887447200274,0.627973635848617,2.72916478969277,2.50009919191572,9057
"36432","Tanzania",9137,-10.3264,38.7398,0.229373505623721,2.79696266578702,0.511992844976597,1.7481880270062,2.58899959049944,9137
"36471","Tanzania",9155,-2.24386,32.4516,0.128664862291402,2.92466687598667,1.15490802621213,1.7481880270062,2.58899959049944,9155
"36724","Malawi",9291,-12.9825,34.2482,0.106947630510216,2.82193909872977,1.05423468822635,3.01367969729119,2.32172267434601,9291
"36827","Lebanon",9349,34.3084,36.1211,0.352893064987435,2.29371603482611,1.83389020925909,4.10424804699044,3.6558584589861,9349
"36968","Mexico",9452,26.5739,-112.189,0.489134913246987,2.17742105748317,1.55043196459545,5.19781516944518,3.82053378768463,9452
"37001","Sudan",9482,10.3587,27.96,0.143994943972255,2.758040917429,1.61960073604109,3.72320931040511,2.5897039154285,9482
"37020","Australia",9494,-16.5779,124.097,0.0535467051466753,2.90793778490398,1.28383432900305,5.36316241230006,4.33107202186358,9494
"37055","United States",9522,44.1032,-101.397,0.515099259138414,2.52837670884541,2.07239264450921,6.47257508985315,4.5525312153497,9522
"37132","Kazakhstan",9585,41.457,68.3842,0.533449580115492,2.52424029343984,0.676173859314605,4.50851625226694,3.17598701587034,9585
"37154","Brazil",9598,-31.2199,-52.0854,0.409957437903055,2.91831347999728,1.71683786992599,5.98977763964001,3.58078246723073,9598
"37195","Argentina",9633,-33.5737,-63.6682,0.745210453126477,2.81111231628917,1.18708139624466,5.78923793550226,3.80950247825765,9633
"37277","France",9730,47.8586,1.01054,0.83378438560936,2.7670890464064,2.09442104422786,5.83682522770016,4.39150655205246,9730
"37307","Mozambique",9775,-12.9825,36.9432,0.135935209717237,2.87408154893251,0.472883552074215,2.72916478969277,2.50009919191572,9775
"37396","Senegal",9883,15.6418,-16.0574,0.134959999482741,2.52475950502886,0.789679773166485,3.45255306322893,2.82856323270395,9883
"37406","Chad",9899,11.2468,17.1802,0.18357742853095,2.75633937844402,1.13865995943028,2.46982201597816,2.3318724984889,9899
"1","Russian Federation",10009,55.6394,52.2145,0.297063798624949,2.23144410291743,1.30530493013384,5.32502074550366,3.33487778544419,10009
"3","Georgia",10031,43.4523,42.333,0.245101200770005,2.46119828862249,1.27478709569986,4.33380987485523,2.91490879968041,10031
"4","Georgia",10031,43.4523,42.333,0.245101200770005,2.46119828862249,1.27478709569986,4.33380987485523,2.91490879968041,10031
"5","Sudan",10071,14.7695,29.7566,0.00979015164594648,2.26131046010062,0.770316258424366,3.72320931040511,2.5897039154285,10071
"14","Mexico",10290,25.7674,-100.499,0.276841046931542,2.56241183294973,1.75503747223168,5.19781516944518,3.82053378768463,10290
"18","Argentina",10340,-31.2885,-61.8715,0.76310460039867,2.84955453391511,1.53226519409295,5.78923793550226,3.80950247825765,10340
"25","Argentina",10392,-24.9215,-60.9732,0.565109605582526,2.78758798109543,1.06258137170331,5.78923793550226,3.80950247825765,10392
"27","Brazil",10452,-30.5139,-56.4816,0.35208151282561,2.98453631417242,1.85112735333424,5.98977763964001,3.58078246723073,10452
"30","China",10505,28.9746,112.402,0.524774392183052,2.86385796188397,1.97576485720745,6.95136909386879,2.99627519748262,10505
"31","Myanmar",10514,13.8937,98.9269,0.214181306276859,2.97909290063833,1.21081733956115,3.59228781595213,2.2375688701982,10514
"39","China",10604,26.5779,115.995,0.630727515480336,2.91240806695979,1.98639358394204,6.95136909386879,2.99627519748262,10604
"42","Australia",10640,-25.7378,144.741,0.059664820828393,2.56597761556084,1.62891961386937,5.36316241230006,4.33107202186358,10640
"46","South Africa",10693,-25.7378,28.8583,0.481418022227882,2.6766844664869,1.70014136941556,5.25389021628127,3.49225458140176,10693
"48","Ethiopia",10708,9.46803,36.0448,0.0849571344161739,2.86816227439079,1.11751795922991,3.63648789635337,2.09436629833613,10708
"52","Brazil",10819,-16.4788,-46.6002,0.481287901091909,2.8862819880585,1.92483239274627,5.98977763964001,3.58078246723073,10819
"53","Peru",10834,-10.2475,-77.8404,0.445500412392084,2.19612089259838,1.67624049726578,4.21937492462626,3.31522069820779,10834
"54","Australia",10846,-21.6022,147.436,0.134404210986115,2.65310633992466,1.6017574975073,5.36316241230006,4.33107202186358,10846
"57","Argentina",10896,-35.0834,-58.2962,0.608177069691846,2.91684332293733,1.1311528117705,5.78923793550226,3.80950247825765,10896
"58","China",10902,35.826,79.164,0.402390355471179,1.81077001123436,2.12907608115116,6.95136909386879,2.99627519748262,10902
"60","Peru",10925,-4.0497,-75.3463,0.285994630313716,2.91813522616636,1.75011286657694,4.21937492462626,3.31522069820779,10925
"63","Argentina",10951,-30.5139,-63.6682,0.739232695432414,2.75740362128753,1.40073392147943,5.78923793550226,3.80950247825765,10951
"68","Argentina",11033,-21.6022,-62.7698,0.132140671091291,2.5885966056689,1.52725067113738,5.78923793550226,3.80950247825765,11033
"72","Mexico",11085,19.6531,-96.4226,0.531349757691537,2.93801408828375,1.65972671387881,5.19781516944518,3.82053378768463,11085
"78","Ukraine",11152,50.7932,35.1465,0.302269066542223,2.52366844283042,1.09064498048894,5.28195781643865,2.9191827290425,11152
"80","Israel",11164,31.776,34.6554,0.784884616080628,1.72770388368535,2.17959370688961,4.39266178629079,4.29150071740442,11164
"84","Cameroon",11233,4.98391,12.6886,0.127714876857109,2.94902387385782,1.45141051422928,3.65791593682995,2.86238186157427,11233
"88","Russian Federation",11260,53.0152,45.9263,0.307094708416073,2.31399369548976,1.31885447808455,5.32502074550366,3.33487778544419,11260
