,slope,x,y,P
1376,0.002330868,2112492.933,7368906.493,0.049711514
4902,0.002429958,2115177.708,8861964.327,0.049468732
2004,0.002350707,2112492.933,7524872.173,0.048638066
2070,0.002350707,2112492.933,7524872.173,0.048638066
3305,0.002865914,-1487507.067,2111804.052,0.04761126
5560,-0.002202203,-5486323.195,-59326.06783,0.047590678
6741,0.002841264,-987507.0672,2669631.823,0.047346956
6381,0.002872579,-1787507.067,1730004.059,0.047248977
8679,-0.001898868,-7487507.067,-2847792.849,0.047103977
8156,-0.001891085,-7787507.067,-3716378.655,0.047056368
8197,-0.001891085,-7787507.067,-3716378.655,0.047056368
7507,-0.002583463,-87507.0672,5369537.73,0.046769851
438,-0.00190582,-7687507.067,-3716378.655,0.046445601
6010,-0.00190582,-7687507.067,-3716378.655,0.046445601
7324,-0.001919657,-8187226.626,-5232751.112,0.046429734
6090,-0.001923599,-8312999.391,-5499501.42,0.04614439
3030,-0.001909528,-7987507.067,-4513128.088,0.046128636
4427,-0.00192489,-7287507.067,-2202676.04,0.045590583
7487,0.002683663,312492.9328,3802417.245,0.045424047
3245,-0.00192529,-8084693.899,-4882367.38,0.045136155
9715,-0.002010547,-6687507.067,-1338150.671,0.04497613
4171,-0.001920428,-7987507.067,-4436880.201,0.044534648
230,-0.001947335,-8256269.298,-5367260.909,0.043419078
5859,-0.001971229,-7087507.067,-1822633.291,0.042983514
974,-0.001952322,-8385752.023,-5610089.393,0.042859344
2829,0.00295527,-1687507.067,1826114.419,0.041501356
8103,-0.00196211,-8363720.922,-5490527.216,0.041411396
6460,-0.002154461,-6087507.067,-647044.9719,0.04097945
9287,-0.001941086,-7587507.067,-2757354.694,0.040961736
9666,-0.001954976,-8082551.832,-4582805.27,0.040510753
5690,-0.002639026,108758.5296,5677606.232,0.040155332
2266,-0.002032213,-6887507.067,-1533058.387,0.039622437
213,0.002444554,1912492.933,5435586.792,0.039369792
4525,0.002444554,1912492.933,5435586.792,0.039369792
1097,-0.00196455,-8087507.067,-4513128.088,0.039175067
8387,0.002813877,112492.9328,3635670.15,0.038438854
1916,0.002839374,12492.9328,3551219.921,0.037904476
5880,0.002664014,958709.2781,4317497.117,0.037813945
7787,0.002921023,-487507.0672,3118574.151,0.037737592
710,0.002429386,2111339.129,5994593.169,0.037557105
