"","mean_groun","Fishnet_ID","COUNTRY","Groundnut_","Groundnut_Error_Ratio"
"307",0.680120093,16682,"Indonesia",0.535787281,0.787783344
"308",1.909999967,16685,"Indonesia",0.552688367,0.289365642
"309",2.514819962,16724,"China",0.61936294,0.246285201
"310",1.49000001,16770,"Colombia",0.542627819,0.364179742
"311",0.193086878,16894,"Mozambique",0.403548969,2.089986503
"312",0.793692587,16970,"Philippines",0.480808078,0.605786278
"313",0.152575749,16982,"Namibia",0.383003617,2.510252249
"314",1.135810891,17087,"India",0.489259484,0.430757873
"315",1.48858384,17157,"Brazil",0.475693019,0.319560784
"316",1.639838519,17174,"Malaysia",0.561690652,0.342528027
"317",5.444413662,17281,"China",0.612477903,0.112496577
"318",2.059543371,17282,"Argentina",0.584210289,0.283660105
"319",0.88618263,17311,"Vietnam",0.521661849,0.588661785
"320",0.134522971,17325,"India",0.435285878,3.235773599
"321",0.487024764,17363,"Congo DRC",0.433507268,0.890113399
"322",1.107993048,17433,"Mexico",0.512174225,0.462254006
"323",0.425408113,17457,"Brazil",0.438265632,1.030223963
"324",0.521249995,17519,"Kazakhstan",0.433304305,0.83127925
"325",0.709090937,17598,"Ethiopia",0.459132435,0.647494434
"326",0.318220092,17633,"China",0.410702416,1.290623774
"327",0.26244604,17728,"Angola",0.394702222,1.503936664
"328",0.193492538,17813,"United States",0.454521693,2.349039905
"329",1.209733679,17883,"India",0.497117618,0.410931453
"330",0.623205183,17919,"Mali",0.464249826,0.744938968
"331",3.05577422,18045,"United States",0.633123949,0.207189374
"332",0.628547363,18077,"Mexico",0.428036423,0.680993109
"333",0.284947255,18097,"Congo DRC",0.435848906,1.529577486
"334",0.306944453,18102,"Peru",0.420698948,1.370602869
"335",0.254545447,18154,"Libya",0.424103493,1.666120915
"336",1.035439879,18196,"Australia",0.470926793,0.454808437
"337",0.507073347,18313,"Tanzania",0.436505918,0.860833882
"338",0.972213741,18391,"El Salvador",0.534443731,0.549718347
"339",0.334652903,18508,"Zambia",0.416367014,1.244175712
"340",0.437977559,18705,"India",0.483763699,1.104539922
"341",0.961538462,18707,"Cuba",0.491914711,0.511591299
"342",1.836833282,18721,"Argentina",0.578964459,0.315197065
"343",0.575700934,18730,"India",0.427016538,0.741733273
"344",1.156876507,18814,"Laos",0.504166463,0.435799724
"345",0.246034481,18830,"India",0.46620488,1.89487619
"346",1.383765944,18903,"Brazil",0.432245077,0.312368633
"347",0.448633247,18904,"Namibia",0.419333422,0.934690919
"348",1.073204507,18973,"Mexico",0.564625261,0.526111526
"349",0.993186061,19044,"China",0.499146007,0.502570492
"350",1.909999967,19114,"Indonesia",0.585302546,0.306441129
"351",0.174545461,19156,"Ethiopia",0.430088766,2.464050131
"352",0.377334502,19175,"Congo DRC",0.436787893,1.157561502
"353",1.544852914,19226,"Indonesia",0.573907672,0.371496643
"354",0.163819449,19282,"Peru",0.402599844,2.457582701
"355",1.909999967,19291,"Indonesia",0.583490182,0.305492247
"356",0.573333343,19312,"Guyana",0.454704865,0.793089867
"357",0.61514618,19317,"Cambodia",0.454470291,0.738800477
"358",0.639848467,19321,"Argentina",0.473090054,0.739378272
"359",0.512124443,19559,"South Africa",0.492692385,0.962055984
"360",1.909999967,19569,"Indonesia",0.582963501,0.305216498
"361",0.229411368,19611,"Tanzania",0.427379471,1.862939377
"362",0.722124861,19696,"Burkina Faso",0.461654025,0.639299448
"363",0.761445432,19723,"Sudan",0.467401892,0.613835046
"364",1.095757571,19739,"Bolivia",0.486380939,0.443876412
"365",0.223117199,19790,"Argentina",0.40977215,1.836578049
"366",0.959999979,19797,"Papua New Guinea",0.492547214,0.513070026
"367",1.012148074,19825,"Central African Republic",0.493233399,0.487313479
"368",3.037612004,19826,"Nicaragua",0.58224864,0.191679727
"369",0.441212111,20028,"Botswana",0.419361153,0.950475163
"370",1.878235242,20034,"Argentina",0.539412434,0.287191094
"371",0.139696929,20095,"India",0.418994221,2.999308746
"372",0.669259252,20166,"Kazakhstan",0.388412501,0.580361795
"373",2.392165827,20241,"Australia",0.463680487,0.19383292
"374",1.243686359,20242,"South Africa",0.523846982,0.421205056
"375",1.840591441,20309,"China",0.600632789,0.326325971
"376",1.129374988,20370,"Kazakhstan",0.50057473,0.443231642
"377",1.32001885,20391,"India",0.53023003,0.401683681
"378",0.301344321,20481,"Brazil",0.421295316,1.398052947
"379",0.904900384,20548,"India",0.49271921,0.544501051
"380",1.701204639,20586,"China",0.587193258,0.345163212
"381",0.490448214,20763,"Mexico",0.459422164,0.936739397
"382",0.738312761,20764,"Sudan",0.466308964,0.631587301
"383",0.729531421,20767,"Mali",0.467157884,0.640353343
"384",0.297840598,20866,"Brazil",0.411398506,1.381270749
"385",1.389999986,21015,"Kazakhstan",0.500000961,0.359712925
"386",0.984848485,21111,"Cuba",0.487813756,0.495318583
"387",0.343803441,21187,"Madagascar",0.429259852,1.248561826
"388",1.316479744,21303,"Bolivia",0.461120314,0.350267686
"389",1.469305565,21367,"Colombia",0.543489893,0.369895756
"390",0.204424602,21400,"China",0.457221058,2.236624425
"391",0.697029278,21407,"China",0.529652982,0.759871929
"392",0.593416804,21450,"Pakistan",0.479399677,0.807863333
"393",0.121755827,21461,"Australia",0.44173349,3.628027511
"394",0.492730518,21506,"Madagascar",0.433078581,0.878935981
"395",0.605608206,21584,"China",0.515476361,0.851171361
"396",1.836498463,21598,"Argentina",0.564125609,0.307174561
"397",0.782606764,21602,"India",0.48251356,0.616546626
"398",0.098654389,21777,"Brazil",0.413401416,4.190400652
"399",1.909999967,21870,"Indonesia",0.561485076,0.293971249
"400",0.085500472,21876,"Brazil",0.39592177,4.630638413
"401",1.882286894,21926,"China",0.602231506,0.319946714
"402",0.371419977,21975,"Malawi",0.424191894,1.142081526
"403",0.328382009,22003,"Angola",0.411452419,1.252968822
"404",0.434374996,22065,"Kazakhstan",0.411628235,0.947633355
"405",0.161231508,22121,"China",0.451394636,2.799667643
"406",1.570026297,22197,"Thailand",0.552962727,0.352199659
"407",0.669034016,22322,"Brazil",0.440990854,0.659145639
"408",0.863958338,22358,"Honduras",0.483769711,0.559945648
"409",2.719999949,22369,"Andorra",0.526900076,0.193713267
"410",0.301402697,22381,"Angola",0.396271121,1.314756387
"411",1.60984853,22394,"Peru",0.550956311,0.342241087
"412",0.405416662,22404,"Kazakhstan",0.46730536,1.15265455
"413",0.335424936,22451,"Brazil",0.428938535,1.278791434
"414",0.896759485,22457,"India",0.491047419,0.547579844
"415",0.094166666,22593,"Chile",0.396941232,4.215305148
"416",0.838726479,22646,"Burkina Faso",0.476792849,0.568472393
"417",0.450389276,22731,"Madagascar",0.442053906,0.981492965
"418",0.777259772,22815,"Vietnam",0.494006985,0.635575136
"419",1.108281764,22858,"India",0.521787694,0.470807795
"420",0.589012279,22874,"Burkina Faso",0.440069581,0.747131421
"421",2.059556054,22875,"Argentina",0.586246589,0.284647066
"422",1.478114731,22906,"Myanmar",0.516867013,0.349679901
"423",0.806363644,22927,"Ecuador",0.42470725,0.526694443
"424",1.407986796,22964,"Argentina",0.531675352,0.377613876
"425",1.442638722,22990,"Brazil",0.543496133,0.376737519
"426",0.101709405,23031,"Chile",0.396922885,3.902518995
"427",0.446275646,23037,"Mozambique",0.409681305,0.918000587
"428",0.404653909,23095,"Algeria",0.426841283,1.054830495
"429",0.644357927,23173,"United States",0.462978338,0.718511123
"430",4.789999962,23193,"Malaysia",0.739273581,0.154336866
"431",0.311827638,23493,"Mozambique",0.416895798,1.336943065
"432",1.874656081,23661,"Pakistan",0.528192971,0.281754598
"433",0.279722219,23702,"Angola",0.402209652,1.437889537
"434",1.044999996,23809,"Tajikistan",0.485293535,0.464395729
"435",0.50772726,23831,"Argentina",0.446312436,0.879039735
"436",0.192358934,23844,"Brazil",0.422414018,2.195967763
"437",0.959999979,23885,"Papua New Guinea",0.49210098,0.512605199
"438",0.537173168,23908,"Brazil",0.411096811,0.765296622
"439",4.789999962,23946,"Malaysia",0.676106016,0.141149483
"440",1.082206188,23948,"India",0.478313713,0.441980205
"441",0.105505389,23973,"Peru",0.395501774,3.748640498
"442",0.959999979,24009,"Papua New Guinea",0.492139428,0.512645249
"443",1.909999967,24045,"Indonesia",0.583740519,0.305623314
"444",1.909999967,24046,"Indonesia",0.581459414,0.304429018
"445",1.106458329,24121,"Bolivia",0.502317844,0.453987132
"446",0.719433969,24249,"Brazil",0.474594757,0.659677993
"447",2.0536364,24331,"Honduras",0.577132159,0.281029377
"448",0.509794599,24392,"Australia",0.452819362,0.888238838
"449",2.557336329,24424,"United States",0.598012145,0.233841806
"450",0.363179682,24438,"Brazil",0.431639818,1.188502109
"451",0.78192136,24638,"Sri Lanka",0.505825285,0.646900457
"452",1.250820851,24695,"Nigeria",0.49463384,0.395447389
"453",2.144863256,24775,"Turkey",0.478499977,0.223091134
"454",1.954565483,24780,"Brazil",0.538266308,0.275389243
"455",1.389999986,24782,"Kazakhstan",0.502595854,0.361579755
"456",0.832158734,24849,"Cambodia",0.45861368,0.551113221
"457",1.018712117,24948,"Bolivia",0.495122202,0.486027597
"458",0.542642387,25027,"Guinea",0.462142041,0.851651202
"459",1.175586069,25072,"China",0.557436439,0.474177479
