mean_wheat,Fishnet_ID,COUNTRY,Wheat_Pr,Wheat_Error_Ratio
0.04975686200,50426,Kazakhstan,0.41924629200,8.425898964
0.05351852000,21520,Uzbekistan,0.44993112000,8.407017234
0.04706999400,41897,Pakistan,0.39490805100,8.389804575
0.04788716700,29745,Chile,0.40170595200,8.388592961
0.04973659800,51036,India,0.41647473800,8.373607258
0.04629144400,41194,Australia,0.38564758700,8.330861033
0.05031250000,52886,Mongolia,0.41899057300,8.327762942
0.04882736400,47969,Saudi Arabia,0.40520785900,8.298786291
0.04917994200,52464,Australia,0.40707614800,8.277279953
0.04969515000,63089,India,0.41108444700,8.272124081
0.04674386800,38612,Peru,0.38599421100,8.257643783
0.04993242900,63342,Afghanistan,0.41015963500,8.214293661
0.04806622200,50276,Oman,0.39328474300,8.182143856
0.04803237300,71604,Russian Federation,0.39264332200,8.174555981
0.04772727200,49934,Peru,0.39011050200,8.173743976
0.04806622200,55650,Oman,0.39267219200,8.169399958
0.05134908400,52481,Pakistan,0.41832967000,8.1467796
0.04839466700,55277,United States,0.39388204300,8.138955538
0.05052083500,43728,Kazakhstan,0.41036106500,8.122610503
0.04865101800,45214,Australia,0.39482052200,8.115359929
0.05093720200,51686,Nigeria,0.41205710900,8.089512043
0.04865101800,51815,Australia,0.39348671100,8.087944038
0.04820637200,46003,Russian Federation,0.38934021200,8.076530049
0.04749224100,64812,Egypt,0.38303683300,8.065250764
0.04656114900,50610,Libya,0.37540573700,8.062639026
0.04837264100,33101,Argentina,0.38988963000,8.060127004
0.05568026700,57531,China,0.44859368500,8.056600824
0.05010170200,51555,Australia,0.40364715600,8.056555763
0.06119155900,57783,China,0.49293628000,8.05562545
0.05111111100,61435,Mongolia,0.41047139200,8.030962035
0.05166860100,51427,Kazakhstan,0.41491345000,8.03028226
0.04863636300,16044,Mozambique,0.38968664900,8.012248963
0.04944444400,54256,Peru,0.39608193500,8.010645948
0.04800622800,58327,Russian Federation,0.38387397900,7.996337038
0.04918285400,76930,Russian Federation,0.39322723800,7.995209835
0.05589894300,11078,Brazil,0.44658480200,7.989145734
0.05092139900,44767,Australia,0.40447234100,7.943072047
0.05220566900,64391,Algeria,0.41397507400,7.929695796
0.04865101800,39379,Australia,0.38430511300,7.899220382
0.04889523400,69401,Russian Federation,0.38552924700,7.884802167
0.05100108600,46278,India,0.40071136900,7.856918361
0.05209499200,64946,Russian Federation,0.40695833000,7.811851281
0.05291666600,11765,Congo DRC,0.41182459800,7.782512186
0.05795793500,49913,China,0.45085869600,7.779067629
0.04961988200,67366,Russian Federation,0.38567898700,7.772670378
0.05034722100,43420,Brazil,0.39127847400,7.771600224
0.05238095400,72332,Norway,0.40512169700,7.734141249
0.04967721300,75371,Canada,0.38395771100,7.729050963
0.05031250000,36877,Mongolia,0.38813761900,7.714536527
0.06040749100,48992,Canada,0.46552598600,7.706428098
0.05228913400,53192,Russian Federation,0.40260987100,7.699685197
0.05164240500,44591,Bahrain,0.39689480400,7.685443852
0.05228913400,71070,Russian Federation,0.40133954000,7.675390837
0.05419710700,55358,Guatemala,0.41563617700,7.668973493
0.05052083500,68160,Kazakhstan,0.38693848900,7.658988396
0.05250000000,57708,Peru,0.40061628600,7.6307864
0.05913276300,52228,Brazil,0.45110635400,7.628704142
0.05052083500,46411,Kazakhstan,0.38498178600,7.620257781
0.05324282700,57172,United States,0.40566390000,7.619127737
0.05554641900,50715,Russian Federation,0.42138396000,7.586158885
0.06589908100,63453,Canada,0.49985475400,7.585155156
0.05141974000,50631,Argentina,0.38815117600,7.548680254
0.05285655500,72964,Canada,0.39852467500,7.539739868
0.05250000000,50080,Ecuador,0.39402458600,7.50523021
0.05694856200,79214,Russian Federation,0.42684543700,7.495280337
0.05953713800,71253,Russian Federation,0.44452628800,7.466369781
0.05292510400,55319,Peru,0.39492437100,7.461947944
0.05226448000,60709,Russian Federation,0.38964137300,7.455185109
0.05307383800,53795,Australia,0.39555468800,7.452912827
0.05543696600,20866,Brazil,0.41067578600,7.407977305
0.05249046900,50200,Russian Federation,0.38854314400,7.402165601
0.06335973700,76014,Canada,0.46866132100,7.396831856
0.06040749100,57338,Canada,0.44616300800,7.385888747
0.06116262700,77906,Finland,0.44943079200,7.348127673
0.05428021300,61364,Kazakhstan,0.39859247000,7.343237028
0.05291666600,50396,Congo DRC,0.38845128200,7.340811721
0.05361111100,58215,Brazil,0.39304601400,7.331428256
0.05762556700,26039,Canada,0.42066370900,7.299949153
0.05250000000,51534,Peru,0.38279512200,7.291335657
0.05537668100,47346,Australia,0.40363805700,7.288953576
0.05306570700,43303,Russian Federation,0.38670712200,7.287326295
0.05306570700,71862,Russian Federation,0.38647482800,7.282948817
0.06424822400,34605,United States,0.46731856200,7.273641712
0.06207869900,45217,Australia,0.45140520700,7.27149915
0.05306570700,71286,Russian Federation,0.38486355400,7.252585064
0.05290450800,51793,Australia,0.38359520500,7.25070924
0.05531912600,64693,United States,0.39977347500,7.226677352
0.06172192600,43926,Australia,0.44546275700,7.217253023
0.05777777600,44703,Honduras,0.41595737200,7.199262429
0.05614573100,36365,Namibia,0.40351708300,7.18695929
0.05291666600,53862,Congo DRC,0.37983319800,7.177950289
0.07026121700,73520,Russian Federation,0.50390153000,7.171830371
0.05648399300,65670,Afghanistan,0.40475883000,7.165903267
0.06177271600,49858,Russian Federation,0.44201671800,7.155533165
0.05750000000,68276,Mongolia,0.41104678900,7.148639809
0.05332623300,58900,Canada,0.38091976900,7.143196651
0.05727272700,53485,Peru,0.40822311100,7.127705147
0.10325827500,61472,United Kingdom,0.73311261100,7.099795256
0.05969098100,48650,Uganda,0.42315271900,7.089056201
0.06037254000,68981,Kazakhstan,0.42513284800,7.041824777
0.06259635900,73907,Russian Federation,0.43951715200,7.021449155
0.05772727200,52349,Congo DRC,0.40531419900,7.021190937
0.05657876800,2666,Russian Federation,0.39583019300,6.996090707
0.06079900900,29457,Nepal,0.42460886900,6.983812335
0.05750000000,55060,Mongolia,0.40153724500,6.983256435
0.06071376000,47076,Russian Federation,0.42270840000,6.962316285
0.06332614700,46710,Bolivia,0.43884953500,6.929989519
0.05657876800,76339,Russian Federation,0.38897582400,6.874943336
0.05530303200,18599,Yemen,0.38017760500,6.874444153
0.05641791000,55182,Peru,0.38749818200,6.868354074
0.05768815600,69541,Russian Federation,0.39603602900,6.865118535
0.05737999600,47528,Russian Federation,0.39328250000,6.854000129
0.05737999600,59883,Russian Federation,0.39255624700,6.841343227
0.05851581900,48946,Algeria,0.39998436500,6.835491186
0.05819491300,43440,Mexico,0.39770641400,6.834040872
0.06157672800,53941,Argentina,0.42028110100,6.8253237
0.05750000000,58755,Mongolia,0.39083391600,6.797111583
0.05694856200,51403,Russian Federation,0.38704661000,6.79642464
0.05677395800,62744,Canada,0.38497000800,6.780749864
0.05768815700,68128,Russian Federation,0.39115229000,6.780460849
0.05970823400,70405,Kazakhstan,0.40483091500,6.780152215
0.05694856200,60403,Russian Federation,0.38534720800,6.766583641
0.05737999600,79395,Russian Federation,0.38769926100,6.756697247
0.05737999600,77436,Russian Federation,0.38745261000,6.752398693
0.06173611000,54793,Congo DRC,0.41678733900,6.751111124
0.05797524900,53187,Congo DRC,0.39056115900,6.73668791
0.05970453300,29453,Australia,0.40217805300,6.736139331
0.05737999600,68385,Russian Federation,0.38601690900,6.727377761
0.06027893300,39746,Peru,0.40550649400,6.727167749
0.05916872400,50841,Morocco,0.39791064100,6.725016429
0.05762556700,55763,Canada,0.38752135200,6.724816296
0.06111111200,55742,Norway,0.41074709500,6.721316002
0.05737999600,52353,Russian Federation,0.38561522100,6.720377272
0.06278307500,7188,Kazakhstan,0.42156026700,6.71455272
0.05737999600,76681,Russian Federation,0.38500663200,6.70977098
0.06215053500,60879,Sweden,0.41675297300,6.705541199
0.05788986200,55200,Russian Federation,0.38688254000,6.683079327
0.05762556700,71577,Canada,0.38475792100,6.676861349
0.05788986200,36166,Russian Federation,0.38636471900,6.674134393
0.06148964700,43536,Afghanistan,0.40997186700,6.667331608
0.06173611000,57388,Congo DRC,0.41125834700,6.661552647
0.06367222900,9482,Sudan,0.42377692900,6.655600654
0.06020707200,42195,Sudan,0.40069304200,6.655248772
0.06040749100,75956,Canada,0.40201718900,6.65508834
0.07933333700,40347,Argentina,0.52707402800,6.643789962
0.06251388000,43534,Mexico,0.41327713200,6.610965949
0.05860465100,54122,Peru,0.38669156900,6.598308537
0.06804244300,57649,Russian Federation,0.44804120000,6.584731239
0.06333333300,927,Brazil,0.41687724100,6.582272261
0.07183196900,53645,Burundi,0.47248628500,6.57766022
0.05797524900,57593,Congo DRC,0.38024077100,6.55867422
0.06040749100,60226,Canada,0.39505883100,6.539898024
0.05887096900,62103,Yemen,0.38456085800,6.532266489
0.06075000000,54269,Libya,0.39614994800,6.520986798
0.06022959400,47131,Namibia,0.39237949200,6.514729155
0.05898738800,63665,Laos,0.38426495500,6.514357866
0.07068019800,38947,Australia,0.45917470800,6.496511343
0.07957481600,57412,China,0.51636480500,6.489048055
0.06844050400,2915,Mali,0.44307405600,6.473857294
0.07494162400,76978,Canada,0.48420143800,6.461048109
0.06125000000,55566,Peru,0.39383455700,6.429951951
0.06173611000,44578,Congo,0.39630142100,6.419280726
0.06691588600,32948,Australia,0.42910502400,6.41260319
0.06064652300,42845,Russian Federation,0.38738387200,6.387569358
0.06212571000,68121,Russian Federation,0.39670956600,6.38559408
0.07225322800,53170,Burundi,0.46072810900,6.376574746
0.07083272000,55143,Kazakhstan,0.45165635200,6.376380181
0.06064652300,62765,Russian Federation,0.38618924000,6.367871081
0.06553138600,49269,Finland,0.41507505800,6.333988694
0.06522321900,44396,Guatemala,0.41308877100,6.333461877
0.07173160600,59236,Kenya,0.45399847300,6.3291274
0.06064652300,72227,Russian Federation,0.38274898600,6.311144763
0.06200130800,41678,Congo DRC,0.39088671800,6.304491479
0.06200130800,53901,Congo DRC,0.39036553700,6.296085512
0.06173611000,58655,Congo DRC,0.38792849900,6.28365634
0.06173611000,51268,Congo DRC,0.38672382700,6.264143092
0.06286425500,65252,Canada,0.39196463600,6.23509554
0.06313840300,53704,Chile,0.39347346800,6.231919867
0.06172229300,65038,Russian Federation,0.38397122600,6.220948823
0.06275999200,45207,Pakistan,0.38980193000,6.21099394
0.06279199800,66907,Canada,0.38960112200,6.204630119
0.06193522700,72637,Canada,0.38399731200,6.199982314
0.06272727300,62931,Mongolia,0.38784130200,6.182977251
0.06200130800,56380,Congo DRC,0.38318859000,6.180330744
0.06197183200,80757,Norway,0.38208025300,6.1653858
0.06367222900,61686,Sudan,0.39148356000,6.148419274
0.07222315600,48024,China,0.44290677800,6.132476099
0.06306700500,65026,Russian Federation,0.38668720900,6.131371055
0.06662723500,16290,Ecuador,0.40844425800,6.130289783
0.08850487900,30088,China,0.54193290400,6.123198067
0.06471427400,75480,Russian Federation,0.39417553900,6.091013846
0.06557713800,54180,Russian Federation,0.39913242900,6.086456975
0.06600856300,74453,Russian Federation,0.40137154300,6.080598104
0.06843385200,50085,Brazil,0.41509767100,6.065677422
0.06529037200,36800,Argentina,0.39477705900,6.046481999
0.08027778100,53136,Uzbekistan,0.48485865400,6.039761538
0.06531920600,33152,Tanzania,0.39441593900,6.038284345
0.06804244300,64427,Russian Federation,0.41056365900,6.033934716
0.06768699800,52035,Bolivia,0.40744454700,6.019539336
0.06911971400,63214,Canada,0.41459651400,5.998238274
0.06389541000,57068,Saudi Arabia,0.38171380300,5.974041062
0.07367301600,60282,China,0.43886694000,5.956956343
0.06585779100,52697,Canada,0.39172408400,5.948029505
0.06600856300,77100,Russian Federation,0.39153872700,5.93163537
0.08516093700,49651,Canada,0.50066613800,5.879058588
0.06790909100,63699,Turkmenistan,0.39855077100,5.868886848
0.07138859900,61329,Guatemala,0.41847860300,5.861980889
0.07851525100,34662,Malawi,0.45937183400,5.850733815
0.09863347700,54559,China,0.57670087700,5.846908114
0.07350905700,66640,Kazakhstan,0.42940495500,5.841524467
0.07044580800,57749,United States,0.41149461200,5.841293097
0.06903599100,52534,Pakistan,0.40308187900,5.838720835
0.06615984300,76345,Russian Federation,0.38562692300,5.828715812
0.06665570300,65158,Russian Federation,0.38845129300,5.827727794
0.07059739000,38163,Russian Federation,0.41116947200,5.82414551
0.06689515000,43584,Australia,0.38929919100,5.819542837
0.07409107700,47559,Australia,0.43074006800,5.813656454
0.07184486300,66040,Canada,0.41662124200,5.798900918
0.07351121900,69472,China,0.42624510700,5.798368097
0.09004479600,52841,China,0.51796091900,5.752258232
0.07026121400,74800,China,0.40379928900,5.747115172
0.09905918400,59577,China,0.56877325600,5.74175188
0.07232142900,40382,Libya,0.41430232200,5.728624665
0.07046292000,59313,Russian Federation,0.40351317800,5.726603127
0.06971884600,63563,Russian Federation,0.39892637500,5.721930265
0.07421677200,44421,Kazakhstan,0.42378149100,5.710050162
0.07055555400,54365,Congo DRC,0.40265567600,5.706930967
0.06807921100,54835,Chad,0.38702196500,5.684877356
0.06763779000,36934,Congo DRC,0.38391722800,5.676075874
0.06769230900,78752,Norway,0.38413281300,5.674689173
0.07004847800,44263,Morocco,0.39748769500,5.674465832
0.06845332800,77721,Russian Federation,0.38828402600,5.672244686
0.06940427200,45130,Yemen,0.39327121200,5.66638336
0.07055555400,2288,Congo DRC,0.39962947900,5.664039985
0.06794559700,55684,Yemen,0.38435660400,5.656828713
0.08996375400,71649,China,0.50826657300,5.649681682
0.06965960600,61602,Kazakhstan,0.39323793600,5.645135805
0.06845332800,40467,Russian Federation,0.38616496900,5.641288456
0.07055555400,44927,Congo,0.39731784100,5.631276611
0.08197141700,57972,Russian Federation,0.46098115800,5.623681704
0.07075427600,78289,Russian Federation,0.39705008500,5.611676176
0.09934078200,33331,Argentina,0.55649516200,5.601880223
0.07688226100,53475,Canada,0.43040418200,5.598224823
0.06993356600,63936,Egypt,0.39112048600,5.592743347
0.07332357000,46301,Canada,0.40990517900,5.590360358
0.07569444300,49403,Brazil,0.42233775600,5.579508076
0.07636363900,56614,Afghanistan,0.42554107700,5.57256153
0.07262379800,73975,Russian Federation,0.40444931400,5.56910166
0.07772727100,54995,Peru,0.43277219200,5.567829494
0.07075427600,76057,Russian Federation,0.39377694100,5.565415453
0.07384574800,53928,Mexico,0.40971781400,5.548292557
0.07262379800,50534,Russian Federation,0.40186935800,5.533576721
0.07051325300,75108,Canada,0.38915555300,5.518899447
0.07075427600,61941,Russian Federation,0.38984303600,5.509815916
0.07051325300,46185,Canada,0.38779319900,5.499578909
0.07315235000,59032,Russian Federation,0.39950891200,5.461327107
0.07076511700,29261,Australia,0.38624380300,5.458110145
0.07254902100,47742,Trinidad and Tobago,0.39572275500,5.454556789
0.07118570300,56061,Russian Federation,0.38826305100,5.454227951
0.07075427600,74261,Russian Federation,0.38575248000,5.452002364
0.08952968400,51088,Canada,0.48803015000,5.451042919
0.07270214400,63110,Kazakhstan,0.39479011400,5.430240324
0.07118570300,58481,Russian Federation,0.38648933300,5.429311178
0.07204856000,44153,Russian Federation,0.39095021300,5.426204396
0.07118570300,78646,Russian Federation,0.38597996000,5.422155626
0.07153869600,45950,Russian Federation,0.38721225600,5.412626699
0.07051325300,52782,Canada,0.38116708500,5.405609141
0.07204856000,74989,Russian Federation,0.38736308500,5.376416753
0.07864892500,52333,Mongolia,0.42219244700,5.368063797
0.07358937900,72559,Russian Federation,0.39358701300,5.348421448
0.08703703400,69136,Kazakhstan,0.46521376300,5.345009378
0.07636284800,69343,Russian Federation,0.40804497300,5.34350124
0.07666666600,58319,Mongolia,0.40931064000,5.338834481
0.07484311900,62373,Mauritania,0.39942862200,5.336878358
0.08416549900,54830,Ethiopia,0.44902831500,5.335063896
0.08064392900,45350,Australia,0.42898392700,5.319481979
0.07158826000,54121,Algeria,0.38079625700,5.319255657
0.07262379800,47928,Russian Federation,0.38610622000,5.316524757
0.07580815300,68164,Russian Federation,0.40137215800,5.294577722
0.08268890700,57299,Ethiopia,0.43629898800,5.276390798
0.07855517800,32762,Australia,0.41383516700,5.268082608
0.07702243700,61303,Saudi Arabia,0.40555474700,5.26541048
0.07432794400,49979,Australia,0.39053710000,5.254243276
0.08753229300,67891,China,0.45971534500,5.251951357
0.07543835800,78694,Russian Federation,0.39614144700,5.251193922
0.07543835800,44763,Russian Federation,0.39602014400,5.249585947
0.08176713800,54560,Saudi Arabia,0.42903327800,5.247013513
0.07333333500,64606,Norway,0.38466506700,5.245432613
0.08134313900,64900,China,0.42621905600,5.239766516
0.07543835800,67481,Russian Federation,0.39499130200,5.235947765
0.07376991300,48886,Australia,0.38613829500,5.234360179
0.09442140700,68001,China,0.49382799300,5.230042727
0.07333333500,64992,Norway,0.38341276500,5.228355768
0.08170400000,38939,Australia,0.42636062200,5.218356776
0.08643835000,62555,Canada,0.44901003300,5.19456969
0.07666666600,43554,Mongolia,0.39806514400,5.192154097
0.08798610800,60465,Congo DRC,0.45671938900,5.190812497
0.08703703400,61894,Kazakhstan,0.45174091500,5.190214949
0.08814815200,20678,Argentina,0.45651416500,5.178941982
0.07703519700,60998,Algeria,0.39890323000,5.178194456
0.09965998400,79084,Russian Federation,0.51566707600,5.174264086
0.07543835800,60237,Russian Federation,0.38971888500,5.166057366
0.09016636800,66825,China,0.46208612000,5.124816827
0.07708333400,4656,Guyana,0.39496041900,5.123810797
0.08266939300,39487,China,0.42263848200,5.112393676
0.07580815300,19788,Russian Federation,0.38717018300,5.107236724
0.07488713200,7009,Chad,0.38225075600,5.10435833
0.08746467800,46276,Chile,0.44632192300,5.102881909
0.07650666100,32991,Russian Federation,0.39000109200,5.097609632
0.11161095100,47187,Botswana,0.56856004100,5.094124151
0.07650666100,57007,Russian Federation,0.38958520000,5.092173608
0.08156108300,48501,Ecuador,0.41512973800,5.089801689
0.07606428700,57275,Egypt,0.38711838900,5.089358019
0.07666666600,30311,Mongolia,0.39005475700,5.087670788
0.07580815300,68942,Russian Federation,0.38563681800,5.08700981
0.07580815300,78266,Russian Federation,0.38552233600,5.085499656
0.07388889100,53158,Congo,0.37571324900,5.084840819
0.07580815300,39415,Russian Federation,0.38545170900,5.084568002
0.07718648300,71177,Russian Federation,0.39113828000,5.067445293
0.07830428000,73683,Russian Federation,0.39608774000,5.058315331
0.08342615300,49305,Peru,0.42190836400,5.057267402
0.07938284700,35297,Russian Federation,0.40132043000,5.055505631
0.07961097900,46311,Kazakhstan,0.40229831200,5.053301907
0.08300000000,22653,Turkmenistan,0.41847701500,5.041891747
0.08903888800,65641,Morocco,0.44813292900,5.03300231
0.08255621700,43570,Tanzania,0.41494943300,5.026265109
0.07999135900,28961,Mexico,0.40185211000,5.023693997
0.09429794700,37032,Russian Federation,0.47308114900,5.016876444
0.08597428400,40191,Mongolia,0.43083301200,5.011184647
0.08232941700,53753,Tanzania,0.41191083400,5.003203582
0.07874999900,54751,Peru,0.39379229700,5.000537168
0.08305555500,70312,Mongolia,0.41460826400,4.991938998
0.07916698100,51865,Peru,0.39487085000,4.987822512
0.08083333600,44277,Kazakhstan,0.40278388800,4.982893295
0.08299358100,60267,China,0.41220207900,4.966674218
0.08548796300,44457,Argentina,0.42354227800,4.954408353
0.07923895900,67733,Kazakhstan,0.39164061400,4.942525986
0.08548796300,45239,Argentina,0.42215215400,4.938147304
0.08405465200,71009,United States,0.41482769900,4.935214044
0.07906250000,40465,Mongolia,0.38998117300,4.932568196
0.09583976400,50769,China,0.47115759300,4.916097174
0.08662581600,44690,Argentina,0.42563512900,4.913490558
0.08305555500,68151,Mongolia,0.40808353300,4.913380363
0.08385201300,59688,Mali,0.41130682100,4.905151424
0.08654859300,44673,India,0.42450703100,4.904840348
0.09728648900,50172,Afghanistan,0.47675252800,4.900500911
0.07874999900,43389,Peru,0.38568179600,4.897546678
0.07923895900,50425,Kazakhstan,0.38786101800,4.894827278
0.08526901600,51184,Australia,0.41653977800,4.885007445
0.08343254300,51763,Brazil,0.40702982300,4.878549884
0.07928483200,67329,Canada,0.38595608000,4.867968693
0.07988461600,56431,Eritrea,0.38877999000,4.866769216
0.08625000000,61578,Mongolia,0.41974543900,4.866613786
0.07948354100,68020,Canada,0.38642444500,4.861691366
0.08126799100,50505,Nigeria,0.39472752600,4.857109437
0.07950611200,64059,Russian Federation,0.38595880600,4.854454536
0.07928483200,60417,Canada,0.38415479200,4.845249492
0.08382040100,73012,Russian Federation,0.40473068500,4.828546275
0.08083333600,66527,Kazakhstan,0.39009158000,4.825875057
0.08000000200,72216,Norway,0.38589602200,4.823700154
0.08767797800,21461,Australia,0.42227451300,4.816198122
0.09080390500,63752,United States,0.43648105000,4.806853296
0.08108503000,24116,Australia,0.38966536200,4.805638747
0.08310321400,60855,Russian Federation,0.39901122300,4.801393397
0.08197141700,34528,Russian Federation,0.39333908900,4.798490784
0.08382882700,54649,Colombia,0.40208512400,4.796501853
0.08108503000,46366,Australia,0.38808156400,4.78610619
0.09325802600,61138,Ethiopia,0.44336482700,4.754173405
0.09118376100,58994,India,0.43025880900,4.718590287
0.08330578400,53012,Peru,0.39305495000,4.718219206
0.08629498900,44434,Afghanistan,0.40686977200,4.714871358
0.09096032700,62271,Sudan,0.42868996100,4.712933376
0.08625000000,54541,Mongolia,0.40578700100,4.704776823
0.08718181800,59959,Tajikistan,0.40997753700,4.702557786
0.09563332600,71017,Russian Federation,0.44958266200,4.701108712
0.09725700500,49083,Kazakhstan,0.45550835000,4.683553128
0.08409091000,43862,Guyana,0.39383729200,4.683470449
0.08301887000,64859,Norway,0.38850158800,4.679678102
0.08301887000,80094,Norway,0.38818182300,4.675826387
0.08269980400,61312,Russian Federation,0.38599714300,4.667449309
0.08301887000,68250,Norway,0.38604041700,4.650032179
0.08472468100,54026,Saudi Arabia,0.39368534300,4.646642966
0.08625000000,74066,Mongolia,0.40050961200,4.643589704
0.08944444400,60885,Mongolia,0.41492443600,4.638906761
0.10516033100,46539,China,0.48709287500,4.631907016
0.09222222300,69304,Turkmenistan,0.42596739100,4.618923478
0.08350686800,60828,Saudi Arabia,0.38535562700,4.614657887
0.08625000000,40228,Mongolia,0.39746159600,4.608250388
0.08461538600,83632,Norway,0.38970963400,4.605659236
0.09114482100,39250,United States,0.41929228700,4.600286472
0.08482744300,57569,Yemen,0.38976189000,4.594761745
0.08659090800,11870,Congo,0.39635352700,4.577311131
0.10961799300,56883,China,0.50153000500,4.575252577
0.09413998800,64758,Pakistan,0.43000681700,4.567738175
0.09465341900,47286,United Kingdom,0.43210359900,4.56511348
0.08461538600,81937,Norway,0.38627736500,4.565096057
0.08625000000,53508,Mongolia,0.39363466600,4.563880186
0.08558180700,66266,Pakistan,0.39057152300,4.563721388
0.09340346500,30315,Australia,0.42618933900,4.562885745
0.08700934900,34241,Cameroon,0.39674145500,4.559756619
0.08625823700,59697,United States,0.39311020100,4.557364197
0.09332795900,60756,Mali,0.42421286000,4.54539952
0.08542284400,70744,Russian Federation,0.38670112300,4.526905274
0.08801141700,76130,Russian Federation,0.39803296900,4.522515176
0.08396694100,49731,Congo DRC,0.37944321100,4.518959563
0.08844284500,67252,Russian Federation,0.39931707300,4.514973178
0.09503960600,70485,Canada,0.42758412800,4.499009897
0.09222222300,9863,Turkmenistan,0.41471669300,4.496927958
0.09139904500,42847,Australia,0.40895166900,4.474353851
0.09144169100,47667,South Africa,0.40881702500,4.470794673
0.08736832000,53288,Chad,0.38959227100,4.459193802
0.09343750000,43790,Mongolia,0.41662832900,4.458898504
0.09731697000,50036,Congo DRC,0.43317261000,4.451151839
