mean_mille,Fishnet_ID,COUNTRY,Millet_Pr,Millet_Error_Ratio
0.22319616000,24,Congo DRC,0.37440134800,1.677454254
0.12318110400,59,Sudan,0.42500514700,3.450246289
2.34962968500,82,France,0.59892682500,0.254902646
0.66263738800,119,India,0.45901943400,0.692715869
0.78512493600,161,Tanzania,0.47321471800,0.602725371
0.45740500200,363,India,0.41363197900,0.90430139
1.78994843200,464,China,0.58683102600,0.327848007
0.18071070300,599,Angola,0.40630874100,2.248393339
0.41645569500,644,Angola,0.40474495800,0.971879993
0.52112685700,665,Australia,0.46075091200,0.884143478
0.71010255700,675,Sierra Leone,0.45497790000,0.640721394
0.10055110700,718,Nigeria,0.41259936900,4.103379677
1.09624618800,733,Argentina,0.47879891200,0.436762214
1.15048613300,842,China,0.48501064000,0.421570175
1.62513959600,956,China,0.57302208300,0.352598684
2.34611114700,1015,Spain,0.61861340200,0.263676085
0.00416666700,1087,Yemen,0.37179097600,89.2298271
0.53188846100,1105,Tanzania,0.46402671500,0.872413577
0.49094593400,1256,Pakistan,0.43525821200,0.886570561
0.01429883400,1317,Russian Federation,0.39427882100,27.57419388
0.38645817900,1342,Chad,0.42513051300,1.100068613
1.79499995700,1509,Croatia,0.51302390300,0.285807195
1.91253149100,1520,China,0.58859416300,0.307756586
0.51333332100,1523,Argentina,0.50928969900,0.992122814
1.98381590800,1529,China,0.58387153100,0.294317395
0.56999999300,1581,South Africa,0.44062166600,0.773020476
0.22048467100,1630,Mozambique,0.40497063800,1.836729221
0.01425925900,1689,Argentina,0.41912988200,29.39352473
0.37477212500,1797,Mozambique,0.42866539700,1.143802776
0.37417475600,1979,Angola,0.42176210200,1.127179467
1.08684251100,2069,United States,0.50705283600,0.466537544
0.16935760600,2105,Russian Federation,0.39099746400,2.308709206
0.11805555600,2181,Gabon,0.38126133700,3.229507784
0.26089002700,2229,Australia,0.41630411000,1.595707259
0.03575694100,2288,Congo DRC,0.38080417900,10.64979745
0.76605819700,2420,China,0.53341016700,0.696305018
1.37937326100,2457,Russian Federation,0.46676496900,0.338389167
0.47710700200,2474,Ethiopia,0.41729069900,0.87462707
0.60034792700,2477,Niger,0.44398197000,0.739541106
1.07457901500,2592,Russian Federation,0.48409909400,0.450501161
0.05325384400,2640,Australia,0.38706135800,7.268233219
0.03955391500,2666,Russian Federation,0.39829882500,10.06976996
0.20400000200,2688,Myanmar,0.46602287100,2.284425816
0.51416861500,2740,Congo DRC,0.44148728400,0.858643004
1.51307666300,2760,Russian Federation,0.49196780200,0.325144002
0.60789356800,2903,India,0.46836717700,0.770475625
0.27315651000,2915,Mali,0.39698259300,1.453315511
0.13195632700,2917,Kazakhstan,0.39740570800,3.011645724
0.74308509500,2952,Germany,0.47850847800,0.643948427
0.43750715000,2990,Russian Federation,0.40315425900,0.92148039
0.03305555600,3068,Myanmar,0.40766441100,12.3327047
1.19245773000,3092,Argentina,0.42650671400,0.3576703
0.25280303000,3131,Angola,0.40953935700,1.619993862
0.14430888100,3297,Tanzania,0.40594040900,2.812996721
1.45734179000,3302,China,0.54603559500,0.374679158
0.27305540900,3321,Australia,0.41026903000,1.502512005
0.48924999400,3335,South Africa,0.42822268300,0.875263543
1.40937829300,3409,Uganda,0.48976758300,0.347506121
0.68951219300,3560,Bangladesh,0.42722173400,0.61959997
1.32767240600,3679,Tanzania,0.49322208700,0.371493815
0.38454545600,3695,Afghanistan,0.45066117500,1.171932129
1.16148150400,3705,Tajikistan,0.45905649000,0.395233577
0.32874670200,3820,India,0.47117687500,1.433252021
0.47589745000,3854,Mozambique,0.45003811300,0.945661955
0.11433333600,3933,Turkmenistan,0.40165620700,3.513027968
0.48948004200,3995,Zambia,0.44195102700,0.902898973
2.03927528900,4073,China,0.58679485700,0.28774676
0.19040361100,4276,Australia,0.46332647900,2.43339124
1.14931336400,4364,China,0.45824587900,0.398712739
0.07267175600,4372,Laos,0.40898440400,5.627831588
0.43083333200,4441,Angola,0.43018068100,0.998485143
1.75006842600,4544,Argentina,0.55907470400,0.319458768
0.13289230600,4584,Ethiopia,0.40896210500,3.077394902
1.32350784900,4603,Australia,0.53378597700,0.403311531
0.95807849200,4785,Nigeria,0.48478072400,0.505992701
0.37074073200,4800,Argentina,0.42635192300,1.150000219
1.41350573400,4820,India,0.49134357000,0.347606351
0.12535530500,4845,Botswana,0.38323551300,3.057194213
2.28391092700,4869,Turkey,0.56740452700,0.248435489
0.43717724600,4954,Zambia,0.44640323100,1.021103534
1.24871063700,4974,Russian Federation,0.50528623600,0.404646378
0.51120002000,4983,Mozambique,0.43619844600,0.853283312
0.11727687400,5184,China,0.40187541400,3.426723448
1.84647493800,5236,China,0.54882927300,0.297230827
1.58207035100,5250,United States,0.54570262100,0.344929428
0.15740741200,5286,Greece,0.40753744100,2.589061314
0.27549999700,5330,South Africa,0.41747819000,1.515347349
0.17499999600,5341,Argentina,0.41478957500,2.370226197
0.52268181200,5354,Congo DRC,0.44642534000,0.854105365
0.73265607200,5463,Guinea,0.47007102900,0.641598489
1.12709593800,5521,United States,0.50821765600,0.450908959
0.41768579100,5542,Congo DRC,0.41616483600,0.996358614
0.12368050700,5558,Angola,0.40062535400,3.239195599
0.14843296000,5680,China,0.39946470300,2.691212942
0.78986282200,5785,Russian Federation,0.43406301000,0.549542272
0.94859738400,6036,India,0.47742473900,0.503295441
0.17924242900,6229,China,0.39600143600,2.209306347
0.62951236700,6328,Niger,0.42202018900,0.670392213
0.49907406200,6382,Argentina,0.44804270900,0.897747936
0.01166666600,6585,Argentina,0.38524608800,33.02109514
0.96249997600,6673,Argentina,0.48378829400,0.502637201
0.45858281900,6709,Congo DRC,0.43803729000,0.955197779
1.23518986200,6719,Argentina,0.49589187200,0.40147016
0.77455527600,6749,United States,0.52040210500,0.671872132
1.20154192900,6752,India,0.48120969600,0.40049347
