"","mean_groun","Fishnet_ID","COUNTRY","Groundnut_","Groundnut_Error_Ratio"
"377",1.073204507,18973,"Mexico",0.564625261,0.526111526
"378",0.993186061,19044,"China",0.499146007,0.502570492
"379",1.909999967,19114,"Indonesia",0.585302546,0.306441129
"380",0.174545461,19156,"Ethiopia",0.430088766,2.464050131
"381",0.377334502,19175,"Congo DRC",0.436787893,1.157561502
"382",1.544852914,19226,"Indonesia",0.573907672,0.371496643
"383",0.163819449,19282,"Peru",0.402599844,2.457582701
"384",1.909999967,19291,"Indonesia",0.583490182,0.305492247
"385",0.573333343,19312,"Guyana",0.454704865,0.793089867
"386",0.61514618,19317,"Cambodia",0.454470291,0.738800477
"387",0.639848467,19321,"Argentina",0.473090054,0.739378272
"388",0.052615675,19502,"Brazil",0.39425289,7.493069128
"389",0.512124443,19559,"South Africa",0.492692385,0.962055984
"390",1.909999967,19569,"Indonesia",0.582963501,0.305216498
"391",0.229411368,19611,"Tanzania",0.427379471,1.862939377
"392",0.722124861,19696,"Burkina Faso",0.461654025,0.639299448
"393",0.761445432,19723,"Sudan",0.467401892,0.613835046
"394",1.095757571,19739,"Bolivia",0.486380939,0.443876412
"395",0.223117199,19790,"Argentina",0.40977215,1.836578049
"396",0.959999979,19797,"Papua New Guinea",0.492547214,0.513070026
"397",1.012148074,19825,"Central African Republic",0.493233399,0.487313479
"398",3.037612004,19826,"Nicaragua",0.58224864,0.191679727
"399",0.082711545,19840,"Chad",0.437610604,5.290804373
"400",0.441212111,20028,"Botswana",0.419361153,0.950475163
"401",1.878235242,20034,"Argentina",0.539412434,0.287191094
"402",0.139696929,20095,"India",0.418994221,2.999308746
"403",0.669259252,20166,"Kazakhstan",0.388412501,0.580361795
"404",2.392165827,20241,"Australia",0.463680487,0.19383292
"405",1.243686359,20242,"South Africa",0.523846982,0.421205056
"406",1.840591441,20309,"China",0.600632789,0.326325971
"407",1.129374988,20370,"Kazakhstan",0.50057473,0.443231642
"408",1.32001885,20391,"India",0.53023003,0.401683681
"409",0.301344321,20481,"Brazil",0.421295316,1.398052947
"410",0.904900384,20548,"India",0.49271921,0.544501051
"411",1.701204639,20586,"China",0.587193258,0.345163212
"412",0.490448214,20763,"Mexico",0.459422164,0.936739397
"413",0.738312761,20764,"Sudan",0.466308964,0.631587301
"414",0.729531421,20767,"Mali",0.467157884,0.640353343
"415",0.297840598,20866,"Brazil",0.411398506,1.381270749
"416",1.389999986,21015,"Kazakhstan",0.500000961,0.359712925
"417",0.984848485,21111,"Cuba",0.487813756,0.495318583
"418",0.343803441,21187,"Madagascar",0.429259852,1.248561826
"419",1.316479744,21303,"Bolivia",0.461120314,0.350267686
"420",1.469305565,21367,"Colombia",0.543489893,0.369895756
"421",0.204424602,21400,"China",0.457221058,2.236624425
"422",0.697029278,21407,"China",0.529652982,0.759871929
"423",0.593416804,21450,"Pakistan",0.479399677,0.807863333
"424",0.121755827,21461,"Australia",0.44173349,3.628027511
"425",0.492730518,21506,"Madagascar",0.433078581,0.878935981
"426",0.026481481,21520,"Uzbekistan",0.39983852,15.09879753
"427",0.605608206,21584,"China",0.515476361,0.851171361
"428",1.836498463,21598,"Argentina",0.564125609,0.307174561
"429",0.782606764,21602,"India",0.48251356,0.616546626
"430",0.098654389,21777,"Brazil",0.413401416,4.190400652
"431",0.031569405,21800,"Brazil",0.404838927,12.82377438
"432",1.909999967,21870,"Indonesia",0.561485076,0.293971249
"433",0.085500472,21876,"Brazil",0.39592177,4.630638413
"434",1.882286894,21926,"China",0.602231506,0.319946714
"435",0.371419977,21975,"Malawi",0.424191894,1.142081526
"436",0.328382009,22003,"Angola",0.411452419,1.252968822
"437",0.014479167,22021,"Kazakhstan",0.383939113,26.51665755
"438",0.434374996,22065,"Kazakhstan",0.411628235,0.947633355
"439",0.161231508,22121,"China",0.451394636,2.799667643
"440",1.570026297,22197,"Thailand",0.552962727,0.352199659
"441",0.669034016,22322,"Brazil",0.440990854,0.659145639
"442",0.863958338,22358,"Honduras",0.483769711,0.559945648
"443",2.719999949,22369,"Andorra",0.526900076,0.193713267
"444",0.301402697,22381,"Angola",0.396271121,1.314756387
"445",1.60984853,22394,"Peru",0.550956311,0.342241087
"446",0.405416662,22404,"Kazakhstan",0.46730536,1.15265455
"447",0.335424936,22451,"Brazil",0.428938535,1.278791434
"448",0.896759485,22457,"India",0.491047419,0.547579844
"449",0.094166666,22593,"Chile",0.396941232,4.215305148
"450",0.838726479,22646,"Burkina Faso",0.476792849,0.568472393
"451",0.450389276,22731,"Madagascar",0.442053906,0.981492965
"452",0.777259772,22815,"Vietnam",0.494006985,0.635575136
"453",1.108281764,22858,"India",0.521787694,0.470807795
"454",0.589012279,22874,"Burkina Faso",0.440069581,0.747131421
"455",2.059556054,22875,"Argentina",0.586246589,0.284647066
"456",1.478114731,22906,"Myanmar",0.516867013,0.349679901
"457",0.806363644,22927,"Ecuador",0.42470725,0.526694443
"458",1.407986796,22964,"Argentina",0.531675352,0.377613876
"459",1.442638722,22990,"Brazil",0.543496133,0.376737519
"460",0.101709405,23031,"Chile",0.396922885,3.902518995
"461",0.446275646,23037,"Mozambique",0.409681305,0.918000587
