mean_sorgh,Fishnet_ID,COUNTRY,Sorghum_Pr,Sorghum_Error_Ratio
0.07689648000,54559,China,0.65654863800,8.538084422
0.04499960300,46018,Mauritania,0.38355248500,8.523463751
0.04545454500,50276,Oman,0.38640258200,8.500856889
0.04545454500,55650,Oman,0.38616187400,8.495561313
0.06111111200,45099,Brazil,0.51590651300,8.442106454
0.04692654300,59697,United States,0.39432408700,8.403007377
0.04508365800,53752,Namibia,0.37828822200,8.390805866
0.05092592600,72001,Kazakhstan,0.42709473400,8.386587492
0.04486107000,48300,Yemen,0.37578986400,8.376747679
0.04545454500,46509,Oman,0.38000259000,8.360057064
0.05119699500,62311,Sudan,0.42754590900,8.350996167
0.05072687800,45606,Morocco,0.42328966200,8.344484792
0.04532773300,53158,Congo,0.37784552300,8.335857498
0.04621212200,60481,Sudan,0.38465192300,8.323615241
0.04999999800,54180,Russian Federation,0.41613268200,8.322653973
0.04999999800,67030,Russian Federation,0.41537780900,8.307556512
0.05527777600,63884,Switzerland,0.45906514700,8.304696394
0.04656762900,20095,India,0.38642993100,8.298252226
0.05729166700,71163,Kazakhstan,0.47469702900,8.285620822
0.04748790600,52599,Brazil,0.39296472400,8.275048472
0.04772727100,55200,Russian Federation,0.39490881800,8.274280296
0.04988216000,46119,United States,0.41017841700,8.222948184
0.05092592600,52596,Kazakhstan,0.41858689600,8.219524491
0.05729166700,59391,Kazakhstan,0.47011843900,8.205703615
0.04772727100,77984,Russian Federation,0.39150476500,8.202957278
0.05512552100,45217,Australia,0.45187450700,8.197192495
0.04999999800,57649,Russian Federation,0.40978405000,8.195681328
0.04999999800,60237,Russian Federation,0.40961999700,8.192400268
0.04607035800,54452,Angola,0.37719283800,8.187321618
0.05729166700,58978,Kazakhstan,0.46817515000,8.171784389
0.04900000100,47103,Madagascar,0.39869813800,8.136696528
0.04772727100,36166,Russian Federation,0.38708472000,8.110346808
0.04624664500,59160,Yemen,0.37500413100,8.108785643
0.04621212200,52611,Sudan,0.37465271200,8.107238876
0.04724957900,46649,Mauritania,0.38189499600,8.082505793
0.04999999800,48073,Russian Federation,0.40294617900,8.058923902
0.04999999800,48789,Russian Federation,0.40262837200,8.052567762
0.04999999800,47082,Russian Federation,0.40261252200,8.052250762
0.04999999800,44763,Russian Federation,0.40260948600,8.052190042
0.04819255700,41194,Australia,0.38794386200,8.049870896
0.04703995800,43185,Mali,0.37854392900,8.047284587
0.04880046800,53795,Australia,0.39127912500,8.017937963
0.04772727100,42739,Mongolia,0.38226919900,8.009450174
0.04915231600,65260,Egypt,0.39347643500,8.005247098
0.04999999800,78694,Russian Federation,0.39986175100,7.99723534
0.05364976900,51158,Australia,0.42830672800,7.983384383
0.05421554000,53947,Mali,0.43280648000,7.983070537
0.05092592600,61374,Kazakhstan,0.40543849500,7.961337708
0.04999999800,67481,Russian Federation,0.39763345400,7.952669398
0.05119930600,57198,Ethiopia,0.40673525500,7.94415563
0.05092592600,55633,Kazakhstan,0.40437665800,7.940487091
0.05332496100,56045,Brazil,0.42339169500,7.939840687
0.04852837200,30101,India,0.38505888900,7.934716809
0.05092592600,45893,Kazakhstan,0.40338653400,7.921044656
0.05729166700,64329,Kazakhstan,0.45191654600,7.887997848
0.05729166700,74097,Kazakhstan,0.45148659400,7.880493231
0.04999999800,75788,Russian Federation,0.39391484500,7.878297215
0.05454545200,59313,Russian Federation,0.42902852500,7.865523325
0.04999999800,62765,Russian Federation,0.39300450100,7.860090334
0.04999999800,72227,Russian Federation,0.39106389100,7.821278133
0.05001451300,44437,Australia,0.39084739100,7.814679531
0.04999999800,62859,Russian Federation,0.38849349200,7.769870151
0.05092592600,44692,Kazakhstan,0.39476884300,7.751824542
0.05208178000,36280,Australia,0.40313258400,7.740376462
0.04999999800,42845,Russian Federation,0.38663352800,7.732670869
0.05459163000,47824,Kenya,0.42116756100,7.714874258
0.05468749800,64469,Russian Federation,0.42092873400,7.696982846
0.05165135200,51555,Australia,0.39740247300,7.693941351
0.05313146500,64693,United States,0.40837992300,7.686216124
0.05249999800,53192,Russian Federation,0.40327278200,7.681386616
0.05901474600,45484,Australia,0.45180757900,7.655842135
0.04963274300,52647,Botswana,0.37946260600,7.645408717
0.05287965800,47055,Colombia,0.40408482800,7.641593068
0.05468749800,45265,Russian Federation,0.41720182400,7.628833632
0.05468749800,72664,Russian Federation,0.41699293900,7.625014021
0.04948085500,45384,Botswana,0.37640150000,7.607012854
0.04999999800,52003,Russian Federation,0.37921756700,7.584351643
0.05249999800,71070,Russian Federation,0.39755024400,7.572385888
0.05025198700,46637,Botswana,0.37970121900,7.555944385
0.05454545200,68584,Russian Federation,0.41169806600,7.547798229
0.05482717000,43002,United States,0.41257094900,7.524936067
0.05384615100,71359,Georgia,0.40447551200,7.511688477
0.05214875200,43585,Mozambique,0.39144353200,7.506287629
0.05079941000,51453,Angola,0.38094755900,7.499054792
0.06250000000,71034,Kazakhstan,0.46864577400,7.498332384
0.05729166700,38032,Kazakhstan,0.42944439700,7.495756704
0.05219512500,58211,Morocco,0.39083370600,7.487935051
0.05113590800,40413,Mauritania,0.38075372500,7.445916967
0.05092592600,61361,Turkmenistan,0.37898756200,7.44193757
0.05729166700,73680,Kazakhstan,0.42507603600,7.419508949
0.05729166700,46977,Kazakhstan,0.42343681400,7.390897074
0.05945945900,49726,Myanmar,0.43870222300,7.378173807
0.05468749800,68743,Russian Federation,0.40253549100,7.360649247
0.05479182300,60920,United States,0.40261259000,7.348041513
0.05294234600,63197,Sudan,0.38811648100,7.330927137
0.05468749800,64946,Russian Federation,0.39395289100,7.20371027
0.05468749800,50715,Russian Federation,0.39365552800,7.198272775
0.06822916600,73189,Kazakhstan,0.49074363000,7.192578464
0.05983333200,39487,China,0.42748944100,7.144670482
0.05965908800,49858,Russian Federation,0.42442275800,7.114134195
0.05755101900,62259,Egypt,0.40925242500,7.111123871
0.06856066400,53432,Brazil,0.48753089300,7.110941822
0.05454545200,76345,Russian Federation,0.38711227600,7.097058725
0.05983333200,65686,China,0.42400550500,7.086443138
0.05454545200,45950,Russian Federation,0.38649791400,7.085795421
0.05965908800,74938,Russian Federation,0.42201872500,7.073838021
0.05454545400,47593,Laos,0.38440581100,7.047439939
0.05507720800,51793,Australia,0.38461046600,6.983114794
0.05531050200,51618,Niger,0.38505909900,6.961771907
0.06085529600,54551,Central African Republic,0.42307380100,6.952127897
0.06508333100,59938,Jordan,0.45213792200,6.947061791
0.05826205100,44586,Guinea,0.40397890500,6.933825673
0.05744386800,63936,Egypt,0.39718827300,6.914372009
0.05765090900,47346,Australia,0.39704973800,6.887137512
0.05833333100,78289,Russian Federation,0.40152590700,6.883301538
0.06124993300,12730,Guinea-Bissau,0.42089283600,6.871727288
0.05833333100,51403,Russian Federation,0.40009078700,6.85869948
0.05833333100,76130,Russian Federation,0.39942926800,6.847359154
0.05833333100,32991,Russian Federation,0.39829419500,6.827900759
0.05833333100,76057,Russian Federation,0.39668997800,6.800399895
0.05833333100,50200,Russian Federation,0.39611806200,6.79059562
0.06249999700,62233,Russian Federation,0.42361675600,6.777868421
0.05833333100,79214,Russian Federation,0.39374251700,6.74987199
0.06016612600,15857,Saudi Arabia,0.40581826500,6.744962523
0.05581011600,45628,Mali,0.37612595900,6.739386799
0.06056736100,45677,Australia,0.40789752500,6.734609504
0.05833333100,64813,Russian Federation,0.39153175300,6.711973177
0.05833333100,67180,Russian Federation,0.39071622500,6.697992696
0.05833333100,35967,Russian Federation,0.39009548400,6.687351422
0.05833333100,60403,Russian Federation,0.38938432800,6.675160176
0.05913249700,37945,Bolivia,0.39407677800,6.664301323
0.06016612600,60725,Saudi Arabia,0.40073291000,6.660440627
0.06527272600,64900,China,0.43325932700,6.637677841
0.05833333100,61941,Russian Federation,0.38716687700,6.637146728
0.05833333100,74261,Russian Federation,0.38705385600,6.635209225
0.07479166500,68001,China,0.49605771100,6.632526646
0.05833333100,57007,Russian Federation,0.38658405600,6.627155511
0.06016612600,60535,Saudi Arabia,0.39802986800,6.615514318
0.07427267800,61245,Ethiopia,0.49111499200,6.61232374
0.06249999700,75480,Russian Federation,0.41281521800,6.605043805
0.06249999700,63858,Russian Federation,0.41167855200,6.586857148
0.05783476600,52755,Botswana,0.38076443100,6.583659922
0.05876628300,15456,Brazil,0.38659952900,6.578594209
0.06225593400,55089,Costa Rica,0.40897492700,6.569252129
0.06249999700,2666,Russian Federation,0.40981534000,6.557045755
0.07392523300,34241,Cameroon,0.48142607200,6.512337567
0.06249999700,73520,Russian Federation,0.40644837500,6.503174312
0.05873441600,33419,Botswana,0.38099911300,6.486811974
0.07479166500,71649,China,0.48432066300,6.475596753
0.06425674300,43926,Australia,0.41551551400,6.466488879
0.07638888900,51053,Kazakhstan,0.49050503000,6.421156747
0.07929949500,57783,China,0.50872123700,6.415188861
0.06311933900,50711,Brazil,0.40287905400,6.382814845
0.06060475500,23948,India,0.38619438100,6.372344563
0.06178744300,61254,Saudi Arabia,0.39360884000,6.370369462
0.07048844000,56671,China,0.44779614500,6.352760041
0.06249999700,62638,Russian Federation,0.39597407400,6.335585488
0.05958333600,43747,Congo,0.37741256500,6.334196612
0.06150892400,43584,Australia,0.38908058400,6.325595681
0.06818181500,38163,Russian Federation,0.43128705900,6.325543827
0.06249999700,68164,Russian Federation,0.39518643500,6.322983264
0.07291666300,71017,Russian Federation,0.46088712000,6.320737964
0.05958333600,26437,Congo,0.37652230600,6.319255202
0.06315154400,44741,Mozambique,0.39854033400,6.310856533
0.06249999700,72559,Russian Federation,0.39409723500,6.305556063
0.06249999700,19788,Russian Federation,0.39360144800,6.29762347
0.06113038400,54561,Namibia,0.38358303000,6.274834295
0.06392029500,54121,Algeria,0.40059422200,6.267089694
0.06249999700,78266,Russian Federation,0.39164232600,6.266277517
0.07006811400,53324,Bolivia,0.43799084500,6.25092956
0.07045454700,22084,Argentina,0.43935977600,6.236074103
0.06818181700,22906,Myanmar,0.42453545400,6.2265201
0.06363636100,71177,Russian Federation,0.39604657200,6.223589246
0.06249999700,58683,Russian Federation,0.38887141800,6.221942987
0.06472053400,27295,Saudi Arabia,0.40142461600,6.20243053
0.06268175200,60870,Niger,0.38756251300,6.183019789
0.06249999700,39415,Russian Federation,0.38643389400,6.182942601
0.06249999700,68942,Russian Federation,0.38600596000,6.176095656
0.06249999700,64059,Russian Federation,0.38571579300,6.171452984
0.08611111300,47030,Argentina,0.52988880900,6.153547324
0.06714306200,51023,India,0.41296236500,6.150484543
0.07440816500,48650,Uganda,0.45488704500,6.113402272
0.06249999700,74490,Russian Federation,0.38175481600,6.108077349
0.06225123700,40470,Botswana,0.37903925000,6.088862941
0.06818181500,67088,Russian Federation,0.41492460900,6.085561216
0.07638888900,43751,Kazakhstan,0.46448525100,6.080534186
0.06472053400,46468,Saudi Arabia,0.39188661600,6.055058446
0.07050621000,58472,Colombia,0.42643780500,6.048230432
0.07291666300,35297,Russian Federation,0.44010324900,6.035702004
0.06993166000,53565,Mozambique,0.41972550200,6.001938207
0.06729160500,57352,Yemen,0.40188153400,5.972238796
0.06562499700,65158,Russian Federation,0.39080158600,5.955072059
0.07241749400,44745,Malawi,0.42902542900,5.924334098
0.08333333300,63456,Kazakhstan,0.49360631300,5.92327578
0.06562499700,56604,Russian Federation,0.38843415000,5.918996842
0.06506729100,29261,Australia,0.38504239300,5.917602947
0.07048844000,55399,China,0.41554364500,5.895202745
0.06477493800,10288,Botswana,0.38150224100,5.889658142
0.07159090600,47076,Russian Federation,0.42094298800,5.879838816
0.07123185800,54063,Brazil,0.41851352000,5.875369978
0.07499999700,71997,Russian Federation,0.43855978800,5.847464074
0.06999999900,47573,Bolivia,0.40895249400,5.842178569
0.08352272300,55143,Kazakhstan,0.48713511600,5.832366313
0.08593750000,71042,Kazakhstan,0.50052531300,5.824294551
0.06562499700,60623,Mongolia,0.38082120500,5.802990056
0.06584251700,49288,Angola,0.38108707900,5.787857092
0.06818181500,60412,Russian Federation,0.39442675700,5.784926039
0.06693880500,44608,Angola,0.38688398500,5.779666742
0.07034422500,50737,Australia,0.40544218400,5.763688263
0.06999999700,63563,Russian Federation,0.40315153300,5.759307861
0.06818181500,61312,Russian Federation,0.39241272300,5.755386873
0.06858561800,50686,Australia,0.39416490400,5.747048951
0.07803367900,58240,China,0.44715368700,5.730265351
0.07656249700,55383,Poland,0.43804430100,5.721395176
0.06769053800,62573,Niger,0.38700085200,5.717207507
0.07456521900,43490,Madagascar,0.42539907500,5.705060358
0.06834324900,49979,Australia,0.38882188000,5.689250741
0.07159090600,47374,Russian Federation,0.40720209500,5.687902525
0.07373045700,59236,Kenya,0.41637137900,5.647210067
0.07638888900,72862,Kazakhstan,0.43131353100,5.646286216
0.06945972000,52464,Australia,0.39184100600,5.641269588
0.07009826500,45232,Australia,0.39409476700,5.622033113
0.06991053400,64261,Pakistan,0.39200472500,5.607234026
0.07638888900,46265,Kazakhstan,0.42800839600,5.603018994
0.06794387400,27541,Namibia,0.37897861400,5.577818745
0.07264335200,59746,United States,0.40454511400,5.568921352
0.06800755200,18904,Namibia,0.37865927200,5.567900341
0.07291666300,73975,Russian Federation,0.40491259600,5.55308731
0.07291666300,50534,Russian Federation,0.40441773600,5.546300658
0.07123185600,49642,Brazil,0.39471058900,5.541208824
0.08593750000,62642,Kazakhstan,0.47571045500,5.53553984
0.09818182100,13490,Tajikistan,0.54294941000,5.530040128
0.07638888900,67656,Kazakhstan,0.42172819300,5.520805428
0.07051062600,39742,Kenya,0.38851680700,5.510046202
0.06877167800,22381,Angola,0.37753785400,5.489728693
0.06952416200,52771,Botswana,0.37985712800,5.463670716
0.06960789400,56349,Pakistan,0.38004037000,5.459730904
0.07433195900,55431,India,0.40555625200,5.456014579
0.07257756500,61686,Sudan,0.39441943200,5.434453911
0.07291666300,17588,Russian Federation,0.39617370300,5.433239629
0.07291666300,69401,Russian Federation,0.39592952100,5.429890847
0.07291666300,56061,Russian Federation,0.39477164500,5.414011404
0.07004523100,47122,Namibia,0.37918408500,5.413417582
0.08333333300,65836,Kazakhstan,0.45110820800,5.413298518
0.07461380600,54873,Sudan,0.40339734600,5.406470567
0.07291666300,74622,Russian Federation,0.39282187800,5.387271741
0.07291666300,58481,Russian Federation,0.39180891500,5.373379676
0.07291666300,67252,Russian Federation,0.39175510000,5.372641642
0.07960364000,58052,Central African Republic,0.42609467400,5.352703394
0.07291666300,78646,Russian Federation,0.39013954400,5.350485444
0.07499999700,74800,China,0.40120230700,5.349364307
0.07151161700,46692,Botswana,0.38192210100,5.340700113
0.08486199400,60078,Senegal,0.45293535700,5.337316927
0.07512540300,38939,Australia,0.40074012000,5.334282466
0.09970239500,63222,China,0.53147658600,5.330630082
0.07102238800,49778,Namibia,0.37803369200,5.32273981
0.10185185200,61758,Kazakhstan,0.54117128900,5.313318102
0.07584087800,65153,United States,0.40274032400,5.31033309
0.07479344700,49198,Brazil,0.39694425600,5.307206339
0.07145806500,44960,Botswana,0.37918420700,5.306387837
0.07499999700,71255,Russian Federation,0.39626507900,5.283534598
0.07350593600,55169,Pakistan,0.38767187100,5.274021284
0.07557775300,49146,Mozambique,0.39820348800,5.268792365
0.08749999600,59859,Russian Federation,0.46054215100,5.263339109
0.07656249700,63440,Russian Federation,0.40295966900,5.263146903
0.07499999700,19813,Russian Federation,0.39467692500,5.26235921
0.07499999700,73179,Russian Federation,0.39316850800,5.242246983
0.07656249700,52333,Mongolia,0.39975437900,5.221281889
0.07954545100,78417,Russian Federation,0.41490181600,5.215908776
0.07455627100,24116,Australia,0.38884498200,5.215456417
0.07499999700,77556,Russian Federation,0.38974848900,5.196646728
0.07333333600,39868,Congo,0.38069451600,5.191288666
0.07455627100,46366,Australia,0.38608677200,5.178461407
0.07778328000,19840,Chad,0.40249358300,5.174551433
0.08213222000,57299,Ethiopia,0.42438010400,5.167035592
0.08916666900,51907,Brazil,0.45952687200,5.153572261
0.07393939600,62211,Sudan,0.38102656600,5.153228003
0.07499999700,68487,Russian Federation,0.38620608100,5.149414619
0.07537938100,5558,Angola,0.38648592800,5.127210158
0.07428554100,54426,Botswana,0.38054005800,5.122666577
0.07896198700,45964,Angola,0.40393983900,5.115624041
0.08512765000,56224,China,0.43520549200,5.112387009
0.08022150100,47445,Saudi Arabia,0.40874568200,5.095213589
0.10573265900,69458,China,0.53777092700,5.086138305
0.08181817800,51190,Belarus,0.41605204300,5.085080763
0.11296293400,44007,Argentina,0.57421105800,5.083181161
0.07682926500,53750,Russian Federation,0.39032712900,5.080448563
0.08749999600,73028,Russian Federation,0.44179847700,5.049125682
0.07682926500,62818,Russian Federation,0.38760037600,5.044957491
0.09131222100,48206,Australia,0.46054801900,5.043662436
0.09416666600,57790,Cameroon,0.47478896800,5.042006776
0.08974999800,49876,China,0.45244138700,5.041129773
0.07891666700,43217,Botswana,0.39744015900,5.036200515
0.08921726400,43718,Argentina,0.44923038900,5.03524059
0.07835504400,48214,Brazil,0.39375550800,5.025273268
0.09062799400,67891,China,0.45472620700,5.017502727
0.08995944000,46153,Australia,0.44888759500,4.989888721
0.08181817800,69500,Russian Federation,0.40619520400,4.964608281
0.07954545100,65026,Russian Federation,0.39486689600,4.9640412
0.09034788400,58595,Ethiopia,0.44692831700,4.946749135
0.08178130900,32762,Australia,0.40361827000,4.935336386
0.09522727000,61832,Jordan,0.46781997100,4.912668094
0.07972727300,41778,Botswana,0.39109427000,4.905401317
0.07999531200,62271,Sudan,0.39227390600,4.903711182
0.07954545100,69545,Russian Federation,0.38995388500,4.90227763
0.08181817800,60855,Russian Federation,0.40063391400,4.896636955
0.08022150100,64195,Saudi Arabia,0.39279795000,4.896417358
0.08837648700,47220,Mali,0.43257318800,4.894663758
0.08852211800,40231,Australia,0.43289290200,4.890223051
0.08181817800,75928,Russian Federation,0.39902620900,4.876987226
0.08203787400,45746,Mozambique,0.40004419600,4.876335484
0.08125000200,58188,Austria,0.39528024800,4.864987548
0.07930927900,51099,Angola,0.38290695700,4.828022166
0.08749999600,78572,Russian Federation,0.42218873000,4.825014278
0.08749999600,35425,Russian Federation,0.42156018500,4.817830906
0.08946752500,54220,Australia,0.42995541900,4.805714912
0.07904084700,45171,Botswana,0.37926338700,4.798321392
0.08106190700,54378,Sudan,0.38595978800,4.761296672
0.08181817800,51119,Russian Federation,0.38915632800,4.756355342
0.07866456200,25649,Chad,0.37412324200,4.755931165
0.08749999600,55236,Russian Federation,0.41576553500,4.751606332
0.08178130900,48792,Australia,0.38815699200,4.746280009
0.10185185200,68336,Kazakhstan,0.48127825400,4.725277396
0.08705687500,55478,Central African Republic,0.41131449100,4.724664089
0.10188856600,50541,India,0.47965459000,4.70763903
0.08560861400,50517,Niger,0.40128444100,4.687430648
0.09722221800,70839,Russian Federation,0.45500040300,4.680004348
0.08749999600,71833,Russian Federation,0.40825755700,4.665800865
0.08749999600,57972,Russian Federation,0.40802146200,4.663102636
0.08576425100,23037,Mozambique,0.39888419200,4.650937743
0.08749999600,77443,Russian Federation,0.40624037400,4.642747344
0.08749999600,13134,Russian Federation,0.40600711800,4.640081561
0.08749999600,71830,Russian Federation,0.40558978600,4.635312052
0.08749999600,52491,Russian Federation,0.40524903100,4.631417709
0.09038986500,21461,Australia,0.41854854900,4.630480962
0.08616580200,54160,Egypt,0.39738392600,4.611851997
0.08616580200,61924,Egypt,0.39726453200,4.610466366
0.08749999600,44094,Russian Federation,0.40290595100,4.60463965
0.08650854000,69472,China,0.39815856000,4.602534732
0.12875944500,38947,Australia,0.59214546200,4.598850686
0.08407064100,39731,Botswana,0.38630191400,4.594968105
0.08749999600,49571,Russian Federation,0.40179698400,4.591965741
0.08824365100,48445,Saudi Arabia,0.40512920500,4.591029501
0.08355398600,60369,Kenya,0.38319012100,4.586138129
0.10185185200,42590,Kazakhstan,0.46652389600,4.580416427
0.08278501000,57670,Mali,0.37810040200,4.567256826
0.08806094900,53443,Sudan,0.39928229900,4.534158484
0.10554481700,62450,Mexico,0.47814356600,4.53024203
0.08749999600,71587,Russian Federation,0.39611236300,4.526998641
0.08749999600,34528,Russian Federation,0.39504783100,4.514832561
0.10653091900,44195,Australia,0.48089838200,4.514167216
0.10510217200,12142,Bolivia,0.47384553600,4.508427628
0.09239874800,54830,Ethiopia,0.41651400700,4.507788428
0.08749999600,74650,Finland,0.39439342700,4.507353657
0.10299440700,52530,South Africa,0.46405794500,4.505661604
0.09539999700,56857,Cameroon,0.42951444500,4.502247993
0.08749999600,70744,Russian Federation,0.39252675000,4.486020205
0.08708333700,56617,Angola,0.39019067200,4.480658246
0.08912464700,55792,India,0.39931523600,4.480413101
0.08525977700,52209,Eritrea,0.38118965500,4.47092015
0.09223022400,68427,United States,0.41140322300,4.460611773
0.08749999600,64468,Russian Federation,0.39010403400,4.458332021
0.08749999600,76913,Russian Federation,0.38975246200,4.454314055
0.08550612100,54705,Namibia,0.38030243800,4.44766332
0.09326674700,68297,Pakistan,0.41472924000,4.446699958
0.08502680200,42758,Angola,0.37807275100,4.446512654
0.08749999600,77167,Finland,0.38864954400,4.441709277
0.09756479300,56513,United States,0.43290351700,4.437087434
0.08963414200,71142,Russian Federation,0.39763880100,4.436242621
0.08636658000,54483,Botswana,0.38230958700,4.426591709
0.08749999600,54127,Russian Federation,0.38686297500,4.421291345
0.08749999600,31750,Russian Federation,0.38575696800,4.408651264
0.11071428500,7188,Kazakhstan,0.48770242000,4.405054145
0.11458333300,58135,Kazakhstan,0.50258455400,4.386192484
0.08903982100,46702,Brazil,0.38982197600,4.378063339
0.09999999500,55309,Belarus,0.43588336800,4.358833898
0.10208332900,68674,Russian Federation,0.44454172500,4.354694634
0.08946752500,48269,Australia,0.38909532700,4.349011857
0.08769527800,45290,Angola,0.38128519200,4.347841762
0.09400828000,54649,Colombia,0.40864244300,4.346877137
0.08749999600,74262,Mongolia,0.38023258400,4.345515444
0.09545454100,68121,Russian Federation,0.41136329100,4.309520393
0.09545454100,59392,Russian Federation,0.41023685800,4.297719665
0.09513739100,46701,Mozambique,0.40871009200,4.295998531
0.10447339900,51187,Brazil,0.44672641400,4.275982387
0.09276610100,63183,Saudi Arabia,0.39592658100,4.268009291
0.08863905600,44299,Namibia,0.37764217000,4.260448915
0.10308056500,58781,Egypt,0.43626101600,4.232233457
0.09803711200,59315,India,0.41487396700,4.231805268
0.09399905700,40649,Egypt,0.39738392600,4.227530985
0.11218749700,56883,China,0.47398694500,4.224953383
0.09623918500,44262,United States,0.40631166000,4.221894232
0.09843749600,65711,Poland,0.41526143500,4.218529035
0.09280303100,54995,Peru,0.39028022100,4.205468472
0.09451156700,62206,India,0.39548316200,4.184494814
0.10198740700,54460,Cameroon,0.42589665100,4.175972932
0.09623918500,61652,United States,0.40179174900,4.17492884
0.10878787600,70096,China,0.45387407900,4.172101669
0.10185185200,57883,Kazakhstan,0.42455930400,4.168400433
0.10313500600,40893,Australia,0.42989308800,4.16825581
0.09999999500,57089,Russian Federation,0.41586838100,4.158684018
