mean_maize,Fishnet_ID,COUNTRY,Longitude,Field1,Maize_Pr,Maize_Error_Ratio
0.045339136,26400,Brazil,-4.95121,26400,0.396009753,8.734391255
0.044840293,66266,Pakistan,28.9746,66266,0.390800816,8.715393898
0.044944815,48877,Morocco,31.3165,48877,0.389932733,8.675811281
0.049791669,44615,Russian Federation,51.918,44615,0.427520206,8.586179467
0.054318184,60779,Russian Federation,50.2203,60779,0.466238924,8.583477754
0.048115941,22653,Turkmenistan,40.0912,22653,0.412262885,8.568114359
0.047498142,44572,Brazil,-5.85147,44572,0.406715895,8.562774834
0.044915121,52167,Gabon,2.27666,52167,0.382963062,8.526372711
0.047800002,79658,Russian Federation,64.5369,79658,0.405421377,8.481618411
0.047800002,47866,Russian Federation,50.1853,47866,0.403617352,8.443877304
0.044405485,63083,Chad,15.6418,63083,0.374837573,8.441244882
0.056904764,75488,Russian Federation,58.0981,75488,0.479254713,8.42204904
0.058493883,61254,Saudi Arabia,19.1194,61254,0.49258851,8.421196965
0.047278243,45691,Brazil,-6.75027,45691,0.397789181,8.413789425
0.05255527,50036,Congo DRC,-3.14718,50036,0.441849693,8.407333708
0.049562232,53835,Australia,-17.3436,53835,0.414030996,8.353760097
0.048377737,58292,Brazil,-4.0497,58292,0.402402778,8.317933061
0.047760023,47805,Algeria,33.601,47805,0.396684461,8.305784547
0.052222221,22857,Argentina,-45.3605,22857,0.428908022,8.213132528
0.049324323,64758,Pakistan,26.5779,64758,0.404075471,8.192215248
0.056904764,64413,Russian Federation,57.1341,64413,0.466106155,8.190986523
0.046136363,54238,Libya,25.7674,54238,0.377397432,8.180042974
0.046136363,50610,Libya,25.7674,50610,0.376798263,8.167056059
0.049583336,43536,Afghanistan,29.7614,43536,0.404185653,8.151642983
0.05406789,45795,Australia,-18.2042,45795,0.44065764,8.150080205
0.063439578,49419,Canada,51.918,49419,0.516349804,8.139237685
0.051884254,46842,Namibia,-20.7597,46842,0.421984637,8.133192722
0.051306987,54948,Angola,-14.7378,54948,0.415704976,8.102307313
0.049941402,45505,Yemen,15.6418,45505,0.404567942,8.100852715
0.059469318,73454,Kazakhstan,49.0536,73454,0.479964557,8.070793026
0.047489034,46468,Saudi Arabia,21.6327,46468,0.380633651,8.015190433
0.047768382,40265,Saudi Arabia,24.9512,40265,0.378267842,7.918791179
0.056904764,59523,Russian Federation,58.0981,59523,0.446228941,7.841679846
0.04935309,42157,Congo,0.468577,42157,0.38308186,7.762064341
0.050102017,49731,Congo DRC,1.37279,49731,0.388300772,7.750202392
0.05406789,43226,Australia,-18.2042,43226,0.419031235,7.750094095
0.066388892,60473,Russian Federation,60.8392,60473,0.511466515,7.704097773
0.053075572,35399,Brazil,-7.64738,35399,0.406931242,7.667015666
0.053600334,42415,Brazil,-0.435754,42415,0.409506344,7.639996124
0.051546001,47948,Peru,-9.43566,47948,0.392846648,7.621282745
0.056904764,70439,Russian Federation,61.704,70439,0.433150467,7.611848931
0.050087905,33016,Mali,16.5103,33016,0.379527824,7.577234943
0.053631681,42159,Congo DRC,-4.0497,42159,0.405170064,7.554677691
0.054318184,60183,Mongolia,49.6405,60183,0.40937702,7.536647764
0.056904764,58854,Russian Federation,53.5535,58854,0.42727617,7.508618611
0.056904764,59793,Russian Federation,54.6099,59793,0.426244127,7.490482291
0.056904764,24502,Russian Federation,59.9502,24502,0.424700281,7.463351944
0.056904764,19619,Russian Federation,59.0367,19619,0.424682972,7.463047769
0.056904764,66786,Russian Federation,57.1341,66786,0.424390705,7.457911696
0.064090908,47799,Argentina,-45.9903,47799,0.477746669,7.454203473
0.052272727,62271,Sudan,13.8937,62271,0.389131431,7.444253501
0.051384427,52149,Niger,14.7695,52149,0.381270516,7.419962394
0.056969696,48259,Argentina,-44.7237,48259,0.421805103,7.40402587
0.056904764,38630,Russian Federation,59.0367,38630,0.421112476,7.400302653
0.057182976,2181,Gabon,2.27666,2181,0.422037582,7.380476
0.051515152,18599,Yemen,15.6418,18599,0.37988434,7.374225354
0.069077897,57531,China,40.0912,57531,0.508984301,7.368265728
0.056904764,74730,Russian Federation,58.0981,74730,0.418680812,7.357570484
0.051667705,55240,Congo DRC,-0.435754,55240,0.378138285,7.318658435
0.054278293,61053,Saudi Arabia,17.4538,61053,0.396490216,7.304765756
0.056904764,46584,Russian Federation,59.0367,46584,0.41285869,7.255257047
0.056904764,77018,Russian Federation,59.0367,77018,0.412229171,7.24419437
0.055774333,45821,Brazil,-4.95121,45821,0.403564332,7.235663975
0.062077925,12346,Russian Federation,55.1279,12346,0.446628542,7.194643539
0.052272727,60481,Sudan,18.2354,60481,0.375083143,7.175503643
0.052272727,52611,Sudan,18.2354,52611,0.375077868,7.17540273
0.05727273,12050,Namibia,-27.3536,12050,0.410701302,7.170974773
0.053796295,66124,Turkmenistan,40.7776,66124,0.385596454,7.167713948
0.061571666,23973,Peru,-9.43566,23973,0.440776791,7.158760184
0.054795224,4845,Botswana,-19.9125,4845,0.392090784,7.155564945
0.062077925,58990,Russian Federation,58.0981,58990,0.44220636,7.123407556
0.070809167,42442,Australia,-15.6105,42442,0.503384779,7.109034046
0.05727273,43803,Botswana,-25.7378,43803,0.40710028,7.108099789
0.054009366,51697,Congo DRC,-0.435754,51697,0.379467134,7.025950536
0.097499996,3616,Argentina,-49.6193,3616,0.680410739,6.978571968
0.062407405,21520,Uzbekistan,42.7943,21520,0.43541211,6.976930222
0.07660094,56671,China,41.457,56671,0.534402831,6.976452652
0.056904764,59621,Russian Federation,54.6099,59621,0.39626947,6.963731016
0.055395784,33419,Botswana,-19.0606,33419,0.384674406,6.94410979
0.056904764,73985,Russian Federation,57.1341,73985,0.395141274,6.943904978
0.066623032,49859,Argentina,-40.7378,49859,0.461945205,6.933716331
0.056130174,55271,Morocco,32.0845,55271,0.387039389,6.895389083
0.056866828,26877,Botswana,-24.9215,26877,0.391317394,6.881294557
0.056447651,47034,Chad,14.7695,47034,0.388402651,6.880758439
0.066388892,78911,Russian Federation,59.4966,78911,0.456729142,6.879601817
0.05937268,57728,Brazil,-8.54258,57728,0.407190184,6.858207917
0.058053288,49128,Brazil,-8.54258,49128,0.397932801,6.854612628
0.065716397,42569,Australia,-27.3536,42569,0.450293386,6.852070511
0.058248618,48539,Australia,-31.2885,48539,0.399003028,6.849999909
0.06074074,20166,Kazakhstan,46.6353,20166,0.414847746,6.829810536
0.056266789,43489,Congo,3.17995,43489,0.383869922,6.822317904
0.058087643,54751,Peru,-3.14718,54751,0.395845747,6.81462918
0.057142858,62103,Yemen,15.6668,62103,0.389334137,6.813347295
0.066388892,61452,Russian Federation,58.5705,61452,0.451929184,6.807301197
0.059372678,55545,Brazil,-5.85147,55545,0.403042366,6.788347428
0.059152781,47972,Brazil,-7.64738,47972,0.400754525,6.7749059
0.062077925,75886,Russian Federation,59.9502,75886,0.418221406,6.737039068
0.059372678,58119,Brazil,-5.85147,58119,0.39917931,6.723282888
0.060020874,49797,Namibia,-19.9125,49797,0.402950584,6.713507437
0.059832928,39151,Brazil,0.468577,39151,0.401459003,6.709666674
0.068478424,49913,China,45.3835,49913,0.458458987,6.694940687
0.057390534,62373,Mauritania,17.3749,62373,0.384142837,6.693487762
0.075368385,11102,Canada,50.2203,11102,0.503206791,6.676629611
0.068333333,58978,Kazakhstan,46.013,58978,0.454907524,6.657183311
0.058919309,56273,Congo DRC,4.08244,56273,0.39180557,6.649867024
0.06074074,45893,Kazakhstan,46.6353,45893,0.402667859,6.629288003
0.062479341,37160,Namibia,-20.7597,37160,0.413482153,6.617901956
0.065713718,50560,China,37.9899,50560,0.43447893,6.611693011
0.068411869,26437,Congo,-0.435754,26437,0.451186853,6.595154607
0.0575,62311,Sudan,15.6418,62311,0.378240241,6.578091148
0.059410303,57830,Congo DRC,2.27666,57830,0.386690755,6.508816408
0.070315307,57657,Brazil,2.27666,57657,0.457469116,6.505967698
0.066388892,56493,Russian Federation,60.8392,56493,0.430134822,6.479017936
0.077203535,68190,China,49.6405,68190,0.499956683,6.475826308
0.06280746,43021,Brazil,-4.95121,43021,0.405999276,6.464188744
0.081146609,53941,Argentina,-25.7378,53941,0.524403631,6.462421997
0.066388892,75661,Russian Federation,59.4966,75661,0.428046531,6.447562508
0.066388892,69737,Russian Federation,58.5705,69737,0.42761871,6.441118343
0.06148148,49998,Turkmenistan,38.6973,49998,0.394202721,6.411731159
0.066388892,19566,Russian Federation,62.1276,19566,0.425283791,6.405948016
0.066388892,66984,Russian Federation,60.3978,66984,0.425035991,6.402215464
0.061571664,17568,Brazil,-7.64738,17568,0.394115687,6.400926358
0.07660094,55399,China,41.457,55399,0.489945877,6.396081784
0.077095566,16915,Australia,-28.9459,16915,0.49203551,6.382150564
0.068529661,45279,China,46.013,45279,0.435373647,6.353068739
0.062616182,50674,Brazil,-7.64738,50674,0.397172744,6.342972876
0.066749376,42854,Brazil,3.17995,42854,0.4232313,6.340603094
0.063640036,58052,Central African Republic,9.46803,58052,0.402329779,6.321960267
0.072424246,58302,Russian Federation,59.4966,58302,0.457220067,6.313080111
0.073110786,55905,Canada,50.2203,55905,0.459959492,6.291267228
0.074687503,42918,Russian Federation,50.2203,42918,0.468704929,6.275546914
0.074687503,66440,Russian Federation,50.2203,66440,0.468415972,6.271678034
0.066388892,55654,Russian Federation,58.5705,55654,0.416252016,6.26990455
0.066388892,78561,Russian Federation,61.2746,78561,0.415955954,6.265445039
0.066388892,67372,Russian Federation,61.2746,67372,0.414875374,6.249168521
0.063570746,55421,Brazil,-4.95121,55421,0.397191042,6.248016061
0.076120618,43363,Peru,-4.0497,43363,0.475377526,6.24505605
0.062971019,49772,Brazil,-9.43566,49772,0.391694864,6.220240203
0.066388892,66493,Russian Federation,60.3978,66493,0.411677059,6.200993067
0.06297059,28643,Peru,-7.64738,28643,0.390179403,6.196216408
0.063149417,59994,Congo DRC,1.37279,59994,0.389683503,6.170817111
0.073946189,58976,United States,29.7493,58976,0.456206459,6.169438414
0.066397443,63936,Egypt,25.7674,63936,0.407049791,6.130504017
0.065321885,52384,Namibia,-19.9125,52384,0.40028044,6.127815203
0.066205362,52363,Congo,0.468577,52363,0.402944303,6.086278978
0.092652106,30088,China,37.2755,30088,0.562220672,6.068083029
0.065424438,42855,Brazil,-4.95121,42855,0.39680218,6.065045297
0.068812647,47302,Gabon,1.37279,47302,0.417239647,6.06341516
0.068122056,64812,Egypt,29.7971,64812,0.412011502,6.048136627
0.06651939,36017,Brazil,-5.85147,36017,0.401482892,6.035576875
0.065969641,48630,Brazil,-3.14718,48630,0.396597054,6.011811615
0.06481124,59180,Congo DRC,4.08244,59180,0.389408513,6.008348444
0.072502375,64745,Canada,53.5535,64745,0.435059454,6.000623483
0.065728893,42897,Botswana,-20.7597,42897,0.394098562,5.995819251
0.065649463,46664,Congo DRC,4.98391,46664,0.393532615,5.994452917
0.072424246,54918,Russian Federation,62.1276,54918,0.433495313,5.985499842
0.064528404,43389,Peru,-1.33998,43389,0.385245413,5.970168005
0.069239687,51803,Namibia,-18.2042,51803,0.412597688,5.958976793
0.066388892,77677,Russian Federation,62.1276,77677,0.395074633,5.950914695
0.080555995,41898,Myanmar,24.1295,41898,0.47925226,5.949305946
0.066388892,66121,Russian Federation,62.5452,66121,0.393914203,5.933435416
0.070098593,62448,Morocco,31.3165,62448,0.412707742,5.887532464
0.074687503,42600,Russian Federation,54.0851,42600,0.439182175,5.880263195
0.074866573,53517,Brazil,2.27666,53517,0.439850735,5.875128477
0.076722204,50841,Morocco,33.601,50841,0.450491571,5.871723537
0.092687972,48024,China,44.1032,48024,0.544150676,5.870779825
0.068968262,43383,Brazil,-4.0497,43383,0.404702073,5.86794652
0.066437832,55566,Peru,-2.24386,55566,0.388471174,5.847138028
0.084357871,59236,Kenya,4.08244,59236,0.491558673,5.827063523
0.068848315,51775,Brazil,1.37279,51775,0.400953102,5.823716993
0.074652464,57299,Ethiopia,4.98391,57299,0.433555914,5.807657119
0.074687503,73382,Russian Federation,51.3591,73382,0.431529561,5.777801421
0.072424246,57810,Russian Federation,60.8392,57810,0.41828805,5.775525091
0.087184959,43382,China,41.457,43382,0.502465706,5.763215488
0.070426597,47387,Congo,3.17995,47387,0.404693384,5.74631462
0.067954545,61686,Sudan,13.8937,61686,0.389380655,5.730016366
0.066473072,58778,Congo DRC,-2.24386,58778,0.380202459,5.71964628
0.072424246,58327,Russian Federation,58.5705,58327,0.412754251,5.699116992
0.07984734,43747,Congo,0.468577,43747,0.454502094,5.692138198
0.074223238,29457,Nepal,29.7614,29457,0.42061209,5.666851802
0.071467108,53734,Brazil,-1.33998,53734,0.404152483,5.655083776
0.073019382,64743,Algeria,35.0911,64743,0.412807578,5.653397313
0.081477276,45056,Russian Federation,51.3591,45056,0.456351512,5.600966728
0.067666666,61530,Libya,26.5779,61530,0.378886122,5.599302351
0.086959982,50492,Brazil,-4.95121,50492,0.48633231,5.592599019
0.069532558,53012,Peru,-8.54258,53012,0.388825792,5.591996083
0.075761498,48729,Mozambique,-18.8128,48729,0.422769994,5.58027501
0.093229167,72014,Kazakhstan,50.2203,72014,0.518332202,5.559764381
0.068301689,43185,Mali,16.5103,43185,0.379603878,5.55775243
0.072566607,44082,Brazil,-6.75027,44082,0.402929452,5.552546394
0.081477276,48509,Russian Federation,53.0152,48509,0.451641958,5.543164673
0.073340791,57215,Brazil,-8.54258,57215,0.404505947,5.515429292
0.081477276,66063,Russian Federation,53.0152,66063,0.44839331,5.503292844
0.082091173,45263,Angola,-15.6102,45263,0.44897602,5.46923626
0.088474736,51158,Australia,-28.9459,51158,0.483638444,5.466401663
0.087384918,42906,Malawi,-12.1,42906,0.476735882,5.455585391
0.085357147,76339,Russian Federation,58.0981,76339,0.465613826,5.454889747
0.07966667,80852,Russian Federation,62.9571,80852,0.433969485,5.447315483
0.072012494,50629,Congo DRC,-2.24386,50629,0.392216509,5.446506394
0.075613113,49344,Congo DRC,4.08244,49344,0.410518074,5.429191548
0.085357147,67384,Russian Federation,57.6193,67384,0.462067967,5.413348305
0.074665638,55582,Brazil,-6.75027,55582,0.403697151,5.40673276
0.08516081,48313,Brazil,-11.2146,48313,0.460099137,5.402709732
0.072224031,52256,Congo,-0.435754,52256,0.389244926,5.389410154
0.085357147,64815,Russian Federation,56.6424,64815,0.458805775,5.375130158
0.088518522,66640,Kazakhstan,48.4596,66640,0.47503152,5.366464659
0.073743562,46435,Congo DRC,-2.24386,46435,0.394002842,5.342877823
0.074687503,69840,Mongolia,50.2203,69840,0.398912295,5.341084907
0.074687503,64440,Mongolia,49.6405,64440,0.397969269,5.328458618
0.097979796,13490,Tajikistan,38.6973,13490,0.520473114,5.312045291
0.096998743,51907,Brazil,4.08244,51907,0.510843294,5.266493959
0.085357147,60309,Russian Federation,59.9502,60309,0.449271647,5.263433266
0.078648262,31953,Australia,-35.7371,31953,0.412560954,5.245646166
0.074687503,69582,Mongolia,49.6405,69582,0.390910294,5.233945149
0.073181818,63197,Sudan,16.5103,63197,0.381684896,5.21557002
0.073517516,59688,Mali,16.5103,59688,0.383198086,5.212337234
0.078840346,54848,Mali,15.6418,54848,0.41042085,5.205721066
0.09732221,45484,Australia,-30.5139,45484,0.505908621,5.198285376
0.102337625,67891,China,52.47,67891,0.531968383,5.198170106
0.074029631,58337,Congo,-0.435754,58337,0.383862038,5.185248566
0.086764365,63198,Guatemala,17.3749,63198,0.449785539,5.183989291
0.075288613,54995,Peru,-4.95121,54995,0.390260529,5.183526611
0.082808824,44586,Guinea,7.6799,44586,0.429131916,5.182200341
0.075516046,44263,Morocco,29.6955,44263,0.389884666,5.162938033
0.102489922,59577,China,38.6973,59577,0.528575155,5.15733786
0.077844173,54463,Brazil,-7.64738,54463,0.401392078,5.156353553
0.076247117,53485,Peru,-11.2146,53485,0.392520278,5.14800157
0.079958935,48348,Angola,-15.6102,48348,0.411145443,5.141957469
0.078112048,54479,Congo,-2.24386,54479,0.401350988,5.138144477
0.078613822,2351,Brazil,-5.85147,2351,0.403598669,5.133940301
0.085357147,78221,Russian Federation,59.0367,78221,0.438130443,5.132908707
0.085357147,47642,Russian Federation,54.6099,47642,0.43715848,5.121521693
0.078503872,55605,Brazil,0.468577,55605,0.401877579,5.119207101
0.084921372,44592,Argentina,-22.4398,44592,0.434298137,5.114120589
0.108636368,73907,Russian Federation,58.5705,73907,0.555123634,5.109924459
0.076595101,59344,Congo DRC,3.17995,59344,0.390989336,5.104625895
0.073747675,60809,Saudi Arabia,26.5779,60809,0.376240448,5.101726231
0.104444442,47030,Argentina,-37.9641,47030,0.531516278,5.08898576
0.104609891,53406,Guyana,4.08244,53406,0.53218804,5.087358709
0.079405467,40535,Namibia,-19.9071,40535,0.401457854,5.055796146
0.083489615,53624,Congo,2.27666,53624,0.42198677,5.05436239
0.078659799,58142,Congo DRC,-3.14718,58142,0.395265541,5.025000649
0.08101405,55218,Congo DRC,3.17995,55218,0.406122595,5.01298966
0.082462053,57358,Brazil,-3.14718,57358,0.413295804,5.011951424
0.089478821,40309,Brazil,-4.95121,40309,0.447815411,5.004708444
0.10744028,63222,China,52.47,63222,0.535142954,4.980841022
0.078897708,53586,Sudan,14.7695,53586,0.392438609,4.974017864
0.080962739,56787,Brazil,-10.3264,56787,0.402494334,4.971352735
0.10616667,52653,India,35.0911,52653,0.527631719,4.969843351
0.085932899,9883,Senegal,15.6418,9883,0.427070539,4.969814169
0.099583338,71253,Russian Federation,53.0152,71253,0.494161003,4.96228599
0.080962743,44748,Brazil,-5.85147,44748,0.401268943,4.956217244
0.126879156,68563,Canada,51.3591,68563,0.628749746,4.955500697
0.081969697,52209,Eritrea,17.3749,52209,0.406086618,4.954106613
0.089972036,56294,Mexico,25.7674,56294,0.445485963,4.951382483
0.087255423,4804,Guyana,3.17995,4804,0.431522397,4.945508052
0.076666666,44824,Sudan,14.7695,44824,0.378151113,4.932405865
0.085930362,61832,Jordan,30.5421,61832,0.423469606,4.92805565
0.093611108,53136,Uzbekistan,40.7776,53136,0.461233438,4.927122944
0.078503991,43275,Niger,15.6418,43275,0.386328149,4.9211275
0.092926224,39487,China,35.0911,39487,0.456717975,4.914844867
0.085357147,60552,Russian Federation,57.6193,60552,0.418372976,4.901440485
0.085357147,72091,Russian Federation,61.704,72091,0.418354801,4.901227556
0.076893938,65471,Libya,27.3827,65471,0.376793458,4.900171168
0.079821019,62824,Saudi Arabia,16.7706,62824,0.390331131,4.890079529
0.085357147,76930,Russian Federation,59.9502,76930,0.417308681,4.888971758
0.077067489,38430,Botswana,-24.0996,38430,0.375447764,4.871675059
0.083334875,54560,Saudi Arabia,26.5779,54560,0.405484075,4.865718884
0.078559085,56619,Congo DRC,-1.33998,56619,0.382153962,4.864541918
0.0801245,55319,Peru,-11.2146,55319,0.389753604,4.864349905
0.093116887,69541,Russian Federation,59.9502,69541,0.452457328,4.859025496
0.088652414,60975,United States,32.0845,60975,0.430204025,4.852705139
0.085357147,78565,Russian Federation,58.0981,78565,0.413746133,4.847234796
0.085357147,52633,Russian Federation,57.6193,52633,0.412968547,4.838125002
0.080032263,39674,Saudi Arabia,26.5646,39674,0.386973767,4.835222103
0.10974622,58345,United States,34.3644,58345,0.526019447,4.793052982
0.099583338,46872,Russian Federation,50.2203,46872,0.477074662,4.790707678
0.09111111,56035,Kazakhstan,46.6353,56035,0.435822355,4.78341615
0.116625025,54559,China,39.3978,54559,0.557574833,4.780919301
0.104444442,49179,Argentina,-42.1049,49179,0.498509409,4.772962538
0.083561549,56996,Brazil,-0.435754,56996,0.398628463,4.770477184
0.099583338,69343,Russian Federation,47.2505,69343,0.473905256,4.758881009
0.099583338,58938,Russian Federation,51.918,58938,0.473889959,4.758727399
0.090803544,59096,Canada,48.4596,59096,0.432011292,4.757647917
0.084199223,43941,Congo DRC,2.27666,43941,0.400359571,4.754908142
0.102752962,70096,China,41.457,70096,0.488084887,4.750080947
0.082207205,56349,Pakistan,25.7674,56349,0.389370788,4.73645574
0.080964744,46649,Mauritania,17.3749,46649,0.38279419,4.727912065
0.0935253,32223,Angola,-15.0503,32223,0.441927459,4.725218299
0.080737079,47033,Congo DRC,4.08244,47033,0.380204077,4.709163147
0.087619677,48299,Brazil,-8.54258,48299,0.412364678,4.706302193
0.085760533,52341,Brazil,-0.435754,52341,0.403114887,4.700470868
0.08371653,54631,Brazil,0.468577,54631,0.39342255,4.699460787
0.08101405,49622,Congo DRC,0.468577,49622,0.380214807,4.693195896
0.099583338,74453,Russian Federation,58.5705,74453,0.461447812,4.633785343
0.094382986,48650,Uganda,-0.435754,48650,0.436878361,4.628782999
0.084323365,52137,Gabon,-1.33998,52137,0.388687686,4.609489742
0.092763756,53473,Argentina,-23.2723,53473,0.42725134,4.605800352
0.08278991,57592,Gabon,-0.435754,57592,0.381289117,4.605502253
0.086154954,51175,Peru,-6.75027,51175,0.396204363,4.598741507
0.100631583,69634,China,53.0152,69634,0.462687989,4.59784071
0.093116887,72212,Russian Federation,61.704,72212,0.426773225,4.583199017
0.089092885,11870,Congo,1.37279,11870,0.40806417,4.58021053
0.090927598,56800,Liberia,7.6799,56800,0.416193688,4.577198751
0.084494736,54483,Botswana,-19.0606,54483,0.38440167,4.549415599
0.090000004,52210,Namibia,-26.5486,52210,0.407245529,4.524950121
0.083636363,62211,Sudan,17.3749,62211,0.37841389,4.524513937
0.088838488,52237,Congo DRC,-1.33998,52237,0.401334963,4.517579847
0.112698142,41969,Brazil,0.468577,41969,0.506937425,4.498187956
0.110468641,39742,Kenya,3.17995,39742,0.495839484,4.488508952
0.099583338,59883,Russian Federation,58.5705,59883,0.446716494,4.485855796
0.084583332,54237,Libya,26.5779,54237,0.378334389,4.472918955
0.093116887,67366,Russian Federation,58.0981,67366,0.415823612,4.465609036
0.098978584,39929,Australia,-24.0996,39929,0.441993563,4.465547446
0.08892584,42843,Congo,-3.14718,42843,0.39699023,4.464284285
0.110033335,47559,Australia,-22.4398,47559,0.49066757,4.459262913
0.101921131,42694,Botswana,-21.6022,42694,0.454035795,4.45477587
0.099583338,77100,Russian Federation,60.3978,77100,0.442989213,4.448427035
0.088509267,53611,Brazil,-7.64738,53611,0.393645398,4.447504892
0.093116887,65038,Russian Federation,59.9502,65038,0.413777432,4.443634719
0.099583338,47528,Russian Federation,59.4966,47528,0.442321063,4.441717579
0.099545739,51662,Morocco,31.3165,51662,0.44207407,4.440914041
0.113809529,52019,Russian Federation,50.7932,52019,0.504203494,4.430239703
0.094439388,61657,Senegal,15.6418,61657,0.418362475,4.429957498
0.088378963,49583,Congo DRC,4.08244,49583,0.388504476,4.395893127
0.092097774,39543,Mozambique,-18.0555,39543,0.404121865,4.387965609
0.094523398,64296,Jordan,28.9746,64296,0.414497737,4.385133689
0.115696921,43975,Bolivia,-12.1,43975,0.504769622,4.362861325
0.099583338,68531,Russian Federation,51.3591,68531,0.433797682,4.356127146
0.09716128,44017,Zimbabwe,-19.9125,44017,0.422534978,4.348800036
0.101291316,51085,Saudi Arabia,19.9433,51085,0.440454238,4.348390912
0.125346993,57412,China,41.457,57412,0.544978889,4.347761968
0.099294151,48339,Congo DRC,-3.14718,48339,0.431528586,4.345961788
0.090378414,48682,Brazil,-0.435754,48682,0.392031718,4.337669811
0.0923575,58303,Brazil,-5.85147,58303,0.400459907,4.335976039
0.092357496,54139,Brazil,-0.435754,54139,0.399853651,4.329411995
0.092667517,42087,Botswana,-24.9215,42087,0.401005871,4.327361777
0.099583338,55931,Russian Federation,62.1276,55931,0.43029447,4.32094845
0.099583338,52353,Russian Federation,60.3978,52353,0.429592967,4.313904069
0.099583338,79297,Russian Federation,60.8392,79297,0.428765674,4.305596525
0.113809529,60237,Russian Federation,55.1279,60237,0.489478758,4.300859184
0.09180775,56801,Brazil,-6.75027,56801,0.394772103,4.29998669
0.099583338,43199,Russian Federation,58.5705,43199,0.42791659,4.297070158
0.090296564,47228,Botswana,-19.9125,47228,0.387527888,4.291723526
0.096315679,51012,Brazil,-3.14718,51012,0.413001606,4.287999735
0.113809529,67030,Russian Federation,52.47,67030,0.486164448,4.271737633
0.091346504,19282,Peru,-3.14718,19282,0.388300123,4.25084821
0.099583338,43303,Russian Federation,59.4966,43303,0.423304398,4.250755262
0.104153175,56121,Angola,-15.6102,56121,0.44214583,4.2451498
0.113809529,64427,Russian Federation,54.6099,64427,0.481656292,4.232126222
0.099583338,46456,Russian Federation,61.2746,46456,0.42121462,4.229770044
0.090910773,54960,Saudi Arabia,26.5779,54960,0.383297025,4.216189263
0.098404715,55884,Brazil,-3.14718,55884,0.41488387,4.216097471
