,FISHNET_ID,COUNTRY.x,CassavaGCO,Latitude,Longitude,CONTINENT,CountyPixelCount,cassava_HgHa,AET_mean,cassava_Fertilizer,Pesticide,GDP_Mean,cassavaGCO,cassavaBinaryGCO,Sim5x,Sim10x,Sim50x,Sim100x,Sim1000x
4303,55948,Thailand,Outside,19.0916,99.8252,Asia,33,13.95717233,778.7142857,39.23496016,209043,2100.510841,Outside,0,69.78586165,139.5717233,38935.71429,1395.717233,13957.17233
4305,55952,Laos,Outside,16.4903,106.993,Asia,46,11.19746026,967.5297619,115.8752882,14,315.3688695,Outside,0,55.9873013,111.9746026,48376.4881,1119.746026,11197.46026
4307,55975,Indonesia,Outside,2.56612,96.1698,Asia,401,13.34634399,1116.991071,23.95461143,11179,813.2904404,Outside,0,66.73171995,133.4634399,55849.55355,1334.634399,13346.34399
4308,55977,Cameroon,Outside,12.1321,14.4853,Africa,60,6.241184361,457.7470238,16.53125541,4548,727.4245291,Outside,0,31.20592181,62.41184361,22887.35119,624.1184361,6241.184361
4309,55980,Mali,Outside,15.6418,-1.6844,Africa,69,5.667333852,275.4821429,3.26407461,365,310.9856809,Outside,0,28.33666926,56.67333852,13774.10715,566.7333852,5667.333852
4310,55990,Brazil,Outside,-12.1,-46.6002,South America,931,14.42285674,799.0208333,56.52048208,976736,3807.754204,Outside,0,72.1142837,144.2285674,39951.04167,1442.285674,14422.85674
4311,55991,Gambia,Outside,13.0159,-16.6536,Africa,10,1.000364855,787.1071429,39.13886408,1530,547.6080794,Outside,0,5.001824275,10.00364855,39355.35715,100.0364855,1000.364855
4312,55992,Sri Lanka,Outside,6.18488,80.8644,Asia,14,8.56000042,1101.535714,95.59902864,11760,865.563779,Outside,0,42.8000021,85.6000042,55076.7857,856.000042,8560.00042
4313,55993,Tanzania,Outside,-10.3264,36.9432,Africa,80,7.590996636,693.9553571,3.355877277,55,387.1450508,Outside,0,37.95498318,75.90996636,34697.76786,759.0996636,7590.996636
4314,55997,Mali,Outside,19.0916,1.90886,Africa,69,0.073472222,108.889881,0.739221752,365,310.9856809,Outside,0,0.36736111,0.73472222,5444.49405,7.3472222,73.472222
4315,56002,China,Outside,34.3494,109.707,Asia,1387,16.03000069,589.5744048,134.9344377,8940649,990.4634249,Outside,0,80.15000345,160.3000069,29478.72024,1603.000069,16030.00069
4316,56012,Angola,Outside,-16.4788,20.7735,Africa,165,5.797651381,563.797619,5.295013695,280,609.3283481,Outside,0,28.98825691,57.97651381,28189.88095,579.7651381,5797.651381
4319,56017,Brazil,Outside,-14.7378,-58.2783,South America,931,16.97954062,881.4017857,84.91220751,976736,3807.754204,Outside,0,84.8977031,169.7954062,44070.08929,1697.954062,16979.54062
4320,56020,Zambia,Outside,-14.7378,27.96,Africa,57,4.669091095,643.422619,5.306945963,11690,384.138496,Outside,0,23.34545548,46.69091095,32171.13095,466.9091095,4669.091095
4321,56026,Congo DRC,Outside,-5.85147,26.1634,Africa,225,7.273458703,733.3809524,10.82712678,0,183.9673847,Outside,0,36.36729352,72.73458703,36669.04762,727.3458703,7273.458703
4322,56040,Tanzania,Outside,-4.95121,36.9432,Africa,80,7.170908841,472.4404762,5.496251978,55,387.1450508,Outside,0,35.85454421,71.70908841,23622.02381,717.0908841,7170.908841
4323,56044,Indonesia,Outside,-6.75027,107.012,Asia,401,13.74539186,975.6428571,88.86346866,11179,813.2904404,Outside,0,68.7269593,137.4539186,48782.14286,1374.539186,13745.39186
4324,56045,Brazil,Outside,-9.43566,-36.7187,South America,931,10.15483141,554.7410714,141.4571916,976736,3807.754204,Outside,0,50.77415705,101.5483141,27737.05357,1015.483141,10154.83141
4325,56050,India,Outside,17.3749,79.164,Asia,312,9.431106567,583.7827381,29.87267074,320037,454.770298,Outside,0,47.15553284,94.31106567,29189.13691,943.1106567,9431.106567
4326,56053,Mexico,Outside,16.5492,-94.1906,North America,52,1.825971603,850.5277778,60.50665374,157693,6614.061792,Outside,0,9.129858015,18.25971603,42526.38889,182.5971603,1825.971603
4327,56071,Kenya,Outside,-0.435754,40.5364,Africa,83,8.239999771,329.2291667,4.984953725,19074,419.8013152,Outside,0,41.19999886,82.39999771,16461.45834,823.9999771,8239.999771
4328,56073,India,Outside,26.5779,94.4353,Asia,312,13.02637111,748.8035714,17.69175211,320037,454.770298,Outside,0,65.13185555,130.2637111,37440.17857,1302.637111,13026.37111
4329,56075,Mexico,Outside,18.2354,-99.6008,North America,52,7.705653509,737.8869048,81.52170788,157693,6614.061792,Outside,0,38.52826755,77.05653509,36894.34524,770.5653509,7705.653509
4330,56078,Indonesia,Outside,-2.25642,104.293,Asia,401,12.07762664,1013.050595,70.80330061,11179,813.2904404,Outside,0,60.3881332,120.7762664,50652.52975,1207.762664,12077.62664
4331,56081,Congo DRC,Outside,-4.95121,26.1634,Africa,225,5.077339776,803.8333333,14.18324159,0,183.9673847,Outside,0,25.38669888,50.77339776,40191.66667,507.7339776,5077.339776
4332,56082,Congo DRC,Outside,4.08244,18.9768,Africa,225,6.787311042,962.1696429,6.451799092,0,183.9673847,Outside,0,33.93655521,67.87311042,48108.48215,678.7311042,6787.311042
4333,56083,China,Outside,24.9512,111.503,Asia,1387,16.03000069,792.7529762,117.5413271,8940649,990.4634249,Outside,0,80.15000345,160.3000069,39637.64881,1603.000069,16030.00069
4334,56096,Sri Lanka,Outside,9.21018,80.6744,Asia,14,8.56000042,812.625,54.19980843,11760,865.563779,Outside,0,42.8000021,85.6000042,40631.25,856.000042,8560.00042
4335,56097,Brazil,Outside,-6.75027,-45.7019,South America,931,4.0150428,832.4107143,99.88935858,976736,3807.754204,Outside,0,20.075214,40.150428,41620.53572,401.50428,4015.0428
4336,56098,Laos,Outside,20.7904,100.724,Asia,46,7.8998324,914.5922619,17.60822898,14,315.3688695,Outside,0,39.499162,78.998324,45729.6131,789.98324,7899.8324
4337,56100,China,Outside,37.8733,118.625,Asia,1387,16.03000069,515.0952381,150.2497347,8940649,990.4634249,Outside,0,80.15000345,160.3000069,25754.76191,1603.000069,16030.00069
4338,56101,Burkina Faso,Outside,13.0145,-3.48104,Africa,45,2.901166967,591.047619,6.574059218,483,281.7270837,Outside,0,14.50583484,29.01166967,29552.38095,290.1166967,2901.166967
4339,56102,Indonesia,Outside,-2.24225,101.623,Asia,401,11.22870212,904.9672619,55.47651416,11179,813.2904404,Outside,0,56.1435106,112.2870212,45248.3631,1122.870212,11228.70212
4340,56107,Nigeria,Outside,12.1321,13.587,Africa,77,6.705741304,490.9315476,4.959564622,0,591.8145957,Outside,0,33.52870652,67.05741304,24546.57738,670.5741304,6705.741304
4341,56115,Philippines,Outside,7.12883,126.416,Asia,83,5.252000809,1007.119048,7.914109543,119544,1047.062049,Outside,0,26.26000405,52.52000809,50355.9524,525.2000809,5252.000809
4342,56118,Angola,Outside,-9.42045,13.6106,Africa,165,5.785190706,492.7589286,4.149975326,280,609.3283481,Outside,0,28.92595353,57.85190706,24637.94643,578.5190706,5785.190706
4343,56119,Malaysia,Outside,5.22724,119.458,Asia,52,4.532793919,1054.611111,34.9304871,275842,3996.933255,Outside,0,22.6639696,45.32793919,52730.55555,453.2793919,4532.793919
4344,56121,Angola,Outside,-15.6102,12.6886,Africa,165,2.758105997,337.5505952,13.88648741,280,609.3283481,Outside,0,13.79052999,27.58105997,16877.52976,275.8105997,2758.105997
4345,56123,Indonesia,Outside,-2.08417,136.123,Asia,401,11.14668846,1140.065476,21.94008735,11179,813.2904404,Outside,0,55.7334423,111.4668846,57003.2738,1114.668846,11146.68846
4346,56126,Indonesia,Outside,0.468577,110.605,Asia,401,9.444369475,1066.833333,47.77606187,11179,813.2904404,Outside,0,47.22184738,94.44369475,53341.66665,944.4369475,9444.369475
4347,56128,Ecuador,Outside,-3.17746,-79.7753,South America,46,3.260003527,510.452381,44.13037387,100557,2023.86319,Outside,0,16.30001764,32.60003527,25522.61905,326.0003527,3260.003527
4349,56130,Costa Rica,Outside,10.2739,-83.5849,North America,15,2.190351281,1064.327381,85.97600187,88918,3782.925323,Outside,0,10.95175641,21.90351281,53216.36905,219.0351281,2190.351281
4351,56139,Indonesia,Outside,2.80838,95.8896,Asia,401,13.34634399,1115.904762,23.7723431,11179,813.2904404,Outside,0,66.73171995,133.4634399,55795.2381,1334.634399,13346.34399
4353,56141,Congo DRC,Outside,-6.75027,30.6549,Africa,225,7.180550562,668.6666667,5.016530069,0,183.9673847,Outside,0,35.90275281,71.80550562,33433.33334,718.0550562,7180.550562
4355,56148,Indonesia,Outside,0.255833,119.939,Asia,401,11.70821611,964.1666667,28.77208216,11179,813.2904404,Outside,0,58.54108055,117.0821611,48208.33334,1170.821611,11708.21611
4356,56152,India,Outside,12.1321,76.469,Asia,312,12.11008504,786.9553571,35.19867065,320037,454.770298,Outside,0,60.5504252,121.1008504,39347.76786,1211.008504,12110.08504
4357,56156,Congo,Outside,-3.14718,13.587,Africa,49,0.296418018,746.1369048,134.9931408,70,868.7949098,Outside,0,1.48209009,2.96418018,37306.84524,29.6418018,296.418018
4358,56158,India,Outside,24.9512,90.8421,Asia,312,1.868087848,869.2678571,42.46728674,320037,454.770298,Outside,0,9.34043924,18.68087848,43463.39286,186.8087848,1868.087848
4359,56162,Kenya,Outside,-1.33998,36.9432,Africa,83,7.563956413,559.3184524,42.93645901,19074,419.8013152,Outside,0,37.81978207,75.63956413,27965.92262,756.3956413,7563.956413
4360,56163,China,Outside,24.2298,117.657,Asia,1387,15.57200067,827.4880952,134.1713831,8940649,990.4634249,Outside,0,77.86000335,155.7200067,41374.40476,1557.200067,15572.00067
4361,56173,Brazil,Outside,-14.7378,-50.1934,South America,931,13.94480138,785.8095238,87.20026571,976736,3807.754204,Outside,0,69.7240069,139.4480138,39290.47619,1394.480138,13944.80138
4362,56174,El Salvador,Outside,13.9497,-89.689,North America,7,6.214965933,921.6666667,35.10430294,18892,2000.465422,Outside,0,31.07482967,62.14965933,46083.33334,621.4965933,6214.965933
4363,56175,India,Outside,27.3827,76.469,Asia,312,4.301908016,426.8958333,19.79210674,320037,454.770298,Outside,0,21.50954008,43.01908016,21344.79167,430.1908016,4301.908016
4364,56177,Congo DRC,Outside,4.98391,19.8752,Africa,225,5.63838073,959.4702381,20.14056713,0,183.9673847,Outside,0,28.19190365,56.3838073,47973.51191,563.838073,5638.38073
4365,56180,Indonesia,Outside,-4.66575,121.679,Asia,401,12.05406262,1015.440476,170.2449086,11179,813.2904404,Outside,0,60.2703131,120.5406262,50772.0238,1205.406262,12054.06262
4367,56186,China,Outside,24.1295,99.8252,Asia,1387,6.507912874,785.0416667,112.4909595,8940649,990.4634249,Outside,0,32.53956437,65.07912874,39252.08334,650.7912874,6507.912874
4372,56220,China,Outside,42.1292,116.893,Asia,1387,16.03000069,306.2410714,136.806776,8940649,990.4634249,Outside,0,80.15000345,160.3000069,15312.05357,1603.000069,16030.00069
4373,56224,China,Outside,41.457,97.1303,Asia,1387,0.485757597,120.5892857,51.90882569,8940649,990.4634249,Outside,0,2.428787985,4.85757597,6029.464285,48.5757597,485.757597
4374,56225,Mexico,Outside,16.673,-98.6314,North America,52,5.469219804,939.5952381,70.50957625,157693,6614.061792,Outside,0,27.34609902,54.69219804,46979.76191,546.9219804,5469.219804
4375,56229,China,Outside,43.4523,93.537,Asia,1387,14.2488895,17.08333333,143.6689033,8940649,990.4634249,Outside,0,71.2444475,142.488895,854.1666665,1424.88895,14248.8895
4376,56233,Kenya,Outside,4.08244,42.333,Africa,83,0.114444441,220.3005952,0.887583241,19074,419.8013152,Outside,0,0.572222205,1.14444441,11015.02976,11.4444441,114.444441
4377,56239,Colombia,Outside,11.0538,-73.5378,South America,119,8.892074451,890.2083333,51.13063634,476933,2463.075323,Outside,0,44.46037226,88.92074451,44510.41667,889.2074451,8892.074451
4378,56241,India,Outside,14.7695,79.164,Asia,312,9.300118976,569.0059524,29.84279739,320037,454.770298,Outside,0,46.50059488,93.00118976,28450.29762,930.0118976,9300.118976
4379,56249,Indonesia,Outside,-2.24832,133.904,Asia,401,11.98536115,1030.470238,28.49064773,11179,813.2904404,Outside,0,59.92680575,119.8536115,51523.5119,1198.536115,11985.36115
4380,56250,Brazil,Outside,-14.7378,-59.1766,South America,931,12.62155049,898.047619,82.37133355,976736,3807.754204,Outside,0,63.10775245,126.2155049,44902.38095,1262.155049,12621.55049
4383,56266,Gabon,Outside,-0.435754,9.99369,Africa,27,1.244232489,869.4345238,27.32260476,0,4221.065231,Outside,0,6.221162445,12.44232489,43471.72619,124.4232489,1244.232489
4384,56273,Congo DRC,Outside,4.08244,24.3667,Africa,225,0.681108417,899.2440476,99.59443822,0,183.9673847,Outside,0,3.405542085,6.81108417,44962.20238,68.1108417,681.108417
4385,56274,Nigeria,Outside,10.3587,8.19706,Africa,77,7.144739747,778.9017857,37.31333985,0,591.8145957,Outside,0,35.72369874,71.44739747,38945.08929,714.4739747,7144.739747
4387,56284,China,Outside,28.9746,116.893,Asia,1387,15.78712189,792.5208333,106.4108202,8940649,990.4634249,Outside,0,78.93560945,157.8712189,39626.04167,1578.712189,15787.12189
4388,56286,Colombia,Outside,5.88412,-69.0581,South America,119,1.861608538,986.6309524,50.92928364,476933,2463.075323,Outside,0,9.30804269,18.61608538,49331.54762,186.1608538,1861.608538
4389,56288,India,Outside,29.7614,75.5707,Asia,312,4.301908016,262.8869048,23.90891808,320037,454.770298,Outside,0,21.50954008,43.01908016,13144.34524,430.1908016,4301.908016
4390,56290,Honduras,Outside,15.4991,-87.0294,North America,16,4.318475084,997.6815476,22.50085713,22555,1063.386738,Outside,0,21.59237542,43.18475084,49884.07738,431.8475084,4318.475084
4391,56293,Angola,Outside,-14.7378,19.8752,Africa,165,6.810833176,692.922619,3.768945583,280,609.3283481,Outside,0,34.05416588,68.10833176,34646.13095,681.0833176,6810.833176
4392,56296,China,Outside,28.3652,121.214,Asia,1387,15.58472289,829.4285714,89.51784119,8940649,990.4634249,Outside,0,77.92361445,155.8472289,41471.42857,1558.472289,15584.72289
4393,56301,Angola,Outside,-9.43566,18.9768,Africa,165,4.927047571,811.5089286,4.365393606,280,609.3283481,Outside,0,24.63523786,49.27047571,40575.44643,492.7047571,4927.047571
4394,56302,China,Outside,40.0912,115.097,Asia,1387,16.03000069,368.9583333,155.6237003,8940649,990.4634249,Outside,0,80.15000345,160.3000069,18447.91667,1603.000069,16030.00069
4395,56304,Philippines,Outside,18.1523,120.728,Asia,83,5.429229083,982.5297619,10.63472816,119544,1047.062049,Outside,0,27.14614542,54.29229083,49126.4881,542.9229083,5429.229083
4396,56306,China,Outside,34.3494,111.503,Asia,1387,16.03000069,634.4553571,162.2442676,8940649,990.4634249,Outside,0,80.15000345,160.3000069,31722.76786,1603.000069,16030.00069
4398,56313,Brazil,Outside,-5.85147,-43.0069,South America,931,6.652499265,716.8303571,153.6531979,976736,3807.754204,Outside,0,33.26249633,66.52499265,35841.51786,665.2499265,6652.499265
4399,56318,Brazil,Outside,-5.20816,-36.7643,South America,931,6.154815577,468.172619,84.35803185,976736,3807.754204,Outside,0,30.77407789,61.54815577,23408.63095,615.4815577,6154.815577
4400,56325,Indonesia,Outside,-3.16054,120.24,Asia,401,9.960683954,906.2571429,52.92179786,11179,813.2904404,Outside,0,49.80341977,99.60683954,45312.85715,996.0683954,9960.683954
4401,56327,Congo DRC,Outside,-2.24386,24.3667,Africa,225,1.146943526,873.0952381,32.50606907,0,183.9673847,Outside,0,5.73471763,11.46943526,43654.76191,114.6943526,1146.943526
4402,56328,Congo DRC,Outside,-11.2146,27.0617,Africa,225,6.720632997,612.8779762,4.895918325,0,183.9673847,Outside,0,33.60316499,67.20632997,30643.89881,672.0632997,6720.632997
4403,56332,Zambia,Outside,-13.8618,26.1634,Africa,57,0.902883139,704.1934524,5.611136693,11690,384.138496,Outside,0,4.514415695,9.02883139,35209.67262,90.2883139,902.883139
4404,56333,India,Outside,13.8937,76.469,Asia,312,11.10198201,586.2529762,29.45369384,320037,454.770298,Outside,0,55.50991005,111.0198201,29312.64881,1110.198201,11101.98201
4405,56346,Gabon,Outside,-1.33998,11.7903,Africa,27,0.106993263,794.6636905,132.4230219,0,4221.065231,Outside,0,0.534966315,1.06993263,39733.18453,10.6993263,106.993263
4407,56375,Mexico,Outside,18.2149,-92.4001,North America,52,11.08844828,1137.857143,75.43181818,157693,6614.061792,Outside,0,55.4422414,110.8844828,56892.85715,1108.844828,11088.44828
4408,56379,Indonesia,Outside,-4.0497,137.554,Asia,401,7.788606657,1031.818452,35.16443762,11179,813.2904404,Outside,0,38.94303329,77.88606657,51590.9226,778.8606657,7788.606657
4409,56380,Congo DRC,Outside,0.468577,28.8583,Africa,225,0.289715062,989.0416667,198.0600847,0,183.9673847,Outside,0,1.44857531,2.89715062,49452.08334,28.9715062,289.715062
4410,56381,Brazil,Outside,-11.2146,-39.4136,South America,931,9.009568352,426.5327381,81.96470873,976736,3807.754204,Outside,0,45.04784176,90.09568352,21326.63691,900.9568352,9009.568352
4411,56390,Indonesia,Outside,-8.63861,119.777,Asia,401,11.65529367,928.1309524,18.43437113,11179,813.2904404,Outside,0,58.27646835,116.5529367,46406.54762,1165.529367,11655.29367
4412,56391,Chad,Outside,14.7695,20.7735,Africa,48,0.589978993,232.6994048,1.78116496,294,213.7190138,Outside,0,2.949894965,5.89978993,11634.97024,58.9978993,589.978993
4413,56398,Indonesia,Outside,-7.50654,109.736,Asia,401,14.29511116,986.2857143,91.10147645,11179,813.2904404,Outside,0,71.4755558,142.9511116,49314.28572,1429.511116,14295.11116
4414,56408,Ghana,Outside,8.57503,0.112226,Africa,24,9.660770039,883.1964286,13.27458489,1281,343.2179614,Outside,0,48.3038502,96.60770039,44159.82143,966.0770039,9660.770039
4415,56412,China,Outside,40.0912,80.9606,Asia,1387,3.351727416,28.00595238,143.9337748,8940649,990.4634249,Outside,0,16.75863708,33.51727416,1400.297619,335.1727416,3351.727416
4416,56431,Eritrea,Outside,17.3326,38.6122,Africa,6,0.039550562,209.4583333,1.975754487,182,316.0033745,Outside,0,0.19775281,0.39550562,10472.91667,3.9550562,39.550562
4418,56447,Philippines,Outside,6.22088,124.366,Asia,83,9.871513796,1008.910714,9.727681873,119544,1047.062049,Outside,0,49.35756898,98.71513796,50445.5357,987.1513796,9871.513796
4419,56448,Tanzania,Outside,-4.0497,32.4516,Africa,80,4.876098618,684.9136905,27.76994664,55,387.1450508,Outside,0,24.38049309,48.76098618,34245.68453,487.6098618,4876.098618
4421,56456,China,Outside,24.1295,106.113,Asia,1387,7.688040733,777.8214286,119.8781562,8940649,990.4634249,Outside,0,38.44020367,76.88040733,38891.07143,768.8040733,7688.040733
4422,56459,Peru,Outside,-7.41142,-79.4855,South America,147,7.850555473,25.64285714,28.66782997,16571,2065.427423,Outside,0,39.25277737,78.50555473,1282.142857,785.0555473,7850.555473
4423,56462,Thailand,Outside,16.5103,103.418,Asia,33,15.86229634,917.577381,56.20585276,209043,2100.510841,Outside,0,79.3114817,158.6229634,45878.86905,1586.229634,15862.29634
4424,56467,China,Outside,45.3835,88.1471,Asia,1387,0.742129661,50.63095238,143.7955224,8940649,990.4634249,Outside,0,3.710648305,7.42129661,2531.547619,74.2129661,742.129661
4425,56472,India,Outside,26.5779,92.6387,Asia,312,6.632108688,784.1547619,17.07362195,320037,454.770298,Outside,0,33.16054344,66.32108688,39207.7381,663.2108688,6632.108688
4426,56478,Ethiopia,Outside,9.46803,34.2482,Africa,19,0.53333333,641.4404762,3.563730779,4329,123.2732893,Outside,0,2.66666665,5.3333333,32072.02381,53.333333,533.33333
4427,56481,Indonesia,Outside,-1.28632,100.837,Asia,401,12.65386237,961.7767857,56.44729093,11179,813.2904404,Outside,0,63.26931185,126.5386237,48088.83929,1265.386237,12653.86237
4428,56486,China,Outside,28.9746,117.792,Asia,1387,13.91033117,794.610119,114.5187322,8940649,990.4634249,Outside,0,69.55165585,139.1033117,39730.50595,1391.033117,13910.33117
4429,56487,China,Outside,42.7943,113.3,Asia,1387,15.70616229,294.9821429,109.545356,8940649,990.4634249,Outside,0,78.53081145,157.0616229,14749.10715,1570.616229,15706.16229
4430,56488,China,Outside,32.0845,109.707,Asia,1387,15.30136429,682.2470238,161.8199884,8940649,990.4634249,Outside,0,76.50682145,153.0136429,34112.35119,1530.136429,15301.36429
4432,56492,China,Outside,35.0911,118.69,Asia,1387,16.03000069,603.2589286,184.8407987,8940649,990.4634249,Outside,0,80.15000345,160.3000069,30162.94643,1603.000069,16030.00069
4433,56504,China,Outside,46.6353,124.08,Asia,1387,16.03000069,439.5833333,103.5966009,8940649,990.4634249,Outside,0,80.15000345,160.3000069,21979.16667,1603.000069,16030.00069
4434,56505,Congo DRC,Outside,-5.85147,25.2651,Africa,225,7.644819826,728.1875,7.532433556,0,183.9673847,Outside,0,38.22409913,76.44819826,36409.375,764.4819826,7644.819826
4435,56508,Sudan,Outside,19.0916,30.6549,Africa,87,0.097777777,18.36607143,1.909357509,5286,387.7801545,Outside,0,0.488888885,0.97777777,918.3035715,9.7777777,97.777777
4436,56509,Colombia,Outside,7.6799,-75.3463,South America,119,14.56770444,1086.642857,86.70474561,476933,2463.075323,Outside,0,72.8385222,145.6770444,54332.14285,1456.770444,14567.70444
4437,56514,Indonesia,Outside,0.605563,117.557,Asia,401,12.33907275,1034.988095,30.71545745,11179,813.2904404,Outside,0,61.69536375,123.3907275,51749.40475,1233.907275,12339.07275
4438,56524,Indonesia,Outside,-4.85624,137.608,Asia,401,6.322783734,1140.952381,31.62162538,11179,813.2904404,Outside,0,31.61391867,63.22783734,57047.61905,632.2783734,6322.783734
4439,56530,Uganda,Outside,1.37279,33.3499,Africa,14,10.14213584,911.0386905,38.75301147,616,262.4287747,Outside,0,50.7106792,101.4213584,45551.93453,1014.213584,10142.13584
4440,56534,Ecuador,Outside,-1.33998,-78.9395,South America,46,5.306002142,612.0386905,22.06433052,100557,2023.86319,Outside,0,26.53001071,53.06002142,30601.93453,530.6002142,5306.002142
4441,56536,Mexico,Outside,18.2354,-100.499,North America,52,4.51405238,775.4910714,68.44732394,157693,6614.061792,Outside,0,22.5702619,45.1405238,38774.55357,451.405238,4514.05238
4442,56537,Mali,Outside,15.6418,-10.6676,Africa,69,2.680472345,354.8720238,3.089634887,365,310.9856809,Outside,0,13.40236173,26.80472345,17743.60119,268.0472345,2680.472345
4443,56545,Brazil,Outside,-4.99758,-37.6525,South America,931,7.501369409,553.4880952,91.48993177,976736,3807.754204,Outside,0,37.50684705,75.01369409,27674.40476,750.1369409,7501.369409
4445,56555,Mali,Outside,14.7695,-12.4642,Africa,69,1.165640448,523.7380952,3.583113343,365,310.9856809,Outside,0,5.82820224,11.65640448,26186.90476,116.5640448,1165.640448
4446,56559,Brazil,Outside,-4.0497,-44.8035,South America,931,6.69329933,872.0119048,126.6650783,976736,3807.754204,Outside,0,33.46649665,66.9329933,43600.59524,669.329933,6693.29933
4447,56560,Kenya,Outside,4.08244,40.5364,Africa,83,4.55696957,288.2946429,3.391804548,19074,419.8013152,Outside,0,22.78484785,45.5696957,14414.73215,455.696957,4556.96957
4448,56564,Cameroon,Outside,7.6799,15.3836,Africa,60,6.784199785,737.8214286,38.90788957,4548,727.4245291,Outside,0,33.92099893,67.84199785,36891.07143,678.4199785,6784.199785
4449,56566,China,Outside,35.0911,95.3336,Asia,1387,16.03000069,210.6845238,108.4631902,8940649,990.4634249,Outside,0,80.15000345,160.3000069,10534.22619,1603.000069,16030.00069
4450,56571,China,Outside,25.7674,114.198,Asia,1387,16.03000069,763.9464286,114.2732931,8940649,990.4634249,Outside,0,80.15000345,160.3000069,38197.32143,1603.000069,16030.00069
4451,56581,Papua New Guinea,Outside,-5.47361,151.783,Oceania,81,10.61999989,1129.696429,4.425399035,735,624.4987408,Outside,0,53.09999945,106.1999989,56484.82145,1061.999989,10619.99989
4452,56582,Ethiopia,Outside,11.2468,35.1465,Africa,19,0.415555553,683.0029762,3.524165845,4329,123.2732893,Outside,0,2.077777765,4.15555553,34150.14881,41.5555553,415.555553
4453,56589,Congo DRC,Outside,1.37279,27.96,Africa,225,0.297210946,1037,23.57201609,0,183.9673847,Outside,0,1.48605473,2.97210946,51850,29.7210946,297.210946
4454,56592,Indonesia,Outside,-7.14817,131.856,Asia,401,13.08132553,990.0833333,18.83118574,11179,813.2904404,Outside,0,65.40662765,130.8132553,49504.16667,1308.132553,13081.32553
4455,56595,Indonesia,Outside,-0.323702,104.505,Asia,401,4.950550079,1064.880952,22.19096238,11179,813.2904404,Outside,0,24.7527504,49.50550079,53244.0476,495.0550079,4950.550079
4456,56596,Sri Lanka,Outside,7.67988,80.9606,Asia,14,8.56000042,1009.16369,87.1309033,11760,865.563779,Outside,0,42.8000021,85.6000042,50458.1845,856.000042,8560.00042
4457,56601,China,Outside,33.601,81.8589,Asia,1387,12.02250051,123.625,0.934811244,8940649,990.4634249,Outside,0,60.11250255,120.2250051,6181.25,1202.250051,12022.50051
4458,56603,Indonesia,Outside,-3.14718,105.215,Asia,401,11.69342981,1030.916667,109.3564987,11179,813.2904404,Outside,0,58.46714905,116.9342981,51545.83335,1169.342981,11693.42981
4459,56607,Indonesia,Outside,1.56242,103.502,Asia,401,4.850548762,1044.127976,76.17529091,11179,813.2904404,Outside,0,24.25274381,48.50548762,52206.3988,485.0548762,4850.548762
4460,56610,Brazil,Outside,-4.95121,-42.1086,South America,931,5.622017617,747.1607143,155.9515232,976736,3807.754204,Outside,0,28.11008809,56.22017617,37358.03572,562.2017617,5622.017617
4461,56612,India,Outside,17.7251,83.2783,Asia,312,9.431106567,731.8571429,22.47820813,320037,454.770298,Outside,0,47.15553284,94.31106567,36592.85715,943.1106567,9431.106567
4462,56613,Ghana,Outside,7.6799,1.01054,Africa,24,6.230111741,836.7261905,25.87620367,1281,343.2179614,Outside,0,31.15055871,62.30111741,41836.30953,623.0111741,6230.111741
4463,56616,China,Outside,21.7035,109.746,Asia,1387,10.26224895,933.3511905,114.9908354,8940649,990.4634249,Outside,0,51.31124475,102.6224895,46667.55953,1026.224895,10262.24895
4464,56617,Angola,Outside,-5.85146,13.5872,Africa,165,2.346743777,664.2797619,11.33748928,280,609.3283481,Outside,0,11.73371889,23.46743777,33213.9881,234.6743777,2346.743777
4465,56619,Congo DRC,Outside,-1.33998,27.96,Africa,225,0.58695519,920.8511905,115.0210575,0,183.9673847,Outside,0,2.93477595,5.8695519,46042.55953,58.695519,586.95519
4466,56623,China,Outside,26.5779,100.724,Asia,1387,11.41837686,594.9345238,112.4323486,8940649,990.4634249,Outside,0,57.0918843,114.1837686,29746.72619,1141.837686,11418.37686
4467,56624,China,Outside,40.7776,113.3,Asia,1387,16.03000069,342.3333333,109.1640871,8940649,990.4634249,Outside,0,80.15000345,160.3000069,17116.66667,1603.000069,16030.00069
4468,56629,Kenya,Outside,2.27666,36.0448,Africa,83,1.256063613,217.7708333,15.13614045,19074,419.8013152,Outside,0,6.280318065,12.56063613,10888.54167,125.6063613,1256.063613
4469,56633,Peru,Outside,-11.9825,-76.8964,South America,147,3.076415062,157.7857143,28.15454473,16571,2065.427423,Outside,0,15.38207531,30.76415062,7889.285715,307.6415062,3076.415062
4470,56634,Chad,Outside,13.0145,13.587,Africa,48,4.44470289,347.6607143,4.755576375,294,213.7190138,Outside,0,22.22351445,44.4470289,17383.03572,444.470289,4444.70289
4471,56640,Congo DRC,Outside,-8.54258,27.96,Africa,225,7.004461769,694.6488095,4.646547612,0,183.9673847,Outside,0,35.02230885,70.04461769,34732.44048,700.4461769,7004.461769
4472,56648,China,Outside,30.5923,120.456,Asia,1387,15.46754452,771.0595238,111.2427362,8940649,990.4634249,Outside,0,77.3377226,154.6754452,38552.97619,1546.754452,15467.54452
