"","x"
"1",0.0338226476982695
"2",0.0225144315679349
"3",0.0157709856293466
"4",-0.273217539252391
"5",-0.0543916698654022
"6",-0.0543916698654022
"7",-0.00467066849053421
"8",0.066693139891983
"9",-0.00739785374331126
"10",-0.0695304182041905
"11",0.0389572932194736
"12",0.0389572932194736
"13",0.00619240659875953
"14",-0.245323663230376
"15",0.0240645437825422
"16",0.00596639532049847
"17",0.00709333877450535
"18",0.0140372656518111
"19",0.0422387185658439
"20",-0.00780684516200969
"21",-0.0446424647821059
"22",0.024090831434999
"23",0.0730847087133575
"24",0.048704497302968
"25",0.0202554417365968
"26",0.00961527261173178
"27",0.000904976322217976
"28",0.000904976322217976
"29",0.00150904170468436
"30",0.0511356682179978
"31",0.0561923653432725
"32",-0.0881063406896565
"33",0.0051179352903159
"34",-0.00129521146407185
"35",0.0162391417728709
"36",0.00533673663601975
"37",0.00138915979368603
"38",0.00138915979368603
"39",0.0230433156825922
"40",0.00585065157938924
"41",0.0385461553856503
"42",0.0385461553856503
"43",-0.00782065054647163
"44",0.0440339662510549
"45",0.00491671269680138
"46",-0.030678996416057
"47",-0.0130000522574356
"48",0.00606668695984003
"49",0.0216442305475042
"50",0.0299426681641058
"51",0.0261041333098868
"52",0.0854731288018402
"53",-0.00893687977916768
"54",0.00155494458278149
"55",0.0688347366877524
"56",-0.0152101439077472
"57",0.0135183377433719
"58",-0.0971001921179657
"59",-0.0137316929575604
"60",0.0201829667012381
"61",0.0128051631458392
"62",-0.0203441336139878
"63",-0.0032168901780929
"64",0.01809646325319
"65",0.0290265756910525
"66",-0.00528089729990944
"67",-0.168526651773531
"68",-0.0817405504218227
"69",-0.0138142344638074
"70",-0.238504264041743
"71",0.0227026379909838
"72",0.0787846312351792
"73",0.0500922849890961
"74",-0.0656969060487015
"75",-0.0656969060487015
"76",-0.0797786422399307
"77",0.0543014995632163
"78",-0.0324740096558342
"79",0.0287088940648526
"80",-0.0212918603851615
"81",0.0102758306043826
"82",0.0696724662157302
"83",0.0533990840733156
"84",-0.0203967622955961
"85",0.0529740683562894
"86",0.0529740683562894
"87",0.0123115965163511
"88",0.0197954623054948
"89",0.0011152098607361
"90",-0.164940895179892
"91",-0.033950634817119
"92",-0.0211644623124589
"93",-0.00166674389239918
"94",0.0458045835697813
"95",-0.00196252142400988
"96",-0.0141776564410439
"97",-0.00133339447910197
"98",0.0189820717381431
"99",-0.0229719764738252
"100",0.0690081968625483
"101",0.0174722975291348
"102",0.0365708083947525
"103",0.0414220815743509
"104",-0.0631873363527511
"105",0.0259726204520954
"106",0.0239441841282358
"107",-0.00981179912252306
"108",-0.0541468938093645
"109",0.0470415027731272
"110",-0.185651036778215
"111",0.0292647873334554
"112",-0.0494512659214916
"113",-0.00580903947330946
"114",-0.0214291651199465
"115",-0.0214291651199465
"116",0.0271961129600384
"117",0.00904143407275437
"118",0.0182675477868524
"119",0.0915223311230722
"120",0.0309321196847727
"121",-0.0555326514484554
"122",-0.0194703612178416
"123",-0.00783057172679991
"124",-0.00546107849122135
"125",0.0431777607218473
"126",-0.00107277979915721
"127",-0.0548093163174753
"128",-0.070397213455573
"129",0.0582574018443576
"130",0.000664231308341701
"131",0.0464344586717151
"132",0.0813624906528934
"133",-0.0890556333074681
"134",-0.00655344905335664
"135",0.0291867831936845
"136",0.0241207122844052
"137",0.0241207122844052
"138",-0.0178059330864688
"139",-0.073781609552502
"140",0.0278754806680035
"141",-0.00283250907005161
"142",0.0256416342231247
"143",0.0385965508018147
"144",-0.0279205986253636
"145",-0.108521914336284
"146",0.00629777709011714
"147",-0.00123242592854167
"148",-0.0157075482738454
"149",-0.0144604292292719
"150",0.0181494859049749
"151",0.013379377847992
"152",-0.00178354406409709
"153",0.0273138149577394
"154",-0.0206252736347737
"155",-0.0284171389371803
"156",0.00119101469629013
"157",-0.00243322682950176
"158",0.0312427969026883
"159",0.00497661676692296
"160",0.000215210849768832
"161",-0.038207360738039
"162",-0.00791828996425137
"163",-0.00591421039363738
"164",-0.00591421039363738
"165",0.0460829090454244
"166",0.00670211993645586
"167",-0.00299153710581335
"168",0.0661123222557558
"169",0.00913588339546245
"170",-0.000193673956272677
"171",-0.0411559798880463
"172",0.0051296492332995
"173",0.00264882064631011
"174",0.0346515460219192
"175",0.00472029023656839
"176",-0.0151712104424313
"177",-0.0707195085433869
"178",-0.014847127787365
"179",0.0142750146943667
"180",0.042323890953474
"181",0.0140119281147373
"182",-0.00563357632731543
"183",0.0606508154242262
"184",-0.00920205537739127
"185",0.0340441221956673
"186",0.00157383289358304
"187",0.0269028523672095
"188",0.0162421274727562
"189",-0.0054678372782585
"190",0.0198460663428363
"191",-0.0127453195926177
"192",-0.00631424576263118
"193",0.00892412090292483
"194",0.0216018512975429
"195",0.00143211297810075
"196",0.00802903397325405
"197",-0.00262317088537922
"198",0.00380076568228471
"199",0.00380076568228471
"200",0.0490329929919423
"201",0.00186910331641954
"202",0.000495161840884495
"203",0.0169178067972904
"204",-0.035533659889986
"205",0.0690083201818923
"206",0.04359461467152
"207",0.00684929264477097
"208",-0.00676785226840781
"209",0.0285123904823821
"210",0.121228994431453
"211",0.0516863138365712
"212",0.013113169572565
"213",-0.0265663749881244
"214",0.00011970831767083
"215",-0.0126851398292045
"216",0.10443959982397
"217",0.0107650477012131
"218",-0.18934203783641
"219",0.0330297976079146
"220",0.0458309694159993
"221",0.0202249681376336
"222",0.0112020227977309
"223",0.0104557627078801
"224",-0.0271575655971739
"225",0.0400560917185118
"226",0.0115162613253881
"227",0.00415221252780107
"228",0.00268971086259551
"229",-0.0594266901896672
"230",0.0375462047666324
"231",-0.045801622496026
"232",0.0158651468216563
"233",0.0485959612589093
"234",0.0318404862107013
"235",-0.243958020421515
"236",0.0164307402747361
"237",0.0132500438067433
"238",-0.043276383379712
"239",0.0222072039478398
"240",-0.00278434874121603
"241",-0.0117455713403434
"242",0.0165821875745777
"243",0.00531165681844548
"244",0.00473488929654065
"245",-0.00879836776899534
"246",0.02900244912695
"247",0.0186704047746657
"248",0.000112380619196939
"249",-0.0179919190118534
"250",-0.0546893555135944
"251",-0.0198306824406347
"252",-0.0120686487661502
"253",0.0103257143208735
"254",-0.00511197795641016
"255",0.0103124176215166
"256",-0.00329470362683026
"257",0.0668679591874327
"258",0.0668679591874327
"259",-0.0538769195666953
"260",0.0056953737181944
"261",0.0161344189947015
"262",0.0468040159460517
"263",-0.0497654256722828
"264",-0.00514399496478113
"265",-0.00514399496478113
"266",0.0759007760157089
"267",-0.00764399778916725
"268",0.00117751508225949
"269",-0.291155770579914
"270",0.00258893354579004
"271",0.00258893354579004
"272",-0.126674380649022
"273",0.00114657277922603
"274",0.0269637827848559
"275",0.00987326620249174
"276",0.00731856382241647
"277",-0.0182908522374612
"278",-0.0334128967752856
"279",-0.0335377169595241
"280",0.00559142257064194
"281",-0.0164597962593804
"282",-0.0509857798415283
"283",0.0250013095403345
"284",0.00454064997748027
"285",-0.0442924110869742
"286",0.0322479014911834
"287",-0.00466053962141522
"288",0.0313233043161996
"289",-0.00184483788535394
"290",0.0136905903674698
"291",0.0103705563773726
"292",0.0202789727536457
"293",-0.0210877895478936
"294",0.0197288584827129
"295",0.0269716659444816
"296",0.00211979190069511
"297",0.00283914151451592
"298",0.00889394787954623
"299",0.00536089786841254
"300",0.00333611717087856
"301",0.00192304039657987
"302",-0.0282705470115512
"303",0.00334591626094416
"304",0.0158058516446871
"305",-0.000927307040742953
"306",0.0120820680172675
"307",0.0120820680172675
"308",-0.0795004124764122
"309",0.051523234536087
"310",-0.116642642631172
"311",-0.00650142125896624
"312",0.00940031577427125
"313",0.0437213986492131
"314",0.00878157040289262
"315",0.00878157040289262
"316",0.0410033220780307
"317",0.00828517866039591
"318",0.0218132329612284
"319",0.034360242861986
"320",0.0130961404550267
"321",-0.152472730927256
"322",-0.0849549458976569
"323",0.0793008115294663
"324",-0.0105825170179518
"325",0.01737540588971
"326",-0.00472225626747758
"327",0.0154879731880804
"328",0.000928023796936794
"329",0.0179286406319279
"330",0.104910330505505
"331",0.00964144720965687
"332",-0.00125562363293197
"333",-0.00125562363293197
"334",0.00735106287161535
"335",0.00668748897304461
"336",0.0246223308960392
"337",0.0144348615179334
"338",0.00421455394595383
"339",0.00303599279547817
"340",-0.0100325117706761
"341",0.0424568163297132
"342",0.0365394643315844
"343",0.00687136435065128
"344",0.00217548481623175
"345",0.00889619327649183
"346",0.00635953793848132
"347",-0.00129968071023323
"348",-0.0185566805630326
"349",0.0134398325159844
"350",-0.0240971176304745
"351",-0.0175333033874283
"352",0.00719103261018372
"353",0.018951795001267
"354",0.00100182151394823
"355",-0.496361080415085
"356",0.00629180020422249
"357",0.0350839881523652
"358",0.0250341079953491
"359",-0.122575548076214
"360",-0.0167144482038525
"361",0.00246549547515973
"362",-0.0345447015098443
"363",0.0173356382200329
"364",0.0224138877198714
"365",-0.0142321010869113
"366",0.0329696832271342
"367",0.0141725596312845
"368",-0.0149629801294147
"369",-0.0022587049662548
"370",-0.0336873654772634
"371",-0.070815105107012
"372",-0.070815105107012
"373",-0.00718787046671854
"374",-0.115466019046514
"375",-0.0152764225005919
"376",-0.0772879482462286
"377",0.0182712534906286
"378",0.0346706549493314
"379",-0.131093261639506
"380",-0.0337722805265297
"381",0.102919735664478
"382",0.00449088368931905
"383",0.0986458629779596
"384",0.0637546182307007
"385",-0.130648086400675
"386",-0.00554828338299429
"387",0.00840084221298298
"388",0.0435514967288559
"389",-0.276558339728041
"390",0.038330339045711
"391",0.0115638567607925
"392",0.0716828037663978
"393",-0.0231643951273338
"394",-0.0539400398367345
"395",0.0201474734334843
"396",0.00630098466247053
"397",0.0902002719880073
"398",-0.0698673869339692
"399",0.00803755409272777
"400",0.00640997421535183
"401",0.129861041629496
"402",0.073597061767628
"403",-0.0403521042694175
"404",-0.00268561646580112
"405",-0.0462161193766958
"406",-0.0462161193766958
"407",0.00568774469482736
"408",0.0143459249859548
"409",0.00680729961308024
"410",0.0156276564412241
"411",0.0548344968302929
"412",-0.00771830345369573
"413",0.0039981393870111
"414",-0.0149922652425889
"415",-0.0105263480244393
"416",0.0116051849463226
"417",-0.0100779817114411
"418",0.0963928227409665
"419",0.0989335976606943
"420",-0.00612613004841722
"421",0.0181547142430234
"422",0.00673917795468482
"423",0.0107050770280126
"424",0.0227543797893548
"425",0.0139077533838727
"426",0.0169800787935648
"427",0.00831144485366986
"428",-0.117778242040375
"429",0.0285764889823602
"430",0.00612326374307814
"431",0.105223134593021
"432",0.00738345335592139
"433",0.00351140830838903
"434",0.00284151441165892
"435",0.00196179896200843
"436",-0.012065105550378
"437",-0.016293355813878
"438",-0.00416773795829262
"439",0.0379124908039432
"440",0.00843792485341088
"441",0.0065822213616773
"442",0.0593362809503066
"443",0.0593362809503066
"444",0.0837570880740187
"445",0.0154554271654037
"446",-0.0260704853087841
"447",-0.0103565992175181
"448",-0.0214312439706814
"449",-0.00870022329389597
"450",0.129994454427649
"451",0.086718578986591
"452",0.115926086371219
"453",-0.0441269498973591
"454",0.0116462991099273
"455",-0.0173684583367348
"456",0.0260738321588871
"457",-0.0301084306922283
"458",-0.0301084306922283
"459",0.0120847834907034
"460",0.0105724226103088
"461",0.00424887187102208
"462",0.00136582984886668
"463",-0.000617440823160509
"464",-0.0054632903272831
"465",0.017511505958858
"466",-0.00625658808652896
"467",0.0203765713964863
"468",0.00259024110490658
"469",0.00191545911095004
"470",0.0179762009278617
"471",-0.002699316895304
"472",0.0335930097532566
"473",0.0115526885255284
"474",-0.000898060019097091
"475",0.0213454861768393
"476",-0.0325838903634721
"477",0.025730979415675
"478",-0.0228286978936564
"479",-0.0723404279314523
"480",-0.123936911139203
"481",0.00580996958075053
"482",0.0115137071821951
"483",-0.0172681607985659
"484",0.00522568050106642
"485",0.0337962697321221
"486",0.0150432638167131
"487",-0.00686217918606169
"488",0.0709192831937291
"489",-0.0865894279102706
"490",0.0115752034640821
"491",-0.00792105398775078
"492",-0.00792105398775078
"493",0.0405139060332622
"494",-0.0112382784760212
"495",0.0532574760905447
"496",-0.108744030804413
"497",0.0396783000535963
"498",0.033008785492496
"499",0.0249012414169141
"500",0.0340879542449068
"501",-0.0209813073690757
"502",-0.0412567444075003
"503",0.0363318826100437
"504",0.0188754044864812
"505",0.0171495900470811
"506",0.0554178982760261
"507",0.00525747395136134
"508",-0.0108939721503838
"509",-0.0321246014521935
"510",0.00854112601503898
"511",0.0216167865388126
"512",0.00286432130117564
"513",0.00364060483074446
"514",-0.0966651814063406
"515",-0.152203147222187
"516",0.0175139488078808
"517",-0.0186655164794478
"518",0.00123499627581602
"519",0.0947307810242803
"520",-0.00662480110642238
"521",-0.00662480110642238
"522",-0.00709189623357354
"523",-0.0401057458661014
"524",0.0184389611130602
"525",-0.0109585253254857
"526",0.0191348916211742
"527",0.0127067944159196
"528",-0.0745112604735187
"529",0.0222170116248657
"530",0.010255466324786
"531",0.0305483559770654
"532",0.0322357693076903
"533",0.00412922254769987
"534",0.05845829670278
"535",0.0118573394875725
"536",0.0728348945768338
"537",0.0430304658510092
"538",0.0535432085507939
"539",-0.0123948933994722
"540",-0.00364331107635529
"541",0.0628814680966483
"542",-0.0141344973639691
"543",-0.0141344973639691
"544",-0.0304621781743968
"545",-0.0178833472458499
"546",-0.0447776505282915
"547",0.0136609111083501
"548",0.0174870676982293
"549",-0.0270833293135742
"550",0.00286113592277548
"551",0.015708551639372
"552",-0.0576847115262058
"553",-0.00652780254336516
"554",0.0377974486168648
"555",0.0093295956718461
"556",-0.00576599669309252
"557",-0.0286085535598343
"558",0.0181277676698717
"559",0.00276703709776638
"560",0.0192422412114115
"561",0.00651416612852085
"562",0.00323735682197879
"563",0.00281130312744049
"564",0.00281130312744049
"565",-0.0496626666669172
"566",-0.137287698942153
"567",0.0516000339787053
"568",0.0169134145471124
"569",-0.0321905390625459
"570",-0.0395699133313883
"571",-0.0243182429032447
"572",-0.289389976573203
"573",0.0141487706908328
"574",0.0331713293303784
"575",0.034460301220182
"576",0.00570522607422053
"577",0.00570522607422053
"578",-0.0435433778210427
"579",0.0169976642010943
"580",0.000205244504504432
"581",0.00574030271525761
"582",0.00737392430592698
"583",-0.211786955941194
"584",-0.0681285844765872
"585",-0.0168204809940904
"586",-0.0181153766750204
"587",-0.0768431325589332
"588",-0.028724991047763
"589",0.00244084952614587
"590",-0.0141005284227288
"591",-0.0167706787287842
"592",-0.0921041403804286
"593",0.0606348484988475
"594",0.0606348484988475
"595",0.00858588813964856
"596",-0.00106373004809179
"597",0.0228918146361035
"598",0.0660200427212374
"599",-0.00812552504682595
"600",0.0434538456139071
"601",0.0072771977516044
"602",-0.026912479787963
"603",-0.049500068295557
"604",-0.00674626100890641
"605",-0.028450998140371
"606",0.0112388623003147
"607",0.0274649961430307
"608",-0.00326829258538863
"609",0.0489076848637677
"610",-0.00388712821935699
"611",-0.00115583315246892
"612",0.000769314345787198
"613",0.0155070911867736
"614",0.0242920428995355
"615",0.0494271816486305
"616",-0.0350288092011989
"617",0.0313013312300174
"618",0.0133211658500012
"619",-0.0573114437195807
"620",-0.0849287108545866
"621",-0.0519083042044624
"622",0.00235363760225571
"623",-0.0357500552205328
"624",0.00489565315299112
"625",0.00681333533234385
"626",0.00207165526257524
"627",0.00087140778045014
"628",-0.147259872406939
"629",0.0404786738678911
"630",0.00315672117791144
"631",0.00225851114595521
"632",-0.00646428213175221
"633",-0.157136290227622
"634",0.0352439943328987
"635",-0.123857061697863
"636",-0.0531104072255294
"637",-0.0531104072255294
"638",-0.00729288079604884
"639",0.0205564696605089
"640",0.158531382988073
"641",0.00663332315406806
"642",-0.0276520638180324
"643",-0.00762230993672652
"644",-0.0737110323233583
"645",-0.00714345294592089
"646",0.0273883362951757
"647",-0.0651942024467149
"648",0.115299926975408
"649",-0.099143540057077
"650",0.0259506065418866
"651",-0.0118461686011517
"652",0.0412237414785512
"653",0.0181295539802628
"654",0.0379959987239609
"655",0.0130788829952004
"656",0.047454959535927
"657",-0.0402338962783304
"658",-0.152555105912252
"659",0.0106343058414333
"660",-0.0230521174598217
"661",0.01460454496524
"662",-0.000315698086415295
"663",0.0451488749139901
"664",0.033862791880263
"665",0.0299244726561245
"666",-0.432518715249477
"667",-0.0280617915358283
"668",0.00358877060514329
"669",-0.129419398061526
"670",0.0122848900880705
"671",0.0214607792014276
"672",0.00543238353172149
"673",0.070155147403309
"674",0.0656645061972422
"675",0.00687818479802704
"676",0.0030904449785113
"677",0.0478995334553909
"678",0.0051156298402637
"679",-0.0305218994408725
"680",0.0646673135017148
"681",0.0150447694597697
"682",0.0107075283484925
"683",-0.0225072763496965
"684",-0.0876032106399295
"685",0.0156247494100306
"686",0.0198112701465059
"687",-0.00048240501642538
"688",0.00501248092262485
"689",0.00501248092262485
"690",-0.00473857293160562
"691",-0.0105112391053193
"692",0.0022096194964194
"693",0.0845102649605848
"694",0.000932789062467521
"695",0.127641734707732
"696",0.0766200287563418
"697",0.0154164336786417
"698",0.0140460312798345
"699",-0.0557081463040812
"700",0.0160180573800831
"701",0.0293826020148606
"702",0.00079054111900656
"703",0.0444960484575326
"704",0.0279579811729658
"705",0.0279579811729658
"706",0.0107527040836621
"707",-0.0442081676618045
"708",-0.00050994231919399
"709",0.0390867753739468
"710",-0.0121272252439942
"711",-4.3585682006908e-05
"712",0.0693347264651041
"713",-0.0543165957845222
"714",-0.0543165957845222
"715",-0.0012313733424103
"716",-0.0119811334345281
"717",0.000714544077098145
"718",0.000714544077098145
"719",0.0730170304744673
"720",0.0027324421076973
"721",0.0223112672745313
"722",0.0223112672745313
"723",0.00656742546146938
"724",0.0622672886274145
"725",-0.0574725295404368
"726",-0.026296126661268
"727",0.0122531763633538
"728",0.0525894448061365
"729",0.00849329911431074
"730",0.00700257976093688
"731",0.00914180769914807
"732",-0.008493133414889
"733",-0.0179106617963095
"734",-0.176433719092354
"735",-0.0729423135294481
"736",0.00381476347883924
"737",-0.00280725813907856
"738",0.0182103531423126
"739",0.039362371781251
"740",0.0281063261686305
"741",0.0133706831928491
"742",-0.110386615907032
"743",0.00384010972681348
"744",0.0447523513840589
"745",0.0463582018743622
"746",0.00751771856379357
"747",0.00396414436991949
"748",0.0649902706627659
"749",-0.00174225428836905
"750",0.000249946807618473
"751",0.00782284289172108
"752",-0.005953737566599
"753",0.0248430420839105
"754",0.0530185199710835
"755",0.00727589693315278
"756",-0.0122970502241361
"757",-0.00258586554506091
"758",0.00199836439470991
"759",-0.0121208444544958
"760",-0.026253087725927
"761",-0.294696008965988
"762",0.0162219312784868
