"","slope","x","y","P"
"1",0.0112013994608451,-11187507.0672,6168409.26199254,1.38363428391759e-10
"2",-0.00498165112699519,15212492.9328,5876314.13454296,0.00113923276157478
"3",-0.00767111493827625,11624942.900752,-52702.8249060171,2.64262973674493e-05
"4",-0.00692847272115545,11622970.5072351,1171788.14845181,7.94105841522854e-05
"5",-0.00438817646836909,13312492.9328,5815647.4370126,0.00553920666356985
"6",-0.00443300641968781,13312492.9328,5692033.38606482,0.00505564589897124
"7",0.0101315688969927,-12987507.0672,5097529.17272241,3.88483867157174e-10
"8",0.0124518047670897,-7487533.24774273,5302700.97743434,1.04922757130052e-10
"9",0.0108283988419066,2012492.9328,-1629975.96131471,5.77402398188425e-06
"10",0.00870603174994258,-7887507.0672,-845653.715072631,2.71288398361794e-09
"11",0.00902691863792956,-5487507.0672,-746440.832947172,3.42776714759723e-08
"12",-0.00442899412501734,12712492.9328,5166706.06012322,0.00565285918057207
"13",0.0114429248235261,-9887507.0672,5629078.8036412,1.12359785531853e-10
"14",-0.0043258732637909,12612492.9328,5302709.05529041,0.00699271275388823
"15",0.00920339586437716,-10444147.6974077,1771343.05906943,1.14018162123361e-09
"16",0.0107080354941618,3012492.9328,151795.706448722,4.24968385281455e-06
"17",0.0101740906737825,-11587507.0672,4362668.10002954,3.09411852103951e-10
"18",-0.00469998770793389,11312492.9328,3802417.24464859,0.00505954961097485
"19",0.0107139049219137,-417169.038558508,5583028.92867253,8.18091153069553e-05
"20",-0.00795478749697345,12120505.1372694,-177044.069636276,8.76668024755562e-06
"21",0.0104608308036507,-13587507.0672,6224612.68130732,3.11732126663924e-10
"22",0.0108476438482555,-687507.0672,1826114.4192143,5.58205408851067e-06
"23",0.0107572188554583,-1087507.0672,1341699.89659326,3.74900649232495e-06
"24",0.00573530712096849,1512492.9328,5565354.77945519,0.0287769354362963
"25",-0.00441716483470319,10212492.9328,3380210.44038269,0.0117603245691419
"26",0.0116080358821883,2112492.9328,-845653.715072631,7.79775833637222e-07
"27",0.00864104269519569,-4587507.0672,-1629975.96131471,7.21087310789728e-07
"28",-0.00685791634908659,11712492.9328,1341699.89659326,8.15018954935009e-05
"29",-0.003490999362976,10312492.9328,4885289.0052153,0.0408274722498632
"30",0.00615438919947655,-6933052.37861028,-4509473.07302814,8.54607350373814e-05
"31",0.0106799311463326,1912492.9328,-2202676.04036731,1.18698743379896e-05
"32",-0.00973970383744503,16712492.9328,-3377081.28798025,3.71923418226415e-09
"33",0.0110855064573309,412492.932800002,849251.060033627,3.33596023561461e-06
"34",0.00954447366665091,-10987507.0672,2669631.82290004,6.03745817995036e-10
"35",-0.00431682584504264,12512492.9328,5235098.98347541,0.00724462797612371
"36",-0.00860196467063257,16112492.9328,-647044.971942561,3.43904878771807e-08
"37",-0.00964929582691166,12812492.9328,-3026814.82062904,4.32421039713026e-07
"38",0.010853372735876,-987507.067199999,1633486.6112584,3.96617706213618e-06
"39",0.0106971973487233,-487866.572523588,6480852.90534553,0.000123354813707294
"40",-0.00481528570747713,11412492.9328,3719405.35624816,0.00401318750509248
"41",0.010647231831315,-10587507.0672,4665988.68028959,1.85651309535098e-10
