FISHNET_ID,Latitude,Longitude,cassava_HgHa,AET_mean,cassava_Fertilizer,Pesticide,GDP_Mean,cassavaBinaryGCO,Sim0.1x,Sim0.5x,Sim1.0x,Sim1.5x,Sim2.0x,Sim2.5x,Sim3x,Sim3.5x,Sim4.0x,Sim4.5x,Sim5.0x,Sim10.0x,Sim50.0x,Sim100x,Sim1000x
17795,19.0806,36.9234,0.051386861,76.83035714,2.281624741,5286,387.7801545,0,0.005138686,0.025693431,0.051386861,0.077080292,0.102773722,0.128467153,0.154160583,0.179854014,0.205547444,0.231240875,0.256934305,0.51386861,2.56934305,5.1386861,51.386861
18303,19.9433,30.6549,0.053333333,8.467261905,2.070948384,5286,387.7801545,0,0.005333333,0.026666667,0.053333333,0.08,0.106666666,0.133333333,0.159999999,0.186666666,0.213333332,0.239999999,0.266666665,0.53333333,2.66666665,5.3333333,53.333333
48754,18.2354,34.2482,0.053333333,40.875,1.956764183,5286,387.7801545,0,0.005333333,0.026666667,0.053333333,0.08,0.106666666,0.133333333,0.159999999,0.186666666,0.213333332,0.239999999,0.266666665,0.53333333,2.66666665,5.3333333,53.333333
46666,-24.0996,-62.7698,0.054010153,619.8958333,2.160482009,615513,6448.150281,0,0.005401015,0.027005077,0.054010153,0.08101523,0.108020306,0.135025383,0.162030459,0.189035536,0.216040612,0.243045689,0.270050765,0.54010153,2.70050765,5.4010153,54.010153
57853,1.37279,-69.9564,0.054191768,931.3541667,65.65871734,976736,3807.754204,1,0.005419177,0.027095884,0.054191768,0.054191768,0.054191768,0.13547942,0.162575304,0.189671188,0.216767072,0.243862956,0.054191768,0.54191768,2.7095884,5.4191768,54.191768
22381,-18.2042,18.9768,0.056287877,519.7619048,2.778601903,280,609.3283481,0,0.005628788,0.028143939,0.056287877,0.084431816,0.112575754,0.140719693,0.168863631,0.19700757,0.225151508,0.253295447,0.281439385,0.56287877,2.81439385,5.6287877,56.287877
45669,16.5669,-95.1469,0.057744401,653.5595238,54.40605805,157693,6614.061792,0,0.00577444,0.028872201,0.057744401,0.086616602,0.115488802,0.144361003,0.173233203,0.202105404,0.230977604,0.259849805,0.288722005,0.57744401,2.88722005,5.7744401,57.744401
55587,-4.95121,-63.6682,0.058297204,865.327381,175.4007005,976736,3807.754204,1,0.00582972,0.029148602,0.058297204,0.058297204,0.058297204,0.14574301,0.174891612,0.204040214,0.233188816,0.262337418,0.058297204,0.58297204,2.9148602,5.8297204,58.297204
51463,3.17995,21.6718,0.061234269,981.3303571,150.7239451,0,183.9673847,0,0.006123427,0.030617135,0.061234269,0.091851404,0.122468538,0.153085673,0.183702807,0.214319942,0.244937076,0.275554211,0.306171345,0.61234269,3.06171345,6.1234269,61.234269
55755,-1.33998,21.6718,0.061234269,935.1369048,60.04692524,0,183.9673847,0,0.006123427,0.030617135,0.061234269,0.091851404,0.122468538,0.153085673,0.183702807,0.214319942,0.244937076,0.275554211,0.306171345,0.61234269,3.06171345,6.1234269,61.234269
58164,-1.33998,22.5701,0.061234269,901.3303571,99.95850963,0,183.9673847,0,0.006123427,0.030617135,0.061234269,0.091851404,0.122468538,0.153085673,0.183702807,0.214319942,0.244937076,0.275554211,0.306171345,0.61234269,3.06171345,6.1234269,61.234269
44412,4.98391,44.1297,0.062424241,241.2708333,0.855085424,4329,123.2732893,0,0.006242424,0.031212121,0.062424241,0.093636362,0.124848482,0.156060603,0.187272723,0.218484844,0.249696964,0.280909085,0.312121205,0.62424241,3.12121205,6.2424241,62.424241
23986,2.27666,28.8583,0.062434938,1040.392857,820.8997845,0,183.9673847,0,0.006243494,0.031217469,0.062434938,0.093652407,0.124869876,0.156087345,0.187304814,0.218522283,0.249739752,0.280957221,0.31217469,0.62434938,3.1217469,6.2434938,62.434938
43539,3.17995,27.0617,0.062434938,919.1428571,28.00802823,0,183.9673847,0,0.006243494,0.031217469,0.062434938,0.093652407,0.124869876,0.156087345,0.187304814,0.218522283,0.249739752,0.280957221,0.31217469,0.62434938,3.1217469,6.2434938,62.434938
48121,0.468577,23.4684,0.062434938,913.6220238,26.66570254,0,183.9673847,0,0.006243494,0.031217469,0.062434938,0.093652407,0.124869876,0.156087345,0.187304814,0.218522283,0.249739752,0.280957221,0.31217469,0.62434938,3.1217469,6.2434938,62.434938
52944,0.468577,27.0617,0.062434938,985.8809524,32.82157561,0,183.9673847,0,0.006243494,0.031217469,0.062434938,0.093652407,0.124869876,0.156087345,0.187304814,0.218522283,0.249739752,0.280957221,0.31217469,0.62434938,3.1217469,6.2434938,62.434938
43311,-2.24386,-68.1597,0.062813189,870.0833333,60.18554832,976736,3807.754204,1,0.006281319,0.031406595,0.062813189,0.062813189,0.062813189,0.157032973,0.188439567,0.219846162,0.251252756,0.282659351,0.062813189,0.62813189,3.14065945,6.2813189,62.813189
13150,-2.24386,-61.8715,0.063671596,903.1755952,68.29292813,976736,3807.754204,1,0.00636716,0.031835798,0.063671596,0.063671596,0.063671596,0.15917899,0.191014788,0.222850586,0.254686384,0.286522182,0.063671596,0.63671596,3.1835798,6.3671596,63.671596
49566,-19.0606,-66.3631,0.064111363,289.9553571,2.032396197,26397,972.8034761,0,0.006411136,0.032055682,0.064111363,0.096167045,0.128222726,0.160278408,0.192334089,0.224389771,0.256445452,0.288501134,0.320556815,0.64111363,3.20556815,6.4111363,64.111363
47034,14.7695,14.4853,0.065553221,154.9970238,1.760062588,294,213.7190138,0,0.006555322,0.032776611,0.065553221,0.098329832,0.131106442,0.163883053,0.196659663,0.229436274,0.262212884,0.294989495,0.327766105,0.65553221,3.27766105,6.5553221,65.553221
42195,15.6418,34.2482,0.066666666,204.8154762,2.959447262,5286,387.7801545,0,0.006666667,0.033333333,0.066666666,0.099999999,0.133333332,0.166666665,0.199999998,0.233333331,0.266666664,0.299999997,0.33333333,0.66666666,3.3333333,6.6666666,66.666666
62752,15.6418,36.9432,0.066666666,295.797619,1.877881143,182,316.0033745,0,0.006666667,0.033333333,0.066666666,0.099999999,0.133333332,0.166666665,0.199999998,0.233333331,0.266666664,0.299999997,0.33333333,0.66666666,3.3333333,6.6666666,66.666666
40528,1.37279,20.7735,0.066801021,993.3571429,109.2235128,0,183.9673847,0,0.006680102,0.033400511,0.066801021,0.100201532,0.133602042,0.167002553,0.200403063,0.233803574,0.267204084,0.300604595,0.334005105,0.66801021,3.34005105,6.6801021,66.801021
67139,30.5421,73.7741,0.067217313,144.5178571,7.788346583,320037,454.770298,0,0.006721731,0.033608657,0.067217313,0.10082597,0.134434626,0.168043283,0.201651939,0.235260596,0.268869252,0.302477909,0.336086565,0.67217313,3.36086565,6.7217313,67.217313
44221,-0.435754,24.3667,0.068110842,925.125,64.04592067,0,183.9673847,0,0.006811084,0.034055421,0.068110842,0.102166263,0.136221684,0.170277105,0.204332526,0.238387947,0.272443368,0.306498789,0.34055421,0.68110842,3.4055421,6.8110842,68.110842
53844,0.468577,27.96,0.068110842,1002.056548,46.35775871,0,183.9673847,0,0.006811084,0.034055421,0.068110842,0.102166263,0.136221684,0.170277105,0.204332526,0.238387947,0.272443368,0.306498789,0.34055421,0.68110842,3.4055421,6.8110842,68.110842
55370,17.4379,-100.467,0.070410461,810.1428571,54.98272189,157693,6614.061792,0,0.007041046,0.035205231,0.070410461,0.105615692,0.140820922,0.176026153,0.211231383,0.246436614,0.281641844,0.316847075,0.352052305,0.70410461,3.52052305,7.0410461,70.410461
44641,14.7695,19.8752,0.071512605,200.9136905,1.817943856,294,213.7190138,0,0.007151261,0.035756303,0.071512605,0.107268908,0.14302521,0.178781513,0.214537815,0.250294118,0.28605042,0.321806723,0.357563025,0.71512605,3.57563025,7.1512605,71.512605
54917,27.3827,69.2825,0.071698467,107.4761905,7.213899409,320037,454.770298,0,0.007169847,0.035849234,0.071698467,0.107547701,0.143396934,0.179246168,0.215095401,0.250944635,0.286793868,0.322643102,0.358492335,0.71698467,3.58492335,7.1698467,71.698467
50961,14.7695,31.5533,0.073333333,187.264881,2.976692658,5286,387.7801545,0,0.007333333,0.036666667,0.073333333,0.11,0.146666666,0.183333333,0.219999999,0.256666666,0.293333332,0.329999999,0.366666665,0.73333333,3.66666665,7.3333333,73.333333
42368,19.0916,1.01054,0.073472222,105.0267857,0.67713207,365,310.9856809,0,0.007347222,0.036736111,0.073472222,0.110208333,0.146944444,0.183680555,0.220416666,0.257152777,0.293888888,0.330624999,0.36736111,0.73472222,3.6736111,7.3472222,73.472222
55997,19.0916,1.90886,0.073472222,108.889881,0.739221752,365,310.9856809,0,0.007347222,0.036736111,0.073472222,0.110208333,0.146944444,0.183680555,0.220416666,0.257152777,0.293888888,0.330624999,0.36736111,0.73472222,3.6736111,7.3472222,73.472222
58997,3.17995,15.3836,0.073631778,978.9821429,477.4931248,4548,727.4245291,0,0.007363178,0.036815889,0.073631778,0.110447667,0.147263556,0.184079445,0.220895334,0.257711223,0.294527112,0.331343001,0.36815889,0.73631778,3.6815889,7.3631778,73.631778
60010,2.27666,15.3836,0.073631778,995.3839286,499.5796442,70,868.7949098,0,0.007363178,0.036815889,0.073631778,0.110447667,0.147263556,0.184079445,0.220895334,0.257711223,0.294527112,0.331343001,0.36815889,0.73631778,3.6815889,7.3631778,73.631778
41237,-0.435754,13.587,0.075904088,835.5922619,235.3311721,70,868.7949098,0,0.007590409,0.037952044,0.075904088,0.113856132,0.151808176,0.18976022,0.227712264,0.265664308,0.303616352,0.341568396,0.37952044,0.75904088,3.7952044,7.5904088,75.904088
51986,-5.85147,-69.0581,0.076087435,829.1755952,65.47813897,976736,3807.754204,1,0.007608744,0.038043718,0.076087435,0.076087435,0.076087435,0.190218588,0.228262305,0.266306023,0.30434974,0.342393458,0.076087435,0.76087435,3.80437175,7.6087435,76.087435
55525,26.5779,69.2825,0.078216509,116.6190476,7.461428248,320037,454.770298,0,0.007821651,0.039108255,0.078216509,0.117324764,0.156433018,0.195541273,0.234649527,0.273757782,0.312866036,0.351974291,0.391082545,0.78216509,3.91082545,7.8216509,78.216509
37534,13.8937,36.9432,0.08,554.0595238,2.094895527,182,316.0033745,0,0.008,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.8,4,8,80
54987,16.5103,32.4516,0.08,97.92261905,2.619268597,5286,387.7801545,0,0.008,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.8,4,8,80
61245,6.78286,35.1465,0.08,889.6309524,3.449284921,4329,123.2732893,0,0.008,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.8,4,8,80
54241,18.2354,1.90886,0.080151515,126.735119,0.739221752,365,310.9856809,0,0.008015152,0.040075758,0.080151515,0.120227273,0.16030303,0.200378788,0.240454545,0.280530303,0.32060606,0.360681818,0.400757575,0.80151515,4.00757575,8.0151515,80.151515
58779,19.9433,1.01054,0.080151515,79.66666667,2.709636558,365,310.9856809,0,0.008015152,0.040075758,0.080151515,0.120227273,0.16030303,0.200378788,0.240454545,0.280530303,0.32060606,0.360681818,0.400757575,0.80151515,4.00757575,8.0151515,80.151515
46515,-6.75027,-67.2614,0.080740266,789.6904762,75.76208419,976736,3807.754204,1,0.008074027,0.040370133,0.080740266,0.080740266,0.080740266,0.201850665,0.242220798,0.282590931,0.322961064,0.363331197,0.080740266,0.80740266,4.0370133,8.0740266,80.740266
56854,0.468577,-60.9732,0.082108743,939.8333333,80.62884445,976736,3807.754204,1,0.008210874,0.041054372,0.082108743,0.082108743,0.082108743,0.205271858,0.246326229,0.287380601,0.328434972,0.369489344,0.082108743,0.82108743,4.10543715,8.2108743,82.108743
52262,-3.14718,27.0617,0.082775732,927.9801587,102.1376523,0,183.9673847,0,0.008277573,0.041387866,0.082775732,0.124163598,0.165551464,0.20693933,0.248327196,0.289715062,0.331102928,0.372490794,0.41387866,0.82775732,4.1387866,8.2775732,82.775732
54864,-2.24386,12.6886,0.084123429,762.5892857,34.90165899,70,868.7949098,0,0.008412343,0.042061715,0.084123429,0.126185144,0.168246858,0.210308573,0.252370287,0.294432002,0.336493716,0.378555431,0.420617145,0.84123429,4.20617145,8.4123429,84.123429
50992,1.37279,13.587,0.084159887,871.8511905,8.080572941,70,868.7949098,0,0.008415989,0.042079944,0.084159887,0.126239831,0.168319774,0.210399718,0.252479661,0.294559605,0.336639548,0.378719492,0.420799435,0.84159887,4.20799435,8.4159887,84.159887
53114,1.37279,14.4853,0.084159887,927.9196429,7.952779512,70,868.7949098,0,0.008415989,0.042079944,0.084159887,0.126239831,0.168319774,0.210399718,0.252479661,0.294559605,0.336639548,0.378719492,0.420799435,0.84159887,4.20799435,8.4159887,84.159887
48407,14.7695,30.6549,0.085555555,185.6517857,2.972503956,5286,387.7801545,0,0.008555556,0.042777778,0.085555555,0.128333333,0.17111111,0.213888888,0.256666665,0.299444443,0.34222222,0.384999998,0.427777775,0.85555555,4.27777775,8.5555555,85.555555
41424,-0.435754,27.96,0.090300798,951.5505952,397.4665434,0,183.9673847,0,0.00903008,0.045150399,0.090300798,0.135451197,0.180601596,0.225751995,0.270902394,0.316052793,0.361203192,0.406353591,0.45150399,0.90300798,4.5150399,9.0300798,90.300798
44512,-4.95121,-72.6513,0.093183872,800.3452381,44.03948648,16571,2065.427423,1,0.009318387,0.046591936,0.093183872,0.093183872,0.093183872,0.23295968,0.279551616,0.326143552,0.372735488,0.419327424,0.093183872,0.93183872,4.6591936,9.3183872,93.183872
45718,17.3749,35.1465,0.093333333,94.11011905,2.81718716,5286,387.7801545,0,0.009333333,0.046666667,0.093333333,0.14,0.186666666,0.233333333,0.279999999,0.326666666,0.373333332,0.419999999,0.466666665,0.93333333,4.66666665,9.3333333,93.333333
54408,-1.33998,-60.9732,0.096272498,941.9285714,45.19124437,976736,3807.754204,1,0.00962725,0.048136249,0.096272498,0.096272498,0.096272498,0.240681245,0.288817494,0.336953743,0.385089992,0.433226241,0.096272498,0.96272498,4.8136249,9.6272498,96.272498
53520,27.3827,80.0623,0.097770637,524.4017857,8.427626843,320037,454.770298,0,0.009777064,0.048885319,0.097770637,0.146655956,0.195541274,0.244426593,0.293311911,0.34219723,0.391082548,0.439967867,0.488853185,0.97770637,4.88853185,9.7770637,97.770637
55017,24.1295,80.0623,0.097770637,564.7172619,8.696211551,320037,454.770298,0,0.009777064,0.048885319,0.097770637,0.146655956,0.195541274,0.244426593,0.293311911,0.34219723,0.391082548,0.439967867,0.488853185,0.97770637,4.88853185,9.7770637,97.770637
56508,19.0916,30.6549,0.097777777,18.36607143,1.909357509,5286,387.7801545,0,0.009777778,0.048888889,0.097777777,0.146666666,0.195555554,0.244444443,0.293333331,0.34222222,0.391111108,0.439999997,0.488888885,0.97777777,4.88888885,9.7777777,97.777777
62378,16.5103,33.3499,0.097777777,121.0982143,1.995045743,5286,387.7801545,0,0.009777778,0.048888889,0.097777777,0.146666666,0.195555554,0.244444443,0.293333331,0.34222222,0.391111108,0.439999997,0.488888885,0.97777777,4.88888885,9.7777777,97.777777
51273,-0.435754,12.6886,0.098077158,815.2380952,342.4692421,0,4221.065231,0,0.009807716,0.049038579,0.098077158,0.147115737,0.196154316,0.245192895,0.294231474,0.343270053,0.392308632,0.441347211,0.49038579,0.98077158,4.9038579,9.8077158,98.077158
49501,-0.435754,-69.9564,0.101609565,857.7410714,62.32776343,976736,3807.754204,1,0.010160957,0.050804783,0.101609565,0.101609565,0.101609565,0.254023913,0.304828695,0.355633478,0.40643826,0.457243043,0.101609565,1.01609565,5.08047825,10.1609565,101.609565
57114,17.3749,33.3499,0.106666666,70.52083333,1.967530316,5286,387.7801545,0,0.010666667,0.053333333,0.106666666,0.159999999,0.213333332,0.266666665,0.319999998,0.373333331,0.426666664,0.479999997,0.53333333,1.06666666,5.3333333,10.6666666,106.666666
43948,-6.75027,-73.5496,0.106932315,817.0178571,53.57471734,16571,2065.427423,1,0.010693232,0.053466158,0.106932315,0.106932315,0.106932315,0.267330788,0.320796945,0.374263103,0.42772926,0.481195418,0.106932315,1.06932315,5.34661575,10.6932315,106.932315
56346,-1.33998,11.7903,0.106993263,794.6636905,132.4230219,0,4221.065231,0,0.010699326,0.053496632,0.106993263,0.160489895,0.213986526,0.267483158,0.320979789,0.374476421,0.427973052,0.481469684,0.534966315,1.06993263,5.34966315,10.6993263,106.993263
10071,14.7695,29.7566,0.109999999,181.5238095,2.934434435,5286,387.7801545,0,0.011,0.055,0.109999999,0.164999999,0.219999998,0.274999998,0.329999997,0.384999997,0.439999996,0.494999996,0.549999995,1.09999999,5.49999995,10.9999999,109.999999
43167,0.468577,-64.5665,0.113583763,991.6517857,59.12239088,976736,3807.754204,1,0.011358376,0.056791882,0.113583763,0.113583763,0.113583763,0.283959408,0.340751289,0.397543171,0.454335052,0.511126934,0.113583763,1.13583763,5.67918815,11.3583763,113.583763
39378,4.98391,45.028,0.114444441,243.9166667,0.838039607,4329,123.2732893,0,0.011444444,0.057222221,0.114444441,0.171666662,0.228888882,0.286111103,0.343333323,0.400555544,0.457777764,0.514999985,0.572222205,1.14444441,5.72222205,11.4444441,114.444441
56233,4.08244,42.333,0.114444441,220.3005952,0.887583241,19074,419.8013152,0,0.011444444,0.057222221,0.114444441,0.171666662,0.228888882,0.286111103,0.343333323,0.400555544,0.457777764,0.514999985,0.572222205,1.14444441,5.72222205,11.4444441,114.444441
53633,16.5261,-97.7902,0.116988659,896.1031746,54.76111708,157693,6614.061792,0,0.011698866,0.05849433,0.116988659,0.175482989,0.233977318,0.292471648,0.350965977,0.409460307,0.467954636,0.526448966,0.584943295,1.16988659,5.84943295,11.6988659,116.988659
45063,-6.75027,-65.4648,0.120475914,828.375,75.61277027,976736,3807.754204,1,0.012047591,0.060237957,0.120475914,0.120475914,0.120475914,0.301189785,0.361427742,0.421665699,0.481903656,0.542141613,0.120475914,1.20475914,6.0237957,12.0475914,120.475914
60953,14.7695,36.9432,0.122222222,438.3660714,1.955804712,182,316.0033745,0,0.012222222,0.061111111,0.122222222,0.183333333,0.244444444,0.305555555,0.366666666,0.427777777,0.488888888,0.549999999,0.61111111,1.22222222,6.1111111,12.2222222,122.222222
51838,2.27666,23.4684,0.123669207,936.0952381,71.47518369,0,183.9673847,0,0.012366921,0.061834604,0.123669207,0.185503811,0.247338414,0.309173018,0.371007621,0.432842225,0.494676828,0.556511432,0.618346035,1.23669207,6.18346035,12.3669207,123.669207
47561,-1.33998,-65.4648,0.12390956,928.0089286,75.28367443,976736,3807.754204,1,0.012390956,0.06195478,0.12390956,0.12390956,0.12390956,0.3097739,0.37172868,0.43368346,0.49563824,0.55759302,0.12390956,1.2390956,6.195478,12.390956,123.90956
45018,3.17995,23.4684,0.124869876,950.25,53.4752832,0,183.9673847,0,0.012486988,0.062434938,0.124869876,0.187304814,0.249739752,0.31217469,0.374609628,0.437044566,0.499479504,0.561914442,0.62434938,1.24869876,6.2434938,12.4869876,124.869876
48117,16.5103,-0.786089,0.127661402,193.9464286,3.153788854,365,310.9856809,0,0.01276614,0.063830701,0.127661402,0.191492103,0.255322804,0.319153505,0.382984206,0.446814907,0.510645608,0.574476309,0.63830701,1.27661402,6.3830701,12.7661402,127.661402
54260,-1.33998,12.6886,0.130769544,798.9196429,237.8516496,0,4221.065231,0,0.013076954,0.065384772,0.130769544,0.196154316,0.261539088,0.32692386,0.392308632,0.457693404,0.523078176,0.588462948,0.65384772,1.30769544,6.5384772,13.0769544,130.769544
54355,24.1295,71.0791,0.13135597,314.2470238,8.162525819,320037,454.770298,0,0.013135597,0.065677985,0.13135597,0.197033955,0.26271194,0.328389925,0.39406791,0.459745895,0.52542388,0.591101865,0.65677985,1.3135597,6.5677985,13.135597,131.35597
62140,16.5103,6.40043,0.131997956,198.3095238,1.18503035,246,229.4061061,0,0.013199796,0.065998978,0.131997956,0.197996934,0.263995912,0.32999489,0.395993868,0.461992846,0.527991824,0.593990802,0.65998978,1.31997956,6.5998978,13.1997956,131.997956
52209,17.3749,37.8415,0.133333333,181.5952381,2.529493439,182,316.0033745,0,0.013333333,0.066666667,0.133333333,0.2,0.266666666,0.333333333,0.399999999,0.466666666,0.533333332,0.599999999,0.666666665,1.33333333,6.66666665,13.3333333,133.333333
52611,18.2354,30.6549,0.133333333,32.17261905,1.910969648,5286,387.7801545,0,0.013333333,0.066666667,0.133333333,0.2,0.266666666,0.333333333,0.399999999,0.466666666,0.533333332,0.599999999,0.666666665,1.33333333,6.66666665,13.3333333,133.333333
60481,18.2354,31.5533,0.133333333,30.36011905,1.918448195,5286,387.7801545,0,0.013333333,0.066666667,0.133333333,0.2,0.266666666,0.333333333,0.399999999,0.466666666,0.533333332,0.599999999,0.666666665,1.33333333,6.66666665,13.3333333,133.333333
62271,13.8937,26.1634,0.133333333,228.4791667,3.035251209,5286,387.7801545,0,0.013333333,0.066666667,0.133333333,0.2,0.266666666,0.333333333,0.399999999,0.466666666,0.533333332,0.599999999,0.666666665,1.33333333,6.66666665,13.3333333,133.333333
24749,37.9899,79.164,0.133583339,10.51785714,144.0055123,8940649,990.4634249,0,0.013358334,0.06679167,0.133583339,0.200375009,0.267166678,0.333958348,0.400750017,0.467541687,0.534333356,0.601125026,0.667916695,1.33583339,6.67916695,13.3583339,133.583339
42283,33.601,88.1471,0.133583339,275.422619,0.670342326,8940649,990.4634249,0,0.013358334,0.06679167,0.133583339,0.200375009,0.267166678,0.333958348,0.400750017,0.467541687,0.534333356,0.601125026,0.667916695,1.33583339,6.67916695,13.3583339,133.583339
57531,40.0912,92.6387,0.133583339,42.75,108.3482937,8940649,990.4634249,0,0.013358334,0.06679167,0.133583339,0.200375009,0.267166678,0.333958348,0.400750017,0.467541687,0.534333356,0.601125026,0.667916695,1.33583339,6.67916695,13.3583339,133.583339
66790,34.3494,82.7572,0.133583339,74.99107143,0.857363741,8940649,990.4634249,0,0.013358334,0.06679167,0.133583339,0.200375009,0.267166678,0.333958348,0.400750017,0.467541687,0.534333356,0.601125026,0.667916695,1.33583339,6.67916695,13.3583339,133.583339
69290,40.0912,81.8589,0.133583339,28.79166667,143.9088021,8940649,990.4634249,0,0.013358334,0.06679167,0.133583339,0.200375009,0.267166678,0.333958348,0.400750017,0.467541687,0.534333356,0.601125026,0.667916695,1.33583339,6.67916695,13.3583339,133.583339
55353,-1.33998,19.8752,0.133602041,961.3125,131.052039,0,183.9673847,0,0.013360204,0.066801021,0.133602041,0.200403062,0.267204082,0.334005103,0.400806123,0.467607144,0.534408164,0.601209185,0.668010205,1.33602041,6.68010205,13.3602041,133.602041
53176,19.0916,98.0286,0.13380606,790.1934524,16.79305646,3910,171.8118107,0,0.013380606,0.06690303,0.13380606,0.20070909,0.26761212,0.33451515,0.40141818,0.46832121,0.53522424,0.60212727,0.6690303,1.3380606,6.690303,13.380606,133.80606
58197,14.7695,12.6886,0.138037072,149.8541667,1.388923535,246,229.4061061,0,0.013803707,0.069018536,0.138037072,0.207055608,0.276074144,0.34509268,0.414111216,0.483129752,0.552148288,0.621166824,0.69018536,1.38037072,6.9018536,13.8037072,138.037072
42846,2.27666,-62.7698,0.139105893,954.8571429,77.68042392,976736,3807.754204,1,0.013910589,0.069552947,0.139105893,0.139105893,0.139105893,0.347764733,0.417317679,0.486870626,0.556423572,0.625976519,0.139105893,1.39105893,6.95529465,13.9105893,139.105893
60182,14.7695,-13.3625,0.139126854,553.6369048,6.282879517,2834,672.8468828,0,0.013912685,0.069563427,0.139126854,0.208690281,0.278253708,0.347817135,0.417380562,0.486943989,0.556507416,0.626070843,0.69563427,1.39126854,6.9563427,13.9126854,139.126854
