OBJECTID,COUNTRY,Fishnet_ID,Rowid_,FISHNET__1,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
1795,Russian Federation,1794,28,1794,2,171823093.90100000000,1.10622286797,1.10622286797,0.00000000000,1.10622286797,0.00000000000,2.21244573593
1965,Brazil,1964,29,1964,22,1890054032.91000000000,0.00000000000,0.80105614662,0.80105614662,0.29374790192,0.17198990748,6.46245384216
2070,United States,2069,30,2069,1,85911546.95030000000,0.89733028412,0.89733028412,0.00000000000,0.89733028412,0.00000000000,0.89733028412
2106,Russian Federation,2105,31,2105,3,257734640.85100000000,1.33889317513,1.33889317513,0.00000000000,1.33889317513,0.00000000000,4.01667952538
2182,Gabon,2181,32,2181,12,1030938563.40000000000,2.06560468674,2.24561738968,0.18001270294,2.19611388445,0.07570705474,26.35336661340
2289,Congo DRC,2288,33,2288,2,171823093.90100000000,2.36223483086,2.43424010277,0.07200527191,2.39823746681,0.03600263596,4.79647493362
2330,United States,2329,34,2329,70,6013808286.52000000000,0.00000000000,0.50172352791,0.50172352791,0.14549987997,0.08019956475,10.18499159810
2396,Russian Federation,2395,35,2395,2,171823093.90100000000,1.88436388969,1.88436388969,0.00000000000,1.88436388969,0.00000000000,3.76872777939
2421,China,2420,36,2420,77,6615189115.17000000000,0.77665293217,1.85349380970,1.07684087753,1.32836155148,0.28749636954,102.28383946400
2458,Russian Federation,2457,37,2457,10,859115469.50300000000,0.79622292519,0.79622292519,0.00000000000,0.79622292519,0.00000000000,7.96222925186
2512,United States,2511,38,2511,76,6529277568.22000000000,0.98295724392,1.58897912502,0.60602188110,1.23766174285,0.16099854932,94.06229245660
2593,Russian Federation,2592,39,2592,32,2749169502.41000000000,1.32944893837,1.80130600929,0.47185707092,1.63413241506,0.13854736047,52.29223728180
2603,Greece,2602,40,2602,18,1546407845.11000000000,0.33827638626,1.37193894386,1.03366255760,0.72097257773,0.31923062946,12.97750639920
2629,Canada,2628,41,2628,55,4725135082.27000000000,0.42063879967,1.48250710964,1.06186830997,0.55193429860,0.18238331479,30.35638642310
2718,Russian Federation,2717,42,2717,1,85911546.95030000000,2.04767751694,2.04767751694,0.00000000000,2.04767751694,0.00000000000,2.04767751694
2729,Russian Federation,2728,43,2728,33,2835081049.36000000000,1.67436397076,1.88436388969,0.20999991894,1.85254572016,0.07529553181,61.13400876520
2741,Congo DRC,2740,44,2740,100,8591154695.03000000000,1.21712756157,1.63992214203,0.42279458046,1.33128209829,0.18770365262,133.12820982900
2804,Canada,2803,45,2803,7,601380828.65200000000,1.62294614315,1.62294614315,0.00000000000,1.62294614315,0.00000000000,11.36062300210
2953,Germany,2952,46,2952,5,429557734.75100000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
2955,Russian Federation,2954,47,2954,50,4295577347.51000000000,1.78989434242,2.55193901062,0.76204466820,2.11553991318,0.27204712629,105.77699565900
2991,Russian Federation,2990,48,2990,2,171823093.90100000000,0.79622292519,1.33889317513,0.54267024994,1.06755805016,0.27133512497,2.13511610031
3006,China,3005,49,3005,4,343646187.80100000000,1.29690170288,1.94038188457,0.64348018169,1.77951183915,0.27863509209,7.11804735661
3069,Myanmar,3068,50,3068,45,3866019612.76000000000,1.84939360619,2.28142380714,0.43203020096,1.96420161989,0.07853805804,88.38907289510
3080,United States,3079,51,3079,59,5068781270.07000000000,0.10034489632,0.86296439171,0.76261949539,0.63659351155,0.19966002194,37.55901718140
3093,Argentina,3092,52,3092,9,773203922.55300000000,0.00000000000,0.44766092300,0.44766092300,0.34818071789,0.18611042215,3.13362646103
3124,Russian Federation,3123,53,3123,26,2233700220.71000000000,0.78774785996,0.97027468681,0.18252682686,0.87901127338,0.09126341343,22.85429310800
3281,United Kingdom,3280,54,3280,6,515469281.70200000000,0.92131805420,0.92131805420,0.00000000000,0.92131805420,0.00000000000,5.52790832520
3298,Tanzania,3297,55,3297,85,7302481490.78000000000,1.81815278530,2.52020215988,0.70204937458,2.36925192440,0.15469812867,201.38641357400
3303,China,3302,56,3302,77,6615189115.17000000000,0.00000000000,1.61392235756,1.61392235756,0.36967441633,0.39411768952,28.46493005750
3336,South Africa,3335,57,3335,10,859115469.50300000000,0.61594867706,0.79199171066,0.17604303360,0.63355298042,0.05281291008,6.33552980423
3410,Uganda,3409,58,3409,55,4725135082.27000000000,0.68561244011,1.60119211674,0.91557967663,1.30459541407,0.12550076409,71.75274777410
3421,Russian Federation,3420,59,3420,20,1718230939.01000000000,1.88436388969,1.88436388969,0.00000000000,1.88436388969,0.00000000000,37.68727779390
3450,Russian Federation,3449,60,3449,19,1632319392.06000000000,0.79622292519,0.79622292519,0.00000000000,0.79622292519,0.00000000000,15.12823557850
3513,Brazil,3512,61,3512,79,6787012209.07000000000,0.00000000000,1.20383477211,1.20383477211,0.27316936058,0.29323803432,21.58037948610
3586,Norway,3585,62,3585,33,2835081049.36000000000,1.03436398506,1.90230488777,0.86794090271,1.24662176046,0.34819330290,41.13851809500
3680,Tanzania,3679,63,3679,94,8075685413.33000000000,1.49048900604,2.23864126205,0.74815225601,1.95497864865,0.26501444441,183.76799297300
3821,India,3820,64,3820,77,6615189115.17000000000,0.06286644936,1.82312464714,1.76025819778,1.27951333740,0.54415351207,98.52252697940
3874,Russian Federation,3873,65,3873,33,2835081049.36000000000,1.68262362480,1.88436388969,0.20174026489,1.72745475625,0.05147159068,57.00600695610
3986,Germany,3985,66,3985,33,2835081049.36000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
4064,Canada,4063,67,4063,44,3780108065.81000000000,0.28015625477,1.58285188675,1.30269563198,0.67204758525,0.42687648640,29.57009375100
4074,China,4073,68,4073,19,1632319392.06000000000,1.81273806095,2.14731597900,0.33457791805,2.01572109524,0.10071471287,38.29870080950
4298,Canada,4297,69,4297,44,3780108065.81000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
4373,Laos,4372,70,4372,110,9450270164.53000000000,1.10668361187,1.54895699024,0.44227337837,1.42153147676,0.13097468647,156.36846244300
4545,Argentina,4544,71,4544,70,6013808286.52000000000,0.00000000000,0.21982622147,0.21982622147,0.12507534708,0.08410687318,8.75527429581
4657,Guyana,4656,72,4656,11,945027016.45300000000,0.02020215988,0.15521144867,0.13500928879,0.09793472290,0.03881242335,1.07728195190
4681,United States,4680,73,4680,54,4639223535.32000000000,0.68736970425,1.01850712299,0.33113741875,0.89976591313,0.14262639150,48.58735930920
4688,Russian Federation,4687,74,4687,18,1546407845.11000000000,1.74987030029,1.88436388969,0.13449358940,1.76481403245,0.04226725737,31.76665258410
4786,Nigeria,4785,75,4785,100,8591154695.03000000000,1.35022759438,1.98027157784,0.63004398346,1.80141952753,0.24723096216,180.14195275300
4795,China,4794,76,4794,63,5412427457.87000000000,0.98457300663,2.68736839294,1.70279538631,1.96049417390,0.48217629178,123.51113295600
4801,Argentina,4800,77,4800,7,601380828.65200000000,0.32593727112,0.32593727112,0.00000000000,0.32593727112,0.00000000000,2.28156089783
4847,Mexico,4846,78,4846,1,85911546.95030000000,0.89208567143,0.89208567143,0.00000000000,0.89208567143,0.00000000000,0.89208567143
4917,Brazil,4916,79,4916,99,8505243148.08000000000,0.00000000000,0.96306729317,0.96306729317,0.20346883812,0.16592309392,20.14341497420
4955,Zambia,4954,80,4954,35,3006904143.26000000000,0.72195494175,1.31719493866,0.59523999691,0.88370751994,0.17200783635,30.92976319790
4975,Russian Federation,4974,81,4974,33,2835081049.36000000000,2.43193888664,2.43193888664,0.00000000000,2.43193888664,0.00000000000,80.25398325920
4999,Madagascar,4998,82,4998,67,5756073645.67000000000,1.16772115231,2.03421831131,0.86649715900,1.51061889485,0.16665103706,101.21146595500
5019,Brazil,5018,83,5018,110,9450270164.53000000000,0.00000000000,0.28802013397,0.28802013397,0.10729847605,0.09425536423,11.80283236500
5046,Syria,5045,84,5045,24,2061877126.81000000000,0.85827636719,1.89193892479,1.03366255760,1.07445966204,0.22665401439,25.78703188900
5127,Russian Federation,5126,85,5126,4,343646187.80100000000,2.21082353592,2.21082353592,0.00000000000,2.21082353592,0.00000000000,8.84329414368
5138,Mexico,5137,86,5137,9,773203922.55300000000,0.97914254665,1.77096319199,0.79182064533,1.19081466728,0.32079113182,10.71733200550
5164,Turkmenistan,5163,87,5163,34,2920992596.31000000000,0.44622290134,1.77193892002,1.32571601868,1.23888385997,0.47259810301,42.12205123900
5237,China,5236,88,5236,3,257734640.85100000000,0.20173454285,0.20173454285,0.00000000000,0.20173454285,0.00000000000,0.60520362854
5251,United States,5250,89,5250,66,5670162098.72000000000,0.00000000000,0.35120677948,0.35120677948,0.09152665283,0.07828440504,6.04075908661
5287,Greece,5286,90,5286,7,601380828.65200000000,0.50360870361,0.68923807144,0.18562936783,0.56049449103,0.07010151637,3.92346143723
5315,Russian Federation,5314,91,5314,33,2835081049.36000000000,1.68262362480,1.74987030029,0.06724667549,1.70503918330,0.03170038683,56.26629304890
5317,Honduras,5316,92,5316,26,2233700220.71000000000,0.75018930435,1.18221950531,0.43203020096,0.81919456445,0.12363391692,21.29905867580
5331,South Africa,5330,93,5330,66,5670162098.72000000000,0.61594867706,1.37799334526,0.76204466820,0.87011056235,0.21864510912,57.42729711530
5355,Congo DRC,5354,94,5354,47,4037842706.66000000000,1.43720829487,2.35278797150,0.91557967663,1.63730330670,0.29629583637,76.95325541500
5470,Canada,5469,95,5469,1,85911546.95030000000,0.79248619080,0.79248619080,0.00000000000,0.79248619080,0.00000000000,0.79248619080
5543,Congo DRC,5542,96,5542,76,6529277568.22000000000,2.41623878479,2.43424010277,0.01800131798,2.42334456820,0.00879893794,184.17418718300
5681,China,5680,97,5680,45,3866019612.76000000000,0.52836740017,1.93094277382,1.40257537365,1.18119471073,0.29021401855,53.15376198290
5819,Canada,5818,98,5818,55,4725135082.27000000000,0.00000000000,0.99341249466,0.99341249466,0.37485022111,0.42613590692,20.61676216130
5832,Canada,5831,99,5831,35,3006904143.26000000000,0.54643714428,0.79621064663,0.24977350235,0.74543253694,0.05866350096,26.09013879300
5886,Mongolia,5885,100,5885,37,3178727237.16000000000,0.00000000000,2.29540109634,2.29540109634,0.53150217598,0.64060406122,19.66558051110
5910,China,5909,101,5909,30,2577346408.51000000000,0.26898705959,1.53706884384,1.26808178425,0.55250493685,0.36715084199,16.57514810560
6186,Canada,6185,102,6185,46,3951931159.71000000000,1.18352150917,1.23369383812,0.05017232895,1.23042172971,0.01238800250,56.59939956670
6230,China,6229,103,6229,21,1804142485.96000000000,0.81640028954,1.89557540417,1.07917511463,1.52907349950,0.25764198810,32.11054348950
6582,Laos,6581,104,6581,109,9364358617.58000000000,1.54894673824,2.42303228378,0.87408554554,1.92964466449,0.26205228729,210.33126843000
6586,Argentina,6585,105,6585,88,7560216131.63000000000,0.49021840096,1.93513560295,1.44491720200,0.95392338390,0.36564509711,83.94525778290
6695,Brazil,6694,106,6694,18,1546407845.11000000000,1.00807058811,1.33209335804,0.32402276993,1.08007564810,0.13470913229,19.44136166570
6710,Congo DRC,6709,107,6709,74,6357454474.32000000000,1.21712756157,2.13270711899,0.91557955742,1.47204181632,0.32645241778,108.93109440800
6750,United States,6749,108,6749,55,4725135082.27000000000,0.05017232895,0.27093076706,0.22075843811,0.22568439570,0.06581078217,12.41264176370
6753,India,6752,109,6752,88,7560216131.63000000000,0.53436416388,1.54022598267,1.00586181879,0.73094877194,0.34281249034,64.32349193100
6811,South Africa,6810,110,6810,36,3092815690.21000000000,0.59494757652,1.37799334526,0.78304576874,1.05916668309,0.29820565783,38.13000059130
6817,Madagascar,6816,111,6816,59,5068781270.07000000000,1.42360866070,2.03421831131,0.61060965061,1.65306279215,0.19948005104,97.53070473670
6861,South Africa,6860,112,6860,24,2061877126.81000000000,1.20310103893,1.75499689579,0.55189585686,1.36270973086,0.11493823305,32.70503354070
6887,Uruguay,6886,113,6886,65,5584250551.77000000000,0.72648918629,1.39699888229,0.67050969601,1.27174000923,0.23731719789,82.66310060020
6947,Australia,6946,114,6946,58,4982869723.12000000000,0.30261158943,0.68069577217,0.37808418274,0.55032191605,0.17970795887,31.91867113110
6991,South Africa,6990,115,6990,3,257734640.85100000000,0.61594867706,0.79199171066,0.17604303360,0.67462968826,0.08298748189,2.02388906479
7135,Tanzania,7134,116,7134,2,171823093.90100000000,2.14360857010,2.14360857010,0.00000000000,2.14360857010,0.00000000000,4.28721714020
7139,Uruguay,7138,117,7138,72,6185631380.42000000000,0.67076504231,1.39699888229,0.72623383999,0.95498440332,0.31505665577,68.75887703900
7189,Kazakhstan,7188,118,7188,17,1460496298.16000000000,0.00000000000,0.40817666054,0.40817666054,0.09604156719,0.17314139753,1.63270664215
7234,India,7233,119,7233,99,8505243148.08000000000,1.63452565670,1.64500331879,0.01047766209,1.63537233646,0.00285558362,161.90186131000
7302,Mongolia,7301,120,7301,65,5584250551.77000000000,0.80696117878,1.13358831406,0.32662713528,1.02155963824,0.13795671880,66.40137648580
7418,Indonesia,7417,121,7417,5,429557734.75100000000,1.93320226669,2.25722503662,0.32402276993,2.12761592865,0.15873809027,10.63807964320
7550,Hungary,7549,122,7549,29,2491434861.56000000000,0.88675355911,1.84514093399,0.95838737488,1.29921800926,0.22910396451,37.67732226850
7594,China,7593,123,7593,77,6615189115.17000000000,0.00000000000,1.61392235756,1.61392235756,0.86929767318,0.59140891140,66.93592083450
7639,India,7638,124,7638,99,8505243148.08000000000,0.55531960726,1.60309243202,1.04777282476,1.12693817025,0.47711645539,111.56687885500
7716,Venezuela,7715,125,7715,82,7044746849.92000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
7806,Argentina,7805,126,7805,74,6357454474.32000000000,0.27161788940,1.03366255760,0.76204466820,0.39441063920,0.27003555929,29.18638730050
7829,Russian Federation,7828,127,7828,51,4381488894.47000000000,0.06724691391,1.88436388969,1.81711697578,1.02925001874,0.90698522526,52.49175095560
7848,China,7847,128,7847,50,4295577347.51000000000,1.08063983917,1.85221052170,0.77157068253,1.56270031929,0.25212484007,78.13501596450
7869,Indonesia,7868,129,7868,4,343646187.80100000000,1.68040645123,1.84241783619,0.16201138496,1.80191498995,0.07015298754,7.20765995979
7883,Australia,7882,130,7882,65,5584250551.77000000000,0.37999451160,1.41365706921,1.03366255760,0.62624890988,0.30670133114,40.70617914200
7890,South Africa,7889,131,7889,70,6013808286.52000000000,0.34433078766,1.01230251789,0.66797173023,0.87594085932,0.25811355557,61.31586015220
7948,Uruguay,7947,132,7947,77,6615189115.17000000000,1.15208101273,1.62011373043,0.46803271771,1.44460144136,0.20800815440,111.23431098500
7971,Bolivia,7970,133,7970,74,6357454474.32000000000,0.21578013897,1.22385084629,1.00807070732,0.87306947644,0.27361536017,64.60714125630
8006,Thailand,8005,134,8005,4,343646187.80100000000,0.36645853519,0.99650251865,0.63004398346,0.68148052692,0.31502199173,2.72592210770
8076,Brazil,8075,135,8075,121,10395297181.00000000000,0.26125311852,1.17008185387,0.90882873535,0.45757695269,0.34600953727,55.36681127550
8095,United States,8094,136,8094,66,5670162098.72000000000,0.48165464401,0.74255084992,0.26089620590,0.57957205989,0.08432599998,38.25175595280
8124,Russian Federation,8123,137,8123,33,2835081049.36000000000,1.10622286797,1.64889311790,0.54267024994,1.43982122161,0.25137416199,47.51410031320
8198,Russian Federation,8197,138,8197,27,2319611767.66000000000,1.74987030029,1.74987030029,0.00000000000,1.74987030029,0.00000000000,47.24649810790
8207,Argentina,8206,139,8206,87,7474304584.68000000000,0.00000000000,0.47770476341,0.47770476341,0.36282242852,0.08104047784,31.56555128100
8213,Brazil,8212,140,8212,84,7216569943.82000000000,0.01800155640,1.15208101273,1.13407945633,0.43083481845,0.26701509810,36.19012475010
8396,Argentina,8395,141,8395,77,6615189115.17000000000,0.44766092300,1.03366255760,0.58600163460,0.86927327243,0.18082761472,66.93404197690
8620,Russian Federation,8619,142,8619,33,2835081049.36000000000,0.79622292519,0.79622292519,0.00000000000,0.79622292519,0.00000000000,26.27535653110
8680,Zimbabwe,8679,143,8679,23,1975965579.86000000000,0.52827644348,0.69360876083,0.16533231735,0.66485531434,0.06266668378,15.29167222980
8700,Brazil,8699,144,8699,97,8333420054.18000000000,0.08775663376,0.93381595612,0.84605932236,0.46997069084,0.27857853924,45.58715701100
8703,Russian Federation,8702,145,8702,19,1632319392.06000000000,1.10622286797,1.10622286797,0.00000000000,1.10622286797,0.00000000000,21.01823449130
8708,Iran,8707,146,8707,30,2577346408.51000000000,1.00989425182,1.77193892002,0.76204466820,1.22886222998,0.22392424576,36.86586689950
8867,Argentina,8866,147,8866,15,1288673204.25000000000,0.00000000000,0.27161788940,0.27161788940,0.10864715576,0.13306504681,1.62970733643
9007,United States,9006,148,9006,55,4725135082.27000000000,0.00000000000,0.38130998612,0.38130998612,0.16201110753,0.13524277111,8.91061091423
9138,Tanzania,9137,149,9137,103,8848889335.88000000000,0.88684964180,2.14360857010,1.25675892830,1.12046844288,0.32440957927,115.40824961700
9156,Tanzania,9155,150,9155,19,1632319392.06000000000,1.14083325863,2.34301948547,1.20218622684,1.55636415984,0.39765140852,29.57091903690
9189,Russian Federation,9188,151,9188,3,257734640.85100000000,1.68262362480,1.88436388969,0.20174026489,1.77228593826,0.08387144623,5.31685781479
9213,Congo DRC,9212,152,9212,68,5841985192.62000000000,2.45142722130,2.52343249321,0.07200527191,2.46122205608,0.02380025883,167.36309981300
9350,Lebanon,9349,153,9349,7,601380828.65200000000,0.85827636719,1.12989425659,0.27161788940,1.05228914533,0.12270445482,7.36602401733
9523,United States,9522,154,9522,60,5154692817.02000000000,0.00000000000,0.42144775391,0.42144775391,0.14650325775,0.18279268037,8.79019546509
9586,Kazakhstan,9585,155,9585,42,3608284971.91000000000,2.31827640533,3.35193896294,1.03366255760,2.85234208902,0.30854981599,119.79836773900
9599,Brazil,9598,156,9598,61,5240604363.97000000000,0.09900689125,1.59986257553,1.50085568428,0.89057824846,0.40464470881,54.32527315620
9634,Argentina,9633,157,9633,88,7560216131.63000000000,0.00000000000,0.27161788940,0.27161788940,0.06709922444,0.10260630938,5.90473175049
9685,Côte d'Ivoire,9684,158,9684,110,9450270164.53000000000,0.92414879799,2.20309329033,1.27894449234,1.46346866651,0.51082803546,160.98155331600
9703,Brazil,9702,159,9702,69,5927896739.57000000000,0.07343816757,0.79205560684,0.71861743927,0.49108134318,0.17810106693,33.88461267950
9731,France,9730,160,9730,38,3264638784.11000000000,0.27896022797,0.70064496994,0.42168474197,0.67687296867,0.06705127524,25.72117280960
9786,Russian Federation,9785,161,9785,44,3780108065.81000000000,1.04712820053,1.10622286797,0.05909466743,1.06867015362,0.02177175703,47.02148675920
9800,Congo DRC,9799,162,9799,28,2405523314.61000000000,2.45142722130,2.52343249321,0.07200527191,2.50928860051,0.01822948067,70.26008081440
9864,Turkmenistan,9863,163,9863,33,2835081049.36000000000,0.98889315128,1.77193892002,0.78304576874,1.49259896351,0.29639986327,49.25576579570
9925,Brazil,9924,164,9924,106,9106623976.73000000000,0.00000000000,0.64804553986,0.64804553986,0.25302339725,0.19026937558,26.82048010830
10010,Russian Federation,10009,165,10009,2,171823093.90100000000,2.12193894386,2.12193894386,0.00000000000,2.12193894386,0.00000000000,4.24387788773
10313,Congo DRC,10312,166,10312,53,4553311988.37000000000,1.97201800346,1.97201800346,0.00000000000,1.97201800346,0.00000000000,104.51695418400
10341,Argentina,10340,167,10340,54,4639223535.32000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
10355,Iran,10354,168,10354,66,5670162098.72000000000,0.98889315128,1.77193892002,0.78304576874,1.53876534014,0.27014729582,101.55851244900
10453,Brazil,10452,169,10452,81,6958835302.97000000000,0.00000000000,1.22408604622,1.22408604622,0.52301213771,0.41412103005,42.36398315430
10506,China,10505,170,10505,88,7560216131.63000000000,0.74621677399,1.39825904369,0.65204226971,1.22674660385,0.16627591279,107.95370113800
10515,Myanmar,10514,171,10514,7,601380828.65200000000,1.86739492416,1.95740103722,0.09000611305,1.94454302107,0.03149557867,13.61180114750
10593,Canada,10592,172,10592,55,4725135082.27000000000,0.54186129570,1.29444670677,0.75258541107,0.85365966450,0.22486545644,46.95128154750
10594,Russian Federation,10593,173,10593,30,2577346408.51000000000,0.79622292519,1.10622286797,0.30999994278,1.09588953654,0.05564669274,32.87668609620
10605,China,10604,174,10604,90,7732039225.53000000000,1.51605343819,2.03827023506,0.52221679688,1.82144077619,0.09608284432,163.92966985700
10643,Austria,10642,175,10642,29,2491434861.56000000000,0.45067167282,2.30200481415,1.85133314133,1.62158572674,0.63084223588,47.02598607540
10694,South Africa,10693,176,10693,8,687292375.60200000000,0.87272632122,1.14434421062,0.27161788940,0.90667858720,0.08982916211,7.25342869759
10701,Mongolia,10700,177,10700,22,1890054032.91000000000,0.32662713528,1.95015609264,1.62352895737,1.37986866452,0.62125218984,30.35711061950
10709,Ethiopia,10708,178,10708,82,7044746849.92000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
10820,Brazil,10819,179,10819,91,7817950772.48000000000,0.00000000000,1.01707124710,1.01707124710,0.30139753845,0.14001272732,27.42717599870
10835,Peru,10834,180,10834,6,515469281.70200000000,0.52622294426,1.85193896294,1.32571601868,1.14179646969,0.39042471349,6.85077881813
10897,Argentina,10896,181,10896,74,6357454474.32000000000,0.00000000000,0.53929257393,0.53929257393,0.33075633887,0.18408581673,24.47596907620
10952,Argentina,10951,182,10951,8,687292375.60200000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
11079,Brazil,11078,183,11078,95,8161596960.28000000000,0.32402253151,0.99907028675,0.67504775524,0.45022104414,0.10410783863,42.77099919320
11103,Canada,11102,184,11102,45,3866019612.76000000000,1.00320994854,1.57541179657,0.57220184803,1.22358550760,0.16063934022,55.06134784220
11153,Ukraine,11152,185,11152,38,3264638784.11000000000,1.43889319897,2.22193908691,0.78304588795,1.97689701695,0.23849548994,75.12208664420
11234,Cameroon,11233,186,11233,46,3951931159.71000000000,2.24561738968,2.24561738968,0.00000000000,2.24561738968,0.00000000000,103.29839992500
11268,Argentina,11267,187,11267,77,6615189115.17000000000,0.00000000000,0.76204466820,0.76204466820,0.17234098137,0.26279627647,13.27025556560
11286,Brazil,11285,188,11285,99,8505243148.08000000000,0.01800131798,0.55803918839,0.54003787041,0.41221073902,0.14508559299,40.80886316300
11426,Argentina,11425,189,11425,74,6357454474.32000000000,0.37790298462,0.47770476341,0.09980177879,0.43859325551,0.04872050913,32.45590090750
11456,Spain,11455,190,11455,1,85911546.95030000000,1.37827634811,1.37827634811,0.00000000000,1.37827634811,0.00000000000,1.37827634811
11487,Afghanistan,11486,191,11486,10,859115469.50300000000,1.35989427567,1.53593730927,0.17604303360,1.48312439919,0.08067305270,14.83124399190
11503,Russian Federation,11502,192,11502,11,945027016.45300000000,1.89078903198,1.89078903198,0.00000000000,1.89078903198,0.00000000000,20.79867935180
11571,Argentina,11570,193,11570,5,429557734.75100000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
11713,Russian Federation,11712,194,11712,1,85911546.95030000000,1.10622286797,1.10622286797,0.00000000000,1.10622286797,0.00000000000,1.10622286797
11766,Congo DRC,11765,195,11765,1,85911546.95030000000,2.52343249321,2.52343249321,0.00000000000,2.52343249321,0.00000000000,2.52343249321
11833,Russian Federation,11832,196,11832,6,515469281.70200000000,0.79622292519,0.79622292519,0.00000000000,0.79622292519,0.00000000000,4.77733755112
11848,Brazil,11847,197,11847,83,7130658396.87000000000,0.05400395393,0.35102486610,0.29702091217,0.19779720077,0.09585615506,16.41716766360
11871,Congo,11870,198,11870,7,601380828.65200000000,1.93857073784,1.93857073784,0.00000000000,1.93857073784,0.00000000000,13.56999516490
