Fishnet_ID,COUNTRY,mean_barle,NEAR_DIST,Producer
46949,Turkmenistan,0.004537037,239100.6678,Bottom
69713,Russian Federation,1.730000019,242713.9978,Top
58966,Russian Federation,1.730000019,242844.8574,Top
38528,Ethiopia,0.435291002,243158.5474,Bottom
66234,Pakistan,0.157551675,243339.3439,Bottom
43720,Turkmenistan,0.004454546,244029.5163,Bottom
11183,Afghanistan,0.455909071,247505.3054,Bottom
68129,Greece,2.419910221,248762.0658,Bottom
53953,Bulgaria,2.760450162,248981.1302,Bottom
60325,Romania,2.387720958,249052.8475,Bottom
49830,Russian Federation,1.553796313,250588.9518,Top
50666,Russian Federation,1.712525271,253803.1717,Top
57902,Eritrea,0.289319209,254164.5511,Bottom
63813,Russian Federation,0.873737383,254539.1322,Top
46186,Greece,2.049301494,257278.6165,Bottom
69815,Romania,2.777364862,257420.1311,Bottom
51266,Greece,1.677580833,258290.0204,Bottom
62499,Romania,2.500196489,258382.7035,Bottom
52879,Romania,2.606532854,262182.4696,Bottom
61897,Ukraine,1.664171576,265290.3702,Bottom
54387,Ukraine,1.664171576,265435.4052,Bottom
7388,Ukraine,1.664171576,268587.3463,Bottom
63012,Ukraine,1.575415759,268937.7086,Bottom
44434,Afghanistan,0.050972601,269395.2957,Bottom
68422,Greece,1.485455101,270507.1144,Bottom
72037,Romania,1.771375938,272578.6614,Bottom
49455,Turkmenistan,0.010425532,273002.6312,Bottom
71794,Russian Federation,1.730000019,274099.7984,Top
59218,Afghanistan,0.584636338,274508.941,Bottom
67155,Serbia,2.274282581,275538.6871,Bottom
54690,Turkmenistan,0.199629634,276357.5181,Bottom
61797,Afghanistan,0.584636338,276839.3351,Bottom
53143,Russian Federation,0.237450983,277139.2484,Top
60832,Afghanistan,0.589999974,277238.4423,Bottom
54314,Eritrea,0.007775383,277332.7315,Bottom
44515,Pakistan,1.223342419,278329.03,Bottom
41371,Pakistan,1.172369818,279167.7216,Bottom
3695,Afghanistan,0.388989889,280711.1232,Bottom
51774,Ethiopia,0.176601865,281072.2092,Bottom
42383,Romania,2.061594854,281612.9203,Bottom
51452,Russian Federation,1.697962982,282053.5562,Top
46479,Russian Federation,1.665925944,282988.1598,Top
62129,Afghanistan,0.156999999,284147.7136,Bottom
61521,Greece,1.964663766,284787.892,Bottom
69786,Serbia,1.407877557,285122.0896,Bottom
55746,Pakistan,1.162175298,286327.8552,Bottom
59247,Eritrea,0.233526847,286453.9741,Bottom
45466,Libya,0.202461538,286822.6321,Bottom
51038,Ethiopia,0.311968361,288120.8646,Bottom
29476,Ethiopia,0.440900476,291193.1349,Bottom
43727,Afghanistan,0.589999974,293011.4699,Bottom
60820,Turkmenistan,0.158796299,293062.8902,Bottom
64105,Greece,1.562033174,294628.6291,Bottom
52872,Bulgaria,2.338700111,296465.5896,Bottom
52458,Ethiopia,0.050420418,297983.3245,Bottom
29378,Pakistan,0.944857966,299012.0725,Bottom
30997,Ukraine,1.664171576,300013.2005,Bottom
68917,Greece,2.683379209,302085.6193,Bottom
66895,Turkmenistan,0.24945455,303238.8532,Bottom
55627,Greece,2.664641736,303446.9224,Bottom
44119,Russian Federation,1.657916685,305199.8838,Top
61910,Greece,2.401521645,305854.6097,Bottom
72019,Romania,2.013382215,309572.8145,Bottom
70122,Serbia,2.567621936,311482.6532,Bottom
43502,Greece,1.570338249,311933.1809,Bottom
46282,Russian Federation,1.730000019,314638.344,Top
43045,Russian Federation,1.730000019,314735.9413,Top
57349,Ethiopia,0.463867845,314744.1186,Bottom
62170,Turkmenistan,0.004537037,314932.8719,Bottom
46989,Afghanistan,0.589999974,315756.3321,Bottom
47825,Turkmenistan,0.061166668,316921.181,Bottom
46600,Turkmenistan,0.004537037,317418.2483,Bottom
19008,Afghanistan,0.017878787,317771.5395,Bottom
65830,Pakistan,1.028719761,318656.6123,Bottom
52343,Greece,2.442142292,318994.0777,Bottom
43611,Russian Federation,0.23579756,320913.6932,Top
54324,Russian Federation,1.730000019,321003.2383,Top
69983,Turkmenistan,0.06351852,323154.6174,Bottom
18116,Russian Federation,0.904318192,323491.2452,Top
45542,Afghanistan,0.285166654,323624.4043,Bottom
53044,Greece,1.265526632,323665.9733,Bottom
17598,Ethiopia,1.091428173,323669.3649,Bottom
46805,Greece,1.725523032,324165.9609,Bottom
49075,Russian Federation,1.730000019,324788.6781,Top
72194,Russian Federation,1.651363655,325555.581,Top
38732,Russian Federation,1.489722239,326471.0769,Top
59978,Eritrea,0.698883995,326529.421,Bottom
42989,Greece,1.542282879,327009.5287,Bottom
63592,Romania,2.612195883,328559.4474,Bottom
45369,Moldova,2.373828373,329300.8419,Bottom
69362,Ukraine,1.664171576,329313.0042,Bottom
28852,Romania,0.243533475,329953.6059,Bottom
65706,Ukraine,1.638956856,330551.4687,Bottom
29263,Afghanistan,0.516249977,331017.0158,Bottom
48955,Ukraine,1.664171576,331321.4297,Bottom
57614,Romania,1.93361083,332333.2594,Bottom
44325,Turkmenistan,0.526666679,333898.1946,Bottom
60362,Ukraine,1.664171576,336442.1632,Bottom
63353,Greece,1.256270599,336609.0525,Bottom
64285,Turkmenistan,0.221919197,338877.4326,Bottom
46550,Ukraine,1.643626248,339082.3515,Bottom
49293,Greece,1.293219735,339283.545,Bottom
50159,Ethiopia,0.41517882,341011.4722,Bottom
55132,Moldova,1.418303891,341780.6248,Bottom
50903,Russian Federation,1.434678378,343327.8793,Top
66124,Turkmenistan,0.03175926,344241.6999,Bottom
54615,Russian Federation,0.252291669,346619.9218,Top
65784,Russian Federation,0.993513609,348005.6304,Top
66529,Libya,0.144615384,348120.8303,Bottom
48371,Romania,1.606232584,348254.2614,Bottom
65367,Turkmenistan,0.131574077,348433.334,Bottom
68956,Serbia,2.296160307,349161.5405,Bottom
50591,Afghanistan,0.693227371,349754.1296,Bottom
43946,Romania,2.186752211,350107.909,Bottom
55378,Serbia,2.544964013,350562.1098,Bottom
71041,Russian Federation,1.255951166,350916.3473,Top
61696,Ethiopia,0.548887096,351563.7602,Bottom
61429,Afghanistan,0.589999974,351997.4636,Bottom
61033,Russian Federation,0.671899339,353848.4379,Top
54329,Serbia,1.70439073,357266.3334,Bottom
56131,Afghanistan,0.585083307,358234.8757,Bottom
65803,Romania,1.000626901,358334.5713,Bottom
61616,Afghanistan,0.589999974,358675.194,Bottom
26883,Afghanistan,0.393333316,361035.4921,Bottom
68965,Ukraine,1.254941813,362105.758,Bottom
55388,Greece,1.869423586,363596.6278,Bottom
59067,Afghanistan,0.256833331,363782.6718,Bottom
3933,Turkmenistan,0.087500002,364601.4668,Bottom
45664,Eritrea,0.024922021,365098.614,Bottom
51740,Libya,0.421379309,365543.505,Bottom
45220,Pakistan,0.613931627,367343.2902,Bottom
50088,Pakistan,1.014186551,367478.8772,Bottom
46979,Pakistan,0.626507129,368122.0107,Bottom
52521,Greece,1.302231669,369324.8105,Bottom
65862,Ukraine,1.664171576,369952.4615,Bottom
56342,Greece,1.778795797,371783.8971,Bottom
63071,Afghanistan,0.589999974,371833.0622,Bottom
47923,Pakistan,1.064042679,373028.1819,Bottom
59353,Romania,1.249658357,373429.9361,Bottom
67895,Russian Federation,1.633888907,376522.8591,Top
62234,Serbia,2.51579032,377992.007,Bottom
46743,Ethiopia,0.704968724,378033.1298,Bottom
27655,Greece,2.043198233,378580.3987,Bottom
65771,Turkmenistan,0.238666672,378613.3965,Bottom
66751,Russian Federation,1.610689673,378692.1537,Top
66866,Turkmenistan,0.126759262,378828.781,Bottom
5286,Greece,1.685175917,379422.1587,Bottom
31339,Eritrea,0.206737829,379693.4055,Bottom
32871,Ethiopia,1.254001434,380820.7341,Bottom
47097,Greece,1.913344362,382040.6522,Bottom
70335,Russian Federation,0.666770841,382574.3441,Top
69826,Russian Federation,1.069303634,383065.7945,Top
51864,Ethiopia,0.754951006,383581.9398,Bottom
44365,Pakistan,0.705026786,383969.2216,Bottom
41674,Russian Federation,1.730000019,385777.6585,Top
60066,Russian Federation,1.441666683,385854.552,Top
40600,Uzbekistan,0.616161631,386759.2274,Bottom
37700,Turkmenistan,0.683030319,387205.5134,Bottom
59629,Afghanistan,0.550938335,387753.6392,Bottom
60900,Afghanistan,0.589999974,389222.8027,Bottom
48213,Russian Federation,1.730000019,390969.9741,Top
52112,Albania,1.202875616,391371.6786,Bottom
63074,Russian Federation,1.240707084,393211.2096,Top
60408,Russian Federation,1.542232871,396119.1005,Top
54830,Ethiopia,0.097059305,396270.1657,Bottom
55614,Turkmenistan,0.238148153,396588.2758,Bottom
56636,Uzbekistan,0.477833345,397853.9281,Bottom
64940,Pakistan,0.963845542,397946.703,Bottom
72447,Serbia,2.052078235,398169.4482,Bottom
72226,Romania,2.358437896,398913.5399,Bottom
52874,Moldova,2.554376956,399513.5148,Bottom
65939,Greece,1.740298755,399837.8967,Bottom
59005,Ukraine,1.055328321,400895.0706,Bottom
67174,Ukraine,1.437854084,401531.805,Bottom
47660,Romania,1.300235654,401989.4877,Bottom
57607,Turkmenistan,1.016666691,407287.5605,Bottom
59731,Romania,1.449373374,407309.8705,Bottom
45928,Ethiopia,0.987763474,408893.7575,Bottom
66233,Ukraine,1.333932787,408914.5507,Bottom
65624,Afghanistan,0.542779201,409344.464,Bottom
60121,Moldova,1.452144177,409912.9672,Bottom
71742,Serbia,2.359122232,410577.1517,Bottom
69205,Russian Federation,1.092518961,410694.4153,Top
54265,Pakistan,0.450211176,410777.2833,Bottom
41935,Eritrea,0.620748185,411098.6932,Bottom
45475,Ethiopia,0.59159957,411178.3024,Bottom
50373,Ethiopia,1.133487483,411336.9677,Bottom
53468,Greece,2.096976042,412130.8837,Bottom
64251,Russian Federation,0.336388893,412246.1022,Top
44278,Turkmenistan,0.644074089,413649.79,Bottom
58762,Afghanistan,0.565416642,414830.0384,Bottom
42085,Russian Federation,0.972312689,415304.4392,Top
51367,Romania,2.074400949,415625.8986,Bottom
71274,Albania,1.660641576,416492.9521,Bottom
67720,Turkmenistan,0.509907418,417375.3741,Bottom
43480,Ethiopia,1.132239026,422768.5085,Bottom
51553,Uzbekistan,0.067777779,424984.8841,Bottom
59538,Ukraine,1.488283515,425980.1038,Bottom
59372,Russian Federation,1.57272729,427395.2065,Top
61775,Russian Federation,0.576666673,428131.8256,Top
70778,Montenegro,2.130215787,430063.8233,Bottom
45802,Greece,1.522462177,431350.6467,Bottom
23166,Afghanistan,0.589999974,432302.1121,Bottom
48309,Pakistan,1.162175298,432957.5456,Bottom
18154,Libya,0.071212121,433031.997,Bottom
67258,Romania,1.852073164,438789.1524,Bottom
51872,Afghanistan,0.589999974,439600.5113,Bottom
49401,Ethiopia,0.940949308,440080.9861,Bottom
61126,Afghanistan,0.589999974,440121.4939,Bottom
60626,Afghanistan,0.546296272,441563.6717,Bottom
36620,Russian Federation,0.256296299,442585.6997,Top
37126,Uzbekistan,0.964909114,442732.933,Bottom
57870,Afghanistan,0.411749999,443618.5752,Bottom
69304,Turkmenistan,0.018148149,444638.7041,Bottom
56635,Serbia,2.262418052,446810.9747,Bottom
67170,Uzbekistan,0.790740759,447399.6138,Bottom
51804,Turkmenistan,0.545050517,449999.9781,Bottom
50013,Romania,1.688039199,450430.2626,Bottom
63231,Serbia,2.02947895,451484.6162,Bottom
55023,Afghanistan,0.589999974,451564.5921,Bottom
60972,Greece,1.291878888,455036.3443,Bottom
49784,Ukraine,1.041798472,455399.7769,Bottom
69567,Turkmenistan,0.646750015,455465.2815,Bottom
69813,Albania,0.826006796,455522.0564,Bottom
54540,Russian Federation,1.717906222,456131.7558,Top
39887,Russian Federation,1.567812517,456194.5263,Top
59056,Pakistan,0.457811552,456338.6628,Bottom
60158,Pakistan,0.410184383,457129.5639,Bottom
70479,Russian Federation,0.794268729,457443.7036,Top
59628,Ethiopia,1.186147561,458394.1822,Bottom
56360,Greece,1.719532948,458409.9196,Bottom
41030,Russian Federation,1.524405461,460517.5762,Top
55537,Pakistan,0.714279461,460518.0573,Bottom
51455,Eritrea,0.363126464,461072.5358,Bottom
57610,Afghanistan,0.589999974,462548.3547,Bottom
46155,Russian Federation,0.904318192,462586.4518,Top
46935,Pakistan,1.158468199,463659.0054,Bottom
51492,Ukraine,1.275671584,464606.5472,Bottom
67463,Albania,1.171492035,464888.0559,Bottom
56187,Pakistan,0.348105558,465001.4295,Bottom
53136,Uzbekistan,0.03388889,465202.2305,Bottom
62553,Russian Federation,1.220923601,466075.7901,Top
69910,Romania,1.961793387,467653.1218,Bottom
59514,Romania,2.246722252,468482.611,Bottom
68946,Moldova,2.338663149,468984.3997,Bottom
70232,Turkmenistan,0.45000001,469762.7134,Bottom
72508,Ukraine,1.008837475,470486.7404,Bottom
43710,Pakistan,0.439351409,470581.0851,Bottom
61406,Ukraine,1.040796262,471000.9119,Bottom
40683,Romania,1.308450441,471072.2781,Bottom
62752,Eritrea,0.215268853,473820.3191,Bottom
64677,Serbia,2.499153705,474059.8661,Bottom
52597,Moldova,1.561319031,477778.2889,Bottom
70770,Russian Federation,1.041520476,478391.6422,Top
70920,Ukraine,1.058334955,478482.3878,Bottom
41217,Russian Federation,0.360416671,478697.7602,Top
46642,Russian Federation,1.029948027,478724.0399,Top
60153,Uzbekistan,1.027962987,478954.4558,Bottom
61328,Ethiopia,0.54363981,479403.749,Bottom
42397,Ethiopia,0.639412012,479723.0043,Bottom
59397,Ukraine,1.161821333,479748.9648,Bottom
60349,Pakistan,0.324371096,480370.774,Bottom
45471,Russian Federation,0.404205612,482097.3013,Top
62791,Romania,1.312624201,482977.2133,Bottom
50542,Ukraine,1.041798472,483389.0035,Bottom
57163,Uzbekistan,0.338888897,483801.0484,Bottom
60703,Albania,0.604250205,485562.1013,Bottom
56340,Turkmenistan,1.125185211,487262.0219,Bottom
33610,Ethiopia,1.327313131,487404.9063,Bottom
67551,Ukraine,1.014738798,489739.6797,Bottom
47788,Ukraine,1.425618948,490237.5817,Bottom
36512,Moldova,1.290897846,493615.0882,Bottom
53434,Ethiopia,0.004621872,494942.1137,Bottom
62536,Afghanistan,0.40597487,495037.6438,Bottom
35918,Uzbekistan,1.077666692,496089.4914,Bottom
54520,Pakistan,0.461503581,496154.1739,Bottom
68830,Serbia,2.171549435,498774.9244,Bottom
60175,Afghanistan,0.324499986,499100.2628,Bottom
60953,Eritrea,0.587576677,499869.9727,Bottom
51684,Ethiopia,0.928170304,502492.1469,Bottom
65818,Albania,1.702325135,503226.9456,Bottom
69175,Romania,2.064854559,503661.8231,Bottom
64023,Uzbekistan,0.197171722,503753.6129,Bottom
72427,Russian Federation,0.234270836,504782.2985,Top
47591,Romania,1.739822869,505255.3151,Bottom
4584,Ethiopia,0.121762411,508700.8623,Bottom
61090,Serbia,2.607300257,509710.5672,Bottom
61385,Ethiopia,1.126215154,510245.8464,Bottom
54495,Uzbekistan,1.197407435,513063.7951,Bottom
53034,Ukraine,1.421394368,513483.1988,Bottom
66887,Afghanistan,0.491666645,514100.7044,Bottom
63094,Pakistan,0.948090374,514412.1274,Bottom
67981,Uzbekistan,0.492929304,515375.5145,Bottom
59644,Bosnia and Herzegovina,2.430360256,517011.9364,Bottom
58607,Afghanistan,0.589999974,520929.371,Bottom
65088,Afghanistan,0.589999974,521567.6866,Bottom
45449,Afghanistan,0.497129608,522219.1222,Bottom
61475,Afghanistan,0.493166674,523558.0818,Bottom
54724,Russian Federation,1.66023129,525700.8383,Top
57526,Russian Federation,1.730000019,525753.3638,Top
68708,Russian Federation,1.522400017,528724.628,Top
44905,Russian Federation,1.439748883,529498.4393,Top
40934,Romania,2.004034279,529753.485,Bottom
65277,Russian Federation,1.041520476,529995.7432,Top
45723,India,0.186222323,530689.4991,Bottom
71499,Ukraine,1.075623115,531119.5733,Bottom
2592,Russian Federation,1.223232337,531440.3681,Top
58265,Afghanistan,0.589999974,531929.6,Bottom
64061,Uzbekistan,0.045185186,532114.4273,Bottom
51472,Ethiopia,1.103511687,532397.3706,Bottom
52066,Uzbekistan,0.915000021,532956.5597,Bottom
59534,Russian Federation,1.410250334,535354.1831,Top
56348,Moldova,2.480175777,537267.2379,Bottom
73143,Moldova,2.943898938,537696.891,Bottom
73275,Russian Federation,1.041520476,539163.4759,Top
52825,Afghanistan,0.589999974,539182.9996,Bottom
68495,Ukraine,0.958505356,539250.4773,Bottom
1317,Russian Federation,0.342395837,539392.3306,Top
66495,Romania,1.600408273,539498.8192,Bottom
48029,Ukraine,0.988242824,539712.0012,Bottom
68417,Bosnia and Herzegovina,2.676457528,540069.5961,Bottom
44777,Ukraine,1.014738798,541468.7274,Bottom
37534,Eritrea,0.371084403,542027.9129,Bottom
54323,Ethiopia,1.028764837,542133.7747,Bottom
47438,Uzbekistan,0.632592607,542460.5853,Bottom
14095,Pakistan,1.102861726,543005.8251,Bottom
39305,Moldova,1.60310171,545299.5914,Bottom
54917,India,0.374931312,545310.515,Bottom
70839,Russian Federation,0.160185187,545369.8493,Top
66660,Russian Federation,1.111570993,545993.4169,Top
55525,India,0.227368167,546160.9111,Bottom
51203,Ukraine,1.197109876,547267.0457,Bottom
47700,Ethiopia,1.063564354,548155.9431,Bottom
50972,Ukraine,1.488283515,548361.1035,Bottom
63048,Pakistan,0.525684603,548416.255,Bottom
61184,Romania,2.282967838,549801.8472,Bottom
67409,Romania,0.727466029,550109.0939,Bottom
50457,Uzbekistan,0.960185208,550788.9765,Bottom
52866,Serbia,2.635482967,551487.7432,Bottom
21520,Uzbekistan,0.022592593,552429.7118,Bottom
64043,Ukraine,1.155533781,552508.0926,Bottom
47633,Tajikistan,1.200092621,552733.6964,Bottom
65275,Uzbekistan,1.189500028,555481.8,Bottom
69868,Uzbekistan,1.039259284,557528.758,Bottom
46883,Ukraine,1.488283515,558007.1141,Bottom
44346,Pakistan,0.434988103,558074.4879,Bottom
35366,Ethiopia,1.349826052,558294.9738,Bottom
58652,Albania,1.146567494,558517.7169,Bottom
44616,Moldova,1.401927285,560654.1981,Bottom
70544,Romania,1.600541003,562868.5736,Bottom
51157,Pakistan,0.305527364,564616.684,Bottom
31609,Uzbekistan,0.061616163,567882.683,Bottom
58233,Romania,1.773933316,568249.593,Bottom
62131,Serbia,2.934519578,571110.6183,Bottom
46988,Ethiopia,1.525652272,572239.691,Bottom
55159,Ukraine,1.347671491,572554.5454,Bottom
61713,Ukraine,1.488283515,575335.5655,Bottom
28469,Ethiopia,0.451349656,576202.7846,Bottom
49327,Bosnia and Herzegovina,1.426566421,576657.7319,Bottom
44612,Afghanistan,0.570531941,580038.3707,Bottom
56406,Russian Federation,1.574494399,581002.6311,Top
3705,Tajikistan,1.085277805,582021.432,Bottom
67382,Uzbekistan,0.394343444,582161.9223,Bottom
23661,Pakistan,0.487347782,582894.0641,Bottom
58002,Afghanistan,0.108889036,583704.092,Bottom
60107,Bosnia and Herzegovina,1.988281699,588093.7377,Bottom
58593,Eritrea,0.009567505,590951.3619,Bottom
64777,Romania,1.804365096,592783.5687,Bottom
45509,Pakistan,1.012309069,593329.0208,Bottom
47012,Russian Federation,1.642319988,594485.4828,Top
62017,Russian Federation,1.730000019,594530.2414,Top
57183,Ethiopia,0.858725153,595250.9345,Bottom
41351,Ethiopia,0.535760385,595603.6356,Bottom
49719,Afghanistan,0.280249988,596774.7836,Bottom
45577,Russian Federation,1.439748883,597835.2783,Top
58392,Hungary,2.591428248,598266.5898,Bottom
54909,Russian Federation,0.032037037,598786.0073,Top
43297,Russian Federation,1.57272729,599679.0354,Top
