mean_mille,Fishnet_ID,COUNTRY,NEAR_DIST
1.25534894200,42364,India,841.36049782500
0.92671292300,55418,India,1214.90328841000
0.99451533100,65967,India,2359.39487386000
1.03501977100,60864,Nepal,3065.94842835000
0.61303030900,63256,Myanmar,4516.33767797000
1.15583852900,44137,North Korea,5399.72555497000
1.06555555900,53740,Kyrgyzstan,6302.95653447000
0.11333333500,56098,Laos,7619.90763778000
0.00453703700,57506,Afghanistan,7799.36744747000
1.35731482000,58269,Kyrgyzstan,9841.67299228000
0.96518970700,65575,India,10210.29621140000
0.70125288200,59261,Myanmar,10644.18121600000
1.04681023100,42835,Nepal,11358.44752570000
0.64909091600,60445,Myanmar,14881.99769790000
0.10954580900,41131,Afghanistan,14889.90788720000
1.09638697700,43700,Nepal,15306.62563510000
0.97367763700,61330,Bhutan,16460.73864800000
0.69052482800,42354,Myanmar,16533.15327040000
1.00987192300,62262,Nepal,17682.96714080000
0.31636167100,66498,Mongolia,19533.67771900000
0.27801480200,61881,Kazakhstan,20562.72687190000
1.28477444300,60171,Bhutan,20639.40393060000
0.91866231500,63880,North Korea,23157.86827610000
1.00212963300,54075,Kyrgyzstan,24478.89782100000
0.60272727900,60939,Laos,24647.09315420000
0.59505050700,60253,Tajikistan,25480.40907970000
1.14828402900,60844,North Korea,26964.60907550000
0.29114886600,70721,Kazakhstan,27110.31807990000
0.77447208200,65536,Myanmar,27769.26227620000
1.12184327800,65992,North Korea,28064.59352240000
1.15520310400,61989,North Korea,28073.98508930000
0.03687025900,50172,Afghanistan,29176.42394930000
0.96157991900,65973,North Korea,33224.88649490000
1.31179389200,58789,India,33744.10843950000
1.37000000500,10922,Kyrgyzstan,35413.13795810000
0.90841699500,59982,India,37565.73824490000
1.06825689100,59314,Nepal,38878.94623360000
1.34229631100,57341,India,40779.22933420000
0.86594434000,55148,India,42234.97578660000
1.34509091400,41241,Kyrgyzstan,43059.82327560000
0.40592592700,59472,Kazakhstan,44695.90297360000
0.69900023400,48793,India,48640.60679790000
1.08900806700,36143,India,48977.86365390000
1.09503727700,49754,India,50491.68050050000
1.30657407900,43359,Kyrgyzstan,52701.70195610000
0.05092658700,42142,India,54539.33407380000
0.64633897800,46209,India,55074.32857890000
0.55636364200,58825,Myanmar,56923.14664250000
0.98561938700,48712,North Korea,57631.42158580000
1.02833597300,62107,India,58272.87540050000
0.32420534900,48999,Mongolia,58370.49361570000
1.08561418600,55210,Nepal,60583.44717230000
