Fishnet_ID,mean_rapes,COUNTRY,NEAR_DIST
60564,1.89165955800,Belarus,1312.21902796000
42002,1.63008034400,Russian Federation,1632.95685997000
45563,0.80663801200,Romania,2012.61139108000
57004,0.65584970400,Italy,3112.08259171000
61184,0.66508186200,Romania,3369.70377250000
47608,2.03017659800,Bosnia and Herzegovina,5357.69738404000
75167,0.91061156400,Belarus,7155.30946421000
43202,2.60643537000,Bosnia and Herzegovina,8555.11836198000
66561,0.21188105500,Slovenia,9057.86579057000
68468,2.04300657500,Croatia,9066.08796332000
56580,0.41487673100,Romania,9296.43332699000
67262,1.26596592600,Ukraine,9745.35013666000
69352,2.29664030300,Italy,14366.59520910000
72298,1.78990232600,Bosnia and Herzegovina,15351.61058340000
22369,1.62928337500,Andorra,15372.67030950000
47408,0.49794548100,Ukraine,15494.09679810000
63810,1.35151543900,Italy,15814.92265810000
63871,1.51713168800,Belarus,17630.90506810000
69516,0.38251988100,Italy,20730.70699640000
46912,0.70701069500,Croatia,22545.04978520000
51637,1.17656464900,Belarus,23838.82412670000
39159,2.81555848200,Italy,24334.09425380000
50550,2.01806573500,Spain,24702.07243520000
44467,0.23302067200,Italy,27296.14940000000
71958,2.07627595800,Italy,27644.19354660000
47804,2.69598635000,Italy,29240.44935900000
50193,0.51469111400,Spain,29403.34046160000
70544,0.56634837400,Romania,31878.42460020000
75117,2.29076711300,Sweden,32441.86126470000
44983,2.34475825700,Sweden,33749.63274410000
49956,1.87843658500,Serbia,33947.00701220000
64376,0.67681755600,Sweden,34647.27031560000
56218,1.63728809400,Sweden,34666.57090970000
50795,1.93399085400,Spain,34833.46803880000
59757,1.64288242000,Lithuania,35737.49184330000
64777,0.55007329900,Romania,36179.49857900000
70597,1.08941567100,Spain,37699.76529770000
65483,0.10311834300,Italy,38750.02104830000
61304,2.19055196100,Italy,42122.53170670000
57975,0.77772725000,Italy,43399.65348640000
56668,1.66601244600,Sweden,43645.00054080000
64235,1.88349599500,Ukraine,43801.92773310000
52866,0.80100125700,Serbia,46368.41707550000
59496,1.90435540700,Ukraine,47344.20809020000
72794,0.89088499500,Russian Federation,48901.19693640000
73168,1.90435540700,Ukraine,50366.09846130000
54392,0.84771962700,Sweden,50990.02305990000
47427,1.43436565600,Lithuania,51467.10178750000
66801,0.56568971400,Lithuania,52125.46633170000
58822,1.61939737900,Lithuania,52434.30207180000
48980,1.90435540700,Ukraine,53110.52982520000
53896,1.94440266600,Bosnia and Herzegovina,54235.24466270000
69872,0.84571052100,Belarus,59068.98189810000
54469,1.09255134600,Belarus,59076.73245450000
42667,1.39260888700,Lithuania,59203.16108910000
70078,1.69913439600,Spain,59618.86410100000
62132,0.79148059400,Spain,59749.55362080000
70656,1.31991028500,Spain,61510.98630880000
68830,0.28615579400,Serbia,61591.77973010000
47591,0.22769655300,Romania,62665.04076640000
71928,1.49029994500,Italy,63586.90282380000
64347,0.92259329600,Belarus,64500.88899880000
58318,0.23201627300,Italy,68984.93791380000
72086,1.46401908800,Sweden,72473.34429430000
64027,1.32879227700,Ukraine,75470.53286410000
58017,2.36911799800,Bosnia and Herzegovina,75711.80461730000
68764,2.54794692100,Bosnia and Herzegovina,76304.56536840000
38388,0.06626755800,Romania,76390.17412330000
66505,1.66540708400,Spain,77113.87342610000
73795,0.39258537400,Ukraine,78192.99814310000
45477,1.05077467100,Croatia,78626.94453280000
50258,1.62170409400,Lithuania,79023.76003160000
45304,1.56051711700,Ukraine,79098.28011690000
47555,1.62861748200,Belarus,79313.73026850000
67007,1.08197056300,Belarus,82022.39166900000
65656,2.28393708400,Bosnia and Herzegovina,82068.46183300000
70287,1.71900918500,Croatia,83042.39910170000
57155,1.68973603100,Italy,83519.28320410000
58637,1.71161796700,Bosnia and Herzegovina,84213.02480140000
71356,1.23441151800,Spain,86390.01749130000
65869,0.56230597600,Italy,87784.30309180000
58233,0.09113600600,Romania,88546.84702790000
69245,0.52981981100,Italy,88683.68722260000
53619,0.66669633700,Italy,89400.75365300000
64627,0.99565592000,Belarus,89915.46173540000
40934,0.57063891500,Romania,90908.92178720000
63694,1.94634392600,Italy,94427.27348540000
49466,1.48751111300,Sweden,95847.32713220000
58724,0.80648969500,Sweden,96480.25910990000
69509,0.75058821400,Italy,96833.61306150000
68758,0.72208960900,Sweden,97221.66343650000
50013,0.04331772900,Romania,98746.47102980000
50221,1.99700154200,Spain,98976.29865920000
68471,0.21721709400,Spain,101412.46667900000
46065,2.03796885700,Spain,102888.37889400000
