Fishnet_ID,mean_groun,NEAR_DIST,COUNTRY,Producer
54500,1.19000005700,742679.77437600000,Jamaica,Bottom
59040,0.88180556200,746907.64608900000,El Salvador,Bottom
54638,1.19000005700,759194.72342500000,Jamaica,Bottom
36984,0.72389381600,776626.89532500000,Guatemala,Bottom
44630,0.93066666100,780677.97973500000,Dominican Republic,Bottom
55672,1.12999999500,781605.12129600000,Dominican Republic,Bottom
35144,0.75568626800,782806.68222000000,Haiti,Bottom
48634,1.12999999500,791557.27176100000,Dominican Republic,Bottom
61223,0.75692307000,806961.29734700000,Haiti,Bottom
56174,0.96641509900,825396.66853200000,El Salvador,Bottom
2177,1.22666666200,838258.95838800000,Belize,Bottom
49082,0.76793388500,840084.97586800000,Guatemala,Bottom
58616,0.91715279300,841096.58655700000,El Salvador,Bottom
57934,1.07999999600,846903.94471800000,Belize,Bottom
61329,0.94439393700,864891.54503500000,Guatemala,Bottom
56899,0.85030304600,867336.06239600000,Guatemala,Bottom
41123,1.00000000000,885178.31783600000,Cuba,Bottom
48314,0.56999999800,893505.90853500000,Mexico,Bottom
64091,0.98529411800,897139.12828400000,Cuba,Bottom
44816,0.90722223900,902890.89001800000,Guatemala,Bottom
62224,0.66666666700,906839.35281500000,Cuba,Bottom
53676,0.94736842100,912946.57463700000,Cuba,Bottom
51424,0.50630769000,920399.72645000000,Guatemala,Bottom
58237,0.92857142900,925699.25281100000,Cuba,Bottom
46169,0.92000001700,925843.10568300000,Guatemala,Bottom
52241,0.90606062200,935912.25802600000,Guatemala,Bottom
61314,0.96721311500,938423.58887200000,Cuba,Bottom
21111,0.98484848500,939704.53982600000,Cuba,Bottom
53276,0.35545455200,946646.68166500000,Guatemala,Bottom
50378,0.87438018100,959289.47724300000,Guatemala,Bottom
4340,1.00000000000,977787.71088400000,Cuba,Bottom
63754,1.00000000000,978681.05326000000,Cuba,Bottom
64040,0.48847556800,981721.85889500000,Mexico,Bottom
62790,0.19814277300,984828.53895300000,Mexico,Bottom
64913,0.83333333300,986963.62189200000,Cuba,Bottom
52880,1.00000000000,989463.09739100000,Cuba,Bottom
48176,0.75000000000,990217.29676100000,Cuba,Bottom
47720,0.47069768300,991216.97564300000,Guatemala,Bottom
60147,1.00000000000,994214.44421600000,Cuba,Bottom
59792,1.04946968600,997299.60890200000,Guatemala,Bottom
43777,1.00000000000,1012225.88264000000,Cuba,Bottom
40291,1.00000000000,1013260.01490000000,Cuba,Bottom
46537,0.09251750700,1023011.34696000000,Mexico,Bottom
55847,0.92000001700,1024181.88491000000,Guatemala,Bottom
18707,0.96153846200,1024203.71029000000,Cuba,Bottom
63198,0.70710745100,1030932.50990000000,Guatemala,Bottom
54291,0.90069931700,1031180.69845000000,Guatemala,Bottom
47485,1.00000000000,1041278.83173000000,Cuba,Bottom
17433,1.10799304800,1047700.36436000000,Mexico,Bottom
44302,0.98437500000,1049240.17514000000,Cuba,Bottom
45107,0.90909090900,1049938.35543000000,Cuba,Bottom
51349,0.55294117600,1051446.37336000000,Cuba,Bottom
52787,1.04176631100,1052159.15674000000,Guatemala,Bottom
39091,0.56898663900,1053848.83489000000,Mexico,Bottom
53227,0.98198198200,1057821.65199000000,Cuba,Bottom
19299,0.44444444400,1057962.85861000000,Cuba,Bottom
49927,0.69131733700,1058833.13977000000,Mexico,Bottom
60719,1.00000000000,1075419.49658000000,Cuba,Bottom
32882,0.84444444400,1075661.64736000000,Cuba,Bottom
44396,0.67355371400,1077351.04891000000,Guatemala,Bottom
50192,0.97590361400,1077549.57610000000,Cuba,Bottom
58438,0.97142857100,1079449.64989000000,Cuba,Bottom
55469,1.04850843100,1081006.29870000000,Guatemala,Bottom
58246,1.00000000000,1083437.50868000000,Cuba,Bottom
45847,0.07722227400,1098994.83404000000,Mexico,Bottom
49220,0.92000000000,1101022.56978000000,Cuba,Bottom
41666,0.47871093900,1115269.09857000000,Mexico,Bottom
55358,0.02106870300,1117192.59599000000,Guatemala,Bottom
41127,0.63424084600,1117353.36069000000,Mexico,Bottom
55558,0.62634304000,1126785.95298000000,Guatemala,Bottom
52624,1.11199998900,1129576.12039000000,Mexico,Bottom
55155,0.25198847400,1135354.53443000000,Mexico,Bottom
45468,1.00000000000,1139709.50039000000,Cuba,Bottom
46755,0.93939393900,1140454.93702000000,Cuba,Bottom
60935,0.93333333300,1140966.02847000000,Cuba,Bottom
59116,2.15541006100,1145673.07578000000,Guatemala,Bottom
59386,0.83333333300,1147851.17868000000,Cuba,Bottom
52881,0.66666666700,1149373.89290000000,Cuba,Bottom
48979,0.06043478200,1159900.48417000000,Mexico,Bottom
46906,2.00140986600,1171921.37030000000,Mexico,Bottom
60169,0.88729904100,1180673.75041000000,Mexico,Bottom
55963,0.08339999900,1186766.40530000000,Mexico,Bottom
63721,0.38463140600,1189857.85188000000,Mexico,Bottom
55116,0.77600220200,1205031.28845000000,Mexico,Bottom
61092,0.40882352500,1208225.70437000000,Mexico,Bottom
51818,2.49363589300,1239721.96024000000,Mexico,Bottom
60542,2.49036228500,1239729.40860000000,Mexico,Bottom
56375,0.03257814500,1244396.85643000000,Mexico,Bottom
20763,0.49044821400,1249303.29233000000,Mexico,Bottom
58310,1.81717973000,1263718.00816000000,Mexico,Bottom
47436,1.32369850400,1294125.90648000000,Mexico,Bottom
36552,0.76110101800,1330500.95364000000,Mexico,Bottom
59915,2.49363589300,1351397.67807000000,Mexico,Bottom
56053,1.39945200300,1356215.95270000000,Mexico,Bottom
47395,1.37730145600,1384232.65535000000,Mexico,Bottom
43419,1.34879807800,1417934.39407000000,Mexico,Bottom
45669,0.66135227300,1452386.36391000000,Mexico,Bottom
62125,0.79387128300,1475164.74294000000,Mexico,Bottom
61252,0.20963591800,1506464.35816000000,Mexico,Bottom
59974,0.88773435400,1518413.12875000000,Mexico,Bottom
60331,0.24063585800,1539618.85029000000,Mexico,Bottom
40752,0.01232964400,1542765.39442000000,Mexico,Bottom
51722,0.02690104100,1566777.11687000000,Mexico,Bottom
52921,0.10594982300,1593236.02276000000,United States,Bottom
50364,0.29909194900,1593752.15466000000,United States,Bottom
57798,1.40975575300,1627828.74087000000,Mexico,Bottom
47547,1.10239781800,1629835.55091000000,Mexico,Bottom
49130,0.41150939500,1636642.84555000000,Mexico,Bottom
53101,1.10515385300,1682093.26643000000,United States,Bottom
65033,1.41979320700,1682578.76411000000,United States,Bottom
61185,0.68949390900,1717880.74066000000,Mexico,Bottom
2468,1.57597792100,1727802.36664000000,Mexico,Bottom
53633,1.02764369200,1730842.13037000000,Mexico,Bottom
11085,1.36318759100,1744336.57770000000,Mexico,Bottom
62630,0.27597432000,1751609.70892000000,Mexico,Bottom
48776,0.85117482800,1753920.67996000000,Mexico,Bottom
65227,1.76536746300,1770303.49335000000,United States,Bottom
58465,2.16565347200,1770761.56981000000,United States,Bottom
53213,0.43610650600,1776972.04088000000,Mexico,Bottom
41453,0.20663466900,1806753.32012000000,Mexico,Bottom
56225,1.55936861400,1828405.32420000000,Mexico,Bottom
51183,1.47968894400,1834521.11561000000,Mexico,Bottom
41679,0.55406172300,1840662.76397000000,Mexico,Bottom
45078,2.88261954000,1841664.43897000000,United States,Bottom
60764,1.13591266300,1844665.55893000000,Mexico,Bottom
2069,0.98181842300,1857854.60454000000,United States,Bottom
5521,2.94744735000,1858287.99390000000,United States,Bottom
63736,1.10814677800,1862630.44874000000,United States,Bottom
50070,1.02373714300,1868380.40915000000,Mexico,Bottom
40823,1.46180543100,1878398.87723000000,Mexico,Bottom
49133,1.05699661100,1896335.43689000000,Mexico,Bottom
63502,1.51998063800,1924530.04594000000,Mexico,Bottom
47557,0.66474046100,1928274.16425000000,Mexico,Bottom
61476,0.13287273500,1928866.23010000000,United States,Bottom
54403,1.21526558500,1930692.65389000000,Mexico,Bottom
58861,1.06789678500,1938039.53621000000,Mexico,Bottom
41349,0.40654605900,1944729.40431000000,United States,Bottom
38768,0.98453798600,1945146.14308000000,United States,Bottom
62427,2.83989634800,1949268.60835000000,United States,Bottom
47119,2.11058259600,1957769.85483000000,United States,Bottom
56075,1.85642805300,1960261.97235000000,Mexico,Bottom
61730,1.35391588100,1963927.95860000000,Mexico,Bottom
66696,2.28926002700,1970592.92776000000,United States,Bottom
49514,1.05799780500,1986529.55303000000,Mexico,Bottom
59255,2.61312425600,1988648.61630000000,United States,Bottom
57518,0.99593649700,1998555.15670000000,Mexico,Bottom
63629,1.36015907900,2003016.84807000000,Mexico,Bottom
53794,1.27329508700,2016639.97881000000,Mexico,Bottom
56558,1.00382375900,2030934.32736000000,United States,Bottom
62639,1.12712335600,2031267.83848000000,Mexico,Bottom
43721,1.85690743900,2031324.78660000000,United States,Bottom
55370,1.26133188200,2031710.32303000000,Mexico,Bottom
45842,3.25894143100,2034922.79405000000,United States,Bottom
66489,2.90274738500,2035246.95942000000,United States,Bottom
43093,3.39893893600,2043337.48120000000,United States,Bottom
48323,0.95210682500,2045197.14699000000,Mexico,Bottom
59980,0.80092799400,2045478.03502000000,Mexico,Bottom
63437,2.88385884200,2048133.91625000000,United States,Bottom
53407,1.10540125600,2050353.06444000000,Mexico,Bottom
56536,2.02929060000,2052551.67204000000,Mexico,Bottom
30495,2.78907811200,2055546.85201000000,United States,Bottom
65528,2.54799117400,2071801.83102000000,United States,Bottom
42470,0.83049702200,2077254.37874000000,Mexico,Bottom
56533,2.71068559300,2083034.46748000000,United States,Bottom
49864,1.69459066000,2087421.95150000000,Mexico,Bottom
63125,0.41147356700,2090279.03611000000,Mexico,Bottom
64657,2.49353768300,2092007.55408000000,United States,Bottom
48758,0.64918771500,2093259.71483000000,Mexico,Bottom
60461,3.21827674100,2105663.60159000000,Mexico,Bottom
58769,1.38216733900,2105857.54008000000,United States,Bottom
46070,1.19779667100,2116050.15146000000,United States,Bottom
56748,2.02996432600,2116441.14524000000,United States,Bottom
50359,2.78246942900,2116813.33843000000,United States,Bottom
64560,0.44556343100,2117071.14536000000,United States,Bottom
24424,2.55733632900,2120552.36019000000,United States,Bottom
18973,1.07320450700,2127551.02779000000,Mexico,Bottom
54344,2.64791237300,2128267.01019000000,United States,Bottom
63337,1.52564552300,2131827.30240000000,Mexico,Bottom
55757,1.57674449100,2137563.83138000000,Mexico,Bottom
43534,2.49945043500,2137618.85453000000,Mexico,Bottom
63298,0.60890079100,2138001.24294000000,Mexico,Bottom
60752,2.14336408200,2139914.01270000000,United States,Bottom
57781,2.66103155600,2143799.70628000000,United States,Bottom
52156,1.56409713100,2145195.30262000000,Mexico,Bottom
59412,2.25518726400,2155429.20328000000,United States,Bottom
51581,3.22177767800,2166554.75304000000,Mexico,Bottom
58187,1.53417979000,2166860.93122000000,Mexico,Bottom
43999,1.84938824700,2168123.65458000000,Mexico,Bottom
53355,1.78407446700,2168441.70946000000,Mexico,Bottom
64179,0.06989736800,2170511.08947000000,Mexico,Bottom
38973,1.63681726600,2172732.10468000000,Mexico,Bottom
41995,1.46359425100,2174729.23552000000,United States,Bottom
45397,2.88872973900,2175113.38904000000,United States,Bottom
58599,1.29014038400,2188113.14576000000,Mexico,Bottom
52275,2.51379914100,2195263.35382000000,Mexico,Bottom
47906,0.23911004300,2197713.70541000000,United States,Bottom
58630,3.12604271200,2201246.64458000000,United States,Bottom
67577,2.64591919800,2201601.84248000000,United States,Bottom
54298,2.19577531600,2201848.03952000000,United States,Bottom
61294,1.38146481800,2205172.72284000000,United States,Bottom
51600,2.70904798500,2209838.61340000000,United States,Bottom
48351,1.16166398200,2210003.81455000000,United States,Bottom
45668,1.34633761300,2210932.74478000000,Mexico,Bottom
47636,0.70295299500,2212542.06543000000,United States,Bottom
60276,0.44820888900,2216093.60170000000,Mexico,Bottom
59746,0.04492860600,2223671.83025000000,United States,Bottom
51528,2.70613987800,2224267.57289000000,United States,Bottom
49187,0.29560595700,2224488.90420000000,United States,Bottom
57474,2.46248459300,2225466.18736000000,Mexico,Bottom
52460,0.33524907700,2238505.51268000000,United States,Bottom
63611,0.95056346800,2240376.61644000000,Mexico,Bottom
43440,1.20741563900,2240774.60748000000,Mexico,Bottom
55854,1.34300593100,2247816.07946000000,United States,Bottom
63115,0.03604437300,2251884.01990000000,Mexico,Bottom
59503,3.01542841200,2254263.75474000000,United States,Bottom
42054,0.87853394900,2256969.53056000000,United States,Bottom
45103,2.12035056900,2258848.29249000000,Mexico,Bottom
60064,1.17946988500,2260033.95021000000,Mexico,Bottom
53395,1.29851681000,2264065.17250000000,Mexico,Bottom
63869,0.09057607100,2273407.45376000000,United States,Bottom
67169,0.69387739300,2278974.96091000000,United States,Bottom
57348,2.45876289600,2285341.39152000000,United States,Bottom
51734,1.71502860900,2285369.79878000000,Mexico,Bottom
48716,0.35691284700,2285680.95953000000,United States,Bottom
53891,2.67999140700,2285916.46132000000,United States,Bottom
67043,2.98548145300,2287565.76727000000,United States,Bottom
51908,2.36000999400,2289802.28574000000,United States,Bottom
62811,0.75831132400,2293443.75216000000,United States,Bottom
50580,0.14002478800,2294567.17280000000,Mexico,Bottom
43460,1.91546312300,2295203.43129000000,Mexico,Bottom
11966,0.22184186100,2295431.25317000000,Mexico,Bottom
63908,1.35927538900,2296741.47866000000,United States,Bottom
57966,1.41321897100,2297319.75903000000,United States,Bottom
50950,0.28122880100,2298274.08884000000,United States,Bottom
32937,2.86978092800,2304419.53489000000,United States,Bottom
46860,1.96665242200,2313979.58407000000,Mexico,Bottom
31733,0.49030096500,2314202.19490000000,Mexico,Bottom
38484,0.45611522200,2324030.31109000000,United States,Bottom
65276,3.04107587300,2333189.79364000000,United States,Bottom
59486,0.22503174300,2334276.65486000000,Mexico,Bottom
63466,1.00308513500,2337242.21114000000,Mexico,Bottom
45999,0.03763123300,2341357.33711000000,Mexico,Bottom
64272,0.69406272200,2343071.96092000000,United States,Bottom
35919,2.44270841200,2345679.95067000000,Mexico,Bottom
52158,0.94943133800,2346858.75841000000,United States,Bottom
57172,0.05756802600,2350474.56502000000,United States,Bottom
55827,1.17193347700,2351982.16534000000,Mexico,Bottom
39470,0.63564992300,2359791.24921000000,United States,Bottom
62409,0.42616825600,2359859.10155000000,United States,Bottom
46766,3.04076814700,2365163.30949000000,United States,Bottom
53982,0.77411991400,2368716.80710000000,United States,Bottom
67181,1.18341953600,2369267.57125000000,United States,Bottom
58577,1.95187848200,2372990.52940000000,United States,Bottom
14021,1.43863573200,2375923.59230000000,Mexico,Bottom
59693,3.02504315000,2380194.26948000000,United States,Bottom
58063,1.13553174500,2380282.58936000000,Mexico,Bottom
55623,2.99008867700,2384204.17786000000,United States,Bottom
65395,0.04501846400,2389281.67134000000,United States,Bottom
44793,0.78119618800,2390847.03989000000,United States,Bottom
67994,0.30407681500,2400210.88571000000,United States,Bottom
59559,1.42758604100,2402809.22716000000,United States,Bottom
57464,2.21404205900,2403034.74297000000,Mexico,Bottom
39169,1.06633556700,2404701.65333000000,United States,Bottom
65786,0.60276218500,2407902.91565000000,United States,Bottom
57129,2.95234864600,2411831.31225000000,United States,Bottom
62848,0.40092654800,2413486.26355000000,United States,Bottom
50575,0.22257245300,2417582.84313000000,Mexico,Bottom
45286,1.33509846900,2428977.06471000000,United States,Bottom
59181,1.11063858800,2433148.66399000000,Mexico,Bottom
56482,0.76019203700,2440125.23811000000,United States,Bottom
52947,1.13709795500,2440365.58109000000,Mexico,Bottom
59034,3.01312480000,2442562.52685000000,United States,Bottom
55819,1.09875688700,2444244.53204000000,Mexico,Bottom
60647,1.12809318000,2453819.60660000000,United States,Bottom
62251,0.09390079000,2455465.05886000000,United States,Bottom
60914,0.27496308100,2461299.91433000000,United States,Bottom
57373,1.36969348500,2462377.69820000000,United States,Bottom
44315,3.04076814700,2463576.51062000000,United States,Bottom
44894,1.08951870600,2464676.10875000000,United States,Bottom
56428,1.23570843700,2466093.05844000000,Mexico,Bottom
55507,3.02686617400,2466670.52164000000,United States,Bottom
45403,1.30892033800,2466873.75444000000,Mexico,Bottom
44232,1.67224273500,2469410.40680000000,United States,Bottom
55327,0.67590597700,2471100.02939000000,United States,Bottom
58424,1.65497382700,2472602.75224000000,United States,Bottom
63002,0.46546036400,2475540.81177000000,Mexico,Bottom
58816,0.35475628400,2476281.07471000000,United States,Bottom
48265,0.72559699400,2480771.58377000000,United States,Bottom
56474,0.65991139400,2484177.29205000000,United States,Bottom
36616,1.65720865100,2486098.92779000000,United States,Bottom
66272,2.87498158200,2490135.54924000000,United States,Bottom
57400,0.26598783300,2491358.43140000000,Mexico,Bottom
64009,1.83787012600,2492571.81481000000,Mexico,Bottom
64924,1.72750244700,2498539.52007000000,United States,Bottom
60782,0.63295422500,2500479.74528000000,United States,Bottom
51412,0.06800824900,2501692.75175000000,Mexico,Bottom
68399,0.41325331900,2503616.09372000000,United States,Bottom
68511,1.77152678700,2519703.02512000000,United States,Bottom
50589,1.00801824100,2519944.12235000000,United States,Bottom
54498,1.16582660300,2521186.28511000000,Mexico,Bottom
47329,1.03378269700,2526609.41125000000,United States,Bottom
57800,1.00313325500,2527477.18999000000,United States,Bottom
61038,1.14363722700,2532335.25944000000,United States,Bottom
51657,0.01833087200,2533278.17540000000,United States,Bottom
62177,0.22996912200,2533577.60413000000,United States,Bottom
64586,0.38872230400,2534857.47338000000,United States,Bottom
52074,0.68740770200,2536594.00266000000,United States,Bottom
25247,0.43374151400,2539721.71749000000,Mexico,Bottom
62009,1.93660270400,2542497.00234000000,United States,Bottom
62837,0.99903252700,2542823.12236000000,United States,Bottom
14624,0.12651895700,2543858.76094000000,United States,Bottom
44272,2.36871477800,2544797.67313000000,Mexico,Bottom
46392,0.94079340400,2544934.86015000000,Mexico,Bottom
52177,0.14511939900,2548586.38521000000,United States,Bottom
47523,1.09985232400,2552241.17350000000,United States,Bottom
62466,0.88946615100,2552559.18279000000,Mexico,Bottom
65986,1.96032495200,2553685.54060000000,United States,Bottom
62614,1.19233190800,2558176.27279000000,Mexico,Bottom
46893,1.09985232400,2564812.62452000000,United States,Bottom
52512,2.87093791000,2566660.31697000000,United States,Bottom
57086,1.92312410900,2568056.08649000000,United States,Bottom
54940,0.33041666200,2568434.20054000000,United States,Bottom
55341,0.35968808500,2580041.31673000000,Mexico,Bottom
67591,1.07235601500,2580490.85185000000,United States,Bottom
64444,1.65454276900,2582538.87248000000,Mexico,Bottom
68063,1.42988068300,2582735.09352000000,United States,Bottom
63821,0.50779494400,2586529.14191000000,Mexico,Bottom
37474,2.02575286800,2587540.41727000000,United States,Bottom
63381,0.29437222500,2590354.05373000000,United States,Bottom
53703,0.34828655700,2591089.36502000000,United States,Bottom
47675,1.15121795900,2594131.30207000000,United States,Bottom
57815,1.02015711000,2596531.54773000000,United States,Bottom
42938,1.09985232400,2599218.96837000000,United States,Bottom
47143,2.45604106300,2599664.73420000000,Mexico,Bottom
49446,2.03665255100,2609733.37149000000,Mexico,Bottom
17813,0.19349253800,2614449.79614000000,United States,Bottom
32034,0.57770021000,2614737.71387000000,United States,Bottom
64218,0.07979635000,2615542.81327000000,Mexico,Bottom
68153,0.34467934400,2616814.94201000000,United States,Bottom
42703,0.61102906900,2617638.93545000000,United States,Bottom
42296,1.09985232400,2620930.79698000000,United States,Bottom
56294,0.01057906100,2622496.58049000000,Mexico,Bottom
60528,1.00861729200,2622913.18670000000,Mexico,Bottom
67520,0.52955852600,2623630.94183000000,United States,Bottom
51399,0.11232151800,2624627.25442000000,United States,Bottom
66661,0.31701625200,2627827.40720000000,United States,Bottom
64701,0.61102906900,2632692.36463000000,United States,Bottom
68124,1.83308714100,2634082.23677000000,United States,Bottom
60256,0.62333949500,2638560.37918000000,United States,Bottom
46151,1.25353458500,2639614.60126000000,Mexico,Bottom
23173,0.64435792700,2644791.25570000000,United States,Bottom
63477,0.61408421400,2645551.95252000000,United States,Bottom
61073,2.76890013000,2646569.82566000000,United States,Bottom
61486,1.36315026400,2649328.65152000000,United States,Bottom
62335,1.21960739700,2649445.25041000000,United States,Bottom
53680,0.71625181500,2655381.57269000000,United States,Bottom
51459,0.02902388000,2655800.69638000000,United States,Bottom
46220,0.83742037700,2659850.07477000000,Mexico,Bottom
66832,0.69249961100,2659885.63318000000,United States,Bottom
56066,1.76294056800,2661511.94607000000,United States,Bottom
41933,1.54105796600,2661526.11075000000,Mexico,Bottom
41005,0.49637123300,2667457.70513000000,United States,Bottom
63891,0.14561381300,2668530.82850000000,Mexico,Bottom
34860,0.65911328900,2672033.67024000000,Mexico,Bottom
35074,1.25369335900,2672890.67216000000,Mexico,Bottom
64501,1.06044576000,2673000.99342000000,United States,Bottom
48918,0.58047761500,2677924.18000000000,United States,Bottom
38724,1.83533364900,2685352.86362000000,United States,Bottom
66545,0.48882325500,2698847.06834000000,United States,Bottom
62033,0.25930454800,2702252.60340000000,Mexico,Bottom
55450,0.75291359800,2703190.60562000000,United States,Bottom
59958,0.05984490300,2704673.96168000000,United States,Bottom
56319,0.09641779000,2706839.73251000000,Mexico,Bottom
68443,0.02273387500,2708827.59646000000,United States,Bottom
48151,0.04528803400,2709443.84840000000,United States,Bottom
58565,1.70310458100,2711862.17090000000,United States,Bottom
62696,1.57797269800,2712315.53852000000,Mexico,Bottom
62289,0.91428896900,2713781.04325000000,United States,Bottom
27935,0.80053791700,2720234.25620000000,United States,Bottom
53004,0.15275726700,2722586.88065000000,United States,Bottom
69680,1.29693412000,2725812.37739000000,United States,Bottom
5137,0.89361519000,2727200.92520000000,Mexico,Bottom
4680,2.39801942600,2734385.61077000000,United States,Bottom
56337,0.89987914300,2740728.90667000000,United States,Bottom
56662,0.88770796900,2743827.25830000000,Mexico,Bottom
67074,0.72137373500,2754105.93707000000,United States,Bottom
46651,1.30792653000,2758142.18093000000,Mexico,Bottom
51214,0.35326508500,2761029.51968000000,Mexico,Bottom
61153,0.46860534900,2770229.31512000000,United States,Bottom
66809,0.41386598200,2775020.86813000000,United States,Bottom
57052,0.27280650100,2779154.52998000000,United States,Bottom
56206,0.32407036300,2782894.80494000000,Mexico,Bottom
43850,0.90315483800,2785538.41299000000,United States,Bottom
12730,0.41259229200,2786103.14426000000,Guinea-Bissau,Bottom
63998,1.17125322200,2789421.06977000000,Mexico,Bottom
64624,0.81020309300,2791421.67857000000,Mexico,Bottom
67859,0.49062037500,2799891.56762000000,United States,Bottom
47731,2.03517605800,2801599.16677000000,United States,Bottom
63504,0.47233995500,2810409.98457000000,Mexico,Bottom
67167,2.02313516900,2822989.08173000000,United States,Bottom
64483,0.29747644900,2823902.14460000000,Mexico,Bottom
64080,0.11334709400,2826871.32242000000,Mexico,Bottom
48808,0.26121491800,2830364.16441000000,United States,Bottom
43241,1.37993724200,2831698.80566000000,United States,Bottom
54374,2.28583290200,2835561.67022000000,Mexico,Bottom
49433,0.62851858100,2836028.65396000000,Guinea-Bissau,Bottom
64802,0.49934470000,2838694.66871000000,United States,Bottom
60824,0.76744620900,2843709.43321000000,Guinea-Bissau,Bottom
54013,0.05256647500,2849467.99442000000,United States,Bottom
55991,0.96707811000,2850704.63947000000,Gambia,Bottom
51461,1.80091825900,2851194.69297000000,United States,Bottom
51052,1.51703736500,2854622.84016000000,Mexico,Bottom
50740,0.89044491900,2864451.97815000000,Guinea,Bottom
56709,2.16407803500,2866704.64005000000,Mexico,Bottom
47658,1.17721378800,2866877.39274000000,Sierra Leone,Bottom
49358,1.12042956400,2869010.22445000000,United States,Bottom
45136,0.73312640200,2869865.02266000000,Guinea,Bottom
46869,0.67269362000,2870055.37388000000,Sierra Leone,Bottom
59749,0.91538715800,2871889.33479000000,Gambia,Bottom
47685,0.75960913000,2876617.52891000000,Mexico,Bottom
49556,1.00509264800,2881650.45425000000,Guinea,Bottom
675,0.65471362600,2882940.67714000000,Sierra Leone,Bottom
