OBJECTID,mean_rye_Y,Fishnet_ID,COUNTRY,NEAR_DIST
5567,1.57232042500,63028,Russian Federation,61028.24611160000
3798,0.97148149800,54087,China,61240.51892990000
3969,2.38997448600,55005,Russian Federation,61837.57019290000
3450,1.62444447100,52385,China,62456.98107460000
5136,0.90300001500,61041,China,63797.60413130000
4636,1.68814817600,58533,China,63823.66637920000
7013,3.12497925800,69106,Russian Federation,63961.93791330000
3973,2.36748502400,55033,Russian Federation,64076.72578590000
7073,0.07356354600,69343,Russian Federation,64372.88557540000
3567,3.20829000200,52911,Russian Federation,64536.65551310000
7610,3.12497925800,71922,Russian Federation,65513.70428770000
4732,3.49060939900,58966,Russian Federation,65971.64837330000
1485,0.83470099500,44119,Russian Federation,67822.52965840000
6352,0.09875905500,66440,Russian Federation,67895.41808630000
6432,0.48993319300,66751,Russian Federation,69850.13473040000
4289,2.28530382000,56697,Russian Federation,69851.22359470000
8110,2.31283760100,75332,Russian Federation,70453.97289350000
5316,1.53968499800,61909,Russian Federation,70932.65953010000
7948,1.62428307500,74073,Russian Federation,70990.41094170000
7085,1.52276538300,69382,Russian Federation,71077.90592270000
6581,3.00685724200,67281,Russian Federation,71162.89727610000
891,1.44754651800,39296,Russian Federation,72276.62280160000
7096,3.12497925800,69429,Russian Federation,72351.00023590000
3911,3.39569322300,54672,Russian Federation,72858.30874180000
6525,1.53366669200,67129,China,73694.66903660000
8155,0.33292757000,75751,Russian Federation,75320.50610580000
821,2.41566330900,38310,Russian Federation,75648.62545360000
7900,0.82769494300,73712,Russian Federation,76354.83564600000
2094,3.10732411500,46734,Russian Federation,76696.90145160000
1454,1.49703706200,43947,China,76940.18043160000
4001,1.08296298100,55172,China,77091.31394910000
2808,1.16100001900,49620,China,77807.05487110000
331,3.30153179200,21585,Russian Federation,78589.05390100000
8221,2.11085333700,76491,Russian Federation,78684.26484090000
6092,2.33238474000,65421,Russian Federation,80126.49005370000
2019,2.41876936000,46413,Russian Federation,80309.98886830000
5666,1.46373064800,63491,Russian Federation,81029.91969830000
7597,0.77041667900,71806,China,82824.79479150000
400,1.32185187400,25497,China,83123.14309360000
5907,1.32040406200,64562,China,83223.37424570000
754,2.77481687100,36818,Russian Federation,83662.82819630000
3943,0.02435770700,54909,Russian Federation,84134.88364620000
6742,1.18437307600,67939,Russian Federation,84513.74457530000
4412,1.11800001900,57450,China,85490.57831010000
3709,2.08542136900,53612,Russian Federation,85671.75749320000
8202,2.31283760400,76203,Russian Federation,86212.70390310000
1747,0.01791666700,45279,China,86500.62158300000
1392,0.54510587500,43611,Russian Federation,86889.93680580000
2686,2.00321699100,49075,Russian Federation,86917.97770570000
5834,2.13964821000,64242,Russian Federation,87598.68753040000
8186,0.70684052000,76043,Russian Federation,88173.24317890000
7934,2.28530382000,73948,Russian Federation,89210.46562560000
586,0.33444445000,32920,China,89612.28155520000
7034,0.88614558700,69212,Bulgaria,90105.25206120000
2651,0.74851853100,48940,Pakistan,91781.40449260000
7186,1.54083335900,69806,China,91883.79415960000
7440,1.36479334600,71025,Greece,92265.74185960000
6944,1.57666669300,68803,China,93338.56328690000
7657,3.54870545900,72194,Russian Federation,93580.57563610000
3036,3.37982118000,50666,Russian Federation,94067.36705570000
3104,3.09592183400,50903,Russian Federation,94097.96107450000
2666,1.11328389400,48999,Mongolia,95277.04991130000
4933,2.86530003000,60043,Russian Federation,96242.37261880000
6319,2.13628530500,66312,Russian Federation,96565.05007720000
5323,1.53187945000,61931,Russian Federation,96748.43030430000
5253,1.62428307500,61582,Russian Federation,98220.46226150000
6178,0.05212121300,65795,China,98723.15784510000
465,0.54148149000,28438,China,98867.70691210000
895,1.63374124500,39313,Russian Federation,100339.48864200000
5853,0.93962964500,64306,China,100572.71009600000
3845,4.27669029900,54324,Russian Federation,100860.71512900000
17,0.18059850500,1317,Russian Federation,101093.08344300000
5479,0.99030304700,62586,China,104256.45918000000
6564,2.89546108200,67231,Russian Federation,104337.71486900000
7022,2.41876936000,69158,Russian Federation,104384.30310800000
5402,2.41876936000,62265,Russian Federation,104591.20781300000
6409,3.19496974700,66667,Russian Federation,105812.19144900000
201,3.10732412300,13778,Russian Federation,106034.53480300000
4664,3.10732412300,58672,Russian Federation,106265.49010700000
2838,3.05987552300,49739,Russian Federation,106806.19180300000
1368,3.16349987000,43500,Russian Federation,107240.02481700000
4502,3.05987552300,57856,Russian Federation,107395.73599500000
8100,3.10732410400,75242,Russian Federation,108301.19441500000
3103,0.63130541900,50900,Greece,108417.21932100000
664,3.31035956700,34791,Russian Federation,108517.46506900000
1920,3.52387775500,46025,Russian Federation,108697.07946600000
7993,3.30153179200,74342,Russian Federation,109449.53130100000
7153,1.62428307500,69655,Russian Federation,109797.36964100000
7556,0.66777304900,71578,Russian Federation,110415.57594000000
4095,0.79095516300,55673,Russian Federation,110606.03902600000
5287,0.36561081600,61775,Russian Federation,111830.56493700000
7468,1.18332931200,71156,Greece,111908.18032600000
7049,1.66745277000,69279,Bulgaria,112786.96821900000
2030,1.78545527900,46479,Russian Federation,113104.18307300000
2546,0.36629630200,48518,China,113150.24551700000
173,2.37505158900,11832,Russian Federation,113464.21474700000
5201,3.10732412300,61367,Russian Federation,113902.10001500000
1397,2.37023553900,43641,Bulgaria,115043.88988400000
1785,0.38367476100,45471,Russian Federation,116819.13022000000
3076,1.34375002200,50805,China,117064.57651300000
8137,0.94034273200,75549,Russian Federation,117325.48150100000
1751,0.19672994800,45291,Russian Federation,117331.51769200000
6734,1.56412438300,67895,Russian Federation,117898.64886800000
8272,2.13628530500,77221,Russian Federation,119625.56851000000
7966,2.61255673000,74175,Russian Federation,119915.17869400000
4046,2.41876936000,55425,Russian Federation,120249.28569500000
5135,2.34943574700,61033,Russian Federation,120617.79322200000
6609,0.68168693600,67419,Bulgaria,120829.06163500000
181,1.70407410200,12408,China,121370.05656900000
2895,1.56074076700,50019,China,121424.22592400000
850,1.76985708000,38732,Russian Federation,121518.73302100000
7538,3.45748665900,71515,Russian Federation,121622.45794300000
3961,3.17932078700,54969,Russian Federation,122211.83366700000
5741,0.27586329700,63827,Russian Federation,122423.75672200000
3574,2.41876936000,52938,Russian Federation,122654.76960500000
5684,0.53378473200,63587,Russian Federation,122834.29723900000
8273,2.92236435400,77225,Russian Federation,123485.97406200000
2181,0.21547430200,47076,Russian Federation,123776.54340900000
7099,2.33840745700,69445,Russian Federation,124719.10527500000
5390,1.62428307500,62222,Russian Federation,124957.78657800000
6369,1.83761730700,66497,Russian Federation,125200.53974600000
4551,2.94191118900,58105,Russian Federation,126077.90982500000
5716,1.15052300400,63735,Bulgaria,126232.18466800000
1198,0.10424242600,42198,China,126291.15381800000
2799,0.26875000400,49584,China,127219.34204300000
2530,0.73101137800,48431,Russian Federation,127653.20607200000
1155,2.13166131300,41877,Russian Federation,128224.91973000000
1983,3.01452860200,46282,Russian Federation,128286.89210800000
7057,2.12911290200,69308,Russian Federation,128415.21479200000
4087,0.58115197800,55652,Russian Federation,129277.52147500000
7767,0.24110452000,72833,Russian Federation,130525.64511200000
8018,2.41876936000,74493,Russian Federation,131525.30519600000
3752,0.31383576700,53830,Greece,131836.08262200000
8010,2.14553328900,74448,Russian Federation,131888.65330000000
7774,1.25688571300,72874,Russian Federation,132738.54712500000
8031,1.62428307500,74640,Russian Federation,132765.40895100000
7339,3.12497925800,70558,Russian Federation,133188.51848600000
2429,2.13628530500,48019,Russian Federation,133858.08764200000
7021,2.14301111600,69156,Russian Federation,134906.26031000000
1298,2.81737905600,43045,Russian Federation,135142.70556400000
5974,3.30153179200,64806,Russian Federation,135777.51184300000
3083,1.16259261200,50831,China,136350.70888100000
4553,0.82416668000,58114,China,136950.55122500000
3658,1.42681820600,53344,China,138558.73938500000
6550,2.31283760100,67193,Russian Federation,139447.12568500000
4748,0.53470186400,59033,Russian Federation,139804.44187200000
3129,0.25800000400,51028,China,140223.93114100000
4701,0.86000001400,58810,China,140814.83521500000
3834,1.14086549300,54261,Russian Federation,141287.14855600000
5899,0.56955379900,64536,Greece,141749.05638600000
500,0.60847554600,29610,Russian Federation,141759.30534800000
1431,2.77989944500,43834,Russian Federation,142130.40109000000
7194,1.05111112900,69830,China,143336.54019600000
6873,1.70407410200,68499,China,144690.15917800000
5045,2.24964007200,60573,Russian Federation,145326.82533000000
8249,2.25777003900,76884,Russian Federation,146513.19818500000
7319,2.86255811600,70440,Russian Federation,146648.38247200000
3720,0.79302869500,53674,Bulgaria,147275.30429700000
4736,1.28828405200,58984,Bulgaria,148082.52721600000
6864,0.12740741000,68475,China,148274.41032900000
3254,1.22527557000,51563,Greece,149011.12502100000
424,3.20064462900,26829,Russian Federation,149471.94038900000
326,0.38700000600,21450,Pakistan,150072.00814100000
3650,0.69084759500,53286,Russian Federation,151161.38699800000
7867,1.62428307500,73469,Russian Federation,152455.31008600000
4537,1.44202022600,58044,China,153185.23487200000
6366,1.29781820300,66491,China,153219.80615800000
3106,0.30259259800,50911,China,153491.70897800000
4422,2.70041263100,57516,Russian Federation,153590.27854600000
273,1.51303488000,18116,Russian Federation,153853.44750200000
2102,1.07890910900,46751,China,155069.23207300000
7753,0.49370371200,72710,China,155516.24617000000
744,3.05987552300,36661,Russian Federation,156111.15522500000
4047,2.18263031900,55430,Russian Federation,156326.23317900000
5391,3.09389867100,62227,Russian Federation,156570.78627500000
2938,2.10854134000,50199,Russian Federation,156941.69323800000
4033,0.16882834500,55373,Russian Federation,157734.74404200000
7130,2.10391720100,69574,Russian Federation,157770.09921300000
1561,1.68814817600,44474,China,158219.20901700000
38,1.90917280700,2602,Greece,158339.54892500000
7403,0.16347454700,70839,Russian Federation,158606.90362700000
7132,0.09875905500,69582,Mongolia,158928.28236200000
4458,3.43916262800,57639,Russian Federation,159036.95201000000
6998,2.01193177700,69036,Bulgaria,159982.30524300000
8058,2.41876936000,74844,Russian Federation,160574.53494500000
7732,2.39522902200,72563,Russian Federation,160952.32384100000
7036,2.38735677100,69227,Russian Federation,161079.15987300000
7367,2.50200124200,70677,Russian Federation,161148.67920300000
992,2.03455746200,40260,Russian Federation,161295.53394000000
7616,2.89546108200,71963,Russian Federation,161473.65520500000
625,0.78181819500,34084,China,163058.89914800000
8090,2.41876936000,75152,Russian Federation,163405.42708000000
7163,0.48423202600,69700,Russian Federation,164013.72759400000
5012,4.31269631200,60408,Russian Federation,164719.90095800000
7033,4.18429448900,69205,Russian Federation,165006.56867800000
5188,1.62428307500,61297,Russian Federation,166730.92259200000
7707,0.23908152400,72427,Russian Federation,167027.05121600000
35,2.21699503500,2457,Russian Federation,167037.20703500000
6912,1.62428307500,68655,Russian Federation,167247.83142400000
5824,3.41480061900,64182,Russian Federation,167528.03991100000
5330,2.72815659500,61953,Russian Federation,168173.44946500000
5278,2.89546108200,61735,Russian Federation,168180.70336000000
6256,0.86342576600,66071,Russian Federation,168796.50575700000
2992,3.23679602100,50413,Russian Federation,168805.57236400000
5673,3.53105020500,63526,Russian Federation,168916.45172800000
7117,3.30153179200,69520,Russian Federation,168926.60308000000
3375,2.13628530500,52069,Russian Federation,169824.63398400000
2480,4.10492655600,48213,Russian Federation,170728.86072000000
5072,1.51296298800,60680,China,171075.54693200000
1338,2.38165314900,43297,Russian Federation,172372.60142100000
4228,0.06254545600,56412,China,172758.93590300000
5736,1.29471838500,63812,Russian Federation,172978.15192700000
365,2.38997448600,23358,Russian Federation,173201.70259300000
6175,3.00162195800,65784,Russian Federation,173500.79245400000
5090,0.68035764200,60788,Russian Federation,174654.56922700000
7394,2.19870924900,70796,Russian Federation,175029.22704000000
5546,3.02661446200,62894,Russian Federation,177405.98804100000
3831,2.45575856000,54253,Russian Federation,179629.64703400000
7569,0.01592592600,71632,China,180205.17599300000
6962,1.48430212900,68878,Russian Federation,180743.35884500000
4977,1.85821514800,60217,Russian Federation,181020.15262500000
1180,4.36084699600,42085,Russian Federation,182162.48172500000
3895,2.89546108200,54585,Russian Federation,182577.21463800000
7687,0.26875000400,72311,China,182657.37046100000
7293,0.73491512500,70335,Russian Federation,182942.90746300000
5644,1.70237260000,63376,Greece,183172.00497200000
8073,0.15528596400,74975,Russian Federation,183879.44503000000
3095,0.87954546900,50873,China,184995.23865000000
3902,0.28579436200,54615,Russian Federation,185028.50682400000
3782,2.13628530500,53974,Russian Federation,185097.25287900000
5118,0.98216410600,60898,Bulgaria,185495.77611500000
740,0.26200882900,36620,Russian Federation,185745.17396500000
268,2.98941226800,17876,Russian Federation,185769.05562800000
2457,0.37664536500,48098,Russian Federation,185857.83989100000
1008,1.40727275100,40425,China,186651.96295400000
5271,2.41876936000,61693,Russian Federation,186793.95138300000
1127,1.80966316200,41621,Russian Federation,186849.15266600000
681,1.70407558000,35165,Bulgaria,186852.89288700000
1560,0.12484785200,44470,Russian Federation,188659.80479800000
5167,0.87791668100,61193,China,189118.31768700000
1029,1.62428307500,40598,Russian Federation,189222.38472200000
2951,0.09691997200,50243,Russian Federation,189403.99099400000
864,0.19111111400,38835,China,190642.21180400000
6620,0.45441562800,67461,Bulgaria,191376.27840700000
7849,1.44520832000,73337,Russian Federation,193303.96817500000
5140,3.14179380700,61060,Russian Federation,193398.95445700000
2819,0.90064999900,49658,Bulgaria,193704.99685700000
4141,1.28589076800,55925,Russian Federation,193783.52848600000
7174,1.59259261900,69752,China,193926.63780400000
1134,2.57827994300,41674,Russian Federation,194060.57670300000
5191,2.39493452900,61310,Russian Federation,194282.68521700000
7332,1.64037039800,70525,China,194496.27458900000
4137,3.12497925800,55900,Russian Federation,195832.19277000000
6495,0.25142952900,66990,Greece,196119.59103300000
8255,2.11085333700,76970,Russian Federation,197416.98430900000
7955,0.36928895700,74112,Russian Federation,198016.11159800000
6775,0.78037038300,68062,China,199203.20400900000
4299,2.77439653900,56743,Russian Federation,199234.84429700000
3342,1.11669461400,51961,Russian Federation,200132.05662500000
5531,1.37684628500,62825,Bulgaria,200876.13108600000
6577,3.53436045300,67271,Russian Federation,201313.01669200000
7796,2.07323088000,72972,Russian Federation,201497.77845000000
2964,1.65003787600,50293,Romania,201985.57640200000
6863,1.63689393500,68473,Russian Federation,202087.63222000000
7054,0.01433333400,69290,China,203067.70437100000
1197,2.10791061600,42197,Russian Federation,203081.29706800000
7984,3.44460822700,74284,Russian Federation,204557.15105500000
7956,1.06351868000,74113,Russian Federation,204730.83122700000
1482,0.59418182800,44106,India,205004.54792600000
4941,1.54859165500,60066,Russian Federation,205186.93453100000
1460,1.70856587900,43996,Russian Federation,205878.09832200000
4219,0.52375751400,56385,Greece,206234.47435600000
3593,1.18657041500,53030,Greece,206404.20516200000
7688,0.36869662800,72312,Russian Federation,206416.42696000000
4870,1.72000002900,59727,China,207413.13868000000
7248,2.27479499300,70108,Russian Federation,207743.87791000000
1096,0.36781773000,41217,Russian Federation,207824.17000800000
6592,0.31022799500,67350,Russian Federation,208269.63074500000
6227,2.78822178300,65985,Russian Federation,208592.61454500000
4162,2.13397316100,56074,Russian Federation,208604.67344500000
2775,2.41876936000,49490,Russian Federation,209232.84502200000
834,1.25814816900,38507,China,209785.74547300000
5956,2.93917883000,64738,Russian Federation,210826.89192900000
2061,2.64939102500,46610,Russian Federation,211088.84224600000
3761,2.89546108200,53880,Russian Federation,211354.99484800000
6774,0.38883589500,68061,Russian Federation,211669.00728600000
7697,3.08064051900,72351,Russian Federation,212299.89267900000
7607,1.36166668900,71915,China,212620.48263600000
5421,1.31436834700,62336,Romania,213929.18155700000
2287,1.04658153300,47496,Bulgaria,214422.24037200000
2969,1.81596864400,50306,Russian Federation,215543.76808000000
1313,1.88658964600,43147,Russian Federation,215649.77702300000
37,1.68170719400,2592,Russian Federation,216422.29474600000
2823,2.10055447800,49666,Russian Federation,216790.74406200000
3514,1.22509097400,52673,Russian Federation,216879.58451700000
8247,0.59229157000,76811,Russian Federation,217882.40372500000
5575,1.26618467000,63074,Russian Federation,220067.11115500000
7193,3.94331909200,69826,Russian Federation,220796.38915300000
3523,0.65891917500,52728,Russian Federation,220897.67996600000
6799,1.43091601400,68182,Russian Federation,221385.31011600000
3888,1.62428307500,54550,Russian Federation,221864.24356200000
1124,0.15636363900,41587,China,222552.70677100000
7320,0.89894643100,70446,Russian Federation,223974.04461800000
4026,2.29350113900,55335,Russian Federation,224408.66641700000
4240,0.07962963100,56467,China,225442.85391000000
6893,1.06541031300,68568,Russian Federation,225913.72802900000
3946,1.83414123500,54922,Greece,226522.51040100000
5816,2.86530003000,64152,Russian Federation,226682.05816900000
5951,3.47587750200,64721,Russian Federation,227063.08053200000
6845,1.89563644800,68401,Greece,227732.46245000000
6552,3.11725515500,67195,Russian Federation,228079.12451600000
7830,3.51173974800,73197,Russian Federation,228340.70863100000
7958,3.54024564700,74124,Russian Federation,228419.33331800000
6097,0.99184674900,65455,Russian Federation,229424.21745400000
4608,2.98941226800,58361,Russian Federation,229709.77622000000
5345,3.14318625600,62017,Russian Federation,231140.32935700000
3718,2.89546108200,53653,Russian Federation,232128.59428800000
2611,1.17533335300,48702,China,232731.03256600000
7970,1.72377776900,74200,Russian Federation,233002.29447800000
6578,1.68416669500,67272,China,233468.96980800000
7031,0.78839100500,69198,Russian Federation,233751.30038700000
324,0.15766666900,21400,China,233771.93377300000
7098,2.43453276200,69438,Russian Federation,234276.20956800000
3131,3.36167004500,51056,Russian Federation,234689.03075000000
8191,1.50048610700,76082,Russian Federation,234710.25343300000
5470,4.25491547600,62553,Russian Federation,235074.00905800000
7388,4.36084699600,70770,Russian Federation,235269.53554900000
5600,2.92286354600,63178,Russian Federation,235388.66203500000
6627,1.97369811300,67482,Greece,235923.21740400000
5297,1.83110169000,61833,Russian Federation,237468.95895600000
7195,0.06400027900,69840,Mongolia,237644.74706600000
5111,0.31779453200,60875,Russian Federation,239099.77330800000
2444,1.08296298100,48060,China,239756.91207000000
4184,1.95805138600,56191,Russian Federation,240317.11119700000
1073,3.21703307200,41030,Russian Federation,240559.67054900000
6071,0.11143444600,65279,Russian Federation,241223.23606200000
5495,0.41103632100,62636,Russian Federation,241489.51251400000
6653,2.85720805300,67574,Russian Federation,242084.04998000000
5283,0.48375000800,61754,China,242467.04826800000
7069,2.41876936000,69330,Russian Federation,242839.04237400000
5164,2.90365816000,61182,Russian Federation,242899.80689600000
4382,0.01954545500,57267,China,243137.36273600000
2154,3.12497925800,46976,Russian Federation,243751.55314000000
3862,3.50519776600,54418,Russian Federation,244219.96604200000
4328,1.33777780000,56964,China,244645.73798700000
5589,1.31279400700,63143,Russian Federation,245233.65144400000
7497,1.63313134000,71292,China,245397.43973100000
5989,2.81138849300,64864,Russian Federation,245679.45990000000
4752,0.01737373800,59057,China,245692.10508000000
6465,2.29770465300,66853,Russian Federation,247120.00525500000
1036,0.01791666700,40657,China,247181.93010100000
2069,4.04286856900,46642,Russian Federation,247876.57810700000
5365,0.83505132700,62098,Russian Federation,247998.55359400000
8172,0.16611986900,75935,Russian Federation,248458.61191900000
6787,1.60879425300,68129,Greece,248762.06578700000
3775,2.09846064000,53953,Bulgaria,248981.13016300000
4999,0.43557371600,60325,Romania,249052.84752300000
6075,2.43453276200,65285,Russian Federation,249131.38548400000
4438,0.11349804700,57579,Russian Federation,249229.34223400000
8244,0.49939137000,76803,Russian Federation,250409.14380500000
5839,0.34329654800,64251,Russian Federation,251183.85070200000
4911,1.24837335900,59922,Russian Federation,251543.99076300000
7447,2.61650819800,71041,Russian Federation,251942.46384500000
48,1.34957567600,2990,Russian Federation,253447.14391000000
7741,1.45025274600,72608,Russian Federation,254071.45766900000
4320,1.68814817600,56873,China,254602.06506700000
6348,0.24350490100,66429,Russian Federation,255371.11487000000
1952,0.93913897600,46155,Russian Federation,255480.98608200000
5812,3.22589513700,64127,Russian Federation,255579.13719900000
1964,1.55791594600,46186,Greece,257278.61649100000
7189,0.34502169700,69815,Romania,257420.13108300000
3886,1.81021495200,54540,Russian Federation,257562.47284700000
3177,0.20595472200,51266,Greece,258290.02036800000
5458,0.91288859700,62499,Romania,258382.70346100000
8112,1.83341356100,75337,Russian Federation,258919.79833500000
8282,2.16746864700,77420,Russian Federation,259155.05833300000
3797,1.62428307500,54085,Russian Federation,259247.59832800000
5224,2.30358986600,61467,Russian Federation,259823.19369800000
2538,1.98369336100,48478,Russian Federation,260794.16563400000
1545,1.11480288100,44406,Russian Federation,261509.95418400000
3560,0.41959385200,52879,Romania,262182.46955700000
5313,0.43935337100,61897,Ukraine,265290.37025200000
209,0.41447799500,14126,Russian Federation,265344.57100600000
3856,0.61021301500,54387,Ukraine,265435.40522300000
6642,0.65296297400,67538,China,265993.79971200000
5221,3.10971483300,61451,Russian Federation,267244.80782500000
4425,3.08966877700,57526,Russian Federation,267559.79381200000
167,2.61040243000,11260,Russian Federation,267796.24364000000
3553,0.31779453200,52863,Russian Federation,268234.96420900000
108,0.82378757000,7388,Ukraine,268587.34634100000
5562,0.97481529100,63012,Ukraine,268937.70860700000
4691,1.04922632700,58776,Russian Federation,269225.28859400000
8269,1.70162987700,77209,Russian Federation,269307.18839700000
3292,0.93166668200,51742,India,270580.63905200000
5802,0.22286889200,64078,Russian Federation,270649.72522600000
6724,0.67762533800,67851,Russian Federation,271904.76012700000
3791,0.37534604400,54065,Russian Federation,271971.47601400000
7632,0.90590314400,72037,Romania,272578.66142000000
6982,2.32765421500,68965,Ukraine,272752.27826400000
6777,0.50863936400,68069,Russian Federation,273472.89935500000
663,1.67222225000,34780,China,273571.02862900000
794,0.96641478100,37788,Russian Federation,274754.93409500000
