OBJECTID,mean_cassa,Fishnet_ID,COUNTRY,NEAR_DIST
524,2.290829095,29110,Chad,6677854.919
4866,1.089773467,57351,Congo DRC,6679416.867
3800,1.109644877,53400,Central African Republic,6679437.697
4542,7.273458703,56026,Congo DRC,6683356.778
5354,2.197081243,59705,Central African Republic,6688941.514
4554,5.077339776,56081,Congo DRC,6692951.119
846,0.249739753,38121,Congo DRC,6695110.815
4804,1.992765923,57074,Sudan,6702459.968
5185,0.789568457,58784,Chad,6702672.819
177,2.85576275,10312,Congo DRC,6703193.12
4395,2.167294482,55491,Central African Republic,6709569.612
4310,0.936524073,55218,Congo DRC,6711668.067
4128,1.489963174,54566,Congo DRC,6713508.468
2847,0.807416525,49657,Congo DRC,6724710.208
344,2.369504277,19723,Sudan,6725633.367
2487,4.450909268,48247,Zambia,6727554.208
4268,4.419027931,55075,Zambia,6727646.607
1509,5.061818383,44178,Zambia,6727665.973
4421,4.290151502,55589,Zambia,6728436.553
3650,5.011334869,52831,Zambia,6728505.456
4876,0.437044568,57388,Congo DRC,6729075.101
1276,3.363106016,42907,Zimbabwe,6729930.638
3177,2.054133948,50890,Zambia,6730173.552
454,1.428296238,26266,Central African Republic,6730993.666
1270,2.574027744,42873,Botswana,6732197.831
3669,1.293627677,52896,Zambia,6732535.433
1273,0.195909088,42897,Botswana,6735203.025
1306,4.273196787,43128,Congo DRC,6735742.818
5197,1.018593527,58827,Congo DRC,6736792.492
4630,6.720632997,56328,Congo DRC,6739802.723
1135,5.575920224,41976,Congo DRC,6744720.627
4064,2.710978278,54358,Congo DRC,6747317.264
363,2.465099494,20764,Sudan,6748497.03
2051,0.041387866,46346,Congo DRC,6749748.2
3606,6.040580243,52662,Congo DRC,6750500.831
589,0.411194733,31599,South Sudan,6753193.657
2073,5.012695959,46445,Congo DRC,6757146.435
2775,6.040580243,49378,Congo DRC,6764659.317
5098,1.257034229,58313,Central African Republic,6766378.829
3184,2.482337952,50932,Sudan,6772071.074
1968,7.176415844,46076,Congo DRC,6773040.125
4312,0.711566776,55224,Sudan,6775369.784
3742,0.40866505,53187,Congo DRC,6778245.194
4997,6.40198248,57936,Congo DRC,6782288.264
200,1.815644029,11588,Central African Republic,6786243.041
503,3.732612787,28212,Congo DRC,6792013.837
4975,0.68678432,57830,Congo DRC,6793766.108
2596,0.655061404,48664,Sudan,6796331.96
5491,1.429061002,60500,Sudan,6797929.978
3215,2.069393297,51043,Congo DRC,6802395.201
136,1.628484666,7455,Central African Republic,6806564.846
202,0.374609629,11765,Congo DRC,6810119.766
3504,0.082775732,52262,Congo DRC,6812730.741
461,2.054194555,26515,Sudan,6821010.188
1548,2.024393913,44348,Zambia,6823347.004
2129,1.772975271,46681,Zambia,6823348.648
2671,3.561983424,48963,Zimbabwe,6823687.655
3681,4.617520845,52950,Zambia,6823792.662
5183,0.496654391,58778,Congo DRC,6823921.049
2166,4.060661103,46807,Zimbabwe,6824707.066
4541,4.669091095,56020,Zambia,6825029.849
3290,3.983484796,51363,Zimbabwe,6826473.688
2812,3.355879571,49547,Zambia,6827069.363
4752,3.184181849,56822,Congo DRC,6827293.107
5562,0.940895033,60891,Central African Republic,6827606.876
3486,3.098925579,52197,Botswana,6828971.038
1320,2.374130014,43193,Zambia,6829776.548
3594,1.032975193,52622,Botswana,6831674.005
2289,5.517633347,47384,Congo DRC,6833298.572
1100,0.289715062,41678,Congo DRC,6835960.385
1553,7.421338176,44368,Congo DRC,6837644.006
1472,7.265593019,44018,Congo DRC,6842817.901
3520,2.476865694,52307,Sudan,6843373.938
163,4.971221111,9212,Congo DRC,6845271.996
3649,6.646046328,52830,Congo DRC,6848824.184
3731,0.041387866,53155,Congo DRC,6848841.8
2826,0.262399339,49592,South Sudan,6849398.094
4702,7.004461769,56640,Congo DRC,6855665.634
3679,0.062434938,52944,Congo DRC,6862557.154
3612,6.364434195,52684,Congo DRC,6863343.863
4123,0.265260971,54551,Central African Republic,6864041.266
1729,2.09288203,45106,Sudan,6866424.355
2696,1.27081708,49072,South Sudan,6871404.632
55,6.251789342,2740,Congo DRC,6871859.308
782,0.476775892,36934,Congo DRC,6877097.138
4233,5.519597798,54946,Congo DRC,6881211.22
2510,1.339854924,48326,Central African Republic,6883584.767
3855,0.405167296,53586,Sudan,6890138.804
3051,2.940085293,50416,Congo DRC,6891070.429
3414,1.472379078,51910,Sudan,6893512.696
2714,3.386279941,49134,Congo DRC,6901505.077
3703,1.205755172,53040,South Sudan,6903637.566
1385,0.062434938,43539,Congo DRC,6908608.112
4348,1.71571517,55357,Congo DRC,6911952.358
5579,1.5427494,60962,Sudan,6916315.592
3982,2.663819409,54044,Zimbabwe,6918894.64
1803,3.395757531,45412,Zimbabwe,6918942.287
2132,2.12416668,46687,Zambia,6919050.462
4274,3.820227222,55092,Zimbabwe,6919490.621
3896,4.810378967,53747,Zambia,6919915.778
3926,4.160347167,53859,Zimbabwe,6920761.152
649,5.160000205,33415,Zambia,6921547.756
3066,4.048787825,50481,Zimbabwe,6922752.255
2141,1.896316767,46713,Congo DRC,6923134.848
1971,4.459308061,46086,Congo DRC,6923954.986
5566,0.598661659,60916,South Sudan,6924306.714
1238,2.546818148,42694,Botswana,6924916.471
171,2.060352961,9799,Congo DRC,6925554.932
3232,2.529919406,51126,Congo DRC,6927007.163
1482,2.829215953,44049,Congo DRC,6930842.255
4696,0.58695519,56619,Congo DRC,6935135.372
4229,2.346111896,54938,Congo DRC,6935472.137
4003,1.787413388,54118,Sudan,6938372.119
3136,2.766756739,50741,Congo DRC,6940901.447
256,1.058262799,14389,Congo DRC,6943278.119
4591,0.230818181,56183,South Sudan,6945698.565
4111,1.527533583,54510,Congo DRC,6947133.745
1084,0.090300798,41424,Congo DRC,6947947.137
2811,4.948037003,49530,Congo DRC,6954171.494
3078,0.319999998,50511,Sudan,6960908.948
3922,0.068110842,53844,Congo DRC,6961562.212
1308,0.480615698,43133,Central African Republic,6961763.04
331,4.440084623,19175,Congo DRC,6962016.047
5585,1.263672178,61034,South Sudan,6967537.918
1021,3.614022368,40734,Congo DRC,6970667.631
4683,0.297210946,56589,Congo DRC,6975971.556
3084,3.872166822,50547,Congo DRC,6980125.342
2536,1.214187026,48399,South Sudan,6980994.119
2455,0.012222222,48113,Sudan,6984087.115
1834,1.674444435,45533,Sudan,6989203.398
2745,3.462172682,49260,Congo DRC,6990120.591
2778,0.204332525,49406,Congo DRC,6991165.04
676,3.600744337,34322,Burundi,7000604.814
3,1.1635959,154,South Sudan,7000784.519
5027,0.204332525,58032,Congo DRC,7007131.483
1248,4.726396319,42747,Burundi,7011172.96
3292,1.75999999,51376,Sudan,7011539.176
1371,4.146742369,43463,Zimbabwe,7014152.594
3364,3.651527729,51703,Zimbabwe,7014198.206
1396,4.01613631,43583,Zimbabwe,7014278.778
1343,2.683235762,43315,Zimbabwe,7014750.087
1471,4.245481309,44017,Zimbabwe,7015057.391
255,3.12931827,14381,Zambia,7016033.621
2511,5.303878828,48328,Zimbabwe,7016536.551
276,5.480000218,16052,Zambia,7018057.717
1375,3.82791539,43488,Zimbabwe,7018173.726
1561,0.465798855,44410,Botswana,7019881.202
3940,5.742301768,53898,Congo DRC,7020830.39
2223,0.607093513,47080,South Sudan,7021089.563
3899,2.963250718,53759,Burundi,7022351.153
2823,1.021662625,49583,Congo DRC,7023858.679
2691,4.797303269,49044,Congo DRC,7024226.232
2552,4.411788767,48463,Congo DRC,7028372.999
2313,3.229284295,47477,Zambia,7033286.406
3299,1.478888881,51407,Sudan,7033486.462
3113,2.433994297,50670,Congo DRC,7034316.88
1782,3.891660919,45295,Zambia,7038970.686
3354,0.271987964,51669,Congo DRC,7041333.446
4271,0.651649434,55084,South Sudan,7042091.083
1965,4.116881395,46066,Zambia,7045429.041
3483,1.614126772,52178,Congo DRC,7047063.491
3934,4.449094198,53877,Congo DRC,7052663.626
5715,0.133333333,62271,Sudan,7055519.338
3099,1.526259748,50619,South Sudan,7059541.653
4637,0.289715062,56380,Congo DRC,7060583.251
302,5.730806897,17363,Congo DRC,7060675.533
1259,1.610008183,42828,Sudan,7063764.329
2015,3.513706999,46225,Congo DRC,7069464.784
4923,0.40866505,57593,Congo DRC,7074867.367
3659,0.012222222,52858,Sudan,7078170.97
2159,1.194117819,46780,South Sudan,7078468.276
101,4.138788495,5354,Congo DRC,7079030.318
4965,1.735555546,57767,Sudan,7084997.607
1337,4.816392545,43295,Congo DRC,7089164.019
418,0.062434938,23986,Congo DRC,7089906.008
1611,0.892243496,44605,South Sudan,7098002.631
4311,7.260477639,55219,Burundi,7099700.615
4944,1.733333324,57679,Sudan,7106875.61
2017,3.368709228,46230,Zimbabwe,7109067.137
3406,3.353237434,51876,Zimbabwe,7109069.082
2058,4.643351926,46378,Zimbabwe,7109359.653
3421,3.970247245,51932,Zimbabwe,7109453.227
3897,5.547240907,53749,Zimbabwe,7110327.63
5116,7.871519248,58407,Burundi,7110392.192
3904,3.239191114,53788,Zimbabwe,7110445.603
1572,5.462550207,44435,Zimbabwe,7111442.467
293,2.111323344,16894,Mozambique,7112144.522
2053,1.990231471,46348,South Africa,7112618.665
409,5.092514233,23493,Mozambique,7114558.297
2302,5.323636575,47441,Zambia,7117694.384
4881,0.715109646,57416,South Sudan,7117952.003
3525,4.712874704,52318,Zambia,7121432.72
4750,4.932545736,56816,Burundi,7121569.525
5267,0.749219259,59180,Congo DRC,7122202.555
3637,1.713279506,52794,Zambia,7125889.942
929,1.564444436,39535,Sudan,7128712.119
1390,2.355597746,43569,Zambia,7131086.102
3011,6.822077344,50259,Congo DRC,7133504.36
2512,5.658586916,48330,Zambia,7137025.035
5422,1.220346029,60063,South Sudan,7138571.87
2107,0.761939887,46567,Congo DRC,7139435.905
3943,3.445538388,53905,Zambia,7143709.593
1841,7.419709272,45568,Congo DRC,7146190.177
5665,0.173333332,61686,Sudan,7150250.285
313,2.911371602,18097,Congo DRC,7151141.627
4255,4.102439506,55020,South Sudan,7157374.745
1018,4.983570202,40684,Congo DRC,7159321.973
1356,3.947209875,43368,Congo DRC,7159619.425
166,1.719999991,9482,Sudan,7159844.298
4576,7.180550562,56141,Congo DRC,7168250.448
1,2.808748635,24,Congo DRC,7173783.542
2198,1.668261549,46947,South Sudan,7176004.57
280,8.399889337,16297,Tanzania,7177925.835
4712,1.75999999,56681,Sudan,7180891.077
1761,8.966705098,45242,Tanzania,7188200.409
4947,0.249739753,57694,Congo DRC,7188672.98
4946,0.626817138,57690,South Sudan,7195288.989
3874,5.97768813,53645,Burundi,7198792.136
4992,1.730909082,57918,Sudan,7202320.279
1288,3.655031081,42988,Zimbabwe,7203651.321
1142,4.176061034,42023,Zimbabwe,7203665.251
266,3.667055072,15346,Zimbabwe,7203859.131
153,5.3656264,8679,Zimbabwe,7204125.944
2413,4.00820096,47878,Zimbabwe,7204705.21
2524,5.532912056,48363,Mozambique,7204719.479
3333,4.298596621,51582,Mozambique,7205362.548
4049,3.009892966,54304,Mozambique,7206121.867
2522,2.588359399,48354,Mozambique,7206135.129
1896,0.906266552,45746,Mozambique,7207419.259
39,0.455427896,1797,Mozambique,7208246.843
1220,5.463966085,42565,Burundi,7209609.71
2647,2.528612415,48833,Mozambique,7211048.083
2607,4.363636537,48706,Zambia,7214545.76
897,0.779282969,39037,South Sudan,7214890.791
1996,1.989413084,46172,Zambia,7218625.599
2766,0.874089135,49344,Congo DRC,7220584.861
3736,5.553952628,53170,Burundi,7220789.539
518,0.883703755,28799,Zambia,7223392.225
2094,1.746666657,46535,Sudan,7224044.484
1036,1.022855761,40903,Zambia,7228870.511
3264,7.070494672,51274,Rwanda,7232697.283
2630,4.378320049,48790,Zambia,7235063.904
4219,1.026666661,54901,South Sudan,7235137.346
1461,2.252691838,43953,Congo DRC,7237583.539
4410,2.955471126,55562,Tanzania,7241974.912
5168,0.916363631,58656,Sudan,7245096.811
65,10.93260803,3409,Uganda,7245326.54
71,6.52014321,3679,Tanzania,7249605.085
4978,4.737278425,57848,South Sudan,7255260.079
2,1.576666658,59,Sudan,7256011.373
4335,5.945257001,55311,Tanzania,7257955.01
766,6.563756479,36561,Uganda,7258669.93
1911,8.406087981,45808,Tanzania,7267024.296
4836,7.851714748,57200,Congo DRC,7272719.107
863,2.553007094,38479,South Sudan,7273600.474
2398,8.670853509,47823,Tanzania,7276811.57
5208,1.75999999,58877,Sudan,7276879.781
1822,13.14000034,45473,Fiji,7280559.1
2855,13.14000034,49696,Fiji,7282842.162
3937,8.176384821,53883,Tanzania,7287229.452
1815,5.336432046,45446,Congo DRC,7287464.788
5243,1.099999994,59073,South Sudan,7292589.943
3219,13.14000034,51067,Fiji,7294958.738
5736,1.75999999,62481,Sudan,7297868.799
2255,3.24675047,47239,Mozambique,7297870.231
262,5.478132149,15260,Tanzania,7297879.033
674,2.621242165,34282,Mozambique,7297895.529
630,3.41439856,32951,Mozambique,7297971.562
3068,4.458403493,50487,Mozambique,7298001.623
963,4.953105836,39941,Mozambique,7298109.148
2116,13.14000034,46627,Fiji,7298215.144
3436,6.066163327,51997,Mozambique,7298313.075
2548,3.841735863,48437,Mozambique,7298646.576
682,4.674841463,34490,Mozambique,7299034.446
2935,3.99042982,49984,Mozambique,7299952.058
662,0.30609081,33913,Mozambique,7300344.26
223,1.724011815,12618,Mozambique,7301816.818
1851,0.480883393,45613,Mozambique,7302230.585
4075,5.307240181,54399,Congo DRC,7302896.775
4096,0.350909103,54454,Mozambique,7307525.676
4,5.801523579,161,Tanzania,7308825.172
386,5.132252039,21975,Malawi,7311383.32
3573,1.063333328,52532,South Sudan,7311902.857
4047,4.772241634,54297,Malawi,7315803.843
5487,1.574598425,60465,Congo DRC,7319003.986
4905,1.75999999,57525,Sudan,7319437.125
3488,3.88314676,52201,Tanzania,7320010.782
93,2.753198512,4954,Zambia,7320878.986
1701,3.078391981,44990,Zambia,7326638.914
3913,1.493333325,53822,South Sudan,7331784.116
1684,6.459900806,44921,Tanzania,7331895.14
957,3.222580742,39886,Zambia,7333086.695
4460,4.406000213,55736,South Sudan,7335774.49
1984,1.559999992,46132,Sudan,7340054.181
4147,5.419672068,54630,Tanzania,7340224.498
3305,9.745680928,51422,Uganda,7344471.953
342,5.21520643,19611,Tanzania,7348053.58
5290,1.711111102,59325,South Sudan,7352267.96
292,3.577804685,16842,South Sudan,7353195.536
2889,6.199848269,49810,Tanzania,7356574.277
1542,13.14000034,44324,Fiji,7356999.851
4822,7.101078875,57145,Uganda,7357733.998
1660,0.195555554,44824,Sudan,7361180.871
2261,13.14000034,47248,Fiji,7361604.448
1571,3.801914136,44433,Tanzania,7365785.993
1799,1.271207147,45375,South Sudan,7371253.593
282,10.62834131,16335,Uganda,7371673.132
4902,1.75999999,57510,Sudan,7372959.892
638,6.313348069,33152,Tanzania,7375687.198
3037,13.14000034,50362,Fiji,7385270.388
3230,5.941633548,51111,Tanzania,7386250.835
5315,10.96730013,59427,Congo DRC,7386280.321
5233,0.439999998,59039,South Sudan,7389934.39
2574,5.503808795,48571,Mozambique,7390490.182
1249,4.684417548,42748,Mozambique,7390506.879
3191,6.631967552,50958,Mozambique,7390656.123
3190,3.453677416,50957,Mozambique,7390856.416
1642,0.338526386,44741,Mozambique,7391285.831
3180,5.674016683,50902,Mozambique,7391374.822
2721,2.393561953,49146,Mozambique,7391732.705
3834,2.908935558,53527,Mozambique,7392276.017
2391,1.583043694,47808,Mozambique,7392651.779
2103,0.462262396,46552,Mozambique,7393429.114
693,1.75999999,34707,Sudan,7393517.005
466,0.559605598,26733,Mozambique,7395191.712
4648,4.876098618,56448,Tanzania,7396960.961
2310,0.387761889,47472,Mozambique,7397488.85
2796,13.14000034,49481,Fiji,7400406.343
4447,0.694608869,55707,Mozambique,7400419.305
1422,7.480801251,43746,South Sudan,7401545.661
4500,0.593401819,55887,Malawi,7403989.693
2149,5.771425413,46747,Tanzania,7408038.242
4054,6.895698558,54312,Malawi,7408205.873
2984,0.329999998,50144,South Sudan,7408985.285
1959,7.287684841,46037,Malawi,7412966.434
1720,1.75999999,45067,Sudan,7414630.272
5385,5.10249717,59871,South Sudan,7417458.405
2603,4.959004919,48694,Malawi,7418349.361
162,2.164461439,9155,Tanzania,7419232.851
1577,4.352725231,44473,Malawi,7424390.586
1741,1.119999994,45152,South Sudan,7428508.958
1657,6.4580891,44813,Malawi,7431092.801
2989,3.409194854,50174,South Sudan,7434006.999
603,1.22666666,32010,Sudan,7435117.892
1328,6.225000469,43238,Malawi,7438457.843
2591,0.597029383,48650,Uganda,7443625.813
2283,5.094218384,47339,Tanzania,7446486.679
5416,1.637777769,60021,South Sudan,7448610.52
5534,2.440563596,60737,South Sudan,7451179.107
1617,8.35361082,44628,Tanzania,7455179.395
176,0.109999999,10071,Sudan,7455753.286
3408,8.416289004,51895,Uganda,7456810.895
4267,2.533472134,55074,Tanzania,7464535.194
2669,1.370509939,48953,South Sudan,7468961.654
2154,1.75999999,46765,Sudan,7469127.775
5019,10.25074385,57997,Uganda,7470644.733
2564,13.14000034,48516,Fiji,7472116.112
1149,3.355138772,42067,Tanzania,7474552.383
5519,0.026666667,60667,Sudan,7476899.943
2320,4.415092342,47505,Mozambique,7482262.167
3323,3.076181311,51513,Mozambique,7482280.563
3723,4.448434445,53110,Mozambique,7482411.963
159,2.705691699,9057,Mozambique,7482699.844
1039,3.396080046,40915,Mozambique,7483599.991
3792,4.18870693,53374,Mozambique,7484569.097
3820,10.0410333,53471,Uganda,7485118.526
525,5.751666466,29153,Tanzania,7485228.38
1145,4.597451673,42033,Mozambique,7485535.518
2133,4.74487991,46701,Mozambique,7486576.095
4518,1.258888882,55933,South Sudan,7487340.858
4177,3.722451582,54739,Mozambique,7488204.482
261,13.14000034,15147,Fiji,7488342.607
5311,1.75999999,59415,Sudan,7489260.937
1020,1.313429756,40732,Mozambique,7490422.145
447,1.75900715,26047,Malawi,7493149.431
3461,9.445417772,52106,Tanzania,7496037.58
4249,5.623894489,55007,Malawi,7496486.278
1104,8.767291109,41706,South Sudan,7500222.647
3228,5.545397775,51100,Malawi,7500438.762
740,6.048677267,35976,Malawi,7505012.234
5061,1.405555548,58166,South Sudan,7506135.309
3217,9.618338221,51048,Tanzania,7507248.588
5048,1.637777769,58115,Sudan,7509927.23
164,4.709218595,9291,Malawi,7510112.349
1275,0.828960574,42906,Malawi,7515802.484
2817,3.838974505,49561,South Sudan,7515946.668
1495,3.79236071,44107,Tanzania,7518455.352
1131,3.339125503,41955,Malawi,7522124.794
3291,1.479999992,51375,South Sudan,7525308.81
632,4.503012227,33066,Malawi,7529081.606
4209,0.359999998,54873,Sudan,7530283.652
5210,0.048187884,58884,Tanzania,7530303.704
1496,3.665058974,44108,South Sudan,7532279.394
4431,4.443686333,55625,Malawi,7536674.427
4205,5.196367842,54851,Tanzania,7544903.936
1518,1.723333324,44224,South Sudan,7545035.689
488,2.576599986,27631,South Sudan,7549208.886
2537,0.085555555,48407,Sudan,7550435.694
4189,4.377794428,54789,Tanzania,7553769.976
1740,8.023991664,45147,Uganda,7555899.921
2295,2.807361013,47404,Tanzania,7563271.543
557,1.75999999,30437,Sudan,7565299.93
18,0.639999997,808,South Sudan,7566722.502
4668,10.14213584,56530,Uganda,7569633.067
1804,5.477777587,45416,Tanzania,7573406.784
3777,0.711107799,53320,Mozambique,7573417.534
2944,3.434878348,50014,Mozambique,7573451.743
3109,1.837339523,50643,Mozambique,7573904.115
2480,2.645835427,48208,Mozambique,7574888.593
94,4.584660861,4983,Mozambique,7576337.151
2485,4.89180398,48229,Mozambique,7577848.473
3845,3.869444744,53565,Mozambique,7579334.287
2715,1.643178577,49137,Mozambique,7580869.32
4296,2.327959162,55164,Mozambique,7582970.451
3023,10.90596181,50301,Uganda,7583978.398
4068,7.096211874,54371,Tanzania,7584173
2571,0.986666661,48542,South Sudan,7584806.928
5613,1.746666657,61248,Sudan,7585096.827
905,2.74108134,39184,Malawi,7585641.358
4469,4.765980175,55774,Malawi,7588796.787
2789,9.213330399,49451,Malawi,7592538.325
1111,9.859999657,41762,Tanzania,7595108.547
871,3.600854539,38643,Malawi,7596871.518
1126,9.475849973,41923,Uganda,7598926.551
2296,4.468344186,47411,Malawi,7601801.22
4388,1.559999992,55475,South Sudan,7603350.3
2369,1.75999999,47714,Sudan,7605323.913
4830,8.969860799,57186,Tanzania,7606455.881
3274,5.262739715,51302,Mozambique,7607240.568
3670,4.555724889,52897,Malawi,7613237.483
2961,5.140496055,50060,South Sudan,7614467.4
1434,5.497918523,43791,Tanzania,7617677.9
692,6.614717263,34662,Malawi,7619840.8
2122,1.585454537,46659,South Sudan,7622180.765
5349,0.933333328,59655,Sudan,7625547.373
1963,7.239778489,46055,Tanzania,7627052.483
5181,7.262660368,58774,Kenya,7629513.474
4682,3.774135328,56583,South Sudan,7630590.089
1847,4.23219347,45590,Tanzania,7634873.717
3592,0.133333333,52611,Sudan,7635762.658
5557,1.653333324,60871,South Sudan,7641540.271
2747,4.715817733,49264,Kenya,7641956.583
3105,3.896141959,50636,Tanzania,7643304.897
3193,0.073333333,50961,Sudan,7645223.687
5321,2.528366182,59464,South Sudan,7647283.061
4076,5.316425317,54400,Tanzania,7652345.619
1824,8.604996635,45481,Kenya,7655000.404
4664,0.097777777,56508,Sudan,7658182.438
1702,1.75999999,44992,South Sudan,7661413.386
1802,6.984166423,45399,Tanzania,7661994.676
5076,1.453333325,58235,South Sudan,7664534.086
5024,9.757796186,58022,Kenya,7668637.328
4033,7.805833062,54240,Tanzania,7672250.054
2611,0.754747169,48729,Mozambique,7675831.684
1397,1.500340859,43585,Mozambique,7677724.822
2920,3.575861674,49945,Mozambique,7680847.283
315,0.053333333,18303,Sudan,7680999.994
1706,1.75999999,45014,South Sudan,7681021.086
1233,0.721111107,42659,Ethiopia,7682330.301
3507,8.81712736,52278,Uganda,7682858.982
3854,7.394999743,53584,Tanzania,7683108.932
1643,1.670094715,44745,Malawi,7684429.161
3780,3.702449787,53325,Malawi,7688573.894
2072,5.670663234,46437,Malawi,7693286.601
5150,9.449166338,58572,Tanzania,7694173.517
3901,5.545150608,53772,Kenya,7697656.249
3971,6.12911611,54004,Mozambique,7698571.648
1244,1.173333327,42729,Ethiopia,7700627.763
2562,1.75999999,48507,Sudan,7700816.429
3976,6.079145825,54024,Mozambique,7704350.065
1107,9.038333019,41734,Tanzania,7705659.793
2035,5.439841075,46294,Mozambique,7710653.478
3685,7.091925389,52974,Kenya,7713019.291
4714,9.130909529,56693,Kenya,7716900.117
1665,6.919027427,44838,Mozambique,7717537.852
3570,1.679999991,52518,South Sudan,7719122.056
3579,1.279999993,52548,Sudan,7720905.158
3823,7.555964618,53486,Tanzania,7725004.794
5488,0.133333333,60481,Sudan,7728442.494
3701,8.342786951,53033,Kenya,7728726.303
946,4.421935959,39687,Kenya,7728937.577
3031,5.508504615,50340,Tanzania,7733055.17
2215,1.711111102,47050,South Sudan,7738121.222
2090,0.799999996,46520,Sudan,7740113.056
5129,7.588562873,58471,Kenya,7741132.4
62,3.991610937,3297,Tanzania,7741689.091
3634,2.554731965,52786,South Sudan,7745399.912
3387,6.495936329,51798,Tanzania,7750905.91
1979,8.188143356,46115,Kenya,7754111.699
5016,1.75999999,57993,South Sudan,7757610.391
3810,0.363636362,53443,Sudan,7759768.493
3898,9.635908755,53753,Tanzania,7760704.218
2370,0.799999996,47715,Ethiopia,7762394.462
2099,7.149175539,46543,Kenya,7767656.747
1391,8.216666381,43570,Tanzania,7771081.834
930,1.080153718,39543,Mozambique,7772738.959
3151,0.396614449,50798,Mozambique,7776035.035
5083,1.75999999,58252,South Sudan,7777030.297
4245,0.08,54987,Sudan,7779854.949
3171,0.158888888,50868,Ethiopia,7779908.795
1357,3.339286775,43374,Mozambique,7780044.81
1241,5.494320628,42723,Kenya,7781759.365
1966,8.311735248,46073,Tanzania,7782035.816
4295,5.335411299,55160,Mozambique,7784591.442
1612,5.02004387,44606,Mozambique,7789682.655
2827,9.486514821,49593,Tanzania,7793232.147
1281,4.82959006,42942,Mozambique,7795322.335
1052,1.75999999,41043,Sudan,7796401.068
3620,2.252914339,52730,Kenya,7796410.67
819,0.354444443,37616,Ethiopia,7797929.904
170,3.405896525,9775,Mozambique,7801439.809
3966,9.411817854,53986,Tanzania,7804779.217
3026,3.360229476,50317,Mozambique,7808049.583
5201,1.796561652,58838,Kenya,7811601.097
3871,7.139213941,53637,Mozambique,7815215.191
283,7.878175176,16370,Kenya,7816121.633
4655,0.53333333,56478,Ethiopia,7816130.052
4391,1.719999991,55482,Sudan,7816221.042
4534,7.590996636,55993,Tanzania,7822937.89
5333,3.651421496,59553,Kenya,7827320.425
2875,8.034352881,49771,Kenya,7827941.754
1399,5.99040046,43598,Tanzania,7831218.227
2563,0.867777773,48512,Ethiopia,7834775.645
1456,1.222222216,43933,Sudan,7835099.784
2034,7.678464622,46281,Tanzania,7840056.036
2900,8.469149087,49837,Kenya,7840314.475
5153,1.015426161,58589,Ethiopia,7843557.803
2635,8.566543844,48801,Tanzania,7849450.426
1310,7.028281465,43138,Kenya,7853233.19
5708,1.625555547,62167,Ethiopia,7853887.774
5720,0.146666666,62311,Sudan,7854272.729
3758,8.6274997,53247,Tanzania,7859399.782
5612,0.08,61245,Ethiopia,7860301.779
3466,5.164793038,52128,Kenya,7866690.589
26,7.874305281,1105,Tanzania,7869901.76
36,2.666824391,1630,Mozambique,7871835.314
3767,1.719999991,53269,Sudan,7873121.201
5724,0.097777777,62378,Sudan,7873856.268
406,5.615049828,23037,Mozambique,7875641.999
4186,6.129609953,54771,Mozambique,7880589.429
4699,1.256063613,56629,Kenya,7880678.679
4543,7.170908841,56040,Tanzania,7880953.289
4291,5.531415482,55149,Mozambique,7886058.321
4149,3.897934003,54633,Mozambique,7892052.09
2871,1.75999999,49756,Sudan,7892074.29
131,9.654582997,7134,Tanzania,7892284.089
4815,0.106666666,57114,Sudan,7893834.289
4738,0.048310139,56790,Kenya,7895188.795
1064,9.575833003,41187,Kenya,7903877.843
1774,1.086803221,45274,Mozambique,7905424.901
5275,0.338170973,59236,Kenya,7910211.634
799,1.733333324,37262,Sudan,7911454.636
275,4.277085767,16044,Mozambique,7912872.045
3737,0.013333333,53172,Sudan,7914190.458
4757,8.476249754,56851,Kenya,7915342.081
4294,5.914738572,55157,Tanzania,7920851.106
268,0.241430122,15457,Kenya,7925737.268
4583,7.563956413,56162,Kenya,7927159.402
835,2.914100561,37878,Tanzania,7929362.318
3648,0.879999995,52829,Sudan,7930180.032
5652,0.012222222,61597,Sudan,7934908.254
2005,6.58501435,46193,Tanzania,7938405.236
833,5.982443111,37857,Kenya,7939502.305
2006,6.847221984,46196,Tanzania,7947978.727
1163,0.066666666,42195,Sudan,7948877.283
4681,0.415555553,56582,Ethiopia,7950242.517
1352,7.038769497,43357,Kenya,7952364.28
2008,7.942777501,46208,Tanzania,7958080.971
5170,6.502921762,58674,Kenya,7965738.149
5102,9.380694118,58331,Tanzania,7968709.456
3796,1.18666666,53388,Ethiopia,7969290.691
1753,5.378947301,45204,Mozambique,7969468.307
4218,5.889550595,54900,Mozambique,7971218.999
2872,5.524671219,49758,Mozambique,7976566.317
3164,3.24820847,50848,Kenya,7979616.091
2272,9.113029986,47292,Tanzania,7979860.983
3794,5.533436186,53378,Mozambique,7982412.24
5712,0.213333332,62211,Sudan,7987426.995
4043,1.723333324,54289,Sudan,7987832.715
3921,1.532579628,53842,Mozambique,7988759.719
1818,9.623749673,45455,Kenya,7991328.992
950,0.5204705,39742,Kenya,7993989.652
889,0.212530245,38850,Mozambique,8002778.523
2884,8.245416423,49794,Kenya,8002972.316
3964,1.75999999,53976,Sudan,8006780.14
2620,0.053333333,48754,Sudan,8007248.352
3778,0.666261309,53321,Kenya,8008849.773
4133,2.011440337,54580,Mozambique,8010507.629
