mean_maize,Fishnet_ID,COUNTRY,NEAR_DIST
1.72266663400,32882,Cuba,260929.84137900000
2.04319620100,52811,United States,262914.78894700000
1.60115937900,57134,Colombia,267474.27699800000
3.39331960700,53543,United States,268193.86574100000
2.02564388100,51645,Colombia,274359.18935100000
6.17261925600,54511,United States,285927.25446700000
0.33951207000,59800,United States,289200.17426800000
4.86483869900,39169,United States,289556.50907100000
9.06596309300,45783,United States,294043.42692300000
6.77583217600,44625,United States,296969.66878800000
6.13051482600,35009,United States,297326.99101400000
6.50098067500,53366,United States,299927.56263600000
5.30591983600,50950,United States,300062.18763600000
3.35666664400,50719,United States,302062.83140300000
2.21361514600,55608,Colombia,302763.68812900000
5.06139067700,58565,United States,303820.27228100000
1.09104387200,52545,Colombia,303961.75391400000
5.62343944200,34605,United States,304130.93408700000
1.15345223500,45806,Colombia,304755.15252400000
0.78754186600,66325,United States,305355.56114000000
4.94435832500,53703,United States,307261.12260400000
3.00697803500,65310,United States,307717.93240800000
1.49146430300,16770,Colombia,308546.51111200000
1.99084333600,50192,Cuba,315064.65316000000
1.22935791800,51079,United States,322861.64574800000
9.31595864300,47780,United States,325853.53505600000
5.57756009100,58251,United States,325853.53505600000
7.51240223600,5643,United States,325860.04573900000
1.99878624900,16515,Colombia,326171.09908900000
7.44909278200,48261,United States,326595.41000200000
1.45324564000,61961,Colombia,332113.35311300000
9.41277758000,61147,United States,334778.87469500000
4.62853109800,59511,United States,334842.26860900000
5.56146471400,44232,United States,340864.45606600000
6.44334449800,58733,United States,341449.28583000000
7.81707730200,44922,United States,348017.53630400000
4.35939297600,62811,United States,349655.96866800000
1.55233053900,13182,Colombia,352725.91948500000
1.79487457000,57703,Colombia,352959.39003200000
5.73504406300,50658,United States,354855.85458600000
11.43525280000,40520,United States,357050.21684800000
0.45598896700,49499,Colombia,358939.93718800000
5.15788189200,52158,United States,359027.41292800000
1.21404055700,60649,Colombia,363111.11429300000
11.34276505000,60699,United States,364226.26324400000
4.48489138500,53680,United States,364612.85309200000
1.84543130700,46407,Colombia,367861.31351100000
2.98001054000,66809,United States,367966.21889500000
1.74437732100,49263,Colombia,368876.52669400000
6.41497691500,65638,United States,372399.00418700000
4.09062502400,50755,United States,372536.03148800000
1.52999997100,48176,Cuba,375274.08968900000
2.43333599700,37133,Colombia,377658.83428300000
5.18931144700,64586,United States,377850.23293200000
1.69999996800,59386,Cuba,381525.93713500000
6.33504752000,37884,United States,385302.70826300000
2.62513955400,52959,United States,386261.46873000000
7.87541866300,68595,United States,388586.42459600000
1.69809663600,43715,Colombia,394572.76215100000
1.69999996800,64913,Cuba,394974.42846700000
3.81838480600,55733,United States,395860.85929600000
1.27383254400,60513,Colombia,397107.74211900000
0.55114424200,64221,United States,403846.08008600000
1.07892481800,59467,Colombia,405784.23182900000
3.58980595800,57867,United States,407766.91286000000
4.97695872800,67218,United States,407766.91286000000
3.81586349000,49071,United States,407773.41570500000
4.32969279900,63908,United States,408137.48392300000
3.77326680800,52360,United States,408396.89995400000
10.81719678000,32321,United States,408669.77631400000
4.84060538900,62848,United States,412296.13697400000
7.06040988300,63389,United States,413854.75899900000
1.24232598500,54310,United States,414935.06052300000
1.98171424900,58438,Cuba,415093.51599400000
11.62658947000,42035,United States,417837.97412400000
9.21311491300,60261,United States,417865.63872300000
1.73055557300,55208,Colombia,419316.41854300000
1.78482482400,53299,United States,420296.21467600000
5.18705996300,27935,United States,423738.08113100000
5.69047378900,65397,United States,427169.37438700000
1.91636360100,46755,Cuba,428000.18418700000
11.13435457000,49884,United States,437808.80859900000
1.15227244800,56239,Colombia,438137.04615900000
2.94965335700,64802,United States,438552.71670700000
2.16949609900,57002,Colombia,441956.63744800000
4.23894774900,43094,United States,442949.18840500000
1.60696996000,50576,Colombia,445720.17743900000
2.26869709500,41787,United States,446289.96364000000
1.56314224700,58534,Colombia,451755.36173900000
1.57334961200,49042,Colombia,451913.43079400000
6.73052209600,48265,United States,453445.92161200000
7.03879634500,68133,United States,455434.36916100000
3.69459425100,11332,United States,456365.88451600000
1.30706474500,56715,Colombia,460070.18471700000
2.43338271800,33924,Colombia,460560.24315500000
1.49810201600,35481,United States,463815.58517400000
1.59716536500,53109,Colombia,464636.98719000000
8.12274586100,69515,United States,465726.50062300000
2.94555968400,57345,United States,466512.86059100000
1.31868588900,40808,Colombia,466809.21266700000
8.51977109900,49993,United States,468708.47963500000
9.88581857700,42430,United States,473867.90049300000
10.70228480000,59856,United States,475101.25680200000
8.44817638400,43408,United States,475934.11840000000
2.76529995400,62409,United States,479794.50799200000
2.12217550700,18045,United States,483462.21492900000
4.15249347700,44409,United States,483664.23205300000
4.81611824400,41005,United States,484485.99537300000
9.03840560900,59819,United States,484553.23100100000
4.96588195200,43850,United States,485921.42126000000
1.35612581900,21367,Colombia,487909.03209800000
1.26940610100,28871,Colombia,488326.30112600000
5.38700130700,60715,United States,488938.66520700000
6.69458143800,68353,United States,488938.66520700000
0.87574697400,66084,United States,488945.11705000000
4.73635841300,52290,United States,489494.65335900000
2.71416437000,62534,United States,492873.71244600000
5.14616363400,52177,United States,496137.14247900000
1.37889566500,889,Colombia,497827.11766100000
1.34017807200,45460,Colombia,498763.57304700000
0.31369593400,55277,United States,499402.82288800000
1.12799997900,51349,Cuba,499709.89993900000
2.53278205100,43697,Colombia,508696.62609800000
5.25753498500,44463,United States,512570.34953500000
6.50638401500,35796,United States,512973.30747800000
2.03999996200,45468,Cuba,514823.69269000000
1.96494653800,54833,Colombia,515033.59685200000
2.70820246100,57441,Colombia,517900.11474900000
5.68705240900,45634,United States,521822.08665100000
1.43569676100,38832,United States,522883.39485800000
1.11003833900,53683,Colombia,523944.90798900000
2.04158264900,63752,United States,524131.86374000000
0.91443802700,52431,Colombia,530799.35697800000
3.26444912400,45286,United States,532411.47469400000
12.13578383000,49683,United States,533193.23739400000
1.45324564000,57631,Colombia,533823.56023900000
9.59801515700,64547,United States,534716.93305300000
6.32825284400,4680,United States,542643.65745600000
8.18431216900,57164,United States,544866.69858100000
8.59136581400,46481,United States,545396.50543900000
7.09120927700,50531,United States,546062.02576100000
3.16637783100,68153,United States,546448.07734500000
8.44817638400,62951,United States,548075.62597100000
2.01989183200,42450,Colombia,549175.80834100000
8.90476207700,61664,United States,550498.35286000000
1.64383773500,54194,Colombia,550782.63846600000
1.53145376700,51282,Venezuela,550889.47032800000
3.60611166600,51461,United States,553311.59281100000
13.18983887000,63953,United States,554668.92420200000
8.51977109900,66171,United States,555256.19048700000
6.14832065900,40965,United States,556126.88729500000
1.75032735900,3592,Colombia,557789.66656700000
1.53384769200,52648,Venezuela,561483.65498700000
8.09020280800,48065,United States,562941.38813200000
2.38448313900,62537,United States,563456.42392900000
3.41367230800,64924,United States,568666.67184000000
1.03155344200,43661,United States,569362.43996000000
4.87744644900,68726,United States,569362.43996000000
1.60489240100,69572,United States,569368.81023000000
1.20684381300,59633,United States,569865.85815500000
3.32716918700,52951,United States,570560.39036300000
5.07671616300,58635,United States,571537.94524300000
0.83932429900,64582,United States,577703.18443600000
0.22586107300,65066,United States,578344.21826800000
1.18858336700,59882,Colombia,581469.85742600000
2.57416937900,47529,Colombia,582079.84249200000
0.91890491700,41429,Venezuela,583709.64603600000
1.47707392500,49614,Colombia,584797.09110500000
8.30561791300,53420,United States,586631.15689800000
1.85454542000,45107,Cuba,587569.91566500000
2.94105707400,6520,United States,587989.58877700000
2.93707824200,58853,United States,588413.39031600000
0.96990580600,61145,United States,588802.64386400000
12.19541771000,61199,United States,589644.45192800000
12.18673923000,56683,United States,597263.11931200000
1.47503934900,44369,Ecuador,597589.53126900000
1.13741048200,59606,United States,598059.39422200000
2.45337991800,50022,Colombia,598137.46013600000
1.42562011300,49116,Colombia,598502.62705000000
0.80451342400,63889,United States,600200.34324300000
1.92927946800,47775,Ecuador,601294.00166700000
3.15214892200,47731,United States,603331.41459600000
1.90399996400,60935,Cuba,603379.34471800000
5.84969380300,38724,United States,603396.54207200000
1.11684608500,57664,Colombia,604586.35170200000
2.03999996200,47485,Cuba,607365.01567600000
0.73593971700,53781,United States,609568.12489200000
1.68729812400,58651,Colombia,612141.83900900000
1.04510540800,48698,Colombia,613595.86210500000
2.51365019700,54940,United States,614153.84269700000
1.02240861300,67033,United States,616538.12179800000
0.38601836800,54649,Colombia,619540.55341100000
1.09199996000,45576,Jamaica,622405.05637700000
6.53697796700,54502,United States,623929.44160200000
8.50458434100,65919,United States,624307.44967300000
8.93027814200,69860,United States,624883.56994600000
6.34135199700,53166,United States,626053.40286200000
8.19361739700,26970,United States,626685.00699700000
5.96748733500,66287,United States,626770.13516700000
10.71588350000,56329,United States,630842.88434500000
9.27659488600,45739,United States,633616.97870600000
8.35271676400,51507,United States,633819.01832000000
2.39375872900,55298,United States,636323.04634800000
1.60839724100,55401,Colombia,641163.91034800000
8.27316708000,40109,United States,641461.59534800000
3.14098198000,47410,United States,641970.12860100000
3.87385972700,758,United States,643400.29700600000
3.60670377600,45216,United States,644587.86912500000
3.72662883900,43002,United States,645748.74446000000
11.62285953000,41887,United States,647725.53618800000
0.98170314600,671,United States,649032.43061500000
3.12360092000,63664,United States,649038.69507200000
7.54998814000,67127,United States,649693.80612100000
1.95018237700,43991,Colombia,649732.86975800000
1.76149143000,36181,Venezuela,649807.26628900000
1.70395247700,56196,Venezuela,649877.08695700000
0.26761444300,3710,United States,650208.43451800000
7.54191120500,55524,United States,652463.44038300000
9.77812805200,53348,United States,653410.28975800000
1.90315881600,62716,United States,653463.07852700000
1.69204011700,58307,Colombia,655929.46436000000
0.85591790600,57964,Colombia,656809.30027900000
3.26417884800,69844,United States,656899.56510900000
1.67374018200,55278,Colombia,658621.71119300000
1.37202010400,60048,Venezuela,658760.82011500000
4.16438115800,67074,United States,660522.23014600000
10.62971561000,54608,United States,664430.09631900000
6.04577594300,60627,United States,664793.46076400000
5.06593419700,60256,United States,664879.73711500000
5.40386636900,47737,United States,665180.02088300000
1.23981886800,30015,Colombia,667061.89848600000
6.42472231800,49358,United States,668321.03788100000
1.16999995700,50871,Jamaica,671111.00630600000
7.21476667700,56642,United States,674218.59209400000
0.60290257800,59217,Colombia,676606.71195000000
1.96153842500,18707,Cuba,677235.01592100000
2.00324320600,53227,Cuba,679117.00548300000
9.90658826300,57960,United States,680581.84922000000
1.68107990000,56261,Colombia,683612.40774200000
3.11647032600,57860,United States,684657.67532200000
1.07464372700,56797,Venezuela,686407.59849900000
7.03732307400,49570,United States,688419.71118400000
1.02574067600,59357,United States,689255.33138000000
2.19331792400,46794,Ecuador,691104.89104000000
7.33229012100,60902,United States,691394.08860200000
1.35999997500,52881,Cuba,693000.92489800000
1.16999995700,54500,Jamaica,693379.81819200000
6.43458181200,49010,United States,696528.95966400000
1.67992055900,52316,Ecuador,697560.67598200000
7.44050118500,64292,United States,697969.90713600000
1.77143077600,43102,Ecuador,698343.29377500000
7.42946070000,66837,United States,699980.79871400000
1.51034484000,41710,Ecuador,700739.24318700000
8.59136581400,55078,United States,702454.58139900000
1.13796076600,45052,Ecuador,702817.20630000000
8.72334862600,66341,United States,702961.88131600000
10.78323565000,50381,United States,704363.67478700000
8.59136581400,37255,United States,704550.44083700000
1.04705222300,55895,Venezuela,705626.10264600000
0.07394618900,58976,United States,707864.35287700000
11.62446076000,44837,United States,709739.50678400000
0.90612930400,47055,Colombia,709780.74208100000
1.46065701100,47616,Ecuador,710077.90156600000
8.68522507200,64223,United States,710664.35673100000
8.43226644700,46324,United States,711613.19552200000
0.91737302100,59360,United States,713100.14386200000
4.48119907800,2511,United States,716020.55140600000
5.41516446600,58621,United States,716879.82978800000
8.59136581400,55851,United States,719220.61509900000
6.62075566800,67167,United States,719945.46543700000
3.66736064000,68443,United States,721304.82288700000
5.38256212500,59701,United States,722126.71575200000
1.30298721500,39297,Colombia,722696.53293000000
6.27197308900,51397,United States,723054.10992800000
1.86897928800,49367,Colombia,724766.10209600000
7.98389550400,47697,United States,727253.40762700000
8.66181023900,34669,United States,727362.12773200000
7.04680133700,62102,United States,727943.36332200000
9.51584382400,67269,United States,727949.50134000000
1.13033461600,16152,United States,728693.71224300000
5.97249787100,47675,United States,731204.63135100000
1.12770441700,43071,United States,731867.36793700000
9.17139401900,48195,United States,733593.41064200000
1.03624725300,68800,United States,734942.32546100000
0.90905763100,54949,Ecuador,735266.80636400000
6.09005609000,53414,United States,736223.65927200000
0.53534776900,53222,Colombia,737171.50981800000
7.39812056200,43205,United States,740648.92413700000
6.61375760600,61455,United States,742334.17659400000
6.79861662800,55854,United States,747918.95271300000
1.73349569900,16926,Venezuela,748828.75664100000
1.77380955200,45559,Venezuela,748871.30422200000
3.67069278800,65233,United States,750321.70696400000
9.13250455100,14967,United States,752455.23573800000
0.99275207500,58373,Colombia,753151.14710200000
1.12301350600,46081,Colombia,753474.47425500000
1.23021565200,47718,Colombia,754325.20069600000
4.84809620100,50185,United States,755957.13303300000
1.79430391500,59418,Venezuela,756384.18136900000
4.42203219300,62972,United States,758208.29713400000
1.20539549500,50364,United States,758850.59709800000
3.36747351500,66701,United States,760314.20929300000
1.16999995700,54638,Jamaica,760687.01139500000
11.49006080000,68636,United States,761330.64930300000
7.74203589200,49470,United States,762318.00513800000
1.90919240300,62163,United States,762479.27672700000
2.03999996200,43777,Cuba,767470.22089500000
6.81496110200,47710,United States,770309.71161100000
2.03999996200,60719,Cuba,771245.58068800000
0.95121023100,53445,Colombia,772549.52715800000
0.63383267600,41410,Colombia,772595.14595500000
7.01137961300,42840,United States,773674.36365600000
10.36529450000,56401,United States,774505.07450800000
0.97593118700,59433,Venezuela,775516.42300700000
5.40715752000,57052,United States,777359.82694700000
1.32358127700,52921,United States,779363.03035800000
8.59136581400,57218,United States,779833.65871300000
6.48422989100,46691,United States,780286.34220200000
8.51977109900,46700,United States,781704.28946500000
1.76935971900,51663,United States,782371.54673300000
6.37387670700,53643,United States,782993.25360800000
8.86240876300,59988,United States,785137.14062900000
1.35999997500,62224,Cuba,785480.56819200000
4.86231697400,54466,United States,787167.36393700000
8.59136581400,13524,United States,788641.80371100000
0.51721416000,25906,Colombia,790920.86875100000
3.76635265400,53171,United States,792045.58204900000
1.93263154300,53676,Cuba,795439.55515300000
8.59136581400,70095,United States,796214.30249800000
1.48236824400,59528,Ecuador,797557.00984800000
1.69618231900,42821,Ecuador,798241.50575200000
1.05337635400,45189,Ecuador,798279.36787000000
1.07161071600,48358,Venezuela,799213.58330800000
0.41519848200,53076,Colombia,799611.63871800000
0.85068871800,44489,Ecuador,800340.01037800000
4.63060249900,66934,United States,800618.48104900000
8.49554656300,57312,United States,802133.22767700000
0.67789586700,41945,Colombia,802167.63854000000
10.39458249000,65094,United States,802272.93278500000
8.11521467500,67249,United States,804009.58982200000
7.49791925600,51857,United States,804162.39106500000
0.66289381000,58472,Colombia,805118.62150900000
5.81174103900,54254,United States,806073.95161900000
2.69548371100,43027,United States,806090.48552500000
3.71912318700,68802,United States,806096.47874300000
4.13424797600,65033,United States,807386.05613300000
1.22972565700,53234,Ecuador,808535.15499900000
2.03519033000,47123,United States,808735.55621100000
4.14849153300,64070,United States,809609.39631800000
5.48668537100,51600,United States,810056.79247800000
7.90837976500,38484,United States,811669.57084000000
0.47589725900,47965,United States,812394.34187000000
0.97772651000,63092,United States,814399.57459400000
1.07792484800,58711,Ecuador,816018.01508600000
7.58903980300,64634,United States,816183.29518900000
9.72998161300,50028,United States,819540.07799400000
0.02426153800,44567,Colombia,820407.52214800000
10.78720771000,56289,United States,821623.17203400000
2.03999996200,60147,Cuba,822788.72818100000
2.03999996200,4340,Cuba,822895.08215400000
6.16489093300,39369,United States,824742.68238700000
3.04710329200,70061,United States,826205.37583400000
11.18618705000,54089,United States,828517.72214100000
0.31082703400,50885,Ecuador,830760.43534500000
2.23636697900,45807,United States,831703.24983900000
4.79565478200,54013,United States,835647.63338900000
2.14784145400,60519,United States,835858.68959900000
4.84898886200,58405,United States,838186.17210400000
2.03999996200,40291,Cuba,838587.01410900000
0.26588035800,56483,United States,840584.99529300000
8.23934662800,61280,United States,841168.70888200000
3.24015839100,58769,United States,841344.78631600000
0.94548634100,55898,Colombia,842302.52296600000
7.09436128500,61583,United States,844742.80204900000
7.38081017200,70346,United States,847571.96087700000
1.74601062100,16880,United States,847596.12569600000
1.66294645500,32851,Venezuela,847846.61478200000
1.77380955200,55166,Venezuela,847869.41272800000
3.74778092700,53101,United States,848505.26719800000
5.33828605500,69447,United States,848640.32000000000
0.95132788000,51176,Aruba,849898.54685400000
0.75968481100,56752,Venezuela,852887.94561600000
2.64668738800,59168,Venezuela,854300.57666400000
8.81536117900,57127,United States,854387.27519800000
8.59136581400,68482,United States,856440.93856400000
5.18353754500,65878,United States,856849.22055600000
8.59136581400,60250,United States,858128.36184500000
2.03999996200,52880,Cuba,858927.23594100000
0.17885171600,67216,United States,862663.37053300000
2.17856079600,60742,United States,863060.49036000000
1.87679996500,49220,Cuba,863536.77748200000
0.52294824200,56251,Colombia,863602.04259200000
0.19043500300,49223,Peru,863997.03438400000
8.59136581400,50627,United States,864900.18588700000
0.15408963900,35388,Colombia,865242.08170000000
7.07321437100,67043,United States,868832.65004100000
0.52470630800,56286,Colombia,869227.27634800000
3.38644251700,51683,United States,871025.76693700000
2.19875385900,52954,Venezuela,871255.44794600000
1.03807844100,45066,United States,872279.38343900000
8.59136581400,63678,United States,872422.48186100000
10.30018382000,61695,United States,873940.98701300000
9.13890828000,57926,United States,875166.87302400000
1.97311471700,61314,Cuba,875686.00245300000
2.85358239100,66842,United States,876602.42856900000
5.57736387700,45397,United States,876611.71216300000
0.38919550300,57430,Colombia,876990.82452200000
6.44031764700,48619,United States,877195.59576800000
8.07498399400,67994,United States,878537.36912800000
8.24423992300,64914,United States,880385.03518100000
0.30583104300,59697,United States,883836.11218500000
7.11564470200,63818,United States,884353.94531300000
8.80660144500,49077,United States,886657.18981400000
2.22174069500,70041,United States,888234.25251300000
6.23693585800,43372,United States,889204.40391800000
0.45821683200,43755,Colombia,889349.63820000000
7.87541866300,68525,United States,891274.54479600000
2.31821851700,58465,United States,891604.00567400000
2.88029364700,64685,United States,893143.18467000000
2.04277461500,44230,Venezuela,893868.75370200000
1.03622498600,58071,Ecuador,895390.02289800000
9.33027793600,63241,United States,895955.51378900000
1.22645633900,57560,Colombia,896037.21081700000
10.25305139000,31545,United States,896577.54777000000
0.96060203000,59356,Ecuador,896625.87196400000
5.00536132700,43522,United States,897038.13866000000
2.10851711700,58721,United States,897141.98564000000
1.52946757100,58021,Ecuador,897553.79248600000
1.35765110000,41485,Ecuador,898161.75193100000
5.45407687800,56781,United States,898873.00034600000
0.85894521400,56534,Ecuador,900028.39511200000
2.00812496200,44302,Cuba,900318.21340700000
8.46042473800,52714,United States,901722.33409600000
1.00088097300,43233,United States,904776.77532100000
2.03999996200,63754,Cuba,905518.25226700000
0.10917692000,47794,Colombia,907035.25903700000
0.44983169400,55955,Ecuador,907327.79967700000
8.54273585900,42476,United States,909111.52694000000
1.98874208700,63786,United States,909156.35276800000
5.08057111900,56533,United States,910775.17474000000
2.54850179400,26058,United States,916055.15319700000
6.62419883400,39517,United States,916126.02797000000
2.46658558700,42220,United States,918728.96133400000
9.44780139900,49630,United States,919468.27489900000
1.49354195600,65227,United States,920479.06901100000
8.80137767000,49061,United States,921229.27070800000
3.82558970000,69503,United States,924211.00687500000
0.13572858400,42879,Ecuador,927199.38979900000
1.46342859300,59333,Bahamas,928922.79084800000
5.99576512200,59503,United States,930731.00913700000
8.27404072100,46766,United States,931202.48803900000
0.02752359200,54348,Colombia,932220.15911300000
8.50458434100,30254,United States,932273.16530400000
0.96172865900,58262,Colombia,932279.02384500000
8.88584995300,45462,United States,932644.63743000000
6.24750235300,62100,United States,932725.38986400000
1.29281251900,4293,Bahamas,932875.98992600000
1.13645178300,61476,United States,933464.60926700000
8.43226644700,45818,United States,933808.64177000000
2.71609656000,45078,United States,933848.88194500000
3.68716491800,46340,United States,935039.72511800000
7.17308030300,59211,United States,938299.47214500000
8.59136581400,62863,United States,940385.65633700000
0.03784493900,45105,Colombia,940763.70389500000
0.16718033600,58393,Colombia,944221.44712800000
1.11503489800,63736,United States,944513.70329900000
8.66440216700,58816,United States,946241.11663100000
3.99867770900,57781,United States,946649.20209400000
10.80262413000,68996,United States,946674.51518500000
1.84393026900,51252,Venezuela,946860.33878900000
2.05734174300,37310,Venezuela,946869.78497100000
8.59136581400,54776,United States,947853.27121100000
7.80807740600,59827,United States,948846.64942800000
6.54339720400,49912,United States,949107.71104900000
2.51456699000,27358,United States,950373.66702700000
8.68172272000,64100,United States,950650.97400500000
0.48394737800,48165,Venezuela,951565.44219200000
3.15942287500,58833,Venezuela,952419.18204200000
3.61770697500,5521,United States,952767.01120400000
2.00999996200,64091,Cuba,953279.84496500000
2.58290339700,56714,United States,953958.22360900000
5.77304053600,63437,United States,954542.79591300000
7.98389550400,37091,United States,955752.11290200000
3.88399210600,59255,United States,955989.02368800000
0.06452840400,43389,Peru,957109.93057700000
4.64089912800,62518,United States,957253.47495800000
4.27633838100,66696,United States,957592.86129900000
0.31135640200,59437,Colombia,958555.72497800000
1.39607210500,66508,United States,960413.63992700000
6.95774593400,53370,United States,960744.26308800000
4.67848241300,45842,United States,962502.74251800000
6.59959237200,63576,United States,963197.13201900000
0.62799225900,51490,United States,964183.68097000000
8.05162949000,60141,United States,965337.34722100000
8.51181613100,56350,United States,965839.21728100000
0.50694011500,42365,Colombia,966419.10574100000
2.03999996200,58246,Cuba,967107.98636800000
3.06068972900,59428,Venezuela,967602.15395000000
2.94143734200,35305,United States,969442.13958500000
6.90060117000,69594,United States,973296.41868000000
4.93049796800,47119,United States,974490.57658400000
0.26257846400,54651,Colombia,976455.78901600000
9.42288592100,61873,United States,976771.48556800000
8.41125396100,59681,United States,977880.34796200000
0.89347421500,55486,United States,979219.55858700000
2.00909087200,21111,Cuba,979325.89698500000
2.14784145400,61967,United States,982206.93933800000
1.57600002300,62434,Bahamas,982590.91382400000
6.46657910700,63196,United States,984884.60959300000
9.62692324300,46518,United States,986261.45135400000
1.31333335200,59385,Bahamas,987665.77186000000
6.85544208100,65276,United States,988764.46391300000
3.05259266600,46423,Venezuela,989284.61530200000
1.57717677800,49976,Colombia,990967.93764100000
5.29210564800,57469,United States,993674.75033200000
7.27174248100,69775,United States,994234.14603400000
4.45749493600,2069,United States,994487.77822400000
8.55454354800,58371,United States,994638.55929500000
0.80200037300,576,Ecuador,995011.95379500000
0.03709098500,49246,Peru,996155.52053900000
8.53733280800,59034,United States,996305.84517100000
0.91142349100,46669,Ecuador,996472.30416400000
4.47822726600,51528,United States,996479.39481300000
1.56997969000,46329,Ecuador,997526.28295700000
0.75999999000,59093,Haiti,997620.73030200000
1.32382513300,48501,Ecuador,998072.82314200000
5.02489325500,62427,United States,999459.28910400000
0.95419788500,56994,Ecuador,999753.63768900000
0.02144013200,57853,Brazil,1006034.25142000000
0.33876897800,16290,Ecuador,1006332.67305000000
9.66057933500,61279,United States,1007327.55896000000
11.38551142000,69712,United States,1007668.01696000000
1.94921751800,67255,United States,1007859.71826000000
9.75789472800,44995,United States,1008734.97191000000
7.73488235000,67420,United States,1010293.90053000000
9.32742606300,42752,United States,1012853.25766000000
1.87542146000,66852,United States,1014351.45274000000
6.81212509100,41612,United States,1014585.65191000000
9.89658133200,69043,United States,1015096.14742000000
8.72726958700,43030,United States,1018277.36165000000
4.64149926900,46070,United States,1019448.22029000000
6.10571371600,53997,United States,1021462.37727000000
0.56285715100,49056,Bahamas,1021603.31295000000
9.79451751700,68404,United States,1022508.90697000000
1.26751360800,56821,Colombia,1023998.20461000000
5.53405664600,67102,United States,1024195.27454000000
0.03529228800,50080,Ecuador,1024292.72712000000
6.30717972500,54787,United States,1026154.65326000000
0.10727404900,6783,Colombia,1026784.47952000000
