mean_rice,Fishnet_ID,COUNTRY,NEAR_DIST
2.81425786000,3560,Bangladesh,1602.97291748000
2.23484351600,7234,Bangladesh,1751.05228358000
1.20525256600,50878,Russian Federation,1909.55340715000
2.52102631700,66145,Nepal,2338.59415186000
2.66152406100,60864,Nepal,3065.94842835000
2.72138886300,42478,Kazakhstan,3713.59307390000
1.99520840000,46840,Russian Federation,4166.49186728000
0.78906249300,70633,Kazakhstan,5262.77850806000
3.90573224300,44137,North Korea,5399.72555497000
2.86199035500,43700,Nepal,6179.83623163000
2.82211849900,64035,Bangladesh,6300.49613989000
2.06111118500,53740,Kyrgyzstan,6302.95653447000
3.84320946500,56988,Pakistan,6442.39113347000
0.02712963000,57506,Afghanistan,7799.36744747000
2.16538451200,61330,Bhutan,8678.41675530000
1.97062250700,60171,Bhutan,8687.84285495000
2.62546305700,58269,Kyrgyzstan,9841.67299228000
0.91079511200,58016,Pakistan,10165.86224030000
2.42530398300,42835,Nepal,11358.44752570000
2.26910901100,61558,Pakistan,12145.26920930000
0.78458980100,41131,Afghanistan,14889.90788720000
3.14000010500,49479,Russian Federation,17671.10233900000
2.07352000900,62262,Nepal,17682.96714080000
2.96687497200,62781,Kazakhstan,20370.92418080000
0.38024999900,67224,Tajikistan,20929.21914880000
1.79153297200,42214,Bangladesh,21631.21979440000
0.49425927600,62832,Russian Federation,22737.85937150000
3.97025771200,54520,Pakistan,22866.50701470000
4.19259214400,23661,Pakistan,22909.51880810000
2.91002916200,63880,North Korea,23157.86827610000
2.26910901100,49889,Pakistan,24031.05876660000
1.93842599600,54075,Kyrgyzstan,24478.89782100000
2.26910901100,61798,Pakistan,25162.50471440000
0.05611111100,20166,Kazakhstan,25396.25376060000
1.18646468800,60253,Tajikistan,25480.40907970000
4.12692823000,60844,North Korea,26964.60907550000
2.55645862400,56187,Pakistan,27290.86022950000
2.69333330800,47056,Kazakhstan,27326.01192290000
4.43578277300,65992,North Korea,28064.59352240000
4.55877538100,61989,North Korea,28073.98508930000
1.86676857100,53582,Sri Lanka,28431.37713190000
0.22039909700,50172,Afghanistan,29176.42394930000
2.39305721500,59314,Nepal,30462.99485640000
2.29816807800,55210,Nepal,31705.29237780000
1.14181822000,55397,Russian Federation,31711.76681880000
0.07090909100,13490,Tajikistan,32242.45048820000
1.47942312600,69061,Russian Federation,32816.47612670000
2.24112166100,65973,North Korea,33224.88649490000
2.82018527900,66824,Russian Federation,33447.00587290000
3.95406929100,63048,Pakistan,34784.34809700000
2.65000009500,10922,Kyrgyzstan,35413.13795810000
3.74214836000,44346,Pakistan,35733.71697940000
0.75229169200,72399,Russian Federation,37510.31181260000
2.60040723200,42915,Bangladesh,41356.34677380000
1.91778962400,63427,Bangladesh,42530.94096650000
2.99811689700,26834,Sri Lanka,42869.62924580000
2.60181827500,41241,Kyrgyzstan,43059.82327560000
2.96254637900,60840,Pakistan,43675.97793220000
2.58238633900,53264,Kazakhstan,43885.07816540000
2.90685186300,59472,Kazakhstan,44695.90297360000
0.64965519400,41522,Russian Federation,48597.75751350000
2.35666664400,62610,Kazakhstan,51451.79030220000
0.22336363600,59959,Tajikistan,51981.95822070000
3.14008677900,57472,Bangladesh,52390.54524830000
2.52731490600,43359,Kyrgyzstan,52701.70195610000
2.11783507700,50411,Pakistan,54675.00064620000
2.42919887200,65097,Pakistan,55291.09433480000
2.97538781200,58220,Pakistan,55471.00357940000
3.20477056100,48712,North Korea,57631.42158580000
1.56431000000,47227,Pakistan,59198.33793890000
1.82216329600,47511,Pakistan,60765.57399300000
1.96388887000,62713,Kazakhstan,62841.41787320000
1.51499998600,51979,Kazakhstan,63792.26511740000
0.23259260000,72602,Russian Federation,63887.48445400000
2.26910901100,60247,Pakistan,63994.57736150000
2.38009267800,62072,Kyrgyzstan,64369.57256850000
1.94835338600,55660,Papua New Guinea,64837.28340090000
3.52876505500,60158,Pakistan,64864.91366890000
2.41531411500,53577,Papua New Guinea,64868.19962090000
2.43544173200,47774,Papua New Guinea,65058.54915750000
2.43537505500,50503,Papua New Guinea,65233.69712760000
2.27755578200,35390,Papua New Guinea,65367.34629200000
1.70595944800,54643,Papua New Guinea,65475.52166100000
1.71107422100,57698,Papua New Guinea,65564.18555050000
1.70589136300,51236,Papua New Guinea,65636.82490420000
1.68636369700,42881,Kyrgyzstan,65757.88998820000
1.16296300200,70729,Russian Federation,66069.86268900000
3.93849565000,59056,Pakistan,66591.26325400000
2.27036122500,64261,Pakistan,66822.60146670000
3.34206662400,44488,Bangladesh,67287.53027790000
2.50202029200,46881,Kyrgyzstan,71610.58310310000
3.50591898300,54265,Pakistan,75585.05917670000
3.63822038300,51499,North Korea,75819.01343820000
1.66548985200,49600,Pakistan,76028.11433430000
2.26910901100,63140,Pakistan,78460.93501810000
0.57090911000,36339,Russian Federation,79815.28164610000
2.08564822300,70574,Kyrgyzstan,83219.84802570000
1.07312499000,30806,Kazakhstan,83377.86452400000
2.62546305700,57599,Kyrgyzstan,85685.32940890000
3.03588962600,62786,North Korea,85921.65942180000
1.01725524300,51157,Pakistan,87802.27207740000
2.54888892800,58876,Kazakhstan,89862.41171220000
0.52030302500,66750,Kazakhstan,91290.02642820000
2.74593747400,63939,Kazakhstan,91316.81731510000
3.77968534200,43710,Pakistan,92869.93015860000
1.45888887500,54611,Kazakhstan,92996.46831250000
0.35704898000,48232,Afghanistan,94670.10032720000
0.06541666900,61489,Russian Federation,96271.41798730000
2.20034813200,43838,Pakistan,96435.71539000000
1.32239458300,60368,Afghanistan,98568.30650840000
4.20185882300,55537,Pakistan,100007.51997100000
2.26910901100,42229,Pakistan,101891.29748800000
1.73824078100,54047,Tajikistan,103036.46593900000
3.92182903400,69980,North Korea,103896.60673800000
4.16383196900,58241,North Korea,103900.65547400000
2.44083331000,64868,Kazakhstan,104224.40395300000
0.81249999800,61950,Tajikistan,105229.06972600000
0.43611112600,71603,Russian Federation,105597.32535100000
1.67703676700,47627,Pakistan,105753.36761600000
2.26910901100,54043,Pakistan,105982.45596800000
2.15390997300,56096,Sri Lanka,109194.83331800000
0.77292310300,39433,Russian Federation,109832.82794100000
2.28500008200,62802,Kyrgyzstan,110411.58157200000
2.60092602000,62283,Kyrgyzstan,112291.93673900000
2.91559877700,24638,Sri Lanka,117515.78027600000
3.24179760100,50522,Sri Lanka,118087.76368300000
0.67274999800,46795,Afghanistan,124383.09288600000
0.23259260000,66743,Russian Federation,125202.46340300000
1.75555558400,26379,Kazakhstan,125345.17067900000
2.96361649800,41413,Pakistan,126274.31660100000
0.72593749300,56108,Kazakhstan,126780.81404100000
3.11260821200,53045,North Korea,127259.14508700000
2.88615248700,47073,North Korea,128144.92198700000
0.11629630000,68438,Russian Federation,128391.35324400000
1.02949726600,56834,Bangladesh,129443.86432700000
2.83361108400,57473,Kazakhstan,129652.15476000000
2.62323241800,62024,Kyrgyzstan,130950.90211300000
2.86661842300,66293,Afghanistan,131067.85557500000
0.08416666600,56035,Kazakhstan,131979.33431100000
2.57638898200,57204,Kyrgyzstan,133480.58160800000
2.62813406800,61110,Pakistan,133878.20462100000
0.08722222500,64770,Russian Federation,137154.49749200000
3.17996675800,69138,North Korea,138038.73903700000
2.16981489100,70009,Kyrgyzstan,138952.42677500000
3.91697930200,44365,Pakistan,141783.67954300000
1.89092417600,47725,Pakistan,143863.71194100000
0.28545455500,45025,Russian Federation,145349.20463700000
2.35939746500,1256,Pakistan,146749.63216700000
2.29853729400,58295,Pakistan,147719.45905900000
2.60092602000,46358,Kazakhstan,151585.68608500000
1.11964104800,60349,Pakistan,151965.05391900000
4.02441252500,46979,Pakistan,154166.82152600000
3.94487076100,45220,Pakistan,155126.59940400000
0.62800002100,61737,Russian Federation,156835.71214100000
2.44361115800,53061,Kazakhstan,157279.78971100000
3.23504402500,50088,Pakistan,158753.88500100000
3.44287061500,45509,Pakistan,162055.92621500000
0.65420453900,66763,Kazakhstan,162251.52103300000
0.33666666300,57576,Kazakhstan,163057.27532200000
1.46324999700,68663,Afghanistan,163064.93911300000
1.83602663600,57366,Papua New Guinea,163578.67956500000
3.59088661800,56596,Sri Lanka,163620.24677800000
1.94493695500,47006,Papua New Guinea,163647.38478900000
2.20817433800,50244,Papua New Guinea,164068.14743600000
3.12247265600,48652,North Korea,164121.38309900000
2.20784011000,23885,Papua New Guinea,164450.17290000000
2.10595022200,53887,Papua New Guinea,164766.97660600000
1.79582083000,51787,Papua New Guinea,165034.24138300000
1.78680104500,45662,Papua New Guinea,165257.76543600000
1.61919459900,27172,Papua New Guinea,165440.89133200000
2.50948984400,68504,Afghanistan,165532.61682900000
2.23129052700,57588,Pakistan,169055.64694300000
