SOURCE_ID,mean_sorgh,GiZScore,NEAR_DIST,NEAR_RANK,NEAR_X,NEAR_Y
4372,1.361129148,2.178573546,6894178.111,5797,99.37606482,20.36802369
4379,0.213888894,0.152234186,10825018.4,7914,-62.32068632,4.53345902
4544,4.339814663,7.438638899,11066780.3,8056,-58.72742519,-37.60847846
4584,0.117331743,-0.018426789,688568.2335,153,41.88388664,8.127972805
4603,1.533491794,2.482064018,12061251.78,8767,141.5968832,-35.43356495
4656,0.458333343,0.583732456,10593135,7803,-60.52405575,6.333885882
4680,3.666456608,6.251597172,13035403.04,9659,-96.45666712,33.97684583
4785,1.097456555,1.712109417,3093338.517,1342,7.74790584,8.127972805
4794,3.742936146,6.38581659,7276088.684,6062,102.969326,29.36955533
4820,0.813200912,1.210129926,4786863.739,3220,79.61312857,12.57406233
4827,0.025462963,-0.180109466,4080633.93,2151,53.56198533,43.12510269
4845,0.178648616,0.090001139,3387292.322,1495,26.61252681,-19.48764166
4862,3.774655944,6.441313172,7034736.135,5913,100.2743801,31.70207379
4916,2.45639318,4.113014595,10301627.99,7666,-52.4392182,-25.33104167
4954,0.444624413,0.559692292,2388483.792,954,32.9007338,-11.65802482
4974,1.049999952,1.629503364,4585925.533,2881,37.39231022,51.07786445
4983,0.383660763,0.451873849,3421340.568,1514,35.06104688,-21.18220445
4998,0.419469705,0.514803927,3697033.762,1713,46.37546306,-22.02227995
5018,1.552530679,2.516728881,10225268.67,7635,-53.33753348,-16.04546807
5036,1.030344807,1.593247242,14622780.1,10204,166.7497111,-22.36852864
5045,0.644605244,0.912698399,2766720.806,1156,35.93832503,34.72190291
5126,0.943055513,1.441199147,9694118.912,7375,132.6137303,48.75837299
5137,3.513343261,5.979152475,14469291.47,10185,-105.43982,22.8875601
5184,0.332407399,0.362805808,5998421.243,5172,86.79965084,39.04931339
5236,3.243460996,5.504911259,8935861.316,6938,121.2283451,39.52846418
5250,3.027248077,5.12243045,12093805.07,8803,-94.66003655,46.32592291
5278,2.75,4.631804655,5662137.429,4711,67.93502988,53.82100625
5286,0.52037036,0.695122174,3694599.293,1708,21.2226351,40.43620685
5316,1.458997408,2.35096381,12957046.78,9613,-84.77856842,14.33245432
5330,2.524288833,4.23125402,4862447.989,3347,23.01926567,-32.43921198
5354,0.775632423,1.144107494,1787011.834,641,30.20578794,-5.401677201
5463,0.642124017,0.908037532,4943713.461,3476,-9.320084558,10.80339589
5521,2.969363213,5.018562386,12057591.99,8763,-82.08362257,30.15333299
5542,0.407916683,0.494612083,2273103.48,895,23.01926567,-6.30126233
5558,0.075379381,-0.092513637,3396308.395,1500,22.12095039,-17.77494155
5680,0.387686418,0.462355096,8512364.919,6663,116.4440552,46.94469194
5785,0.913636322,1.387893807,6829169.894,5752,88.59628141,55.38530466
5941,0.534238924,0.718044936,9135080.683,7053,-42.55775007,-17.77494155
5998,2.115135128,3.508633107,13348896.78,9791,155.1969696,-6.30126233
6036,0.312208797,0.32572876,4106883.753,2179,72.85386336,18.66055394
6069,0.497264373,0.654822855,14218483.41,10098,-109.9313964,30.93086991
6229,3.596237152,6.125924329,6921588.317,5824,99.37606482,28.57963469
6328,0.736233889,1.074236029,2595458.853,1063,12.23948226,12.57406233
6520,0.754693733,1.109922123,12906886.96,9575,-91.9650907,30.15333299
6585,1.413028179,2.271592515,10620140.1,7816,-55.13416405,-28.55084903
6884,0.250355433,0.216432454,3477083.976,1549,4.154644703,13.45489258
6886,3.175078572,5.382030612,10618001.42,7814,-54.23584876,-33.94967734
6946,1.254866523,1.990289211,12292247.28,9014,144.291829,-37.60847846
8075,1.879401169,3.092825766,9181785.726,7078,-44.35438064,-11.65802482
8094,3.337641391,5.670345151,12353100.18,9079,-98.25329769,45.70002889
8123,0.149999993,0.039848557,5741391.985,4830,53.56198533,59.72493528
9043,0.162499993,0.061998459,6728124.7,5682,86.79965084,55.38530466
9057,0.244639001,0.206469201,3515507.702,1575,34.69736436,-22.02227995
9633,4.561737061,7.831099795,11439910.3,8292,-63.21900161,-33.19773203
9684,0.105019165,-0.040202968,4563141.009,2846,-5.726823422,9.022090045
14355,0.77054882,1.134741333,5233016.031,3995,-12.01503041,11.69016253
16724,3.543232106,6.032596772,8627003.524,6746,116.4440552,24.54169549
16770,4.54567525,7.800871659,12054548.8,8758,-73.99878502,6.333885882
6640,0.140604669,0.022682801,3232548.146,1410,6.849590556,5.434354136
6709,0.476263307,0.615449886,2309651.421,916,26.61252681,-8.989674489
6719,2.895282836,4.888872274,11393088.98,8261,-63.21900161,-26.95256711
6749,1.474518587,2.380337862,11861979.66,8568,-92.86340598,48.16090152
6752,0.995745105,1.533125294,4885765.726,3376,78.71481329,26.98178314
6810,2.420045968,4.047101744,4998033.698,3567,21.2226351,-33.19773203
6816,0.29561984,0.296126644,3331749.886,1463,48.17209363,-17.77494155
6860,3.64885269,6.216576515,4871461.472,3359,25.71421152,-33.19773203
6990,1.777796779,2.913364888,5021566.441,3615,23.01926567,-33.94967734
7009,0.018150409,-0.193692881,2140428.568,828,16.73105868,14.33245432
7125,0.549999992,0.745619397,6948637.182,5844,99.37606482,10.80339589
7134,0.193775082,0.116769241,1476769.328,499,36.49399493,-3.598665039
7138,3.140921921,5.321981992,10700300.51,7852,-55.13416405,-33.94967734
7188,0.110714285,-0.028270833,6255127.689,5405,83.20638971,50.50850028
7233,0.765238433,1.126034348,4516916.552,2770,75.12155215,26.1740754
7234,0.569999993,0.781309655,6132904.316,5297,92.04553613,21.18680005
7275,0.774358186,1.141734431,2478992.362,1001,38.2906255,-12.54203224
7306,0.818181781,1.220170019,5067717.99,3704,48.17209363,54.34915586
7388,0.742500007,1.086340377,3849222.215,1871,33.79904908,44.42683895
7404,0.094263052,-0.059371945,3830645.499,1849,15.8327434,-18.63347536
7423,0.00664303,-0.213640732,4072012.529,2143,32.87355237,-26.95256711
7455,0.529026516,0.708465478,1127281.251,325,25.71421152,8.127972805
7480,1.203125,1.899838443,4816533.165,3261,57.15524647,49.34878108
7549,1.935740787,3.194113511,4286617.667,2426,21.2226351,46.32592291
7593,3.700643082,6.311497863,7749728.121,6293,107.4609024,39.04931339
7638,1.184288278,1.865947941,4951045.435,3497,79.61312857,26.1740754
7662,0.848189002,1.271434315,10085811.52,7576,120.9356316,-30.1249931
7715,2.047222267,3.389180206,10829657.29,7918,-63.21900161,9.022090045
7750,0.416521558,0.509940296,4697521.473,3066,78.71481329,16.07699615
7805,4.515658908,7.748959805,11615525.08,8407,-65.01563217,-35.43356495
7828,0.174999992,0.085483904,9552734.949,7303,130.8170998,49.34878108
7847,4.449707031,7.63472063,9078241.004,7022,123.6305775,45.0670023
7882,1.701028246,2.77805923,12923293.68,9588,150.580036,-30.90275818
7889,1.707657242,2.789598153,4204115.32,2304,25.71421152,-26.95256711
7947,2.563758981,4.303173855,10667215.93,7836,-55.13416405,-31.67419348
7970,2.082933944,3.453158857,11271839.11,8180,-63.21900161,-16.04546807
8005,1.649999976,2.688210648,7008474.36,5894,100.2743801,15.20655249
8173,0.514062477,0.682837444,9935344.559,7495,136.2069915,49.34878108
8206,3.461372038,5.888596023,11105745.23,8078,-59.62574047,-33.19773203
8212,1.44956828,2.335353663,10107359.13,7586,-50.64258763,-24.51186634
8295,0.554971492,0.754059248,5162927.611,3870,-11.11671513,8.127972805
8356,1.564637345,2.53708936,3807108.183,1830,27.51084209,-23.68725562
8395,0.036165118,-0.159771254,11543963.42,8366,-64.11731689,-38.31966386
8537,0.709413671,1.026990051,2099724.21,807,16.73105868,9.022090045
8591,0.031616338,-0.169694239,3400186.413,1503,23.91758095,-18.63347536
8679,0.19973989,0.127288251,3353141.24,1471,32.00241851,-20.33727238
8694,0.557831143,0.759238534,4700328.342,3071,78.71481329,9.913968571
8699,0.933493484,1.423935684,9803199.429,7426,-47.94764178,-22.85734615
8782,0.155555548,0.049965175,9951561.975,7506,136.2069915,48.75837299
8866,4.492619832,7.708842051,11510406.55,8344,-64.11731689,-30.90275818
9006,2.872348264,4.848695554,11942622.51,8632,-92.86340598,46.94469194
9137,0.695795606,1.003046987,2186774.492,848,38.2906255,-9.881638007
9138,0.036262625,-0.160099378,6193031.73,5359,88.59628141,40.43620685
9155,0.344822177,0.383526801,1316060.582,426,32.9007338,-1.792030028
9212,0.251828855,0.219066867,1123437.797,321,26.61252681,5.434354136
9291,0.279227039,0.267670296,2467301.862,992,34.69736436,-12.54203224
9349,1.253684226,1.988006429,2684074.715,1108,35.83686323,33.97704197
9371,0.86154678,1.295562422,1217194.26,374,40.98557135,0.016412769
9452,2.084145889,3.455521472,14664718.41,10208,-111.7280269,26.83567354
9482,0.393140584,0.468528302,814916.2795,197,28.40915737,9.913968571
9494,0.131219037,0.00557787,10081821.89,7573,123.6305775,-16.15232671
9522,2.27415518,3.792709019,12605582.72,9344,-100.9482435,44.42683895
9585,2.415462962,4.040881372,4692280.955,3057,67.93502988,41.11907488
9598,1.570143889,2.548243787,10316154.97,7673,-51.54090291,-30.90275818
9730,5.820000172,10.05383873,5290579.271,4088,1.459698851,47.55634683
9775,0.367524796,0.423529404,2465160.705,991,36.49399493,-12.54203224
9799,0.095278896,-0.057304341,1084693.911,304,27.51084209,4.53345902
9883,0.364457458,0.417649488,5613136.059,4625,-15.60829155,15.4496667
9899,0.526080449,0.703218877,1997655,751,17.62937397,10.80339589
9924,2.142112624,3.557607696,9958157.953,7508,-50.64258763,-16.91221321
9947,1.01625154,1.568607939,4546264.115,2817,-5.726823422,12.57406233
10009,0.981818137,1.509027136,5253143.485,4030,51.76535476,55.38530466
10031,0.758333299,1.113970195,3746002.313,1759,41.88388664,43.12510269
10071,0.022798663,-0.185439518,796092.5577,189,30.20578794,14.33245432
10155,3.089999914,5.232602737,4299658.349,2447,15.8327434,44.42683895
10288,0.064774938,-0.111118067,3451273.677,1528,24.81589624,-19.48764166
10290,0.891651142,1.351491227,13813371.21,9952,-100.0499283,26.1740754
10312,0.316250013,0.332910548,1794985.686,646,26.61252681,-3.598665039
10340,4.795682694,8.244370523,11253374.66,8169,-61.42237104,-30.90275818
10392,2.673750055,4.497448869,11098434.65,8074,-60.52405575,-24.51186634
10452,1.249476771,1.983036864,10729906.56,7865,-56.03247933,-30.1249931
10505,2.347914761,3.923408209,8148043.321,6476,111.9524788,29.36955533
10514,0.637499991,0.900431945,6821092.258,5746,98.47774954,14.33245432
10604,3.272947093,5.556110871,8514864.797,6671,115.5457399,26.98178314
10640,0.147267843,0.034500372,12323148.91,9055,144.291829,-25.33104167
10670,0.072314813,-0.097790221,2949341.055,1256,39.18894078,36.19181514
10693,2.029828331,3.358495154,3943849.489,1985,29.30747266,-25.33104167
10708,0.216065967,0.156011345,0,1,35.83602481,9.739485897
10819,2.028920685,3.3573435,9469098.8,7253,-46.15101121,-16.04546807
10834,1.789333305,2.934163123,12746764.47,9449,-77.59204615,-9.881638007
10846,0.36271241,0.415005483,12588067.55,9324,146.9867749,-21.18220445
10855,0.0176,-0.194863835,1650627.958,581,50.86703948,10.80339589
10896,3.056739023,5.173886888,10958089.97,7991,-57.8291099,-34.86326745
10902,1.525749964,2.469663607,5187229.745,3913,78.71481329,35.46024618
10922,0.819999993,1.224198239,5019460.695,3610,73.32492158,40.43620685
10925,0.93194443,1.420404718,12358796.21,9083,-74.8971003,-3.598665039
10951,4.48570811,7.696859963,11418998.92,8280,-63.21900161,-30.1249931
11033,0.355628439,0.404220312,11242225.88,8162,-62.32068632,-21.18220445
11078,1.008880589,1.556472764,10081339.26,7572,-52.4392182,-13.42297741
11085,2.398988989,4.011574941,13858094.53,9968,-96.44445498,19.85500012
11152,1.00571428,1.551317501,4520423.536,2776,35.59567965,50.50850028
11164,5.093749762,8.767591314,2434616.894,982,34.69736436,31.70207379
11233,0.341883698,0.37805604,2548738.755,1039,13.13779754,5.434354136
11235,0.713085325,1.03374128,9051411.606,7004,-42.55775007,-14.30066122
11260,1.028124953,1.590824806,4847850.79,3321,45.47714777,52.74434452
11267,4.339814305,7.438502057,11462599.98,8310,-63.21900161,-37.60847846
11285,1.321697218,2.109315112,10335481.22,7684,-54.23584876,-16.91221321
11332,3.325156444,5.64813785,13055555.15,9669,-93.76172127,30.15333299
11339,2.675555547,4.498608625,12448743.29,9181,146.9867749,-6.30126233
11425,4.339814663,7.439210891,11038117.28,8040,-58.72742519,-34.69497692
11455,4.208666873,7.207599772,4896761.288,3402,-2.133562286,37.63441344
11502,0.712499968,1.033394145,5429388.948,4327,52.66367005,56.88983661
11570,4.86977566,8.374802895,11117489.23,8085,-60.52405575,-26.14465047
11588,0.471782218,0.607403252,1148369.232,334,25.71421152,7.231832141
11651,0.53866718,0.72542379,1304678.907,417,44.57883249,1.824838998
11765,0.017323436,-0.194929289,1222813.119,377,26.61252681,3.63142439
11832,1.049999952,1.629863477,6117193.785,5285,75.12155215,55.38530466
11847,0.988342009,1.520371416,10657587.83,7833,-57.8291099,-13.42297741
11870,0.040949464,-0.153348033,2105884.438,811,18.52768925,1.824838998
11964,0.681337958,0.977299754,4187884.502,2278,-2.133562286,7.231832141
11966,0.799038231,1.187755184,13913901.31,9987,-100.0499283,24.54169549
11992,0.422383921,0.520068097,1819246.056,658,19.42600453,12.57406233
12142,0.105102172,-0.038830244,11151907.6,8108,-62.32068632,-14.30066122
12167,1.472727305,2.374711963,10672613.09,7839,-61.42237104,7.231832141
12187,2.223958299,3.701536359,12585910.98,9321,-76.69373087,-5.401677201
12346,0.027272726,-0.177271183,7066598.769,5926,93.08785783,54.87057396
12392,3.83753702,6.553688979,8985242.921,6965,122.7322622,47.55634683
12402,4.051596059,6.931880284,9033375.441,6995,122.7322622,42.46353935
12408,3.556759174,6.056249617,5817351.639,4951,82.30807442,43.12510269
12458,1.529555785,2.47552864,10337950.72,7685,-55.13416405,-11.65802482
12532,2.662979427,4.476339175,12491341.56,9231,146.0884596,-31.67419348
12565,2.581818178,4.334551181,6090481.625,5258,80.51144385,50.50850028
12570,0.330641839,0.360119327,11445091.89,8297,-64.11731689,-22.85734615
12618,0.339209049,0.37352526,2870003.083,1216,32.9007338,-16.04546807
12729,0.263039289,0.238826127,12533156.11,9270,147.8850902,-43.1012148
12730,0.061249933,-0.1176027,5625123.903,4655,-15.60829155,11.55506625
12737,0.68370209,0.983340832,11335000.41,8217,-63.21900161,-21.18220445
12857,3.570487738,6.080912347,8445616.811,6630,114.6474247,24.54169549
12862,1.644465998,2.678060053,11441726.22,8295,-71.30383916,18.66455611
12897,0.61076681,0.852724238,4157373.611,2242,-2.133562286,13.45489258
13066,0.707250097,1.02306971,1022526.131,275,42.78220192,3.63142439
13134,0.087499996,-0.071375216,7324536.683,6083,95.78280368,57.378289
13172,0.220977599,0.164853673,4458521.231,2683,25.71421152,-29.34099072
13182,4.089446769,6.99539336,11914166.01,8608,-73.10046973,8.127972805
13231,0.167285154,0.071282593,6571312.764,5600,95.78280368,28.57963469
13286,0.357291674,0.405046948,3433164.245,1519,46.37546306,-19.48764166
13490,0.098181821,-0.050347694,4831726.957,3289,72.4266063,38.34534672
13526,3.049999952,5.160012262,12298975,9023,-73.10046973,-13.42297741
13562,2.614663305,4.392163482,9984260.65,7520,-49.74427234,-22.85734615
13629,0.235200322,0.189617921,3290916.663,1440,5.951275272,14.33245432
13646,4.15714298,7.117131329,5471733.886,4394,-2.133562286,47.12097
13670,4.539544821,7.791872623,11444392.61,8296,-63.21900161,-33.94967734
13674,1.746251806,2.858628977,10304612.54,7669,-54.23584876,-15.17488847
13679,0.913457874,1.389115254,10551332.45,7787,-53.50735815,-33.94967734
13778,1.049999952,1.62982072,5912604.12,5082,68.83334516,56.39488812
13892,3.331598143,5.66086569,12257969.82,8979,-91.9650907,41.11907488
13947,1.163425898,1.829875845,6335138.547,5464,89.49459669,42.46353935
13959,0.539672073,0.727721822,12901125.21,9573,150.580036,-33.19773203
14021,4.223551698,7.233031009,14398398.66,10162,-102.7448741,20.36802369
14064,2.023809518,3.348701093,4805340.315,3247,53.56198533,50.50850028
14077,2.75,4.631328904,5255594.675,4036,61.64682289,52.19575295
14095,0.828333934,1.237241938,4024356.433,2081,67.93502988,30.15333299
14126,0.21249999,0.150261884,6713958.013,5672,90.39291198,50.50850028
14187,1.084281206,1.688879793,2783453.626,1167,10.44285169,10.76512023
14193,0.316363649,0.333045478,1993435.639,747,24.81589624,-4.500736801
14210,0.041693423,-0.150747217,11462790.48,8311,-65.01563217,-16.04546807
14238,1.6922222,2.762595733,12690376.56,9412,-80.286992,7.885287087
14361,0.200520833,0.129330041,4424711.569,2633,50.86703948,47.55634683
14367,4.339814663,7.439017412,11052921.3,8048,-58.72742519,-36.1653808
14381,0.48642262,0.63346676,2824512.316,1192,30.20578794,-15.17488847
14389,0.060493436,-0.118721586,1034529.954,282,27.51084209,5.434354136
14397,0.137499994,0.017026372,7097687.741,5957,89.49459669,59.72493528
14445,3.392278628,5.766370973,10891853.18,7951,-57.8291099,-29.34099072
14479,2.37273012,3.966877633,8336920.885,6570,113.7491094,26.98178314
14559,0.059659088,-0.119649793,10097091.82,7579,138.003622,48.16090152
14624,1.182531242,1.863591572,11485164.67,8329,-78.49036144,36.19181514
14685,1.317708333,2.102531723,4823164.971,3271,66.13839931,44.42683895
14704,0.589994976,0.816854872,4370033.895,2552,70.62997573,32.46685781
14967,4.644932747,7.977281787,13543295.84,9861,-110.8297117,39.7462773
15035,4.339814663,7.439270332,11289608.93,8191,-61.42237104,-35.43356495
15147,1.75,2.863862786,15791979.81,10222,177.3887362,-17.66528197
15260,1.043895529,1.617732753,1535024.558,531,32.00241851,-3.598665039
15285,1.426666737,2.293301232,5731618.353,4818,-15.60829155,27.74474861
15292,0.775341511,1.143352036,1322725.579,431,23.91758095,8.127972805
15329,0.154667897,0.047436365,3483955.697,1552,4.154644703,14.33245432
15346,0.459690733,0.58623605,3072171.893,1327,32.00241851,-17.77494155
15414,1.616666635,2.630372964,5403081.524,4278,61.64682289,53.82100625
15448,5.340000158,9.205506588,5488667.764,4419,-1.235247001,48.16090152
15456,0.058766283,-0.121868709,8543322.784,6695,-38.96448893,-8.989674489
15477,1.630844307,2.655792424,6906451.685,5812,99.37606482,26.1740754
15493,0.151432693,0.041796434,3088928.001,1340,7.74790584,13.45489258
15571,0.032837295,-0.167527343,3660277.953,1675,23.91758095,-21.18220445
15623,1.049999952,1.629971015,5833761.794,4977,67.93502988,55.89339366
15711,1.501893916,2.426807888,12429277.76,9165,-74.8971003,-8.095480024
15793,0.324999985,0.34923704,6513756.477,5568,82.30807442,55.89339366
15857,0.060166126,-0.119813828,2007094.044,758,45.47714777,25.36067104
15866,0.396160836,0.475679308,3900626.099,1934,9.544536408,35.46024618
15917,1.173767902,1.847103888,4192473.041,2286,30.20578794,-27.75467148
15949,4.257621257,7.29391331,11500047.83,8337,-64.11731689,-29.34099072
16044,0.831245452,1.242216272,2274729.016,896,37.39231022,-10.77115798
16052,0.708457955,1.025437343,2730360.285,1139,30.20578794,-14.30066122
16084,0.47566961,0.614301062,1730091.769,616,20.32431982,7.231832141
16152,1.266007571,2.010616886,12062912.48,8771,-80.286992,26.1740754
16181,4.38512344,7.518685686,11536900.22,8362,-64.11731689,-36.1653808
16270,0.356481481,0.404521839,4272046.235,2407,49.96872419,46.32592291
16290,0.23390889,0.18803969,12424773.89,9161,-75.79541558,-1.792030028
16297,1.561760854,2.531981968,1754677.865,625,31.10410323,-5.401677201
16335,0.785379953,1.16125353,972660.2363,251,32.00241851,1.824838998
16370,0.155755013,0.049668557,1275194.759,403,35.83612406,-1.792043717
16426,0.132558138,0.009270671,3133093.083,1358,27.51084209,36.99437045
16452,2.322466373,3.876919819,12368028.16,9099,-101.8465588,48.16090152
16515,2.501541687,4.191863168,12291608.6,9013,-75.79541558,4.53345902
16530,2.159371887,3.588421572,11304974.7,8200,-63.21900161,-18.63347536
16587,1.066868264,1.658088286,2403687.567,965,14.03611283,8.127972805
16806,1.172510037,1.844427159,12460723.9,9195,146.9867749,-43.1012148
16894,0.350562196,0.393613803,2804388.941,1183,31.10410323,-15.17488847
16915,0.038661652,-0.156954437,12586962.76,9323,146.9867749,-29.34099072
16926,1.903003189,3.134988675,11527571.56,8354,-69.50720859,8.127972805
16953,0.824999963,1.23201685,5210704.774,3948,42.78220192,56.39488812
17023,0.832973147,1.248604939,12299847.9,9025,-97.3549824,45.70002889
