mean_maize,NEAR_DIST,NEAR_X,NEAR_Y
2.039999962,2173592.712,-78.49036144,21.21278221
4.514581954,13675940.53,78.71481329,36.91655438
3.770638455,15036322.59,100.2743801,20.36802369
0.164845448,4279480.803,-63.21900161,4.53345902
0.523392302,13243227.3,16.73105868,-14.30066122
6.728927135,7634559.465,-59.62574047,-37.60847846
0.204241232,14746765.73,41.88388664,8.127972805
2.642849465,13803472.93,142.4951985,-34.69497692
0.818906015,4372578.989,-61.42237104,6.333885882
5,11028781.1,175.732864,-40.4112881
6.328252844,1453687.705,-97.3549824,33.22514052
0.435159744,6513096.49,-45.25269592,-4.500736801
1.2355066,11370541.61,6.849590556,8.127972805
3.682962243,13904796.26,103.8676412,30.15333299
1.357777746,7405973.378,-67.71057803,-39.72110273
0.087255423,4860039.194,-57.8291099,3.63142439
1.580756462,16374093.55,79.61312857,12.57406233
0.054795224,14305451.3,25.71421152,-19.48764166
2.248255255,1159047.279,-107.2364505,27.78367435
2.190756249,13780442.38,101.1726954,32.46685781
6.62187001,11945651.06,32.9007338,36.91655438
4.282929005,7083155.168,-53.33753348,-25.33104167
0.92125132,14757462.57,32.00241851,-11.65802482
7.384597243,7164406.218,-73.37199594,-39.72110273
3.164072255,11004040.61,37.39231022,51.64027117
0.531352692,15261121.99,34.69736436,-21.18220445
0.935873237,16473530.06,46.37546306,-22.02227995
3.254080605,6358109.425,-54.23584876,-16.04546807
3.960000038,11160369.13,167.5547003,-22.61499999
2.667514801,12249928.64,35.87699209,35.46024618
2.146574168,10750079.95,133.5120456,48.75837299
2.439292441,664387.6447,-105.43982,22.05267853
0.512449609,13325137.67,87.69796613,39.7462773
4.287692257,12114943.93,121.8339469,39.7462773
8.168327202,2846530.533,-95.55835183,45.70002889
3.110659882,10808067.74,20.32431982,41.11907488
1.183895514,1592069.723,-85.67688371,14.33245432
2.824110913,14102001.69,22.12095039,-32.43921198
0.879175021,14249105.2,29.30747266,-5.401677201
2.714976636,16490408.64,102.0710107,3.63142439
0.903519551,9516864.296,-10.21839984,10.80339589
3.276446351,3891202.161,-73.10046973,48.16090152
1.935559434,12186734.72,41.88388664,40.43620685
3.617706975,1936672.494,-82.98193786,29.36955533
0.499171225,13539467.31,22.12095039,-6.30126233
5.041178726,4219078.882,-65.01563217,45.70002889
0.128616778,13802926.51,21.2226351,-17.77494155
7.512402236,1823984.913,-108.1347658,34.72190291
0.527678441,11709304.66,117.3423705,46.94469194
3.314852052,8577050.832,-8.880302565,41.79485858
2.079610481,11528708.2,89.49459669,55.89339366
1.728884387,7410469.91,-43.45606536,-17.77494155
1.6292556,15700147.1,114.6474247,0.016412769
5.325185387,11801482.54,155.9147634,-6.520763997
3.025657993,16449551.91,111.0541635,-7.199269999
1.491463564,15619673.24,72.85372672,18.66455611
3.972047565,1530416.538,-109.9313964,30.15333299
0.529999971,10974346.34,166.7496913,-14.86971793
9.359999657,8581424.905,-69.50720859,-52.72455261
2.862795559,14129935.29,100.2743801,29.36955533
0.640361305,7534575.202,-38.06617365,-10.77115798
0.100658678,4175672.158,-72.20215445,-6.30126233
0.753256128,11579648.77,11.34116698,13.45489258
0.940612868,7447273.713,-71.30383916,-41.77045405
0.909736899,11392582.4,5.951275272,5.434354136
1.376691474,13480946.78,138.003622,-1.792030028
1.407581663,6708987.195,-69.50720859,-33.19773203
0.240238536,5638598.718,-54.23584876,-4.500736801
0.807647824,14011671.78,25.71421152,-8.989674489
5.222849365,6456483.896,-64.11731689,-26.95256711
2.67106845,3073332.292,-93.76172127,47.55634683
1.092028579,14687916.53,78.71481329,27.78367435
1.96390903,1796314.687,-85.69197832,10.80339589
0.107274049,3774130.218,-69.50720859,2.728475555
3.616538105,13936915.11,20.32431982,-33.19773203
0.519772178,16608045.06,48.17209363,-17.77494155
2.642052012,14354975.62,24.81589624,-33.94967734
4.177701998,14105864.07,22.12095039,-33.94967734
1.732338786,15191942.8,117.7265049,3.63142439
0.024460648,11928328.21,15.8327434,15.20655249
2.54668498,16010644.4,99.43737588,10.80339589
1.135528997,14904208.87,36.49399493,-3.598665039
2.5987424,7551579.922,-56.03247933,-33.94967734
0.028452382,12098502.06,84.10470499,51.07786445
0.623606524,14747242.04,75.12155215,26.98178314
0.763611635,15253145.88,92.18954255,21.21278221
1.862337744,11131681.35,48.17209363,54.87057396
2.450000048,13171325.09,124.310111,24.54169549
1.757237315,11351558.2,33.57407023,45.0670023
1.238537751,13176102.77,14.93442811,-18.63347536
2.566026688,15732330.21,119.1390011,-9.39711479
2.526907836,15038752.97,32.00241851,-26.95256711
7.025624149,6664420.362,-70.40552388,-33.19773203
1.063845544,13159941.65,24.81589624,8.127972805
1.945893183,15249240.97,116.4440552,4.53345902
5.373729172,10435822.02,20.32431982,46.94469194
0.156073176,5436590.962,-56.93079462,-5.401677201
5.14711074,12771992.93,108.3592177,39.7462773
0.931565762,14779638.01,79.61312857,26.98178314
0.310111845,5520638.49,-57.8291099,-8.095480024
2.949861182,3982048.182,-64.11731689,9.022090045
2.952191434,15887002.75,78.71481329,16.94359866
4.678530096,7099275.581,-65.91394746,-35.43356495
0.398333351,10803740.72,131.715415,49.34878108
6.291108549,11524331.57,124.5288928,45.0670023
2.360311747,15658595.69,120.0373164,-9.881638007
3.163786352,12912952.11,151.4783513,-30.1249931
1.854438575,14326569.38,24.81589624,-26.95256711
2.060123395,7371390.284,-56.03247933,-31.67419348
2.763805982,5562127.973,-64.11731689,-16.04546807
3.799201892,15495093.69,101.1726954,15.20655249
1.170104218,10506382.28,137.1053068,49.34878108
5.100576262,7208931.783,-60.52405575,-33.19773203
3.751495538,7163058.418,-51.54090291,-24.51186634
0.457044045,9430924.484,-12.01503041,8.127972805
1.442312618,14468946.89,26.61252681,-23.68725562
4.037355709,7407027.784,-65.01563217,-38.31966386
1.375043869,13986503.9,134.8837093,-6.301526937
0.645196656,12232965.45,15.8327434,9.022090045
3.601351351,11004320.37,175.732864,-39.72110273
0.028775631,14008815.72,23.01926567,-18.63347536
0.44999166,14877544.42,31.10410323,-20.33727238
1.812243419,15916990.78,111.0541635,1.678739996
1.72391708,16663470.76,78.71481329,9.913968571
3.279590703,7265470.559,-48.84595706,-22.85734615
0.937058782,2439099.209,-90.81347297,-0.156945983
0.35407409,10547182.72,137.1053068,48.75837299
4.690465122,6744143.069,-65.01563217,-30.90275818
6.439922598,2939344.653,-93.76172127,46.32592291
0.98905785,15350833.76,38.2906255,-9.881638007
0.039539539,13151893.72,89.49459669,41.11907488
0.317377056,14367101.69,32.00241851,-1.792030028
0.475912362,13386687.52,25.71421152,5.434354136
4.290822354,3836367.297,-109.9313964,53.82100625
5.845027371,6897004.074,-73.10046973,-36.89036885
0.671381315,14972748.37,33.79904908,-12.54203224
2.778245392,12312123.66,35.93832503,34.72190291
5.25388217,11457388.47,30.20578794,41.11907488
1.171946079,15163257.17,40.98557135,0.016412769
2.210043324,1427316.054,-111.7280269,26.1740754
0.674318179,13271824.63,27.51084209,10.80339589
0.567712843,15383053.53,124.5288928,-16.15685146
3.444151225,2616085.298,-100.9482435,43.77953811
2.886018493,13014488.75,67.93502988,41.79485858
1.500495508,7559561.09,-52.4392182,-30.90275818
1.906871193,7394161.66,-47.94764178,-23.68725562
8.742501577,9063272.6,0.561383567,48.16090152
0.90168744,15254006.55,36.49399493,-12.54203224
0.178230909,13520835.92,26.61252681,4.53345902
0.03074074,13035636.28,58.05356175,39.04931339
0.085932899,8684042.047,-16.50660683,16.07699615
0.83705599,12191688.29,16.73105868,11.69016253
4.206554232,6645723.21,-51.54090291,-16.91221321
1.485406561,9817941.121,-6.625138706,12.57406233
2.234805293,11142686.11,51.76535476,55.89339366
0.51300002,13487777.64,16.73105868,-24.51186634
2.000925987,11894495.23,41.88388664,43.77953811
0.043125,13176881.68,29.30747266,15.20655249
5.013242422,10201216.55,14.93442811,45.0670023
0.019399302,14120202.18,23.91758095,-19.48764166
1.294444701,573087.3457,-100.0499283,25.36067104
0.382220163,13804811.5,25.71421152,-3.598665039
5.765476207,6905070.155,-62.32068632,-30.90275818
3.356018596,12779544.34,47.27377834,36.91655438
1.147538795,6432359.447,-61.42237104,-24.51186634
1.324262918,7188860.992,-56.93079462,-30.1249931
1.647427465,11892940.85,34.69736436,39.04931339
2.337867666,13527762.92,112.8507941,29.36955533
1.800993645,15673818.38,99.37606482,14.33245432
0.977994455,13278200.72,94.8844884,39.04931339
7.485219479,2949567.731,-82.08362257,42.46353935
1.624838267,13520222.95,116.4440552,26.98178314
0.675639076,4666599.925,-68.60889331,-8.989674489
0.38695915,13441401.65,145.1901443,-25.33104167
8.113490114,10044355.07,15.8327434,48.75837299
0.464615398,12335343.88,39.18894078,36.91655438
4.004988064,14669074.31,28.40915737,-25.33104167
0.448031171,14070903.04,35.59567965,9.913968571
0.019790893,4844918.476,-64.11731689,-6.30126233
3.391319307,6984936.739,-47.04932649,-16.04546807
1.631384673,4053372.128,-78.25317751,-9.881638007
0.667398437,13084350.41,147.8850902,-21.18220445
0.029999999,15211778.62,50.86703948,11.69016253
5.321969644,7443269.675,-58.72742519,-34.69497692
2.337546897,13756306.94,78.71481329,36.19181514
5.480000019,13170836.61,73.32492158,41.11907488
0.25950211,3683803.078,-75.79541558,-3.598665039
4.647499029,6729282.921,-64.11731689,-30.1249931
3.727272727,11077405.52,174.8345487,-39.72110273
0.474957435,6036983.029,-63.21900161,-21.18220445
2.444834881,6262589.171,-53.33753348,-13.42297741
2.999085029,304812.7506,-96.45666712,19.87266622
0.075368385,3940539.963,-74.8971003,49.93214842
2.366949199,10403898.11,144.291829,44.00724624
2.849712491,10925905.62,34.69736436,51.07786445
5.551078796,12446481.69,34.69736436,31.92686566
0.919545499,13921924.99,64.34176874,32.46685781
2.999111414,17156873,102.4039397,-5.401677201
1.182475789,5083920.963,-65.91394746,-11.65802482
0.759558135,12035432.36,12.23948226,5.434354136
1.368854704,7210116.407,-43.45606536,-14.30066122
2.340208436,11187773.87,45.47714777,53.2860827
6.72892642,7389146.907,-64.11731689,-37.60847846
2.821961299,6341851.562,-55.13416405,-16.91221321
3.694594251,1125089.071,-94.66003655,29.44324341
5.53000021,12639843.74,147.8302634,-6.346945956
6.728927135,7388919.552,-59.62574047,-34.69497692
9.732453048,9169056.499,-3.03187757,38.34534672
1.120583387,13856966.02,67.93502988,33.97684583
1.621785785,11020148.11,52.66367005,57.378289
5.429773313,6565308.634,-61.42237104,-26.14465047
0.963051742,13206574.87,24.81589624,7.231832141
0.596159205,505461.5338,-100.9482435,24.54169549
1.253517032,15396414.33,44.57883249,1.824838998
0.03240562,13476589.79,25.71421152,3.63142439
0.868853348,4735666.773,-68.60889331,-9.881638007
2.390000105,11553650.91,75.12155215,55.89339366
2.44201619,5798892.598,-58.72742519,-13.42297741
0.089092885,12743295.93,17.62937397,1.824838998
2.093342785,12402793.12,43.6805172,39.04931339
1.435805604,10394958.13,-3.03187757,7.231832141
0.688065153,393258.5124,-100.0499283,23.71727971
1.607839375,7800981.293,-40.7611195,-20.33727238
0.552183467,12275771.55,18.52768925,13.45489258
0.05727273,13617384.41,17.62937397,-26.95256711
0.1394581,5497218.296,-63.21900161,-14.30066122
0.321601987,4026012.478,-68.60889331,0.016412769
1.09494148,4241487.435,-62.32068632,7.231832141
9.359999657,8837480.158,-69.58325447,-55.36673813
0.911006542,3701514.828,-77.59204615,-5.401677201
1.147674322,13856673.4,134.6519182,-2.539164008
0.722448947,2390918.928,-91.56902109,0.016412769
0.062077925,11531896.33,93.98617312,55.38530466
0.679877412,3792301.637,-67.71057803,5.434354136
4.699507187,11362188.65,123.6305775,47.55634683
6.163329517,11788357.59,123.6305775,42.46353935
6.699764428,12912354.47,83.20638971,43.77953811
2.305803809,5910884.506,-56.03247933,-11.65802482
2.035498142,16581800.51,106.7816634,-2.591946026
4.391564172,13351796.51,146.9867749,-30.90275818
0.271428579,12105348.67,81.40975914,51.07786445
1.256212023,6051338.497,-65.01563217,-22.85734615
0.973148296,14881697.5,32.00241851,-16.04546807
0.380609433,8850670.479,-16.42013672,11.53311805
0.822891571,5973776.557,-64.11731689,-21.18220445
2.327827999,13785236.98,115.5457399,24.54169549
1.08442105,2852464.792,-72.20215445,18.66455611
1.537976061,1941909.937,-84.70531483,9.913968571
0.800407197,10113070.44,-3.03187757,14.33245432
1.138048054,15118924.57,42.78220192,3.63142439
1.773863729,7541399.599,-42.55775007,-18.63347536
3.085509125,14344919.01,24.81589624,-29.34099072
1.552330539,3039503.292,-73.99878502,8.127972805
2.023796296,14255622.68,96.68111897,29.36955533
2.83777413,15426120.36,120.0373164,-4.500736801
0.77248224,16448448.3,46.37546306,-19.48764166
2.539999962,15042542.97,32.00241851,-28.55084903
0.209459435,12778081.87,12.51270919,-13.42437306
0.097979796,13387104.89,72.4266063,39.04931339
8.591365814,2697619.722,-116.2196034,39.7462773
2.410000086,4642789.211,-73.99878502,-13.42297741
4.682644467,6303113.252,-70.40552388,-29.34099072
2.883030448,15639182.1,106.5625871,9.913968571
3.179436854,7119472.011,-50.64258763,-22.85734615
2.043559538,7671581.862,-41.65943479,-19.48764166
0.526114442,10881840.8,5.052959987,15.20655249
2.750087738,15449730.11,121.0630362,-7.30208193
7.933183918,8845188.716,-2.861754838,47.54646421
4.926535892,7063951.904,-64.11731689,-33.94967734
3.583590757,6222986.115,-55.13416405,-15.17488847
2.894833976,7668641.105,-54.23584876,-33.94967734
1.708333333,11004065.96,173.9362334,-35.43356495
2.390000105,11387752.89,68.83334516,56.88983661
0.559232809,12854778.74,14.93442811,-8.095480024
1.621411864,13964201.51,92.18954255,33.22514052
8.28337404,2323798.93,-92.86340598,40.43620685
1.319576703,12919710.74,90.39291198,43.12510269
0.508386362,12950951.25,151.4783513,-32.43921198
3.985775612,355126.4073,-102.7448741,20.25987467
0.362619059,11674901.44,53.56198533,51.07786445
0.978265736,14183666.78,67.93502988,30.93086991
0.483690497,12037638.77,91.29122726,51.07786445
2.107750034,13065588.67,46.37546306,33.22514052
1.032428741,11524318.18,9.544536408,10.80339589
0.329783335,13656103.39,23.91758095,-4.500736801
2.050836543,16680619.07,104.3777634,-1.039308932
1.053236433,5427945.572,-65.91394746,-16.04546807
1.450278332,2369935.467,-81.18530729,8.127972805
0.79809578,7512485.072,-71.30383916,-42.43939291
0.522115773,13617340.15,20.32431982,-14.30066122
0.469999989,7661412.039,-67.71057803,-42.43939291
1.084042788,9206725.916,-12.91334569,11.69016253
2.598455016,13666076.24,117.3423705,24.54169549
1.491464303,3055452.7,-74.8971003,6.333885882
5.166451365,13117143.93,102.969326,38.34534672
4.726270199,6931087.801,-64.11731689,-32.43921198
3.461114334,15362300.72,108.3592177,11.69016253
1.084351899,11849987.78,47.27377834,46.94469194
0.020145985,13501138.17,36.49399493,19.51856069
5.527852791,2441890.125,-82.08362257,36.19181514
0.021683937,9905944.039,-8.421769274,5.434354136
0.948583417,9920255.641,-6.625138706,9.913968571
2.124222444,5876693.386,-55.13416405,-9.881638007
6.205583477,12931564.92,46.37546306,34.72190291
0.847581216,14648530.6,30.20578794,-14.30066122
5.187059963,1360485.214,-98.25329769,32.46685781
6.728927135,7512518.602,-59.62574047,-36.1653808
5.004946351,10271284.56,22.12095039,51.07786445
0.848838511,14578295.97,29.30747266,-15.17488847
0.119041121,13475034.91,26.61252681,5.434354136
0.312976204,11049306.32,90.39291198,60.17552063
3.893956241,7005644.833,-58.72742519,-29.34099072
1.694875602,13632712.14,114.6474247,26.98178314
5.802065352,12692304.7,48.17209363,38.34534672
0.135795461,10482626.5,138.9019373,48.16090152
3.412681689,3728608.717,-71.30383916,44.42683895
4.207067917,2581466.296,-79.38867672,35.46024618
1.715679618,13994466.32,70.62997573,33.22514052
4.730769231,11129921.16,173.9362334,-39.10321456
7.239999771,3599107.952,-106.3381352,52.19575295
7.590603495,7465403.939,-74.32471708,-43.1012148
1.692864887,15754773.07,114.6474247,-0.887920689
9.132504551,2359431.464,-110.8297117,39.04931339
9.359999657,5615341.505,-69.50720859,-21.18220445
0.677755576,6495402.552,-69.50720859,-30.90275818
6.728927135,7294944.576,-62.32068632,-35.43356495
0.480013469,13386003.01,17.62937397,-16.04546807
2.440000057,9988306.695,177.5294945,-17.49833456
0.713916683,13892411.28,57.15524647,30.15333299
1.279735124,14357454.68,31.10410323,-3.598665039
0.854979984,11403393.59,5.693820626,4.53345902
0.368096352,12985008.36,23.01926567,8.127972805
0.340309148,10704446.31,3.256329419,15.20655249
1.405872299,14827987.48,31.10410323,-17.77494155
1.62750007,11545187.47,61.64682289,54.34915586
7.904822307,8857523.069,-2.133562286,48.63973447
0.966148417,7269397.598,-39.86280422,-8.989674489
0.181203851,14341321.33,35.59567965,5.434354136
2.893665002,14372669.55,100.2743801,26.98178314
0.530562671,11097839.24,6.849590556,14.33245432
2.064805067,13933729.8,120.9356316,17.80617783
0.009268555,14062086.68,23.01926567,-21.18220445
2.390000105,11430478.55,67.93502988,56.39488812
2.95691783,14114513.45,98.47774954,30.15333299
0.838363633,5708855.559,-65.91394746,-19.48764166
0.545615,4057862.97,-75.79541558,-8.095480024
4.419999838,7858903.118,-72.20215445,-46.30332975
0.739761937,11510531.53,83.20638971,56.39488812
0.109833336,13545522.07,54.46030061,32.46685781
0.028661029,13628105.96,45.47714777,26.1740754
2.988818433,14775742.14,29.30747266,-27.75467148
4.450571104,6607227.116,-65.01563217,-29.34099072
0.974063476,15289384.23,37.39231022,-10.77115798
1.581523699,14554688.94,29.30747266,-14.30066122
1.255945563,13728630.88,138.003622,-8.095480024
0.469689682,12675650.12,19.42600453,7.231832141
1.130334616,1950951.49,-81.18530729,25.49781509
6.320050613,7212549.209,-65.01563217,-36.1653808
9.359999657,7702401.879,-73.10046973,-45.04389138
0.338768978,3470529.206,-76.69373087,-1.792030028
1.798675963,14341654.85,30.20578794,-5.401677201
1.085420486,5713499.956,-52.4392182,-2.695687276
0.967725395,14101697.51,31.10410323,1.824838998
1.031256082,14727959.13,35.59567965,-1.792030028
3.019379858,11513774.56,27.20258632,37.63441344
4.2781223,3040021.853,-101.8465588,47.55634683
1.998786249,3005925.542,-76.69373087,4.53345902
5.152984619,3306387.069,-107.2364505,49.34878108
2.767762813,5767132.057,-64.11731689,-18.63347536
5.469206369,2608751.499,-81.18530729,37.63441344
2.198735163,12005622.47,13.13779754,8.127972805
4.335339115,14487697.38,85.90133556,29.36955533
2.273694515,14286110.41,126.8604093,4.486109047
1.255945563,13569094.31,138.9019373,-6.30126233
5.699955267,3786459.213,-123.6010982,48.16090152
0.44896692,13776858.58,30.20578794,6.333885882
1.746010621,1620296.41,-93.76172127,33.97684583
0.331458319,14672073.33,30.20578794,-15.17488847
0.077095566,13231429.85,147.8850902,-28.55084903
1.733495699,3390632.487,-70.40552388,8.127972805
1.877857225,10759487.05,42.78220192,56.88983661
1.522035581,13990289.21,121.813705,16.07699615
0.310909103,13693952.49,18.52768925,-26.14465047
6.659379787,6794063.293,-72.20215445,-35.43356495
6.991967501,2756741.248,-98.25329769,45.0670023
1.820000052,14532582.67,72.4266063,28.57963469
4.047090247,7382012.669,-46.15101121,-21.18220445
2.499600026,16253815.77,102.3338823,6.175554056
2.390000105,10188304.99,146.9867749,44.56651396
1.278728908,3632326.756,-118.0162339,49.34878108
0.776132102,14425503,78.71481329,30.15333299
0.830082486,14319925.29,29.30747266,-7.199269999
2.844066262,1638804.572,-107.2364505,33.22514052
6.779871343,2134397.921,-94.66003655,39.04931339
1.135146149,1052384.299,-89.27014485,20.36802369
1.086587341,7126997.458,-44.35438064,-14.30066122
0.597916667,10806062.57,177.5294945,-38.31966386
2.721745318,10949592.54,38.2906255,52.74434452
0.010482495,14092189.96,23.01926567,-22.85734615
1.229999989,12758873.73,76.01986743,45.0670023
8.05179306,2921021.573,-83.88025314,43.12510269
