mean_maize,NEAR_DIST,NEAR_X,NEAR_Y
9.945105704,6692611.17,-71.30383916,-33.94967734
0.248181696,13923279.66,29.30747266,1.824838998
0.618124998,13356073.53,28.40915737,10.80339589
7.341028456,9306319.844,1.459698851,43.77953811
1.174167099,15174168.92,87.69796613,22.8875601
0.978197888,13333707.3,26.61252681,8.127972805
1.054827223,14317440.78,31.10410323,-2.695687276
0.183574902,4116794.436,-70.40552388,-3.598665039
0.319293082,5221376.378,-60.52405575,-7.199269999
1.041908269,15409996.59,39.18894078,-8.989674489
1.07143929,15188474.34,86.79965084,22.8875601
1.215271616,7406180.298,-39.86280422,-11.65802482
0.519282361,6428416.343,-59.62574047,-22.85734615
0.853571466,10286162.9,143.4765004,46.83012715
4.225116489,12758972.36,119.1390011,33.97684583
0.138333331,12867237.38,55.3586159,39.7462773
0.581169603,4945216.853,-66.81226274,-10.77115798
0.802000373,3169415.789,-80.76560219,-1.792030028
9.359999657,8196251.719,-74.78642079,-50.48770305
0.336946392,13688349.14,20.32431982,-16.91221321
0.725259893,12747360.17,13.31730735,-9.881638007
2.924514168,13034660.64,150.580036,-32.43921198
0.981703146,2074991.78,-107.2364505,37.63441344
0.750808194,9265228.668,-13.29307567,9.022090045
1.214975301,10967268.84,3.256329419,9.022090045
3.092604809,6289869.276,-66.81226274,-26.95256711
3.873859727,1688187.949,-99.34041876,35.46044888
0.392939173,5353084.596,-57.8291099,-5.401677201
0.481344478,13898345.28,32.00241851,7.231832141
0.687403676,5628453.639,-56.03247933,-7.199269999
5.139176742,13837419.84,78.71481329,35.46024618
1.378895665,2999099.512,-78.45556403,2.504164114
0.135755972,4250539.593,-65.01563217,1.824838998
6.092972211,12977340.69,108.3592177,37.63441344
8.957517986,8945981.844,-3.930192854,42.46353935
0.148431692,4425402.088,-66.81226274,-3.598665039
9.359999657,8525658.227,-73.10046973,-53.26653887
0.022889811,14594891.77,46.37546306,15.20655249
0.891410403,14985673.71,36.49399493,-5.401677201
3.571960399,1064353.976,-104.5415047,28.57963469
1.353513526,16479167.66,104.1793652,1.824838998
8.30198076,10017969.71,12.23948226,45.0670023
1.686184841,14309105.18,69.73166044,30.15333299
1.740114181,6455387.007,-48.84595706,-9.881638007
0.473020854,11870323.66,46.37546306,46.32592291
0.560781758,12315375.5,19.42600453,14.33245432
2.044614705,13389999.94,144.291829,-18.63347536
1.209952688,13499544.33,138.9019373,-4.500736801
2.783299923,10327146.91,15.68800808,43.77953811
4.098302183,11849139.17,124.5288928,41.11907488
0.620074078,6180984.515,-64.11731689,-23.68725562
4.25953397,12949822.25,111.9524788,36.19181514
1.885641546,3996065.395,-76.69373087,-8.095480024
4.054842234,14866959.23,30.20578794,-31.06439916
3.016033001,942290.9275,-107.2364505,24.54169549
2.831159028,16732490.49,105.837321,-3.598665039
1.211759264,5234037.695,-68.60889331,-16.04546807
0.234820741,15464470.41,37.39231022,-16.91221321
2.414732067,16167886.98,113.7491094,-6.887867807
2.350791167,16696154.94,96.68111897,5.225106217
0.328057019,14765869.89,31.10410323,-15.17488847
0.742710299,3927578.398,-66.81226274,4.53345902
0.059999998,15161113.46,49.96872419,11.48881684
1.418347269,6150098.812,-53.33753348,-11.65802482
0.674528112,12676527.12,13.22856644,-8.095480024
0.284384128,5270077.291,-58.72742519,-5.401677201
4.457494936,2014367.826,-82.08362257,29.36955533
0.825119084,11232859.74,57.15524647,56.39488812
1.54577944,1213642.567,-88.37182956,16.94359866
0.057182976,11967319.36,10.44285169,2.728475555
1.402667985,13012579.42,149.6817207,-26.14465047
0.040714756,13211577.98,20.32431982,-2.695687276
8.216932584,2299535.594,-89.27014485,39.04931339
0.078613822,4398073.001,-68.60889331,-5.401677201
5.283562287,13088254.19,105.6642718,37.63441344
5.241477273,11492073.29,171.2412875,-43.75590908
0.671116908,13511964.25,17.62937397,-21.18220445
2.390000105,11498053.36,75.12155215,56.39488812
2.402552766,483366.4605,-97.92305849,16.07699615
0.853171017,14784518.77,40.98557135,6.333885882
1.03324139,11314751.96,8.646221124,13.45489258
4.481199078,1388243.194,-93.76172127,31.70207379
1.689899064,11696700.13,43.6805172,46.94469194
10.45743462,10991576.1,23.01926567,41.11907488
1.299254179,15739694.4,116.3997553,-3.598665039
0.352404141,15881841.09,120.0373164,-33.19773203
0.247725434,5664029.381,-51.54090291,0.016412769
0.142261911,11178940.84,99.37606482,57.86029637
1.874095016,16014052.49,99.37606482,10.80339589
1.701969772,10327270.21,35.59567965,58.80518597
0.022727273,12695768.45,40.08725607,33.22514052
9.359999657,8665483.922,-70.18602734,-53.80170907
0.90554453,14099149.3,27.51084209,-6.30126233
2.390000105,11661209.95,74.22323686,54.87057396
6.090199471,3628602.461,-108.1347658,52.19575295
7.11773401,7310617.719,-73.10046973,-41.09441287
0.143832966,13786729.51,20.32431982,-21.18220445
1.554857327,7180380.801,-39.86280422,-7.199269999
2.393596759,15872464.42,76.91818272,16.94359866
0.290909101,11551996.57,68.83334516,55.38530466
5.727089689,9721898.835,12.23948226,50.50850028
2.048571518,11253577.52,58.05356175,56.39488812
2.851861928,13858325.11,101.1726954,31.70207379
2.956692468,15588451.3,99.37606482,15.20655249
6.202273881,3101594.1,-89.27014485,46.94469194
3.616312804,6431360.695,-66.81226274,-28.55084903
0.329830595,13227377.29,17.62937397,-10.77115798
1.016924434,15004850.14,35.59567965,-8.095480024
5.619889202,12734627.67,109.2575329,39.7462773
1.105726423,15587980.54,122.7322622,-16.91221321
3.869940758,13764510.76,18.52768925,-32.43921198
0.608151881,4463280.373,-60.52405575,6.333885882
1.616201602,14100922.86,30.20578794,0.016412769
0.487663299,6514304.152,-44.35438064,-2.695687276
2.955919693,7062444.274,-50.64258763,-22.02227995
0.354723628,12563308.2,40.98557135,35.46024618
1.208086121,15163642.03,92.18954255,22.05267853
1.750327359,3260935.495,-72.20215445,7.231832141
0.097499996,8130182.178,-73.10046973,-49.32747456
1.736132447,14540093.71,31.10410323,-8.095480024
9.359999657,8276895.559,-73.99878502,-51.05732034
0.749393963,13453087.18,64.34176874,36.91655438
3.92805545,13217016.93,67.03671459,39.7462773
0.267614443,2184363.172,-109.9313964,37.63441344
0.639391567,5730647.182,-67.71057803,-21.18220445
0.975210974,15184146.2,74.22323686,22.8875601
3.070972674,3135259.982,-118.0162339,43.77953811
0.803735651,15034931.78,32.00241851,-26.14465047
0.033194446,10341730.63,45.47714777,62.3378415
0.729024522,5683576.699,-56.03247933,-8.095480024
0.224249993,13033016.03,62.54513817,40.43620685
8.586514001,9660478.769,12.23948226,51.64027117
0.679795844,13945748.89,23.01926567,-16.04546807
2.941057074,1233149.223,-92.8552729,29.66305397
0.436554118,5666188.106,-52.4392182,-1.792030028
0.584545999,5097061.157,-64.11731689,-9.881638007
2.678475559,14759799.3,105.6642718,20.36802369
1.505483574,7127744.736,-56.03247933,-28.55084903
0.566294111,10742087.94,3.256329419,14.33245432
2.649190308,7609745.376,-55.13416405,-33.94967734
2.546136423,13844429.24,54.46030061,29.36955533
4.980151761,13568802.75,145.1901443,-36.89036885
3.156317432,6893505.609,-45.25269592,-11.65802482
6.546598415,2754959.395,-99.15161297,45.0670023
0.341428586,10762642.12,53.56198533,60.17552063
0.369880969,11543667.7,87.69796613,55.89339366
2.236443364,16855489.02,101.1726954,0.016412769
0.37887245,15179882.53,33.79904908,-22.02227995
4.726270199,6997700.829,-64.11731689,-33.19773203
1.040802255,9954595.432,-6.625138706,9.022090045
0.199166675,11224449.19,96.68111897,57.86029637
0.01649241,4717082.224,-62.32068632,-1.792030028
2.681088386,11114646.11,34.69736436,48.75837299
3.033378643,12970432.31,148.7834054,-20.25110366
6.427625387,11688860.66,125.4272081,42.46353935
1.618229238,11582279.92,102.969326,53.2860827
2.244220788,16843045.74,103.8676412,-2.695687276
0.662261387,7452528.786,-39.86280422,-12.54203224
0.827238782,13243879.33,147.8850902,-29.34099072
1.292812519,2210101.184,-78.36788692,24.54169549
