mean_groun,NEAR_DIST,NEAR_X,NEAR_Y
1.876310555,541511.6841,-56.93079462,-16.91221321
1.530923269,543270.5482,-66.81226274,-19.48764166
1.151691364,548332.805,-65.91394746,-21.18220445
0.215495682,550986.2005,-65.01563217,-22.02227995
0.33268337,552770.2728,-57.8291099,-21.18220445
0.576260255,554405.5459,-58.72742519,-22.02227995
2.070192099,555490.9763,-60.52405575,-22.85734615
0.89361519,560474.3249,-64.11731689,-13.42297741
0.163117261,566452.8115,-66.81226274,-16.04546807
2.172972772,571857.3167,-56.93079462,-16.04546807
1.389999986,577383.4523,-66.81226274,-20.33727238
0.604444433,582559.1744,-56.93079462,-20.33727238
2.529772779,584418.7181,-64.11731689,-22.85734615
0.299747276,586711.175,-59.62574047,-22.85734615
1.416173902,593961.0684,-65.91394746,-14.30066122
0.916408002,598220.2268,-57.8291099,-14.30066122
2.94744735,605032.7323,-61.89841791,-12.54207237
0.557853291,606728.6494,-62.32068632,-12.54203224
0.177146493,607578.5005,-65.01563217,-13.42297741
0.105790506,610943.563,-66.81226274,-15.17488847
2.256097561,611296.0486,-65.91394746,-22.02227995
0.758113201,615257.919,-57.8291099,-22.02227995
1.909999967,615339.7417,-67.71057803,-18.09747887
0.924444424,615980.0199,-56.93079462,-15.17488847
1.909999967,616371.146,-67.71057803,-17.77494155
0.067569027,618184.1576,-67.71057803,-18.63347536
0.665636073,621412.8169,-63.21900161,-12.54203224
1,622784.3164,-60.52405575,-12.54203224
2.391163785,623620.834,-66.81226274,-21.18220445
1.005268483,628390.4678,-56.93079462,-21.18220445
0.578446273,629124.179,-67.71057803,-16.91221321
0.027129958,630436.2313,-58.72742519,-22.85734615
0.157410023,630518.6876,-61.42237104,-23.68725562
1.404136145,634229.5387,-67.71057803,-19.48764166
0.302755779,639827.0888,-56.03247933,-19.48764166
0.181204534,644630.6106,-60.52405575,-23.68725562
1.909999967,650223.6987,-64.11731689,-12.54203224
0.810285579,652406.9681,-59.62574047,-12.54203224
1.230000019,655785.5783,-67.71057803,-16.04546807
0.072430556,663266.2586,-67.71057803,-20.33727238
0.021338518,665356.4167,-65.91394746,-13.42297741
0.244125472,666696.3482,-66.81226274,-14.30066122
0.439797658,668593.1842,-56.03247933,-20.33727238
0.555640312,671334.4081,-56.93079462,-14.30066122
1.050909102,671568.1577,-59.62574047,-23.68725562
1.404626012,679290.366,-66.81226274,-22.02227995
0.626666653,683647.8922,-56.93079462,-22.02227995
0.5396662,684271.9787,-57.8291099,-22.85734615
0.049642857,691397.0883,-65.01563217,-12.54203224
0.851912461,694270.4493,-58.72742519,-12.54203224
1.144934535,694926.8999,-67.71057803,-15.17488847
0.372023602,700161.387,-56.03247933,-15.17488847
0.68572104,702824.6697,-61.89837262,-11.65806229
0.608124994,703482.0947,-67.71057803,-21.18220445
0.124194916,704291.0261,-62.32068632,-11.65802482
1.950995611,704696.269,-61.42237104,-11.65802482
0.993599369,708480.1008,-56.03247933,-21.18220445
0.017219675,709871.9646,-58.72742519,-23.68725562
2.363611076,710415.6888,-68.60889331,-18.12677681
1.006932295,711477.7211,-68.60889331,-17.77494155
0.12482081,712616.8364,-68.60889331,-18.63347536
2.370209333,717027.8954,-63.21900161,-11.65802482
1.909999967,718395.8559,-55.13416405,-18.63347536
1.922351885,721595.2685,-61.42237104,-24.51186634
1.114141621,722969.2135,-68.60889331,-16.91221321
0.831485843,726145.0225,-68.60889331,-19.48764166
0.933106057,731281.558,-66.81226274,-13.42297741
1.876679973,731788.8143,-55.13416405,-19.48764166
1.371570031,733886.0776,-60.52405575,-24.51186634
1.032427902,742062.6644,-66.81226274,-22.85734615
0.507450168,742230.4213,-64.11731689,-11.65802482
1.280482457,742879.6455,-65.91394746,-12.54203224
1.909999967,744151.1021,-59.62574047,-11.65802482
1.002779147,744732.263,-67.71057803,-14.30066122
0.062570333,746031.3465,-56.93079462,-22.85734615
0.499801983,746317.0583,-57.8291099,-12.54203224
4.499090871,746676.445,-68.60889331,-16.04546807
1.610630864,749639.9598,-56.03247933,-14.30066122
0.037883284,751208.9217,-68.60889331,-20.33727238
0.603529404,752888.359,-67.71057803,-22.02227995
1.794299149,756637.6587,-55.13416405,-20.33727238
1.909999967,757519.3263,-59.62574047,-24.51186634
0.191686961,757535.0418,-56.03247933,-22.02227995
0.732174429,757819.382,-57.8291099,-23.68725562
0.025817613,778688.7949,-65.01563217,-11.65802482
0.298078707,781250.9102,-58.72742519,-11.65802482
0.421360126,781640.1875,-68.60889331,-15.17488847
0.360560725,791478.9013,-58.72742519,-24.51186634
2.235062725,791682.0182,-55.13416405,-21.18220445
0.130833338,800926.9048,-61.89834013,-10.77119274
0.674318179,802218.8683,-62.32068632,-10.77115798
2.059543371,802575.9698,-61.42237104,-10.77115798
1.207096075,802689.412,-66.81226274,-12.54203224
0.120949153,803349.6319,-67.71057803,-13.42297741
0.160879048,805474.6591,-69.50720859,-18.16037054
0.580027206,806577.1191,-56.93079462,-12.54203224
0.64111956,806597.4847,-69.50720859,-17.77494155
0.882376277,809612.2155,-67.71057803,-22.85734615
0.251749986,811287.1056,-54.23584876,-18.16256473
0.084259256,812138.3302,-61.42237104,-25.33104167
0.043125,812414.532,-54.23584876,-17.77494155
0.080240006,812950.6738,-54.23584876,-18.63347536
0.384438233,813464.572,-63.21900161,-10.77115798
2.059543371,813706.0994,-56.93079462,-23.68725562
1.3851852,813910.9705,-56.03247933,-22.85734615
0.909833308,814520.6104,-60.52405575,-10.77115798
0.385465503,817171.9417,-69.50720859,-16.91221321
1.724493185,823012.8072,-60.52405575,-25.33104167
1.587473662,824368.1802,-54.23584876,-19.48764166
2.717599659,824911.405,-65.91394746,-11.65802482
0.14469311,826567.608,-68.60889331,-14.30066122
0.188528671,828020.1613,-57.8291099,-11.65802482
1.150769263,834504.0617,-57.8291099,-24.51186634
0.627761736,835460.3039,-55.13416405,-22.02227995
0.726305571,835844.7228,-64.11731689,-10.77115798
1.570000052,837557.0008,-59.62574047,-10.77115798
0.519444459,838617.3447,-69.50720859,-16.04546807
1.68196042,844028.8803,-59.62574047,-25.33104167
0.299999998,846063.2042,-54.23584876,-20.33727238
1.363187591,868498.6584,-65.01563217,-10.77115798
4.829999924,869108.0016,-67.71057803,-12.54203224
1.909999967,870266.2884,-69.50720859,-15.17488847
0.349221988,870804.9833,-58.72742519,-10.77115798
0.258962278,873351.2127,-56.03247933,-12.54203224
0.707790448,874454.9704,-58.72742519,-25.33104167
0.959999979,876012.3603,-56.03247933,-23.68725562
3.008999944,877109.0011,-54.23584876,-21.18220445
1.435757536,879359.1729,-66.81226274,-11.65802482
0.733695909,880051.6429,-68.60889331,-13.42297741
0.029250736,882922.9009,-56.93079462,-11.65802482
0.671949381,885272.7192,-56.93079462,-24.51186634
1.478730641,886504.2813,-55.13416405,-22.85734615
0.061485885,899316.9987,-61.89832083,-9.88167002
0.274747478,900471.9437,-62.32068632,-9.881638007
0.713659044,900514.2886,-70.40552388,-18.19829674
0.221841861,900784.8719,-61.90090007,-26.14472487
0.028106059,900791.2109,-61.42237104,-9.881638007
0.018853142,901724.392,-70.40552388,-17.77494155
1.700330553,902115.3711,-61.42237104,-26.14465047
1.239583368,906325.475,-53.33753348,-18.20075737
1.909999967,907541.7326,-53.33753348,-17.77494155
0.465306117,907581.5653,-53.33753348,-18.63347536
0.758472211,910320.9952,-65.91394746,-10.77115798
2.16188129,910539.9181,-63.21900161,-9.881638007
2.477779519,911177.8949,-69.50720859,-14.30066122
2.111189851,911486.8004,-60.52405575,-9.881638007
0.057877243,911619.7089,-70.40552388,-16.91221321
1.909999967,911857.5143,-60.52405575,-26.14465047
0.397362108,913149.3427,-57.8291099,-10.77115798
1.263636351,913350.1791,-57.8291099,-25.33104167
0.03121212,916392.1533,-54.23584876,-22.02227995
0.543285825,917376.2047,-53.33753348,-19.48764166
0.412592292,930657.9427,-64.11731689,-9.881638007
0.567499996,930754.0838,-59.62574047,-26.14465047
1.905154753,931295.6783,-70.40552388,-16.04546807
1.018105258,932201.4732,-59.62574047,-9.881638007
1.145172432,936472.2166,-53.33753348,-20.33727238
0.902667893,940604.0173,-67.71057803,-11.65802482
0.51665743,940735.6354,-68.60889331,-12.54203224
0.697729309,942532.9082,-56.03247933,-24.51186634
1.49000001,943465.4367,-55.13416405,-23.68725562
0.702878118,944541.0747,-56.03247933,-11.65802482
1.909999967,958263.0322,-58.72742519,-26.14465047
0.519816842,959684.0965,-56.93079462,-25.33104167
0.235051543,960113.766,-66.81226274,-10.77115798
0.014141414,960194.2396,-65.01563217,-9.881638007
1.700000048,960274.1936,-70.40552388,-15.17488847
2.221936496,960276.6047,-69.50720859,-13.42297741
1.488571678,962288.1336,-58.72742519,-9.881638007
0.194888095,962743.6626,-54.23584876,-22.85734615
0.309841103,963390.7727,-56.93079462,-10.77115798
1.909999967,964167.7365,-53.33753348,-21.18220445
2.059543371,990299.3596,-61.90116765,-26.95264305
0.572711288,991501.1702,-61.42237104,-26.95256711
0.485357316,993668.4205,-57.8291099,-26.14465047
0.454465428,997260.6363,-71.30383916,-17.70815388
1.438635732,997856.0799,-70.40552388,-14.30066122
0.959761895,997972.1699,-61.89831443,-8.989703713
1.389999986,998312.8018,-65.91394746,-9.881638007
0.612000006,999016.582,-62.32068632,-8.989674489
0.980135918,999305.3294,-61.42237104,-8.989674489
0.437455647,999598.5181,-53.33753348,-22.02227995
1.830416635,1000317.644,-60.52405575,-26.95256711
0.887190079,1001341.957,-52.4392182,-18.24332796
0.215970408,1002264.991,-52.4392182,-18.63347536
1.099689603,1002671.926,-52.4392182,-17.77494155
0.101354166,1005174.166,-55.13416405,-24.51186634
2.059999943,1006241.706,-71.30383916,-16.91221321
0.241718098,1007406.124,-68.60889331,-11.65802482
0.101745213,1008131.149,-63.21900161,-8.989674489
2.008499944,1008989.314,-60.52405575,-8.989674489
1.794421934,1010692.5,-52.4392182,-19.48764166
2.394782634,1012434.495,-56.03247933,-25.33104167
0.126518957,1015037.874,-54.23584876,-23.68725562
0.66604166,1016470.614,-69.50720859,-12.54203224
1.342767358,1016705.895,-67.71057803,-10.77115798
0.244722224,1017465.172,-59.62574047,-26.95256711
0.596657321,1020362.704,-56.03247933,-10.77115798
0.696335591,1024509.634,-71.30383916,-16.04546807
0.396361387,1026398.431,-64.11731689,-8.989674489
0.512124443,1027603.052,-52.4392182,-20.33727238
1.909999967,1027802.876,-59.62574047,-8.989674489
1.495416424,1036159.938,-56.93079462,-26.14465047
1.018712117,1041826.934,-53.33753348,-22.85734615
0.429166655,1042532.147,-58.72742519,-26.95256711
0.468118021,1043210.779,-70.40552388,-13.42297741
0.065187357,1044073.534,-66.81226274,-9.881638007
0.959999979,1047098.379,-56.93079462,-9.881638007
1.562533108,1051307.466,-71.30383916,-15.17488847
0.763696418,1052451.24,-52.4392182,-21.18220445
2.059543371,1055257.583,-58.72742519,-8.989674489
1.909999967,1070651.744,-55.13416405,-25.33104167
2.059543371,1072251.96,-54.23584876,-24.51186634
0.049918731,1074963.821,-57.8291099,-26.95256711
1,1078732.58,-69.50720859,-11.65802482
0.29466667,1079180.005,-61.901449,-27.75474888
0.433758764,1080274.947,-61.42237104,-27.75467148
1.529999971,1083002.671,-55.13416405,-10.77115798
0.828416453,1084553.887,-52.4392182,-22.02227995
0.009998485,1084903.901,-56.03247933,-26.14465047
0.636160349,1086105.716,-71.30383916,-14.30066122
0.463333329,1088320.699,-60.52405575,-27.75467148
2.341257973,1089916.423,-53.33753348,-23.68725562
0.476533315,1090700.74,-57.8291099,-8.989674489
1.55045312,1095460.214,-70.40552388,-12.54203224
0.493276643,1096519.452,-67.71057803,-9.881638007
0.300405204,1096985.324,-51.54090291,-18.63347536
0.804696966,1097822.649,-62.32068632,-8.095480024
0.64450085,1098086.253,-61.42237104,-8.095480024
0.045333334,1099922.838,-56.03247933,-9.881638007
0.090909091,1100991.167,-72.20215445,-16.91221321
1.40351094,1104001.625,-59.62574047,-27.75467148
0.051488584,1104236.822,-51.54090291,-19.48764166
0.125063053,1106149.721,-63.21900161,-8.095480024
0.428369675,1106934.393,-60.52405575,-8.095480024
1.909999967,1114116.109,-56.93079462,-26.95256711
0.541166897,1118123.523,-72.20215445,-16.04546807
0.12014003,1119277.269,-51.54090291,-20.33727238
0.810833325,1123151.386,-52.4392182,-22.85734615
0.854029194,1124164.274,-59.62574047,-8.095480024
2.671350445,1126998.493,-58.72742519,-27.75467148
1.458958343,1128255.547,-71.30383916,-13.42297741
1.052954541,1133382.693,-56.93079462,-8.989674489
0.772361279,1133491.994,-54.23584876,-25.33104167
0.680120093,1139096.34,-55.13416405,-26.14465047
1.909999967,1141673.238,-51.54090291,-21.18220445
2.514819962,1142983.471,-53.33753348,-24.51186634
1.49000001,1143119.539,-72.20215445,-15.17488847
0.492699936,1149398.81,-58.72742519,-8.095480024
0.193086878,1153743.527,-70.40552388,-11.65802482
0.019946947,1156874.263,-57.8291099,-27.75467148
2.48227269,1158467.961,-55.13416405,-9.881638007
0.793692587,1159306.958,-56.03247933,-26.95256711
0.152575749,1167414.095,-61.90174443,-28.5509278
1.135810891,1167462.989,-52.4392182,-23.68725562
1.48858384,1168418.858,-61.42237104,-28.55084903
1.639838519,1170875.409,-51.54090291,-22.02227995
5.444413662,1175571.444,-72.20215445,-14.30066122
2.059543371,1175812.982,-60.52405575,-28.55084903
0.88618263,1177048.157,-71.30383916,-12.54203224
0.134522971,1182125.18,-57.8291099,-8.095480024
0.487024764,1182519.324,-56.03247933,-8.989674489
1.107993048,1190247.162,-59.62574047,-28.55084903
0.425408113,1191299.453,-50.64258763,-18.34179802
0.521249995,1191731.709,-50.64258763,-18.63347536
0.709090937,1193111.225,-56.93079462,-27.75467148
0.318220092,1197953.628,-50.64258763,-19.48764166
0.26244604,1197996.315,-54.23584876,-26.14465047
0.020145985,1200227.368,-53.33753348,-25.33104167
0.193492538,1203227.923,-73.10046973,-16.46788845
1.209733679,1205250.478,-60.52405575,-7.199269999
0.623205183,1206261.597,-51.54090291,-22.85734615
3.05577422,1209858.353,-55.13416405,-26.95256711
1.169308484,1211369.322,-50.64258763,-20.33727238
0.628547363,1211469.237,-58.72742519,-28.55084903
0.284947255,1212042.911,-73.10046973,-16.04546807
0.306944453,1214966.388,-72.20215445,-13.42297741
0.254545447,1216729.556,-52.4392182,-24.51186634
1.035439879,1217258.953,-70.40552388,-10.77115798
2.130666689,1217794.569,-50.64258763,-16.04546807
0.031210224,1221141.589,-59.62574047,-7.199269999
0.507073347,1221741.091,-56.93079462,-8.095480024
0.972213741,1221910.963,-54.23584876,-9.881638007
0.334652903,1231627.557,-50.64258763,-21.18220445
0.437977559,1231764.913,-71.30383916,-11.65802482
0.961538462,1235148.332,-56.03247933,-27.75467148
1.836833282,1235535.149,-73.10046973,-15.17488847
0.575700934,1237341.269,-55.13416405,-8.989674489
1.156876507,1239129.698,-57.8291099,-28.55084903
0.246034481,1241203.094,-50.64258763,-15.17488847
1.383765944,1247177.783,-51.54090291,-23.68725562
0.448633247,1254989.508,-61.9020535,-29.34107081
1.073204507,1255917.143,-61.42237104,-29.34099072
0.993186061,1258279.688,-50.64258763,-22.02227995
1.909999967,1260728.815,-72.20215445,-12.54203224
0.174545461,1260942.396,-53.33753348,-26.14465047
0.377334502,1262146.173,-63.21900161,-29.34099072
1.017624322,1262753.114,-60.52405575,-29.34099072
1.544852914,1265126.149,-54.23584876,-26.95256711
0.163819449,1265993.928,-73.10046973,-14.30066122
1.909999967,1267600.278,-56.03247933,-8.095480024
0.444444444,1270242.011,-52.4392182,-25.33104167
0.573333343,1272807.823,-56.93079462,-28.55084903
0.61514618,1274859.475,-57.8291099,-7.199269999
0.639848467,1275113.713,-64.11731689,-29.34099072
0.052615675,1276114.816,-59.62574047,-29.34099072
3.108544213,1282413.83,-55.13416405,-27.75467148
0.229411368,1285285.561,-70.40552388,-9.881638007
0.722124861,1286235.446,-49.74427234,-18.39780908
0.761445432,1286496.309,-49.74427234,-18.63347536
1.095757571,1290810.396,-50.64258763,-22.85734615
0.223117199,1291713.939,-71.30383916,-10.77115798
0.959999979,1291803.224,-49.74427234,-19.48764166
1.012148074,1292972.293,-51.54090291,-24.51186634
3.037612004,1295799.866,-58.72742519,-29.34099072
0.082711545,1297127.177,-54.23584876,-8.989674489
0.245874474,1303009.301,-73.10046973,-13.42297741
1.003293316,1303788.454,-49.74427234,-20.33727238
0.009043319,1306567.435,-73.99878502,-16.02861698
1.269333347,1311787.678,-56.93079462,-7.199269999
0.441212111,1311964.543,-49.74427234,-16.04546807
1.878235242,1312039.045,-56.03247933,-28.55084903
0.139696929,1312258.721,-72.20215445,-11.65802482
0.669259252,1319051.171,-55.13416405,-8.095480024
2.392165827,1321524.953,-57.8291099,-29.34099072
1.243686359,1322162.464,-49.74427234,-21.18220445
1.840591441,1324518.194,-53.33753348,-26.95256711
1.129374988,1327357.027,-52.4392182,-26.14465047
1.32001885,1328426.655,-73.99878502,-15.17488847
0.301344321,1328668.314,-50.64258763,-23.68725562
0.904900384,1334120.347,-49.74427234,-15.17488847
1.701204639,1334350.552,-54.23584876,-27.75467148
0.490448214,1340329.494,-58.72742519,-6.30126233
0.738312761,1341894.717,-61.90237733,-30.12507441
0.729531421,1342566.691,-62.32068632,-30.1249931
0.291428574,1342755.623,-61.42237104,-30.1249931
0.297840598,1343020.96,-51.54090291,-25.33104167
1.389999986,1346110.648,-73.10046973,-12.54203224
0.984848485,1346553.585,-49.74427234,-22.02227995
0.343803441,1348543.937,-63.21900161,-30.1249931
1.316479744,1349108.136,-60.52405575,-30.1249931
1.469305565,1352944.58,-56.93079462,-29.34099072
0.204424602,1354729.695,-56.03247933,-7.199269999
0.697029278,1356253.069,-71.30383916,-9.881638007
0.593416804,1356340.133,-55.13416405,-28.55084903
0.121755827,1357180.372,-73.99878502,-14.30066122
0.492730518,1360605.855,-64.11731689,-30.1249931
0.026481481,1361222.381,-53.33753348,-8.989674489
0.605608206,1361537.7,-59.62574047,-30.1249931
0.008560606,1368662.35,-57.8291099,-6.30126233
1.836498463,1368962.097,-72.20215445,-10.77115798
0.782606764,1371293.015,-50.64258763,-24.51186634
0.098654389,1375465.8,-54.23584876,-8.095480024
0.031569405,1376530.387,-49.74427234,-22.85734615
1.909999967,1379879.596,-58.72742519,-30.1249931
0.085500472,1381139.503,-48.84595706,-18.45842031
1.882286894,1381273.271,-48.84595706,-18.63347536
0.371419977,1385756.448,-48.84595706,-19.48764166
0.328382009,1387502.949,-52.4392182,-26.95256711
0.014479167,1389671.336,-56.03247933,-29.34099072
0.434374996,1390433.299,-53.33753348,-27.75467148
0.161231508,1391535.083,-48.84595706,-16.91221321
1.570026297,1392130.111,-73.99878502,-13.42297741
0.669034016,1394795.76,-73.10046973,-11.65802482
0.863958338,1396467.479,-48.84595706,-20.33727238
2.719999949,1396743.335,-51.54090291,-26.14465047
0.301402697,1403132.997,-55.13416405,-7.199269999
1.60984853,1403221.753,-56.93079462,-6.30126233
0.405416662,1403901.367,-57.8291099,-30.1249931
1.269999981,1405230.032,-54.23584876,-28.55084903
0.335424936,1406319.944,-48.84595706,-16.04546807
0.896759485,1411624.726,-49.74427234,-23.68725562
0.094166666,1413164.068,-48.84595706,-21.18220445
1.200727255,1418136.395,-50.64258763,-25.33104167
1.966706246,1421699.063,-74.8971003,-15.17488847
0.838726479,1424801.482,-71.30383916,-8.989674489
0.450389276,1427413.516,-48.84595706,-15.17488847
0.777259772,1428118.787,-61.90271543,-30.90284064
1.108281764,1428745.08,-62.32068632,-30.90275818
0.589012279,1428921.384,-61.42237104,-30.90275818
2.059556054,1430272.412,-72.20215445,-9.881638007
1.478114731,1431295.318,-55.13416405,-29.34099072
0.806363644,1432888.232,-73.99878502,-12.54203224
1.407986796,1433316.495,-56.93079462,-30.1249931
1.442638722,1434324.273,-63.21900161,-30.90275818
0.101709405,1434851.056,-60.52405575,-30.90275818
0.446275646,1435534.332,-48.84595706,-22.02227995
0.404653909,1436258.695,-53.33753348,-8.095480024
0.644357927,1438234.502,-49.74427234,-12.54203224
4.789999962,1443560.204,-56.03247933,-6.30126233
2.56133336,1445592.088,-64.11731689,-30.90275818
0.311827638,1446463.089,-59.62574047,-30.90275818
1.874656081,1448555.536,-73.10046973,-10.77115798
0.279722219,1448984.949,-74.8971003,-14.30066122
1.044999996,1450179.138,-52.4392182,-27.75467148
0.50772726,1451352.981,-49.74427234,-24.51186634
0.192358934,1453611.321,-51.54090291,-26.95256711
0.959999979,1456452.64,-54.23584876,-7.199269999
0.939636374,1458245.464,-53.33753348,-28.55084903
0.537173168,1462416.565,-65.01563217,-30.90275818
0.869866067,1463213.357,-48.84595706,-22.85734615
4.789999962,1463345.103,-57.8291099,-5.401677201
1.082206188,1463621.751,-58.72742519,-30.90275818
0.105505389,1467799.581,-56.03247933,-30.1249931
0.004875123,1468677.92,-50.64258763,-26.14465047
0.959999979,1476008.976,-47.94764178,-18.52370167
1.909999967,1476058.086,-47.94764178,-18.63347536
1.909999967,1477401.062,-54.23584876,-29.34099072
1.106458329,1479032.759,-73.99878502,-11.65802482
0.719433969,1479791.355,-47.94764178,-19.48764166
2.0536364,1482132.894,-74.8971003,-13.42297741
0.509794599,1484232.729,-49.74427234,-11.65802482
