SOURCE_ID,mean_sunfl,GiZScore,NEAR_DIST,NEAR_X,NEAR_Y
9702,1.363664088,4.849848523,8805293.044,-47.94764178,-23.68725562
9730,2.300137381,8.339657339,7419025.243,0.561383567,48.16090152
9775,0.434305532,1.384679217,14685779.6,36.49399493,-12.54203224
9924,1.539999962,5.50764463,7979793.613,-51.54090291,-16.91221321
10009,0.557389841,1.84342049,9005716.484,51.76535476,55.89339366
10021,0.303999993,0.899365222,13838245.3,16.73105868,-24.51186634
10031,0.304218176,0.901820187,9909237.266,41.88388664,43.77953811
10071,0.041875001,-0.077890372,11867304.93,29.30747266,15.20655249
14624,0.935245431,3.251326872,1742524.731,-79.38867672,36.19181514
15346,0.656174605,2.211681211,14626425.68,31.10410323,-17.77494155
17516,0.827418864,2.85088464,8915032.334,38.2906255,52.74434452
17519,0.388263113,1.21438494,10554719.63,76.01986743,45.0670023
18598,0.028333334,-0.126539125,8881914.79,9.544536408,35.46024618
19723,0.63954547,2.148691603,11645677.83,23.01926567,12.57406233
19739,0.014241685,-0.179218353,7168540.785,-65.91394746,-16.91221321
10155,2.157279184,7.807572419,8487219.394,14.93442811,45.0670023
10288,0.087915009,0.094542565,14135807.06,23.91758095,-19.48764166
10290,0.468383753,1.512169165,1551121.157,-100.0499283,26.1740754
10340,1.653666894,5.93009077,8712224.304,-62.32068632,-30.90275818
10354,0.602639455,2.01273542,10795922.15,47.27377834,36.91655438
10392,0.519000006,1.702573635,8130912.145,-61.42237104,-24.51186634
10452,0.47105739,1.524149109,8891810.724,-56.93079462,-30.1249931
10460,1.200729563,4.242201499,10044219.34,34.69736436,39.04931339
10505,0.935654035,3.254772073,11653422.66,112.8507941,29.36955533
10514,0.535075765,1.760146587,13695706.14,99.37606482,14.33245432
10592,0.780271375,2.674000131,1412520.62,-82.08362257,42.46353935
10604,1.623569756,5.816900256,11738401.72,116.4440552,26.98178314
10617,0.898333311,3.113571865,6255953.446,-68.60889331,-8.989674489
10640,0.063869152,0.003921586,13947574.63,145.1901443,-25.33104167
10642,2.324980166,8.43256046,8252850.014,15.8327434,48.75837299
10670,0.061471617,-0.002892052,10455163.98,39.18894078,36.91655438
10693,1.200932849,4.24171225,14881857.32,28.40915737,-25.33104167
10814,0.032083333,-0.113184847,6241995.254,-64.11731689,-6.30126233
10819,1.201666637,4.246935666,8196113.895,-47.04932649,-16.04546807
10846,0.170174359,0.399981434,13463256.76,147.8850902,-21.18220445
10896,1.32304592,4.698100716,9242670.563,-58.72742519,-34.69497692
10902,0.633395582,2.128027709,11550872.66,78.71481329,36.19181514
10922,0.518008411,1.698107716,10971990.35,73.32492158,41.11907488
10951,1.750233432,6.289536023,8556884.644,-64.11731689,-30.1249931
11033,0.072069779,0.036992227,7718945.097,-63.21900161,-21.18220445
11078,1.376666633,4.898757814,7554182.408,-53.33753348,-13.42297741
11085,0.553333322,1.828716692,2253853.926,-96.45666712,19.87266622
11102,0.892499983,3.091555338,2155438.306,-74.8971003,49.93214842
11152,1.032658045,3.616101722,8935046.429,34.69736436,51.07786445
11164,0.9375,3.26007057,10700800.33,34.69736436,31.92686566
11226,0.07060606,0.030350793,6655342.034,-65.91394746,-11.65802482
11235,1.251249969,4.431236524,8294997.368,-43.45606536,-14.30066122
11260,0.426869528,1.358006168,9099575.17,45.47714777,53.2860827
11267,1.748853803,6.283946318,9301466.593,-64.11731689,-37.60847846
11285,1.539999962,5.50737611,7758613.44,-55.13416405,-16.91221321
11332,0.076273641,0.051405463,1163875.524,-94.66003655,30.15333299
11425,1.748853803,6.284555665,9202178.556,-59.62574047,-34.69497692
11455,1.004279824,3.509618896,7811904.628,-3.03187757,38.34534672
11570,1.581557002,5.661335111,8289224.907,-61.42237104,-26.14465047
11607,0.59667414,1.990117052,1649582.797,-100.9482435,25.36067104
11784,1.024861086,3.584968683,6343546.238,-68.60889331,-9.881638007
11832,0.396339125,1.243324114,9349100.172,75.12155215,55.89339366
11847,1.059890053,3.717817988,7223396.782,-58.72742519,-13.42297741
11956,0.03947093,-0.084952857,10442674.25,43.6805172,39.04931339
11966,0.604504557,2.019284422,1731486.679,-100.0499283,24.54169549
11986,1.123783756,3.955384253,8987298.473,-40.7611195,-20.33727238
12050,0.07461364,0.044823917,14058667.31,17.62937397,-26.95256711
12142,0.039164635,-0.085948042,7053293.187,-63.21900161,-14.30066122
12149,0.192499995,0.483550148,5385917.794,-68.60889331,0.016412769
12167,0.642644614,2.160812692,5132429.643,-62.32068632,7.231832141
12346,0.022857143,-0.148383453,9353832.036,93.98617312,55.38530466
12349,0.28666666,0.834415457,4934851.448,-67.71057803,5.434354136
12392,1.440449773,5.136466162,9433439.333,123.6305775,47.55634683
12402,1.508202953,5.388727009,9918466.829,123.6305775,42.46353935
12408,1.83500784,6.605175437,10710612.91,83.20638971,43.77953811
12458,1.497222185,5.347358397,7225099.097,-56.03247933,-11.65802482
12532,0.590638101,1.966850276,14112405.79,146.9867749,-30.90275818
12565,0.389445142,1.218302713,9900819.385,80.51144385,51.07786445
12618,0.487728115,1.584043738,14580377.94,32.00241851,-16.04546807
12857,0.018557173,-0.16316842,12020187.1,115.5457399,24.54169549
13094,1.434999964,5.115452845,8721269.102,-42.55775007,-18.63347536
13134,0.073333333,0.039176487,9052249.293,96.68111897,57.86029637
13150,0.011666666,-0.189380977,5932749.469,-62.32068632,-1.792030028
13172,0.468863552,1.514248278,14801699.58,24.81589624,-29.34099072
13354,1.154520371,4.068490605,15371051.3,32.00241851,-28.55084903
13429,0.421782165,1.337786394,12760666.77,12.51270919,-13.42437306
13490,0.008888889,-0.198677248,11191611.6,72.4266063,39.04931339
13537,0.410181808,1.295728906,8226486.289,-70.40552388,-29.34099072
13562,1.539999962,5.507350405,8567355.264,-50.64258763,-22.85734615
13598,1.446666631,5.158605939,8854605.068,-41.65943479,-19.48764166
13646,1.539670256,5.505321675,7244116.746,-2.861754838,47.54646421
13670,1.776793945,6.388607154,8936869.411,-64.11731689,-33.94967734
13674,1.539999962,5.50728806,7600096.717,-55.13416405,-15.17488847
13679,1.182005835,4.172137406,9386317.73,-54.23584876,-33.94967734
13778,0.088969767,0.097696233,9190648.078,68.83334516,56.88983661
13830,0.563305768,1.865020171,12592990.71,14.93442811,-8.095480024
13947,0.396089545,1.243445077,10740359.36,90.39291198,43.12510269
13959,0.200911844,0.514843663,13823512.27,151.4783513,-32.43921198
14021,0.403264058,1.269438774,2222870.22,-102.7448741,20.36802369
14064,0.213247357,0.561409453,9547783.602,53.56198533,51.07786445
14077,0.161174089,0.366846824,9542884.887,61.64682289,52.74434452
14095,1.307197013,4.637641761,12018968.61,67.93502988,30.93086991
14183,0.46540142,1.501172324,11128383.52,46.37546306,33.22514052
14210,0.015536384,-0.174498548,7083454.224,-65.91394746,-16.04546807
14327,0.401076585,1.261183041,13483426.41,20.32431982,-14.30066122
14361,0.025548429,-0.137801084,9776391.93,50.86703948,48.16090152
14367,1.748853803,6.284366176,9344680.853,-59.62574047,-36.1653808
14381,0.319740424,0.958252453,14296363.5,29.30747266,-15.17488847
14397,0.115238095,0.19530995,8857298.431,90.39291198,60.17552063
14445,0.040099453,-0.081295786,8728304.401,-58.72742519,-29.34099072
14479,1.066908749,3.743271791,11818015.3,114.6474247,26.98178314
14547,0.426880231,1.357837699,10686126.6,48.17209363,38.34534672
14685,0.167889676,0.392571661,10448937,66.13839931,45.0670023
14704,1.450000048,5.17013671,11810480.91,70.62997573,33.22514052
14824,1.301124379,4.614811742,1465448.462,-106.3381352,52.19575295
14833,0.516999988,1.693000152,9536418.206,-74.32471708,-43.1012148
14967,0.298462093,0.879063355,1038159.749,-110.8297117,39.7462773
14993,0.128181815,0.244835474,7430435.601,-69.50720859,-21.18220445
15035,1.748853803,6.284559777,9157978.365,-62.32068632,-35.43356495
15083,0.597045437,1.991290423,13373697.7,17.62937397,-16.04546807
15216,0.058500002,-0.015649539,11836609.73,57.15524647,30.15333299
15260,0.297500003,0.874871738,13566781.17,31.10410323,-3.598665039
15414,0.256192452,0.720778673,9370331.462,61.64682289,54.34915586
15448,1.954903227,7.052480627,7223581.762,-2.133562286,48.63973447
15456,1.518611073,5.426617616,8121163.183,-39.86280422,-8.989674489
15457,0.055833335,-0.025689185,13141389.83,35.59567965,5.434354136
15477,2.560923745,9.309787514,12322663.68,100.2743801,26.98178314
15623,0.088969767,0.097704464,9235435,67.93502988,56.39488812
15764,0.365555547,1.12879733,9927793.293,-72.20215445,-46.30332975
15793,0.100196904,0.13994477,9307855.457,83.20638971,56.39488812
15838,0.009,-0.200007126,11508176.24,54.46030061,32.46685781
15866,0.552500015,1.826418375,8767261.927,8.646221124,36.19181514
15917,1.442028014,5.139930228,15097482.22,29.30747266,-27.75467148
15949,1.453583682,5.184041742,8440484.559,-65.01563217,-29.34099072
16044,0.195227273,0.493870774,14619212.19,37.39231022,-10.77115798
16052,0.478206534,1.54857412,14234378.04,29.30747266,-14.30066122
16181,1.755192044,6.307723872,9122435.535,-65.01563217,-36.1653808
16231,1.109722196,3.901308413,9772414.737,-73.10046973,-45.04389138
16270,0.045419429,-0.063697792,9874217.522,49.96872419,46.94469194
16297,0.294929101,0.865313189,13639569.42,30.20578794,-5.401677201
16304,1.208472192,4.270684666,6677253.48,-52.4392182,-2.695687276
16335,0.434999987,1.387081167,13126149.73,31.10410323,1.824838998
16370,0.485378799,1.574937615,13756692.24,35.59567965,-1.792030028
16426,0.565028177,1.873521843,9785652.171,27.20258632,37.63441344
16452,1.440808009,5.136267199,865048.0401,-101.8465588,47.55634683
16529,1.098624568,3.860520589,1227987.285,-107.2364505,49.34878108
16530,0.804655229,2.766081439,7425947.544,-64.11731689,-18.63347536
16688,0.674516116,2.279056666,2166197.795,-123.4061256,48.41996005
16842,0.502500013,1.638455649,12685005.01,30.20578794,6.333885882
16880,1.072989511,3.765230413,739918.6908,-93.76172127,34.72190291
16894,0.228452539,0.618143732,14370645.94,30.20578794,-15.17488847
16915,0.011110795,-0.192385603,13906764.39,147.8850902,-28.55084903
16926,0.938181797,3.261633191,4521157.733,-70.40552388,8.127972805
16953,0.516448315,1.691211524,8664650.881,42.78220192,56.88983661
16982,0.405045473,1.275949765,14087911.87,18.52768925,-26.14465047
17016,1.409999967,5.020657053,8794595.06,-72.20215445,-35.43356495
17023,1.713802766,6.15319229,551464.1764,-98.25329769,45.0670023
17087,0.302271104,0.893888108,12344137.01,72.4266063,28.57963469
17157,1.539999962,5.507003069,8699615.35,-46.15101121,-21.18220445
17174,0.010731707,-0.194119333,14447407.54,102.3130272,6.189445049
17204,0.468450354,1.511655238,1835016.649,-118.0162339,49.34878108
17281,2.7189373,9.898497205,11041651.57,102.969326,38.34534672
17282,1.779898405,6.400182256,8786645.623,-64.11731689,-32.43921198
17325,0.776230819,2.659534639,12220149.96,78.71481329,30.15333299
17433,0.785984833,2.694904218,2365521.987,-89.27014485,20.36802369
17457,1.251249969,4.431346681,8231933.993,-44.35438064,-14.30066122
17568,0.171111107,0.404306314,6128047.893,-67.71057803,-7.199269999
17633,0.44169984,1.414818654,10066389.21,114.6474247,44.42683895
17728,0.483404241,1.567435346,12760518.51,13.13779754,-12.64764452
17755,1.458333297,5.20313323,7909400.306,-47.94764178,-13.42297741
17795,0.019142858,-0.162670304,11940888.75,36.49399493,19.51856069
17813,0.621457553,2.082472465,1488261.571,-82.08362257,36.91655438
17876,0.084733112,0.081728789,9149004.231,65.24008402,56.88983661
17883,1.232933232,4.360683748,12816237.38,87.69796613,24.54169549
18077,0.256710326,0.723494017,1148239.102,-104.5415047,30.93086991
18097,0.278054107,0.802560924,13848094.67,30.20578794,-8.095480024
18116,0.469719945,1.518211509,9851554.25,43.6805172,45.0670023
18196,0.898110603,3.112237335,13559447.98,151.4783513,-27.75467148
18254,0.423000017,1.342754431,11312802.2,49.07040891,32.46685781
18303,0.020303031,-0.158434471,11477856.6,30.20578794,20.36802369
18313,0.234393942,0.639658615,14474744.19,38.2906255,-8.095480024
18446,1.400972188,4.988786076,7993047.962,-42.55775007,-9.881638007
18508,0.408145349,1.287476136,13573873.36,22.12095039,-13.42297741
18705,0.913561287,3.171103227,12619477.1,73.32492158,26.1740754
18721,0.426305197,1.357590448,8684814.24,-59.62574047,-29.34099072
18730,0.530599263,1.744223072,12740385.03,85.90133556,25.36067104
18830,0.061363639,-0.004050089,12743873.01,93.08785783,24.54169549
18892,0.100642294,0.140494443,15201321.83,124.5288928,-17.77494155
18903,1.483999963,5.298262388,8809588.906,-54.23584876,-27.75467148
18904,0.56242423,1.862047544,13182677.95,14.03611283,-17.77494155
18964,2.169954685,7.855419609,7874139.479,10.44285169,49.93214842
18973,0.362011396,1.11592252,1910483.106,-99.15161297,22.8875601
19001,1.466284375,5.229962625,2380945.575,-97.3549824,18.66455611
19044,0.863599316,2.985517719,11392796.69,83.20638971,37.63441344
19099,1.065697649,3.737384485,9334658.62,-73.96908416,-41.09441287
19220,2.224185516,8.056919364,7512650.375,1.459698851,47.55634683
