Fishnet_ID,COUNTRY,mean_potat,potato_Fe,NEAR_DIST
18707,Cuba,22.3307,0,3441854.184
18721,Argentina,2.83031,0,2714614.259
18730,India,9.43141,61.3256,17196207.49
18742,Yemen,8.22147,0,13184041.94
18814,Laos,17.8974,0,18841276.12
18818,Malaysia,0,0,19221058.44
18830,India,8.29824,0,17794219.43
18892,Australia,5.5069,0,16306072.38
18903,Brazil,3.65163,0,2951706.987
18904,Namibia,0,0,9530161.286
18964,Germany,31.0567,0,10400757.61
18973,Mexico,13.2909,0,4384480.95
19001,Mexico,3.17792,0,3844271.302
19008,Afghanistan,0.508788,0,15201060.53
19029,United States,7.92932,0,7044434.774
19044,China,0.750276,0,16083792.21
19099,Chile,15.348,0,3540185.111
19114,Indonesia,1.81758,0,17522742.95
19156,Ethiopia,1.97955,0,12340671.9
19175,Congo DRC,2.15635,0,11264278.59
19193,Côte d'Ivoire,0,0,7826601.204
19220,France,37.3833,0,9689637.33
19226,Indonesia,0,0,18924712.23
19282,Peru,1.37174,0,701031.0762
19291,Indonesia,1.8835,0,18921575.65
19299,Cuba,11.71,0,3592783.29
19311,Canada,14.5488,0,5828855.36
19312,Guyana,0,0,2036691.028
19317,Cambodia,0.778723,0,19612716.66
