mean_cassa,NEAR_DIST,NEAR_X,NEAR_Y
15.62925067,17810667.24,102.969326,32.46685781
16.03000069,18101910.53,103.8676412,29.36955533
7.900353715,2143259.786,-44.35438064,-8.989674489
12.36064826,1311964.543,-49.74427234,-16.04546807
1.354794204,2065169.466,-66.81226274,0.016412769
4.301908016,15528819.74,75.12155215,25.36067104
6.787411716,11499938.44,49.07040891,-17.77494155
16.03000069,16809099.81,124.5288928,46.32592291
3.206000137,16940275.15,95.78280368,37.63441344
2.63719324,5266483.407,-89.27014485,21.21278221
2.465099494,9916903.576,23.01926567,12.57406233
3.859879999,6590860.744,-12.01503041,15.20655249
15.01300689,1675611.111,-46.15101121,-20.33727238
15.38248196,1522434.192,-50.64258763,-26.95256711
4.579545548,4476147.535,-74.8971003,20.36802369
2.211057118,10845184.6,43.83036438,-21.18220445
4.631679571,477045.5878,-59.62574047,-14.30066122
1.54454008,1008989.314,-60.52405575,-8.989674489
0.182132114,1673757.987,-70.40552388,-5.401677201
12.5568049,270305.1729,-59.62574047,-16.91221321
6.006276776,2829251.126,-72.20215445,5.434354136
1.46941673,15520305.48,77.816498,38.34534672
16.03000069,17318052.92,97.57943425,33.97684583
20.37870528,1671480.514,-48.84595706,-9.881638007
3.606750154,15437530.12,76.01986743,36.19181514
4.534497094,10753863.9,43.24909567,-22.02227995
15.28787103,17065196.06,115.5457399,44.42683895
0.5,1262753.114,-60.52405575,-29.34099072
9.431106567,15732661.42,77.816498,15.20655249
10.48414135,16771875.81,123.2439258,-10.77115798
13.01072733,1872709.979,-44.35438064,-21.18220445
16.03000069,18111002.02,104.7659565,30.15333299
5.132252039,9933815.672,32.00241851,-14.30066122
6.323093394,8204681.398,14.03611283,-9.881638007
1.335833391,15970093.77,90.39291198,46.32592291
16.45986467,18201787.81,101.1726954,15.20655249
15.20721699,1418136.395,-50.64258763,-25.33104167
2.716220707,4486990.452,-86.57519899,14.33245432
1.77046977,1667060.473,-47.04932649,-23.68725562
0.056287877,8418640.395,18.52768925,-18.63347536
10.12886353,1651556.307,-75.79541558,-11.65802482
13.58526435,1711654.391,-54.23584876,-4.500736801
5.800363853,2990236.192,-61.42237104,9.022090045
6.514902631,7077815.214,-4.828508138,11.69016253
13.88384185,1849512.623,-49.74427234,-6.30126233
3.607553356,10953262.66,44.57883249,-20.33727238
9.247831221,18362594.74,102.969326,22.8875601
16.67125226,7689577.863,0.561383567,13.45489258
