SOURCE_ID,mean_wheat,GiZScore,NEAR_DIST,NEAR_X,NEAR_Y
13172,1.051384393,1.212351405,6591497.333,25.71421152,-29.34099072
13182,0.274348888,0.121260801,12100847.43,-73.10046973,8.127972805
13231,2.819322637,3.69338297,5111294.212,95.78280368,29.36955533
13286,1.757291729,2.201833631,5246385.101,46.37546306,-19.48764166
13300,0.369030725,0.255760488,10258559.64,-99.15161297,53.82100625
13403,0.340643747,0.215810353,10193270.77,-97.3549824,53.82100625
13429,1.00396043,1.145564835,5592093.054,13.13779754,-13.42297741
13490,0.027676768,-0.222860528,2959835.627,72.4266063,38.34534672
13524,3.454116821,4.584017128,12152270.03,-116.2196034,40.43620685
13526,1.25999999,1.503785143,13263610.95,-73.10046973,-13.42297741
13537,1.056447111,1.219135377,13529680.8,-69.50720859,-29.34099072
13562,1.877092072,2.369923503,11429980.09,-49.74427234,-22.85734615
