SOURCE_ID,mean_mille,NEAR_DIST,NEAR_X,NEAR_Y
24,0.22319616,8436073.536,30.20578794,1.824838998
59,0.123181104,7930577.789,29.30747266,10.80339589
82,2.349629685,8114579.074,2.358014135,43.77953811
119,0.662637388,2170886.207,87.69796613,22.8875601
154,0.083295995,8262689.174,27.51084209,8.127972805
161,0.785124936,8583940.701,32.00241851,-2.695687276
363,0.457405002,2233646.518,86.79965084,22.8875601
464,1.789948432,1334594.075,118.2406858,33.97684583
599,0.180710703,10480385.6,21.2226351,-16.91221321
644,0.416455695,10646718.77,14.03611283,-9.881638007
665,0.521126857,8999027.947,149.6817207,-32.43921198
675,0.710102557,11727346.02,-12.91334569,9.022090045
718,0.100551107,10279699.55,4.154644703,9.022090045
733,1.096246188,18581733.49,-65.91394746,-26.95256711
842,1.150486133,2186767.154,79.61312857,35.46024618
956,1.625139596,321778.8784,107.4609024,36.91655438
1015,2.346111147,8554793.201,-3.03187757,42.46353935
3526,0.038249999,5491274.785,41.88388664,35.46024618
3560,0.689512193,1962239.069,92.18954255,22.05267853
6860,0.545431028,11197928.57,25.71421152,-33.19773203
6884,0.3634239,9921557.173,4.154644703,14.33245432
7750,0.797761898,3228266.275,79.61312857,16.94359866
9684,0.174064279,11129241.07,-5.726823422,9.022090045
12532,1.010796032,8664968.415,146.0884596,-30.90275818
1087,0.004166667,6049487.58,47.27377834,15.20655249
1105,0.531888461,8308577.448,37.39231022,-5.401677201
1256,0.490945934,3159438.405,70.62997573,30.15333299
1317,0.014298834,4751243.047,47.27377834,46.32592291
1342,0.386458179,8510056.133,20.32431982,14.33245432
1509,1.794999957,7183346.695,15.8327434,43.77953811
1520,1.912531491,1772152.458,123.6305775,40.43620685
1523,0.513333321,18129688.29,-63.21900161,-23.68725562
1529,1.983815908,643674.1502,111.0541635,36.19181514
1581,0.569999993,10696096.67,30.35022882,-30.90275818
1630,0.220484671,9073135.576,38.2906255,-16.91221321
1689,0.014259259,18886524.08,-66.81226274,-43.75590908
1797,0.374772125,9455624.782,32.00241851,-15.17488847
1979,0.374174756,10530376.4,14.03611283,-8.095480024
2069,1.086842511,12597373.58,-82.08362257,30.15333299
2105,0.169357606,4035900.066,58.05356175,55.89339366
2181,0.118055556,10061898.52,11.34116698,2.728475555
2229,0.260890027,8382558.305,148.7834054,-26.14465047
2288,0.035756941,9535172.604,21.2226351,-2.695687276
2420,0.766058197,89554.34023,104.7659565,36.91655438
2457,1.379373261,3004526.661,76.01986743,55.89339366
2474,0.477107002,7103495.376,41.88388664,6.333885882
2477,0.600347927,9514673.214,9.544536408,13.45489258
2592,1.074579015,4945511.937,44.57883249,46.94469194
2640,0.053253844,7797196.792,119.1390011,-32.43921198
2666,0.039553915,2342859.351,99.37606482,57.378289
2688,0.204000002,2884602.842,99.37606482,10.80339589
2740,0.514168615,9143881.941,28.40915737,-6.30126233
2760,1.513076663,2961735.626,75.12155215,54.34915586
2903,0.607893568,3360907.014,77.816498,16.94359866
2915,0.27315651,10270202.23,-2.133562286,16.94359866
2917,0.131956327,3298223.205,69.73166044,54.87057396
2952,0.743085095,7033310.653,13.13779754,50.50850028
2990,0.43750715,3981153.08,58.95187703,55.89339366
3068,0.033055556,2403592.719,99.37606482,15.20655249
3092,1.19245773,18714976.69,-65.91394746,-28.55084903
3131,0.25280303,10308258.06,18.52768925,-10.77115798
3297,0.144308881,8576670.227,36.49399493,-8.095480024
3302,1.45734179,483212.9623,108.3592177,39.04931339
3321,0.273055409,6231093.084,122.5523731,-16.91221321
3335,0.489249994,11629830.21,19.42600453,-32.43921198
3409,1.409378293,8478177.588,31.10410323,0.016412769
3679,1.327672406,8957571.061,32.00241851,-8.095480024
3695,0.384545456,3429379.39,65.24008402,36.91655438
3705,1.161481504,3151554.432,67.93502988,39.7462773
3820,0.328746702,3149940.936,75.12155215,22.8875601
4276,0.190403611,8569878.84,146.9867749,-29.34099072
3854,0.47589745,10167231.07,32.9007338,-26.14465047
3933,0.114333336,3525252.142,63.44345346,40.43620685
3995,0.489480042,10193104.66,23.91758095,-16.04546807
4012,1.007109143,5568137.437,35.59567965,48.75837299
4073,2.039275289,1871854.05,124.5288928,41.79485858
4364,1.149313364,2163676.628,79.61312857,36.91655438
4372,0.072671756,1824488.158,100.2743801,20.36802369
4441,0.430833332,10618481.32,17.62937397,-14.30066122
4544,1.750068426,18475593.45,-58.72742519,-38.31966386
4584,0.132892306,6904220.331,42.78220192,8.127972805
4603,1.323507849,8799787.524,141.5968832,-34.69497692
4785,0.958078492,10024389.83,7.74790584,8.127972805
4800,0.370740732,19101449.21,-66.81226274,-40.4112881
4820,1.413505734,3556627.763,80.19439471,12.57406233
4845,0.125355305,10201108.31,26.61252681,-19.48764166
4869,2.283910927,6109204.236,33.79904908,36.91655438
4954,0.437177246,9131858.555,32.9007338,-11.65802482
4974,1.248710637,5319657.003,38.2906255,51.64027117
4983,0.51120002,9633447.007,35.48332715,-21.525282
5045,0.717551947,5946608.46,36.49399493,35.46024618
5184,0.117276874,1451844.562,87.69796613,39.04931339
5236,1.846474938,1555671.827,121.2283451,39.52846418
5250,1.582070351,10625055.18,-95.55835183,46.32592291
5286,0.157407412,6916909.388,21.2226351,41.11907488
5330,0.275499997,11352347.06,23.01926567,-32.43921198
5341,0.174999996,18486182.36,-69.50720859,-49.32747456
5354,0.522681812,8926047.485,30.20578794,-5.401677201
5463,0.732656072,11301685.93,-9.320084558,10.80339589
5521,1.127095938,12588935.74,-82.98193786,30.15333299
5542,0.417685791,9616047.996,23.01926567,-6.30126233
5558,0.123680507,10461303.57,22.12095039,-17.77494155
5680,0.14843296,1508626.654,116.4440552,46.32592291
5785,0.789862822,2364673.303,89.49459669,55.38530466
6036,0.948597384,3583390.265,73.32492158,18.66455611
6229,0.179242429,862010.7667,100.2743801,29.36955533
6328,0.629512367,9279218.389,12.23948226,13.45489258
6382,0.499074062,19191216,-70.40552388,-42.43939291
6585,0.011666666,17870282.17,-55.13416405,-28.55084903
6673,0.962499976,19243094.53,-68.60889331,-33.19773203
6918,0.355454552,4559051.071,55.3586159,29.36955533
6946,1.735772949,9134001.444,144.291829,-36.89036885
6709,0.458582819,9483275.243,26.61252681,-8.989674489
6719,1.235189862,18402548.3,-63.21900161,-26.95256711
6749,0.774555276,10462715.46,-93.76172127,48.16090152
6752,1.201541929,2477902.931,79.61312857,27.78367435
6810,0.517749994,11538361.7,21.2226351,-33.19773203
6990,0.512999994,11449434.83,23.01926567,-33.94967734
7009,0.010024474,8772245.146,16.73105868,15.20655249
7134,0.960660381,8180805.022,37.39231022,-3.598665039
7233,0.531146628,2831863.997,76.01986743,26.98178314
7234,0.688333333,2041169.453,92.18954255,21.21278221
7275,0.654987808,8677522.721,39.18894078,-12.54203224
7306,0.918501684,4581376.319,49.07040891,54.34915586
7338,1,2325239.945,123.7691541,24.41624509
7388,1.120000005,5805185.372,33.79904908,45.0670023
7404,0.299314389,11054489.83,15.8327434,-18.63347536
7423,0.546734687,10227246.26,32.87355237,-26.95256711
7447,0.601999985,19313172.53,-69.50720859,-33.19773203
7455,0.560577944,8423589.869,25.71421152,8.127972805
7480,0.303864338,3932674.956,58.05356175,49.34878108
7549,1.310185237,6652407.521,21.2226351,46.94469194
7593,1.416860074,421344.3375,107.4609024,39.04931339
7638,0.969249209,2445968.822,80.51144385,26.98178314
8537,0.651818653,9169240.167,16.73105868,9.022090045
8591,0.014821005,10367322.54,23.91758095,-18.63347536
7805,1.483947397,19018543.94,-65.01563217,-35.43356495
7847,2.456879854,1883212.162,123.6305775,44.42683895
7882,0.542365032,8842533.232,150.580036,-30.1249931
7889,0.43558911,10780904.02,25.71421152,-26.95256711
8094,1.938655044,10610309.92,-99.15161297,45.70002889
8206,1.333014013,18475705.57,-59.62574047,-33.19773203
8295,0.582769644,11644924.53,-11.11671513,8.127972805
8356,0.168785106,10416039.94,27.51084209,-23.68725562
8395,1.487558162,18932090.79,-64.11731689,-39.02388406
8679,0.22827084,9822283.751,32.00241851,-20.33727238
8694,1.379379592,3859481.837,79.16263602,9.913968571
8866,1.487732978,18748670.93,-64.11731689,-30.90275818
9004,0.192499995,18788113.56,-64.54766345,-43.1012148
9006,1.508826353,10593844.44,-93.76172127,46.94469194
9043,0.108633996,2430507.564,87.69796613,55.38530466
9057,0.294545466,9730851.225,34.69736436,-22.02227995
9633,1.499089718,18790700.41,-63.21900161,-33.19773203
9137,0.20209925,8481838.42,39.18894078,-9.881638007
9138,0.012793841,1327549.693,89.49459669,40.43620685
9155,0.272583432,8443591.738,32.9007338,-1.792030028
9212,0.405578521,8517910.58,26.61252681,5.434354136
9291,0.269918993,9045173.946,34.69736436,-12.54203224
9349,0.082477235,5978135.789,36.49399493,34.72190291
9371,0.042499999,7541029.533,41.88388664,0.016412769
9482,0.143354039,8011037.397,28.40915737,10.80339589
9494,0.140194771,6188292.761,123.6305775,-16.15232671
9522,1.274158319,10673046.82,-101.8465588,44.42683895
9585,0.018148149,3064308.057,68.83334516,41.79485858
9730,2.440000057,7898406.315,1.459698851,48.16090152
9775,0.741363145,8823573.166,37.39231022,-12.54203224
9799,0.159788837,8496599.661,27.51084209,4.53345902
9883,0.352465637,11407697.42,-15.60829155,16.07699615
9899,0.474188027,8917283.158,17.62937397,11.69016253
9947,0.944249587,10876836.6,-5.726823422,12.57406233
10009,1.093936759,4360820.715,52.66367005,55.38530466
10031,0.488182359,5150216.984,42.78220192,43.77953811
10071,0.008594031,7575220.875,30.20578794,15.20655249
10155,2.889512126,7118733.301,15.8327434,45.0670023
10288,0.055863787,10349920.23,24.81589624,-19.48764166
10340,1.402555068,18528075.88,-61.42237104,-30.90275818
10354,0.468518527,4903901.394,48.17209363,36.91655438
10392,0.885499978,18020181.39,-60.52405575,-24.51186634
10514,0.41007634,2498916.771,99.37606482,14.33245432
10604,0.874277895,1526586.368,115.5457399,26.98178314
10640,0.065510677,8052338.197,144.291829,-25.33104167
10642,1.258888884,6880471.04,16.73105868,48.75837299
10670,0.023440031,5586862.815,40.08725607,36.91655438
10693,0.257238187,10387420.37,29.30747266,-25.33104167
10708,0.154135405,7344625.598,36.49399493,9.913968571
10896,1.431874167,18363588.33,-57.8291099,-34.86326745
10902,0.538300851,2173755.497,79.61312857,36.19181514
10922,1.370000005,2612500.471,74.22323686,40.45597326
10951,1.474104889,18628952.55,-63.21900161,-30.1249931
11125,0.966101695,3426319.849,143.3935137,43.85234396
11152,0.888516835,5515220.385,35.59567965,51.07786445
11183,0.625909093,3554632.969,65.24008402,32.46685781
11233,0.345212342,9723661.732,13.13779754,5.434354136
11260,0.641497653,4757214.368,46.37546306,53.2860827
11267,1.750068426,18867195.23,-63.21900161,-38.31966386
11425,1.750068426,18440107.79,-58.72742519,-34.69497692
11455,2.419000038,8776061.665,-2.133562286,38.34534672
11486,0.762750002,3185677.252,68.83334516,33.97684583
11570,1.346364653,18146309.96,-60.52405575,-26.14465047
11588,0.494315455,8481464.963,25.71421152,7.231832141
11765,0.029052516,8636101.491,26.61252681,3.63142439
11832,1.117537432,2973214.759,76.01986743,55.38530466
11956,0.154634883,5138044.466,44.57883249,39.04931339
11964,0.584707459,10947336.93,-2.133562286,7.231832141
11992,0.371816874,8645210.729,19.42600453,13.45489258
12346,0.028766483,2175553.238,93.98617312,54.87057396
12392,2.433035959,1940201.708,122.7322622,46.94469194
12402,1.894657365,1726072.362,122.7322622,41.79485858
12408,1.25486255,1910385.328,83.20638971,43.12510269
12570,1.049999974,18108615.58,-64.11731689,-22.85734615
12618,0.606613822,9443666.685,32.9007338,-16.04546807
12730,0.18159541,11754419.1,-15.60829155,11.55506625
12737,0.046666666,17902729.15,-63.21900161,-21.18220445
12857,0.007225437,1679305.404,114.6474247,24.54169549
12897,0.539391531,10453250.33,-2.133562286,14.33245432
13106,0.012833333,19304583.11,-70.40552388,-41.09441287
13134,0.092292468,2379687.895,96.68111897,57.378289
13172,0.232749997,10941228.74,25.71421152,-29.34099072
13231,0.664113382,1040278.034,96.68111897,29.36955533
13354,0.569999993,10378940.9,32.37702273,-28.55084903
13429,0.290721649,10955226.39,13.13779754,-13.42297741
13537,0.167999996,19005667.29,-69.50720859,-29.34099072
13629,0.38585984,9709119.447,5.951275272,15.20655249
13646,2.440000057,8157092.435,-2.133562286,47.55634683
13670,1.524187589,18818679.43,-63.21900161,-33.94967734
15016,0.396666657,19083626.32,-68.60889331,-30.90275818
15035,1.750068426,18697048.13,-61.42237104,-35.43356495
15329,0.21979219,9862580.946,4.154644703,15.20655249
15346,0.25290052,9640062.491,32.00241851,-17.77494155
17876,1.114194847,3572815.242,66.13839931,56.39488812
17883,0.73408288,2038830.238,87.69796613,24.54169549
19321,0.750264273,18136626.72,-59.62574047,-26.95256711
13778,1.16990459,3370402.546,69.73166044,56.39488812
13781,0.089833331,19271083.52,-67.71057803,-36.1653808
13830,0.408844436,10370648.01,15.8327434,-8.095480024
14304,0.470555544,19131546.89,-70.40552388,-43.1012148
14327,0.709074263,10307034.31,21.2226351,-14.30066122
14339,0.156851848,18935242.23,-66.81226274,-43.1012148
14355,0.879187286,11456654.58,-12.01503041,11.69016253
14367,1.750068426,18466974.28,-58.72742519,-36.1653808
14381,0.347495892,9604568.523,30.20578794,-15.17488847
13892,1.898024824,11239517.41,-92.86340598,41.11907488
13947,0.410469058,1333338.818,90.39291198,42.46353935
13959,0.157965259,9048800.686,150.580036,-32.43921198
14064,0.600272636,4196955.448,54.46030061,50.50850028
14077,0.333291665,3660922.916,62.54513817,52.19575295
14095,0.655142621,3289219.783,68.83334516,30.93086991
14126,0.063137708,1852654.351,91.29122726,50.50850028
14183,0.207000004,5114570.477,47.27377834,33.22514052
14187,1.273946643,9610298.919,10.44285169,10.80339589
14193,0.323940174,9337004.018,24.81589624,-4.500736801
14389,0.093451381,8437587.791,27.51084209,5.434354136
14397,0.145031021,2756542.736,90.39291198,59.72493528
14445,1.32272619,18141528.46,-57.8291099,-29.34099072
14479,0.64378645,1409200.523,113.7491094,26.98178314
14547,0.810000015,4783530.94,49.07040891,38.34534672
14704,0.497748494,2967519.402,71.52829101,33.22514052
15083,0.173257084,10654639.3,18.52768925,-16.04546807
15414,0.432788888,3701738.188,62.54513817,53.82100625
15448,2.440000057,8024690.557,-1.235247001,48.75837299
15216,0.099666668,4285028.215,58.05356175,30.15333299
15260,0.79936374,8645938.433,32.00241851,-3.598665039
15285,1.230000019,10491355.77,-15.60829155,27.78367435
15292,0.519541105,8584506.162,23.91758095,8.127972805
