SOURCE_ID,mean_mille,NEAR_DIST,NEAR_X,NEAR_Y
15477,1.774500051,1111573.962,100.2743801,26.98178314
15493,0.357898074,9612657.225,7.74790584,14.33245432
15623,1.16990459,3396872.006,68.83334516,55.89339366
15793,0.273720531,2658383.26,83.20638971,55.89339366
15838,0.015333334,4433495.129,55.3586159,32.46685781
15857,0.030909091,5510815.208,46.37546306,26.1740754
15917,0.550999993,10487025.55,30.20578794,-27.75467148
15949,1.411642818,18645933.39,-64.11731689,-29.34099072
16181,1.69882694,18949264.21,-64.11731689,-36.1653808
16044,0.541010721,8620704.937,38.2906255,-10.77115798
16052,0.610817876,9543404.368,30.20578794,-14.30066122
16084,0.344061439,8964139.018,20.32431982,7.231832141
16152,0.491986322,13044272.97,-81.18530729,26.1740754
16297,1.520184311,8848093.953,31.10410323,-5.401677201
16335,0.86133655,8277054.086,32.00241851,1.824838998
16370,0.653835881,8131395.033,36.49399493,-1.792030028
16724,0.469542254,1789451.286,116.4440552,24.54169549
16426,0.895800991,6589196.721,27.51084209,37.63441344
16452,0.096118059,10260459.41,-102.7448741,48.16090152
16587,1.011517338,9467361.139,14.03611283,8.127972805
16600,0.018886381,1855836.233,85.90133556,29.36955533
17325,1.192603611,2360582.89,79.61312857,30.15333299
17363,0.47132123,9049765.609,30.20578794,-7.199269999
16894,0.384142947,9529949.202,31.10410323,-15.17488847
16915,0.015273017,8497666.816,146.9867749,-28.55084903
16953,0.314945734,4928349.749,43.6805172,56.39488812
17023,1.864706,10631974.19,-98.25329769,45.70002889
17087,0.16412241,2988546.527,73.32492158,28.57963469
17281,0.796578419,148417.0898,102.969326,37.63441344
17282,1.499089718,18757439.38,-63.21900161,-32.43921198
17516,0.920324862,5242301.473,39.18894078,52.74434452
17598,0.156144119,6854412.458,40.08725607,12.57406233
17633,0.580237935,1162473.32,113.7491094,43.77953811
17641,0.491964075,7909530.948,116.4440552,-33.94967734
17670,0.984261132,9286745.368,146.0884596,-37.60847846
17728,0.324604316,10819231.82,14.03611283,-12.54203224
17795,0.014514792,6685709.372,37.27149121,19.51856069
17919,0.413541822,11180953.13,-10.21839984,13.45489258
18046,0.503111384,11053167.14,-4.828508138,9.022090045
18097,0.581403257,9034503.91,31.10410323,-8.095480024
18116,0.924135927,4980884.044,44.57883249,45.0670023
18154,0.174242421,7437410.224,20.32431982,32.3977248
18196,0.90711156,8632038.758,150.580036,-27.75467148
18254,0.72066668,4908726.594,49.96872419,32.46685781
18508,0.582602122,10093583.97,23.01926567,-13.42297741
18584,0.397833323,19232326.28,-67.71057803,-39.02388406
18599,0.022727274,5676711.994,50.86703948,16.07699615
18705,0.20417988,3031760.679,74.22323686,26.1740754
18721,1.20967267,18216562.3,-58.72742519,-29.34099072
18730,0.862970914,2112093.409,85.90133556,25.36067104
18742,0.385714301,6316127.682,43.6805172,16.07699615
18830,0.858033348,1682236.865,93.08785783,24.54169549
18892,0.240333893,6358010.51,123.6305775,-17.77494155
18904,0.222825612,11077118.77,14.93442811,-17.77494155
18973,0.103028565,12967064.81,-100.0499283,22.8875601
19008,0.024545455,3530588.913,66.13839931,30.93086991
19044,0.295537722,1839874.336,83.20638971,37.63441344
19156,0.103487567,7402260.439,36.49399493,9.022090045
19175,0.3651678,9127413.151,29.30747266,-7.199269999
19193,0.051286796,11116001.35,-4.828508138,8.127972805
19220,2.338333388,7879742.848,2.358014135,47.55634683
19511,0.301411663,6630376.212,27.51084209,36.74777722
19559,0.113999999,10976346.8,23.91758095,-27.75467148
19611,0.85382752,8880876.488,32.9007338,-8.095480024
19696,0.533598503,10134502.38,2.358014135,13.45489258
19723,0.292798027,8300955.918,23.91758095,12.57406233
19790,1.141840557,18491009.3,-60.52405575,-31.67419348
19791,1.539999962,18166077.57,-68.50953843,-52.17571157
19825,1.004883299,8986500.623,19.42600453,8.127972805
19840,0.073738958,9064917.098,14.03611283,14.33245432
19938,0.858453407,11066086.7,-5.726823422,9.913968571
19998,1.333395219,8870677,141.5968832,-35.43356495
20000,0.429333341,4824070.144,49.96872419,34.72190291
20018,0.479711512,4872213.799,44.57883249,55.89339366
20028,0.050670101,10431459,26.61252681,-22.85734615
20034,1.750068426,18346288.26,-57.24850621,-37.60847846
20095,0.49419156,2543460.526,76.01986743,33.97684583
20241,0.787088717,8911778.961,150.580036,-30.90275818
20242,0.524032251,10304081.03,32.61668465,-27.75467148
20391,1.043242758,2050455.456,89.49459669,22.8875601
20509,0.006944444,9820867.358,14.03611283,2.728475555
20548,0.383660856,2922548.718,76.01986743,25.36067104
20572,0.071296295,19330349.27,-68.60889331,-38.31966386
20586,2.461648673,1938221.577,123.6305775,45.70002889
20594,0.777808189,18818275.58,-63.21900161,-40.4112881
20678,0.057037036,19177599.43,-66.81226274,-38.31966386
20764,0.304610646,8245558.366,23.91758095,13.45489258
20767,0.305291158,11058179.83,-11.11671513,16.07699615
20865,0.09857143,4668173.379,55.3586159,26.98178314
20959,1.317419242,5339432.889,38.2906255,50.50850028
21015,0.331245542,3614774.669,63.44345346,52.74434452
21400,0.116104105,2230610.886,78.71481329,38.34534672
21450,0.284982803,2413442.009,76.91818272,36.19181514
21460,0.057037036,19272804.91,-68.60889331,-39.72110273
21461,0.03887677,8227437.275,146.0884596,-26.14465047
21520,0.036296297,3650396.727,61.64682289,43.12510269
21584,1.389872263,1276730.516,115.5457399,43.77953811
21585,1.013917208,4207934.723,54.46030061,52.19575295
21598,1.232283374,18290823.93,-59.62574047,-29.34099072
21602,0.58634124,3363804.479,78.71481329,16.07699615
21612,0.016516201,3916134.792,62.54513817,29.36955533
21710,1.27162873,2460070.54,76.01986743,40.43620685
21716,1.088076885,9040591.74,140.6985679,-37.60847846
23166,0.810000002,3368951.19,67.03671459,33.22514052
24695,1.183046701,9826915.136,8.646221124,9.913968571
27338,0.750571993,1063033.184,94.8844884,43.12510269
27357,0.139999997,17884559.26,-60.52405575,-22.85734615
27373,0.521333343,5081602.982,46.37546306,36.19181514
27472,0.854328419,8417763.33,150.580036,-25.33104167
27485,0.913222377,5744526.451,32.9007338,49.34878108
21975,0.588761202,9256983.717,32.9007338,-13.42297741
22003,0.399453175,10508881.69,14.93442811,-8.989674489
22039,0.590333319,19020560.89,-68.60889331,-30.1249931
22065,0.124273938,3513653.539,64.34176874,51.07786445
22084,0.023333333,18735381.67,-68.60889331,-26.95256711
22121,0.105549186,1466215.776,91.29122726,45.70002889
22638,1.129999995,2037394.866,126.3255233,34.72190291
22369,2.186666701,8258226.978,1.459698851,42.46353935
22381,0.106189928,10690659.81,19.42600453,-17.77494155
22457,1.072301805,2396966.678,79.61312857,29.36955533
22646,0.962124993,10727080.51,-3.930192854,12.57406233
22815,0.303280381,1511196.677,103.8673751,22.88756048
22857,0.014259259,18773859.77,-67.71057803,-45.67717695
22858,0.619998289,2364345.102,85.90133556,22.05267853
22874,0.409549668,10150920.17,1.459698851,14.33245432
22875,1.750068426,18616597.74,-60.52405575,-35.43356495
22906,0.629421494,2073185.829,97.57943425,18.66455611
22964,0.769999981,17824920.01,-55.13416405,-27.75467148
23037,0.442829841,9008843.391,38.2906255,-16.04546807
23358,1.032672913,2868179.222,78.71481329,55.89339366
23487,0.866333349,5057370.997,47.27377834,34.72190291
23493,0.644679117,9468435.437,31.10410323,-14.30066122
23661,0.487793535,3468737.559,69.73166044,25.36067104
23702,0.345972221,10366665.65,18.52768925,-11.65802482
23809,0.698000008,2993446.294,69.73166044,40.43620685
23831,0.758333315,17953474.76,-60.52405575,-23.68725562
23905,0.317818188,4541737.062,52.66367005,36.19181514
23936,0.652173913,2982365.396,137.1053068,35.46024618
23948,1.265280718,2456432.432,77.816498,31.70207379
23986,0.004842086,8455628.613,29.30747266,2.728475555
24116,0.066759415,6332796.76,125.4272081,-16.91221321
24392,1.27513362,8831810.733,147.8850902,-31.67419348
24424,1.333902359,12324573.31,-83.88025314,32.46685781
24502,0.027854871,3506237.173,70.62997573,59.72493528
24524,1.715957073,8900942.679,140.6985679,-36.1653808
24581,1.399999965,18248089.15,-69.50720859,-51.61997903
24638,0.877755914,3936715.623,80.51144385,8.127972805
24749,0.010554919,2152149.345,79.61312857,38.34534672
24750,0.74666667,5868258.632,30.20578794,51.64027117
24775,0.031615961,5608240.237,39.18894078,38.34534672
24782,0.498690454,3008273.06,71.52829101,50.50850028
24858,0.191477239,19189754.31,-66.81226274,-37.60847846
25082,1.29497669,18169762.15,-58.72742519,-28.55084903
25115,1.034614072,9650992.513,8.646221124,12.57406233
25027,0.388197809,11099187.01,-8.421769274,12.57406233
25228,0.474999994,11582236.67,19.42600453,-31.67419348
25373,2.440317631,11148569.81,-93.76172127,41.79485858
25388,0.659574468,3145277.597,139.8002526,39.95959919
25436,1.869365096,972542.0622,114.6474247,38.34534672
25467,0.78382284,9396065.868,146.9867749,-38.31966386
25497,0.973398053,1949262.542,82.30807442,41.79485858
25506,0.007980541,10706776.05,21.2226351,-20.33727238
25524,0.064761905,6235027.098,39.18894078,24.54169549
25533,1.750068426,18554061.25,-59.62574047,-38.31966386
25550,1.365017115,8971076.186,140.6985679,-36.89036885
25619,0.6383358,2443741.849,86.78874097,20.36802369
25649,0.076633381,8321230.122,21.2226351,16.07699615
25910,0.328545648,11325325.74,-12.01503041,13.45489258
25938,0.2409091,6289338.561,44.57883249,15.20655249
25998,0.129449176,2016266.375,93.98617312,53.2860827
26030,1.707371308,18368051.17,-58.72742519,-32.43921198
26047,0.361293114,9297341.209,34.69736436,-16.04546807
26073,1.048804774,9018691.79,148.7834054,-33.19773203
26101,0.338636362,10177940.3,32.00241851,-25.33104167
26132,0.931064811,4026764.6,77.816498,9.022090045
26168,0.751370297,1057663.099,103.9095891,26.98184341
26217,0.404229822,3644520.105,63.44345346,53.82100625
26239,0.339999994,7646889.145,39.18894078,1.824838998
26262,0.551358749,9504424.059,14.93442811,6.333885882
26266,0.401754346,8446552.307,24.81589624,9.022090045
26314,0.179433617,1532630.534,86.79965084,36.19181514
26345,1.750068426,18744522.19,-62.11709094,-39.83687304
26379,0.512020204,2327651.485,77.816498,42.46353935
26417,0.569999993,11713833.16,20.1493858,-34.69497692
26466,1.732788478,10714642.99,-102.7448741,43.77953811
26515,0.306740791,8220716.424,24.81589624,12.57406233
26534,1.349180746,18982936.15,-65.91394746,-32.43921198
26567,1.127957565,10610143.82,-92.86340598,46.94469194
26611,1.303346618,2586120.373,132.6137303,45.0670023
26685,1.09666664,17776707.82,-55.13416405,-26.95256711
26733,0.416755636,9432592.933,33.79904908,-16.91221321
26767,0.060861536,7567681.781,120.0373164,-30.1249931
26829,0.865172258,4637145.634,48.17209363,52.74434452
26834,0.880475679,3854579.802,80.51144385,9.022090045
26857,0.060789472,17998975.23,-68.60889331,-53.80170907
26877,0.130376773,10688493.23,24.81589624,-24.51186634
26883,0.540000002,3350799.394,66.13839931,36.91655438
26976,0.022819539,2548357.194,130.8170998,48.16090152
27004,0.069696971,3932527.418,61.64682289,30.93086991
27092,0.802847033,4774823.232,46.37546306,49.93214842
27108,1.720900619,18312107.44,-57.12424394,-35.43356495
27112,1.34424487,2592729.024,77.816498,28.57963469
27114,0.094951878,537131.4744,100.2743801,40.43620685
27131,0.770636201,1110127.271,107.4609024,26.98178314
27295,0.051515152,6176389.124,41.88388664,21.21278221
27525,1.186543045,2598909.809,76.91818272,30.15333299
27541,0.222616974,11186245.36,14.93442811,-19.48764166
27558,0.279409764,8579214.911,149.6817207,-27.75467148
27620,2.17857148,7994692.762,4.154644703,43.77953811
27682,0.27641025,18111549.36,-68.60889331,-52.72455261
27718,0.498918554,8204501.895,146.9867749,-25.33104167
27743,0.478951956,8664952.67,23.01926567,8.127972805
27746,1.731477503,18857884.91,-63.21900161,-35.43356495
27748,1.663830294,9227883.556,143.3935137,-38.31966386
27782,0.330624999,7179276.826,13.13779754,47.55634683
27793,1.626666705,7955574.14,2.358014135,46.32592291
27867,0.204881281,82701.4477,102.969326,36.52390306
27876,0.843137255,3498642.786,144.291829,43.77953811
27878,0.072254371,1555956.48,118.2406858,29.36955533
27880,1.750068426,18777481.01,-62.32068632,-35.43356495
28106,0.912923038,7577599.694,116.4440552,-30.90275818
28113,0.202222228,2034021.119,108.6990374,18.66455611
27981,1.03845278,5258107.684,39.18894078,51.64027117
28002,0.886976863,10961722.26,-7.52345399,13.45489258
28063,0.034999999,17725763.04,-55.13416405,-26.14465047
28168,0.434350445,10838039.88,-3.03187757,9.913968571
28205,0.242316811,10753618.72,16.73105868,-15.17488847
28212,0.14359664,9099932.627,27.51084209,-4.500736801
28229,0.018816081,10696724.51,1.459698851,6.333885882
28280,0.953757703,1466623.156,114.6474247,26.98178314
28309,0.912923038,7661602.457,116.4440552,-31.67419348
28317,0.5477517,9361536.763,26.61252681,-7.199269999
28366,0.914546008,7561952.004,115.5457399,-30.90275818
28397,1.883842959,8953963.334,143.3935137,-35.43356495
28436,1.362410822,9107671.594,147.8850902,-34.69497692
28438,0.398741371,1937136.13,82.30807442,41.11907488
28442,0.816841996,10561711.18,-1.235247001,11.69016253
28453,1.049999974,18184138.46,-64.11731689,-23.68725562
28463,0.24872727,10787947.84,28.40915737,-30.1249931
28469,0.532591335,7039942.615,37.39231022,13.45489258
28543,0.490021084,11009272.05,-2.133562286,6.333885882
