mean_rye_Y,NEAR_DIST,NEAR_RANK,NEAR_X,NEAR_Y
0.131694916,8939076.391,5839,25.71421152,-33.19773203
0.545999996,12414456.39,7443,144.291829,-36.89036885
0.09,9117668.78,5958,23.01926567,-33.94967734
1.14291661,3127051.966,3228,26.61252681,63.96250188
0.043365939,2189892.042,1880,83.20638971,50.50850028
2.908301279,1492411.539,759,49.07040891,54.34915586
0.82378757,1919137.7,1381,33.79904908,44.5663213
0.125333334,8045383.607,5578,32.87355237,-26.95256711
0.705455397,15302747.47,8221,-69.50720859,-33.19773203
0.598314919,807675.888,137,57.2977493,49.34887754
0.691423911,2892288.151,2913,21.2226351,46.94469194
1.67222225,4172729.065,4080,107.4609024,39.7462773
0.346499997,10314138.83,6816,120.9356316,-30.1249931
1.191261832,15048951.04,8166,-65.01563217,-35.43356495
0.906156242,9723431.574,6427,-109.0330811,49.93214842
0.070620999,5551244.149,5328,130.8170998,49.34878108
1.720000029,5215002.071,5051,123.6305775,45.0670023
0.309749998,12432400.21,7448,150.580036,-30.1249931
0.121969697,8304480.339,5613,25.71421152,-26.95256711
0.545000022,13699932.18,7690,-63.21900161,-16.04546807
0.511874996,11638638.45,7277,136.2069915,-33.94967734
1.541976659,9983746.335,6636,-98.25329769,45.70002889
0.244651335,1972358.258,1481,54.46030061,59.72493528
0.955892091,14494632.35,8028,-59.62574047,-33.19773203
0.550275137,13236742.15,7539,-50.64258763,-24.51186634
0.107121213,7900667.948,5565,27.51084209,-23.68725562
1.026326245,15113957.14,8179,-64.11731689,-38.31966386
4.840122083,4504444.953,4372,-3.03187757,56.39488812
0.327857146,14370611.44,7975,-90.64361789,-0.200835807
1.190909138,14734425.2,8094,-64.11731689,-30.90275818
0.092307696,15344267.67,8230,-64.54766345,-43.1012148
0.984438456,9713198.186,6421,-92.86340598,46.94469194
0.475430679,2595218.846,2515,86.79965084,55.38530466
0.017373738,2596765.328,2517,88.59628141,41.11907488
2.698095885,9249596.065,6048,-109.9313964,54.34915586
0.578659876,2178689.901,1860,31.10410323,41.08043594
0.042,9358941.029,6133,123.6305775,-16.15232671
0.890833334,882085.655,182,67.93502988,41.79485858
1.207442641,14787085.55,8105,-63.21900161,-33.19773203
4.722330928,4346832.155,4207,1.459698851,48.16090152
3.714481329,1517297.257,784,52.66367005,55.38530466
2.349195757,1195374.228,428,42.78220192,43.12510269
2.074623056,3329046.241,3420,15.8327434,45.0670023
1.377440539,10793105.1,7038,-106.3381352,39.7462773
1.203383045,14513073.19,8038,-61.42237104,-30.90275818
1.39632346,3071880.087,3164,23.01926567,60.17552063
0.690000027,14051327.31,7830,-60.52405575,-24.51186634
1.692671956,1863235.426,1285,35.59567965,39.04931339
1.602727299,5051439.423,4906,111.9524788,29.36955533
0.302592598,3101113.214,3201,93.98617312,39.04931339
2.077735799,9697271.082,6406,-81.18530729,43.12510269
1.576666693,5491237.698,5293,115.5457399,26.98178314
0.057272727,11616776.45,7273,144.291829,-25.33104167
3.376837353,3220023.319,3324,16.73105868,48.75837299
0.138939395,8000041.555,5574,29.30747266,-25.33104167
0.504533342,14364037.37,7968,-77.59204615,-9.881638007
0.147954544,11533164.05,7253,146.9867749,-21.18220445
0.944955111,14439542.15,8006,-57.8291099,-34.86326745
0.731000012,1957312.687,1446,78.71481329,36.19181514
1.389999986,1338357.67,579,73.32492158,41.11907488
0.262777782,13646890.77,7671,-74.8971003,-3.598665039
1.180000047,14616122.99,8064,-63.21900161,-30.1249931
0.150000006,13981726.2,7801,-62.32068632,-21.18220445
2.376405492,1906430.148,1358,35.59567965,50.50850028
0.511363657,13525075.53,7631,-65.01563217,-11.65802482
2.61040243,1440380.186,692,46.37546306,52.74434452
1.207442641,15009311.81,8154,-63.21900161,-37.60847846
1.207442641,14502749.64,8033,-58.72742519,-34.69497692
0.85313545,4973571.814,4834,-2.133562286,38.34534672
1.190909138,14154536.22,7876,-60.52405575,-26.14465047
0.103750004,13605101.64,7660,-67.71057803,-9.881638007
2.375051589,1965108.413,1461,75.12155215,55.38530466
0.316249098,1127318.006,370,44.57883249,39.04931339
0.027500001,13501150.08,7622,-62.32068632,-14.30066122
0.627083344,13928083.47,7776,-76.69373087,-5.401677201
0.300000003,14384782.6,7983,-91.21737291,-0.012708851
0.07933398,2958924.751,3011,93.08785783,54.87057396
1.720000029,5056215.118,4912,122.7322622,47.55634683
1.688148176,5256564.442,5091,122.7322622,42.46353935
1.704074102,2042443.81,1607,82.30807442,43.77953811
2.110967152,2914551.534,2948,23.01926567,56.39488812
0.473801649,12142378.99,7373,146.0884596,-30.90275818
0.738220786,2007117.9,1539,80.51144385,50.50850028
0.818181851,14241380.9,7916,-64.11731689,-22.85734615
0.046666666,13020899.32,7524,147.8850902,-42.43939291
0.33136365,14055925.34,7833,-63.21900161,-21.18220445
0.353482255,10006749.18,6656,-123.1842235,48.16090152
1.720000029,5569750.872,5338,114.6474247,24.54169549
0.005904161,15703241.03,8280,-70.40552388,-40.4112881
0.254529854,3191584.639,3295,95.78280368,57.378289
0.09882353,8228793.727,5600,32.37702273,-28.55084903
0.3215393,9105741.675,5951,-97.3549824,53.82100625
0.017777778,1322642.917,562,72.4266063,39.04931339
0.860000014,14300221.69,7940,-73.10046973,-13.42297741
0.130909096,15090101.76,8176,-69.50720859,-29.34099072
3.373820754,4623957.377,4498,-2.133562286,47.55634683
1.207442641,14826983.91,8114,-63.21900161,-33.94967734
3.107324123,1794261.623,1169,68.83334516,56.39488812
0.026776621,15303483.47,8222,-67.71057803,-36.1653808
0.501666675,3132695.381,3235,91.29122726,33.22514052
0.065037356,10286565.43,6802,-91.9650907,41.11907488
0.557407417,2628350.421,2566,89.49459669,43.12510269
0.068249999,12584919.15,7481,150.580036,-32.43921198
1.337318832,961655.4862,237,54.46030061,50.50850028
0.960341719,1171201.674,403,61.64682289,52.19575295
0.414477995,2689576.035,2646,90.39291198,50.50850028
0.518181839,13846652.37,7744,-65.01563217,-16.04546807
0.216485919,15775989.56,8294,-70.40552388,-42.43939291
0.122222227,15495329.07,8256,-66.81226274,-42.43939291
1.170000046,14127530.93,7862,-57.8291099,-29.34099072
1.619666694,5342611.265,5171,113.7491094,26.98178314
0.072827908,6088004.335,5538,138.003622,48.16090152
0.34841445,9047051.733,5912,-70.40552388,45.0670023
1.180149311,10245137.03,6776,-78.49036144,36.19181514
0.479166667,763137.7512,120,66.13839931,44.42683895
1.951000876,9380294.317,6147,-106.3381352,52.74434452
0.309090921,15104750.07,8177,-68.60889331,-30.90275818
1.207442641,14758251.82,8100,-61.42237104,-35.43356495
1.861236791,1344387.12,583,61.64682289,53.82100625
4.339490559,4526132.263,4391,-1.235247001,48.75837299
1.677000028,4158685.534,4069,99.37606482,26.98178314
3.107324123,1717409.492,1052,67.93502988,55.89339366
1.720000029,3819112.123,3837,97.57943425,30.15333299
0.470000019,14088724.25,7847,-65.01563217,-19.48764166
0.423484856,14017861.65,7816,-74.8971003,-8.095480024
0.167294363,9928694.411,6596,-109.9313964,48.16090152
0.049259261,15956125.33,8342,-71.30383916,-46.30332975
0.742781616,2366096.759,2170,82.30807442,55.89339366
0.135333334,8218283.938,5598,30.20578794,-27.75467148
1.130000045,14644657.18,8071,-64.11731689,-29.34099072
1.207442641,15012297.72,8156,-64.11731689,-36.1653808
0.046452655,697177.3211,90,50.86703948,46.32592291
0.173055558,13558739.81,7641,-75.79541558,-1.792030028
0.07763889,13241394.73,7540,-70.40552388,-2.695687276
1.569353636,9633987.168,6350,-81.18530729,43.77953811
0.8125,1206022.815,442,66.13839931,51.07786445
1.720000029,4411909.943,4268,104.7659565,30.15333299
6.295630179,3840164.506,3854,7.74790584,52.19575295
0.014333334,1864371.925,1289,78.71481329,38.34534672
1.687382735,2287207.214,2046,30.20578794,51.07786445
0.575153736,6118758.58,5543,136.2069915,45.0670023
1,1386277.809,630,70.62997573,50.50850028
0.470806685,2117073.893,1746,64.34176874,60.61998849
0.645699193,2582645.617,2501,27.51084209,37.63441344
1.113912599,9799773.684,6496,-101.8465588,48.16090152
1.126605583,9699348.373,6411,-107.2364505,49.93214842
0.615000024,13881973.31,7759,-63.21900161,-18.63347536
0.394126415,10120497.68,6711,-80.286992,38.34534672
1.620495895,2857253.552,2871,85.00302027,29.36955533
0.995458084,9939200.476,6609,-124.3044409,48.75837299
1.706870257,5718392.758,5415,116.4440552,24.54169549
0.237735847,12959233.09,7521,146.9867749,-42.43939291
0.009545454,12049499.87,7349,146.9867749,-28.55084903
1.921269617,1867801.085,1294,43.6805172,56.39488812
0.23689752,15562053.4,8266,-71.30383916,-35.43356495
1.66702116,9961907.455,6623,-97.3549824,45.70002889
4.884554551,3673648.745,3716,10.44285169,56.39488812
0.688253533,9799682.92,6494,-118.0162339,49.93214842
1.562333359,3790197.68,3815,102.0710107,38.34534672
1.207442641,14746045.93,8095,-63.21900161,-32.43921198
1.3063218,11436110.82,7231,-107.2364505,33.97684583
4.025396824,1766634.12,1128,39.18894078,52.19575295
0.375,1538858.172,812,76.01986743,44.42683895
1.892690365,9703927.204,6413,-82.98193786,43.77953811
0.159387671,2378702.297,2179,77.816498,59.26817571
0.684814826,4499186.035,4362,113.7491094,44.42683895
0.409499997,10357171.43,6839,116.4440552,-33.94967734
0.286363634,12590043.21,7482,146.0884596,-37.60847846
0.392502385,867785.7837,171,48.17209363,46.32592291
0.721088817,10297523.3,6806,-81.18530729,36.91655438
2.989412268,1690883.402,1011,65.24008402,56.39488812
0.089249999,11345374.06,7206,134.4103609,-31.67419348
1.133636382,3260130.019,3361,91.29122726,30.93086991
0.832006336,11168554.36,7168,-99.15161297,34.72190291
0.15527778,13571042.71,7647,-74.8971003,-2.695687276
1.51303488,1064017.173,316,44.57883249,44.42683895
0.446249997,12273466.96,7408,150.580036,-27.75467148
0.310000012,15401776.04,8239,-67.71057803,-38.31966386
0.543103444,11402177.85,7222,134.4103609,-32.43921198
0.637037048,3033551.768,3116,92.18954255,36.91655438
1.070000043,14201161.5,7896,-58.72742519,-29.34099072
0.08590909,9489858.032,6233,123.6305775,-17.77494155
0.788973981,13663633.56,7679,-53.33753348,-27.75467148
4.382345696,3604169.185,3662,11.34116698,49.93214842
0.40133334,2187800.163,1877,82.30807442,37.63441344
4.607559363,4296006.607,4166,2.358014135,47.55634683
0.66363639,14130500.49,7865,-59.62574047,-26.95256711
1.145557801,15831836.16,8304,-67.71057803,-54.85176549
0.161186854,2618480.259,2550,27.51084209,36.74777722
0.028,8458884.289,5643,23.91758095,-27.75467148
0.043157279,2237497.859,1966,51.76535476,61.91726393
1.320836809,2103881.155,1719,32.00241851,41.11907488
6.484633639,3715980.803,3744,9.544536408,52.74434452
0.06011192,1863776.603,1287,58.95187703,58.80518597
0.640000025,13908513.04,7771,-65.01563217,-16.91221321
0.136618004,2269664.83,2016,76.01986743,58.80518597
1.016264223,14483246.32,8027,-60.52405575,-31.67419348
1.616576135,15859855.84,8311,-68.50953843,-52.17571157
0.470909087,12123744.25,7369,141.5968832,-35.43356495
0.004772727,9647739.959,6365,114.6474247,-26.95256711
2.460270683,1789646.469,1162,44.57883249,55.89339366
0.977453567,14535135.26,8043,-57.24850621,-37.60847846
1.720000029,3495855.71,3580,98.47774954,38.34534672
1.780952385,2867877.634,2882,25.71421152,58.80518597
0.481481481,1975655.566,1487,81.40975914,46.32592291
0.429545451,12483963.41,7460,150.580036,-30.90275818
0.115652174,8137703.862,5588,32.61668465,-27.75467148
3.267521411,15937894.32,8335,-69.50720859,-53.26653887
1.720000029,4382748.448,4242,103.8676412,29.36955533
0.029305554,3231188.335,3337,26.61252681,65.49782458
0.06973771,15442828.95,8246,-68.60889331,-37.60847846
1.720000029,5165837.163,5012,123.6305775,46.32592291
0.536641174,15105039.24,8178,-63.21900161,-39.72110273
1.70961676,2756423.399,2732,30.20578794,60.61998849
0.044444446,15297801.09,8220,-66.81226274,-37.60847846
0.344000006,3301595.79,3401,95.78280368,37.63441344
1.363294298,9295366.272,6079,-115.3212881,54.34915586
1.741662539,16267872.9,8395,-74.8971003,-48.73681047
0.299560933,13320335.49,7562,-49.74427234,-26.95256711
3.397213899,1704163.329,1034,38.2906255,49.93214842
1.811961438,9777033.904,6476,-78.49036144,41.11907488
0.958035171,1248942.596,481,62.54513817,52.74434452
0.755454575,13331057.12,7566,-58.72742519,-16.04546807
0.157666669,1790466.953,1163,77.816498,38.34534672
1.720000029,3613409.409,3667,97.57943425,33.97684583
0.387000006,1741064.155,1084,76.01986743,36.19181514
0.051535522,15504040.99,8257,-68.60889331,-39.02388406
0.036446281,11813172.02,7304,146.0884596,-26.14465047
0.040925927,287713.325,16,60.7485076,42.46353935
1.640370398,4635535.899,4509,115.5457399,44.42683895
3.301531792,1144565.081,384,54.46030061,52.19575295
0.045303032,14537976.72,8045,-67.71057803,-22.85734615
1.090000043,14274883.59,7928,-59.62574047,-29.34099072
0.524999996,11828331.08,7307,138.9019373,-33.94967734
0.384553435,3948165.805,3921,108.3592177,51.64027117
0.840095657,2259636.756,2003,43.6805172,60.61998849
1.330462954,1486976.033,749,75.12155215,41.11907488
0.533076919,12210158.88,7390,140.6985679,-37.60847846
0.693110602,16291768.53,8399,-74.8971003,-51.279299
2.995326978,3352157.327,3442,14.93442811,52.74434452
0.581413344,9964121.547,6625,-82.98193786,41.11907488
0.010416667,1512453.118,778,75.12155215,46.94469194
0.388956519,10511586.94,6913,120.0373164,-33.19773203
0.460000018,15060887.59,8167,-68.60889331,-30.1249931
0.304578956,1104414.037,348,63.44345346,51.07786445
0.018181819,14873174.1,8126,-68.60889331,-26.95256711
0.143333336,2666789.973,2612,90.39291198,46.32592291
1.966470427,9435402.788,6192,-110.8297117,52.74434452
1.059045184,13216361.99,7536,-49.74427234,-25.33104167
1.937722736,4520205.644,4385,1.459698851,42.46353935
0.814393953,14300846.56,7941,-75.79541558,-10.77115798
0.261143825,1717304.415,1051,75.12155215,51.64027117
0.196060613,14482479.44,8026,-67.71057803,-22.02227995
1.072766576,1709704.876,1039,50.86703948,56.88983661
1.191272762,5920861.242,5501,126.3255233,34.72190291
0.534242433,4719967.196,4598,102.969326,22.8875601
0.991268742,4491578.342,4354,116.4440552,52.19575295
0.011111112,15650671.02,8275,-67.71057803,-45.04389138
1.207442641,14685904.27,8082,-60.52405575,-35.43356495
0.551212128,13762796.25,7715,-77.59204615,-2.695687276
1.336533949,13810606.82,7733,-55.13416405,-27.75467148
0.249666674,14335410.78,7954,-69.50720859,-17.77494155
0.965030528,10485659.45,6902,-85.67688371,36.91655438
2.389974486,2132140.214,1778,77.816498,55.89339366
0.531241653,9447992.785,6200,-76.69373087,43.77953811
1.231728697,9129973.774,5966,-72.20215445,45.0670023
1.254454547,982983.1785,255,68.83334516,40.43620685
0.590909114,13998236.22,7806,-60.52405575,-23.68725562
0.646285522,11544157.41,7256,-104.5415047,32.46685781
2.180572681,16217006.16,8387,-73.99878502,-49.91109703
0.023863636,9551996.677,6283,125.4272081,-16.91221321
0.646250026,13981829.73,7802,-65.91394746,-16.91221321
3.613967674,3333986.784,3424,17.61328382,59.72493528
2.069633252,9802144.161,6500,-87.47351428,44.42683895
0.598499995,12330092.58,7423,147.8850902,-31.67419348
1.224932204,10809064.81,7045,-82.98193786,32.46685781
0.073983908,2140425.553,1792,69.73166044,59.72493528
0.337909088,11600993.94,7271,138.003622,-31.67419348
0.614249995,12110728.79,7365,140.6985679,-36.1653808
0.066310717,9341903.197,6115,-78.49036144,45.70002889
1.959486224,15914145.16,8329,-69.50720859,-51.05732034
0.432727277,14337991.82,7957,-89.27014485,-0.688524392
5.155402511,3790940.475,3816,8.646221124,50.50850028
0.150000006,15264765.76,8213,-66.81226274,-36.89036885
0.595000024,14130071.12,7864,-64.11731689,-21.18220445
1.347333356,3168071.877,3274,92.18954255,33.97684583
1.720000029,3948492.407,3922,101.1726954,33.22514052
1.145454591,14153930.21,7875,-58.72742519,-28.55084903
0.116666667,9040663.968,5907,19.42600453,-31.67419348
0.219545453,11604693.46,7272,147.8850902,-21.18220445
1.720000029,4776206.421,4659,114.6474247,39.04931339
0.876243726,1942938.898,1427,33.79904908,41.79485858
0.335999997,12700180.28,7498,146.9867749,-38.31966386
1.321851874,1982807.615,1497,81.40975914,42.46353935
0.55407987,1866769.79,1292,34.69736436,41.9418091
1.207442641,14723108.61,8091,-59.62574047,-37.60847846
0.587999996,12160787.57,7377,140.6985679,-36.89036885
0.304583338,13776167.07,7717,-76.69373087,-3.598665039
0.357002912,2921677.407,2960,93.08785783,53.2860827
1.197380619,14379775.09,7981,-58.72742519,-32.43921198
0.582749996,12498956.75,7463,148.7834054,-33.19773203
0.072121212,7904509.963,5566,32.00241851,-25.33104167
1.677000028,4526482.272,4393,103.8676412,26.98178314
0.167433161,13466739.28,7613,-51.54090291,-26.95256711
1.607211335,1361852.408,602,62.54513817,53.82100625
0.243666671,2544766.498,2446,85.90133556,36.19181514
0.282443174,13384244.94,7582,-52.4392182,-24.51186634
0.965954113,15017480.63,8158,-62.10727297,-39.72110273
0.772020197,1610508.959,904,76.91818272,43.12510269
0.07,9307712.255,6088,20.1493858,-34.69497692
1.080000043,14967020.36,8143,-65.91394746,-32.43921198
0.40457366,9687586.75,6401,-91.9650907,46.94469194
1.420445114,2284476.48,2038,36.49399493,57.86029637
1.706703559,5835016.529,5470,132.6137303,45.70002889
1.657454573,4207278.605,4099,101.1726954,28.57963469
0.991452395,13760868.18,7712,-55.13416405,-26.95256711
0.293999998,10256559.41,6781,120.0373164,-30.1249931
3.200644629,1318101.706,554,48.17209363,52.19575295
4.508072779,15878132.65,8318,-68.60889331,-53.26653887
0.015925926,5575325.724,5341,130.8170998,48.75837299
2.443045288,1170671.09,402,46.37546306,49.34878108
1.095986397,14413390.82,7993,-57.12424394,-35.43356495
0.143333336,3473653.993,3560,99.37606482,41.11907488
1.720000029,4822612.724,4700,107.4609024,26.98178314
2.420882593,9267548.12,6062,-111.7280269,54.34915586
0.569032254,11764757.85,7296,138.003622,-33.94967734
0.009259259,1429237.95,683,74.22323686,46.32592291
1.019259276,2976264.148,3037,93.98617312,43.77953811
0.109090913,13944174.39,7783,-60.52405575,-22.85734615
0.209808826,10777534.71,7032,-93.76172127,36.91655438
0.396136361,12108373.96,7364,150.580036,-25.33104167
1.149932555,2037667.902,1599,32.9007338,48.75837299
1.198034797,2290555.337,2055,40.08725607,59.72493528
0.137454544,12203403.84,7389,149.6817207,-27.75467148
2.44933106,4266673.867,4148,4.154644703,43.77953811
1.560962603,3006393.707,3079,21.2226351,40.43620685
3.214053185,15866612.87,8313,-68.60889331,-52.17571157
0.467727269,11826089.2,7306,146.9867749,-25.33104167
1.207442641,14903348.09,8133,-63.21900161,-35.43356495
0.24447761,12446098.61,7450,143.3935137,-38.31966386
0.781818195,13992832.81,7805,-77.59204615,-5.401677201
0.955512534,3496786.263,3581,13.13779754,47.55634683
2.604272683,4328040.34,4190,2.358014135,46.32592291
1.67222225,3849010.113,3859,102.0710107,36.91655438
1.628787906,5570288.86,5339,118.2406858,29.36955533
1.207442641,14830734.5,8116,-62.32068632,-35.43356495
0.418097305,11274430.22,7192,-97.3549824,33.22514052
4.138133094,1703262.16,1033,39.18894078,51.07786445
0.01364165,13710197.12,7691,-55.13416405,-26.14465047
0.629999995,10097464.66,6702,116.4440552,-30.90275818
0.156363639,5477686.347,5283,108.6990374,18.66455611
1.720000029,5416932.388,5231,114.6474247,26.98178314
0.629999995,10163230.17,6735,116.4440552,-31.67419348
1.619636719,9674258.127,6385,-83.88025314,44.42683895
1.775039347,16004810.03,8353,-70.40552388,-54.86213837
0.542093019,10042822.66,6673,115.5457399,-30.90275818
0.629999995,12252213.68,7403,143.3935137,-35.43356495
0.477749996,12530406.84,7470,147.8850902,-34.69497692
0.54148149,1993144.53,1518,81.40975914,41.79485858
0.818181851,14295519.91,7937,-64.11731689,-23.68725562
0.061090909,8526531.518,5658,28.40915737,-30.1249931
1.981710595,16231530.66,8390,-73.99878502,-51.64414811
0.069494951,2530165.201,2420,88.59628141,45.70002889
0.01469697,13810269.29,7732,-73.10046973,-7.199269999
0.501818202,13490619.41,7618,-61.42237104,-15.17488847
0.398181834,13656053.68,7674,-65.01563217,-13.42297741
0.200454544,11980873.97,7334,149.6817207,-24.51186634
0.083999999,10191442.73,6746,120.0373164,-29.34099072
0.7772323,4004415.422,3967,109.2575329,52.19575295
0.863636398,14523902.23,8040,-63.21900161,-28.55084903
0.110683654,2246352.646,1979,29.65366051,45.0670023
0.134166667,9190522.91,6007,19.42600453,-33.19773203
0.426176467,11647176.47,7279,137.1053068,-33.19773203
0.377999997,10456211.75,6889,119.1390011,-33.19773203
1.918604185,2607967.528,2535,26.61252681,53.82100625
2.459600067,4482338.131,4348,-3.03187757,59.09162487
0.730000029,14792993.01,8107,-65.91394746,-29.34099072
1.274074095,2214104.535,1930,84.10470499,41.79485858
0.392021233,15823303.47,8300,-67.71057803,-53.76279375
1.395273807,1887995.536,1327,35.59567965,38.34534672
0.120000001,8906342.186,5821,26.61252681,-33.19773203
0.020826446,9620913.18,6344,125.4272081,-17.77494155
0.34301628,5215389.031,5054,128.1221539,53.82100625
0.269643812,5311844.832,5145,129.9187845,54.34915586
0.256666665,12644839.15,7490,148.7834054,-35.43356495
0.080000003,13427766.19,7594,-61.42237104,-14.30066122
0.017181818,11915620.98,7322,141.5968832,-32.43921198
1.120000045,14247368.91,7917,-58.72742519,-30.1249931
1.051111129,5435459.603,5247,109.1691453,19.80694499
0.123250416,8970637.482,5860,-109.9313964,56.88983661
1.602727299,5294818.745,5126,111.9524788,25.36067104
3.075959238,3556127.159,3629,12.23948226,48.16090152
1.382488524,13884243.85,7762,-56.03247933,-27.75467148
0.608475546,1365160.49,607,58.05356175,54.34915586
0.085606063,14441897.2,8010,-68.60889331,-20.33727238
