Fishnet_ID,sunflower_HgHa,AET_mean,Growing_Mean,GDP_Mean,sunflower_Fertilizer
8118,NA,NA,NA,NA,0.022953133
8119,NA,NA,NA,NA,0.02334679
8120,NA,74.7797619,NA,2166.241137,0
8121,NA,NA,NA,NA,0.028666437
8122,NA,NA,NA,NA,0.02814297
8123,NA,279.7589286,3.681818182,2161.113229,2.055255234
8124,NA,NA,NA,NA,0.037788802
8125,NA,NA,NA,NA,0.035943553
8126,NA,NA,NA,NA,0.017266669
8127,NA,NA,NA,NA,0.020705786
8128,NA,NA,NA,NA,0.028972451
8129,NA,NA,NA,NA,0.023235066
8130,NA,NA,NA,NA,0.023505654
8131,NA,19.13095238,NA,NA,0.025991666
8132,NA,NA,NA,NA,0.016196371
8133,NA,NA,NA,NA,0.030472315
8134,NA,NA,NA,NA,0.013958954
8135,NA,NA,NA,NA,0.019624194
8136,NA,NA,NA,NA,0.026704645
8137,NA,NA,NA,NA,0.037002489
8138,NA,NA,1,NA,0.040048118
8139,NA,NA,NA,NA,0.021416684
8140,NA,NA,NA,NA,0.022042499
8141,NA,NA,NA,NA,0.031349985
8142,NA,NA,NA,NA,0.024299299
8143,NA,NA,5,NA,0.028052522
8144,NA,NA,7,NA,0.026360646
8145,NA,NA,NA,NA,0.043776487
8146,NA,NA,NA,NA,0.020848371
8147,NA,NA,NA,NA,0.016870834
8148,NA,NA,NA,NA,0.02648506
8149,NA,NA,NA,NA,0.044715739
8150,NA,NA,NA,NA,0.022824306
8151,NA,NA,NA,NA,0.020631441
8152,NA,NA,26.33333333,35687.73944,0
8153,NA,NA,NA,NA,0.034180541
8154,NA,NA,3.803030303,NA,0.028753066
8155,NA,NA,NA,NA,0.029797555
8156,NA,NA,NA,NA,0.018811742
8157,NA,NA,NA,NA,0.01985834
8158,NA,NA,NA,NA,0.025684374
8159,NA,NA,NA,NA,0.025179365
8160,NA,NA,NA,NA,0.027863383
8161,NA,NA,NA,NA,0.023884636
8162,NA,NA,NA,NA,0.034366661
8163,NA,NA,NA,NA,0.042801616
8164,NA,NA,NA,NA,0.029150347
8165,NA,NA,NA,NA,0.01768333
8166,NA,NA,NA,NA,0.02527266
8167,NA,391.8392857,NA,21431.4599,0
8168,NA,NA,4.886363636,NA,0.018552876
8169,NA,NA,NA,NA,0.023773919
8170,NA,NA,NA,NA,0.016500005
8171,NA,NA,NA,NA,0.01286936
8172,NA,381.7113095,NA,23616.9058,0
8173,NA,431.952381,NA,2161.113229,1.770947898
8174,NA,NA,NA,NA,0.026496772
8175,NA,NA,NA,NA,0.020724766
8176,NA,NA,NA,NA,0.023741458
8177,NA,NA,13.26666667,NA,0.031823741
8178,NA,NA,NA,NA,0.016977783
8179,NA,NA,NA,NA,0.02454813
8180,NA,NA,NA,NA,0.012704714
8181,NA,NA,NA,NA,0.026568745
8182,NA,NA,NA,NA,0.026062555
8183,NA,NA,15.4,2161.113229,0
8184,NA,NA,NA,NA,0.029356878
8185,NA,NA,NA,NA,0.025166958
8186,NA,NA,NA,NA,0.027774132
8187,NA,NA,NA,NA,0.0398451
8188,NA,NA,NA,NA,0.017421387
8189,NA,6.327380952,NA,NA,0.025824999
8190,NA,NA,NA,NA,0.016379512
8191,NA,NA,NA,NA,0.017692138
8192,NA,NA,NA,NA,0.02114158
8193,NA,NA,NA,NA,0.021181249
8194,NA,NA,NA,NA,0.02708087
8195,NA,NA,NA,NA,0.024081218
8196,NA,NA,NA,NA,0.020328125
8197,NA,386.5892857,NA,2161.113229,0
8198,NA,NA,NA,NA,0.024290089
8199,NA,NA,NA,NA,0.02511306
8200,NA,NA,NA,NA,0.029017357
8201,NA,NA,NA,NA,0.024005335
8202,NA,NA,NA,NA,0.039603673
8203,NA,NA,NA,NA,0.028098893
8204,NA,NA,NA,NA,0.044593198
8205,NA,NA,NA,NA,0.037660345
8206,1.353033309,800.9464286,NA,6448.150281,34.95653819
8207,NA,NA,NA,NA,0.020833331
8208,NA,NA,4.285714286,NA,0.021235551
8209,NA,NA,NA,NA,0.044639409
8210,NA,NA,NA,NA,0.018704268
8211,NA,NA,NA,NA,0.029818451
8212,1.424499965,840.4464286,NA,3807.754204,26.54873922
8213,NA,NA,NA,NA,0.02782607
8214,NA,3.904761905,NA,NA,0.031187656
8215,NA,NA,NA,NA,0.042456865
8216,NA,NA,NA,NA,0.02783177
8217,NA,NA,NA,NA,0.018140861
8218,NA,NA,NA,NA,0.027945829
8219,NA,NA,NA,NA,0.030312192
8220,NA,6.327380952,NA,NA,0.026076037
8221,NA,NA,NA,NA,0.017424275
8222,NA,NA,NA,NA,0.0222647
8223,NA,NA,39.5,NA,0.029207576
8224,NA,NA,NA,NA,0.02319826
8225,NA,NA,NA,NA,0.018076403
8226,NA,NA,NA,NA,0.024212555
8227,NA,NA,NA,NA,0.028567698
8228,NA,NA,NA,NA,0.030029043
8229,NA,NA,NA,NA,0.024292375
8230,NA,NA,NA,NA,0.025566669
8231,NA,NA,NA,NA,0.028699996
8232,NA,NA,NA,NA,0.026300667
8233,NA,NA,NA,NA,0.02758202
8234,NA,NA,NA,NA,0.029548516
8235,NA,NA,NA,NA,0.028993168
8236,NA,NA,NA,NA,0.033406591
8237,NA,NA,NA,NA,0.016914588
8238,NA,NA,NA,35687.73944,0.282598037
8239,NA,NA,NA,NA,0.022333337
8240,NA,NA,NA,NA,0.018767823
8241,NA,NA,NA,NA,0.022067602
8242,NA,NA,NA,NA,0.032762117
8243,NA,NA,NA,NA,0.020662774
8244,NA,NA,NA,NA,0.023359027
8245,NA,NA,NA,NA,0.027882049
8246,NA,NA,NA,NA,0.023684738
8247,NA,NA,NA,NA,0.01774479
8248,NA,NA,NA,NA,0.025647136
8249,NA,13.32738095,NA,NA,0.02729583
8250,NA,NA,NA,NA,0.019883519
8251,NA,NA,NA,NA,0.023756277
8252,NA,NA,NA,NA,0.012762264
8253,NA,NA,NA,NA,0.025305719
8254,NA,0.011904762,NA,NA,0.056115707
8255,NA,NA,NA,NA,0.027241585
8256,NA,NA,NA,NA,0.023749308
8257,NA,NA,NA,NA,0.036696264
8258,NA,NA,NA,NA,0.01566856
8259,NA,NA,NA,NA,0.020041095
8260,NA,NA,NA,NA,0.040426012
8261,NA,NA,NA,NA,0.028887881
8262,NA,NA,10.52066116,NA,0.029057754
8263,NA,NA,NA,NA,0.021306279
8264,NA,NA,NA,NA,0.031156041
8265,NA,NA,NA,NA,0.025453887
8266,NA,NA,NA,NA,0.016729895
8267,NA,NA,NA,NA,0.029626791
8268,NA,NA,NA,NA,0.037619845
8269,NA,NA,NA,NA,0.025297917
8270,NA,NA,NA,NA,0.035514918
8271,NA,NA,NA,NA,0.026589638
8272,NA,NA,NA,NA,0.034047217
8273,NA,NA,NA,NA,0.02949478
8274,NA,NA,NA,NA,0.020520776
8275,NA,NA,NA,NA,0.030655345
8276,NA,NA,NA,NA,0.020742168
8277,NA,NA,NA,NA,0.029148339
8278,NA,NA,NA,NA,0.024491677
8279,NA,NA,NA,NA,0.025243435
8280,NA,NA,NA,NA,0.033291782
8281,NA,NA,NA,NA,0.019001049
8282,NA,NA,0,NA,0.025276233
8283,NA,NA,0,NA,0.024870945
8284,NA,NA,0,NA,0.025033156
8285,NA,NA,0,NA,0.018221363
8286,NA,NA,0,NA,0.02185645
8287,NA,NA,0,NA,0.028481945
8288,NA,NA,0,NA,0.042621877
8289,NA,NA,0,NA,0.012939018
8290,NA,NA,0,NA,0.019579528
8291,NA,NA,0,NA,0.026874305
8292,NA,NA,0,NA,0.021553513
8293,NA,NA,0,NA,0.038248718
8294,NA,NA,0,NA,0.025428791
8295,NA,965.702381,0,290.7765819,1.870536421
8296,NA,NA,0,NA,0.021249884
8297,NA,NA,0,NA,0.021121971
8298,NA,NA,0,NA,0.063345156
8299,NA,NA,0,NA,0.023736382
8300,NA,NA,0,NA,0.038577778
8301,NA,NA,0,NA,0.023733107
8302,NA,NA,0,NA,0.035442517
8303,NA,NA,0,NA,0.020680673
8304,NA,NA,0,NA,0.019304287
8305,NA,NA,0,NA,0.036192789
8306,NA,NA,0,NA,0.017066674
8307,NA,NA,0,NA,0.025445076
8308,NA,NA,0,NA,0.029161835
8309,NA,NA,0,NA,0.029750106
8310,NA,NA,0,NA,0.021737731
8311,NA,NA,0,NA,0.018082983
8312,NA,NA,0,NA,0.023516662
8313,NA,NA,0,NA,0.023962207
8314,NA,NA,0,NA,0.028109058
8315,NA,NA,0,NA,0.017563603
8316,NA,NA,0,NA,0.035219863
8317,NA,NA,0,NA,0.034936901
8318,NA,NA,NA,NA,0.028757082
8319,NA,NA,NA,NA,0.0209579
8320,NA,NA,NA,NA,0.019073701
8321,NA,NA,NA,NA,0.019270142
8322,NA,NA,NA,NA,0.017332711
8323,NA,NA,NA,NA,0.040177084
8324,NA,NA,71.47619048,NA,0.037090974
8325,NA,NA,NA,NA,0.038850372
8326,NA,NA,NA,NA,0.015200378
8327,NA,NA,NA,NA,0.021432682
8328,NA,NA,NA,NA,0.03760578
8329,NA,NA,NA,NA,0.020737497
8330,NA,NA,NA,NA,0.021350005
8331,NA,NA,NA,NA,0.013815454
8332,NA,NA,NA,NA,0.017509945
8333,NA,NA,NA,NA,0.024438192
8334,NA,NA,NA,NA,0.027785439
8335,NA,NA,NA,NA,0.020716565
8336,NA,NA,NA,NA,0.030683008
8337,NA,NA,NA,NA,0.03320034
8338,NA,NA,NA,NA,0.029210387
8339,NA,NA,NA,NA,0.015688102
8340,NA,NA,NA,NA,0.018875183
8341,NA,NA,NA,NA,0.043149967
8342,NA,NA,NA,NA,0.02027172
8343,NA,NA,NA,NA,0.018273813
8344,NA,NA,NA,NA,0.023735066
8345,NA,NA,NA,NA,0.022474985
8346,NA,NA,NA,NA,0.017046187
8347,NA,NA,NA,NA,0.026235472
8348,NA,NA,NA,NA,0.0437115
8349,NA,NA,NA,NA,0.042001547
8350,NA,NA,NA,NA,0.015726445
8351,NA,NA,NA,NA,0.019689243
8352,NA,NA,NA,NA,0.025132324
8353,NA,NA,NA,NA,0.032367028
8354,NA,NA,3,NA,0.019034081
8355,NA,NA,NA,NA,0.01861267
8356,0.78182192,326.8303571,NA,3432.377275,53.20043073
8357,NA,NA,NA,NA,0.017683868
8358,NA,NA,5.739130435,NA,0.028532292
8359,NA,NA,NA,NA,0.024999998
8360,NA,395.9702381,NA,23616.9058,0.486543167
8361,NA,NA,NA,NA,0.02134594
8362,NA,NA,NA,NA,0.021599882
8363,NA,NA,NA,NA,0.035611948
8364,NA,3.601190476,NA,NA,0.025455079
8365,NA,NA,NA,NA,0.027798204
8366,NA,NA,NA,NA,0.025263024
8367,NA,NA,NA,NA,0.022270327
8368,NA,NA,NA,NA,0.025462631
8369,NA,NA,NA,NA,0.023015181
8370,NA,NA,NA,NA,0.0296969
8371,NA,NA,NA,NA,0.020393702
8372,NA,NA,NA,NA,0.017400009
8373,NA,NA,NA,NA,0.035423087
8374,NA,NA,NA,NA,0.014419678
8375,NA,NA,NA,NA,0.02622151
8376,NA,NA,NA,NA,0.020603476
8377,NA,NA,NA,NA,0.033770824
8378,NA,NA,NA,NA,0.025472622
8379,NA,NA,NA,NA,0.027933175
8380,NA,NA,NA,NA,0.017543936
8381,NA,NA,NA,NA,0.02107882
8382,NA,NA,4,NA,0.034469706
8383,NA,NA,NA,NA,0.019792477
8384,NA,NA,NA,NA,0.021999998
8385,NA,NA,NA,NA,0.030198077
8386,NA,NA,NA,NA,0.019212124
8387,NA,NA,1.568181818,NA,0.017214927
8388,NA,NA,NA,NA,0.03511369
8389,NA,369.0892857,NA,23616.9058,0
8390,NA,NA,NA,NA,0.030881191
8391,NA,NA,NA,NA,0.053024356
8392,NA,NA,NA,NA,0.030045724
8393,NA,NA,NA,NA,0.035613306
8394,NA,NA,50.27272727,NA,0.021374831
8395,0.349770761,587.1845238,NA,6448.150281,5.542596294
8396,NA,NA,NA,NA,0.016187634
8397,NA,NA,NA,NA,0.021800002
8398,NA,NA,NA,NA,0.020770697
8399,NA,NA,NA,NA,0.028558156
8400,NA,NA,1,NA,0.03133142
8401,NA,NA,NA,NA,0.021303946
8402,NA,NA,NA,NA,0.026011992
8403,NA,NA,NA,NA,0.042101435
8404,NA,NA,NA,NA,0.026788886
8405,NA,NA,NA,NA,0.026615419
8406,NA,NA,NA,NA,0.019738924
8407,NA,NA,NA,NA,0.021245158
8408,NA,NA,NA,20886.40251,0.090093878
8409,NA,NA,NA,NA,0.025031467
8410,NA,NA,NA,NA,0.028585758
8411,NA,NA,NA,NA,0.020486266
8412,NA,NA,NA,NA,0.015252843
8413,NA,NA,NA,NA,0.025871676
8414,NA,NA,NA,NA,0.01881667
8415,NA,NA,NA,NA,0.030035228
8416,NA,NA,NA,NA,0.025137312
8417,NA,NA,NA,NA,0.013734485
8418,NA,NA,NA,NA,0.02785423
8419,NA,NA,NA,NA,0.024073611
8420,NA,NA,NA,NA,0.022215694
8421,NA,NA,NA,NA,0.021982847
8422,NA,NA,NA,NA,0.019729427
8423,NA,NA,NA,NA,0.018422223
8424,NA,NA,NA,NA,0.022641205
8425,NA,NA,NA,NA,0.022797219
8426,NA,NA,NA,NA,0.03959818
8427,NA,NA,NA,NA,0.024212849
8428,NA,NA,NA,NA,0.035990959
8429,NA,NA,NA,NA,0.037898288
8430,NA,NA,NA,NA,0.013218027
8431,NA,NA,NA,NA,0.023785329
8432,NA,NA,NA,NA,0.022158324
8433,NA,NA,NA,NA,0.021100255
8434,NA,NA,NA,NA,0.018720839
8435,NA,NA,NA,NA,0.023012324
8436,NA,NA,NA,NA,0.021600001
8437,NA,NA,NA,NA,0.025292708
8438,NA,NA,NA,NA,0.027125001
8439,NA,NA,NA,NA,0.029187368
8440,NA,NA,NA,NA,0.021431548
8441,NA,NA,NA,NA,0.029351129
8442,NA,NA,NA,NA,0.023427746
8443,NA,NA,NA,NA,0.018444313
8444,NA,NA,NA,NA,0.023797655
8445,NA,NA,NA,NA,0.033004148
8446,NA,NA,NA,NA,0.020246244
8447,NA,NA,7.375,NA,0.018736615
8448,NA,NA,NA,NA,0.016356779
8449,NA,NA,NA,NA,0.02308507
8450,NA,NA,NA,NA,0.023633389
8451,NA,NA,NA,NA,0.021351897
8452,NA,NA,NA,NA,0.016404806
8453,NA,NA,NA,NA,0.013796801
8454,NA,NA,NA,NA,0.023238075
8455,NA,NA,NA,NA,0.042773621
8456,NA,NA,NA,NA,0.024591835
8457,NA,NA,NA,NA,0.020549566
8458,NA,NA,NA,NA,0.025918686
8459,NA,NA,NA,NA,0.020461786
8460,NA,NA,NA,NA,0.018360074
8461,NA,1069.702381,NA,813.2904404,0.938354222
8462,NA,NA,NA,NA,0.025312245
8463,NA,NA,NA,NA,0.017390785
8464,NA,NA,NA,NA,0.028928061
8465,NA,NA,NA,NA,0.020650002
8466,NA,NA,NA,NA,0.018139241
8467,NA,NA,NA,NA,0.021267505
8468,NA,NA,NA,NA,0.041293954
8469,NA,NA,NA,NA,0.017629158
8470,NA,NA,NA,NA,0.01310227
8471,NA,NA,NA,NA,0.018916675
8472,NA,NA,NA,NA,0.028946516
8473,NA,13.32738095,NA,NA,0.026660412
8474,NA,NA,NA,NA,0.029324981
8475,NA,NA,NA,NA,0.035520842
8476,NA,NA,NA,NA,0.023484055
8477,NA,NA,NA,NA,0.026986811
8478,NA,NA,NA,NA,0.027749132
8479,NA,NA,NA,NA,0.017473023
8480,NA,NA,NA,NA,0.018756693
8481,NA,NA,NA,NA,0.032300111
8482,NA,NA,NA,NA,0.025639663
8483,NA,NA,NA,NA,0.024806301
8484,NA,NA,NA,NA,0.036300378
8485,NA,NA,NA,NA,0.032362937
8486,NA,NA,NA,NA,0.028872222
8487,NA,NA,NA,NA,0.025728758
8488,NA,NA,NA,NA,0.017824991
8489,NA,NA,NA,NA,0.025287544
8490,NA,NA,NA,NA,0.042806058
8491,NA,NA,NA,NA,0.022943868
8492,NA,NA,NA,NA,0.043567652
8493,NA,NA,NA,NA,0.023107524
8494,NA,NA,NA,NA,0.019696101
8495,NA,NA,NA,NA,0.020962859
8496,NA,NA,NA,NA,0.023079483
8497,NA,0,NA,NA,0.02068186
8498,NA,NA,NA,NA,0.0224787
8499,NA,NA,NA,NA,0.024408149
8500,NA,NA,NA,NA,0.04430175
8501,NA,NA,NA,NA,0.0183375
8502,NA,NA,NA,NA,0.020258442
8503,NA,NA,NA,NA,0.029175168
8504,NA,NA,6,NA,0.023440535
8505,NA,NA,NA,NA,0.019049724
8506,NA,NA,NA,NA,0.027833586
8507,NA,NA,NA,NA,0.025923795
8508,NA,NA,NA,NA,0.024717244
8509,NA,NA,NA,NA,0.019527981
8510,NA,NA,NA,NA,0.024492764
8511,NA,NA,NA,NA,0.030499879
8512,NA,NA,NA,NA,0.026021385
8513,NA,NA,NA,NA,0.04081364
8514,NA,NA,NA,NA,0.025519963
8515,NA,NA,NA,NA,0.023299308
8516,NA,NA,7.836363636,NA,0.033229363
8517,NA,NA,NA,NA,0.019227266
8518,NA,NA,26.33333333,NA,0.028296336
8519,NA,NA,NA,NA,0.030319641
8520,NA,NA,NA,NA,0.02142726
8521,NA,NA,NA,NA,0.035770598
8522,NA,239.5059524,NA,2161.113229,0
8523,NA,NA,NA,NA,0.019724149
8524,NA,NA,NA,NA,0.016612507
8525,NA,NA,NA,NA,0.02742639
8526,NA,NA,NA,NA,0.017191549
8527,NA,NA,NA,NA,0.017765217
8528,NA,NA,NA,NA,0.027275238
8529,NA,NA,NA,NA,0.025309723
8530,NA,NA,NA,NA,0.022251031
8531,NA,NA,NA,NA,0.034895486
8532,NA,NA,NA,NA,0.031170125
8533,NA,NA,4.909090909,NA,0.019645376
8534,NA,NA,NA,NA,0.018906165
8535,NA,NA,13.NA6875,NA,0.024295715
8536,NA,NA,NA,NA,0.028239387
8537,NA,688.1160714,NA,213.7190138,2.583786032
8538,NA,NA,NA,NA,0.024622103
8539,NA,NA,NA,NA,0.048183771
8540,NA,NA,NA,NA,0.021702081
8541,NA,NA,NA,NA,0.026976563
8542,NA,NA,NA,NA,0.019624583
8543,NA,NA,NA,NA,0.047462625
8544,NA,NA,NA,NA,0.018243698
8545,NA,NA,NA,NA,0.018272146
8546,NA,NA,NA,NA,0.029397039
8547,NA,NA,NA,NA,0.027840856
8548,NA,NA,NA,NA,0.023367172
8549,NA,NA,NA,NA,0.017693031
8550,NA,NA,NA,NA,0.033712612
8551,NA,NA,NA,NA,0.015170133
8552,NA,NA,NA,NA,0.03025321
8553,NA,NA,NA,NA,0.044119647
8554,NA,NA,NA,35687.73944,0
8555,NA,NA,NA,NA,0.024525177
8556,NA,738.952381,NA,16263.81595,0.416073437
8557,NA,NA,NA,NA,0.039937629
8558,NA,NA,NA,NA,0.023472112
8559,NA,NA,NA,NA,0.042902865
8560,NA,NA,NA,NA,0.017321416
8561,NA,NA,NA,NA,0.020910366
8562,NA,NA,NA,NA,0.022512509
8563,NA,NA,NA,NA,0.024962733
8564,NA,NA,64.63636364,NA,0.018116665
8565,NA,NA,NA,NA,0.020121368
8566,NA,NA,NA,NA,0.034494639
8567,NA,NA,NA,NA,0.021558564
8568,NA,NA,5,NA,0.024980383
8569,NA,NA,NA,NA,0.037130646
8570,NA,NA,NA,NA,0.019562482
8571,NA,NA,NA,NA,0.033434718
8572,NA,NA,NA,NA,0.025091896
8573,NA,NA,NA,NA,0.019990127
8574,NA,NA,NA,NA,0.023439952
8575,NA,NA,NA,NA,0.022429248
8576,NA,NA,NA,NA,0.018586531
8577,NA,NA,NA,NA,0.020527821
8578,NA,NA,NA,NA,0.028322616
8579,NA,NA,NA,NA,0.024973145
8580,NA,NA,NA,NA,0.027122223
8581,NA,NA,NA,NA,0.037761822
8582,NA,NA,NA,NA,0.023210226
8583,NA,NA,NA,NA,0.041704499
8584,NA,NA,NA,NA,0.021802333
8585,NA,NA,NA,NA,0.023157056
8586,NA,NA,NA,NA,0.021444362
8587,NA,NA,NA,NA,0.026164496
8588,NA,NA,NA,NA,0.041735499
8589,NA,NA,NA,NA,0.024731447
8590,NA,NA,NA,NA,0.020488333
8591,NA,364.8214286,NA,3432.377275,2.518333086
8592,NA,NA,NA,NA,0.019320434
8593,NA,NA,6,NA,0.020439646
8594,NA,NA,NA,NA,0.02738813
8595,NA,NA,NA,NA,0.023750349
8596,NA,NA,NA,NA,0.035838863
8597,NA,NA,NA,NA,0.042551033
8598,NA,NA,NA,NA,0.021266604
8599,NA,NA,NA,NA,0.019838264
8600,NA,NA,NA,NA,0.028891657
8601,NA,NA,NA,NA,0.027163626
8602,NA,NA,NA,NA,0.034921382
8603,NA,NA,NA,NA,0.014270994
8604,NA,NA,NA,NA,0.020622629
8605,NA,NA,NA,NA,0.044312892
8606,NA,NA,NA,NA,0.025947741
8607,NA,NA,NA,NA,0.021514003
8608,NA,NA,NA,NA,0.025213723
8609,NA,NA,NA,NA,0.027577316
8610,NA,NA,NA,NA,0.021634726
8611,NA,NA,NA,NA,0.061073233
8612,NA,NA,NA,NA,0.017109107
8613,NA,NA,NA,NA,0.036500646
8614,NA,NA,NA,NA,0.024470948
8615,NA,NA,NA,NA,0.023985133
8616,NA,NA,NA,NA,0.02167071
8617,NA,NA,NA,NA,0.023574903
8618,NA,NA,NA,NA,0.019039358
8619,NA,255.4880952,NA,2161.113229,1.172432701
8620,NA,NA,NA,NA,0.023849769
8621,NA,NA,NA,NA,0.023919678
8622,NA,NA,NA,NA,0.022693871
8623,NA,NA,NA,NA,0.030191654
8624,NA,NA,NA,NA,0.030216951
8625,NA,NA,NA,NA,0.022325344
8626,NA,NA,NA,NA,0.019341092
8627,NA,NA,NA,NA,0.019948675
8628,NA,NA,NA,NA,0.021744903
8629,NA,NA,NA,NA,0.022026395
8630,NA,NA,NA,NA,0.022620623
8631,NA,NA,NA,NA,0.025823266
8632,NA,NA,NA,NA,0.026643594
8633,NA,NA,NA,NA,0.039280156
8634,NA,NA,NA,NA,0.025606598
8635,NA,NA,NA,NA,0.035566344
8636,NA,NA,NA,NA,0.043627026
8637,NA,NA,NA,NA,0.025402409
8638,NA,NA,NA,NA,0.022499658
8639,NA,NA,NA,NA,0.020850852
8640,NA,NA,NA,NA,0.034789581
8641,NA,NA,NA,NA,0.022533346
8642,NA,NA,NA,NA,0.023796008
8643,NA,NA,NA,NA,0.023075003
8644,NA,NA,1,NA,0.025418579
8645,NA,NA,NA,NA,0.015928826
8646,NA,NA,NA,NA,0.024571209
8647,NA,NA,NA,NA,0.030995834
8648,NA,NA,5.8,NA,0.023839468
8649,NA,NA,15.47826087,NA,0.022919842
8650,NA,NA,5,NA,0.019766718
8651,NA,NA,NA,NA,0.019375537
8652,NA,NA,NA,NA,0.023287217
8653,NA,NA,NA,NA,0.023707911
8654,NA,NA,NA,NA,0.025027223
8655,NA,NA,NA,NA,0.017490759
8656,NA,NA,NA,NA,0.032889158
8657,NA,NA,NA,NA,0.040151531
8658,NA,NA,NA,NA,0.01819996
8659,NA,NA,NA,NA,0.021717266
8660,NA,NA,75.05,NA,0.040962504
8661,NA,NA,3.684210526,NA,0.018342768
8662,NA,NA,4.714285714,NA,0.018033336
8663,NA,NA,NA,NA,0.024000001
8664,NA,NA,NA,NA,0.01796618
8665,NA,NA,NA,NA,0.029078442
8666,NA,NA,14.25454545,NA,0.020729737
8667,NA,NA,NA,NA,0.03950764
8668,NA,NA,6,NA,0.029471022
8669,NA,NA,NA,NA,0.020132954
8670,NA,NA,NA,NA,0.020108726
8671,NA,NA,NA,NA,0.023185113
8672,NA,NA,50.27272727,NA,0.02037518
8673,NA,NA,0,NA,0.01887155
8674,NA,NA,NA,NA,0.023110425
8675,NA,141.2857143,NA,23616.9058,0
8676,NA,NA,NA,NA,0.027005566
8677,NA,NA,NA,NA,0.021095894
8678,NA,NA,NA,NA,0.02405
8679,0.512216337,536.2767857,NA,570.9978422,30.62316877
8680,NA,NA,NA,NA,0.023993924
8681,NA,1069.369048,NA,813.2904404,2.180639397
8682,NA,NA,NA,2161.113229,0.232023368
8683,NA,NA,NA,NA,0.023192018
8684,NA,NA,NA,NA,0.015701194
8685,NA,NA,NA,NA,0.026256787
8686,NA,NA,NA,NA,0.045736322
8687,NA,NA,NA,NA,0.0203547
8688,NA,NA,NA,NA,0.022033336
8689,NA,NA,NA,NA,0.014092478
8690,NA,NA,NA,NA,0.028324503
8691,NA,NA,NA,NA,0.02350014
8692,NA,NA,NA,NA,0.035873242
8693,NA,314.2232143,NA,23616.9058,0.167814026
8694,0.852171626,744.3214286,NA,454.770298,74.04273374
8695,NA,NA,NA,NA,0.027699951
8696,NA,NA,NA,NA,0.025585303
8697,NA,NA,NA,NA,0.026545668
8698,NA,NA,NA,NA,0.025709419
8699,1.493333296,742.3988095,NA,3807.754204,42.10726018
8700,NA,NA,NA,NA,0.02187354
8701,NA,NA,NA,NA,0.041421757
8702,NA,263.5446429,NA,2161.113229,0
8703,NA,NA,NA,NA,0.026920357
8704,NA,NA,NA,NA,0.019921919
8705,NA,NA,NA,NA,0.023449993
8706,NA,NA,NA,NA,0.025987443
8707,NA,181.75,NA,NA,2.113891883
8708,NA,NA,NA,NA,0.036934848
8709,NA,NA,NA,NA,0.019616841
8710,NA,22.94047619,NA,NA,0.028759014
8711,NA,NA,NA,NA,0.037874976
8712,NA,NA,NA,NA,0.021406602
8713,NA,NA,NA,NA,0.021649903
8714,NA,NA,NA,NA,0.033634022
8715,NA,NA,NA,NA,0.019699055
8716,NA,NA,NA,NA,0.034301402
8717,NA,NA,NA,NA,0.021599999
8718,NA,NA,NA,NA,0.020716665
8719,NA,NA,8.196428571,NA,0.020061226
8720,NA,NA,NA,NA,0.027716664
8721,NA,NA,NA,NA,0.028075948
8722,NA,NA,NA,NA,0.021408335
8723,NA,NA,NA,NA,0.018419237
8724,NA,NA,NA,NA,0.035924643
8725,NA,NA,1,NA,0.017608834
8726,NA,NA,NA,NA,0.022267896
8727,NA,NA,4.1875,NA,0.025520046
8728,NA,NA,71.81818182,NA,0.023865047
8729,NA,NA,NA,NA,0.027902389
8730,NA,NA,NA,NA,0.01310019
8731,NA,NA,NA,NA,0.02078403
8732,NA,NA,NA,NA,0.021033336
8733,NA,NA,NA,NA,0.02068924
8734,NA,NA,NA,NA,0.021616668
8735,NA,NA,NA,NA,0.016881187
8736,NA,NA,NA,NA,0.021629621
8737,NA,NA,NA,NA,0.02628206
8738,NA,NA,NA,NA,0.024475002
8739,NA,NA,NA,NA,0.017904163
8740,NA,NA,6.948051948,NA,0.027000001
8741,NA,NA,5.4,NA,0.023437601
8742,NA,NA,NA,NA,0.031053698
8743,NA,NA,NA,NA,0.025760533
8744,NA,NA,NA,NA,0.022462557
8745,NA,NA,NA,NA,0.03535964
8746,NA,NA,NA,NA,0.029590102
8747,NA,NA,NA,NA,0.020028483
8748,NA,NA,NA,NA,0.038621784
8749,NA,NA,NA,NA,0.021585894
8750,NA,NA,NA,NA,0.022285929
8751,NA,NA,NA,NA,0.014785068
8752,NA,NA,NA,NA,0.017016586
8753,NA,NA,NA,NA,0.028421264
8754,NA,NA,NA,NA,0.023328473
8755,NA,NA,NA,NA,0.030296186
8756,NA,NA,NA,NA,0.012599906
8757,NA,NA,NA,NA,0.029459486
8758,NA,NA,NA,NA,0.020816607
8759,NA,486.5297619,NA,29141.21247,3.76666409
8760,NA,NA,NA,NA,0.017418973
8761,NA,NA,NA,NA,0.028904862
8762,NA,NA,NA,NA,0.016747008
8763,NA,NA,NA,NA,0.025629029
8764,NA,NA,NA,NA,0.023315448
8765,NA,NA,NA,NA,0.024110279
8766,NA,3.976190476,NA,1291.922189,0
8767,NA,NA,NA,NA,0.019931584
8768,NA,269.452381,NA,2023.86319,0.47584681
8769,NA,NA,NA,NA,0.027000211
8770,NA,NA,NA,NA,0.024636805
