"","slope","pval","x","y","moran_i","moran_p"
"1",0.0189737557947111,0,8712492.9328,2206089.5994,0.999000999000999,0.0189737557947111
"2",0.0332556966500733,0,5112492.9328,4439661.28485,0.999000999000999,0.0332556966500733
"3",0.00663742860089424,0,-6087507.0672,-2757354.6945,0.999000999000999,0.00663742860089424
"4",0.0382478651198759,0,4012492.9328,3635670.1505,0.999000999000999,0.0382478651198759
"5",0.00859838405772234,0,13212492.9328,5754221.76605,0.999000999000999,0.00859838405772234
"6",0.00349261458958172,0,-7929365.52528967,1340397.57060668,0.999000999000999,0.00349261458958172
"7",0.00421735264396646,0,-7787507.0672,-447800.50485,0.999000999000999,0.00421735264396646
"8",0.0250642898672925,0,7412492.9328,4439661.28485,0.999000999000999,0.0250642898672925
"9",0.0323920246454957,0,5912492.9328,3551219.92105,0.999000999000999,0.0323920246454957
"10",0.00135734831344532,0,16538327.4354665,-625500.272815877,0.999000999000999,0.00135734831344532
"11",0.00705712081350726,0,12912492.9328,3966240.724,0.999000999000999,0.00705712081350726
"12",0.033801760559795,0,2612492.9328,5565354.77945,0.999000999000999,0.033801760559795
"13",0.0356032960401689,0,3912492.9328,4439661.28485,0.999000999000999,0.0356032960401689
"14",0.00845701812119677,0,11612492.9328,2299872.3411,0.999000999000999,0.00845701812119677
"15",0.00507657022903399,0,-7087507.0672,750045.268,0.999000999000999,0.00507657022903399
"16",0.00933415908766515,0,11412492.9328,2760647.8627,0.999000999000999,0.00933415908766515
"17",-0.000530013021505282,0,-10987507.0672,4284904.9877,0.999000999000999,-0.000530013021505282
"18",0.0256379452735306,0,7312492.9328,3966240.724,0.999000999000999,0.0256379452735306
"19",0.0335766242588255,0,2812492.9328,5995386.6925,0.999000999000999,0.0335766242588255
"20",0.0176807794234091,0,9412492.9328,4956820.84405,0.999000999000999,0.0176807794234091
"21",0.00505735883038529,0,15839037.6962487,5298976.7974092,0.999000999000999,0.00505735883038529
"22",0.0478184392453819,0,2712492.9328,351624.507350001,0.999000999000999,0.0478184392453819
"23",0.0332576889367792,0,3412492.9328,6597985.52385,0.999000999000999,0.0332576889367792
"24",-9.90806696114049e-06,0,-10087507.0672,4665988.6803,0.999000999000999,-9.90806696114049e-06
"25",0.0278372187827906,0,6412492.9328,6546755.62765,0.999000999000999,0.0278372187827906
"26",0.00292696926600246,0,-7787507.0672,4956820.84405,0.999000999000999,0.00292696926600246
"27",0.00927904485636416,0,-5287507.0672,-447800.50485,0.999000999000999,0.00927904485636416
"28",0.0298347828569235,0,5612492.9328,6224612.6813,0.999000999000999,0.0298347828569235
"29",0.00254078977481549,0,-8964388.24575234,-241983.417352291,0.999000999000999,0.00254078977481549
"30",0.00227913619440373,0,15912492.9328,-4124193.2187,0.999000999000999,0.00227913619440373
"31",-0.000791429835032519,0,-12087507.0672,4284904.9877,0.999000999000999,-0.000791429835032519
"32",0.00375023314533824,0,-7787507.0672,-3548141.3286,0.999000999000999,0.00375023314533824
"33",0.0437847789525602,0,4412492.9328,1145528.9827,0.999000999000999,0.0437847789525602
"34",-0.000278471386198515,0,-11487507.0672,2393134.69145,0.999000999000999,-0.000278471386198515
"35",-0.000116373487893198,0,-10828195.543026,2932205.31231429,0.999000999000999,-0.000116373487893198
"36",0.0171885206744307,0,9512492.9328,4739871.9205,0.999000999000999,0.0171885206744307
"37",0.0317009628315098,0,4712492.9328,5995386.6925,0.999000999000999,0.0317009628315098
"38",0.0039946384987195,0,-7687507.0672,-4663292.26855,0.999000999000999,0.0039946384987195
"39",0.0336397525358268,0,5842011.56177718,3060952.72528585,0.999000999000999,0.0336397525358268
"40",-0.000824801418041491,0,-12287507.0672,4439661.28485,0.999000999000999,-0.000824801418041491
"41",0.00172472444775244,0,-9327477.63808048,1342852.59623407,0.999000999000999,0.00172472444775244
"42",0.0321206209833643,0,4412492.9328,6648528.055,0.999000999000999,0.0321206209833643
"43",0.0324709045801358,0,812492.932799999,5097529.1727,0.999000999000999,0.0324709045801358
"44",0.00221893555315842,0,-8287507.0672,5369537.7302,0.999000999000999,0.00221893555315842
"45",0.033673351554289,0,2112492.9328,5500858.3404,0.999000999000999,0.033673351554289
"46",0.0264322473896497,0,6912492.9328,6224612.6813,0.999000999000999,0.0264322473896497
"47",0.0259137369223654,0,7212492.9328,4591324.3577,0.999000999000999,0.0259137369223654
"48",0.0468433663311458,0,1912492.9328,-1043435.6926,0.999000999000999,0.0468433663311458
"49",0.004191988904099,0,-7787507.0672,-1043435.6926,0.999000999000999,0.004191988904099
"50",-0.000409757694108375,0,-11687507.0672,2578030.62745,0.999000999000999,-0.000409757694108375
"51",-0.000765755033573312,0,-12087507.0672,3884698.0893,0.999000999000999,-0.000765755033573312
"52",0.0275949094657731,0,6812492.9328,4515881.04325,0.999000999000999,0.0275949094657731
"53",0.00364659181939261,0,-7887372.97873116,-3203380.34392442,0.999000999000999,0.00364659181939261
"54",0.000979074745060642,0,-9987507.0672,1633486.61125,0.999000999000999,0.000979074745060642
"55",-0.000104355740041384,0,-11187507.0672,2299872.3411,0.999000999000999,-0.000104355740041384
"56",0.0046542096148137,0,13098485.4002302,461298.878954211,0.999000999000999,0.0046542096148137
"57",0.0427592878380091,0,1012492.9328,948249.23935,0.999000999000999,0.0427592878380091
"58",0.00618202620951086,0,12148045.6849132,120659.050218024,0.999000999000999,0.00618202620951086
"59",-0.000645494746364926,0,-11287507.0672,4439661.28485,0.999000999000999,-0.000645494746364926
"60",0.00920774358384825,0,11038740.5424341,873709.703041528,0.999000999000999,0.00920774358384825
"61",0.00548246270390474,0,15312492.9328,5302709.0553,0.999000999000999,0.00548246270390474
"62",0.0159013515081458,0,10312492.9328,5936225.8247,0.999000999000999,0.0159013515081458
"63",-0.000130232326425248,0,-11287507.0672,2206089.5994,0.999000999000999,-0.000130232326425248
"64",0.0462075478367471,0,3212492.9328,1536582.67235,0.999000999000999,0.0462075478367471
"65",0.000899874755286913,0,-9987507.0672,1921797.5587,0.999000999000999,0.000899874755286913
"66",0.0252673694979318,0,7412492.9328,3719405.35625,0.999000999000999,0.0252673694979318
"67",0.00148550261560674,0,16612492.9328,-2574695.0043,0.999000999000999,0.00148550261560674
"68",0.0249099697632323,0,7512492.9328,3380210.4404,0.999000999000999,0.0249099697632323
"69",0.0273355985664988,0,6612492.9328,5995386.6925,0.999000999000999,0.0273355985664988
"70",0.00640469305173628,0,14512492.9328,5500858.3404,0.999000999000999,0.00640469305173628
"71",0.0477303423272158,0,2612492.9328,-1240203.8816,0.999000999000999,0.0477303423272158
"72",0.00394480501323282,0,-7687507.0672,-2847792.8487,0.999000999000999,0.00394480501323282
"73",-0.000932228773165151,0,-13087507.0672,4515881.04325,0.999000999000999,-0.000932228773165151
"74",0.000134749409587657,0,-9987507.0672,3884698.0893,0.999000999000999,0.000134749409587657
"75",0.0159013515081458,0,10312492.9328,5936225.8247,0.999000999000999,0.0159013515081458
"76",0.0461338232980079,0,3911053.67553598,-2107051.54062591,0.999000999000999,0.0461338232980079
"77",0.0309518536620355,0,5912492.9328,4439661.28485,0.999000999000999,0.0309518536620355
"78",-9.88729501474604e-05,0,-10287507.0672,3966240.724,0.999000999000999,-9.88729501474604e-05
"79",0.0347765596987805,0,-387507.067200001,1439313.28045,0.999000999000999,0.0347765596987805
"80",0.00848523873342647,0,11712492.9328,2669631.8229,0.999000999000999,0.00848523873342647
"81",-0.000833009372463311,0,-12387507.0672,4515881.04325,0.999000999000999,-0.000833009372463311
"82",0.0442991058522805,0,4012492.9328,1730004.05875,0.999000999000999,0.0442991058522805
"83",0.000888536288212127,0,19444508.128463,-4291423.77837175,0.999000999000999,0.000888536288212127
"84",0.047427616041786,0,2912492.9328,-2202676.04035,0.999000999000999,0.047427616041786
"85",-0.000210277963478267,0,-11187507.0672,2669631.8229,0.999000999000999,-0.000210277963478267
"86",0.00416695222591366,0,-7687507.0672,451420.97845,0.999000999000999,0.00416695222591366
"87",0.047097866659038,0,2412492.9328,-2482503.6033,0.999000999000999,0.047097866659038
"88",0.0324884159457119,0,1246073.40662759,6074323.15675837,0.999000999000999,0.0324884159457119
"89",0.0467232805086,0,2912492.9328,-3290516.78655,0.999000999000999,0.0467232805086
"90",0.0359054086643805,0,3239151.37899519,4490610.72568676,0.999000999000999,0.0359054086643805
"91",0.0313757665673746,0,5112492.9328,5565354.77945,0.999000999000999,0.0313757665673746
"92",0.00669170830843884,0,-6087507.0672,-2482503.6033,0.999000999000999,0.00669170830843884
"93",0.0218992597189938,0,8134941.75999279,2302450.6525349,0.999000999000999,0.0218992597189938
"94",0.0270528336279802,0,6712492.9328,5995386.6925,0.999000999000999,0.0270528336279802
"95",0.0179769028647278,0,9612492.9328,6111473.7287,0.999000999000999,0.0179769028647278
"96",-0.000789549092016975,0,-12287507.0672,3635670.1505,0.999000999000999,-0.000789549092016975
"97",-0.000801861674636119,0,-12543439.1253897,3321997.67018146,0.999000999000999,-0.000801861674636119
"98",0.0345612309381775,0,1507954.25589392,4737995.39344722,0.999000999000999,0.0345612309381775
"99",0.0128135795699721,0,10912492.9328,4591324.3577,0.999000999000999,0.0128135795699721
"100",0.0308933450396884,0,5112492.9328,6224612.6813,0.999000999000999,0.0308933450396884
