"","mean_potat.x","Potato_Fe","GDP_Mean","Pesticide","AET_mean"
"1477",0.680170468287707,1.53871842577069,2.91077933629609,4.0484418035504,3.04561399472166
"1520",1.05587885777419,1.92167816716865,2.99627669770714,6.95136909386879,2.70876476760362
"1529",1.25435710989791,1.8697403390313,2.99627669770714,6.95136909386879,2.73591241825355
"1566",1.04248100471853,1.69313245074397,3.31522015660823,4.21937492462626,2.91742266635982
"1581",1.56725581075281,2.09953397463978,3.49225402986176,5.25389021628127,2.82662234134424
"1593",1.3467987777344,1.85665164094743,3.82053390533369,5.19781516944518,2.59867979624061
"1624",0.980909668729736,1.54403512916504,2.91077933629609,4.0484418035504,3.0121389413006
"1629",0.773855897299179,1.32226879217778,2.98847132047518,4.4215710245264,2.85904890061892
"1650",1.11017204816779,1.57253981850449,2.91077933629609,4.0484418035504,2.94245688741254
"1666",0.194711047991488,1.88230970093231,4.48925689329624,4.11223623086894,2.61389213689062
"1759",1.05381189676635,0.608902979930507,3.17598650936112,4.50851625226694,2.11829622634681
"1789",1.12043243344002,1.54218752877193,2.91077933629609,4.0484418035504,3.00357506777566
"1797",0.685639645013605,0.847364894854118,2.50009459561958,2.72916478969277,2.79409574971503
"1979",0.759958535861326,0.420869651998292,2.7855635422284,2.44870631990508,2.71199040524913
"2069",1.30181319058285,2.41554942717423,4.55253120853509,6.47257508985315,2.95138956441353
"2105",0.609325426166735,1.62311077097217,3.33487843404016,5.32502074550366,2.36335451398268
"2177",1.10064964472638,1.51867346773546,3.51593368894278,3.99607365448528,3.04291755608864
"2181",0.13205818908421,0.720052630228652,3.6255249388827,0,2.94967166066761
"2228",0.837973325242435,0.387899311493243,2.71731170571189,2.91009054559407,1.95686276005962
"2288",0.0734400928594078,0.352427563999641,2.26709515600535,0,2.94365053522742
"2329",1.5575096079626,1.92264210644542,4.55253120853509,6.47257508985315,2.88850209184276
"2420",0.831942044079213,1.90681450513943,2.99627669770714,6.95136909386879,2.59845503231177
"2457",1.07460070209933,1.23119570639373,3.33487843404016,5.32502074550366,2.365030897342
"2474",0.928717356967341,0.825333742466554,2.09437779351545,3.63648789635337,2.55161697990997
"2477",0.997735776597898,0.306340171630934,2.36249398434491,2.39269695325967,2.69217784735586
"2511",1.14501917034445,2.0879698192301,4.55253120853509,6.47257508985315,2.94278288727227
"2592",0.662598246348469,1.39555395617772,3.33487843404016,5.32502074550366,2.66493843186716
"2602",1.42258983985148,2.10709773039778,4.14310934368233,4.86861505347097,2.609800786005
"2628",0.934618118234642,1.84609304139142,4.37324138608759,5.43420630841758,2.54838941813292
"2640",1.4859328452018,1.76604529157665,4.33107201983724,5.36316241230006,2.41259553088046
"2688",1.12982840618172,1.74037398131983,2.23757342070395,3.59228781595213,3.0256118219968
"2728",0.955408711853569,1.04880492000581,3.33487843404016,5.32502074550366,2.58716956309482
"2735",1.21608669242191,1.89081252180149,3.69928062050879,4.98465330797233,2.18763820895548
"2740",0.62058157706687,0.351873993453778,2.26709515600535,0,2.85687627639459
"2760",1.06638929418239,1.24326451887028,3.33487843404016,5.32502074550366,2.30262979882118
"2795",1.47263360118137,1.89591555948499,4.37324138608759,5.43420630841758,2.38396489061893
"2798",1.02133155891224,1.90603596255147,3.69928062050879,4.98465330797233,2.69899068451257
"2903",1.16744730820348,1.8094079584927,2.65874601931954,5.50520154772776,2.68426546673157
"2917",1.03123026596146,0.975570116583371,3.17598650936112,4.50851625226694,2.17396629810017
"2952",1.33466682486898,1.91620585306872,4.41865905031594,5.36638186074997,2.6806951537781
"2990",0.989931901659724,1.26927207819104,3.33487843404016,5.32502074550366,2.33859876867732
"3005",1.05088607344576,1.76565572716432,2.99627669770714,6.95136909386879,2.58436488303439
"3068",0.84500248471677,1.58678070750254,2.23757342070395,3.59228781595213,2.97280184542228
"3079",0.670445322886615,1.91380021150944,4.55253120853509,6.47257508985315,2.74281861439962
"3131",0.629261750700152,0.462225404183568,2.7855635422284,2.44870631990508,2.9378699896569
"3280",1.5889022367574,2.20970019173598,4.4645225202218,5.3694440804306,2.69312736039549
"3302",1.22531445186749,1.76838716236709,2.99627669770714,6.95136909386879,2.55996003267527
"3321",0.824710793225466,1.70339526071531,4.33107201983724,5.36316241230006,2.80747865183613
"3335",0.117109814178006,2.01722165866148,3.49225402986176,5.25389021628127,2.1903233590758
"3409",0.883252494933286,1.61178693152335,2.42066321182124,2.79028516403324,2.89290748077285
"3512",1.03055195908904,1.76864941236298,3.58078294659351,5.98977763964001,2.8775273144218
"3560",1.09229947657425,1.75942413492733,2.61998209528875,4.35812528527665,2.93534529285453
"3592",1.10672451005615,1.70299481491665,3.39165397941092,5.6784582838221,2.96248208377222
"3679",0.685017609590313,0.576847963928696,2.58899405288781,1.7481880270062,2.80081114562461
"3693",1.11489441730718,1.89087507602358,3.69928062050879,4.98465330797233,2.63648491124556
"3705",1.15194872791361,1.68321849853892,2.26751551150824,3.56726169235387,2.21674696137492
"3767",0.582113383479176,0.920215013037109,2.98847132047518,4.4215710245264,1.85826499791947
"3820",1.16644491572062,1.60552177170917,2.65874601931954,5.50520154772776,2.68482933812569
"3850",1.19726677078036,2.05292737266506,4.55253120853509,6.47257508985315,2.13776654935435
"3873",0.0813825972983818,1.04057714963117,3.33487843404016,5.32502074550366,2.61479681272587
"3985",1.60206976284388,1.96961126066904,4.41865905031594,5.36638186074997,2.69832066251296
"3995",0.903977212328413,0.660957998096005,2.58561693011275,4.06785166051235,2.77918620492389
"4073",1.31422968388062,2.00086576685492,2.99627669770714,6.95136909386879,2.73153120841035
"4266",0.889433932048807,1.54545131244259,2.91077933629609,4.0484418035504,2.99150823323956
"4340",1.3600061322291,0.50380207639883,3.43335218547393,0,2.96258494089489
"4364",0.768339837562404,1.68125758499794,2.99627669770714,6.95136909386879,1.72261433812545
"4372",1.15510212360773,1.85410538000938,2.5001937426211,1.17609125905568,2.93436166062449
"4441",0.831660571772492,0.438408375093166,2.7855635422284,2.44870631990508,2.88543021749694
"4544",1.44777800929462,1.48064545010719,3.80950249718057,5.78923793550226,2.88254825371348
"4584",0.438067450453494,0.826122062518016,2.09437779351545,3.63648789635337,2.61945049731097
"4669",1.28243630293405,2.21872388409268,4.21124915324027,4.37781602917206,2.85697690154854
"4680",1.15572156838541,1.74978305674063,4.55253120853509,6.47257508985315,2.84985796222679
"4785",0.735870248961555,1.05588993351503,2.77291888787602,0,2.92854062953356
"4794",1.02148658561296,1.95170101320962,2.99627669770714,6.95136909386879,2.75592020568688
"4800",0.698496365170479,1.28477539370014,3.80950249718057,5.78923793550226,2.45825103780851
"4816",1.07543746158561,1.68887231967537,4.4240457227584,3.96189547366785,2.56117239668328
"4820",0.379923426267949,1.26541909421921,2.65874601931954,5.50520154772776,2.931945957663
"4845",0.322880573098306,1.16079221317052,3.53572152828684,2.07918124604762,2.56959682480208
"4862",0.997278015715435,1.76522696772809,2.99627669770714,6.95136909386879,2.56597424475435
"4869",1.27687292545743,2.01080652007831,3.5953428256262,5.33782451404581,2.47781006454463
"4916",0.748143819782279,2.12891044581157,3.58078294659351,5.98977763964001,2.96379344707979
"4954",0.831113097692383,0.637935449995368,2.58561693011275,4.06785166051235,2.797617849806
"4970",1.05075085563839,1.71653032092754,3.69928062050879,4.98465330797233,2.71227881387855
"4974",0.993950025302272,1.32126398215899,3.33487843404016,5.32502074550366,2.58303675406315
"4983",1.1116086012016,0.316441305601103,2.50009459561958,2.72916478969277,2.80459371533034
"4998",0.255567001654739,0.180913946349627,2.49680172397732,2.94694327069783,2.82387771878954
"5137",1.19819781141807,1.75963029751558,3.82053390533369,5.19781516944518,2.90316753263122
"5152",0.873033884461741,0.681724271820312,2.71731170571189,2.91009054559407,1.91318288541906
"5236",1.15996100754242,1.95290567344887,2.99627669770714,6.95136909386879,2.68573107828803
"5250",1.51598505122986,1.9254594246865,4.55253120853509,6.47257508985315,2.75702075805766
"5278",1.02401376267247,0.629123591966915,3.17598650936112,4.50851625226694,2.15238845943554
"5286",1.24148671118821,1.81507015587796,4.14310934368233,4.86861505347097,2.71985719460192
"5316",1.08802617169872,1.72198401036725,3.0270994547094,4.35326208591632,3.02869468010505
"5354",0.43576953607534,0.921721853803536,2.26709515600535,0,2.84769748914287
"5477",0.925827574624742,0.391429502893066,2.71731170571189,2.91009054559407,1.92386362694597
"5511",1.22348296125612,1.94433778896277,3.5953428256262,5.33782451404581,2.58106743737344
"5521",0.709967494960611,1.92051070539355,4.55253120853509,6.47257508985315,2.95129848052563
"5542",0.549787718291278,0.351916014065348,2.26709515600535,0,2.89934489880492
"5558",0.126160965566372,0.3725081057375,2.7855635422284,2.44870631990508,2.62080196334489
"5643",1.63392069428657,1.91100046413277,4.55253120853509,6.47257508985315,2.48768536188123
"5731",1.04845345709214,2.08500664455041,4.09994418754491,5.03344788228798,2.60944194499631
"5785",1.04879127384841,1.17166436908613,3.33487843404016,5.32502074550366,2.15110341514852
"5941",0.401488424819678,2.12832742743133,3.58078294659351,5.98977763964001,2.86831024253563
"5972",0.320021590369592,0.985032852038602,2.91077933629609,4.0484418035504,3.00576380854055
"5998",0.712255627897116,1.03198886367455,2.79622643974621,2.8668778143375,3.08723195076357
"6014",1.20700656968073,1.66269067700995,2.91077933629609,4.0484418035504,2.98026586122942
"6036",0.705122728113228,2.11261501700047,2.65874601931954,5.50520154772776,2.81976713561194
"6069",1.38450215647982,1.90463385735102,3.82053390533369,5.19781516944518,2.43261620202344
"6130",1.33065926298277,2.00392259196569,3.80950249718057,5.78923793550226,2.24830905176763
"6229",1.05860061825752,1.76640466601304,2.99627669770714,6.95136909386879,2.67537184573491
"6273",0.898229188605728,1.91781905321708,3.58078294659351,5.98977763964001,2.80473760766868
"6328",0.821204892819154,0.424517398868255,2.36249398434491,2.39269695325967,2.55998851400838
"6382",0.575204015165841,1.28353750091889,3.80950249718057,5.78923793550226,2.61598447638445
"6581",1.40656061734047,1.63344956366172,2.5001937426211,1.17609125905568,2.92352156448904
"6585",0.142698181047417,1.85050708846407,3.80950249718057,5.78923793550226,3.00026489051585
"6640",0.223250299133693,0.914356379360146,2.77291888787602,0,2.96591390595941
"6646",0.688515925721227,1.5291348304112,2.91077933629609,4.0484418035504,3.05899283693225
"6673",0.854859035420487,1.2392610560077,3.80950249718057,5.78923793550226,2.16179566780541
"6709",0.586625556905191,0.367089403141192,2.26709515600535,0,2.80269636939322
"6719",0.933041629028784,1.17548790766446,3.80950249718057,5.78923793550226,2.74997773782326
"6752",1.35661281018411,1.83837068843746,2.65874601931954,5.50520154772776,2.73294393879247
"6773",1.40380661054742,2.32970076338285,3.57794255687113,4.948994569896,2.99114165650599
"6810",0.117109814178006,2.01734167911948,3.49225402986176,5.25389021628127,2.16227628890402
"6816",0.328701636728197,0.135177330185649,2.49680172397732,2.94694327069783,2.88924666169149
"6860",1.38045365512989,2.098513357002,3.49225402986176,5.25389021628127,2.50962649356112
"6884",1.08144812732382,0.272100031231698,2.36249398434491,2.39269695325967,2.61953120739439
"6886",1.15048319343182,1.51470770161773,3.79013738663213,4.50852971897129,2.9205643069487
"6946",1.43915420160497,1.85584108409269,4.33107201983724,5.36316241230006,2.42398175588789
"7134",0.890213044240266,0.719784459209665,2.58899405288781,1.7481880270062,2.66505583973121
"7138",1.02210242493138,1.81126231188434,3.79013738663213,4.50852971897129,2.93072622626885
"7154",1.03921814668033,1.85958696376729,4.4240457227584,3.96189547366785,2.58034107301243
"7188",0.161182563833894,1.07845217202003,3.17598650936112,4.50851625226694,2.4011440081076
"7233",0.579895584438018,1.49083423458205,2.65874601931954,5.50520154772776,2.59392527338453
"7234",1.11991541025799,1.74224113949666,2.61998209528875,4.35812528527665,2.92853910580869
"7306",0.883255336124089,1.15574009044816,3.33487843404016,5.32502074550366,2.2897561281969
"7388",1.11305380860001,1.15904340076015,2.91918067636586,5.28195781643865,2.59854299723964
"7417",0.891014205196678,1.5390474944129,2.91077933629609,4.0484418035504,3.00413705148483
"7455",0.795579729206644,0.677052249271079,2.43334291583504,2.20951501454263,2.82349363628764
"7480",0.708986559237172,0.572290245460108,3.17598650936112,4.50851625226694,2.08006358684664
"7549",1.46460429094007,1.8453798591555,3.74727443427803,4.61162773146829,2.66448247662729
"7615",0.917039982132406,0.382442458057518,2.71731170571189,2.91009054559407,1.83618089488387
"7638",1.35661281018411,1.89347449725147,2.65874601931954,5.50520154772776,2.71096814833284
"7805",0.571861332047155,1.15126310765274,3.80950249718057,5.78923793550226,2.67235628964493
"7809",1.47263360118137,1.8962165304193,4.37324138608759,5.43420630841758,2.45121972198677
"7847",1.22677513409393,1.95447983867872,2.99627669770714,6.95136909386879,2.70847654422613
"7868",0.891014205196678,1.53890077487558,2.91077933629609,4.0484418035504,2.95994381387255
"7947",1.11566375524342,1.51710475241527,3.79013738663213,4.50852971897129,2.95666857390281
"7970",1.06479855219471,0.522063890966144,2.98847132047518,4.4215710245264,2.98905896538786
"8056",1.55663894863405,1.77730272049086,4.33107201983724,5.36316241230006,2.27918876582251
"8094",1.47381822134239,2.03428092934853,4.55253120853509,6.47257508985315,2.66555865710791
"8206",0.966328556553653,1.25581871312237,3.80950249718057,5.78923793550226,2.90414535763518
"8212",1.19246987943106,2.03006049954202,3.58078294659351,5.98977763964001,2.92502647146572
"8356",1.37988177679159,2.17187856899468,3.53572152828684,2.07918124604762,2.51564916677744
"8395",1.25285303097989,1.14323499046714,3.80950249718057,5.78923793550226,2.76951359324707
"8461",0.413363478288866,1.50098930215423,2.91077933629609,4.0484418035504,3.02966876844913
"8537",0.845357298462558,0.432416105715235,2.33187050378788,2.46982201597816,2.83829237854471
"8679",1.33894231284629,1.08934190711522,2.75739439046715,4.31363525361033,2.73019807626534
"8681",0.0581640020799746,0.882421994500725,2.91077933629609,4.0484418035504,3.0295335420557
"8699",1.2247324245635,2.19339755572652,3.58078294659351,5.98977763964001,2.87122186126873
"8759",1.62112952506755,2.0967540969303,4.4645225202218,5.3694440804306,2.68800113292565
"8866",1.44352739620525,1.36582460316103,3.80950249718057,5.78923793550226,2.68170684181957
"9006",1.31336939390083,1.73233266291869,4.55253120853509,6.47257508985315,2.75865060300804
"9043",0.42996372509014,1.51641901630456,3.33487843404016,5.32502074550366,2.33544596013506
"9046",1.16988888379093,1.54764981165075,2.91077933629609,4.0484418035504,2.99574354580071
"9057",1.03572623806509,0.398608202084405,2.50009459561958,2.72916478969277,2.77887447200274
"9137",0.871700169859309,0.458010268222251,2.58899405288781,1.7481880270062,2.79696233571311
"9155",0.530295770425994,0.727501711576994,2.58899405288781,1.7481880270062,2.92466687598667
"9242",1.54379745665263,1.97188910302867,4.37324138608759,5.43420630841758,2.44546519792324
"9291",0.823441623255506,1.41499509856416,2.32172481869042,3.01367969729119,2.82194026729545
"9349",1.26481546270703,2.05889822235211,3.65585811481178,4.10424804699044,2.293717612249
"9368",1.29608354822882,2.07120145164016,3.5953428256262,5.33782451404581,2.62590624716546
"9452",1.1213037220459,1.84870190319357,3.82053390533369,5.19781516944518,2.17743342774339
"9482",0.916953757512456,0.769446532477913,2.58970408801578,3.72320931040511,2.75804407631568
"9494",0.326700351413012,1.70459964670675,4.33107201983724,5.36316241230006,2.90793893530129
"9522",1.47381822134239,2.03390215960961,4.55253120853509,6.47257508985315,2.52838099709308
"9585",1.07762949345544,1.52973571181429,3.17598650936112,4.50851625226694,2.5242337993653
"9598",0.766440361473393,2.20348754656078,3.58078294659351,5.98977763964001,2.91831123356298
"9633",1.44777800929462,1.29390817833387,3.80950249718057,5.78923793550226,2.81111199679602
"9702",0.973982203221692,2.17875124678721,3.58078294659351,5.98977763964001,2.86256615210112
"9730",1.57874920202841,1.404441167024,4.39150652613484,5.83682522770016,2.76709178658647
"9775",1.04766419460156,0.398668223160378,2.50009459561958,2.72916478969277,2.87408127256162
"9799",0.223600024177811,0.28531693363475,2.26709515600535,0,2.94945390296079
"9883",1.26049592996144,1.19598850854492,2.82856122367243,3.45255306322893,2.52475919615272
"9899",0.855399814289001,0.420948528184924,2.33187050378788,2.46982201597816,2.75633946901558
"10009",1.04639370004345,1.28404563114651,3.33487843404016,5.32502074550366,2.23145138510747
"10031",0.936335765915702,0.922859911716929,2.91491025581416,4.33380987485523,2.4611929253829
"10155",1.00001172579271,1.53931950158118,3.16927450599899,0,2.58769760515206
"10242",1.07311688514306,1.86529814061288,4.55253120853509,6.47257508985315,2.4647493977598
"10290",0.681877735964095,1.97259248833984,3.82053390533369,5.19781516944518,2.5624097088151
"10312",0.510762103178842,0.455719453062176,2.26709515600535,0,2.93596586142453
"10340",1.17405108102351,1.19480288478085,3.80950249718057,5.78923793550226,2.8495565077699
"10367",1.25951981795682,1.57239257338482,4.4240457227584,3.96189547366785,2.58238806909776
"10392",1.21060474409147,1.19430313655719,3.80950249718057,5.78923793550226,2.78758907720635
"10452",0.520961452142303,1.90720704801077,3.58078294659351,5.98977763964001,2.98453802858411
"10460",1.5223359724402,2.00178463954551,3.5953428256262,5.33782451404581,2.70599599969174
"10505",1.19829960896769,1.75253668822949,2.99627669770714,6.95136909386879,2.86385548605968
"10514",1.14313038843786,1.63996381641836,2.23757342070395,3.59228781595213,2.9790915443432
"10592",1.31081222266927,1.96522794126564,4.37324138608759,5.43420630841758,2.80892399970844
"10604",1.14603806535974,1.92649886388215,2.99627669770714,6.95136909386879,2.91240869952504
"10642",1.47519451013183,2.00367873873872,4.43130692560771,4.3730775921749,2.70892144039987
"10693",1.51426211344564,2.10275185527891,3.49225402986176,5.25389021628127,2.67668000365135
"10700",1.02384278107622,0.403828720269746,2.71731170571189,2.91009054559407,2.46059360835943
"10708",0.84352117349109,0.88379712274869,2.09437779351545,3.63648789635337,2.86816143389972
"10819",0.720516518774033,1.98199602333538,3.58078294659351,5.98977763964001,2.88628252548793
"10896",0.820964253939692,1.15966641698396,3.80950249718057,5.78923793550226,2.91684232111463
"10902",0.520227990231564,1.68136298028746,2.99627669770714,6.95136909386879,1.81080038533791
"10951",1.38479053561382,1.25846040314533,3.80950249718057,5.78923793550226,2.75740054816544
"11003",1.51992638772288,2.46593185677065,4.21124915324027,4.37781602917206,2.86222369400539
"11033",0.489770103752804,0.70501896140651,3.80950249718057,5.78923793550226,2.58859180599344
"11085",1.20102549335159,1.90695787480815,3.82053390533369,5.19781516944518,2.93801313412622
"11152",0.759767532154831,1.44932551481664,2.91918067636586,5.28195781643865,2.52366906213593
"11164",1.61531339112755,2.30963489588777,4.29150068100223,4.39266178629079,1.72767678349829
"11183",1.14532384678241,0.983860004403748,2.26964184190232,0,1.80684593069196
"11260",0.933699827537173,1.34058294373331,3.33487843404016,5.32502074550366,2.31398641910992
"11267",1.38263290740812,1.35473382199376,3.80950249718057,5.78923793550226,2.81401360618071
"11332",0.701441045454824,1.64029207689088,4.55253120853509,6.47257508985315,2.95818832882666
"11339",0.727541257028556,1.04405813993617,2.79622643974621,2.8668778143375,3.05159119111194
"11425",0.918947784484342,1.28226240822455,3.80950249718057,5.78923793550226,2.90801562002599
"11455",1.36065777676593,2.03831187194434,4.21334781739129,5.40708143378234,2.41186011247457
"11486",1.22896467740516,0.932013356591776,2.26964184190232,0,2.17579818368461
"11570",1.35889570746343,1.1779642078273,3.80950249718057,5.78923793550226,2.84925484392071
"11588",0.58599509046135,0.414593390283013,2.43334291583504,2.20951501454263,2.86015790462974
"11607",1.5614579791061,1.8254298744313,3.82053390533369,5.19781516944518,2.48299686788354
"11832",1.10154774751552,1.21480870266878,3.33487843404016,5.32502074550366,2.33495013899867
"11956",0.966490905949311,1.24623322386139,3.5953428256262,5.33782451404581,2.50167044545026
"11966",1.39386288289749,1.84359717707646,3.82053390533369,5.19781516944518,2.49040164990979
"11986",0.899922227003441,2.12776697966952,3.58078294659351,5.98977763964001,2.87799488433805
"11992",0.865753449264058,0.389064511216124,2.33187050378788,2.46982201597816,2.59293641208643
"12100",0.942058676399927,0.390276216927096,2.71731170571189,2.91009054559407,2.16896724501393
"12187",0.80063323486244,1.6872830707752,3.31522015660823,4.21937492462626,2.87625049669183
"12215",0.691761148328537,1.53762783700755,2.91077933629609,4.0484418035504,3.02256582776131
"12392",1.16836487676937,1.84664904518106,2.99627669770714,6.95136909386879,2.54743037898418
"12402",1.29236463140751,1.98588719449821,2.99627669770714,6.95136909386879,2.63617733619871
"12408",1.35523690609322,1.90213324024238,2.99627669770714,6.95136909386879,1.57801124190754
"12445",1.21649051177096,1.35885352845636,3.55219028830686,3.39724458101039,2.66567589744156
"12472",0.889433932048807,1.54339678607493,2.91077933629609,4.0484418035504,3.0187599218103
"12532",1.23433755572136,1.81526992594754,4.33107201983724,5.36316241230006,2.4691116319071
"12565",1.04450056237064,1.05270684208744,3.17598650936112,4.50851625226694,2.39928217735975
"12618",1.15746885688684,0.875140470092152,2.50009459561958,2.72916478969277,2.76116237232384
"12729",1.07497726067364,1.761853972398,4.33107201983724,5.36316241230006,2.67793268177949
"12737",0.704768046027837,0.794013523998721,3.80950249718057,5.78923793550226,2.69282070057722
"12742",0.934781660281761,2.03058142130945,4.55253120853509,6.47257508985315,2.71661935015498
"12857",1.13750602455898,2.01817343925631,2.99627669770714,6.95136909386879,2.92633019487172
"12862",1.14767323316617,1.58362872340877,3.43826317827967,4.48797221209359,2.85620364580087
"12886",1.22086090994218,2.24685872178762,3.57794255687113,4.948994569896,2.96073684946162
"12897",0.943215448943568,1.07902683523662,2.45136741350565,2.68484536164441,2.68905503415811
"13182",1.22974837615157,1.78987299894995,3.39165397941092,5.6784582838221,2.99355300297675
"13231",0.579639569830208,1.80762816734713,2.65874601931954,5.50520154772776,2.86369629760033
"13286",0.693492155453159,0.712692736563116,2.49680172397732,2.94694327069783,2.85904353621513
"13300",0.68134798831479,2.16923965256435,4.37324138608759,5.43420630841758,2.5649477261158
"13354",1.56725581075281,2.09835156054546,3.49225402986176,5.25389021628127,2.80337988138925
"13403",0.711533073193364,2.16926053143117,4.37324138608759,5.43420630841758,2.62635870088876
"13429",0.683288446071832,0.560919914687481,2.7855635422284,2.44870631990508,2.64783396147724
"13490",0.101205242335947,0.208009583234733,2.26751551150824,3.56726169235387,2.36476869097153
"13524",1.66709883520595,2.0326028383079,4.55253120853509,6.47257508985315,2.04418031256791
"13526",1.09656243837414,1.77357259991581,3.31522015660823,4.21937492462626,2.73196988614498
"13537",0.884548419707708,1.74857981085497,3.80950249718057,5.78923793550226,1.75851989937637
"13553",0.93147821187455,1.69702724075776,2.59766308039662,5.15992795289598,2.96018470993657
"13562",1.30970254380835,2.1926337509385,3.58078294659351,5.98977763964001,2.8993334909164
"13598",0.835537749030637,1.75567343294317,3.58078294659351,5.98977763964001,2.87302115459205
"13629",1.08623165929322,0.252415514463749,2.36249398434491,2.39269695325967,2.51865492175077
"13646",1.43628830382049,1.8470651489639,4.39150652613484,5.83682522770016,2.77637252023923
"13670",1.44777800929462,1.29324505055608,3.80950249718057,5.78923793550226,2.81921283998829
"13679",1.07011547826071,1.50454696583207,3.79013738663213,4.50852971897129,2.90929330249913
"13778",1.18583102182484,1.21886355431115,3.33487843404016,5.32502074550366,2.22497062647912
"13830",0.673787391725803,0.485896335574995,2.7855635422284,2.44870631990508,2.88010722160926
"13892",0.160175501105862,1.24104892950904,4.55253120853509,6.47257508985315,2.8773747743635
"14021",1.47032815246362,2.00971252232355,3.82053390533369,5.19781516944518,2.79561522379658
"14064",0.990915754506084,1.04098591407097,3.17598650936112,4.50851625226694,2.10307032176181
"14077",1.05674862961283,0.583301913690237,3.17598650936112,4.50851625226694,2.00219178324145
"14095",1.15356488260593,1.845102494674,2.7175806602292,5.06566932773143,2.0232034503382
"14187",0.735600496366134,0.646982329377047,2.77291888787602,0,2.85368553962039
"14204",1.17114115102838,1.37744538755092,2.91077933629609,4.0484418035504,3.00560178961999
"14238",1.05310150275523,1.53777806439129,3.60677818868824,4.18610837981321,3.00220850127313
"14304",0.596650966790503,1.28329094371937,3.80950249718057,5.78923793550226,2.60547820599209
"14327",0.809535474266773,0.432865651038038,2.7855635422284,2.44870631990508,2.82178248123802
"14367",1.27644571889456,1.42495883083892,3.80950249718057,5.78923793550226,2.91626903634598
"14373",1.31815519523367,1.66674409915695,3.67849955374174,4.79177483365164,2.6591122129192
"14381",0.777247702422923,0.927185030938001,2.58561693011275,4.06785166051235,2.78267307138217
"14445",0.615697603781494,1.29669600718713,3.80950249718057,5.78923793550226,2.95617129008373
"14479",1.08429022853693,1.91104618054008,2.99627669770714,6.95136909386879,2.86893468258595
"14623",1.40250726970867,2.29995706671717,4.55253120853509,6.47257508985315,2.76850155905609
"14624",1.06853093305493,1.94170817638395,4.55253120853509,6.47257508985315,2.95485675090128
"14704",1.15981073887322,1.96408165852403,2.7175806602292,5.06566932773143,2.22688363490313
"14762",1.49939287216524,2.29019151788694,4.21124915324027,4.37781602917206,2.83152699137432
"14824",1.47263360118137,1.89144113837209,4.37324138608759,5.43420630841758,2.38244589065203
"14882",0.0965826053037704,1.14918590726278,2.91077933629609,4.0484418035504,3.00880920911834
"14967",1.21475380205246,1.9302012330547,4.55253120853509,6.47257508985315,2.22316514636259
"15035",1.44777800929462,1.29374597219993,3.80950249718057,5.78923793550226,2.87202092497472
"15083",0.783016942662037,0.421587770979111,2.7855635422284,2.44870631990508,2.80747865183613
"15292",0.543422327039724,0.394464061369737,2.43334291583504,2.20951501454263,2.86018287367782
"15414",0.96529720707826,1.14021075504157,3.17598650936112,4.50851625226694,2.02292154074612
"15448",1.44057379062399,1.72551112776154,4.39150652613484,5.83682522770016,2.82536428768463
