"","X10...potato.predict...potato.data.mean_potat.x.....1"
"313",-0.00737688192685348
"314",0.352695106937728
"315",0.0576289999636714
"316",-0.152879725670982
"317",-0.555421815247821
"318",0.00502224711410237
"319",-0.499385465009997
"322",-0.325449444985325
"325",0.360833007500655
"326",-0.328446234075815
"327",0.113013284600054
"328",-0.0259114117441165
"329",-0.138882752027603
"331",-0.0785793265122365
"332",-0.0459287990914334
"334",-0.0841713359761224
"335",-0.222425189522699
"336",-0.545310516468535
"337",-0.120134242663036
"338",-0.0438407015951223
"339",0.286113894260929
"340",-0.212409160431655
"342",-0.113112520017558
"343",0.262412218761833
"344",0.0764199740928073
"345",0.926693030188633
"346",0.0616101327049381
"347",-0.116233258423314
"348",-0.036760673352438
"349",-0.133177165210373
"352",-0.224126492208029
"353",1.48363792243483
"354",-0.140229749173349
"355",0.691764958959851
"356",-0.23761721305054
"357",0.612030966414909
"358",0.0450566829939945
"359",0.916437510258576
"360",-0.358981540193113
"361",-0.131481704585612
"362",0.184809691186363
"363",0.0473947007849196
"364",-0.478236719189183
"365",-0.384250662208402
"366",-0.0804863839897373
"367",0.0210287635496038
"368",-0.243509612975036
"369",-0.0213281652161302
"371",-0.436142743507043
"373",0.130107705704945
"375",1.44011185000442
"378",-0.279675999259863
"379",0.0312341759268879
"380",-0.186624117828581
"381",-0.0564735652351901
"384",-0.130485220202909
"386",-0.602165321483515
"388",-0.368450762760729
"389",0.941384292229772
"390",-0.106571818258299
"393",-0.331573094395269
"394",-0.107342764822489
"395",0.288595451754081
"398",1.08347155788865
"399",0.0798666863809143
"402",-0.206733835906715
"403",0.0804923184205426
"405",-0.0231315878000179
"406",-0.247810999376025
"407",-0.208523032783292
"409",1.52274541829584
"410",0.286015056355394
"412",-0.211284280274338
"413",-0.0426000403226239
"416",0.105087120131937
"419",0.0370817964482395
"420",0.0430770457207825
"421",-0.0345650356741034
"422",0.650122784456182
"423",-0.113449437622773
"424",1.40620615014451
"425",-0.436896073251573
"426",0.702895274390185
"427",0.0498956214141382
"428",-0.0972510989824742
"429",-0.332706764573285
"432",-0.228467585597311
"433",-0.46122806691057
"434",-0.43853607921649
"435",0.795279714053998
"436",0.211209756965416
"437",-0.0439334283341356
"438",0.0582458930539755
"439",-0.218822560542792
"440",-0.142213977545846
"441",1.87517585827097
"442",1.07750959044809
"443",0.133735358524105
"444",0.315864108448121
"445",0.0733369295020223
"446",-0.128076854660842
"447",0.932856930555561
"448",0.151765128469129
"449",-0.315500758533391
"450",-0.28150186321399
"452",-0.0622747426055712
"453",-0.322372975377252
"454",-0.293590677233446
"455",0.0409015792753289
"456",-0.366185571936436
"457",-0.203670615267632
"458",-0.107623097396669
"459",-0.0756769303105148
"461",0.869701121291861
"464",-0.0937646611995748
"465",-0.430093965963411
"466",0.230294665967458
"467",-0.182762696687746
"468",-0.0961444338423156
"469",-0.187317497875871
"470",1.0977831642466
"471",-0.419700302808317
"474",-0.351848803105454
"475",-0.263873549974191
"476",0.10981789751321
"477",-0.393774858057028
"478",-0.0803371400066335
"479",-0.296852385870192
"480",0.0374295283511548
"482",-0.279141346040493
"483",-0.0289492143270518
"484",-0.406208880539824
"486",-0.0846571255512365
"488",-0.242623779183947
"490",0.00564128169688805
"491",0.109706412867979
"494",-0.373500921553851
"495",-0.547781912911366
"496",-0.138840795388602
"498",0.964808588736871
"499",1.19052373391903
"500",0.0737494439361672
"502",0.161455679674681
"503",0.45569564733589
"504",-0.36005445719233
"508",1.73836232832878
"509",-0.606604640876263
"510",-0.278031484423278
"511",-0.283773342471878
"515",-0.119215179567345
"517",0.010314191142482
"518",-0.245004703508963
"520",0.0561559117161672
"522",-0.432351433471855
"523",0.0550604282265088
"524",0.993498240271051
"525",0.156574573715498
"526",0.0330198225226772
"527",0.399720151887064
"528",1.11636782012814
"530",0.904504411324429
"532",-0.318680750549869
"533",0.555603903849271
"535",0.200364318476942
"536",-0.159751416839384
"538",0.409099793866074
"540",-0.242064459054655
"541",0.112010466323256
"542",-0.258408075225726
"544",1.8688751221634
"546",1.18110706778847
"548",-0.388832463909734
"549",-0.0194121437300709
"550",0.407353839620753
"551",-0.119333507069521
"553",-0.423299151011288
"554",0.00969456943812164
"555",-0.140626130983743
"558",-0.351655302711153
"559",-0.00722037359982408
"560",0.129827274038868
"561",-0.147188950945061
"562",0.11358440834978
"567",-0.230473793040807
"568",-0.249297168147958
"569",1.53858852578881
"570",-0.325835943354655
"571",-0.111373836676709
"572",-0.0804866099028276
"573",0.589649149348083
"574",-0.048090220112411
"575",-0.264151036812007
"576",-0.284811818474826
"577",0.0253443234735922
"578",-0.242226145158401
"579",-0.432682832884261
"580",-0.0897902538744191
"581",0.822631143902779
"583",-0.0454412377524954
"585",-0.0983231836595869
"587",-0.133673489472289
"590",-0.0329823338103771
"591",-0.00286413579960942
"592",-0.174313721756997
"593",0.06721914449623
"594",-0.48504757592567
"595",0.269325477880186
"596",0.233066730574313
"597",-0.0768794093412283
"598",-0.239145046921674
"599",0.730390967733514
"600",-0.232242706346498
"601",-0.274858405188766
"602",-0.187547690417062
"604",1.34695494027847
"609",-0.246368519767675
"610",-0.123508955453404
"612",-0.196849705244473
"613",0.767905660025012
"614",-0.0465208341939193
"616",1.834464892392
"617",-0.0714756417777975
"619",-0.232655088774786
"620",0.855455058288705
"621",-0.118703110786708
"622",-0.307793074481596
"623",0.00266281183213968
"624",-0.0615808197106479
"626",0.467662035199406
"627",-0.0547927193946305
"628",-0.0493681027921717
"629",0.775941584914248
"630",0.959497318680786
"632",2.81643193300047
"633",-0.250476617915091
"634",-0.082851756347198
"635",-0.324960819681109
"636",-0.03735524534018
"637",-0.153833905868937
"638",3.80319384728678
"640",-0.270042512919356
"641",-0.33366074672784
"643",0.367864571412966
"644",0.879662380917677
"646",0.042562640288073
"647",1.19414940137324
"648",-0.0367701816155234
"649",0.127838042341133
"650",0.0139329677919491
"651",-0.437822636293312
"652",-0.230612105397694
"653",-0.117829133066962
"654",0.831946239562881
"655",-0.53879200232533
"657",-0.24664569676862
"658",-0.378343033724817
"659",-0.174870166133186
"660",-0.244345007627795
"661",-0.358864389118415
"662",0.583649164757719
"663",-0.310047186771269
"665",0.888860862597669
"666",0.13785811573786
"667",-0.0381329492302779
"668",-0.128498420299899
"669",1.1138430507033
"670",0.00361777641994143
"673",0.0276416305409515
"674",-0.352324530402606
"675",0.11329616681088
"676",-0.00685800288451111
"677",0.0744072645465095
"678",-0.25927021672342
"680",-0.0323259649181928
"682",-0.436232085767916
"684",-0.00772070070989395
"685",-0.132134473030096
"686",1.8570552841387
"687",-0.151215599909043
"688",-0.481487009264237
"689",-0.473721064009845
"691",-0.216911755651987
"692",-0.160795495662729
"693",0.114726496042868
"694",-0.0528116271764271
"695",-0.145180130572165
"696",-0.187361732778661
"698",0.0775170593986536
"699",-0.197878064289081
"700",0.0689295184717231
"702",-0.17683186275066
"703",-0.328397647326462
"704",0.62720787136954
"705",-0.17516208164199
"706",0.00679070083984246
"707",0.0343559318793996
"708",-0.391701567135586
"711",0.0955955130565984
"712",0.172133824367338
"713",-0.308644051865593
"714",0.3023545276182
"716",0.0519052493463215
"717",0.657198811386537
"719",-0.307314967655166
"720",-0.177527548713779
"721",0.801035756931748
"723",0.0287932895693366
"724",0.0054682683501579
"726",0.893520958558686
"727",0.0829107410238727
"728",-0.0991367870502073
"729",-0.150855168603266
"730",0.828620031945302
"731",0.322691233732163
"733",-0.0888359620557216
"734",-0.00126564362743098
"735",-0.213508309662443
"736",-0.0817071802388921
"737",0.0766564621585282
"738",0.193205807120177
"739",0.0163417636841414
"740",-0.0229116315590944
"741",0.160806744800404
"742",-0.0240437696430115
"743",-0.189009637390833
"744",0.166371155224512
"745",0.198807059371035
"746",-0.238307152679868
"747",-0.121498840035761
"749",-0.139810971969045
"750",0.00835068180839937
"751",0.111983466772842
"752",-0.241203730355763
"753",-0.301816499037894
"754",-0.0912518112089971
"756",0.181394964403481
"757",0.00588357433189723
"758",-0.475983641414483
"759",-0.102292160132658
"760",-0.00801364245840697
"762",0.0439284768785386
"763",-0.276830799756086
"765",-0.321530621166033
"766",0.211250081326575
"767",0.798805789736117
"768",-0.321456104337124
"770",0.155464030451072
"772",-0.00307109590539201
"773",-0.257231087112074
"774",-0.363161623036606
"775",-0.222584382140103
"778",1.04529613938862
"780",-0.238444168200502
"781",-0.135009697358628
"783",-0.21741072338514
"784",-0.308268018258711
"785",0.681516442120631
"786",-0.251449756021259
"790",-0.342636565310397
"791",0.0941370336324499
"792",-0.376764838786374
"795",0.0917022741459184
"796",-0.212261509949475
"797",0.980758752642868
"798",0.467857441127951
"799",2.06264911578511
"800",0.642012405640058
"801",-0.0313399023467321
"803",0.00544315304559828
"804",-0.208357020340454
"805",1.02293888229201
"806",-0.192361505672211
"807",-0.146488969556914
"808",0.0841090112558556
"809",-0.283210453563299
"810",2.96113662624628
"811",0.272760692525761
"813",0.275182894552596
"814",-0.00149991604743482
"815",-0.0346879733279853
"816",-0.365318847870857
"818",0.0699341360839327
"819",-0.28384691386371
"820",-0.123358153175925
"821",-0.0982569547893694
"822",0.0588536045674959
"823",-0.193377438493249
"824",-0.148010328662972
"825",-0.0717324179840457
"827",-0.0902351401971735
"829",0.0249230506575746
"831",-0.165540900662701
"839",-0.00182801509896191
"840",0.0963621503855274
"844",1.08027536991475
"846",-0.12384011859849
"848",0.0394466962228608
"851",-0.292148619210806
"852",-0.292696001532461
"853",-0.110573244962767
"854",0.0613558243102443
"855",0.352829889304012
"857",0.0755126629137768
"858",-0.427458779743735
"859",-0.30423469933756
"862",-0.170906330426812
"864",0.689842234246106
"868",-0.141003360500379
"876",-0.0911122646285072
"877",0.0544360480182284
"879",0.04962972227717
"880",-0.168696593731271
"881",0.0801357446140334
"883",1.24868818660748
"884",-0.246528354677054
"886",-0.0965764508067695
"887",-0.549917940651607
"888",0.656202586172388
"889",0.147322240002642
"890",0.10729546587178
"891",0.377359325777121
"892",-0.650490042977277
"893",-0.302649757424087
"894",-0.0369700787338584
"896",-0.228095047000843
"897",-0.162046547643425
"898",-0.157461916840062
"899",0.554069698516934
"900",-0.11225972042042
"901",-0.152541708906348
"903",0.131231854830584
"904",0.0379980885067464
"906",-0.324974757414961
"909",0.745775159851674
"911",-0.0247265376507519
"914",0.203144657972593
"915",0.314133977401691
"917",0.49050630485651
"918",-0.0741647582284217
"919",-0.184715595858455
"921",-0.650422025114747
"923",1.08986845833243
"924",-0.18032837153811
"925",-0.3566212043204
"926",1.51586654112373
"928",-0.152456486658096
"929",-0.235579753310222
"930",0.658355730547229
"931",-0.0248321770579721
"932",-0.16012170739818
"933",0.349176425264769
"934",0.73187511780536
"936",-0.172184643408871
"937",-0.255078756635668
"938",-0.334345877314039
"940",0.335314144296162
"941",-0.177488922633864
"942",-0.0490246902812465
"943",-0.140168987323456
"944",-0.0799464216568923
"945",-0.151333927233106
"947",-0.338989129085986
"948",0.190848601493751
"949",0.199915238105073
"950",-0.285912729245885
"951",2.78699827097354
"952",-0.344419885921729
"953",0.0326966481005788
"954",-0.0857862798953679
"955",-0.141924870569324
"956",-0.383561329852721
"957",0.0126926684547448
"958",-0.483905816966867
"960",-0.218281803056834
"962",-0.018538344070137
"965",-0.0381690128160864
"967",0.251165470903082
"970",0.542485175965311
"971",-0.107351342766287
"972",-0.00151673102041028
"973",-0.0147759724864486
"975",0.323765129884641
"976",0.291607409363714
"977",0.470313425569051
"978",-0.0963211531180482
"980",-0.60755761276761
"981",-0.11882719195738
"983",-0.118694804965407
"984",-0.335107474714191
"985",0.493984443724997
"986",-0.204533308767724
"987",0.191076009723807
"989",-0.00649360720012959
"990",0.228154350228722
"991",-0.105127021908547
"992",-0.198801090449538
"993",-0.368370854187994
"994",-0.0252674576792191
"995",-0.0567667770004255
"996",0.0116241165510855
"997",-0.0240209133718475
"998",-0.380350120039217
"1000",2.36458451527224
"1001",0.394616691520549
"1002",-0.107970561330235
"1003",0.127892829710318
"1004",-0.106822826967146
"1005",-0.0713924744158585
"1006",0.618827455209009
"1007",0.0356178751379426
"1008",0.107957612606369
"1010",-0.359905818166047
"1011",0.251256789232493
"1012",-0.451873646201922
"1013",-0.355283852557308
"1014",-0.0595718493463538
"1015",0.0822511250585707
"1016",0.174697218206893
"1017",-0.474172953205722
"1018",-0.18325951381443
"1020",-0.315391114096243
"1021",1.18791503741313
"1022",-0.39541438971518
"1024",-0.0827728361107186
"1025",-0.288027595567137
"1026",-0.475479376748739
"1027",3.8586733449311
"1030",-0.186737472722225
"1031",-0.156947911328536
"1035",-0.0826384922377863
"1036",-0.13200154208214
"1037",1.39952935368611
"1038",1.82137875213158
"1039",0.0140710637047896
"1042",-0.0456841349213852
"1043",-0.227925742938434
"1044",-0.3044726813656
"1047",0.0789061620213383
"1048",0.457913784767563
"1049",-0.135186676193155
"1050",-0.291049859694054
"1053",-0.351043505508703
"1055",0.106745222860645
"1056",0.49055851111147
"1057",-0.537943267571888
"1058",0.066086100185595
"1059",-0.0185806314031984
"1060",-0.114152163352062
"1061",-0.153515027768436
"1062",2.76592502802233
"1064",-0.290281053255177
"1065",1.39697908005623
"1066",0.325645480410356
"1069",0.0222774795561469
"1070",-0.23258489824147
"1071",0.169295784788798
"1072",0.0076405578938874
"1073",0.948052449451012
"1075",-0.0736575893852348
"1076",0.143752111005565
"1077",-0.18058767104842
"1078",-0.124439392850816
"1080",-0.0190510972268197
"1083",-0.178261723878343
"1084",-0.271128980566327
"1086",0.027502716390079
"1087",-0.37528726761573
"1088",0.0120060947886571
"1089",0.947481337610983
"1091",-0.295126480071057
"1093",0.127698471624182
"1094",0.866045052193351
"1095",-0.0173952626430642
"1096",0.405498917619749
"1097",0.113611339999388
"1099",0.433190153311561
"1100",0.0656044221472971
"1101",-0.138254281734993
"1102",0.00446428319384573
"1104",-0.428244717242971
"1105",-0.269102510777797
"1106",0.0611375043546378
"1107",0.873868839864375
"1108",-0.404802779480533
"1109",-0.357243672615035
"1110",-0.543968632214822
"1111",-0.573067741331569
"1114",1.0263751110424
"1119",-0.24335618934723
"1120",-0.342343195410943
"1121",-0.17086037618128
"1122",-0.0636359041235923
"1123",-0.47077353742624
"1125",0.140890349143013
"1126",-0.101718420707046
"1127",-0.31908035586201
"1129",-0.393209346889861
"1130",-0.320363267412612
"1133",-0.190160960232803
"1134",-0.223239725390592
"1135",0.0129294980706836
"1136",-0.0455873211032238
"1137",-0.41589760467218
"1138",-0.306321462740632
"1139",-0.0907939133630228
"1140",-0.272396014676897
"1141",-0.322213591991976
"1142",0.0884591662401246
"1143",-0.231190056130748
"1144",-0.0519063900713388
"1145",-0.217187796695337
"1147",-0.0528181590869556
"1149",-0.161881282598753
"1150",0.259744898972862
"1151",0.337400175184983
"1152",-0.465192608160369
"1153",-0.261690915333638
"1154",0.760133794472162
"1156",0.00961555531362679
"1157",-0.169212114520913
"1158",-0.14454000506092
"1159",-0.202422804727553
"1160",-0.00390014489275892
"1162",-0.138979213556413
"1163",-0.0560707190124815
"1164",-0.125715895147721
"1165",0.0982924842699615
"1166",-0.540257689934604
"1167",0.114559122013987
"1168",3.99314169894783
"1169",-0.140347510853144
"1170",-0.0457424085712544
"1171",-0.571002690740399
"1172",-0.193889664389908
"1173",-0.104727734433105
"1175",-0.182866498666684
"1176",-0.145597340903663
"1177",-0.178885470675718
"1178",0.103936629105064
"1180",-0.470206028784593
"1181",-0.109579809693258
"1182",0.391169929214391
"1183",-0.424495194250679
"1185",-0.334867574978489
"1186",0.110635159939342
"1187",1.93416938210706
"1189",0.280841839903471
"1190",0.761348934443814
"1191",-0.0198052775515938
"1192",9.64912815617502e-05
"1193",-0.239885031807703
"1194",-0.161402409764034
"1196",-0.298459552071213
"1198",0.0193412870152614
"1199",0.144934273190871
"1200",-0.389797535430227
"1201",0.565561812590791
"1205",0.156094931375188
"1206",0.696716148235853
"1207",-0.320214436274537
"1209",-0.196656383608284
"1210",0.691514637800779
"1211",1.85162047079527
"1212",0.172137606094348
"1213",-0.188282231891798
"1215",-0.286481650922319
"1216",-0.0567630569291603
"1217",-0.0871290358962798
"1218",-0.197000690359874
"1219",-0.16387860799626
"1220",1.40141365173786
"1221",-0.190650109359261
"1222",-0.213290051565553
"1224",-0.18040093778143
"1225",-0.289637506586428
"1226",0.0800002701674869
"1227",1.01332943900142
"1229",-0.0304174517517269
"1230",-0.207957797161957
"1231",0.15495019718032
"1232",-0.231418563308734
"1233",0.537706577955782
"1235",-0.344700950996865
"1236",0.107840496839724
"1237",0.225443709145752
"1238",-0.110609888897368
"1239",0.889301301035816
"1241",-0.0866566553158279
"1242",-0.330629486978915
"1245",-0.20845038401105
"1246",-0.343711656445945
"1247",-0.305443375102345
"1248",-0.0519394885359878
"1249",-0.100495171612439
"1250",-0.153736860817763
"1251",1.86409435476781
"1253",-0.0104909070570788
"1256",0.167407454069795
"1260",0.65723110563507
"1262",-0.159863519968766
"1264",0.168503456778534
"1265",1.3716859980402
"1266",-0.0477140164654614
"1267",0.490134491352737
"1268",0.433432124537616
"1269",-0.034974884484465
"1270",-0.0766624949711779
"1271",-0.12350217537904
"1272",-0.446969972163492
"1274",0.25630314365724
"1276",-0.511094747492454
"1277",-0.162739189103994
"1278",-0.0262685029454058
"1279",-0.181527614982062
"1280",0.0668604675425082
"1282",1.4868742983452
"1284",-0.160114460007482
"1286",0.0967067259942882
"1288",-0.115197743501905
"1289",0.391774707270301
"1290",-0.0814356071692351
"1291",1.59907454248758
"1292",0.51595317978883
"1293",-0.189465853083217
"1294",-0.141636463415341
"1295",-0.0665604528215562
"1297",-0.340967766100415
"1298",-0.360526650960246
"1301",-0.0272317305541446
"1302",-0.492467931596469
"1303",0.579136403024749
"1304",0.0381143372465094
"1305",0.128716252968433
"1306",-0.105196065328954
"1307",0.147485163070012
"1308",1.85753856858698
"1309",-0.296033990313856
"1310",0.262886875835217
"1311",-0.0568166158257031
"1312",-0.0533916620310393
"1313",0.546564660477632
"1314",0.137905754860912
"1316",0.420533643200224
"1318",-0.249990611700602
"1319",0.12058831883049
"1320",-0.134982096029595
"1321",-0.299812504193009
"1322",2.70616936148417
"1323",0.531266046929599
"1324",0.454055829126843
"1326",-0.493417020466946
"1327",-0.224991392659892
"1328",-0.33466215473926
"1329",-0.208941341435268
"1330",0.165064108423004
"1331",-0.080430811633974
"1333",-0.314895519239811
"1334",-0.169659589481155
"1335",-0.0129827987369834
"1336",-0.0760153552836766
"1339",0.586861128558558
"1341",-0.170483142774019
"1342",0.210168187487861
"1343",-0.407146629758714
"1344",0.468229410692841
"1345",-0.331430942406817
"1346",-0.0727376435846008
"1347",-0.00249541532986552
"1348",-0.369166843825206
"1349",-0.062793530054541
"1350",-0.189420198428679
"1351",-0.172046721387064
"1353",-0.111172918488662
"1354",0.386738323136459
"1355",-0.411457784354695
"1356",0.220640535409713
"1357",0.290554866264992
"1358",0.570909607190418
"1359",-0.136220641800204
"1360",0.314865130233492
"1361",-0.093820308994509
"1363",-0.224263478965855
"1364",0.147617267869293
"1365",0.340166256683207
"1366",0.880884949889386
"1367",-0.266992136584264
"1368",-0.297996514989496
"1369",-0.0517711810391698
"1370",0.0987214169939619
"1371",-0.355546200704745
"1372",-0.165740701416691
"1373",-0.0789721403446868
"1374",-0.0235547136783542
"1375",1.45169733591817
"1376",-0.210307949623007
"1379",0.173239463835498
"1381",-0.391593949275418
"1382",-0.183811739246616
"1383",0.232281018311418
"1385",0.137864544976722
"1386",-0.165926766427259
"1387",0.0885942316432742
"1388",-0.157300123893088
"1389",-0.166814561754429
"1391",0.428284911702388
"1392",-0.213419238015889
"1393",0.165905507940452
"1394",-0.0164270191108494
"1395",0.0318975434239495
"1397",0.167825860293965
"1398",-0.035283192676118
"1400",0.322192540220283
"1401",-0.139303704790339
"1403",0.252874990527466
"1404",0.0966765457425398
"1405",0.290345068938115
"1406",0.331175597965691
"1407",-0.301230543738277
"1408",-0.412470848457735
"1409",-0.512782209049512
"1410",0.0994862991116348
"1411",0.0766158255093199
"1412",-0.303209416647477
"1414",-0.171247683395629
"1416",-0.488378573563063
"1417",-0.310541259443666
"1418",-0.30314626492582
"1419",-0.453192294675948
"1421",0.271624560112466
"1422",-0.312598588081722
"1424",-0.164866038291117
"1426",-0.302624390711018
"1427",0.0598121605352633
"1428",0.506447484443265
"1429",0.741787042579251
"1430",-0.181420807634471
"1431",-0.177677428851812
"1433",0.970260953863832
"1434",0.0707391969026074
"1435",-0.116918572147308
"1436",-0.21154182324805
"1438",0.158501723246337
"1439",0.383572612600228
"1440",0.552363999901755
"1441",0.444167297930044
"1442",0.167052839331333
"1443",-0.157281627076403
"1445",-0.288958422999382
"1446",0.109926115792091
"1448",0.00836016837450737
"1449",-0.278044168849669
"1453",-0.158604605072534
"1455",-0.176951116144458
"1457",-0.456215913290356
"1458",0.266292826820609
"1459",-0.481696933356559
"1460",-0.133705276414356
"1461",-0.515266654016191
"1462",1.40156117920714
"1463",-0.0983586015112146
"1467",-0.0611132662044348
"1468",-0.172854928609815
"1469",-0.371188919878161
"1470",0.0739194658508975
"1471",0.816224511989643
"1472",-0.42058393530186
"1473",-0.301906993153908
"1474",1.32950230997332
"1476",0.310940469251192
"1477",-0.207516346926983
"1478",-0.118505036804982
"1479",0.142609255603712
"1480",-0.183481731688921
"1481",-0.136930903570323
"1482",-0.280555765174597
"1483",-0.0353493536467092
"1484",-0.135739447874021
"1485",0.0532879268059614
"1487",-0.251839985268964
"1489",-0.505528324782025
"1490",0.889197132385596
"1492",0.832530736583553
"1494",-0.068561435221162
"1495",-0.184411189220714
"1498",2.85522661375434
"1500",1.66591853004818
"1501",-0.311411757316027
"1502",0.247233989935654
"1504",0.0454853444192767
"1505",-0.00767229824345839
"1508",-0.0907167886960488
"1510",0.0434282541982873
"1512",-0.282424335360434
"1513",-0.129638718558028
"1514",0.00329031455743567
"1515",0.460801759959399
"1517",-0.19678235888114
"1519",-0.308479212989964
"1520",-0.136708552064247
