"","X10...rapes.predict...rapes.data.mean_rapes.....1"
"1",-0.167867777382112
"2",-0.149695456317438
"3",-0.0565763405566485
"4",-0.00742832276318117
"5",-0.055896536488687
"6",0.0260803593345258
"7",-0.204768086812851
"8",-0.132005933728076
"9",-0.0387947344405994
"10",0.0740073427472152
"11",-0.0637036277329307
"12",0.0826423688258464
"13",-0.0197661950214993
"14",-0.0276541380523684
"15",-0.0373141640835872
"17",0.0241361267497193
"18",0.188935238441807
"19",-0.089962049944193
"20",-0.169912298829465
"21",-0.0444987726149749
"22",0.11266052121978
"23",-0.138336777325962
"24",0.216458297872556
"25",0.0834663612392583
"26",0.121673909753638
"28",-0.271148405463772
"29",0.173989187257289
"30",-0.108023635950306
"31",0.0822395509249561
"32",0.123032301806963
"33",0.394860819943326
"34",0.154209403806991
"35",-0.181781857801124
"36",0.242943811105045
"37",0.254549853744991
"38",0.198492151386997
"39",0.443894006320108
"40",-0.394917923586969
"41",0.0495565390965162
"42",0.022720676347507
"44",-0.00684485452415629
"45",-0.0583715721055711
"46",0.077028945488455
"47",0.267644604391371
"48",0.206378928983221
"49",-0.0105486526152011
"50",-0.0558813252766988
"51",-0.200848854749526
"52",-0.193344889448046
"53",-0.0238411508730952
"54",0.309298128706812
"55",-0.0684484370681843
"56",0.0785918938567305
"57",-0.0897969437973702
"58",-0.36091204115069
"59",0.0413325895822327
"60",-0.0449080207653469
"61",-0.140134619639499
"62",-0.0949032133950857
"63",0.0241190629805692
"64",0.00214292854115961
"65",-0.0850407611880333
"66",0.0113322673955434
"67",0.280434963812961
"68",0.191915391099601
"69",-0.123086887264548
"71",-0.0327449016853302
"72",-0.165280986501998
"73",0.171930403877864
"74",-0.148528133005611
"75",-0.0542287541446698
"76",0.0868784687386988
"77",-0.0013629705106063
"78",-0.100189691234854
"79",-0.131812275782137
"80",-0.0718522160400572
"81",-0.0734863712077788
"82",0.144169285428057
"83",0.17823620147387
"84",-0.298328021422457
"85",-0.0625850550990855
"86",0.020300199326263
"87",0.142267396462403
"88",-0.144226731370391
"89",-0.191678152394826
"90",0.0801349381250922
"91",-0.152266431280883
"92",-0.12298986877569
"93",0.064203647763903
"94",0.202065985882637
"95",-0.252706200439015
"96",0.0271964750529978
"97",-0.0934975425975269
"98",-0.000134721410637972
"99",0.325597015255051
"100",-0.0306183822634233
"101",-0.129963066201173
"102",0.170578378543814
"103",-0.208718292717942
"104",-0.083217957372468
"106",0.324850292485933
"107",-0.226973382386722
"108",0.358219224329791
"109",-0.0985303952720185
"110",0.0284274405941765
"111",-0.0624204899784476
"112",-0.279404126738517
"113",-0.100042488759985
"114",-0.138229908531456
"115",-0.0680997714270062
"116",0.212531861351217
"117",-0.161685619873664
"118",-0.0705162676630304
"119",-0.0751022956955661
"120",0.338334158310253
"121",0.00630207227831292
"122",0.111925070314095
"123",-0.191065760144521
"125",0.00776859780560901
"126",-0.214104151416823
"127",0.0432600389987574
"128",-0.0676619245118059
"129",-0.0750221719298666
"130",-0.122816392292397
"131",-0.0595710915804845
"132",0.114224292274339
"133",-0.0776238991312661
"134",0.141493958709463
"135",-0.0646438918486618
"136",-0.284698417646529
"137",0.053080676016974
"138",0.0739519670098818
"139",-0.243802712200362
"140",0.261491549069589
"141",0.00361713185979107
"142",-0.075355180394664
"143",-0.0677780808288965
"144",0.267922200936449
"145",-0.284365883692362
"146",-0.113447669333396
"147",-0.0317836418089903
"148",-0.0103444138332389
"149",0.0541935485371441
"150",-0.132335371751486
"151",-0.159347352846505
"152",-0.0578804215311025
"153",-0.0247776931580865
"154",-0.0641089471765339
"155",-0.0559139320183418
"156",-0.0217932269676557
"157",-0.149155601890814
"158",0.0757298235662227
"159",-0.198287335948211
"160",0.0378213738298037
"161",-0.0433495847420101
"162",-0.0456208213457785
"163",0.109628772823268
"164",-0.275674592803474
"165",0.071943830109805
"166",-0.149684315454777
"168",-0.014219523512536
"169",0.228184123429213
"171",0.0887735303959063
"172",0.182513941092484
"174",-0.0212011576947368
"175",0.193142638033434
"176",-0.0759645504101727
"177",-0.0515531615642735
"178",0.0728863992561231
"179",0.0424471355694684
"180",-0.0223347078719225
"181",-0.239376069163837
"182",-0.216360439688297
"183",0.277212382962932
"184",-0.0575958951703607
"185",-0.011198122766772
"186",0.226513710333021
"187",-0.127216695747808
"188",-0.189882735452016
"189",-0.171853950470749
"190",-0.101269328569223
"191",-0.234220835151789
"192",-0.155531585221972
"193",0.0880064085350194
"194",0.125258281242787
"195",0.234565004073399
"196",-0.168894019900561
"197",0.113342136019425
"198",-0.0961247341188693
"199",-0.243730955125483
"200",0.716118814283649
"201",-0.141497429468864
"202",-0.066626465496667
"203",0.436985703601557
"204",0.3449237596506
"205",0.447489991469717
"206",0.188505171138363
"207",0.247849374717937
"208",-0.127039888540348
"209",0.138190755901592
"210",-0.0983378708527529
"211",-0.0606947666819786
"213",0.436864456392293
"214",-0.101960120722974
"215",0.0828934073044885
"216",0.47726267724945
"217",-0.0405730887858486
"218",0.0911578737702852
"219",-0.00826175720489175
"220",-0.154222594748611
"221",0.00577917100505054
"222",-0.0795420687811491
"223",0.253198907903166
"224",-0.155577908770865
"225",-0.0922340574864673
"226",0.494197379841204
"227",0.0424118062453256
"228",0.147346582997976
"229",-0.0505346334090166
"230",-0.212541801574222
"231",-0.131906338371368
"232",0.131621537804472
"233",-0.0566819515796319
"235",-0.187989742585688
"236",0.0165298129926337
"237",0.186407031026715
"238",0.254123793623563
"239",0.0057181970275102
"240",-0.0150177181283825
"241",-0.172775329646333
"242",-0.0158208035518926
"243",0.135728969772284
"244",0.272964877742174
"245",-0.0968958186557336
"246",0.0306289519785343
"247",0.0854114338146783
"248",0.213964752748613
"250",-0.0235281003787593
"251",-0.034224490689705
"252",-0.0370857023733657
"253",-0.190565903752607
"255",-0.0545183820729881
"256",-0.127302126001933
"257",0.00938797632471666
"258",-0.24006579182164
"259",-0.195604807586141
"260",-0.037780074286405
"261",0.0440413741290044
"262",-0.106793683983418
"263",-0.0768145010540918
"264",0.211470111461517
"265",-0.0670651807311106
"266",-0.129704146376583
"267",-0.166331536290024
"268",-0.200468047095039
"269",-0.0371829836505371
"270",0.0651633221831158
"271",0.302852945467814
"272",-0.042191879451941
"273",-0.169467907658248
"274",0.0307261044275648
"275",-0.124492131790661
"276",0.0651247651747682
"277",-0.124242738156057
"279",0.0957423424772079
"280",-0.415278756430039
"281",0.0443728006207802
"282",0.0300174952064514
"284",-0.0867430554339994
"285",0.0532395484854964
"286",-0.123789279298284
"287",0.195297717814798
"288",0.0343769535860967
"289",0.336787008433913
"290",0.142259995865898
"291",0.0721298115300184
"292",-0.120693955564429
"293",-0.108962006622069
"294",-0.164096004651455
"295",-0.0605114404371675
"296",0.21310061964106
"297",-0.336191566396198
"298",0.0550645877425324
"299",-0.191691544796826
"300",-0.13982495287857
"301",0.251589745452166
"302",-0.23693975879828
"303",-0.0121563653783396
"304",-0.0151075857888431
"305",-0.0932148952370907
"306",-0.0109317909776933
"307",-0.26955943163673
"308",-0.0461497826505243
"309",0.0973176091188357
"310",0.277932299723019
"311",0.118812735681177
"312",0.0501041521689878
"313",-0.11544037259476
"314",-0.0497808125498702
"315",-0.220455206257995
"316",0.14007200043793
"317",-0.105070111708692
"319",0.226343838934779
"320",0.12774252793826
"321",-0.0662545959582533
"323",0.20185945707542
"324",-0.0439828954972015
"325",0.364757293483892
"326",-0.0786828983877939
"327",0.0227589944439743
"328",0.188935916141443
"329",-0.238674957842876
"330",-0.071512062272205
"331",-0.0108372798658505
"332",0.20582723857179
"333",-0.206331220373247
"334",-0.0757594753885045
"335",-0.141996282103719
"336",-0.116547418913031
"337",-0.0913098781598304
"338",-0.0543673137508057
"339",-0.230495379005963
"340",-0.104461217153986
"341",0.0982829044436064
"342",0.0683279500054566
"343",0.209830891463245
"344",-0.065207864028856
"345",0.00773802847368565
"346",-0.123773671172928
"347",-0.0554219546975422
"348",-0.0110547564865396
"349",-0.173687458901102
"350",-0.112451168524185
"351",0.433216559286285
"352",0.076400748359869
"353",0.127965225972293
"354",0.186759636522239
"355",0.322586976592302
"356",-0.0787862290163227
"357",0.209347465318133
"358",0.234867437057077
"359",-0.0826372240241759
"361",0.161679741618692
"362",-0.0745249880052176
"364",-0.044412933874276
"365",0.205745668124176
"366",-0.0948828515301061
"367",0.315239852124077
"368",-0.0676297415455247
"369",0.14667360192155
"370",-0.120435438315076
"371",-0.185422532627
"372",-0.0530840646190015
"373",-0.0144215021328068
"374",0.419102725703653
"375",-0.0562419238634442
"376",0.255155834978265
"377",-0.161333762163103
"378",0.169627727376623
"379",-0.115829376582526
"380",0.107125833317661
"381",0.132272748868208
"382",0.354613647722789
"383",0.0282620868737997
"384",-0.230507147708941
"385",0.0633775409023924
"386",0.428024689368016
"387",0.276194505258937
"388",0.60406590021286
"389",-0.095492110895066
"390",0.143285366720777
"391",-0.104241398796319
"392",0.108888786729668
"393",0.0670671079879899
"394",0.26891945411578
"395",0.349511406979351
"396",-0.160172008706335
"397",-0.188718969703944
"398",-0.056022648607398
"399",0.349963116600306
"400",-0.0698904803684042
"401",0.126013451987142
"402",0.108067286509189
"404",0.0327054712418746
"405",-0.172620720529242
"406",-0.1168701093142
"407",-0.0546792351929111
"408",-0.182932679422584
"409",0.246318438186049
"410",-0.253249941137443
"411",-0.244762022544179
"412",-0.142901619121329
"413",-0.0449782192580036
"415",-0.0147595035695498
"416",-0.02009319308094
"417",-0.181719371363225
"418",-0.106906150661894
"419",-0.098432856685898
"420",-0.0434476653887735
"421",-0.192961327189319
"422",-0.33283740568671
"423",-0.133689901780982
"424",-0.110823982498895
"425",-0.0888794685238585
"426",-0.150763192177471
"427",-0.0346194526057583
"428",-0.0280409031649785
"429",-0.0299883534700117
"431",-0.0508505631933807
"432",-0.14790290089631
