"","X10...barley.predict...barley.data.mean_barle....1."
"368",0.0820977783052056
"369",0.116424161685626
"370",0.102924684146476
"371",0.116232923858332
"372",0.122622252334816
"373",0.114537752559666
"374",0.0846000118121056
"375",0.0985982141519834
"376",0.12472803220796
"377",0.108871152887482
"378",0.09920224432722
"379",0.0914289906913204
"380",0.103318310249846
"381",0.108144359953878
"382",0.0726396219764522
"384",0.106418128065923
"385",0.127708518436936
"386",0.0946813443208075
"387",0.138919673862693
"388",0.103519575798042
"389",0.0880957976191942
"390",0.121039344023999
"391",0.0910660561746223
"392",0.0889144530810222
"393",0.0979220211190611
"394",0.0853984098320825
"395",0.0868382793282849
"396",0.102867507369333
"397",0.113040034292674
"398",0.112633827662292
"399",0.143686884722122
"400",0.127895456330259
"401",0.134753579793649
"402",0.0879226129347991
"403",0.111035559187134
"404",0.105930566513536
"405",0.094787853853334
"406",0.0748850294022541
"407",0.0550086012004831
"409",0.133383642468182
"410",0.109908099075078
"411",0.114975944870931
"412",0.0890329021029426
"413",0.069029001792515
"414",0.0892133836728521
"416",0.110824899000735
"417",0.0990582021543469
"418",0.0783003007703607
"419",0.0852106273121621
"420",0.154526590980042
"422",0.0815985324816141
"423",0.0751620718074063
"424",0.16783871556659
"425",0.0656585590285068
"426",0.0977529841799109
"427",0.102406528479473
"428",0.140181807853099
"429",0.081514790531852
"430",0.100619067138135
"431",0.0778092435940927
"432",0.092408700235343
"433",0.0756353568428208
"434",0.0800067642576703
"435",0.0861392283974725
"436",0.0755836907980987
"437",0.081185202519796
"438",0.0924111096372317
"439",0.10467528737173
"440",0.0836555040766988
"441",0.14881898251282
"442",0.091053695132753
"443",0.088684612891572
"444",0.106650961016015
"445",0.118849994252386
"446",0.106164688813699
"447",0.0903519311388109
"448",0.0883445727154278
"449",0.0830390892794303
"450",0.0996447210491055
"451",0.192909827843354
"452",0.0838057752072814
"453",0.129300654757912
"454",0.134455017010454
"455",0.120156407386724
"456",0.0903360668842097
"457",0.0830185325900354
"458",0.126834702180837
"459",0.105000479486097
"460",0.0920262394549875
"462",0.152594920866455
"463",0.099231147625652
"465",0.0953926332963142
"466",0.126171663231614
"468",0.122624922388463
"469",0.0759954764764139
"470",0.124693808226952
"471",0.0665620244428221
"472",0.159643258343983
"473",0.113384204338462
"474",0.092546828819358
"475",0.0924756125652686
"476",0.134085373586276
"477",0.10555250877741
"478",0.0944048650868455
"479",0.131989685689232
"480",0.141888833291311
"481",0.0700003927309514
"482",0.0991735512277416
"483",0.0854097170888334
"484",0.0942874100099028
"485",0.0999652762132818
"486",0.0842315743395456
"487",0.109363578460949
"488",0.11727377721668
"489",0.118780718116405
"491",0.116956651560863
"492",0.102668888661162
"493",0.0854237163502874
"494",0.128767507696724
"495",0.0867163759610013
"496",0.113118399472055
"497",0.117082757997758
"498",0.120676433919525
"499",0.117017190957576
"500",0.0847376041861026
"501",0.0966223117220548
"502",0.101496740178817
"503",0.0680255226184069
"504",0.0745546424101331
"505",0.117186749833515
"507",0.10059446144493
"508",0.114171665340785
"509",0.0885396515571694
"512",0.0974745969299981
"513",0.1067642613979
"514",0.0921312596052849
"515",0.0933464196050209
"516",0.0653970749406082
"517",0.112128636605489
"518",0.0936290556544013
"519",0.0811631644850271
"520",0.0774814195630248
"521",0.0801490186540282
"522",0.0772841614635572
"523",0.105685132948731
"524",0.0816748838966146
"526",0.0920682033066411
"527",0.0889493425550344
"528",0.0956139917989347
"529",0.0883534336841976
"530",0.0916509304561099
"531",0.0901929433013196
"532",0.117668666720351
"533",0.0840336008379146
"535",0.116166254448388
"536",0.0932233204486606
"537",0.0900499344866525
"538",0.0782714453602954
"539",0.0746082441517809
"540",0.115670278932346
"541",0.110283906445454
"542",0.0916986613351171
"543",0.0851931261744329
"545",0.0898487370962916
"546",0.113479264955006
"547",0.0887549899857768
"548",0.114217938803635
"549",0.114825069118185
"550",0.162209789536463
"551",0.0775678048933778
"552",0.0942080360753059
"553",0.107230278381085
"554",0.0845051576477572
"555",0.102246743020272
"556",0.101549880917891
"557",0.0653648592625163
"558",0.0909057892087359
"559",0.101016423340321
"560",0.128605157745858
"561",0.0962638102605209
"562",0.116403661782838
"563",0.0918634593688845
"565",0.140839722595777
"566",0.0951462279433863
"567",0.118070041938606
"568",0.0930820587268078
"569",0.0900820242468106
"570",0.0816311738791481
"571",0.055712834693891
"572",0.108898618115268
"573",0.0906075291028423
"574",0.0706834630996034
"575",0.200412123499716
"576",0.0923918279513018
"577",0.0892279763217789
"578",0.0589469441597954
"579",0.069870917421914
"580",0.114032158139713
"581",0.0738692081783016
"582",0.118794108120499
"584",0.0978661131924921
"586",0.0560790872738989
"587",0.0925278757605404
"588",0.103001352357691
"589",0.10731250560314
"590",0.105166366693254
"591",0.06026434076879
"593",0.0832235654438518
"594",0.092732456067446
"595",0.124903555179292
"596",0.122669107761481
"597",0.230423699696527
"598",0.145804043988364
"599",0.0899948131881818
"601",0.0961969835825641
"602",0.0863492528376441
"603",0.0859429966308141
"604",0.0898278601815579
"605",0.0823601075180431
"606",0.185271933351779
"607",0.152935660969709
"608",0.094027789594504
"609",0.0982906862094563
"610",0.0578243005272739
"611",0.131311190507734
"612",0.0924455071058808
"613",0.0860565012472034
"614",0.0932533308135055
"615",0.0979347565363078
"616",0.0802567281246161
"617",0.0955941546458175
"618",0.0867970543555427
"619",0.0887540619593255
"620",0.124428296317473
"621",0.107227835962912
"622",0.127823835183238
"623",0.0834369166496084
"624",0.0948760644038232
"625",0.16697101448763
"627",0.0989338080535332
"628",0.100461457329394
"629",0.119180822069023
"630",0.102791324764369
"631",0.133655539019567
"632",0.137485552027211
"633",0.115688222153379
"634",0.105533914973982
"635",0.0595493319211621
"636",0.105040907124952
"637",0.110015933175527
"639",0.105076540294613
"640",0.0893642999331021
"641",0.108439997343995
"643",0.0714823789761744
"644",0.102495783362141
"645",0.0830181114062782
"646",0.100868718312786
"647",0.0539339900745137
"648",0.109213169498869
"649",0.0796791434347675
"650",0.118195562108617
"651",0.194197590433921
"652",0.137050125133597
"653",0.097910757702421
"654",0.158216249231346
"655",0.124480840965736
"656",0.0879230252119519
"657",0.162549935041789
"658",0.112721274869064
"659",0.10511963377636
"660",0.102971428854808
"663",0.0802322671268971
"665",0.101035613507359
"666",0.127165843877196
"667",0.14484379050918
"668",0.136752004808909
"669",0.0824644068599567
"670",0.106915649843368
"671",0.133819259195655
"672",0.097342632646448
"673",0.0975535620453369
"674",0.130095446887548
"675",0.0912174324819267
"676",0.0601622226547024
"677",0.126834710797582
"678",0.0822565904989542
"679",0.0747316925783133
"680",0.0908959470573329
"681",0.0918804953632922
"682",0.118108334778197
"683",0.076465987865119
"684",0.0943143169781155
"685",0.122089588503636
"686",0.0921055166908257
"687",0.117236269844187
"688",0.0933569756419551
"689",0.214667818128101
"690",0.0770450006477871
"692",0.11062107241818
"693",0.115357669276748
"695",0.091925554183997
"696",0.116963056174141
"697",0.139076355897176
"698",0.126824614344907
"699",0.15229029173749
"700",0.0974956187141891
"701",0.0774618722006431
"702",0.0901940002450631
"703",0.0748734489839743
"704",0.170267475984131
"705",0.129320039794398
"707",0.146123901978212
"708",0.079124173719694
"709",0.0933355721733425
"710",0.12534314238835
"711",0.116049882192396
"712",0.140807379863234
"713",0.11088732719457
"714",0.0937130749287699
"715",0.117598496440554
"716",0.0810221356336488
"717",0.0933155661917833
"718",0.0916440118728058
"719",0.121627129199656
"720",0.0991638253672854
"721",0.127262187128076
"722",0.0837512055752595
"723",0.112388912072112
"724",0.0896407464056567
"725",0.0953922646862242
"726",0.0908859626116073
"727",0.0929046436387558
"728",0.124413793140594
"729",0.0907729429660136
"730",0.0783902761142633
"731",0.101584409969047
"732",0.0980844770649959
"733",0.104827131898691
"734",0.156702356031667
"736",0.105041711413105
"737",0.122614251326544
"738",0.110401253346353
"739",0.0978148833570919
"740",0.0742991906877679
"741",0.100665478075221
"742",0.0940694499762351
"743",0.073906954387609
"744",0.102754343010459
"745",0.104876242433858
"746",0.105987970742939
"747",0.100716364536477
"748",0.0738554601834424
"749",0.126823509736087
"750",0.107825808190951
"751",0.0944738782874896
"752",0.0933561736865083
"753",0.0923969631793751
"754",0.086359512770792
"755",0.102548981436623
"756",0.121154284226141
"757",0.0915895824656748
"758",0.083877533725498
"759",0.0924865935780235
"760",0.0816757923330959
"761",0.0929763489083188
"762",0.114690784428731
"763",0.130649990056043
"764",0.0953582816792323
"765",0.0872822523934679
"766",0.101103159774041
"767",0.0935237798820073
"768",0.0860743149898932
"769",0.0850295042765398
"770",0.0990337037600301
"771",0.122959777357925
"772",0.115218182614958
"773",0.0925463462284317
"774",0.0920276564297422
"776",0.0923513919271093
"777",0.123307032208782
"778",0.0889861471672406
"780",0.0922758833386436
"781",0.138592764818537
"783",0.0931490677870534
"784",0.0634217936281374
"785",0.107733822968439
"787",0.0932231429065032
"788",0.126410462750982
"789",0.0958946970574666
"790",0.145893219576216
"791",0.130530022402661
"792",0.0704877661324826
"793",0.0747003128347374
"794",0.0838576317882198
"795",0.111668467306736
"796",0.0963223803453935
"797",0.0822203937319369
"798",0.110865748627196
"799",0.0770816103502448
"800",0.0890160745498201
"802",0.105795468007814
"803",0.090184190192126
"804",0.0966765493611637
"805",0.092860973967664
"806",0.0835665873808568
"807",0.131288623689322
"808",0.100235112880203
"810",0.116669999085675
"811",0.0931857098382366
"812",0.0890459939834107
"813",0.0934147352121859
"814",0.0904821403107047
"815",0.0855628744707207
"816",0.086873529311379
"817",0.0958463599843785
"818",0.0986043957044033
"819",0.0976902274265796
"820",0.131088799283722
"821",0.0813658445531445
"822",0.118180962180853
"823",0.0844282154720727
"824",0.116484793067678
"825",0.100276592564019
"826",0.114445914595611
"827",0.116685530445024
"828",0.178418801880448
"829",0.0798271367005732
"830",0.0993021454522994
"832",0.10188964608251
"833",0.152786883157207
"834",0.139809147035781
"835",0.0956486538646428
"836",0.120373117943754
"837",0.127946802865757
"838",0.0697030185976277
"839",0.114151323745885
"840",0.0979285737216483
"841",0.100304256544295
"842",0.0762395336957294
"843",0.1454354626331
"844",0.106250441888936
"845",0.152879674636403
"846",0.0920480914244208
"847",0.142576800556964
"848",0.11099053433077
"850",0.119241298257841
"851",0.0915133533200984
"852",0.097152404318241
"853",0.0838694240094024
"854",0.0647805829400438
"855",0.0984715673776488
"856",0.079117107262597
"857",0.103882659619118
"858",0.0752375234332467
"859",0.0687514428106199
"860",0.112953205196415
"861",0.0859291954373619
"862",0.126292399476844
"863",0.099382734233923
"864",0.112809476232943
"865",0.0878220123785726
"866",0.0831355328999048
"867",0.0961131101639517
"868",0.102128505748498
"869",0.117941533558634
"870",0.0941828852363039
"871",0.0858810356161503
"872",0.108925972100133
"873",0.0939332365264663
"874",0.093397824818835
"875",0.109044517695485
"876",0.0923913451528564
"877",0.113684951343181
"878",0.0852751071392771
"879",0.11612517849832
"880",0.0875503208749316
"881",0.0890636883115343
"882",0.076562305773012
"883",0.0817442440682067
"884",0.0810483895696507
"885",0.0697061124872818
"886",0.105064379244167
"887",0.088474071839604
"888",0.102570484008993
"889",0.104158400630761
"890",0.131097895129158
"891",0.0929446527045157
"892",0.0610580956763955
"893",0.0846617385596754
"894",0.0816062044027341
"896",0.0878789716707096
"897",0.0941237683980451
"898",0.0897369165894968
"899",0.0768418275597003
"901",0.0773073041395399
"902",0.104330142224061
"903",0.0883981299227416
"904",0.103910228140798
"905",0.068063754779321
"906",0.0914565121494407
"907",0.0760339531884317
"908",0.0937069898904006
"909",0.0761179654583877
"910",0.086526015042132
"912",0.0723837625992367
"913",0.0969317185973768
"914",0.0950307934162988
"915",0.0840383590951806
"916",0.0887045659142854
"917",0.129033851350775
"918",0.0807297697013404
"919",0.179828657641294
"920",0.0756094833276808
"921",0.103533682835429
"922",0.101967857420809
"923",0.0927557191147975
"924",0.117125551587326
"925",0.0891977976556755
"926",0.0972857203217781
"927",0.153678661068487
"928",0.133885787777626
"929",0.102066810247209
"930",0.0943159141888299
"931",0.0946511284710529
"933",0.188159570940433
"934",0.107117469344761
"935",0.0932511267679136
"936",0.0925031971782955
"937",0.104128982481518
"938",0.107901292241838
"939",0.164308233947721
"940",0.0930252346849686
"941",0.146700743125518
"942",0.0873360317340062
"943",0.114769152926015
"944",0.0935590747129482
"945",0.095442130627145
"946",0.100688329625278
"947",0.0898262313035096
"948",0.09628154512582
"949",0.09895310884997
"950",0.154293732347319
"951",0.112983636203726
"952",0.0993451525718485
"953",0.109578782097625
"954",0.0849904050609013
"955",0.0697293020258002
"956",0.109262735845012
"957",0.100949604003852
"958",0.0916492239277461
"959",0.111407651625604
"961",0.107676656516532
"962",0.112206700613503
"963",0.111056860160373
"964",0.0937364170614158
"965",0.0873715357401688
"966",0.0997284890147666
"967",0.135369922292259
"968",0.0786120325513678
"969",0.14094803274661
"971",0.112758713478745
"973",0.0969300421252659
"974",0.132257960242394
"975",0.107646854156042
"976",0.0890796450125245
"977",0.0732740452972078
"978",0.21899579467501
"979",0.099477483277117
"980",0.111848633555966
"981",0.122707381564409
"982",0.102606997150735
"983",0.0955652275514084
"984",0.0831607508682539
"985",0.104062653116284
"986",0.120261703583998
"987",0.0741176542182762
"988",0.113363069217066
"989",0.0936966482178094
"990",0.121880436520184
"991",0.131824042922479
"992",0.118414384502289
"993",0.0796025994019119
"994",0.142505838968331
"995",0.102254994456809
"996",0.0845833875498461
"997",0.0881708942129419
"998",0.0841283628610207
"999",0.108486555527074
"1000",0.159475984202651
"1001",0.0965634049292342
"1002",0.0954042712916006
"1004",0.0892772987268843
"1005",0.0633343371660099
"1006",0.122497037990812
"1007",0.140991743941113
"1008",0.0804583340079929
"1009",0.112824263180275
"1010",0.120177774993907
"1011",0.0766302739646667
"1012",0.0966528997194336
"1013",0.0861898676664117
"1014",0.105480846152879
"1015",0.101739632678015
"1016",0.0969131218397803
"1017",0.11106984344428
"1018",0.111339741700091
"1019",0.193350062665151
"1020",0.118418843866868
"1022",0.109179556255661
"1023",0.0861335520267251
"1024",0.129377016906455
"1025",0.0617201486468488
"1026",0.128585634735331
"1027",0.129607890000829
"1028",0.121642657842438
"1029",0.161120501214009
"1030",0.0958424636671085
"1031",0.1112088756202
"1032",0.111471082964613
"1033",0.0858734654594998
"1034",0.0841464111097856
"1035",0.0939244851494925
"1036",0.0911161846885281
"1037",0.0955846413379257
"1041",0.0962057526716108
"1042",0.129110300932732
"1043",0.0843854420004166
"1044",0.121914453918865
"1045",0.0872564696383897
"1046",0.111351724167056
"1047",0.102288288650264
"1048",0.0967915151922935
"1049",0.092952517188108
"1050",0.0867313183967923
"1051",0.114631584079378
"1052",0.0931349048551486
"1053",0.103913436403385
"1054",0.0882908881797926
"1055",0.0914208988549835
"1056",0.0833932192665993
"1057",0.0904136151099864
"1058",0.0963856065915612
"1059",0.110872070251872
"1060",0.0906182262700194
"1061",0.122604740335845
"1062",0.0590630134806699
"1063",0.0690364607542831
"1064",0.0838916720474757
"1065",0.107694695423761
"1066",0.0936015371370626
"1069",0.0969715780054992
"1070",0.104329612737121
"1071",0.117041371837576
"1072",0.087155868306095
"1073",0.091919912663094
"1074",0.0765921857391937
"1075",0.113181041748566
"1076",0.0933825988925189
"1077",0.0957572420822803
"1078",0.0863395276014132
"1079",0.0998846720199422
"1080",0.0736805361316148
"1081",0.0979956572983076
"1082",0.0925530065906338
"1083",0.0911956145122728
"1084",0.0735695412204568
"1085",0.0679411053575009
"1086",0.106830214203127
"1087",0.0869722344894524
"1088",0.0957254251823439
"1089",0.110970125308906
"1090",0.118670556504518
"1091",0.0798578303803841
"1092",0.0936295195022055
"1093",0.118364475686368
"1094",0.0959807777267703
"1096",0.110498292074431
"1097",0.0806202321215406
"1098",0.110470121381511
"1099",0.0941485051050128
"1100",0.122768439902029
"1101",0.132453028897686
"1102",0.0925179673962459
"1103",0.0938067043461019
"1104",0.0854737289938544
"1105",0.121808231184793
"1106",0.0896935004833192
"1107",0.0910066854827996
"1108",0.1345631860297
"1109",0.0844459767817536
"1110",0.0908576786423274
"1111",0.0882279771954235
"1112",0.09234259757786
"1113",0.0960180544516436
"1114",0.0924681958238623
"1115",0.129945743241807
"1116",0.0821334163061435
"1117",0.0762160172080434
"1118",0.0891463561677901
"1119",0.121213106033758
"1120",0.113339667119441
"1121",0.0924592757363834
"1122",0.0979464951925535
"1125",0.0758266638060255
"1126",0.0702013473247344
"1127",0.0992974810148816
"1128",0.087260722561781
"1129",0.10163141954744
"1130",0.0774375489645697
"1131",0.100243695551075
"1132",0.118297065017548
"1133",0.103069001855849
"1134",0.142723587920979
"1135",0.0801822076810766
"1136",0.125386148681942
"1137",0.0658079166525403
"1138",0.097779477477596
"1139",0.115417720245283
"1140",0.0948654500452782
"1141",0.0972201800163339
"1142",0.0845661322530228
"1143",0.0798171261135169
"1144",0.0973955471061645
"1145",0.0918611537081088
"1146",0.106392394219815
"1147",0.114301048065961
"1148",0.0909936016867085
"1149",0.0926911604469845
"1151",0.111863727475788
"1152",0.137082870797076
"1153",0.0946525327454667
"1155",0.101232548646087
"1156",0.155900004484425
"1157",0.0838812811336868
"1158",0.0953655080852816
"1159",0.0939530394319567
"1160",0.110958467813802
"1161",0.155268406279248
"1162",0.114114838394279
"1164",0.0901752554600685
"1165",0.0976668028258539
"1166",0.0911741959704071
"1167",0.110869001296972
"1168",0.133184293099276
"1169",0.109496725666912
"1170",0.0932066896966441
"1171",0.0966621475916257
"1172",0.105003637364473
"1173",0.0840441805074326
"1174",0.112932357455132
"1175",0.0869855516067605
"1176",0.0518380584252004
"1177",0.0695574013712515
"1178",0.0995768990755222
"1179",0.0724135906931067
"1180",0.0847701593899222
"1181",0.141905429561596
"1182",0.0951108218591533
"1183",0.147104836306144
"1184",0.110801664014675
"1185",0.0893850290691476
"1186",0.084839503599247
"1187",0.0836566897031562
"1188",0.0834834561219196
"1189",0.106802807177516
"1190",0.100959124164611
"1191",0.0881674549904032
"1192",0.104100367957007
"1193",0.101310080448545
"1194",0.115456589267722
"1195",0.0824148284027794
"1196",0.0960999106064614
"1197",0.0571067240766295
"1199",0.126900338321942
"1200",0.0915542673795814
"1201",0.0751518028553367
"1202",0.109425408688059
"1204",0.0641411280183678
"1205",0.0833902340172574
"1206",0.0840629194948989
"1207",0.197793156179389
"1208",0.110290452170624
"1209",0.0896999726523103
"1210",0.0977707030085085
"1211",0.0862859192365932
"1214",0.0641022717752889
"1215",0.159909760467106
"1216",0.0782892623712999
"1217",0.158303036547033
"1218",0.0858322043026987
"1219",0.168904756089682
"1220",0.0853784620638534
"1221",0.124592215410191
"1222",0.0819466064254682
"1223",0.148954658179788
"1224",0.124105607907885
"1225",0.0632199243481693
"1226",0.0839626311553578
"1227",0.103641419727021
"1228",0.0796562376801042
"1229",0.0991522383167636
"1230",0.0961909234128636
"1232",0.18081393266204
"1233",0.111288169577512
"1234",0.0983652649783799
"1235",0.0919290637804159
"1236",0.121066632709673
"1237",0.112008922851107
"1238",0.0876401942326868
"1239",0.245182168061336
"1240",0.140062952744343
"1241",0.0813785888452052
"1242",0.113162867361097
"1243",0.0885067042796197
"1244",0.165812728267884
"1245",0.075571193741603
"1246",0.0851348002224831
"1247",0.137132953570395
"1248",0.0978752502367418
"1249",0.0922339277513734
"1251",0.0766367157704727
"1252",0.089813792588666
"1253",0.113123167960775
"1254",0.0856634669922539
"1255",0.0897578447250841
"1256",0.146822239320231
"1257",0.0932466137799558
"1258",0.101252396391558
"1259",0.127521189433455
"1260",0.0966273449421773
"1261",0.0868035657942685
"1262",0.109613255040087
"1263",0.103195113885128
"1264",0.110948714430126
"1265",0.142678175990508
"1267",0.0966738082643404
"1268",0.0807315919948057
"1269",0.0688613523662225
"1270",0.141792113645585
"1271",0.0843206140769636
"1272",0.0931290220024193
"1273",0.0985610342725905
