"","X10...barley.predict...barley.data.mean_barle....1."
"1",0.0861538048266651
"2",0.0926211900098257
"3",0.0992016526153488
"4",0.093893807438521
"5",0.0897794594559743
"6",0.086545347613297
"7",0.0903980803022231
"8",0.0978157715302469
"9",0.102217790578485
"10",0.0711741426251281
"11",0.114123749772212
"12",0.0836177939547098
"13",0.11631790558977
"14",0.123574401907075
"15",0.0897376568948736
"16",0.121907442754574
"17",0.121108266296319
"18",0.0762029413339676
"19",0.0921646942214215
"20",0.0856590546983471
"21",0.0874689393998982
"22",0.105874344616202
"23",0.0981768291183094
"24",0.0929770234153605
"26",0.0909832449660136
"27",0.140145452025389
"28",0.115842501495406
"29",0.0936970936192099
"30",0.0924136713265664
"31",0.0949751311155689
"32",0.0913852854771643
"33",0.0938869210765493
"34",0.126012706768669
"35",0.0891422048024591
"36",0.137967617747311
"37",0.121454301072686
"38",0.0929255722956302
"39",0.106865805480706
"40",0.111155790651999
"41",0.101299455572993
"43",0.0804638693012841
"44",0.124022867156622
"45",0.132160884282728
"46",0.0789906201122127
"48",0.101632269244446
"49",0.092834969863033
"50",0.0695609278690781
"51",0.0984791568589354
"52",0.117327016018433
"53",0.0985658119765948
"54",0.128874937381618
"55",0.0973956389298433
"57",0.0809010524431058
"58",0.0974079711848195
"59",0.0843343861659073
"60",0.0732988544281507
"61",0.116901993809578
"62",0.0908598990374068
"63",0.127749125115016
"64",0.112386697787698
"65",0.0897992121147881
"66",0.0899620885581782
"67",0.0575451246864808
"68",0.109126220787847
"69",0.093289378771699
"70",0.103351772782873
"71",0.0917579753080936
"72",0.111117882515696
"74",0.101306987284802
"75",0.11137051087315
"76",0.0939784820741283
"77",0.0924822334406201
"78",0.107464682689475
"79",0.0929650811988982
"80",0.0975760104895119
"81",0.123647250704174
"82",0.0953959021605752
"83",0.189035446374804
"84",0.130801808716241
"85",0.121677033709199
"86",0.0798927676232644
"87",0.105499435256535
"89",0.0909587709399672
"90",0.0997315973413285
"91",0.0935161156042766
"92",0.129641320631585
"93",0.123360495590409
"94",0.0944495040435827
"95",0.0867744430940992
"96",0.127352475560303
"97",0.0988983951848274
"98",0.0767441997275277
"99",0.0877542961743181
"100",0.0806338966788707
"101",0.0946698522386271
"102",0.0925237412905831
"103",0.122937589982915
"104",0.0876939619113791
"105",0.102258106867009
"106",0.10909422495437
"107",0.0980498138140486
"108",0.112763939479852
"109",0.110023617877608
"110",0.111229744929423
"111",0.107578864264126
"112",0.0852171513851014
"114",0.0902386223964666
"115",0.142288869790955
"116",0.0954618086286336
"117",0.0953303988492861
"118",0.0893166919007028
"119",0.114058360835542
"120",0.111945792406462
"121",0.0850186914458246
"122",0.0870484801772982
"123",0.0870328775823396
"124",0.123176470259407
"125",0.0998025997247591
"127",0.0618922939070936
"128",0.0951614766586814
"129",0.114106121614065
"130",0.0838405431191505
"131",0.152579050756735
"132",0.0556266089507463
"133",0.0920297295175183
"134",0.123376723232731
"135",0.122849767811898
"136",0.103323707903486
"137",0.112361013917401
"138",0.158028296569794
"139",0.0684867373405306
"140",0.114937256068055
"141",0.0781298550605076
"142",0.10257287792518
"144",0.0918625520794485
"145",0.0849557065767352
"146",0.0933295248406214
"147",0.0906602729945609
"148",0.155549043016726
"149",0.0873702736294551
"150",0.106255271316577
"151",0.123095281107019
"152",0.0975061726617855
"154",0.0925728831332613
"155",0.09870585631124
"156",0.0961053696335755
"157",0.103036711368266
"158",0.089557902506764
"159",0.0918085338198751
"160",0.0833622868174147
"161",0.0777659094607354
"162",0.0813139700080013
"163",0.0915314856811461
"164",0.0801859145907143
"165",0.105821588780913
"166",0.0934331202156495
"167",0.0934839944667558
"168",0.0930418614527698
"169",0.116201386623006
"170",0.0939426422722796
"171",0.0654334529613154
"172",0.100189325798676
"173",0.0991353547566259
"174",0.0715331952583342
"175",0.10014753563546
"176",0.097571815677037
"177",0.0918265631773586
"178",0.0894810839356722
"179",0.0886262079561647
"180",0.112682569760661
"181",0.158429229077569
"182",0.0907253956081038
"183",0.102637674735212
"184",0.0929968059082885
"185",0.0620025953245759
"186",0.0991682702818063
"187",0.114746646328828
"188",0.0944735462886943
"189",0.137909777767519
"190",0.0929284409228718
"191",0.100469768419973
"192",0.111955739195696
"193",0.094940041493833
"194",0.0979296770384696
"195",0.110005276792405
"196",0.0853075259788379
"197",0.0960094049403232
"198",0.0842009263813603
"199",0.112305161338483
"200",0.163212431815433
"201",0.0902484758775915
"202",0.100105701756207
"204",0.0534189093338341
"205",0.210107128342357
"206",0.101714831288708
"207",0.0984794430660006
"208",0.0877973872591495
"209",0.100061543151828
"210",0.123028962483259
"211",0.0754836434164661
"212",0.0896203128284082
"213",0.126142700265554
"214",0.0825936787571692
"216",0.0949206244719985
"217",0.108589987967868
"218",0.10658849389403
"219",0.0911778998908821
"220",0.115500915979966
"221",0.0889913772179635
"222",0.160638253813418
"224",0.103722779151697
"225",0.0950371489539961
"226",0.109614647012759
"227",0.113848984036811
"229",0.102578595339765
"230",0.0820831954128444
"231",0.105635174442949
"232",0.0885415599399176
"233",0.0781205726627178
"234",0.0879292938381594
"235",0.0774747130503902
"236",0.0836354842402868
"237",0.116410252972973
"238",0.0975965565126094
"239",0.101101697132074
"240",0.113424871750619
"241",0.112502319770973
"242",0.0807711929630202
"243",0.104878213234088
"244",0.0819257034840006
"245",0.149902543022391
"246",0.124005448440259
"247",0.0871665648355413
"248",0.133402088724337
"249",0.118084645529135
"250",0.116810518777432
"251",0.0915668423451932
"252",0.0932305463307109
"253",0.0612483174769013
"254",0.0945608337661186
"255",0.0901558586628802
"256",0.0872047475494019
"257",0.124524646929523
"258",0.0867594647082041
"259",0.10556984745845
"260",0.0987070654512491
"261",0.114077217035535
"262",0.092566135632057
"263",0.112567756716105
"264",0.106240390182207
"265",0.0798357870899571
"266",0.112583715299294
"267",0.0939589046766551
"268",0.0896019334481086
"269",0.0799119985148948
"270",0.0916941585300973
"271",0.0995820901809586
"272",0.158581304769179
"273",0.174792850603713
"274",0.139115537520471
"275",0.0732559443080692
"276",0.0840215964630072
"277",0.131104274492086
"278",0.0971725739757511
"279",0.107961586369803
"280",0.0896646359506868
"281",0.101780559774834
"282",0.107904642627954
"283",0.150811871904544
"285",0.0786548822920989
"286",0.149131321080299
"287",0.110877604922822
"288",0.141662462969279
"289",0.0706196163246429
"290",0.0990103593885745
"291",0.08855632771898
"292",0.0851679634600973
"293",0.126563327728154
"295",0.102942636450983
"296",0.0972104225615747
"297",0.118455908374606
"298",0.115895368036411
"299",0.0792683151806462
"300",0.101590164224734
"301",0.0909897703375338
"302",0.111437926287205
"303",0.101330047347505
"304",0.0900899321383357
"307",0.0949883966264624
"308",0.0896917293172049
"309",0.0919773106069404
"310",0.0837111852502376
"311",0.0734921309498678
"313",0.0968421814147195
"314",0.0857889582188877
"316",0.0888679918080571
"317",0.0846542372111444
"318",0.0806199992487075
"319",0.0930385273381254
"320",0.107552048582582
"321",0.0943104107330063
"322",0.0779441698138106
"323",0.0841046524099576
"324",0.0993206084807177
"325",0.105986864878558
"326",0.114309739869964
"327",0.124441848809446
"328",0.115326896441756
"329",0.09174240212484
"330",0.097340053840743
"331",0.127396488687599
"332",0.0857800182962963
"333",0.0977022225794306
"334",0.0836207940785554
"335",0.0826945320606414
"336",0.0913780951906415
"337",0.099811445501757
"338",0.117056043917738
"339",0.10194774866245
"340",0.113831303471647
"341",0.0795937293813597
"342",0.0936608766727886
"343",0.123577461968556
"344",0.103364442142549
"345",0.0756986034634953
"346",0.0933411910019125
"347",0.0922517938788546
"348",0.100600180751568
"349",0.0982060984769428
"350",0.158276953171736
"351",0.0897516453991605
"352",0.110525636807037
"353",0.0907614201882861
"354",0.0900545222270991
"355",0.0844024694622427
"356",0.0810185792366083
"357",0.119951560784649
"358",0.0917717140122893
"359",0.112064138615857
"360",0.100068753298836
"361",0.0993462533881393
"362",0.0764004602338313
"364",0.0858799282770017
"365",0.0961095284670697
"366",0.0759483797387993
"367",0.108899450190032
