"","X10..rice.predict...rice.data.mean_rice."
"1",0.860979456284809
"2",1.1488525247852
"3",1.02036858953016
"4",1.15533757217288
"5",0.906438537535245
"7",1.03913329750424
"8",1.21153638522241
"9",0.966622183808334
"10",0.934013062010937
"11",0.747849411379892
"12",1.07075703971178
"13",1.33005031525379
"14",1.112334379003
"15",0.842672065835708
"16",1.00724458538858
"18",0.594891571986569
"19",0.914919377742347
"20",0.94321790391511
"21",1.89426849847364
"22",0.943797053906693
"24",1.0332600280078
"25",1.32171668702401
"26",0.898775317001304
"27",1.07752869757036
"28",1.04780431649491
"29",0.511493650965261
"30",0.996590737443239
"31",0.674069645827296
"32",0.970674823233434
"33",1.01507270896238
"34",0.959614340137333
"35",0.931794699798985
"36",0.761440286567044
"37",1.50287648704895
"38",0.893991817656621
"39",0.888616005199306
"40",1.00889385702586
"41",1.18145957425708
"42",0.743067466647477
"43",1.10511278359757
"44",1.09043552197463
"45",0.964054473510086
"46",1.0504131130236
"47",0.957020014527607
"48",0.932372703917914
"49",1.5313358497931
"50",1.06965824478825
"51",1.110440936977
"52",0.930347839788066
"55",1.03672018464362
"56",1.18257071955593
"57",1.29833112222257
"58",0.846926611268821
"59",0.984764255323536
"60",1.08409424174055
"61",0.912970075883293
"62",0.702875443722469
"63",1.26646555067306
"64",1.0825772292444
"65",0.957962301298769
"66",0.868992538166005
"67",0.965372538950547
"68",1.08027723585721
"69",0.901660870570533
"70",0.698830256668339
"71",0.860366703933654
"72",1.18112498049483
"73",0.873081207222715
"74",0.935931855427617
"75",0.894980978074705
"76",0.92494197919998
"77",1.13947576065798
"78",0.803826373333406
"79",1.35209480815286
"80",1.30834530158854
"81",1.38943282843661
"82",1.00934551932419
"84",0.723618762835066
"85",0.998014630560609
"86",0.962859837234966
"87",0.676794264295696
"88",0.89462634158017
"89",0.843102734228136
"90",1.11171444818214
"91",1.2486152822796
"92",0.940260069880874
"93",0.989126632540543
"94",0.739857976786059
"95",0.815052387591041
"96",1.22945303970198
"97",1.05598311279057
"98",1.11722608522474
"99",1.02099272226954
"100",0.866905780719975
"101",1.02910018152652
"102",1.34841641635945
"103",0.912664034922766
"104",1.35497550421499
"105",1.28147501834491
"106",1.31185845017482
"107",1.40875619402114
"108",1.30467437765609
"109",0.929643729296206
"110",1.09633344937033
"111",0.797347441964408
"112",1.00469262061501
"113",0.688670795829611
"114",1.92271661969346
"115",0.995330515646135
"116",1.07083210808605
"117",1.03085172979532
"118",1.12262840864471
"119",1.02797149548926
"120",1.42530708623368
"121",1.02478126334385
"122",1.50542473505024
"123",1.32843366751475
"124",0.855458532030271
"125",0.937376177139291
"126",1.17465737481048
"127",0.932555175846317
"128",0.790075954217862
"129",1.05072847530874
"130",0.979347965348016
"131",0.779278940509499
"132",1.02489605288875
"134",0.862904985134107
"135",0.964973937606641
"136",0.910815126379083
"137",0.910608803307458
"138",1.00700153753378
"139",0.972950999796273
"140",1.10143332768197
