"","Barley_Fertilizer","GDP_Mean","Pesticide","AET_mean"
"2356",20.0328297190021,0,0,13.661165828451
"2357",27.1939694649969,5.69786815453821,7.04908906461455,15.4878212650229
"2358",1.48903885876301,12.5698098023778,13.4186045958827,22.7544431545254
"2359",23.724106746836,13.8348694291394,12.9833287414232,19.33826262081
"2360",17.0356533647727,5.57803146562239,3.26188119781191,6.96802300084941
"2361",14.8845509090649,3.53302492979979,4.81636813795458,1.64609893839944
"2362",19.4883940771276,12.1514026508733,10.5577057323086,12.3047966476687
"2363",26.5273451783978,12.0029874811075,11.0121267399352,15.6755464883176
"2364",20.1282902961173,1.38428681454949,2.57518587370707,17.9216112886133
"2365",16.5943996803127,17.1907266118569,15.7841105880065,3.12361770675993
"2366",20.4291270732927,17.9545779937784,17.0468596427372,17.9916791036987
"2367",8.54534840629332,5.73345062413079,6.69134664908324,12.4885972922836
"2368",22.8921678491685,16.3298608659802,16.7422641338185,15.5820062030735
"2369",13.4688316799316,0,0,10.3575672074155
"2370",20.7883426171556,13.8325680152523,15.19282194854,7.37579902246659
"2371",15.7015828899721,0,0,6.15115069501955
"2372",17.4362376246152,13.6695149771116,12.5198894425816,19.4060790003053
"2373",23.0985634665792,7.51854214163663,8.76158710669501,2.77227325958534
"2374",17.6640504594249,10.5380286976125,10.8433102552576,17.852267650919
"2375",18.4296441075259,7.49714186335574,8.44626552749207,16.8989950601093
"2376",22.389595839966,17.9250620288481,11.8515308199906,15.010092422366
"2377",20.3653171143192,14.0126945288653,15.1185310825303,11.4649375424215
"2378",11.9446901101758,14.8110377372427,14.4401934471106,3.46237330950245
"2379",9.43397986086865,19.4014417337652,17.3841289182905,19.9805027042488
"2380",4.08664981202366,-0.635281458880273,-0.653312119804083,17.9575390421613
"2381",19.7804310386992,13.6021283691891,16.2988852830318,38.4140769216663
"2382",21.987056899628,11.5818691763167,10.9830315909668,18.8934715382562
"2383",10.9371637749483,0,0,7.75725992612877
"2384",23.5903801471051,12.9738732405754,13.6130076172754,14.3371553685648
"2385",25.6097966692628,16.7212647157153,17.4531494312055,15.3619207451807
"2386",22.1593719428811,13.6395994031997,16.9927238979762,14.98340018969
"2387",23.9591329611994,19.7655053433443,17.3778131700585,10.4692260908493
"2388",19.8258347206418,10.1213631052619,9.12308854484502,3.73318816730479
"2389",15.589800284702,0,0,10.0649695071404
"2390",21.3051118838998,8.80286058661953,9.49655247374915,20.0762499345695
"2391",19.3247606595378,14.6747231701337,17.4283720567054,15.8989815163929
"2392",31.0264581511004,11.9156069666344,13.978262249026,11.7279592894601
"2393",20.4134111863824,17.9622083498395,18.200896239666,2.33583638574449
"2394",24.2627333840136,16.5831792125036,14.7295281087123,14.04500609087
"2395",14.2330591697424,0,0,10.0853443124206
"2396",10.8756222274384,18.3030255860224,16.4762210288442,9.82352923117435
"2397",18.2299023935741,24.0932512752751,20.6253750063947,5.36076514398825
"2398",16.5543266584995,17.5209806072895,19.2224986558211,20.3520561096607
"2399",17.2886409306442,0,0,9.73483777459826
"2400",17.2464210658314,16.4060864229846,18.9919542936054,17.4138439840203
"2401",17.7309883905195,14.5033107724237,12.7712185569186,6.16707213163686
"2402",19.0425496175623,18.1136779735034,17.2275173041001,19.5194887306927
"2403",14.0716055231075,5.02189187315255,6.38722340302764,6.35315316309079
"2404",22.0227192274731,16.30860052219,15.1957376089147,22.0952906431418
"2405",23.0005762512464,16.8670342693973,15.8421415884948,17.5246711973888
"2406",24.2258725373507,11.486020727779,15.6600695079359,14.6195773096762
"2407",18.9073108742445,12.2012221092135,11.2486303912525,13.0924122399478
"2408",16.7658481409155,11.8479352920321,9.99641766408254,16.4444149112119
"2409",8.16426824387028,1.89024605265642,4.90221777273055,19.3491054533308
"2410",18.3608419755879,10.3712236118812,11.0884942746177,8.1736972490481
