"","X10...sunfl.predict...sunfl.data.mean_sunfl....1."
"411",0.103052857892804
"412",0.113562051278047
"413",0.0992518221959368
"414",0.101955720356603
"415",0.0940444410827003
"416",0.107243198779854
"417",0.102333883802442
"418",0.106364997295676
"419",0.0941398439404264
"420",0.103480755862326
"421",0.0950233954413346
"422",0.0992098088945065
"423",0.104086465863175
"424",0.0992288135616464
"425",0.106340446637437
"426",0.088034394718101
"427",0.0941261889391558
"428",0.0832384866765747
"429",0.128593526853992
"430",0.0969560034401146
"431",0.11685719727145
"432",0.0911218589098617
"433",0.146268584975892
"434",0.142035372050581
"435",0.117576587509065
"436",0.111698582365504
"437",0.115306692009084
"438",0.118881337972999
"439",0.100400388068403
"440",0.109783485912106
"441",0.0982005360260189
"442",0.086645205497855
"443",0.0942005551580289
"446",0.0996717557940271
"447",0.117754985864654
"448",0.0901026879536799
"449",0.119871385858038
"450",0.0907821828634617
"451",0.124808315607362
"453",0.089517657403998
"454",0.0819886736653155
"455",0.089813740600648
"456",0.0901488759882596
"457",0.116084305863475
"458",0.101192432760244
"459",0.0986179046388098
"460",0.141930292958666
"461",0.0920384627337269
"462",0.0906745614837942
"463",0.0702293872652482
"464",0.0830773742378266
"465",0.0756138996673793
"466",0.110784404100477
"467",0.111879127712956
"468",0.0981930028562942
"470",0.0760808261414753
"471",0.152214348341699
"472",0.129727705734754
"473",0.161475320658427
"474",0.0907487025326909
"475",0.11362425232216
"476",0.105633978307052
"477",0.0973993039679025
"478",0.0855136177443766
"479",0.0924367952363288
"480",0.105862551775427
"481",0.119241891871534
"482",0.141356850608021
"483",0.0992308256161455
"484",0.0798654141099447
"485",0.0964621593932635
"486",0.136348667093001
"487",0.104565717082522
"488",0.0856752813483138
"489",0.109068258505158
"490",0.102638940027171
"491",0.0765413713247343
"492",0.0899720816893388
"493",0.100091123731162
"494",0.0985901314983725
"495",0.114131707910945
"496",0.0922542873564178
"497",0.0915145929547034
"498",0.114143788857311
"499",0.0902655200858666
"500",0.100535847323117
"501",0.10759014384645
"503",0.0950093605780916
"504",0.108255324245096
"505",0.0959588748119548
"506",0.0876885648574203
"507",0.158735470249703
"509",0.107223934210182
"510",0.100641375806656
"511",0.109234259646857
"512",0.0889471277054618
"513",0.134029232252342
"514",0.0793772430298528
"515",0.0909648065757132
"516",0.0879785127834985
"517",0.0895167466447383
"518",0.100732025601314
"519",0.0757178543779002
"520",0.10444522490334
"521",0.11122083079954
"522",0.101806222344903
"523",0.131118396353861
"524",0.0898685483004284
"525",0.0924916707929486
"526",0.0971520455954819
"527",0.090210177052875
"529",0.0864219568654163
"530",0.111271242862356
"531",0.0746596641557444
"532",0.0899153147788381
"533",0.103248986949146
"534",0.0997526077543992
"535",0.0820243467141921
"536",0.117566430456636
"537",0.0937711991121119
"538",0.106254062945667
"539",0.0940580788121781
"540",0.0821439707788775
"541",0.0910054606965301
"542",0.0989592789316326
"543",0.110843534870491
"544",0.0676333498906675
"545",0.101929475544987
"546",0.104030400341826
"547",0.0925529796960378
"548",0.109781548035199
"549",0.0734715725647261
"550",0.100700106619843
"551",0.0789598022810064
"552",0.0947239072866286
"553",0.0985670108138426
"554",0.0888584557222951
"556",0.103106169959487
"557",0.0759045370558302
"558",0.086142658453103
"559",0.0999724363143854
"560",0.108784470341371
"561",0.0980601207325751
"562",0.081455778272291
"563",0.0945667991348079
"564",0.0944698539128791
"565",0.098958081368653
"566",0.138546212140858
"567",0.141427046297606
"568",0.0988666520203534
"569",0.0865234044920176
"570",0.103953426785537
"572",0.0791305892325848
"574",0.0788950409697315
"575",0.0966577127636808
"576",0.0845155120759307
"577",0.101285755684117
"579",0.108049278312211
"580",0.0871590684296571
"581",0.0850470154006023
"582",0.0894508245741775
"583",0.117466289694509
"584",0.150015705466832
"585",0.127878919559216
"586",0.120130773417893
"587",0.144461578089726
"588",0.0895591130861488
"589",0.0942743680656282
"590",0.0890732496576079
"591",0.104164561767797
"592",0.123078685180284
"593",0.103430314612834
"594",0.096440516123434
"595",0.0844850983979733
"596",0.0878957687172408
"597",0.0973055073931656
"598",0.104187571062759
"599",0.106159463286695
"600",0.082040273929487
"601",0.0698442369019575
"602",0.120384025491475
"603",0.126700751065008
"604",0.101983320182547
"605",0.0998316665975097
"606",0.105094355184163
"607",0.148065921660506
"609",0.108036514724615
"610",0.101903158708242
"611",0.113979869650754
"612",0.101397624498338
"613",0.0959415547570899
"614",0.116220713235649
"615",0.0898753842416744
"616",0.0940972470399512
"617",0.104795127129189
"618",0.0826452907136321
"619",0.0942942282543287
"620",0.0825991385482606
"621",0.109290343265962
"622",0.092664850443833
"624",0.0696843623848006
"625",0.0618834258319751
"626",0.0730830283053931
"627",0.0957249761689899
"628",0.101211419298863
"629",0.106425136229926
"630",0.1368694088386
"631",0.120500292547402
"632",0.160079579065931
"633",0.0858118795618364
"634",0.0902077899228797
"635",0.100388858819248
"636",0.0845641545284793
"637",0.126555255046891
"638",0.142859981173741
"639",0.116635521476
"640",0.108929057367849
"641",0.0913010331303737
"642",0.103598527873428
"643",0.116723678104227
"644",0.0812699267314525
"645",0.165247142152158
"646",0.108154934819581
"647",0.0857463984820971
"648",0.114979986084614
"649",0.127933923093685
"650",0.0995047248029181
"652",0.081503827523406
"653",0.133853778051297
"654",0.090551779362678
"655",0.10212638036549
"656",0.0976177448970093
"657",0.093380618781607
"658",0.0896145810833221
"659",0.0948898890748905
"660",0.108269769818469
"661",0.0783377636739578
"662",0.135836425130792
"663",0.0827239572839919
"664",0.0942910754955726
"665",0.092709857134772
"667",0.0784550770458203
"669",0.128336449720663
"670",0.110448999014876
"671",0.0921233615058438
"672",0.109902790719594
"673",0.109742924840443
"674",0.110806570385121
"675",0.118747937222784
"676",0.125019933863181
"677",0.0960517093858075
"678",0.108169107828003
"679",0.0757013840412667
"680",0.123290346223559
"681",0.117781054326717
"682",0.0904325160341505
"683",0.106322286961911
"684",0.0803741291230276
"685",0.0996525503235746
"686",0.100620485667838
"687",0.117444867036032
"688",0.0954385666185278
"690",0.117573872427902
"691",0.110696592425762
"692",0.111778590222865
"693",0.0865930071198345
"694",0.131444923383619
"695",0.0986180113745453
"696",0.0850341704573137
"697",0.0947469430295645
"698",0.0900067503110738
"699",0.102482961933493
"700",0.0988765719104427
"702",0.088524307850903
"703",0.0750131580635192
"704",0.0892425102352723
"705",0.0905656887036868
"706",0.097511174081699
"707",0.107051175258747
"708",0.0935722941155327
"709",0.108753742762778
"710",0.110479394823571
"711",0.0875327063377033
"712",0.0997787001855336
"713",0.115766437796087
"714",0.113774689824143
"715",0.107864212168618
"716",0.106407123767592
"717",0.104227454224478
"718",0.100767374026536
"719",0.126048363685366
"720",0.102509455113816
"721",0.118072909014353
"722",0.0681637290973698
"723",0.0514338677956924
"724",0.0877005190359479
"725",0.130405181157859
"727",0.103499309697691
"729",0.109361130155791
"730",0.082610198770652
"731",0.0823316099821623
"732",0.0656745471455963
"733",0.10407895011047
"734",0.0785105834132992
"735",0.11686753405678
"736",0.0745917759540834
"737",0.121689607415253
"738",0.101841387520995
"739",0.111677390423889
"740",0.0858710230683511
"741",0.0858628174284054
"742",0.084304456158158
"743",0.0853094297779577
"744",0.0732103136204707
"745",0.0933921364536285
"746",0.0928283199295477
"747",0.0864077463041804
"748",0.124235944091034
"749",0.121883007715646
"750",0.119117263932409
"751",0.114551774457254
"752",0.0876099711721572
"753",0.105429096090203
"754",0.092397485395307
"755",0.102666007335832
"756",0.146191872669268
"757",0.0880905044427556
"758",0.0982178871555661
"759",0.117475181264456
"760",0.082898461640221
"762",0.0726524335528731
"763",0.0937768589377584
"764",0.102724596106527
"765",0.0948279163683254
"766",0.0879127614509208
"767",0.0878426349583538
"768",0.0928335664222621
"771",0.108567838565067
"772",0.124158530394958
"773",0.120207351187774
"774",0.0889297388053869
"775",0.103311889948088
"776",0.0911842729192385
"777",0.120997919836093
"778",0.102017465109888
"779",0.10487637756997
"781",0.0815492075029338
"783",0.10343014771644
"784",0.123798982198313
"785",0.126239743711087
"786",0.0964978450984724
"787",0.13511730023161
"788",0.088396739944104
"789",0.105628986371379
"790",0.096100304074816
"791",0.10382269355476
"792",0.0933593875068767
"793",0.103297504852158
"794",0.0684842307712471
"795",0.0956267218805118
"796",0.092171911656319
"797",0.116148598066023
"798",0.0850723770071724
"799",0.0778997125341924
"800",0.0754251311906928
"801",0.140047669902471
"802",0.0980575119881504
"803",0.11109883691614
"804",0.0820234197898541
"805",0.10208386978332
"806",0.0832889837129652
"807",0.0994397857575664
"809",0.159431102977456
"810",0.146725220642394
"811",0.101115287864259
"812",0.0880683603186545
"813",0.0972605706162971
"814",0.0877411543973656
"815",0.136484027645047
"816",0.0970180526503887
"817",0.127114768325656
"818",0.124993660985597
"819",0.079167960915194
"820",0.0671098461661701
"821",0.0822406062403647
"822",0.0915554507140574
"823",0.117188683070573
"824",0.0921215037388477
"825",0.110583176957701
"826",0.106866643859489
"827",0.0880654696956101
"828",0.123508435105702
"829",0.104532970127927
"830",0.118784921537727
"831",0.0775239002444771
"832",0.101220264677159
"833",0.125705976888204
"834",0.10404925130515
"835",0.0873539329173311
"836",0.108553366192879
"837",0.0895307433586909
"838",0.106948728121469
"839",0.0794065331394943
"840",0.0932938488566281
"842",0.0765831144333421
"843",0.0890906862732803
"844",0.101410838071876
"845",0.0840160007250418
"846",0.0803915305569871
"847",0.115720903868464
"848",0.0761406377037006
"849",0.10628806821742
"850",0.0834116514125878
"851",0.0910787873268163
"852",0.100912527276329
"853",0.121131411968181
"854",0.118789448338098
"855",0.0920871212944472
"856",0.111645893216013
"857",0.125658768702244
"858",0.0838242968820882
"859",0.101970167103021
"860",0.102406395070786
"861",0.0677064054043014
"862",0.091767371905905
"863",0.076383347230741
"864",0.0705542903862531
"865",0.0931947594916685
"866",0.0904026644001788
"867",0.101710207052315
"868",0.116822059205241
"869",0.0986099164459569
"870",0.0958365060353717
"871",0.105985760384002
"872",0.10506664553318
"873",0.107831397743605
"874",0.0653114011940031
"875",0.0897877667816988
"876",0.108060864186223
"878",0.105844269077531
"879",0.123419921900323
"880",0.091159146931712
"881",0.091153004598392
"882",0.106984045917494
"883",0.0666387286985818
"884",0.0923616256251276
"885",0.100062943005401
"886",0.091909838906472
"887",0.0978956767332007
"888",0.109570110458591
"889",0.106926835325771
"890",0.089982868620811
"891",0.0819098541107191
"893",0.0675473861941174
"894",0.0867082314594229
"895",0.107176992692881
"896",0.101946839589904
"897",0.0906910798092841
"898",0.108075260500705
"899",0.0719739667698689
"900",0.103764578327807
"901",0.100282720446802
"902",0.0808475853096991
"903",0.118229445322347
"904",0.10342223117997
"905",0.0763260804864431
"906",0.10866683875603
"907",0.0684502430936778
"908",0.106393627744088
"909",0.112358546748094
"910",0.119583999266341
"911",0.0922059003374184
"912",0.101187047715228
"913",0.108420883694519
"914",0.0925501945283392
"915",0.0822267394781429
"916",0.1362778584034
"917",0.0874078690444124
"918",0.0854817488765946
"919",0.108066136789954
"920",0.111460006369031
"921",0.121998971096258
"922",0.100149571450822
"923",0.0936406307443257
"924",0.109674625529721
"925",0.102484953307163
"926",0.10066582994529
"927",0.121662730324473
"928",0.0661308548448823
"931",0.100952487744639
"932",0.104383926533285
"933",0.08094711654731
"934",0.0903429755185621
"935",0.104694060774111
"936",0.0891390881659663
"937",0.0932024578984296
"938",0.111815368026291
"939",0.0890377529889685
"941",0.102655121897941
"942",0.100294462350233
"943",0.107176556905837
"944",0.0955979141195026
"945",0.0922788794341903
"946",0.156137930591454
"947",0.112985498658364
"948",0.110286431978301
"949",0.111299931850102
"950",0.0912583687496818
"951",0.0966072024967277
"952",0.100530663992929
"953",0.0999479966325352
"954",0.0886601532589052
"955",0.0993137085936374
"956",0.122705025717497
"957",0.0736138094752836
"958",0.0998076919604097
"959",0.125866459478141
"960",0.110038584813209
"961",0.0973175331454112
"962",0.0987492279515049
"963",0.109264111163069
"964",0.101551506431926
"965",0.0873058442739516
"966",0.105207798084303
"967",0.0886967577077961
"968",0.108694506789058
"969",0.119050399293486
"970",0.0947020872636537
"972",0.0793782184918311
"973",0.0844993134088193
"974",0.132951490396407
"975",0.0962192042517615
"976",0.0955440168695251
"977",0.0893029395452219
"978",0.0942411482538678
"979",0.0915579694700264
"980",0.0968317945261162
"981",0.099876781952792
"982",0.114069513729172
"983",0.0886990627160373
"984",0.0820832700913992
"985",0.106130677285414
"986",0.117978772224516
"987",0.10158071739644
"989",0.0844260269712378
"990",0.0922539016516228
"991",0.123052988144149
"992",0.119973822317778
"993",0.0897429005030231
"994",0.111835746733092
"995",0.121518441465966
"996",0.0838529900770255
"997",0.0870737221714095
"998",0.0726687582981784
"999",0.0964566389989135
"1000",0.112380689660922
"1001",0.106334467569197
"1002",0.0861720203791921
"1003",0.0894598023539988
"1004",0.0862099181166618
"1005",0.089784161088355
"1006",0.111437272711518
"1007",0.0992381802484135
"1008",0.159036489192339
"1009",0.0877808939689653
"1010",0.134365249115296
"1011",0.071966909463768
"1013",0.0937982185848796
"1014",0.110836951400623
"1015",0.137797337452903
"1016",0.0913796230816805
"1017",0.136368727020306
"1018",0.0893827957633729
"1019",0.109789279957993
"1020",0.114335402367229
"1021",0.0986905536557467
"1022",0.0900134885083421
"1023",0.0896643750472835
"1024",0.0989101481957797
"1025",0.0773999483978449
"1026",0.126835681766113
"1027",0.110576266162497
"1028",0.0781304228193562
"1029",0.0904785834834619
"1030",0.116923914449093
"1032",0.0987393107204277
"1033",0.103631795350364
"1034",0.110728085825875
"1035",0.080657830820313
"1036",0.0976038572514647
"1037",0.0981547870546406
"1038",0.11024183461392
"1039",0.109713086137163
"1040",0.0996018905908058
"1042",0.0772326035831236
"1043",0.0703540999995916
"1044",0.103807615517983
"1045",0.0727484753455346
"1046",0.0896216181768349
"1047",0.0644112079147444
"1048",0.104899249359392
"1049",0.0860158616830605
"1050",0.0697796322454977
"1051",0.105089765634595
"1052",0.112730986512728
"1053",0.101484451471715
"1054",0.0924218225340605
"1055",0.105670356970814
"1056",0.15081692502376
"1058",0.111355176645787
"1059",0.0907665681017048
"1060",0.106652199167068
"1061",0.107267480190959
"1062",0.0978886911652324
"1063",0.113216449940232
"1064",0.0945107327282315
"1065",0.0900313355111963
"1066",0.0952267280952172
"1067",0.101550552430959
"1068",0.125214534971708
"1069",0.0995571377675916
"1070",0.104194133084541
"1071",0.0737119830869462
"1072",0.101981712783637
"1073",0.0881289204099811
"1074",0.100220840988677
"1075",0.133871428759379
"1076",0.0791789808072911
"1077",0.0989844842727823
"1078",0.100576922435331
"1079",0.078492397876572
"1080",0.0767619407119783
"1081",0.0864068288967379
"1082",0.101184929813145
"1083",0.0816680459318881
"1084",0.111322937806199
"1085",0.0947645123027588
"1086",0.0864653078868477
"1087",0.106507758394909
"1088",0.110921845532699
"1089",0.104921802809861
"1090",0.0756783448528354
"1091",0.102819159434297
"1092",0.107621894900819
"1093",0.0931100182593617
"1094",0.0982398054743908
"1095",0.140951473139507
"1096",0.0897001174511936
"1097",0.105249155271413
"1098",0.0892406981455839
"1099",0.0954087540049854
"1100",0.118830439765517
"1101",0.103178209206922
"1102",0.120719256913382
"1103",0.109482252774452
"1104",0.0898082218536294
"1105",0.0971755560952127
"1106",0.0683012733534988
"1107",0.127447633654406
"1108",0.10698772396706
"1109",0.0911350298491131
"1112",0.102107697169281
"1113",0.0980711240812196
"1114",0.0644047379381269
"1115",0.101264447628434
"1116",0.0866621035243634
"1117",0.106118118457628
"1118",0.102082672083679
"1119",0.0995441687013333
"1120",0.0969269875878206
"1121",0.0936418794314707
"1122",0.113344067595746
"1123",0.099862637205775
"1124",0.0918965842546868
"1125",0.123568018254137
"1126",0.0940370828818037
"1127",0.0911587676357262
"1128",0.092441053584655
"1129",0.108228852060542
"1130",0.0894981501477573
"1132",0.13158947426431
"1134",0.132440862537312
"1135",0.1102845959441
"1136",0.142038759829381
"1137",0.100118194877625
"1138",0.104810232854673
"1139",0.0966677673615126
"1140",0.110568654485557
"1141",0.147877670507191
"1142",0.0789503031041518
"1145",0.111234720322977
"1146",0.0920799171323236
"1147",0.111983928422581
"1148",0.134711879102964
"1149",0.103421473007359
"1150",0.10171181252464
"1151",0.115730481815245
"1152",0.109358196949193
"1153",0.0963276471329843
"1154",0.0715219884964909
"1155",0.0973044304350248
"1156",0.108429389329844
"1157",0.116756999190855
"1158",0.0978518262317338
"1159",0.110671593001303
"1160",0.0692590531705637
"1161",0.0874897439907305
"1162",0.0987329606305903
"1163",0.086963759436702
"1164",0.0930023088842281
"1165",0.0885775863288617
"1166",0.0896554239731435
"1167",0.115568881623572
"1168",0.109943048010514
"1169",0.0953280494022412
"1170",0.101881464938859
"1171",0.0937504171487041
"1172",0.071575045896838
"1173",0.113016962708849
"1174",0.101008180882657
"1175",0.114478697748672
"1177",0.117846445426581
"1178",0.103984759258244
"1180",0.110564029952819
"1181",0.0888217132295294
"1182",0.0875857243909242
"1183",0.0873877050904515
"1184",0.0969519143822041
"1186",0.108122053053811
"1187",0.0856452624588511
"1188",0.142520036076663
"1189",0.0697478750873211
"1190",0.123644938325516
"1191",0.082121845494423
"1192",0.114182171733859
"1193",0.0792725414949238
"1194",0.0906542611226311
"1195",0.080048357835921
"1196",0.0916118149879758
"1197",0.126235563438058
"1198",0.100537355242747
"1199",0.105750684865178
"1200",0.120382192936157
"1201",0.0889790352408963
"1202",0.0806400681423536
"1203",0.102570500946712
"1204",0.0752474393544865
"1205",0.089490934057588
"1206",0.132968456647952
"1207",0.0671834343158238
"1208",0.141384759824756
"1209",0.109516905970193
"1210",0.0703588251845207
"1211",0.100739759819482
"1212",0.110076133179459
"1213",0.134079625798933
"1214",0.0970786158425083
"1215",0.159118104522647
"1216",0.115051308798398
"1217",0.0836770824742001
"1218",0.101094771747557
"1219",0.15992419914565
"1220",0.0866367113003824
"1221",0.0945522482238985
"1222",0.106094634334712
"1223",0.0945378855262072
"1224",0.143692757003809
"1226",0.144458280735422
"1227",0.099383499579439
"1228",0.101475423856343
"1229",0.11971528672804
"1230",0.118445014598495
"1231",0.0663597389263196
"1232",0.096974276500411
"1233",0.165797681576905
"1234",0.0955244695554055
"1235",0.0930067705924615
"1237",0.0735194283987846
"1238",0.082707858632983
"1239",0.138240129034248
"1240",0.117527989644879
"1241",0.0859705113102451
"1242",0.116491617376817
"1244",0.15029920230544
"1245",0.0972659435977049
"1246",0.140059348814381
"1247",0.0782993622750596
"1248",0.105883830506957
"1249",0.0959931604819253
"1250",0.0959001334333807
"1251",0.136081382241907
"1252",0.098666532714357
"1253",0.0934575986261202
"1254",0.0884869069043552
"1255",0.136777846676915
"1256",0.066201098421602
"1257",0.059219067544928
"1258",0.0799116551447898
"1259",0.100194527488031
"1260",0.0652326831043018
"1261",0.111349750106265
"1262",0.127311682862849
"1263",0.100668559269107
"1264",0.11074829287659
"1265",0.105168716548926
"1266",0.110588202466291
"1267",0.112227701709648
"1269",0.13869789796306
"1270",0.0810361916160327
