"","X10...sunfl.predict...sunfl.data.mean_sunfl....1."
"1",0.0863775633557928
"2",0.108804639890595
"3",0.0975156350993021
"4",0.0927552140077346
"5",0.125621378259799
"7",0.102552998432699
"8",0.0990184589359846
"9",0.0977830193159694
"10",0.102468030470578
"11",0.0757983187449722
"12",0.0971164481468763
"13",0.111458589418661
"14",0.0932825255334885
"15",0.106529252710417
"17",0.0889854743662382
"18",0.114074983848862
"19",0.101053766855848
"20",0.0955080471555458
"21",0.100668543144913
"22",0.108078395282025
"24",0.11682381381248
"25",0.133675293185558
"26",0.113136824990527
"27",0.0950896137746226
"28",0.0714612454072884
"29",0.0990240374874364
"30",0.086133411602106
"31",0.100004374687889
"32",0.10035554084043
"33",0.113591717722525
"34",0.0961289084208885
"35",0.126803802127863
"36",0.0962727207250169
"37",0.0976397622976022
"38",0.102999992259064
"39",0.0863403653577864
"40",0.115848002433634
"41",0.0879095765046538
"42",0.0969059971620138
"43",0.104157393360549
"44",0.110305300544857
"45",0.12913892266636
"46",0.11435671187116
"47",0.0799753581634352
"48",0.125790602086203
"50",0.120884769286972
"51",0.121478836012347
"52",0.141454124638906
"53",0.104005872760032
"54",0.107613275025552
"55",0.102842380396648
"56",0.103844075839048
"57",0.0974934146908227
"58",0.111703977871775
"59",0.109333005244301
"60",0.105233961703369
"62",0.094705651434486
"63",0.0859096934061844
"64",0.0986452603989382
"65",0.0986012140286016
"66",0.11053936139432
"67",0.0910828506367077
"68",0.0895815872898504
"69",0.113896002155437
"70",0.0870026965644708
"71",0.107311562637416
"72",0.105873112728352
"73",0.101491626180381
"74",0.0543614652417805
"75",0.105345992590303
"76",0.0931366837616654
"77",0.0954952760552342
"78",0.0902073892321383
"80",0.116182604921194
"81",0.101512966999248
"82",0.0935716404611013
"83",0.0945186743618221
"84",0.0836136188832979
"85",0.0867783512270483
"86",0.0843493341734431
"87",0.119874739742999
"88",0.0754517283935256
"89",0.103492321894081
"91",0.0867206402669256
"92",0.0748757486001448
"93",0.121279061311556
"94",0.0789520760330133
"95",0.096522854212083
"96",0.0919642754644781
"97",0.089954754545075
"98",0.106575255002328
"99",0.11480832547223
"100",0.0953100247635856
"101",0.0857684549603782
"102",0.118426463412802
"103",0.0920635842713815
"104",0.11862872612044
"105",0.110496747363858
"106",0.110215554211872
"107",0.11104185136018
"108",0.0897326595660607
"109",0.119556557370129
"110",0.0799491768476462
"111",0.120235256641958
"112",0.105460135891796
"113",0.0874240723351002
"114",0.132241573405548
"115",0.106390167807218
"116",0.10605981320309
"117",0.0751792670908314
"118",0.106605243056406
"119",0.101558108366667
"120",0.0892534811366161
"121",0.104647705072024
"123",0.115211410961463
"124",0.13879247597845
"125",0.103578589698646
"126",0.0682477038835943
"127",0.089199372050169
"128",0.0945702577770512
"129",0.105257448531015
"130",0.106112961081892
"131",0.0879490589235051
"132",0.0971293376209593
"134",0.121251513634798
"135",0.129259106941123
"136",0.0556711927827426
"137",0.0904238152002735
"138",0.149173476036195
"139",0.10488360287441
"140",0.0794330665202459
"141",0.0818125282645266
"142",0.0830680890873472
"144",0.136600813007745
"145",0.121417363133014
"146",0.0904439845292445
"147",0.107030445049243
"148",0.0906650402616801
"149",0.0780454726764001
"150",0.0981987993940692
"152",0.0831645021087433
"153",0.097768595623175
"154",0.0846357139227221
"155",0.125059707785493
"156",0.0854777359111627
"157",0.118848257897237
"158",0.105165438844386
"159",0.0965005736685975
"160",0.109062547942564
"161",0.0978738007698884
"162",0.0782163046293705
"163",0.0946266464796154
"164",0.0887241612212341
"165",0.0940983493830141
"166",0.0603287733781948
"167",0.105743494546524
"169",0.0771338029544461
"170",0.0864279905796978
"171",0.107564752320379
"172",0.0756155349877983
"173",0.106391826491175
"174",0.0935179678296943
"175",0.101474330100276
"176",0.0942243773093367
"177",0.0784680902249437
"178",0.0981329198049275
"179",0.0755130400263293
"180",0.10004009001999
"181",0.103284887337467
"182",0.09860027521335
"183",0.0923409823786194
"184",0.0751809071557231
"185",0.0984255753807211
"186",0.118186973365591
"187",0.0979956158136689
"188",0.102914071383072
"189",0.0909998332746682
"190",0.105040306032652
"191",0.0826867249851122
"192",0.108198798612034
"193",0.0966113888207725
"194",0.0979924535802771
"195",0.106843216409275
"196",0.0982387389752277
"197",0.0714531246498616
"198",0.0871472838054881
"199",0.0870500360917046
"200",0.0971999559221677
"201",0.0940907505283859
"202",0.0974708949092303
"203",0.0914277470831017
"204",0.107210667929254
"205",0.103383845920309
"206",0.0797733366781854
"207",0.10850260916219
"208",0.0920320435310307
"210",0.108246983799646
"211",0.114579016386636
"212",0.101493234172284
"213",0.107019422346662
"214",0.103460653127396
"215",0.0882883151037342
"216",0.0815214478851046
"217",0.107669978382801
"218",0.0856975351603362
"220",0.0964942902846832
"221",0.096976705976573
"222",0.103337701636293
"223",0.104898883533651
"224",0.123318984923875
"226",0.075905077515421
"227",0.169781387854732
"228",0.100699531003362
"229",0.0893900798361916
"230",0.0992440971846412
"231",0.124094964272544
"232",0.104405721123274
"233",0.0893531560045673
"234",0.114075316231014
"235",0.0895636837768223
"236",0.0997786861396076
"237",0.0868517567205613
"238",0.100464650314916
"239",0.0877309000717618
"240",0.0899366906941161
"241",0.115406792368226
"242",0.100426254964749
"243",0.0993473263083333
"244",0.112564401401403
"245",0.124747480909612
"246",0.0916653884793814
"247",0.0862425490644636
"248",0.0764864793082892
"249",0.101933864458926
"250",0.0994271028146709
"251",0.0979830973281305
"252",0.143411629660905
"253",0.112655060680455
"254",0.12089105312957
"255",0.0868063783184139
"256",0.089993461519309
"257",0.0858849403761395
"258",0.151077012427401
"259",0.0872729275422331
"260",0.0952610908491334
"261",0.142505271075252
"262",0.0931462343324962
"263",0.112408323857245
"264",0.136462709672439
"265",0.0909496257009839
"266",0.141966800815767
"267",0.118335711294696
"268",0.0903816859319635
"269",0.0994298993293005
"270",0.0870611876683339
"271",0.0852630021010669
"272",0.154731162666749
"273",0.105854605305511
"274",0.0899566321539053
"275",0.0970876301141175
"276",0.112814340554863
"277",0.108185655085914
"278",0.145383783559043
"279",0.0956068127686458
"280",0.0813715449311531
"281",0.0988397218297744
"282",0.0819704309129762
"283",0.0969466622723672
"284",0.110808168081012
"285",0.124266085179942
"288",0.082789983781222
"289",0.0909236252237433
"290",0.148036065114698
"291",0.0990879189655955
"292",0.115162902832221
"293",0.101436178569727
"294",0.0776888784610233
"295",0.0874602418754813
"296",0.114862208789331
"297",0.0879265941821034
"298",0.0982720647660686
"299",0.112771066342541
"300",0.098757432984224
"301",0.119366656065209
"302",0.114282568682119
"303",0.111885618918235
"304",0.109184305885953
"305",0.0970054634567687
"306",0.0833216451719005
"308",0.110983236938159
"309",0.104350633361554
"310",0.109298474779605
"311",0.0854982604018122
"312",0.105125215249756
"313",0.105588745734667
"314",0.128492761242217
"315",0.0998315840615422
"317",0.0888405723127489
"318",0.0995543801260205
"319",0.0906004982563667
"320",0.0850213863664022
"322",0.117313636278758
"323",0.0894674815653534
"324",0.0919064952691146
"326",0.0998406760500706
"327",0.0959325602260254
"328",0.103018401416002
"329",0.0992161704383536
"330",0.116761704066917
"331",0.0612632114821371
"332",0.112532383363462
"333",0.105647275599629
"334",0.0879188512793934
"335",0.0969091542358307
"336",0.0816760919702239
"337",0.110814940569788
"338",0.095362548859167
"339",0.0794921231079698
"340",0.109123314916692
"341",0.10053840804917
"342",0.0998182143059512
"343",0.0986972403089312
"344",0.12269607929567
"345",0.0777027667289263
"346",0.0826819892767742
"347",0.0901361453366442
"348",0.0816942975538474
"350",0.11125976010467
"351",0.122997476815035
"353",0.095769669357101
"354",0.0859629272620453
"355",0.0758852006484087
"356",0.122898931047129
"357",0.0879107289331265
"358",0.105116738416191
"359",0.0567768267018341
"360",0.0871511870507848
"361",0.0879408794394681
"362",0.0988606367114011
"363",0.0845168003942069
"364",0.118856160342738
"365",0.098081239176957
"366",0.086654786089213
"367",0.104394176514693
"368",0.110281950880541
"369",0.119907684444328
"370",0.0703483173061692
"371",0.108724604585148
"372",0.0946400255963854
"373",0.10890739258293
"374",0.0829390098681686
"376",0.103262673672901
"377",0.103056518647452
"378",0.0984590486888491
"379",0.126589668669992
"380",0.08657966310577
"381",0.120532775918751
"382",0.10044634786988
"383",0.145841192019705
"384",0.103732978171829
"385",0.0716195003935755
"386",0.0947980812128213
"387",0.117966331103789
"388",0.0744297781282462
"389",0.0978760770131057
"390",0.0905879019520671
"391",0.0963116730735607
"392",0.0917332174206978
"393",0.123581632229083
"394",0.122058071422041
"395",0.0890883051695354
"397",0.123247079350055
"398",0.116630684283763
"399",0.0997863030149436
"400",0.149722839655028
"401",0.101560322533268
"402",0.100545933824006
"403",0.113098260436543
"404",0.101339902490543
"405",0.0947015890772843
"406",0.105515951038688
"408",0.0844153979598441
"409",0.100838007988607
"410",0.115874713756392
