Fishnet_ID,RapeseedError
6540,-0.141497429
6542,-0.066626465
6694,0.436985704
7400,0.34492376
7583,0.447489991
7699,0.188505171
7750,0.247849375
8075,-0.127039889
8123,0.138190756
8173,-0.098337871
8694,-0.060694767
9138,0.436864456
9924,-0.101960121
10617,0.082893407
10814,0.477262677
11078,-0.040573089
11102,0.091157874
11235,-0.008261757
11285,-0.154222595
11502,0.005779171
11847,-0.079542069
12149,0.253198908
12458,-0.155577909
13094,-0.092234057
13150,0.49419738
13403,0.042411806
13490,0.147346583
13537,-0.050534633
13562,-0.212541802
13598,-0.131906338
13646,0.131621538
13670,-0.056681952
13778,-0.187989743
13862,0.016529813
13947,0.186407031
13959,0.254123794
14021,0.005718197
14064,-0.015017718
14077,-0.17277533
14095,-0.015820804
14126,0.13572897
14361,0.272964878
14367,-0.096895819
14373,0.030628952
14397,0.085411434
14479,0.213964753
14685,-0.0235281
14704,-0.034224491
14762,-0.037085702
14824,-0.190565904
15035,-0.054518382
15414,-0.127302126
15448,0.009387976
15477,-0.240065792
15623,-0.195604808
15681,-0.037780074
15793,0.044041374
15866,-0.106793684
16181,-0.076814501
16270,0.211470111
16426,-0.067065181
16452,-0.129704146
16529,-0.166331536
16600,-0.200468047
16724,-0.037182984
16806,0.065163322
16915,0.302852945
16953,-0.042191879
17016,-0.169467908
17023,0.030726104
17027,-0.124492132
17087,0.065124765
17157,-0.124242738
17204,0.095742342
17281,-0.415278756
17282,0.044372801
17325,0.030017495
17516,-0.086743055
17519,0.053239548
17520,-0.123789279
17588,0.195297718
17598,0.034376954
17633,0.336787008
17641,0.142259996
17670,0.072129812
17755,-0.120693956
17783,-0.108962007
17876,-0.164096005
17883,-0.06051144
17975,0.21310062
17988,-0.336191566
18077,0.055064588
18116,-0.191691545
18196,-0.139824953
18598,0.251589745
18663,-0.236939759
18679,-0.012156365
18705,-0.015107586
18730,-0.093214895
18830,-0.010931791
18903,-0.269559432
18964,-0.046149783
18973,0.097317609
19001,0.2779323
19029,0.118812736
19044,0.050104152
19099,-0.115440373
19220,-0.049780813
19311,-0.220455206
19456,0.140072
19502,-0.105070112
19566,0.226343839
19602,0.127742528
19616,-0.066254596
19788,0.201859457
19998,-0.043982895
19999,0.364757293
20018,-0.078682898
20034,0.022758994
20095,0.188935916
20099,-0.238674958
20156,-0.071512062
20166,-0.01083728
20204,0.205827239
20241,-0.20633122
20293,-0.075759475
20309,-0.141996282
20370,-0.116547419
20391,-0.091309878
20481,-0.054367314
20505,-0.230495379
20548,-0.104461217
20586,0.098282904
20600,0.06832795
20708,0.209830891
20777,-0.065207864
20839,0.007738028
20866,-0.123773671
20898,-0.055421955
20959,-0.011054756
21015,-0.173687459
21303,-0.112451169
21400,0.433216559
21407,0.076400748
21450,0.127965226
21520,0.186759637
21584,0.322586977
21585,-0.078786229
21591,0.209347465
21602,0.234867437
21605,-0.082637224
21649,0.161679742
21664,-0.074524988
21716,-0.044412934
21856,0.205745668
13674,-0.094882852
14993,0.315239852
15456,-0.067629742
15764,0.146673602
16231,-0.120435438
16304,-0.185422533
17433,-0.053084065
17457,-0.014421502
17568,0.419102726
18446,-0.056241924
19619,0.255155835
19791,-0.161333762
19813,0.169627727
19967,-0.115829377
20406,0.107125833
20521,0.132272749
20550,0.354613648
20763,0.028262087
21408,-0.230507148
21511,0.063377541
21777,0.428024689
21800,0.276194505
21808,0.6040659
21876,-0.095492111
21877,0.143285367
21926,-0.104241399
22030,0.108888787
22065,0.067067108
22084,0.268919454
22121,0.349511407
22149,-0.160172009
22322,-0.18871897
22369,-0.056022649
22371,0.349963117
22457,-0.06989048
22593,0.126013452
22601,0.108067287
22815,0.032705471
22840,-0.172620721
22858,-0.116870109
22875,-0.054679235
22964,-0.182932679
23031,0.246318438
23095,-0.253249941
23358,-0.244762023
23661,-0.142901619
23809,-0.044978219
23948,-0.014759504
23980,-0.020093193
24202,-0.181719371
24249,-0.106906151
24279,-0.098432857
24288,-0.043447665
24391,-0.192961327
24392,-0.332837406
24424,-0.133689902
24438,-0.110823982
24513,-0.088879469
24524,-0.150763192
24556,-0.034619453
24683,-0.028040903
24750,-0.029988353
24775,-0.050850563
24782,-0.147902901
24952,-0.293601768
25072,-0.066381501
25247,-0.056105136
25388,0.073010604
25436,-0.20015647
25445,-0.029291906
25467,-0.086013672
25497,-0.197498458
25521,0.145128455
25533,-0.063549086
25550,-0.068719331
25822,-0.228171721
25998,0.164553329
26073,-0.202989751
26125,-0.022738361
26168,0.030822245
26170,-0.338863549
26217,-0.11438887
26307,-0.331172857
26342,-0.275433891
26379,0.042245531
26466,0.032273508
26582,-0.03342628
26631,-0.113571199
26663,-0.297313672
26685,0.11662923
26767,0.024723826
26829,-0.140860683
26857,-0.228858028
27092,-0.036362685
27112,-0.22983136
27114,0.450660957
27131,0.064199367
27206,-0.261375209
27221,-0.153794493
27338,-0.080875602
27472,0.069116596
27525,-0.20779633
27535,-0.129737133
27558,0.106350574
27568,-0.159068797
27620,0.029725976
27682,-0.176607527
27746,-0.056957198
27748,0.202321923
27782,0.8563227
27793,0.239097892
27867,-0.220966234
27878,0.011733583
27880,-0.05648737
27981,-0.083056458
28106,-0.156742329
28188,0.171178152
28280,0.112654511
28309,-0.048217151
28314,-0.133437875
28358,0.021969259
28366,-0.081337549
28397,-0.143524512
28436,-0.096618704
28438,0.194157112
28469,0.156719723
28509,-0.036788091
28568,0.400108326
28643,0.045558095
28718,0.081254453
28810,0.273275114
28825,0.065548121
28852,0.093429575
28969,-0.156522938
28997,0.132103364
29039,0.012067116
29067,-0.059139848
29175,-0.099414949
29243,-0.042645005
22021,0.146049331
22404,0.111872312
22451,-0.065459566
22652,-0.298516297
22990,-0.352710571
23820,-0.272571676
23844,-0.046858666
23855,-0.377104043
23908,0.048380714
23973,0.010923441
24472,0.300393592
24502,0.258708925
24749,0.500137958
24780,-0.237696763
25180,-0.093491487
26132,-0.101225931
26314,0.234135992
26400,0.388891097
26504,0.160472039
26787,-0.089912471
26902,-0.152737225
26976,0.354946647
27208,-0.127542581
27241,0.132672545
27511,0.275586618
27617,-0.160507837
28009,0.324265303
28073,-0.130121208
28128,-0.003739651
28551,-0.059914008
28758,-0.061708568
28961,0.242439612
29168,-0.210233177
29185,0.479654412
29218,-0.1459713
29309,0.058181618
29330,0.08097501
29378,-0.176961081
29417,0.00404316
29453,0.132817581
29476,0.072401664
29490,0.211650489
29495,-0.015096189
29522,-0.045633839
29531,0.129868666
29533,0.097470699
29610,0.221558032
29675,-0.063521542
29745,0.180152644
29768,-0.065586595
29805,-0.185285658
29892,0.181742733
29898,0.132330582
29908,-0.090892351
29981,-0.254487313
30034,0.004201125
30070,0.044432828
30084,0.047997097
30087,0.171480818
30088,0.562034776
30101,0.11320729
30232,0.069948975
30273,0.109567451
30304,0.016099945
30315,0.412846159
30327,0.11630623
30371,0.36163545
30439,-0.211837129
30446,-0.095152202
30493,-0.391170453
30495,0.10542914
30583,0.13464693
30650,-0.218610657
30746,-0.066677113
30786,-0.004588535
30806,0.068213641
30838,0.290295485
30903,0.076061968
30963,0.015264181
30991,-0.332224606
30993,-0.053419335
30994,-0.126991094
30997,0.032709172
31025,0.113885143
31096,0.097542797
31184,-0.084955028
31189,0.064500503
31208,-0.06349159
31243,0.096194829
31264,-0.114089126
31288,0.144713091
31301,0.031513987
31312,-0.126682796
31320,-0.215261297
31375,0.260303334
31580,0.043931404
31609,0.097530248
31634,-0.229191623
31696,-0.084477863
31725,0.004402743
31733,0.066545685
31745,0.010234557
31750,0.126043017
31757,0.017183388
31776,0.080586744
31788,0.035291749
31820,-0.15922346
31900,-0.077002914
31921,-0.297149993
31953,-0.071849373
31954,-0.024724829
31974,0.047928681
31984,-0.271519944
32027,0.035583889
32033,-0.358907782
32131,0.256103885
32140,0.059283479
32249,-0.120089615
32321,-0.180879642
32389,0.246063547
32448,-0.001562984
32456,0.021273325
32513,0.250122537
32556,0.179054982
32606,0.13914461
32634,-0.154946962
32639,0.165375533
32721,-0.121684629
32762,0.172016179
32839,0.0208795
32842,-0.214359515
32846,0.341237996
32871,-0.031508911
32902,0.385255352
32920,0.238766657
32928,-0.010860164
32950,-0.21234659
32987,-0.059415455
32991,0.247219264
33038,-0.050506316
33050,-0.086106436
33090,-0.228670153
33221,0.249379118
33282,-0.090913861
33331,0.306390652
33405,-0.100218225
33497,0.119304467
33502,0.065031797
33556,-0.092883132
33607,0.060187211
33610,-0.163283462
33636,-0.219907465
33783,0.246115773
33792,-0.174389374
33903,-0.073956945
33929,-0.285899521
29902,-0.016293149
30464,-0.170054892
30894,0.440426815
30978,0.547802804
31163,0.179826536
31809,-0.116140759
31868,0.339608979
32092,0.12297106
32204,-0.053292973
32308,0.261326866
32385,0.276581798
32578,0.055892409
32598,0.193186976
32769,-0.317067311
32867,0.166859244
32927,-0.083125364
33035,0.221853804
33089,0.150699132
33095,0.166332965
33291,-0.122060445
33407,0.133490637
33579,0.165629509
33629,-0.216000801
33943,0.353426035
33959,-0.141406665
34006,-0.165963517
34009,0.168134386
34051,0.044271706
34084,0.109959937
34091,-0.195218075
34111,0.022692539
34136,0.314662046
34161,0.211215234
34183,-0.061535528
34202,-0.061188019
34219,-0.195492972
34220,0.168610231
34290,-0.31813832
34319,0.115679524
34334,0.003192965
34335,0.195787177
34344,-0.20520699
34435,-0.017738564
34438,0.142308962
34447,-0.016205505
34526,-0.273793913
34527,-0.012799305
34528,0.146406048
34538,0.168115452
34568,-0.291397246
34576,0.167058687
34605,0.115280899
34638,-0.056396167
34650,-0.119582532
34672,0.467599613
34690,-0.142272045
34761,0.178998197
34777,0.097167717
34780,-0.359633946
34791,-0.049533005
34808,-0.05025305
34829,0.348362253
34833,-0.101372844
34848,-0.120556348
34860,0.093159083
34873,-0.204351341
34964,0.002199941
34968,-0.143034797
34985,0.092074989
35000,-0.199362244
35006,-0.120711299
35009,-0.096750864
35041,-0.079048413
35074,0.030016251
35076,-0.077117003
35088,-0.16208292
35157,0.017949646
35165,-0.043362533
35194,0.048979871
35257,-0.121973019
35259,-0.029360531
35262,0.237585612
35272,-0.119370964
35297,0.320682905
35323,-0.009506615
35328,0.12700199
35366,-0.014935483
35403,-0.264531152
35425,0.248596048
35439,0.062205049
35459,0.044037482
35466,0.017560867
35477,0.093153494
35503,0.242709654
35536,-0.088777773
35585,0.483751098
35694,0.108298729
35720,0.103656525
35728,0.418847311
35756,0.222814406
35773,-0.041496998
35796,-0.034808437
35814,0.02338512
35853,-0.054489824
35862,-0.078019471
35886,0.00367733
35900,-0.179059977
35918,-0.104366047
35919,-0.321260543
35936,0.019600239
35956,0.231834295
35967,0.152368045
35996,0.113654182
36012,0.074648433
36014,0.024388282
36065,0.191721073
36074,-0.127084486
36077,-0.034301657
36091,0.17346258
36143,0.096821783
36166,0.164860116
36191,0.091144295
36198,-0.076599314
36207,-0.041778138
36228,0.053736273
36231,-0.021834198
36257,-0.068379617
36309,-0.177740293
36364,0.07880762
36397,-0.054907108
36401,-0.175388728
36418,0.57783994
36480,0.06163996
36500,0.045046478
36512,-0.022983978
36529,-0.175137481
36541,0.08523492
36565,-0.22439781
36591,0.040894832
36597,0.162057845
36620,0.240020549
36621,0.161882157
36641,-0.03435283
36650,0.038324468
36652,0.038073576
36661,-0.089663331
36667,-0.188189352
36684,0.009228335
36690,-0.034324318
36750,0.134143078
36805,0.262974561
36818,-0.239487759
36838,-0.07650717
36853,-0.060682583
36884,-0.081032967
36915,0.110878302
36974,0.048416444
37032,0.159359119
37050,0.046691349
37065,-0.212479795
37072,0.083291208
33960,0.267121531
34361,0.265392174
34594,0.323716579
34636,-0.179773782
34718,-0.142850854
34723,0.216351504
34784,-0.285494576
34837,-0.386736686
34853,0.067454548
34936,-0.037327753
35012,0.089301284
35078,-0.198146859
35216,0.16679719
35282,-0.065116774
35327,-0.096853317
35353,-0.105467658
35368,0.114101487
35396,0.041716392
35399,0.5462663
35554,-0.144480555
35562,0.359122643
35605,-0.274442663
35772,-0.083959404
36001,0.079945738
36017,0.524033887
36018,-0.078113256
36048,0.377492919
36300,-0.123756036
36372,0.215537528
36552,-0.044817407
36559,0.18650453
36569,-0.066642084
36751,0.091266937
36795,-0.095070012
36875,-0.227109232
37083,0.498134394
37118,0.147125282
37126,-0.176447545
37196,0.166391653
37232,0.036244819
37240,-0.063100336
37276,-0.079555374
37287,0.187868034
37311,-0.144733816
37334,-0.096115974
37358,0.138539855
37401,-0.171183789
37404,-0.142844437
37455,-0.029122197
37463,-0.242128521
37514,0.01732975
37517,-0.059853988
37523,-0.136247591
37551,0.084228558
37574,-0.133721295
37616,0.000970251
37620,0.340558659
37672,0.147529533
37682,-0.142322076
37686,-0.033900341
37695,-0.008428309
37700,-0.076313418
37725,0.19247519
37735,-0.149579199
37788,-0.011657587
37796,-0.058110237
37819,-0.085376719
37830,0.002718109
37869,-0.263678186
37911,-0.279645475
37930,0.112603275
37965,-0.233591073
37971,-0.217561837
38014,0.14736776
38022,-0.079173076
38028,-0.214547311
38032,0.168866794
38035,-0.074687845
38107,-0.046401105
38113,-0.035754444
38126,0.03858696
38163,0.258910543
38179,0.061239656
38207,-0.038883994
38251,-0.008668235
38272,0.242140182
38294,-0.053733633
38310,-0.114844231
38342,-0.110141499
38356,-0.049206627
38370,-0.18343377
38377,0.03106289
38382,-0.17352247
38388,0.064720564
38392,-0.070458464
38399,-0.162725596
38442,-0.159471829
38451,0.483067303
38453,0.043232876
38459,-0.15372778
38471,-0.05418368
38507,-0.034144938
38528,0.111510039
38549,-0.418281438
38583,0.232566149
38612,0.05761091
38621,-0.013274959
38676,-0.060386906
38685,0.231510794
38698,-0.076617764
38732,-0.16485938
38735,0.229421564
38739,-0.077088086
38752,0.130650123
38768,0.156682068
38789,0.157545128
38817,0.048818453
38833,-0.045674389
38835,0.307929018
38854,0.104439995
38871,0.001195652
38902,-0.036215194
38947,0.450314558
38973,-0.380295016
39009,0.051271313
39045,0.101104751
39082,-0.079450437
39086,0.332380967
39098,-0.045668867
39111,-0.062267819
39159,-0.350894262
39161,-0.057328508
39190,-0.279574551
39195,-0.081228803
39198,0.04127766
39212,-0.056739789
39247,-0.102946717
39259,-0.029794683
39266,0.170138855
39276,-0.0387915
39284,-0.054594979
39296,-0.105834237
39305,0.110341043
39309,-0.286437136
39313,-0.199311955
39333,0.109974852
39347,0.231656459
39355,0.006229226
39370,0.083617839
39390,0.012962157
39397,-0.121661177
39411,0.337290421
39415,0.14882647
39416,-0.129808186
39424,0.068209915
39486,-0.220472818
39487,0.294611608
39500,-0.050543616
37402,-0.166030965
37478,0.131204044
37496,-0.21322339
37545,-0.128250475
37624,-0.077965855
37653,0.312554007
37805,-0.044251765
38041,0.151469317
38203,-0.134986861
38273,-0.189753446
38413,0.050745279
38447,-0.253886785
38569,-0.104486651
38589,-0.348851262
38630,0.233559933
38699,0.442058485
38751,-0.126834725
38880,0.200045362
38924,0.171797664
38961,0.209947333
39076,0.303989444
39091,-0.011686886
39151,0.563967243
39193,-0.013840341
39319,-0.155784151
39451,0.677166356
39532,-0.081229187
39541,0.18709414
39552,-0.075010733
39567,0.341721044
39570,-0.052642853
39588,0.367261559
39594,-0.018877396
39612,0.166919891
39630,-0.311980981
39642,-0.176433535
39659,0.584598551
39661,0.185133477
39676,0.064098501
39693,-0.261925644
39699,-0.172741215
39746,-0.146240664
39749,-0.040051142
39760,0.05465951
39762,-0.185026122
39774,0.103199829
39791,-0.095218772
39826,0.439506636
39850,0.188328827
39851,-0.060448861
39857,-0.103501725
39861,0.151838019
39878,0.040524632
39879,0.346365153
39887,-0.195338943
39890,0.063342202
39892,-0.074995101
39904,-0.149660348
39907,-0.170837221
39911,0.126514449
39916,-0.092818436
39929,0.252930227
39942,0.094213403
39954,0.046440192
39959,0.157320987
39963,0.148418832
39986,-0.02345612
39989,0.106634223
39993,0.097508297
39998,0.180599172
40059,0.38139579
40069,-0.035040937
40087,-0.182903258
40092,-0.176488033
40112,-0.014691015
40143,-0.134582336
40149,-0.092452181
40156,-0.090954481
40162,0.154117743
40173,0.29461591
40179,-0.083295575
40191,0.046232869
40203,-0.011032667
40231,0.216044852
40241,-0.056711062
40257,-0.027170215
40260,-0.046263928
40281,0.030517502
40297,-0.096923224
40298,-0.302150622
40331,-0.016476882
40336,0.13951765
40342,-0.084216626
40375,0.267270216
40384,0.008458335
40425,-0.294474668
40433,-0.039964271
40446,-0.071510252
40452,0.541992241
40453,-0.086146407
40462,0.238093608
40467,0.143295523
40487,-0.030373158
40492,-0.092118359
40496,-0.033660289
40518,0.028608999
40530,-0.276453073
40536,-0.030305476
40552,-0.088926536
40572,-0.111327267
40573,-0.091594233
40579,0.051047658
40598,-0.208104514
40600,0.040890528
40607,0.127945989
40618,0.118080002
40638,-0.156858467
40645,-0.115114061
40654,-0.202010103
40657,0.293400584
40682,0.127723338
40683,0.075269052
40690,0.023226182
40696,-0.057269097
40712,0.02839391
40728,-0.064589667
40731,0.207104286
40737,0.011200642
40752,0.057878517
40778,0.08251535
40791,0.044989179
40797,-0.126827823
40806,0.083676464
40823,0.225445549
40836,-0.212616393
40842,-0.1265276
40855,0.107051827
40857,0.05062557
40897,-0.048662149
40905,0.177500592
40909,0.115344027
40930,0.097607793
40934,0.006528199
40937,-0.243911936
40952,-0.090301232
40958,-0.048452147
40966,0.19546499
40974,-0.018746174
40984,0.176064139
41013,0.141457157
41016,0.070767396
41027,-0.228384059
41030,-0.074008525
41046,0.295389564
41047,0.4268518
41056,0.019877839
41062,-0.070267429
41069,-0.167303356
41074,-0.198058818
41080,0.21294128
41082,-0.126544673
41092,0.122235795
41116,0.149743481
41122,-0.251034136
41131,0.127848489
41146,-0.049800448
41152,0.045693501
41157,-0.12515834
39505,-0.08378491
39550,-0.12693226
39561,-0.096078478
39580,0.169941513
39680,0.250738238
39877,-0.165396321
39898,-0.068913844
39956,0.227114565
40008,-0.03420458
40035,-0.239435656
40045,0.395082687
40074,0.001534927
40117,-0.167325834
40235,-0.029502789
40237,0.011412567
40309,0.768277553
40338,-0.157082997
40420,-0.189525574
40585,0.519790714
40705,0.070845274
40771,-0.051553354
40906,0.190120937
40942,0.034570951
40979,-0.116319136
41097,0.105572767
41127,-0.077740122
41164,-0.057361086
41185,0.285827633
41194,0.134131599
41196,-0.109164779
41217,0.262919874
41244,-0.141846128
41251,-0.208719181
41271,-0.18911242
41286,-0.104248989
41306,0.044234031
41341,0.221068936
41349,0.110426478
41351,0.027391282
41352,0.125268007
41371,-0.142243441
41387,-0.206818871
41405,0.150607663
41407,0.015027762
41409,-0.095715108
41413,0.099725532
41423,0.173163431
41448,-0.061328305
41453,0.32041948
41473,0.189770895
41495,-0.046212429
41499,-0.296068018
41527,-0.227693859
41539,-0.03221454
41549,-0.071786744
41567,0.17294084
41570,0.008871705
41571,-0.059262869
41581,0.018502351
41587,0.304637816
41610,0.183893168
41621,-0.083393538
41631,-0.028265222
41640,0.081503879
41645,-0.049603697
41656,0.197322275
41674,-0.085660149
41679,0.3823066
41690,-0.085829646
41704,0.025753512
41717,0.072496767
41718,0.295257644
41747,0.0088491
41754,0.05045203
41803,0.104473587
41804,-0.153383235
41812,-0.235550925
41817,0.362732956
41835,-0.126286395
41866,-0.002645583
41877,-0.196001176
41895,-0.068598376
41897,0.162875868
41905,0.278052743
41929,-0.047596826
41933,-0.056536414
41966,-0.267962533
41970,-0.146309218
41973,0.056147285
41981,0.002686696
41993,0.081221209
42002,-0.260245752
42014,-0.082134471
42024,-0.239897422
42027,0.412024745
42041,-0.115894491
42051,-0.0534312
42058,-0.13611219
42063,0.269521432
42070,-0.008577908
42085,-0.066447325
42117,0.192108009
42128,-0.140612883
42142,0.156629563
42156,-0.072081738
42158,-0.044633378
42171,0.015383076
42176,-0.059089463
42177,-0.079416218
42178,-0.284901592
42181,-0.033257663
42182,0.056954243
42186,-0.156177193
42197,-0.138615166
42198,0.246136508
42211,0.033975557
42214,0.053589847
42229,0.02920556
42250,0.24497637
42257,0.015779328
42279,-0.13776554
42284,-0.10403834
42291,-0.022339936
42302,-0.504642088
42307,0.249494476
42341,-0.12000614
42356,-0.254678115
42361,0.345132586
42364,-0.101048102
42380,0.113970946
42383,0.021956496
42397,0.118975326
42399,-0.027292985
42420,0.115135646
42425,-0.156507182
42436,0.039279137
42440,-0.232705796
41210,-0.036075594
41276,0.590543316
41401,0.214664435
41541,-0.019185885
41555,-0.157598637
41666,-0.040713396
41741,-0.040266046
41847,-0.057495794
41911,-0.099155984
41965,0.154365331
41969,0.478253383
42005,0.196547939
42083,-0.153323972
42104,0.321927812
42110,-0.070521508
42122,0.001579961
42231,-0.094160047
42346,-0.116767421
42376,-0.0701139
42379,0.247387977
42415,0.317331165
42439,0.127531995
42465,-0.025379913
42468,-0.082801626
42470,-0.368046166
42478,-0.110392479
42495,0.079431017
42510,0.146602639
42524,-0.105812472
42537,0.019977664
42538,0.236608293
42542,0.019226256
42552,-0.030010522
42581,-0.074910378
42590,0.233230136
42606,-0.006234447
42624,-0.070285547
42633,-0.108444629
42635,-0.179527395
42644,0.132142243
42653,0.449257034
42656,0.07768368
42659,0.029542328
42663,-0.064188609
42667,-0.13443557
42672,0.230612006
42680,0.292388233
42690,-0.206980692
42710,-0.091565676
42716,-0.14819159
42724,-0.233126893
42725,0.106013807
42727,0.087371709
42729,0.09631376
42739,0.055702583
42743,0.145536902
42764,-0.082319829
42788,-0.034255541
42820,0.071669149
42827,-0.044843434
42836,-0.035935098
42837,-0.214814259
42845,0.155834493
42853,0.157090894
42864,-0.047963723
42866,0.104684306
42871,-0.468424897
42913,-0.272730934
42915,-0.036005047
42917,0.00076697
42934,-0.360903041
42937,-0.077097537
42948,0.027797758
42949,-0.08831507
42950,-0.008095722
42957,0.107198268
42971,0.256245545
42972,-0.018527677
42986,-0.016875908
42991,0.104544544
43010,-0.099587042
43014,-0.106706413
43023,0.416533843
43044,0.008955259
43045,-0.151620468
43052,-0.056628188
43058,0.234669532
43093,-0.1279342
43097,0.190765592
43110,0.257926876
43123,-0.124410292
43130,0.356837096
43144,0.598542154
43146,-0.095165253
43147,-0.140872109
43150,-0.058192441
43176,-0.039995209
43179,0.502811081
43183,-0.099203348
43186,-0.253044671
43187,-0.112805468
43197,-0.274631142
43198,-0.109382436
43201,-0.304507826
43202,-0.258845373
43203,-0.025198267
43211,-0.044381542
43212,0.019870167
43236,-0.013098893
43246,-0.182661214
43247,-0.072231476
43261,0.065602359
43278,0.1053672
43289,-0.264552293
43294,0.117635735
43297,-0.079189306
43303,0.162800596
43307,0.197136457
43329,-0.029081279
43358,0.239248948
43365,-0.011885533
43382,0.436430527
42487,0.146774869
42533,0.358538013
42557,0.276374429
42587,0.119296152
42593,-0.093985173
42600,0.286527246
42619,-0.154098284
42638,-0.070689962
42688,-0.226780689
42697,-0.013912868
42708,0.28831037
42720,0.458879715
42735,-0.223604151
42745,-0.254365976
42749,-0.051040778
42773,0.400224971
42798,-0.133557619
42846,0.279522893
42854,0.196592246
42855,0.41506568
42890,0.0644003
42918,0.303026824
42939,-0.236023898
42955,-0.034248191
43021,0.337205381
43059,0.281797792
43066,0.075438683
43067,0.096225924
43072,0.198641796
43156,-0.051290625
43167,0.406573199
43180,-0.089310497
43199,0.224286411
43218,0.125821241
43240,0.241034522
43244,-0.169520887
43245,0.334476235
43258,-0.271022685
43296,-0.122114946
43311,0.471815287
43317,-0.157079061
43383,0.378613311
43387,-0.144681537
43392,-0.063057794
43396,0.052898416
43402,-0.064831654
43408,0.123811736
43424,0.073538355
43429,-0.16225573
43431,0.063776057
43432,-0.216440223
43440,-0.402816658
43442,-0.199795225
43445,-0.057016357
43448,-0.084534814
43450,-0.00523794
43460,-0.060422721
43461,0.212715125
43480,0.011828562
43497,-0.157243214
43500,-0.051895818
43504,0.027122622
43508,-0.109969281
43512,0.367731191
43513,-0.056004445
43516,0.258868168
43518,-0.152382063
43519,-0.133080023
43521,0.078309638
43524,-0.146587474
43528,0.011490421
43545,0.232639385
43551,0.21151077
43565,-0.008473464
43572,0.108197517
43574,0.034892586
43575,-0.182128894
43578,-0.037708455
43604,-0.245663658
