"","mean_sorgh","sorghum_Fertilizer","GDP","Pesticide","Evapotranspiraton"
"6749",0.393490720301638,1.96217143781493,4.5525312153497,6.47257508985315,2.74989084127142
"6752",0.30010507274249,1.47784833727903,2.65874573536115,5.50520154772776,2.73294030512161
"6810",0.5340319433411,1.61981957573897,3.49225458140176,5.25389021628127,2.16226561429802
"6816",0.112477589798581,0.217795103944693,2.49680515092031,2.94694327069783,2.88924566089298
"6860",0.667345784743265,1.63156266824733,3.49225458140176,5.25389021628127,2.50963257012651
"6884",0.0970334855268741,0.789911460629598,2.36250132392901,2.39269695325967,2.61953157982277
"6886",0.620664653008828,1.92115333838142,3.790137323895,4.50852971897129,2.92056679007628
"6946",0.353120838879058,1.81666894436337,4.33107202186358,5.36316241230006,2.42398272967718
"7009",0.00781194005729398,0.395944234054839,2.3318724984889,2.46982201597816,2.19678393773771
"7134",0.0769225095005022,0.72215267329045,2.58899959049944,1.7481880270062,2.66505539251443
"7138",0.617097041756052,1.92897077831665,3.790137323895,4.50852971897129,2.93072495276949
"7188",0.0456023574053292,0.994183734910144,3.17598701587034,4.50851625226694,2.40114195519373
"7233",0.24680337439385,1.71470858005165,2.65874573536115,5.50520154772776,2.59392817068201
"7234",0.195899650472889,0.938955877434326,2.61997980583305,4.35812528527665,2.92853922770892
"7275",0.249041294470416,0.635656858682534,2.50009919191572,2.72916478969277,2.7846814693414
"7306",0.259637301624434,1.22283539095947,3.33487778544419,5.32502074550366,2.28976727095278
"7388",0.241172788514702,0.848439910059337,2.9191827290425,5.28195781643865,2.59853882747659
"7423",0.0028754908258119,0.548970066673003,3.49225458140176,5.25389021628127,2.80737941182621
"7455",0.184415016905211,0.739618558122748,2.43333772396305,2.20951501454263,2.82349379154421
"7480",0.343039138671493,0.744230327437768,3.17598701587034,4.50851625226694,2.08004896757885
"7549",0.467717706644128,1.95196429260609,3.7472742724735,4.61162773146829,2.66448214081866
"7593",0.672157276629101,2.00627844942149,2.99627519748262,6.95136909386879,2.55241267360296
"7638",0.339309955132805,1.92804177270258,2.65874573536115,5.50520154772776,2.71097156822207
"7662",0.266746381564017,1.70991904527385,4.33107202186358,5.36316241230006,2.34008701369743
"7805",0.741597401275804,1.00577023213865,3.80950247825765,5.78923793550226,2.67235650952573
"7828",0.0700378636508565,1.27217419076603,3.33487778544419,5.32502074550366,2.63516192799181
"7847",0.736373155810588,2.22648512057065,2.99627519748262,6.95136909386879,2.70848038845504
"7882",0.431529125845279,1.88729864871299,4.33107202186358,5.36316241230006,2.7298205975193
"7889",0.432593686848604,1.71489322969232,3.49225458140176,5.25389021628127,2.62332166678035
"7947",0.551908324780884,1.93123295298056,3.790137323895,4.50852971897129,2.95666777411723
"7970",0.488964219483683,0.582977038728581,2.98846977020988,4.4215710245264,2.98905806403802
"8094",0.637253644416864,2.0734885177087,4.5525312153497,6.47257508985315,2.66556223059194
"8206",0.649468440976063,1.34283191828175,3.80950247825765,5.78923793550226,2.90414729172429
"8212",0.389089549615552,1.56227119987955,3.58078246723073,5.98977763964001,2.92502831476313
"8356",0.409025961962274,1.74521311991555,3.53572187297719,2.07918124604762,2.51564869370763
"8395",0.0154289678824788,0.691191685806566,3.80950247825765,5.78923793550226,2.76951025302159
"8537",0.232847172898024,0.966009867772063,2.3318724984889,2.46982201597816,2.83829485441852
"8679",0.0790870988955931,1.2609080259276,2.75739602879302,4.31363525361033,2.73020067445795
"8699",0.286342712810629,1.78086612850912,3.58078246723073,5.98977763964001,2.87122255675971
"8866",0.739779540660122,1.13520757550625,3.80950247825765,5.78923793550226,2.68170243029723
"9006",0.587974409155948,1.95625663912078,4.5525312153497,6.47257508985315,2.75864699792077
"9043",0.0653929589468849,1.26928531309707,3.33487778544419,5.32502074550366,2.33543784043478
"9057",0.0950434055619255,0.627973635848617,2.50009919191572,2.72916478969277,2.77887447200274
"9137",0.229373505623721,0.511992844976597,2.58899959049944,1.7481880270062,2.79696266578702
"9155",0.128664862291402,1.15490802621213,2.58899959049944,1.7481880270062,2.92466687598667
"9291",0.106947630510216,1.05423468822635,2.32172267434601,3.01367969729119,2.82193909872977
"9349",0.352893064987435,1.83389020925909,3.6558584589861,4.10424804699044,2.29371603482611
"9452",0.489134913246987,1.55043196459545,3.82053378768463,5.19781516944518,2.17742105748317
"9482",0.143994943972255,1.61960073604109,2.5897039154285,3.72320931040511,2.758040917429
"9494",0.0535467051466753,1.28383432900305,4.33107202186358,5.36316241230006,2.90793778490398
"9522",0.515099259138414,2.07239264450921,4.5525312153497,6.47257508985315,2.52837670884541
"9585",0.533449580115492,0.676173859314605,3.17598701587034,4.50851625226694,2.52424029343984
"9598",0.409957437903055,1.71683786992599,3.58078246723073,5.98977763964001,2.91831347999728
"9633",0.745210453126477,1.18708139624466,3.80950247825765,5.78923793550226,2.81111231628917
"9730",0.83378438560936,2.09442104422786,4.39150655205246,5.83682522770016,2.7670890464064
"9775",0.135935209717237,0.472883552074216,2.50009919191572,2.72916478969277,2.87408154893251
"9883",0.134959999482741,0.789679773166485,2.82856323270395,3.45255306322893,2.52475950502886
"9899",0.18357742853095,1.13865995943028,2.3318724984889,2.46982201597816,2.75633937844402
"10009",0.297063798624949,1.30530493013384,3.33487778544419,5.32502074550366,2.23144410291743
"10031",0.245101200770005,1.27478709569986,2.91490879968041,4.33380987485523,2.46119828862249
"10071",0.00979015164594648,0.770316258424366,2.5897039154285,3.72320931040511,2.26131046010062
"10290",0.276841046931542,1.75503747223168,3.82053378768463,5.19781516944518,2.56241183294973
"10340",0.76310460039867,1.53226519409295,3.80950247825765,5.78923793550226,2.84955453391511
"10392",0.565109605582526,1.06258137170331,3.80950247825765,5.78923793550226,2.78758798109543
"10452",0.35208151282561,1.85112735333424,3.58078246723073,5.98977763964001,2.98453631417242
"10505",0.524774392183052,1.97576485720745,2.99627519748262,6.95136909386879,2.86385796188397
"10514",0.214181306276859,1.21081733956115,2.2375688701982,3.59228781595213,2.97909290063833
"10604",0.630727515480336,1.98639358394204,2.99627519748262,6.95136909386879,2.91240806695979
"10640",0.059664820828393,1.62891961386937,4.33107202186358,5.36316241230006,2.56597761556084
"10693",0.481418022227882,1.70014136941556,3.49225458140176,5.25389021628127,2.6766844664869
"10708",0.0849571344161739,1.11751795922991,2.09436629833613,3.63648789635337,2.86816227439079
"10819",0.481287901091909,1.92483239274627,3.58078246723073,5.98977763964001,2.8862819880585
"10834",0.445500412392084,1.67624049726578,3.31522069820779,4.21937492462626,2.19612089259838
"10846",0.134404210986115,1.6017574975073,4.33107202186358,5.36316241230006,2.65310633992466
"10896",0.608177069691846,1.1311528117705,3.80950247825765,5.78923793550226,2.91684332293733
"10902",0.402390355471179,2.12907608115116,2.99627519748262,6.95136909386879,1.81077001123436
"10925",0.285994630313716,1.75011286657694,3.31522069820779,4.21937492462626,2.91813522616636
"10951",0.739232695432414,1.40073392147943,3.80950247825765,5.78923793550226,2.75740362128753
"11033",0.132140671091291,1.52725067113738,3.80950247825765,5.78923793550226,2.5885966056689
"11085",0.531349757691537,1.65972671387881,3.82053378768463,5.19781516944518,2.93801408828375
"11152",0.302269066542223,1.09064498048894,2.9191827290425,5.28195781643865,2.52366844283042
"11164",0.784884616080628,2.17959370688961,4.29150071740442,4.39266178629079,1.72770388368535
"11233",0.127714876857109,1.45141051422928,2.86238186157427,3.65791593682995,2.94902387385782
"11260",0.307094708416073,1.31885447808455,3.33487778544419,5.32502074550366,2.31399369548976
"11267",0.727526154460006,1.00301190305121,3.80950247825765,5.78923793550226,2.81401439959443
"11332",0.636001820826762,2.06806338976765,4.5525312153497,6.47257508985315,2.95818627946421
"11339",0.565322990430281,0.651036357772945,2.79622731402944,2.8668778143375,3.05159238469646
"11425",0.72752618357664,1.22203442145076,3.80950247825765,5.78923793550226,2.90801830374692
"11455",0.716726582457804,1.97396575483976,4.21334772465238,5.40708143378234,2.41185530571895
"11570",0.768621503038772,1.98815451469376,3.80950247825765,5.78923793550226,2.84925352708368
"11588",0.167843551497266,0.722298892167503,2.43333772396305,2.20951501454263,2.86015826131828
"11832",0.311753850886908,1.26999904103603,3.33487778544419,5.32502074550366,2.33495611613685
"11870",0.0174296458998902,0.673185975061532,2.93941441026219,1.85125834871908,3.00343037172324
"11966",0.255040392548396,1.81811410766941,3.82053378768463,5.19781516944518,2.49040800150601
"11992",0.153016834275433,1.06644615796307,2.3318724984889,2.46982201597816,2.59293139612945
"12142",0.0434024324867454,0.631985066774201,2.98846977020988,4.4215710245264,2.94304911100841
"12187",0.508389415691578,1.74818030603476,3.31522069820779,4.21937492462626,2.87625249036483
"12346",0.0116857577871308,1.26297612711304,3.33487778544419,5.32502074550366,1.88739221897185
"12392",0.684624301545356,2.13417774849546,2.99627519748262,6.95136909386879,2.54743008581827
"12402",0.703428615762735,2.28308216757925,2.99627519748262,6.95136909386879,2.63617685823315
"12408",0.658656076603814,2.12867140238702,2.99627519748262,6.95136909386879,1.57806588383609
"12532",0.563834479471133,1.77431838768672,4.33107202186358,5.36316241230006,2.46911479180466
"12565",0.554103536204396,0.766517493004196,3.17598701587034,4.50851625226694,2.39927557995072
"12570",0.124061174724912,0.839979650354737,3.80950247825765,5.78923793550226,2.74946576321987
"12618",0.126848375175387,0.859904813853343,2.50009919191572,2.72916478969277,2.76116075935993
"12729",0.101416860239028,1.35967783328032,4.33107202186358,5.36316241230006,2.6779352865878
"12737",0.226265250991081,0.534508500615422,3.80950247825765,5.78923793550226,2.69282049081701
"12857",0.659962548126603,2.09254933996374,2.99627519748262,6.95136909386879,2.92633215516528
"12862",0.422337987321761,1.88929969791043,3.43826380473033,4.48797221209359,2.85620306983024
"12897",0.207032672349377,1.73618762780929,2.45137189318425,2.68484536164441,2.68905122566698
"13134",0.03642926402927,1.25545070926554,3.33487778544419,5.32502074550366,2.21162772316862
"13172",0.0867076961152895,1.59511867857113,3.49225458140176,5.25389021628127,2.56448852341079
"13182",0.706670576397928,2.14798876259293,3.39165480373368,5.6784582838221,2.99355085147753
"13231",0.0671769620274062,1.14071888204644,2.65874573536115,5.50520154772776,2.8636975005709
"13286",0.132673185019473,0.233565666737988,2.49680515092031,2.94694327069783,2.85904217722953
"5018",0.406970970598455,1.98304760541955,3.58078246723073,5.98977763964001,2.90220964902276
"5126",0.28848520854892,1.27470772785722,3.33487778544419,5.32502074550366,2.63243704488376
"5463",0.215405952944749,0.584788864923659,2.60583277574053,3.20709554041922,2.95896979941791
"6990",0.443700469987898,1.62625835857152,3.49225458140176,5.25389021628127,2.28827158825482
"7125",0.190331695928772,1.14384732821883,3.32253146092936,5.32023770690539,3.0279649319134
"7404",0.039121735433904,0.540007898121741,3.33590700772231,2.59439255037543,2.62636090090768
"7750",0.15122318842172,1.85842664165837,2.65874573536115,5.50520154772776,2.73344605019231
"8005",0.423245870003575,1.45318544946154,3.32253146092936,5.32023770690539,2.93242810047354
"8075",0.459302176634099,1.73849667464541,3.58078246723073,5.98977763964001,2.88212022257299
"8123",0.06069783771008,1.28313386822533,3.33487778544419,5.32502074550366,2.44833523374018
"8173",0.180143796469546,1.22915947254163,3.33487778544419,5.32502074550366,2.6364377439794
"8591",0.0135182115650258,0.915520670787091,3.53572187297719,2.07918124604762,2.56326744540556
"8694",0.192520381682122,1.30609989446963,2.65874573536115,5.50520154772776,2.87234277529318
"9138",0.0154698346892673,2.12781135680731,2.99627519748262,6.95136909386879,1.90584982664232
"9371",0.269873954355427,1.68149599858775,2.62407573114568,4.28046454662692,2.57216268264634
"9924",0.497221747573825,2.02235276560747,3.58078246723073,5.98977763964001,2.91034154120072
"9947",0.304544712108486,1.28446205922176,2.49414067410043,2.56348108539441,2.85038889000645
"10288",0.0272578204376948,0.908014186375468,3.53572187297719,2.07918124604762,2.52602895620343
"11078",0.30295412237311,1.87924894706441,3.58078246723073,5.98977763964001,2.91386151623559
"11235",0.233778994754074,1.90392570364393,3.58078246723073,5.98977763964001,2.77846238328636
"11285",0.365805580981389,2.0102446908472,3.58078246723073,5.98977763964001,2.92816532821266
"11502",0.233630572049179,1.29783298519067,3.33487778544419,5.32502074550366,2.28860689039097
"11847",0.298491088233525,2.0187100950539,3.58078246723073,5.98977763964001,2.95196373363948
"12458",0.403044261467665,1.9435366703507,3.58078246723073,5.98977763964001,2.94141204037355
"12730",0.0258176758336523,0.472903450811222,2.44363843116645,2.48287358360875,2.95251153750241
"13490",0.0406742502413854,0.520653975268305,2.26752371638546,3.56726169235387,2.36477605727742
"13526",0.607455018067475,1.74667124999244,3.31522069820779,4.21937492462626,2.73196729851528
"13562",0.558067850291526,1.88887956850257,3.58078246723073,5.98977763964001,2.89933342575389
"13629",0.091737396206367,0.853853846828397,2.36250132392901,2.39269695325967,2.51865868058308
"13646",0.712409172237474,1.90973338825036,4.39150655205246,5.83682522770016,2.77637425073412
"13670",0.743474080640088,1.04437713879692,3.80950247825765,5.78923793550226,2.81921479988238
"13679",0.281818905394732,1.65449679866587,3.790137323895,4.50852971897129,2.9092938758789
"13778",0.311753850886908,1.27528253509401,3.33487778544419,5.32502074550366,2.22497309042883
"13892",0.636648158855183,2.03334587146062,4.5525312153497,6.47257508985315,2.87737710570534
"13947",0.335142024267424,2.12775883150323,2.99627519748262,6.95136909386879,1.44715803134222
"13959",0.187428232491127,2.03831887961075,4.33107202186358,5.36316241230006,2.78341758335641
"14021",0.717965897317694,2.2202938554422,3.82053378768463,5.19781516944518,2.79561588599501
"14064",0.480554429723664,0.89279929761109,3.17598701587034,4.50851625226694,2.10308500184161
"14077",0.574031267727719,0.748307263325559,3.17598701587034,4.50851625226694,2.00220927298801
"14095",0.262055519870836,1.40407964914097,2.71757897536394,5.06566932773143,2.02321129232889
"14126",0.0836817436924911,1.25785807294928,3.33487778544419,5.32502074550366,2.04320503888766
"14210",0.0177399221399715,0.539951456224458,2.98846977020988,4.4215710245264,3.02491236374413
"14238",0.430110901113415,1.70301292476967,3.6067778540283,4.18610837981321,3.00220927298801
"14361",0.0793697009015324,0.734513734223696,3.17598701587034,4.50851625226694,2.00774777800074
"14367",0.72752618357664,1.03514800825363,3.80950247825765,5.78923793550226,2.91626966331251
"14381",0.17214230568242,0.723142461121395,2.58561862606792,4.06785166051235,2.78267324193957
"14397",0.0559514030383659,1.25666488700621,3.33487778544419,5.32502074550366,2.39194023516714
"14445",0.642689882162605,1.1452006821995,3.80950247825765,5.78923793550226,2.95617323459129
"14479",0.527981591090175,1.99778322962706,2.99627519748262,6.95136909386879,2.86893230548074
"14624",0.338960469161613,1.87032542298966,4.5525312153497,6.47257508985315,2.95485491522348
"14685",0.365058782214922,0.610164815758931,3.17598701587034,4.50851625226694,2.32852230587734
"14704",0.201395752056977,1.75741772710661,2.71757897536394,5.06566932773143,2.22688332839092
"14967",0.751658772163417,2.07218489346405,4.5525312153497,6.47257508985315,2.22315834246034
"15035",0.72752618357664,1.02965630485355,3.80950247825765,5.78923793550226,2.87202217455645
"15147",0.439332693830263,0.114512627743747,3.36821062093119,3.37839790094814,2.98616239927648
"15260",0.310458693645482,0.97372059381548,2.58899959049944,1.7481880270062,2.86750873503694
"15292",0.249281907856783,0.694083383090737,2.43333772396305,2.20951501454263,2.86018223165066
"15329",0.0624570913797109,1.2218588117555,2.36250132392901,2.39269695325967,2.49301167646431
"15346",0.164260850867259,0.850516617284831,2.75739602879302,4.31363525361033,2.77412263714862
"15414",0.417748396769797,1.17637230602555,3.17598701587034,4.50851625226694,2.02292301187894
"15448",0.802089268704844,1.99487653642488,4.39150655205246,5.83682522770016,2.82536119595263
"15477",0.420095147359172,2.01778016353957,2.99627519748262,6.95136909386879,2.79336425989455
"15493",0.0612385563575425,0.94920248104153,2.36250132392901,2.39269695325967,2.61039396971231
"15623",0.311753850886908,1.27742617320905,3.33487778544419,5.32502074550366,2.23003998115794
"15711",0.398268891019848,1.75012680114656,3.31522069820779,4.21937492462626,2.96133090333423
"15793",0.122215873356285,1.26993860891835,3.33487778544419,5.32502074550366,2.4313476788803
"15857",0.0253739237101567,1.87232493238781,3.93411701363006,4.32570034291599,2.01861729251944
"15866",0.144935451355774,1.02642516710477,3.37144285683921,3.81484666860446,1.937668314399
"15917",0.337213171644605,1.62935034108321,3.49225458140176,5.25389021628127,2.76830503912596
"15949",0.720789297647226,1.15914609493667,3.80950247825765,5.78923793550226,2.70680309703734
"16044",0.262746559105007,0.524385901976284,2.50009919191572,2.72916478969277,2.8137410676271
"16052",0.232604295317294,0.656396219507416,2.58561862606792,4.06785166051235,2.8126059009739
