"","X10...sorgh.predict...sorgh.data.mean_sorgh....1."
"880",0.0774558279912293
"881",0.112903194802184
"882",0.0836225083613715
"884",0.120530997650164
"885",0.130103730422641
"886",0.101785333334731
"887",0.0676913188654723
"888",0.0827595439010982
"889",0.0759354357265125
"890",0.0940524137218514
"891",0.10722466791504
"892",0.123122457332687
"893",0.114973427483826
"894",0.0804403179570666
"895",0.0978899093772982
"896",0.105908294377924
"897",0.077736870902298
"898",0.0932119397486704
"899",0.165679800984311
"900",0.117218667151225
"901",0.078748024778342
"902",0.0839305786250159
"903",0.0666626330125005
"904",0.0941129231604328
"905",0.0838116619766128
"906",0.0782898948968797
"907",0.0747122253889309
"908",0.0729486635791901
"909",0.103437304197199
"910",0.109774456488834
"911",0.0929165351111442
"912",0.10686907979928
"913",0.104023742344057
"914",0.0862225672497443
"915",0.059395123417757
"916",0.0937569091585451
"917",0.0948794903687154
"918",0.10988884262764
"919",0.0884304257124583
"920",0.145358242245182
"921",0.0644472131201191
"923",0.110037210952844
"924",0.0863939091405879
"925",0.103845650315085
"926",0.11491911426493
"927",0.0984216513471485
"928",0.0638488987961137
"930",0.104888577109639
"931",0.0620024573613651
"932",0.0996248899565062
"933",0.0865832722300875
"934",0.08431012863775
"935",0.0885198132384831
"936",0.126157063147616
"937",0.105748811473341
"938",0.132979949411813
"939",0.0856988822927587
"940",0.100841902037786
"941",0.0862397191600432
"942",0.127405816048076
"943",0.080361830359531
"944",0.0877232716424675
"946",0.130455140568402
"948",0.100423242812822
"949",0.0818164166168999
"950",0.119819101892279
"951",0.0736330516661801
"952",0.108993436195955
"953",0.176517406650258
"954",0.0918362231881049
"955",0.11037748074034
"956",0.117829226339998
"958",0.0938146733699042
"959",0.0789455880038154
"960",0.135507735493518
"961",0.117332868162124
"962",0.113367729273244
"964",0.0628330590012415
"965",0.124686674938464
"966",0.118661410571379
"967",0.102921086067591
"968",0.126250587092777
"969",0.101859232482695
"970",0.108543209278473
"971",0.0978596031323183
"972",0.0799477145601752
"973",0.0989876104162673
"974",0.102680958646035
"975",0.120350490453829
"977",0.108146124355461
"978",0.105593717392481
"979",0.0978875589117902
"980",0.0774020536560102
"981",0.0897583259403947
"982",0.126639144810923
"983",0.109426091380724
"984",0.17252472558372
"986",0.0994813403423731
"988",0.126570778995251
"989",0.138771356639744
"990",0.111429439628543
"991",0.109752739897495
"992",0.0994696801414805
"994",0.0805018117671499
"996",0.0657092927269425
"997",0.108043143683669
"998",0.0881482884430945
"999",0.103564542265859
"1000",0.0960729443656735
"1001",0.129941306017053
"1002",0.127871300000954
"1003",0.11178667393331
"1004",0.0845123114005947
"1005",0.0954937545701852
"1006",0.110393078236118
"1007",0.0894296944318081
"1008",0.0879466834093496
"1009",0.104704470220796
"1010",0.0965388774778539
"1011",0.11396100189025
"1013",0.080352271082924
"1014",0.150792008247186
"1015",0.0675927284194235
"1016",0.109071968680998
"1018",0.106189404859437
"1019",0.0903224350678957
"1021",0.0957102902420229
"1022",0.0762448236408406
"1024",0.0906948961253488
"1025",0.139008362828309
"1026",0.0979417174806426
"1027",0.0899423242738328
"1028",0.0808876471263605
"1029",0.11985483965143
"1030",0.127039141088388
"1031",0.0764487778225183
"1032",0.089564576523836
"1033",0.0941986701660515
"1034",0.0916722214353107
"1035",0.125547555630903
"1036",0.123443996743476
"1037",0.183191728383422
"1038",0.10259899423912
"1039",0.0933330409319654
"1040",0.125811903259089
"1041",0.10759309871217
"1042",0.0964981461004307
"1043",0.1194085885164
"1045",0.0923034400299866
"1046",0.121343974220529
"1047",0.0997337979978282
"1049",0.079635481408042
"1050",0.0846349179456475
"1051",0.0823896026279533
"1052",0.127728886480094
"1055",0.109431122453831
"1056",0.122816058875122
"1057",0.111906689436019
"1058",0.095714333504037
"1059",0.0777974860836499
"1062",0.0844294295815741
"1063",0.112659240551059
"1065",0.118725368358255
"1066",0.0713015493807857
"1067",0.0899889329587476
"1068",0.0930246349731336
"1069",0.103160868341926
"1070",0.0724969136144174
"1071",0.114750509093475
"1072",0.100449150774164
"1073",0.101875197321567
"1075",0.0648146626295391
"1076",0.0888148430082221
"1077",0.126866868777372
"1078",0.0832711237484344
"1079",0.0878064547369287
"1080",0.080168827326913
"1081",0.0756717892529908
"1082",0.095441472517865
"1083",0.116782356505461
"1084",0.0913334960610959
"1085",0.0780388803405246
"1086",0.0793665534025269
"1087",0.100253381178263
"1088",0.106446980648826
"1089",0.099088785500636
"1090",0.123589041125781
"1091",0.131394161137258
"1092",0.0807002975169744
"1093",0.0904548387509593
"1094",0.0796240692299871
"1095",0.0956211905354351
"1096",0.100429212345464
"1097",0.104600531421563
"1098",0.0834181153305835
"1099",0.0962845860129727
"1100",0.0831775816350567
"1101",0.101172823486513
"1102",0.0984608761986974
"1103",0.0819628509340696
"1104",0.114885975242087
"1105",0.116817268195719
"1106",0.10057404939675
"1107",0.103924385556871
"1108",0.106963862388029
"1109",0.0679850877709322
"1110",0.0987444292730614
"1111",0.088342051141467
"1112",0.0816128946232309
"1113",0.12702373270086
"1114",0.110633211954458
"1115",0.0752155895096355
"1116",0.0547835839369598
"1117",0.0620009928665557
"1118",0.115127556756234
"1119",0.0905857332787614
"1120",0.0967696095522762
"1121",0.146121353591601
"1122",0.0968450609222463
"1123",0.077983270266989
"1124",0.0894590457429446
"1126",0.0867155851085059
"1127",0.108860359998693
"1128",0.132088233748513
"1129",0.0909772530658827
"1130",0.0940195669867674
"1131",0.0812388507396003
"1132",0.105762306514516
"1133",0.109524797869418
"1134",0.106269110222538
"1135",0.0984948706464109
"1136",0.0842027371704231
"1137",0.168039412471523
"1138",0.10665161004932
"1139",0.0870819884033398
"1140",0.0930167537240302
"1142",0.0875934091786369
"1143",0.0878730673698582
"1144",0.109980443708455
"1145",0.132279560814036
"1146",0.117968299044037
"1147",0.084817984744387
"1148",0.0659686869002352
"1149",0.171217761843895
"1150",0.125933016205729
"1151",0.0742918572747165
"1152",0.0984799624484409
"1154",0.0730616402740951
"1155",0.0746769902794188
"1156",0.104183819483158
"1157",0.106157927949041
"1158",0.0821199412113603
"1159",0.126466534431609
"1160",0.120941487848443
"1161",0.053931045465531
"1162",0.112742482253994
"1163",0.0907198481400349
"1165",0.0952394450570356
"1166",0.0970498190291177
"1167",0.0815213574113448
"1168",0.146918535501733
"1169",0.0894770955952267
"1170",0.092679316385855
"1171",0.0870900816754495
"1172",0.138902592991884
"1173",0.0951891757332428
"1175",0.100103334740546
"1176",0.136819738922155
"1177",0.104807492450141
"1179",0.177145499896301
"1180",0.102869766367635
"1181",0.0796481903826705
"1182",0.100556048036904
"1183",0.111106523319578
"1184",0.0971674736272637
"1185",0.106096369287151
"1186",0.124724071256661
"1187",0.212803817043848
"1188",0.0710448219703129
"1189",0.0930519310714009
"1190",0.0898227319740707
"1191",0.115584112127563
"1192",0.0943018911866475
"1193",0.093317595892089
"1194",0.0817094934512166
"1195",0.094843707139778
"1196",0.122815361683428
"1197",0.0819421860846228
"1198",0.0723822960427695
"1199",0.082931095460899
"1200",0.10473064221841
"1201",0.0946802539068624
"1202",0.081797958283556
"1203",0.0694967093768445
"1204",0.117100795622131
"1205",0.106140660764774
"1206",0.105257160604083
"1207",0.091030638875219
"1208",0.0825652015763803
"1209",0.0992542199035389
"1211",0.078617047282237
"1212",0.0838606126417576
"1213",0.119866218893498
"1214",0.0847179317689945
"1215",0.0866035122921915
"1216",0.0880202786580774
"1218",0.0528792470362787
"1219",0.117593460946872
"1220",0.0779127283633607
"1221",0.0983593616011045
"1222",0.100955981702542
"1223",0.0896850032879513
"1225",0.129933441574948
"1226",0.0728750205624577
"1227",0.0728592834656927
"1228",0.103070860890261
"1229",0.109385876394086
"1230",0.122967971164112
"1231",0.101963584508445
"1232",0.0869561864308643
"1233",0.140560721770354
"1234",0.118715397178775
"1235",0.0709772132718042
"1236",0.106670759853915
"1238",0.093419693054291
"1241",0.0901250468850315
"1242",0.112744373109247
"1243",0.159133443892126
"1244",0.0798657627429469
"1245",0.109670772716789
"1246",0.113636475618557
"1247",0.0959792209956839
"1248",0.0935387056721319
"1249",0.119777272026091
"1250",0.120537564045095
"1251",0.0975851058594744
"1252",0.100986145803648
"1254",0.101425432656718
"1255",0.0805291962221422
"1256",0.1293524977887
"1257",0.105781746004738
"1258",0.12489669117463
"1259",0.103579124263855
"1260",0.172573603640109
"1262",0.120856669386569
"1263",0.0858393505299483
"1264",0.148092566094183
"1265",0.104042891403643
"1266",0.0847534016000724
"1267",0.0872735942060505
"1268",0.137465403306316
"1269",0.190913546703665
"1270",0.139377933884786
"1271",0.0709961137786029
"1272",0.121114831062983
"1273",0.103601226494462
"1274",0.0796550638164813
"1275",0.128995399098917
"1276",0.0629556875213232
"1277",0.125024919889283
"1278",0.224147963035669
"1279",0.0999225699154533
"1281",0.0967592771868464
"1282",0.133318658032479
"1283",0.109438811804749
"1284",0.0778112386000665
"1285",0.0997706427206166
"1286",0.0853188942204168
"1288",0.080720048327449
"1289",0.110063925337171
"1290",0.0925218180094794
"1291",0.0704438044109335
"1292",0.111205872658272
"1293",0.109943895847731
"1294",0.105369610453866
"1295",0.0984287035856225
"1296",0.0923384271525366
"1297",0.078763915551078
"1298",0.100972597843345
"1299",0.0858911728336802
"1300",0.14351263223402
"1301",0.0946097286634126
"1302",0.0756166048884933
"1303",0.0955349244036744
"1304",0.0621374679426117
"1305",0.127685930045186
"1306",0.104726112799876
"1307",0.113475843883033
"1308",0.0907326986543817
"1309",0.126498713090676
"1310",0.0979524335272602
"1311",0.101364017688948
