"","mean_sunfl","sunflower_Fertilizer","GDP_Mean","Pesticide","AET_mean"
"2688",0.151094443226622,2.11451462287683,2.23757342070395,3.59228781595213,3.0256118219968
"2735",0.247750146332967,2.1919069960486,3.69928062050879,4.98465330797233,2.18763820895548
"2760",0.167771993851555,0.985579052430216,3.33487843404016,5.32502074550366,2.30262979882118
"2795",0.142908539766336,1.28905354442273,4.37324138608759,5.43420630841758,2.38396489061893
"2798",0.235449530198025,2.27424442948124,3.69928062050879,4.98465330797233,2.69899068451257
"2903",0.164398845134977,2.1947070257029,2.65874601931954,5.50520154772776,2.68426546673157
"2917",0.111966744840478,0.662025941872111,3.17598650936112,4.50851625226694,2.17396629810017
"2952",0.495295300393773,1.95972085505989,4.41865905031594,5.36638186074997,2.6806951537781
"2990",0.0978895132741276,1.21428934212323,3.33487843404016,5.32502074550366,2.33859876867732
"3005",0.340942583357946,1.97773784319433,2.99627669770714,6.95136909386879,2.58436488303439
"3068",0.159011270271916,2.17025227496277,2.23757342070395,3.59228781595213,2.97280184542228
"3131",0.140474708557547,0.775535628458153,2.7855635422284,2.44870631990508,2.9378699896569
"3297",0.0980115390849005,0.772564982501245,2.58899405288781,1.7481880270062,2.81630838866581
"3302",0.617095059229579,2.04939159952407,2.99627669770714,6.95136909386879,2.55996003267527
"3321",0.0409999978532289,1.24407525786841,4.33107201983724,5.36316241230006,2.80747865183613
"3335",0.326968786047837,1.62215537702099,3.49225402986176,5.25389021628127,2.1903233590758
"3409",0.195322971991788,0.786197157930502,2.42066321182124,2.79028516403324,2.89290748077285
"3512",0.404833710122619,1.63327268544271,3.58078294659351,5.98977763964001,2.8775273144218
"3560",0.0104695702203422,1.71297447426451,2.61998209528875,4.35812528527665,2.93534529285453
"3592",0.0778632025356588,1.52162486995928,3.39165397941092,5.6784582838221,2.96248208377222
"3679",0.15407598302716,0.946800199266729,2.58899405288781,1.7481880270062,2.80081114562461
"3693",0.245937900363007,2.22809023181181,3.69928062050879,4.98465330797233,2.63648491124556
"3705",0.347365297333788,1.88844803796773,2.26751551150824,3.56726169235387,2.21674696137492
"3850",0.287937747792747,1.50516034629832,4.55253120853509,6.47257508985315,2.13776654935435
"3854",0.252860854275669,1.24038061768819,2.50009459561958,2.72916478969277,2.79794317792431
"3933",0.0359631060120019,1.92415936560857,2.88553797188383,4.83241310188512,2.21029622038618
"3985",0.604102713872712,1.94685525830941,4.41865905031594,5.36638186074997,2.69832066251296
"3995",0.124237849564483,1.06486648201464,2.58561693011275,4.06785166051235,2.77918620492389
"4035",0.140889653804458,1.30710957968968,4.33107201983724,5.36316241230006,2.88318357911215
"4073",0.461366079636551,2.17480049548231,2.99627669770714,6.95136909386879,2.73153120841035
"4276",0.0458150869144062,1.42063824569048,4.33107201983724,5.36316241230006,2.53180193267503
"4364",0.409085382016922,2.15612119136867,2.99627669770714,6.95136909386879,1.72261433812545
"4372",0.1772469029835,2.18003958369502,2.5001937426211,1.17609125905568,2.93436166062449
"4441",0.217703224404788,0.741185372801637,2.7855635422284,2.44870631990508,2.88543021749694
"4544",0.439151642630388,1.75941261081978,3.80950249718057,5.78923793550226,2.88254825371348
"4603",0.231990325978112,1.47894646685102,4.33107201983724,5.36316241230006,2.22471646163055
"4794",0.272669314364687,2.05733872786977,2.99627669770714,6.95136909386879,2.75592020568688
"4820",0.244858574637423,1.88608484067203,2.65874601931954,5.50520154772776,2.931945957663
"4845",0.223831490303968,0.952488207003689,3.53572152828684,2.07918124604762,2.56959682480208
"4846",0.0733546008527322,1.59881631687203,3.82053390533369,5.19781516944518,2.74778160908691
"4862",0.304351561252156,1.96779571893524,2.99627669770714,6.95136909386879,2.56597424475435
"4869",0.0128151320467677,1.32346717225611,3.5953428256262,5.33782451404581,2.47781006454463
"2664",0.205475032682064,1.4159360679473,3.58078294659351,5.98977763964001,2.96908988051531
"2723",0.00382839215905549,1.25366375570177,3.37144277430214,3.81484666860446,1.8547577449504
"2808",0.0343975097671812,0.509477504071434,3.53572152828684,2.07918124604762,2.50104295216717
"2824",0.404833710122619,1.59638326752862,3.58078294659351,5.98977763964001,2.77163559319476
"3108",0.0229087324931414,1.04028074902253,4.55253120853509,6.47257508985315,2.47449810317543
"3438",0.364629148946602,1.62318448437987,3.58078294659351,5.98977763964001,2.95546344167575
"3710",0.103330144780477,1.54083669051095,4.55253120853509,6.47257508985315,2.19426649937594
"3928",0.205925779554673,1.45647319027144,3.58078294659351,5.98977763964001,2.95216950080953
"4272",0.403001291490557,1.41170668929821,3.58078294659351,5.98977763964001,2.84372948323057
"4379",0.0387525880651686,1.79368049037414,3.58078294659351,5.98977763964001,3.0181058191929
"4656",0.0791812445999766,1.57487175215955,2.98460650671991,3.30770992340481,2.98716198683856
"4697",0.333447268652416,1.63751328754798,3.58078294659351,5.98977763964001,2.88361581361355
"4916",0.386498959129872,1.43416323750331,3.58078294659351,5.98977763964001,2.96379344707979
"4954",0.111291596297636,1.03643317497825,2.58561693011275,4.06785166051235,2.797617849806
"4970",0.245322807799352,2.30979191029487,3.69928062050879,4.98465330797233,2.71227881387855
"4974",0.277519728734148,1.4231192371651,3.33487843404016,5.32502074550366,2.58303675406315
"4983",0.116706034822996,0.665755413206357,2.50009459561958,2.72916478969277,2.80459371533034
"5137",0.152024715530442,1.56502568557603,3.82053390533369,5.19781516944518,2.90316753263122
"5184",0.0574946503877107,2.15510894443551,2.99627669770714,6.95136909386879,1.89171330085297
"5236",0.318724912115362,2.07423727095894,2.99627669770714,6.95136909386879,2.68573107828803
"5250",0.334383272909319,1.35299329315081,4.55253120853509,6.47257508985315,2.75702075805766
"5278",0.117008977175632,0.603821795246911,3.17598650936112,4.50851625226694,2.15238845943554
"5286",0.297342376152697,1.65320729429639,4.14310934368233,4.86861505347097,2.71985719460192
"5330",0.270235389136616,1.52627408321473,3.49225402986176,5.25389021628127,2.2726909508111
"5354",0.0531904139939509,0.794920984260484,2.26709515600535,0,2.84769748914287
"5469",0.246195841723605,1.54437124218558,4.37324138608759,5.43420630841758,2.69158137376215
"5511",0.297251986557581,1.93908578769127,3.5953428256262,5.33782451404581,2.58106743737344
"5558",0.0439019757419507,0.63337495170951,2.7855635422284,2.44870631990508,2.62080196334489
"5680",0.0590664025781199,1.57578175909052,2.99627669770714,6.95136909386879,2.4815705841947
"5785",0.404930063053997,0.975396404437065,3.33487843404016,5.32502074550366,2.15110341514852
"5941",0.390640763511813,1.42748355346973,3.58078294659351,5.98977763964001,2.86831024253563
"6036",0.0106557783570482,1.9049967409741,2.65874601931954,5.50520154772776,2.81976713561194
"6069",0.15011212687236,1.56273974693524,3.82053390533369,5.19781516944518,2.43261620202344
"6130",0.382017036628097,2.37664894488906,3.80950249718057,5.78923793550226,2.24830905176763
"6229",0.385313158005527,2.01148772186171,2.99627669770714,6.95136909386879,2.67537184573491
"6273",0.397786242423452,1.57249313805098,3.58078294659351,5.98977763964001,2.80473760766868
"6585",0.125458534099988,1.4349083361508,3.80950249718057,5.78923793550226,3.00026489051585
"6673",0.00621637611205197,0.572819511259583,3.80950249718057,5.78923793550226,2.16179566780541
"6719",0.280639369891161,1.09222131900833,3.80950249718057,5.78923793550226,2.74997773782326
"6752",0.18752072675866,2.0314944428158,2.65874601931954,5.50520154772776,2.73294393879247
"6810",0.340149466278728,1.54212702116061,3.49225402986176,5.25389021628127,2.16227628890402
"6860",0.432888306634061,1.85133008065836,3.49225402986176,5.25389021628127,2.50962649356112
"6886",0.358354411218912,1.88522457995606,3.79013738663213,4.50852971897129,2.9205643069487
"6946",0.388520402736867,1.47484678589826,4.33107201983724,5.36316241230006,2.42398175588789
"7134",0.124802999458577,0.925656362396872,2.58899405288781,1.7481880270062,2.66505583973121
"7138",0.412504920650746,1.94246748482415,3.79013738663213,4.50852971897129,2.93072622626885
"7188",0.0172329093797977,1.00308506552988,3.17598650936112,4.50851625226694,2.4011440081076
"7233",0.294430368711654,1.90094413461333,2.65874601931954,5.50520154772776,2.59392527338453
"7234",0.0257153843106663,1.94073608369921,2.61998209528875,4.35812528527665,2.92853910580869
"7275",0.139594877346636,0.685448635289148,2.50009459561958,2.72916478969277,2.78468096002959
"7306",0.181698139798724,1.34418768655926,3.33487843404016,5.32502074550366,2.2897561281969
"7388",0.188306428147113,1.46094399423651,2.91918067636586,5.28195781643865,2.59854299723964
"7423",0.391680366656319,2.07476370941467,3.49225402986176,5.25389021628127,2.80737796169424
"7447",0.357813612776333,2.21626846868216,3.80950249718057,5.78923793550226,2.14909075597367
"7455",0.126992251600636,0.944512687425394,2.43334291583504,2.20951501454263,2.82349363628764
"7480",0.105824468210999,0.643423849035816,3.17598650936112,4.50851625226694,2.08006358684664
"7549",0.419215310048658,1.88351637985088,3.74727443427803,4.61162773146829,2.66448247662729
"7593",0.567222911018885,2.04488960709829,2.99627669770714,6.95136909386879,2.55240745690115
"7638",0.183696814609253,2.07264410988483,2.65874601931954,5.50520154772776,2.71096814833284
"7805",0.441211021497087,1.71471518833837,3.80950249718057,5.78923793550226,2.67235628964493
"7809",0.219230546459057,1.32543981734833,4.37324138608759,5.43420630841758,2.45121972198677
"7828",0.0336020615057232,0.719271258945318,3.33487843404016,5.32502074550366,2.63515749649141
"7847",0.457590867942923,2.2631480436819,2.99627669770714,6.95136909386879,2.70847654422613
"7882",0.164521637709973,1.6729804815597,4.33107201983724,5.36316241230006,2.72982021225985
"7889",0.297231031599401,1.56850306083599,3.49225402986176,5.25389021628127,2.62331698976948
"7947",0.240743295122645,1.89461028309585,3.79013738663213,4.50852971897129,2.95666857390281
"7970",0.249484984736563,1.43779144116286,2.98847132047518,4.4215710245264,2.98905896538786
"8094",0.421995076649391,1.7415989392714,4.55253120853509,6.47257508985315,2.66555865710791
"8206",0.371628074992642,1.55577787223382,3.80950249718057,5.78923793550226,2.90414535763518
"8212",0.384622182182083,1.44010172796725,3.58078294659351,5.98977763964001,2.92502647146572
"8356",0.250864297329392,1.73400273788375,3.53572152828684,2.07918124604762,2.51564916677744
"8395",0.130260016134684,0.815750123309639,3.80950249718057,5.78923793550226,2.76951359324707
"8679",0.179613925586156,1.50000538584836,2.75739439046715,4.31363525361033,2.73019807626534
"8699",0.396780336641994,1.63455042075414,3.58078294659351,5.98977763964001,2.87122186126873
"8866",0.417984482125462,1.29257347977707,3.80950249718057,5.78923793550226,2.68170684181957
"9043",0.105171372434323,0.980028284774673,3.33487843404016,5.32502074550366,2.33544596013506
"9057",0.0677206963937854,0.710202945793267,2.50009459561958,2.72916478969277,2.77887447200274
"9137",0.117041011792671,0.755663348327506,2.58899405288781,1.7481880270062,2.79696233571311
"9155",0.055575230488102,0.677786856704188,2.58899405288781,1.7481880270062,2.92466687598667
"9286",0.35807767782331,2.37753682845414,3.69928062050879,4.98465330797233,2.59560118726503
"9291",0.0990250028791351,1.5567632996233,2.32172481869042,3.01367969729119,2.82194026729545
"9349",0.429735670423303,1.67766885844637,3.65585811481178,4.10424804699044,2.293717612249
"9368",0.281877748414466,2.21976550600237,3.5953428256262,5.33782451404581,2.62590624716546
"9452",0.199331678754278,1.45079592738521,3.82053390533369,5.19781516944518,2.17743342774339
"9482",0.218738358955476,1.03886030636411,2.58970408801578,3.72320931040511,2.75804407631568
"9494",0.020859481897313,1.13382619971586,4.33107201983724,5.36316241230006,2.90793893530129
"9522",0.313515548685735,1.6726810538311,4.55253120853509,6.47257508985315,2.52838099709308
"9585",0.243838781907651,0.688768939840239,3.17598650936112,4.50851625226694,2.5242337993653
"9598",0.339334256026836,1.40670753668848,3.58078294659351,5.98977763964001,2.91831123356298
"9633",0.444028924351843,1.47060246389184,3.80950249718057,5.78923793550226,2.81111199679602
"9702",0.373585756856547,1.63549445163984,3.58078294659351,5.98977763964001,2.86256615210112
"9730",0.518532019444049,2.46259180528512,4.39150652613484,5.83682522770016,2.76709178658647
"9775",0.156641673457243,0.705085393560305,2.50009459561958,2.72916478969277,2.87408127256162
"10009",0.192397337425731,1.04759158897188,3.33487843404016,5.32502074550366,2.23145138510747
"10031",0.115350248379874,1.18027395150689,2.91491025581416,4.33380987485523,2.4611929253829
"10071",0.0178156175889199,0.992982173211524,2.58970408801578,3.72320931040511,2.26131952446378
"10155",0.499312986298225,2.14826802663665,3.16927450599899,0,2.58769760515206
"10290",0.166839570587136,1.61369784756813,3.82053390533369,5.19781516944518,2.5624097088151
"10340",0.423846406404439,1.60531372343059,3.80950249718057,5.78923793550226,2.8495565077699
"10392",0.181557775578235,1.07228359292467,3.80950249718057,5.78923793550226,2.78758907720635
"10452",0.167629616081799,1.74046262644805,3.58078294659351,5.98977763964001,2.98453802858411
"10460",0.342566677486154,2.04492876414927,3.5953428256262,5.33782451404581,2.70599599969174
"10505",0.286827737209461,2.04477618936051,2.99627669770714,6.95136909386879,2.86385548605968
"10514",0.186129815324213,2.01326060675664,2.23757342070395,3.59228781595213,2.9790915443432
"10592",0.250486208871732,1.57125046335174,4.37324138608759,5.43420630841758,2.80892399970844
"10604",0.418892615796845,2.04759382891469,2.99627669770714,6.95136909386879,2.91240869952504
"10640",0.0268882162495864,1.28929381695641,4.33107201983724,5.36316241230006,2.56598126724819
"10642",0.521789059015832,2.10882581704469,4.43130692560771,4.3730775921749,2.70892144039987
"10693",0.342606792324525,1.81633323345247,3.49225402986176,5.25389021628127,2.67668000365135
"10819",0.342751561378921,1.430803794601,3.58078294659351,5.98977763964001,2.88628252548793
"10846",0.0682505775665184,1.30253156383735,4.33107201983724,5.36316241230006,2.65310909797401
"10896",0.366057794649784,1.7823181529805,3.80950249718057,5.78923793550226,2.91684232111463
"10902",0.213091376576583,2.15622363256218,2.99627669770714,6.95136909386879,1.81080038533791
"10951",0.439369557076455,1.23394988868954,3.80950249718057,5.78923793550226,2.75740054816544
"11033",0.0302230536854784,1.67794366223842,3.80950249718057,5.78923793550226,2.58859180599344
"11085",0.191264658801665,1.46581610429461,3.82053390533369,5.19781516944518,2.93801313412622
"11152",0.308064323222032,1.81154446612035,2.91918067636586,5.28195781643865,2.52366906213593
"11164",0.287241711178348,2.60282310875858,4.29150068100223,4.39266178629079,1.72767678349829
"11226",0.0296296973111078,1.09303157099475,2.98847132047518,4.4215710245264,2.9428580832626
"11260",0.154384263331753,1.46906529457192,3.33487843404016,5.32502074550366,2.31398641910992
"11267",0.439151642630388,1.67104851974804,3.80950249718057,5.78923793550226,2.81401360618071
"11332",0.0319227041068528,1.15391517539383,4.55253120853509,6.47257508985315,2.95818832882666
"11425",0.439151642630388,1.85246963802986,3.80950249718057,5.78923793550226,2.90801562002599
"11455",0.301958354687917,1.75778057674121,4.21334781739129,5.40708143378234,2.41186011247457
"11570",0.411881718916748,2.01519112712662,3.80950249718057,5.78923793550226,2.84925484392071
"11607",0.203216291442186,1.60698404128092,3.82053390533369,5.19781516944518,2.48299686788354
"11784",0.306395234141777,1.42550366752408,2.98847132047518,4.4215710245264,2.89867458668028
"11832",0.14499090699056,0.981416483056455,3.33487843404016,5.32502074550366,2.33495013899867
"11956",0.0168123482926705,1.19500449215778,3.5953428256262,5.33782451404581,2.50167044545026
"11966",0.205340954885648,1.61074319906864,3.82053390533369,5.19781516944518,2.49040164990979
"11986",0.327110294727261,1.56443518922352,3.58078294659351,5.98977763964001,2.87799488433805
"12142",0.0166843583443245,0.928944376091663,2.98847132047518,4.4215710245264,2.94304970048193
"12346",0.00981498235425437,0.967661745440561,3.33487843404016,5.32502074550366,1.88739623932915
"12392",0.387469873851417,2.16326076424436,2.99627669770714,6.95136909386879,2.54743037898418
"12402",0.399362674822905,2.16787090844971,2.99627669770714,6.95136909386879,2.63617733619871
"12408",0.452554264239165,2.22196792790198,2.99627669770714,6.95136909386879,1.57801124190754
"12532",0.201571381018708,1.43972433987681,4.33107201983724,5.36316241230006,2.4691116319071
"12565",0.142841404659989,1.02893669141018,3.17598650936112,4.50851625226694,2.39928217735975
"12618",0.172523570360362,1.20578165997773,2.50009459561958,2.72916478969277,2.76116237232384
"12857",0.00798541156056415,1.65904254385334,2.99627669770714,6.95136909386879,2.92633019487172
"13134",0.0307346168412944,0.952680181084281,3.33487843404016,5.32502074550366,2.21163216960211
"13172",0.166981454492943,1.65199902355635,3.49225402986176,5.25389021628127,2.56448288601045
"13354",0.333350604700119,1.35242728196383,3.49225402986176,5.25389021628127,2.80337988138925
"5018",0.404833710122619,1.64151558493569,3.58078294659351,5.98977763964001,2.90221016709914
"6185",0.242445421215132,1.53256686556131,4.37324138608759,5.43420630841758,2.67031213230441
"6323",0.0441258240057996,1.57234297088578,3.58078294659351,5.98977763964001,2.90257266173288
"6540",0.320319409589481,1.41263108095975,3.58078294659351,5.98977763964001,2.95091514056288
"6542",0.263438791612264,1.51016657179471,3.58078294659351,5.98977763964001,2.92304345846143
"6694",0.0895840042951931,1.44139203276541,3.58078294659351,5.98977763964001,2.93538429188915
"6990",0.336112303627959,1.5495610033042,3.49225402986176,5.25389021628127,2.28826786114644
"7125",0.0594371875993709,1.89744027474746,3.32253163472896,5.32023770690539,3.02796570764944
"7400",0.0441258240057996,1.45382576112332,3.58078294659351,5.98977763964001,2.99288605926321
"7404",0.199156559605092,0.508250600276445,3.33590723556634,2.59439255037543,2.62635870088876
"7583",0.0803358160025579,1.43957797850708,3.58078294659351,5.98977763964001,2.95495426076334
"7699",0.144432671482056,1.52408817840305,3.58078294659351,5.98977763964001,2.94370645301627
"7750",0.260875566521197,2.12406136174044,2.65874601931954,5.50520154772776,2.73344566813559
"8005",0.158362491492063,2.19151244490325,3.32253163472896,5.32023770690539,2.93242695276877
"8075",0.404833710122619,1.41757934586289,3.58078294659351,5.98977763964001,2.88212117213001
"8694",0.267681226822862,1.87530864662063,2.65874601931954,5.50520154772776,2.87234360773092
"9138",0.00961872965546217,2.15503565025214,2.99627669770714,6.95136909386879,1.90582799204761
"9371",0.0317449972952807,0.808864131725828,2.62407708852023,4.28046454662692,2.57215908256639
"9924",0.404833710122619,1.62980960374313,3.58078294659351,5.98977763964001,2.9103400793844
"10021",0.115277589064566,0.390867011805171,3.33590723556634,2.59439255037543,2.23855385793568
"10288",0.036594968373122,0.62489667643658,3.53572152828684,2.07918124604762,2.52602372073482
"10617",0.27837246858611,1.45374121338959,3.58078294659351,5.98977763964001,2.89015144738051
"10814",0.0137147647339663,1.57946602830032,3.58078294659351,5.98977763964001,2.92184433826686
"11078",0.375968268980206,1.6403609515412,3.58078294659351,5.98977763964001,2.91386113796408
"11102",0.277035884270918,1.53950322416426,4.37324138608759,5.43420630841758,2.67642141004692
"11235",0.352423719847299,1.42567763349191,3.58078294659351,5.98977763964001,2.77846565536467
"11285",0.404833710122619,1.63914595328898,3.58078294659351,5.98977763964001,2.92816563319996
"11847",0.313844040442117,1.64428410560586,3.58078294659351,5.98977763964001,2.95196309841622
"12050",0.0312523487388523,0.373058908041389,3.33590723556634,2.59439255037543,2.12759645795835
"12149",0.0764583858912103,1.57223880446278,3.58078294659351,5.98977763964001,2.94346212750895
"12458",0.397457184492587,1.63198326709874,3.58078294659351,5.98977763964001,2.94141381542063
"13094",0.386498959129872,1.42486519533488,3.58078294659351,5.98977763964001,2.87643435633285
"13150",0.00503744040542318,1.5745489864056,3.58078294659351,5.98977763964001,2.95625278071972
"13429",0.152833062086152,0.613934587307773,2.7855635422284,2.44870631990508,2.64783396147724
"13490",0.00384333912959005,0.956311997133626,2.26751551150824,3.56726169235387,2.36476869097153
"13537",0.149275107776724,2.30694486834222,3.80950249718057,5.78923793550226,1.75851989937637
"13562",0.404833710122619,1.46394069667374,3.58078294659351,5.98977763964001,2.8993334909164
"13598",0.388574798865412,1.55276114920189,3.58078294659351,5.98977763964001,2.87302115459205
"13646",0.404777332645143,2.39325013479126,4.39150652613484,5.83682522770016,2.77637252023923
"13670",0.443543653653864,1.61445159288151,3.80950249718057,5.78923793550226,2.81921283998829
"13679",0.338855907620294,1.83881863587039,3.79013738663213,4.50852971897129,2.90929330249913
"13778",0.0370158226324198,0.991626659212728,3.33487843404016,5.32502074550366,2.22497062647912
"13830",0.194043930269811,0.810945401307897,2.7855635422284,2.44870631990508,2.88010722160926
"13947",0.14491327477152,2.15498631696996,2.99627669770714,6.95136909386879,1.44720419113526
"13959",0.0795111280777264,1.44302855463616,4.33107201983724,5.36316241230006,2.78341860494695
"14021",0.147139401706778,1.57851271456715,3.82053390533369,5.19781516944518,2.79561522379658
"14064",0.0839493538990759,0.973991769942459,3.17598650936112,4.50851625226694,2.10307032176181
"14077",0.0648973362107279,0.648559675345338,3.17598650936112,4.50851625226694,2.00219178324145
"14095",0.363084680782722,2.10621905373307,2.7175806602292,5.06566932773143,2.0232034503382
"14210",0.00669548764960488,0.69523682107114,2.98847132047518,4.4215710245264,3.02491182653484
"14327",0.146461875138627,0.73208086438814,2.7855635422284,2.44870631990508,2.82178248123802
"14361",0.010956173676451,0.631132417553684,3.17598650936112,4.50851625226694,2.00776301387605
"14367",0.439151642630388,1.99893661797514,3.80950249718057,5.78923793550226,2.91626903634598
"14381",0.120488519455685,1.22440765200399,2.58561693011275,4.06785166051235,2.78267307138217
"14397",0.0473675959097064,0.955114871318249,3.33487843404016,5.32502074550366,2.39193750930329
"14445",0.0170748679757668,0.7575984267051,3.80950249718057,5.78923793550226,2.95617129008373
"14479",0.315321303583963,2.061509172682,2.99627669770714,6.95136909386879,2.86893468258595
"14624",0.286736050786344,1.56187620634641,4.55253120853509,6.47257508985315,2.95485675090128
"14685",0.0674018193453947,0.520310224492845,3.17598650936112,4.50851625226694,2.32852521774206
"14704",0.389166092873159,2.15421123846045,2.7175806602292,5.06566932773143,2.22688363490313
"14824",0.361940093528916,1.38246313314659,4.37324138608759,5.43420630841758,2.38244589065203
"14967",0.113429275458407,1.54621181903607,4.55253120853509,6.47257508985315,2.22316514636259
"15035",0.439151642630388,1.82618629006245,3.80950249718057,5.78923793550226,2.87202092497472
"15083",0.203317272279787,0.716271421769718,2.7855635422284,2.44870631990508,2.80747865183613
"15260",0.113107367524645,0.979958322813989,2.58899405288781,1.7481880270062,2.86751133041407
"15346",0.21910612109054,1.46995576132117,2.75739439046715,4.31363525361033,2.77412576814003
"15414",0.0990561795595384,0.933926903184751,3.17598650936112,4.50851625226694,2.02292154074612
"15448",0.470543262317749,2.39110662219934,4.39150652613484,5.83682522770016,2.82536428768463
"15457",0.0235953695213642,0.694229756255311,2.62407708852023,4.28046454662692,2.89212442956802
"15477",0.55156267362362,2.05437874118786,2.99627669770714,6.95136909386879,2.79336625674019
"15623",0.0370158226324198,0.995736478771646,3.33487843404016,5.32502074550366,2.2300381546318
"15793",0.0414704184926711,0.937954944838487,3.33487843404016,5.32502074550366,2.43135418962947
"15866",0.1910316130447,1.66009483435744,3.37144277430214,3.81484666860446,1.9376730888548
"15917",0.387750641695609,1.93785900566097,3.49225402986176,5.25389021628127,2.76830327617777
"15949",0.389800874630395,1.23290856075325,3.80950249718057,5.78923793550226,2.70679903481662
