"","mean_maize","maize_Fertilizer","GDP_Mean","Pesticide","AET_mean"
"1015",0.99815109953665,2.62239725450595,4.21334781739129,5.40708143378234,2.52023001891381
"1058",1.01535974103055,2.48292834111926,3.69928062050879,4.98465330797233,2.5846946000857
"1087",0.00982885262506991,1.27383340275854,2.70832088674834,3.93495270781786,1.67897337591977
"1105",0.276785773382235,1.08639442797171,2.58899405288781,1.7481880270062,2.71188502563408
"1206",0.660102460006214,1.9629712311289,3.82053390533369,5.19781516944518,2.38948778200849
"1256",0.429135893911372,1.95316723413892,2.7175806602292,5.06566932773143,2.07129010130327
"1317",0.168208895323972,1.32609923668382,3.33487843404016,5.32502074550366,2.64793573349118
"1342",0.193342180498304,0.559269195705581,2.33187050378788,2.46982201597816,2.50533977917185
"1415",0.483532340620838,1.62896509527919,4.33107201983724,5.36316241230006,2.77986479355217
"1477",0.344382976146436,1.88884837984437,2.91077933629609,4.0484418035504,3.04561399472166
"1520",0.707425573094816,2.43954562405879,2.99627669770714,6.95136909386879,2.70876476760362
"1529",0.720947264453381,2.31715331636812,2.99627669770714,6.95136909386879,2.73591241825355
"1566",0.460242382106486,1.8947796700158,3.31522015660823,4.21937492462626,2.91742266635982
"1581",0.703707605431974,1.84102834865787,3.49225402986176,5.25389021628127,2.82662234134424
"1593",0.603797272885297,2.24702197469567,3.82053390533369,5.19781516944518,2.59867979624061
"1624",0.583330179534483,2.0296298161674,2.91077933629609,4.0484418035504,3.0121389413006
"1629",0.344737854998841,0.467709822603307,2.98847132047518,4.4215710245264,2.85904890061892
"1630",0.0916039156158551,0.570543543574157,2.50009459561958,2.72916478969277,2.94055205807061
"1650",0.533356632940422,1.80825870412775,2.91077933629609,4.0484418035504,2.94245688741254
"1789",0.525147361930856,1.91164348220252,2.91077933629609,4.0484418035504,3.00357506777566
"1797",0.123216721496958,0.868522693642968,2.50009459561958,2.72916478969277,2.79409574971503
"1979",0.223892442878569,0.886930540448786,2.7855635422284,2.44870631990508,2.71199040524913
"2069",0.736993341400274,2.35249556169439,4.55253120853509,6.47257508985315,2.95138956441353
"2105",0.261291206237334,1.32902791162819,3.33487843404016,5.32502074550366,2.36335451398268
"2177",0.405820774753526,1.99934623203062,3.51593368894278,3.99607365448528,3.04291755608864
"2181",0.0241501609969519,0.885057747626138,3.6255249388827,0,2.94967166066761
"2229",0.380693761546878,1.63053999040371,4.33107201983724,5.36316241230006,2.6731635848343
"2288",0.0173317123439294,0.863081753223665,2.26709515600535,0,2.94365053522742
"2329",0.964586410913591,2.43778615987786,4.55253120853509,6.47257508985315,2.88850209184276
"2420",0.798205924464457,2.42225940630674,2.99627669770714,6.95136909386879,2.59845503231177
"2457",0.530199711654681,1.30413658373056,3.33487843404016,5.32502074550366,2.365030897342
"304",0.120341285126494,1.55010029290822,3.58078294659351,5.98977763964001,2.93172265532701
"376",0.345426982973554,1.94266153942293,3.58078294659351,5.98977763964001,2.72400264251505
"393",0.181638495672011,1.24337772692562,3.2119147561999,4.85455500642305,2.77943972601716
"576",0.255754876538619,2.11528264836601,3.30639568540983,5.00241662707248,2.64265291391327
"675",0.243238570497997,0.593894965321703,2.29900813986645,0,2.95892206425827
"787",0.143932152025379,1.60377537589587,3.58078294659351,5.98977763964001,2.94911107631829
"828",0.227218990880454,1.61311870454804,3.58078294659351,5.98977763964001,2.9498689999766
"927",0.0552850290876561,1.86964948497582,3.58078294659351,5.98977763964001,3.00486364734752
"1037",0.0601051687346116,1.60466217402092,3.58078294659351,5.98977763964001,2.94093428521864
"1215",0.371716698606196,1.835860190844,2.91077933629609,4.0484418035504,3.01826117486292
"1300",0.437768660318581,1.67118591644901,3.58078294659351,5.98977763964001,2.91526789096641
"1509",0.577870771570499,1.98740639723874,3.76349188024616,4.27018954270418,2.71868947481343
"1523",0.209534873142071,1.72897762297538,3.80950249718057,5.78923793550226,2.85369097055481
"1964",0.383518664672575,1.98875735140648,3.58078294659351,5.98977763964001,2.94267080631698
"2000",0.108694930058115,1.60609880603826,3.58078294659351,5.98977763964001,2.94147445898498
"2351",0.0328659812959845,1.59485892995022,3.58078294659351,5.98977763964001,2.915157906816
"2455",0.223006833330422,0.535131515328559,3.33590723556634,2.59439255037543,2.57210369221674
"2468",0.531804868865804,1.87760310534577,3.82053390533369,5.19781516944518,2.93381256145245
"2474",0.267915499357905,0.985894309227898,2.09437779351545,3.63648789635337,2.55161697990997
"2477",0.308188941904975,1.1561899118237,2.36249398434491,2.39269695325967,2.69217784735586
"2511",0.738875576001548,2.38087017847348,4.55253120853509,6.47257508985315,2.94278288727227
"2592",0.429735983805283,1.3442499827765,3.33487843404016,5.32502074550366,2.66493843186716
"2602",1.05908738769258,2.37919893043813,4.14310934368233,4.86861505347097,2.609800786005
"2640",0.131106491885728,1.23968871310797,4.33107201983724,5.36316241230006,2.41259553088046
"2666",0.057765695381368,1.28972749401441,3.33487843404016,5.32502074550366,2.30627181017191
"2688",0.458501121572176,1.76545696210486,2.23757342070395,3.59228781595213,3.0256118219968
"2728",0.431680486089775,1.348316682903,3.33487843404016,5.32502074550366,2.58716956309482
"2735",1.01535974103055,2.44427418997118,3.69928062050879,4.98465330797233,2.18763820895548
"2740",0.28001910210179,1.19044479193919,2.26709515600535,0,2.85687627639459
"2760",0.530199711654681,1.30683429135015,3.33487843404016,5.32502074550366,2.30262979882118
"2795",0.850658453509724,2.21219599126881,4.37324138608759,5.43420630841758,2.38396489061893
"2798",0.909434816889891,2.47052366242751,3.69928062050879,4.98465330797233,2.69899068451257
"2903",0.530660236406725,1.82974589915373,2.65874601931954,5.50520154772776,2.68426546673157
"2917",0.110895662619669,0.903259550875345,3.17598650936112,4.50851625226694,2.17396629810017
"2952",0.827827217957535,2.21299217838468,4.41865905031594,5.36638186074997,2.6806951537781
"2990",0.484096387814042,1.32860791482437,3.33487843404016,5.32502074550366,2.33859876867732
"3005",0.585670711219265,2.20026188251522,2.99627669770714,6.95136909386879,2.58436488303439
"3068",0.597332296250133,1.96381355791769,2.23757342070395,3.59228781595213,2.97280184542228
"3079",0.857469632273451,1.97231247972763,4.55253120853509,6.47257508985315,2.74281861439962
"3092",0.664295229187625,1.45979596538701,3.80950249718057,5.78923793550226,2.37478106730902
"3131",0.123796320408743,0.795477789865321,2.7855635422284,2.44870631990508,2.9378699896569
"3297",0.304689627260069,0.851171460150744,2.58899405288781,1.7481880270062,2.81630838866581
"3302",0.820850720653795,2.2064023030951,2.99627669770714,6.95136909386879,2.55996003267527
"3321",0.323401946764348,1.51615911616375,4.33107201983724,5.36316241230006,2.80747865183613
"3335",0.687523678128354,1.9081032524949,3.49225402986176,5.25389021628127,2.1903233590758
"3409",0.417671207260263,1.95662820950051,2.42066321182124,2.79028516403324,2.89290748077285
"3512",0.597247466635717,2.13703504858235,3.58078294659351,5.98977763964001,2.8775273144218
"3560",0.344016007981836,1.51855383417905,2.61998209528875,4.35812528527665,2.93534529285453
"3592",0.439384389010636,1.9506321235588,3.39165397941092,5.6784582838221,2.96248208377222
"3679",0.43713711629699,1.24132165210681,2.58899405288781,1.7481880270062,2.80081114562461
"3693",1.01535974103055,2.5189232044224,3.69928062050879,4.98465330797233,2.63648491124556
"3695",0.242887623481048,1.25829692011963,2.26964184190232,0,2.0593582753093
"3705",0.692675585823078,1.91854133078353,2.26751551150824,3.56726169235387,2.21674696137492
"3767",0.214682696753538,0.320377354698236,2.98847132047518,4.4215710245264,1.85826499791947
"3820",0.295613489810877,1.90764651846016,2.65874601931954,5.50520154772776,2.68482933812569
"3850",0.60969818723058,2.04643626407797,4.55253120853509,6.47257508985315,2.13776654935435
"3854",0.256172889234575,1.35149314837469,2.50009459561958,2.72916478969277,2.79794317792431
"3873",0.014182062930978,1.31345475049505,3.33487843404016,5.32502074550366,2.61479681272587
"3933",0.0878701102070526,2.01007922212574,2.88553797188383,4.83241310188512,2.21029622038618
"3985",0.981660710887093,2.34257484160974,4.41865905031594,5.36638186074997,2.69832066251296
"3995",0.225256502433029,1.43682066662767,2.58561693011275,4.06785166051235,2.77918620492389
"4035",0.605668994347453,1.52741221852572,4.33107201983724,5.36316241230006,2.88318357911215
"4073",0.870849991936162,2.45692382487731,2.99627669770714,6.95136909386879,2.73153120841035
"4266",0.5111104027978,1.92156233825329,2.91077933629609,4.0484418035504,2.99150823323956
"4276",0.261795304292252,1.74315421959358,4.33107201983724,5.36316241230006,2.53180193267503
"4340",0.482873578180073,1.75177811792708,3.43335218547393,0,2.96258494089489
"4364",0.741512595297984,2.32141515100556,2.99627669770714,6.95136909386879,1.72261433812545
"4372",0.678576504601661,2.00009662698136,2.5001937426211,1.17609125905568,2.93436166062449
"4441",0.18281175668774,0.739605443547864,2.7855635422284,2.44870631990508,2.88543021749694
"4544",0.888119212975669,1.81888365243563,3.80950249718057,5.78923793550226,2.88254825371348
"4584",0.0807134929288592,1.13324627926079,2.09437779351545,3.63648789635337,2.61945049731097
"4603",0.561441225079246,1.82265336937519,4.33107201983724,5.36316241230006,2.22471646163055
"4669",0.778151250383644,2.65469389972037,4.21124915324027,4.37781602917206,2.85697690154854
"4680",0.865000445220331,2.31851752412782,4.55253120853509,6.47257508985315,2.84985796222679
"4785",0.349375956395663,1.41640218950693,2.77291888787602,0,2.92854062953356
"4794",0.670520656239723,2.40615680804572,2.99627669770714,6.95136909386879,2.75592020568688
"4800",0.372502864272641,1.4651251052376,3.80950249718057,5.78923793550226,2.45825103780851
"4820",0.411747023451332,1.33120265756926,2.65874601931954,5.50520154772776,2.931945957663
"4845",0.0231681546868675,1.21187176789,3.53572152828684,2.07918124604762,2.56959682480208
"4846",0.511650149720067,2.09988156215278,3.82053390533369,5.19781516944518,2.74778160908691
"4862",0.503893628462511,2.0156113888461,2.99627669770714,6.95136909386879,2.56597424475435
"4869",0.882061537663502,2.44990680839095,3.5953428256262,5.33782451404581,2.47781006454463
"2614",0.361586984507752,1.71540742804794,2.91077933629609,4.0484418035504,3.00929151192686
"2664",0.0961190279605046,1.52846050552141,3.58078294659351,5.98977763964001,2.96908988051531
"2808",0.0583626090366515,0.807204837082312,3.53572152828684,2.07918124604762,2.50104295216717
"2824",0.407366652483771,1.97985646475342,3.58078294659351,5.98977763964001,2.77163559319476
"3344",0.206327063047556,1.74920569271055,2.98460650671991,3.30770992340481,2.98746010059825
"3438",0.172504648996933,1.95822783553819,3.58078294659351,5.98977763964001,2.95546344167575
"3616",0.0404045273313089,0.0694469151607567,3.80950249718057,5.78923793550226,2.68417721206128
"3710",0.102987178829613,1.81186231323148,4.55253120853509,6.47257508985315,2.19426649937594
"3928",0.237801152726649,1.61292805974952,3.58078294659351,5.98977763964001,2.95216950080953
"4115",0.418007668356826,1.2916506558652,3.33487843404016,5.32502074550366,2.32170813177996
"4272",0.220699316683935,1.82529142287766,3.58078294659351,5.98977763964001,2.84372948323057
"4379",0.0662683068784399,2.05202904420398,3.58078294659351,5.98977763964001,3.0181058191929
"4656",0.25981025913968,1.89653178810726,2.98460650671991,3.30770992340481,2.98716198683856
"4697",0.156900243980495,2.03803632027791,3.58078294659351,5.98977763964001,2.88361581361355
"4804",0.0363315825117601,1.58659641542185,2.98460650671991,3.30770992340481,2.9970507657136
"4916",0.722874774430283,2.1884722966072,3.58078294659351,5.98977763964001,2.96379344707979
"4954",0.283584178890895,1.52977766413232,2.58561693011275,4.06785166051235,2.797617849806
"4970",0.923482205958964,2.51988343048653,3.69928062050879,4.98465330797233,2.71227881387855
"4974",0.619518256783632,1.37855013100523,3.33487843404016,5.32502074550366,2.58303675406315
"4983",0.185075226328049,0.636560168676265,2.50009459561958,2.72916478969277,2.80459371533034
"4998",0.286876915847469,0.450994190327559,2.49680172397732,2.94694327069783,2.82387771878954
"5036",0.695481679817454,0.113861589676782,4.16823875110469,2.29446622616159,2.97999615314019
"5137",0.536469105194746,2.02858528326815,3.82053390533369,5.19781516944518,2.90316753263122
"5184",0.179680913970588,2.32072358787773,2.99627669770714,6.95136909386879,1.89171330085297
"5236",0.723266171330854,2.3461336326356,2.99627669770714,6.95136909386879,2.68573107828803
"5250",0.962290104131097,2.34675981576858,4.55253120853509,6.47257508985315,2.75702075805766
"5286",0.613911544529977,2.12846505676361,4.14310934368233,4.86861505347097,2.71985719460192
"5316",0.339231856203606,1.69149774878719,3.0270994547094,4.35326208591632,3.02869468010505
"5330",0.582530479892067,1.6431829133187,3.49225402986176,5.25389021628127,2.2726909508111
"5354",0.273967230933256,0.771702044558246,2.26709515600535,0,2.84769748914287
"5469",0.631083028075463,2.30443415781867,4.37324138608759,5.43420630841758,2.69158137376215
"5511",0.467690877626964,2.02008773893731,3.5953428256262,5.33782451404581,2.58106743737344
"5521",0.664426370508788,2.4627734101688,4.55253120853509,6.47257508985315,2.95129848052563
"5542",0.175851237802209,1.20444920641529,2.26709515600535,0,2.89934489880492
"5558",0.05254650219723,0.778451680254377,2.7855635422284,2.44870631990508,2.62080196334489
"5643",0.930052137125301,2.19997251028362,4.55253120853509,6.47257508985315,2.48768536188123
"5680",0.184031949792169,1.63213441384632,2.99627669770714,6.95136909386879,2.4815705841947
"5731",0.634965909181807,2.44668439947458,4.09994418754491,5.03344788228798,2.60944194499631
"5785",0.488495789016622,1.30200440660281,3.33487843404016,5.32502074550366,2.15110341514852
"5941",0.4359851365671,2.1842678737974,3.58078294659351,5.98977763964001,2.86831024253563
"5972",0.419832807587442,1.89670295695728,2.91077933629609,4.0484418035504,3.00576380854055
"5998",0.801073258918404,1.19883246390512,2.79622643974621,2.8668778143375,3.08723195076357
"6014",0.604836875852664,2.02522076265937,2.91077933629609,4.0484418035504,2.98026586122942
"6036",0.396454540285141,1.43243173781905,2.65874601931954,5.50520154772776,2.81976713561194
"6069",0.696535274659515,1.94949970499338,3.82053390533369,5.19781516944518,2.43261620202344
"6130",1.01535974103055,2.60952703831003,3.80950249718057,5.78923793550226,2.24830905176763
"6229",0.586901723431462,2.20423698509905,2.99627669770714,6.95136909386879,2.67537184573491
"6273",0.214939516026819,1.91473113517457,3.58078294659351,5.98977763964001,2.80473760766868
"6328",0.243845365524297,1.66662083766721,2.36249398434491,2.39269695325967,2.55998851400838
"6382",0.287938906815322,1.44507010870765,3.80950249718057,5.78923793550226,2.61598447638445
"6581",0.5656678747929,2.39444167214939,2.5001937426211,1.17609125905568,2.92352156448904
"6585",0.398891559844593,2.17213272342851,3.80950249718057,5.78923793550226,3.00026489051585
"6640",0.2809735394032,1.43799252233184,2.77291888787602,0,2.96591390595941
"6646",0.375972808217091,1.86487057605699,2.91077933629609,4.0484418035504,3.05899283693225
"6673",0.381581026923793,1.28134781605923,3.80950249718057,5.78923793550226,2.16179566780541
"6709",0.257113822714792,0.734889620007989,2.26709515600535,0,2.80269636939322
"6719",0.793989288250889,1.56025054170098,3.80950249718057,5.78923793550226,2.74997773782326
"6749",0.564792482346574,2.1667982862358,4.55253120853509,6.47257508985315,2.74989038148449
"6752",0.320567613090657,1.79845924974501,2.65874601931954,5.50520154772776,2.73294393879247
"6773",0.471864869895917,1.70655418410923,3.57794255687113,4.948994569896,2.99114165650599
"6810",0.664316424586977,1.67432408969758,3.49225402986176,5.25389021628127,2.16227628890402
"6816",0.181778489751982,0.931699127582129,2.49680172397732,2.94694327069783,2.88924666169149
"6860",0.561346143645419,1.81341923538991,3.49225402986176,5.25389021628127,2.50962649356112
"6884",0.194873315059911,0.548718327952047,2.36249398434491,2.39269695325967,2.61953120739439
"6886",0.562196512736833,1.52981405493718,3.79013738663213,4.50852971897129,2.9205643069487
"6946",0.776712205414592,1.80768898935446,4.33107201983724,5.36316241230006,2.42398175588789
"7009",0.0104952807609439,0.529600050140709,2.33187050378788,2.46982201597816,2.1967714492453
"7134",0.32950547281346,1.2947983013822,2.58899405288781,1.7481880270062,2.66505583973121
"7138",0.556150760722805,1.67392653223048,3.79013738663213,4.50852971897129,2.93072622626885
"7188",0.0121841883852534,1.00154458712786,3.17598650936112,4.50851625226694,2.4011440081076
"7233",0.210480787737332,1.59168335171998,2.65874601931954,5.50520154772776,2.59392527338453
"7234",0.246402955316243,1.38620340385216,2.61998209528875,4.35812528527665,2.92853910580869
"7306",0.456720877397663,1.24659635227534,3.33487843404016,5.32502074550366,2.2897561281969
"7388",0.440474147375077,1.26266744548198,2.91918067636586,5.28195781643865,2.59854299723964
"7417",0.552184589093896,1.7105259207725,2.91077933629609,4.0484418035504,3.00413705148483
"7423",0.547394110974662,0.893681481876103,3.49225402986176,5.25389021628127,2.80737796169424
"7447",0.90447881726707,2.43376300337072,3.80950249718057,5.78923793550226,2.14909075597367
"7455",0.314677192035353,0.966641934360789,2.43334291583504,2.20951501454263,2.82349363628764
"7549",0.80439360579526,2.123215265297,3.74727443427803,4.61162773146829,2.66448247662729
"7593",0.788671036992294,2.21296362051766,2.99627669770714,6.95136909386879,2.55240745690115
"7638",0.285909498702706,1.9622300558895,2.65874601931954,5.50520154772776,2.71096814833284
"7805",0.754235931871033,1.6470188155223,3.80950249718057,5.78923793550226,2.67235628964493
"7828",0.145610715931971,1.30686048052669,3.33487843404016,5.32502074550366,2.63515749649141
"7847",0.862793563998723,2.39954946053286,2.99627669770714,6.95136909386879,2.70847654422613
"7868",0.526379570164062,1.69137454783887,2.91077933629609,4.0484418035504,2.95994381387255
"7882",0.619488437330357,1.77532435038009,4.33107201983724,5.36316241230006,2.72982021225985
"7889",0.455520701809131,1.92203159873706,3.49225402986176,5.25389021628127,2.62331698976948
"7947",0.485738939124428,1.54272200514764,3.79013738663213,4.50852971897129,2.95666857390281
"7970",0.57562722816688,0.580143026870838,2.98847132047518,4.4215710245264,2.98905896538786
"8094",0.877751240041768,2.18102551657946,4.55253120853509,6.47257508985315,2.66555865710791
"8206",0.785370860516701,1.70021475732031,3.80950249718057,5.78923793550226,2.90414535763518
"8212",0.676830325766792,2.09380306917187,3.58078294659351,5.98977763964001,2.92502647146572
"8356",0.387801253213593,1.80539566582098,3.53572152828684,2.07918124604762,2.51564916677744
"8395",0.702202619311435,1.37401504224211,3.80950249718057,5.78923793550226,2.76951359324707
"8461",0.375671635808747,1.59432774327821,2.91077933629609,4.0484418035504,3.02966876844913
"8537",0.216217818098125,0.678355150336151,2.33187050378788,2.46982201597816,2.83829237854471
"8556",0.662885396484666,2.62943383532084,4.21124915324027,4.37781602917206,2.86920377198184
"8679",0.161365504285737,1.8476038914418,2.75739439046715,4.31363525361033,2.73019807626534
"8681",0.449052909147628,2.00095433214859,2.91077933629609,4.0484418035504,3.0295335420557
"8699",0.63140223538502,2.153293528011,3.58078294659351,5.98977763964001,2.87122186126873
"8866",0.755147765808489,1.60328299971021,3.80950249718057,5.78923793550226,2.68170684181957
"9006",0.871568417342069,2.29872562872657,4.55253120853509,6.47257508985315,2.75865060300804
"9043",0.136682832300701,1.30419404517009,3.33487843404016,5.32502074550366,2.33544596013506
"9046",0.510068011503033,2.00987213726666,2.91077933629609,4.0484418035504,2.99574354580071
"9057",0.139524094440419,0.657545416514027,2.50009459561958,2.72916478969277,2.77887447200274
"9137",0.29864741438156,0.570068477811234,2.58899405288781,1.7481880270062,2.79696233571311
"9155",0.119710095313659,1.15878664821374,2.58899405288781,1.7481880270062,2.92466687598667
"9212",0.169060570339473,0.704529248269186,2.26709515600535,0,2.91740390720935
"9242",0.723523179794629,2.1643781077871,4.37324138608759,5.43420630841758,2.44546519792324
"9286",0.835375189073442,2.6100466298011,3.69928062050879,4.98465330797233,2.59560118726503
"9291",0.223075542717027,1.29279898662092,2.32172481869042,3.01367969729119,2.82194026729545
"9349",0.57729016134933,1.99804807341932,3.65585811481178,4.10424804699044,2.293717612249
"9368",0.796149694399579,2.32890173612332,3.5953428256262,5.33782451404581,2.62590624716546
"9452",0.506510893852587,1.91555159239973,3.82053390533369,5.19781516944518,2.17743342774339
"9482",0.2238379926377,1.08264570316194,2.58970408801578,3.72320931040511,2.75804407631568
"9494",0.195266516179138,1.28383432900305,4.33107201983724,5.36316241230006,2.90793893530129
"9522",0.647788828636428,2.11987211111452,4.55253120853509,6.47257508985315,2.52838099709308
"9585",0.589504863013312,1.17779724476628,3.17598650936112,4.50851625226694,2.5242337993653
"9598",0.398026078698698,2.15796867842716,3.58078294659351,5.98977763964001,2.91831123356298
"9633",0.757871836728915,1.63340795959893,3.80950249718057,5.78923793550226,2.81111199679602
"9702",0.463425788079784,2.19557643947919,3.58078294659351,5.98977763964001,2.86256615210112
"9730",0.988670484763146,2.41749497275652,4.39150652613484,5.83682522770016,2.76709178658647
"9775",0.279139138133482,0.631447758009963,2.50009459561958,2.72916478969277,2.87408127256162
"9799",0.0712304115692719,0.83589905145898,2.26709515600535,0,2.94945390296079
"9863",0.0131494418629504,1.69006647209211,2.88553797188383,4.83241310188512,2.22010808804005
"9883",0.0358029905434751,1.18891420577883,2.82856122367243,3.45255306322893,2.52475919615272
"9899",0.264122392983807,0.647433688444645,2.33187050378788,2.46982201597816,2.75633946901558
"10009",0.509848145060197,1.33753569837953,3.33487843404016,5.32502074550366,2.23145138510747
"10031",0.47725528438391,1.3955796612652,2.91491025581416,4.33380987485523,2.4611929253829
"10071",0.018336354023322,1.04138364502709,2.58970408801578,3.72320931040511,2.26131952446378
"10155",0.77910871264554,2.16986722770629,3.16927450599899,0,2.58769760515206
"10290",0.360677595114156,2.049355613671,3.82053390533369,5.19781516944518,2.5624097088151
"10312",0.140577223906984,0.863203554343986,2.26709515600535,0,2.93596586142453
"10340",0.830298371043557,1.73031184076431,3.80950249718057,5.78923793550226,2.8495565077699
"10392",0.331941018045651,1.49457374560156,3.80950249718057,5.78923793550226,2.78758907720635
"10452",0.366285253399092,1.90472583442056,3.58078294659351,5.98977763964001,2.98453802858411
"10460",0.422824070013976,2.1204243745774,3.5953428256262,5.33782451404581,2.70599599969174
"10505",0.5234691145286,2.28221038195,2.99627669770714,6.95136909386879,2.86385548605968
"10514",0.447312123480989,1.83399220271332,2.23757342070395,3.59228781595213,2.9790915443432
"10537",0.296225069785793,2.18165774557965,2.99627669770714,6.95136909386879,2.07166287696574
"10592",0.928663080276067,2.32136916457599,4.37324138608759,5.43420630841758,2.80892399970844
"10604",0.41910254891784,2.21387680168445,2.99627669770714,6.95136909386879,2.91240869952504
"10640",0.142063670020045,1.60336700161414,4.33107201983724,5.36316241230006,2.56598126724819
"10642",0.959684726806149,2.40382014219171,4.43130692560771,4.3730775921749,2.70892144039987
"10693",0.699403046102027,1.99574900660007,3.49225402986176,5.25389021628127,2.67668000365135
"10708",0.160777910789021,2.33496501541741,2.09437779351545,3.63648789635337,2.86816143389972
"10819",0.642595017206032,2.08571483259455,3.58078294659351,5.98977763964001,2.88628252548793
"10834",0.420184340730926,1.86392001533338,3.31522015660823,4.21937492462626,2.19613010840203
"10846",0.222039390058585,1.62783738772629,4.33107201983724,5.36316241230006,2.65310909797401
"10896",0.800852406170605,1.86334983307513,3.80950249718057,5.78923793550226,2.91684232111463
"10902",0.523427376834122,2.32148516735332,2.99627669770714,6.95136909386879,1.81080038533791
"10925",0.100198899393155,1.80156961401345,3.31522015660823,4.21937492462626,2.91813491405314
"10951",0.751856164922196,1.68357864707496,3.80950249718057,5.78923793550226,2.75740054816544
"11003",0.674610658451519,2.67150650630104,4.21124915324027,4.37781602917206,2.86222369400539
"11033",0.168779487425128,1.33714164815757,3.80950249718057,5.78923793550226,2.58859180599344
"11085",0.601960638250281,1.77127941813227,3.82053390533369,5.19781516944518,2.93801313412622
"11152",0.585428296200789,1.38647253966643,2.91918067636586,5.28195781643865,2.52366906213593
"11164",0.816312823132473,2.71742673915801,4.29150068100223,4.39266178629079,1.72767678349829
"11183",0.28319841066048,0.547050685342194,2.26964184190232,0,1.80684593069196
"11226",0.33894943461723,1.33746708730654,2.98847132047518,4.4215710245264,2.9428580832626
"11233",0.245403620300289,1.66870240667883,2.86238456188045,3.65791593682995,2.94902387385782
"11260",0.523773568542155,1.35013000022397,3.33487843404016,5.32502074550366,2.31398641910992
"11267",0.888119172799256,1.47348311103074,3.80950249718057,5.78923793550226,2.81401360618071
"11332",0.671598062594347,2.15629830291153,4.55253120853509,6.47257508985315,2.95818832882666
"11339",0.814913195241665,1.2423466393237,2.79622643974621,2.8668778143375,3.05159119111194
"11425",0.888119212975669,1.92757181749974,3.80950249718057,5.78923793550226,2.90801562002599
"11455",1.03069899721771,2.57082365822873,4.21334781739129,5.40708143378234,2.41186011247457
"11486",0.32645535474995,0.568594973577314,2.26964184190232,0,2.17579818368461
"11570",0.808195661781353,2.06802149398513,3.80950249718057,5.78923793550226,2.84925484392071
"11588",0.292931746858759,0.736084554719272,2.43334291583504,2.20951501454263,2.86015790462974
"11607",0.203076206817144,2.21901957818882,3.82053390533369,5.19781516944518,2.48299686788354
"11765",0.0138503600023476,1.22207694033115,2.26709515600535,0,2.92937178335097
"11784",0.271575222912684,1.81725960754304,2.98847132047518,4.4215710245264,2.89867458668028
"11832",0.530199711654681,1.30485268754612,3.33487843404016,5.32502074550366,2.33495013899867
"11870",0.0370649208234482,1.2628039852487,2.93941686176546,1.85125834871908,3.00343232100923
"11956",0.49042804848209,2.03332681255237,3.5953428256262,5.33782451404581,2.50167044545026
"11966",0.227389204755466,2.22783789745063,3.82053390533369,5.19781516944518,2.49040164990979
"11986",0.416280838325436,2.13916807634502,3.58078294659351,5.98977763964001,2.87799488433805
"11992",0.190943053260148,0.590210298256745,2.33187050378788,2.46982201597816,2.59293641208643
"12142",0.0566983599917297,0.629454358182717,2.98847132047518,4.4215710245264,2.94304970048193
"12187",0.281262173789517,1.90884532955642,3.31522015660823,4.21937492462626,2.87625049669183
"12215",0.331968424661651,1.6651660006819,2.91077933629609,4.0484418035504,3.02256582776131
