"","X10...wheat.predict...wheat.data.mean_wheat....1."
"116",0.0917318623856614
"117",0.133570541574059
"118",0.103823531089485
"119",0.0778473343818134
"120",0.102438764420382
"121",0.0858329883310762
"122",0.113454115008855
"123",0.086078690343643
"124",0.0823537224728068
"125",0.115638927333565
"126",0.101914447892552
"127",0.102112863321406
"128",0.0912268009360448
"129",0.110084113953833
"130",0.127432299273251
"131",0.116736107027272
"132",0.128914339300933
"133",0.166751973354242
"134",0.128621191809383
"135",0.105574742955842
"136",0.0993845467966897
"137",0.0963994846809791
"138",0.113121931089817
"139",0.0730445544541378
"140",0.0962166569609764
"141",0.0962128649221777
"142",0.0972356435747115
"144",0.0868686938493234
"145",0.141134778363842
"146",0.074507865140954
"147",0.100058301872107
"148",0.0831097577057879
"149",0.0897165675448386
"150",0.112470610567233
"151",0.109138565844076
"152",0.146247560678875
"153",0.0849480275677207
"154",0.0865087278952
"155",0.125308293618509
"156",0.100828714648996
"158",0.117732853355168
"159",0.102031434960016
"160",0.0986033496978972
"161",0.0810397787565966
"162",0.141781564502834
"163",0.0733229171790615
"164",0.0651800740163715
"165",0.0677151523566604
"166",0.113618841298883
"167",0.115763695384947
"169",0.114972548393416
"170",0.128034564331238
"171",0.104232994133773
"172",0.0838480563580083
"173",0.158543494006225
"174",0.0713951710668192
"175",0.078978610436849
"176",0.106568470066135
"177",0.0873697904163757
"178",0.100201645926406
"179",0.087983171196466
"181",0.0924289903880733
"182",0.105467995339798
"183",0.0854227519422381
"184",0.0952131949680078
"185",0.0870125233287586
"186",0.140645370355043
"187",0.0825610491994682
"188",0.0956737013025924
"189",0.106699076699207
"190",0.124493376002599
"191",0.0815738205731159
"193",0.100992898806934
"194",0.065745919436714
"195",0.098330102154428
"196",0.0918770044694409
"197",0.0639045786650969
"198",0.0845542598081867
"199",0.0801108867589669
"200",0.0827916013133122
"202",0.0906074417179575
"203",0.0838571788029563
"204",0.121730751811598
"205",0.0863744165612417
"206",0.102821966472931
"207",0.114228677423771
"208",0.0730868864173446
"209",0.0798952808241534
"210",0.0731532930908075
"211",0.10381871869849
"212",0.0916655553149254
"213",0.0839542461660341
"214",0.0759600010316179
"215",0.094244629091074
"216",0.0866608316728034
"217",0.0892264107998886
"218",0.098369379672449
"219",0.13762733064035
"220",0.0870258689277556
"221",0.0862481064928248
"222",0.144134464027309
"223",0.124365546603828
"224",0.119484612159241
"225",0.0888795418989133
"226",0.0565380352888986
"227",0.10260964243944
"228",0.121744879999427
"229",0.103998703265302
"230",0.0948239184753895
"231",0.0747757547329101
"232",0.127365279016652
"233",0.110090187147348
"234",0.116370285113559
"235",0.125229167296171
"236",0.111100582454382
"237",0.0931091611511596
"238",0.128207723022803
"239",0.087612956764744
"240",0.0995962043500962
"241",0.0937497606666557
"242",0.12436473825494
"243",0.0972510791533355
"244",0.0747717397704497
"245",0.0907720632811322
"246",0.0959932018945747
"247",0.106328569264578
"248",0.0812283009541852
"249",0.0899168265755586
"251",0.0675721614272629
"252",0.120389768084358
"253",0.154051660620957
"254",0.109506394410373
"255",0.10605067295179
"256",0.114208614363858
"257",0.0977178044305527
"258",0.116708843205733
"259",0.0745290410039898
"260",0.101860262832764
"261",0.121808721228532
"262",0.0839539500962158
"264",0.0787188314906205
"265",0.0922875917781224
"266",0.11869083822201
"267",0.0869595034822208
"268",0.0928615427929064
"269",0.114884492611864
"270",0.0948290931421578
"271",0.10459598853771
"273",0.0988813812146427
"274",0.0932205645399022
"275",0.117391241782575
"276",0.113010220883642
"277",0.114687897805677
"279",0.101020689762738
"280",0.0784202764784526
"281",0.0981824228375622
"282",0.0944625689659138
"283",0.0828191442770167
"284",0.089381788743939
"285",0.130823436284977
"286",0.0884550879149072
"287",0.112147186488507
"288",0.100057606461536
"289",0.0921587367574408
"290",0.145716643772502
"291",0.122744419724543
"292",0.0878615239084662
"293",0.104589564615605
"294",0.0851427856424922
"295",0.1490662668526
"296",0.117207290071647
"297",0.0970513519996864
"298",0.0870311982243817
"299",0.131817496713889
"300",0.116715246358965
"301",0.117313694189999
"302",0.128514538935803
"303",0.107076536175795
"304",0.0725024144368972
"305",0.0903165690614879
"306",0.0876796388989803
"307",0.0763907685384017
"308",0.143439271424563
"309",0.10392244140964
"310",0.107923476582025
"311",0.106020814377355
"312",0.0898314287443283
"313",0.116207003000581
"314",0.112215743360366
"315",0.101665499136069
"316",0.065214231449892
"317",0.101939124007002
"318",0.112811437915103
"319",0.144123857758754
"320",0.0695350692761094
"321",0.117809915672251
"322",0.0737885293406743
"323",0.121598372425054
"324",0.0993416960416098
"325",0.154754905067083
"326",0.160657884508816
"327",0.201528832770408
"328",0.0934909613005948
"329",0.077851956445828
"330",0.0726029565943677
"331",0.124078970678993
"333",0.168453461363776
"334",0.116905697952446
"336",0.141611418395583
"340",0.138873408481919
"341",0.100429824899525
"342",0.104108314286666
"343",0.127142518037683
"344",0.0694408873949461
"345",0.088325446851064
"346",0.109178687172231
"347",0.0934132212890962
"348",0.0969947530491322
"349",0.120308371796766
"350",0.0955227663958297
"351",0.100457932474767
"353",0.079847202968588
"354",0.102523007883419
"355",0.105844664982498
"356",0.0860722341385549
"357",0.122819856525133
"358",0.143472485277163
"359",0.0856173650343175
"360",0.102489734429573
"361",0.0924212134487488
"362",0.0960822836696665
"363",0.128617653599023
"365",0.0933960050238954
"366",0.107121732873062
"367",0.0911543636534863
"368",0.115971426080049
"369",0.140641161462247
"370",0.11921228307149
"371",0.0865145767415714
"372",0.101826382091146
"373",0.108361932553443
"374",0.117166421468273
"375",0.103009165354657
"376",0.0855076756656168
"377",0.131074284421641
"380",0.0936680563655521
"381",0.111858965430982
"382",0.0900975921644219
"383",0.0765047695089362
"385",0.0817118777863965
"386",0.0911545399573008
"387",0.100621174000822
"389",0.135398164886593
"390",0.0832254027133632
"391",0.0928318964235787
"392",0.0941807453581471
"393",0.0943392920241008
"394",0.0879996320419619
"395",0.0809421575977047
"396",0.0718752380594353
"397",0.0971125706191634
"398",0.0917265151146033
"399",0.0992402764634104
"400",0.13135484101956
"401",0.121623874601657
"402",0.0889405352479423
"403",0.0999982929653926
"404",0.0730862988158153
"405",0.120110708887278
"406",0.0745855083546292
"407",0.0812375780067645
"408",0.115882260489492
"409",0.0996871696082261
"410",0.0957972915104681
"411",0.0877290403650639
"412",0.125604711076627
"413",0.119284217895762
"414",0.0787741246946513
"415",0.0859262449268002
"416",0.124842047501251
"417",0.0857881171687661
"418",0.0894470039323931
"419",0.0832914424986414
"420",0.0884967480669034
"421",0.0767971574392199
"422",0.108067846072667
"423",0.137569431842916
"425",0.0972556098796738
"426",0.102457461504385
"427",0.0980072098398095
"428",0.0877417994132201
"429",0.0851715478407162
"430",0.12045541522562
"431",0.136414889143096
"432",0.109794607347257
"433",0.0553990574986544
"434",0.0931743238057814
"435",0.113801715993256
"436",0.0910121716171326
"437",0.115237949827405
"438",0.0950573443168066
"440",0.0782213331582866
"441",0.123021066610732
"442",0.0669264275519003
"443",0.115308103331829
"444",0.0937688616661888
"445",0.145523177154266
"446",0.110847262733024
"447",0.107050709742608
"448",0.106161248453591
"449",0.0902394961231797
"450",0.110643385900184
"451",0.132480462209791
"452",0.0844498104366762
"453",0.0899937186771771
"454",0.118839098662958
"455",0.0715275118350895
"456",0.0874510915891303
"457",0.101548731404622
"458",0.103218159977647
"459",0.0942880739424228
"460",0.10898718638058
"461",0.0750286018713299
"463",0.102817031497499
"464",0.125500925716805
"465",0.0701271489004124
"466",0.107592670616655
"467",0.0722621830045952
"468",0.1540830387289
"469",0.103499023859556
"470",0.0918460220037788
"471",0.0946733960837249
"472",0.0949678093023069
"473",0.0893116117405853
"474",0.0872140997407592
"475",0.0988037622295428
"476",0.104866433245098
"477",0.104233724837343
"478",0.0939130107509334
"479",0.100009146832427
"480",0.122048878503886
"481",0.114155629595026
"482",0.121232861288169
"483",0.109865699742031
"484",0.113030406478488
"485",0.0929430547812939
"486",0.132598036765172
"487",0.102488147702359
"488",0.0882415078811725
"489",0.108413329523785
"490",0.09330838859205
"491",0.120601136232961
"492",0.110451979457473
"493",0.120839526108006
"495",0.140987286085881
"496",0.125792327704622
"497",0.119592916475432
"498",0.106898397972546
"499",0.0863057680300862
"500",0.0669310309355848
"501",0.0744901886426206
"502",0.101834036714977
"503",0.0985286105771466
"505",0.117830531843442
"506",0.099671679317239
"507",0.135650163219167
"508",0.0710241786714044
"509",0.130974314833242
"510",0.0857908166223189
"511",0.135334534614553
"513",0.0754270838426634
"514",0.0882265313501341
"515",0.126755710059608
"516",0.061790591325626
"517",0.0958481878199114
"518",0.0949754143725159
"519",0.115485931711506
"520",0.0872339634813488
"521",0.0956686682560265
"522",0.100951297228325
"523",0.0765146149994528
"524",0.0818086431120314
"525",0.0881197129129364
"526",0.102779100768072
"527",0.0726129720750037
"528",0.0744579791384005
"529",0.128911089953949
"530",0.122718996220176
"531",0.0696752223195262
"532",0.172785979972229
"533",0.141242094534627
"534",0.101052583936035
"535",0.100711131569307
"536",0.0800441752349465
"537",0.100350965858032
"538",0.141985775089008
"539",0.11764292436582
"540",0.0770373117471579
"541",0.0831140221376313
"542",0.0923936363737202
"543",0.10559058731074
"544",0.0846329240351471
"545",0.102550051740003
"546",0.156502716554954
"547",0.131934359251458
"548",0.141601704268214
"549",0.127754467037943
"550",0.129556826139555
"551",0.149758091801655
"552",0.102968609149594
"553",0.0917876287155666
"554",0.12320025323367
"555",0.0866914573384362
"556",0.150040960263805
"557",0.099634159518085
"559",0.151981382519495
"560",0.0921589561274374
"562",0.0800431435835425
"563",0.11799817672323
"564",0.096582569739452
"565",0.125932549819634
"567",0.151328179636634
"568",0.0916236014643115
"569",0.114202242568577
"570",0.142913511587416
"571",0.116953688631314
"572",0.0737335494968834
"573",0.122519600738954
"574",0.0719222073764735
"575",0.0882707871186707
"576",0.112438559559829
"577",0.175202612761283
"578",0.0927187121408157
"579",0.072277852145077
"580",0.129316290294316
"581",0.0979835936350781
"582",0.122916289633899
"583",0.0827125865377429
"584",0.0506755906000401
"585",0.0800510747875501
"586",0.0954339170147421
"587",0.116403322656433
"588",0.0969955171053046
"589",0.140987537370357
"590",0.144425206781055
"591",0.084621932726249
"592",0.0996464521003589
"593",0.0976503225750182
"594",0.0991211295715678
"595",0.088061765128125
"596",0.0602885577068774
"597",0.0916771981011428
"598",0.0761472284914754
"599",0.114443779755539
"600",0.128464203386214
"601",0.115592056695786
"603",0.117487261537218
"604",0.102612579454355
"605",0.0921417675284323
"606",0.103249363283948
"607",0.0748035994026402
"608",0.0901167380242965
"609",0.095789610346778
"610",0.104202435118663
"611",0.093409432439307
"612",0.130943445897769
"613",0.0887003449896307
"614",0.0810155650700869
"615",0.0971214934104672
"616",0.0886530137318261
"617",0.0730277836762277
"618",0.10953291129459
"619",0.0933125749120449
"621",0.0789917131907579
"622",0.0842802612594154
"623",0.0902354952314506
"624",0.0858556105864772
"625",0.130016935489272
"628",0.108355965957838
"629",0.166275597727048
"630",0.0982431385558759
"631",0.121767570931005
"632",0.0987332302496925
"633",0.0711567301341528
"634",0.094175927869532
"635",0.0912642611422625
"636",0.10516856851641
"637",0.142231956114593
"638",0.0871358369072865
"639",0.0925479632109732
"640",0.110359993886017
"641",0.0870251442241742
"642",0.0755491638708542
"643",0.0888135590495524
"644",0.0983496029496263
"645",0.0832478502388199
"646",0.0753296215283757
"648",0.0964182978725521
"649",0.0911256711433062
"650",0.130885061937303
"651",0.0984953638605131
"652",0.0663135045417832
"653",0.122422069244855
"654",0.082275154937602
"655",0.0920506945937631
"656",0.115086807632896
"657",0.120035814192967
"658",0.110738805617198
"660",0.108057168546813
"661",0.124563447557175
"662",0.0640314462971968
"663",0.0946907484694931
"664",0.0784680422489528
"665",0.0883371184157268
"666",0.123981826668704
"667",0.102353877500884
"668",0.0909918730469645
"669",0.0817422516985265
"670",0.119728128658173
"672",0.0892840738041584
"673",0.0901972521569304
"674",0.0745255167558843
"675",0.109610064287908
"676",0.0879553178818836
"677",0.118328473299515
"678",0.0994902097320802
"679",0.147155234406642
"680",0.111115741462851
"681",0.150613893443406
"682",0.0810047761839331
"683",0.128002079436634
"684",0.124012117700333
"685",0.098883226322972
"686",0.0930893721335783
"687",0.104458978056699
"688",0.138209142308027
"689",0.10078891377232
"690",0.0784007596550209
"691",0.0924216952221602
"692",0.102556510035267
"693",0.0921863894436811
"694",0.100808427306983
"695",0.127015980014243
"696",0.099883171707206
"697",0.0823542785439582
"698",0.137593943009667
"699",0.0987933099245276
"701",0.0757469745621175
"702",0.0792514051758287
"703",0.0891468803542319
"704",0.0896630791146571
"705",0.0919568696461773
"706",0.0833371904083345
"707",0.0713672685989259
"708",0.112363356642129
"709",0.0773826219921973
"710",0.0737762142396601
"711",0.0706149202753879
"712",0.216251774162776
"713",0.124423767302885
"714",0.0797273009406839
"715",0.0538539488942415
"716",0.0770263973681396
"717",0.112021177808596
"718",0.06838451162831
"719",0.105009932174026
"721",0.0868723294618936
"723",0.0648520437142565
"724",0.08084638903551
"725",0.102442709565911
"726",0.118147093785401
"727",0.111051877089441
"728",0.0992545422840947
"729",0.0819733700555717
"731",0.0848138919511113
"732",0.0871213971610466
"733",0.0916150992299229
"734",0.122545745050705
"735",0.185117226409494
"736",0.152294418345971
"737",0.0841950346547266
"739",0.115289570612057
"740",0.0909938129339032
"741",0.12583781800011
"742",0.08240801194954
"743",0.0994737286032903
"744",0.0862412951916209
"745",0.185956750775123
"746",0.11464364183202
"747",0.11976421982261
"748",0.0970846917300598
"749",0.120295174975577
"750",0.127412865428834
"751",0.0949072591226563
"752",0.0696419490803118
"753",0.0984239644389195
"754",0.104860726015335
"755",0.103802675006307
"756",0.0895841907898202
"757",0.0905523576793165
"758",0.146116502657347
"759",0.133352089338146
"760",0.100545516376845
"761",0.0958389028101841
"762",0.0960105934756287
"763",0.0741082052450726
"764",0.194391185885194
"766",0.120323627853765
"767",0.098523895579813
"768",0.112840003960679
"769",0.0831178323953845
"770",0.126351348676966
"771",0.140896163477122
"772",0.0994172894241861
"773",0.114449482539163
"774",0.102858453306428
"775",0.0642109836208983
"776",0.108246582016202
"777",0.122197912944913
"779",0.094145063569763
"780",0.0840721852816787
"781",0.0950207422878332
"783",0.0594691769481233
"784",0.10344695011258
"785",0.0981357983625537
"786",0.121753727373141
"787",0.100530713729912
"789",0.10976541396608
"790",0.0979057320975153
"791",0.0475426633652922
"792",0.111159856114183
"793",0.0814318451858055
"794",0.125273083277575
"795",0.229182064884656
"796",0.0848144891288983
"797",0.134263529010263
"798",0.108031256348566
"799",0.10492184247089
"800",0.096152659425864
"801",0.108991851693808
"802",0.176573927119606
"803",0.137595494178682
"804",0.136030676092916
"805",0.0809967319327552
"807",0.106262430417303
"808",0.0920308815149516
"809",0.0813163206965251
"810",0.122433399721072
"811",0.120635450576895
"812",0.161303129371597
"813",0.125160883714706
"814",0.113243616144896
"815",0.11390440339652
"816",0.0971719367436075
"819",0.105989041163414
"821",0.0833799870534811
"822",0.117349811313683
"823",0.137383564168398
"824",0.128470183334569
"825",0.145949858238955
"826",0.0923245693106129
"827",0.113337781620721
"828",0.125100257989949
"829",0.104289250329119
"830",0.107123471597871
"831",0.0986917515481028
"832",0.10487286601709
"833",0.135287961633703
"834",0.0673002021095431
"835",0.12510396321399
"836",0.0886646237449617
"837",0.0658139954384189
"838",0.0966276154749012
"839",0.112777592886583
"840",0.115911965121512
"841",0.0821961727086643
"842",0.0948349212037221
"843",0.112296888095453
"844",0.0714148650608743
"845",0.131909376506984
"846",0.0853377296507721
"847",0.105178265410364
"848",0.102462521675757
"849",0.144110580803045
"850",0.221154633969784
"851",0.0828360505316689
"852",0.096652812079623
"854",0.114776733215344
"855",0.109126812485634
"857",0.0803932861623178
"858",0.114654361835447
"859",0.127745219645326
"860",0.11924887916067
"861",0.0796169841632405
"862",0.184642889692954
"863",0.116488239863421
"864",0.0784781014921035
"865",0.0936241136309378
"866",0.0649048008115204
"867",0.0932102421350076
"868",0.0684310660333925
"869",0.0914248961651259
"870",0.12942085253992
"872",0.0784827054596669
"873",0.0638746355213925
"874",0.0952238198602927
"875",0.105301510692914
"876",0.0713096561423104
"877",0.105288527222544
"878",0.126837126232293
"879",0.101937522553971
"880",0.130735286373437
"881",0.0873948366100706
"882",0.0822253745568633
"883",0.119166741940803
"884",0.0902398097398933
"885",0.0949621905435822
"886",0.0899518836457512
"887",0.0944766459813105
"888",0.118211289048398
"889",0.103945361513764
"890",0.112739055926266
"891",0.0909262062095597
"892",0.078956092928225
"893",0.11107148527997
"894",0.0852126064636827
"895",0.127684181554644
"896",0.0986890904311795
"897",0.0804698706809516
"898",0.100751607863057
"899",0.0772056094302206
"900",0.0749089013195191
"901",0.0703795539473471
"902",0.0973555725870708
"903",0.10928868818779
"904",0.145834079510353
"906",0.102565007259405
"907",0.119546685798462
"909",0.12404557268636
"910",0.0892273307290251
"911",0.0836506778039113
"912",0.0988729315564885
"913",0.0643034695195328
"914",0.0928329896021472
"915",0.100727831235401
"916",0.114569388067381
"917",0.109564680017082
"918",0.105581499098612
"919",0.134516925818687
"920",0.0750490173351659
"921",0.100538462935188
"922",0.0984849636575087
"923",0.101751712058185
"924",0.105417560503027
"925",0.0913440884933425
"926",0.0911350750364049
"927",0.07528075906817
"928",0.114139847065383
"929",0.0997881675819864
"930",0.0995461349208199
"931",0.0830947188329553
"932",0.119153336518823
"933",0.0797512674131947
"934",0.105028734602937
"935",0.135163063896482
"936",0.11454077411135
"937",0.0843743301880947
"938",0.132610103735137
"939",0.086368590229242
"940",0.119664948612378
"941",0.060477176401527
"942",0.060450718392809
"943",0.0669019998257745
"944",0.099062635854209
"945",0.0863792636756317
"946",0.0885861230644239
"947",0.103559232934312
"948",0.122343089145489
"949",0.0613236726278817
"950",0.0856584845038139
"952",0.112180841620681
"953",0.0795724462874674
"955",0.133421941183561
"956",0.09235305291601
"957",0.0660895356312402
"958",0.129551706880075
"960",0.0797580760426654
"961",0.0657287311581787
"962",0.102970855315766
"965",0.10006075552787
"966",0.119723498992743
"967",0.14844557449748
"968",0.0923891102422066
"969",0.118472403169638
"970",0.130248939509037
"971",0.0784998037233481
"972",0.0851871298658
"973",0.0934035261904968
"974",0.117172785933908
"975",0.0995458005994629
"976",0.0928381418790584
"977",0.115929100717767
"978",0.071036538449851
"980",0.127254461029547
"981",0.129471708784959
"983",0.117832070090007
"984",0.0952408045870851
"985",0.11655547179028
"986",0.128181883254322
"987",0.0892646516304768
"988",0.0962630760329898
"989",0.0712969856066184
"990",0.203294597549692
"991",0.100678359068967
"992",0.0737085446457383
"993",0.128794042604664
"994",0.0800334707186326
"996",0.114948067610328
"997",0.102583984090614
"998",0.100310426415409
"999",0.0897586405035916
"1000",0.102812082514277
"1001",0.089526685582246
"1002",0.0794492939650854
"1003",0.0903633867331962
"1004",0.0895915120358302
"1005",0.0980616279551517
"1006",0.0989505471608197
"1007",0.114250696746824
"1008",0.0918488553935412
"1009",0.0806227273423698
"1010",0.11330945130924
"1011",0.100365496354672
"1012",0.0765732812214192
"1013",0.0676254393704994
"1014",0.0793043307310013
"1015",0.0843581802928672
"1016",0.140979889527727
"1017",0.141767794668163
"1018",0.10349073280046
"1019",0.0993674299868176
"1021",0.135738896906769
"1022",0.0694740328257958
"1023",0.0865417280275344
"1024",0.0887582145503218
"1025",0.111590535488413
"1026",0.124226039364951
"1027",0.126060426869507
"1028",0.108130390468032
"1029",0.110871877784229
"1030",0.124099519593887
"1031",0.1074544236003
"1032",0.12798753613812
"1033",0.147671137220757
"1034",0.131484263877431
"1035",0.12317170391721
"1036",0.1285593569173
"1037",0.102784043922496
"1038",0.101952121739032
"1039",0.0968457460696686
"1040",0.0852705167083363
"1041",0.141025182721897
"1042",0.122938630278365
"1043",0.100846475922892
"1044",0.0857700984520165
"1045",0.0920003955675436
"1046",0.0973233670880627
"1048",0.121667651016559
"1049",0.0939021529242409
"1050",0.0746505746389695
"1051",0.0968918413037974
"1052",0.0851599972804266
"1053",0.0519139729704378
"1054",0.0661525217153514
"1055",0.109607203456594
"1056",0.113781112388015
"1057",0.0811634315476542
"1058",0.083026806402078
"1059",0.0872178836463542
"1060",0.0730977596406348
"1061",0.111284961543379
"1062",0.0859540220759561
"1063",0.0948103451420964
"1064",0.0858199112656297
"1065",0.0771697528637818
"1066",0.104045290864911
"1067",0.111458787048565
"1068",0.0930310426449887
"1069",0.0893850192733888
"1070",0.0946869662072991
"1071",0.0943365829769104
"1072",0.111736382254559
"1073",0.0819799804104168
"1074",0.0862171200548772
"1075",0.0831793959754933
"1076",0.104226076019085
"1077",0.0803121692759349
"1078",0.0726859661175037
"1079",0.0934684080123439
"1080",0.11459076713108
"1081",0.131421416292594
"1082",0.0946585046468032
"1083",0.0865201117442077
"1084",0.122430918384524
"1085",0.180295955067612
"1086",0.0896956186102162
"1087",0.0855143483590747
"1088",0.0849039102911647
"1089",0.122422502012352
"1090",0.0719401990517525
"1091",0.0984226989264883
"1092",0.10054797162088
"1093",0.113678024438937
"1094",0.118610701556421
"1095",0.110314861468297
"1096",0.119260899458379
"1097",0.076376701724286
"1098",0.0607162434071155
"1099",0.0853837954154417
"1100",0.0984745409534335
"1102",0.0896296514201362
"1103",0.0787708918404734
"1104",0.0845518207978405
"1105",0.091661844628109
"1106",0.0949027078630862
"1108",0.0787247051510842
"1109",0.1063762723915
"1110",0.0747393822880494
"1111",0.102152428585257
"1112",0.0985621892351923
"1113",0.0942913878221016
"1114",0.0990467839398341
"1115",0.100067220794418
"1116",0.107923701312792
"1117",0.112397090655142
"1119",0.0662767179729637
"1120",0.0841705909973024
"1121",0.107671414519042
"1122",0.0890445136854499
"1123",0.075145833133713
"1124",0.116154603323463
"1125",0.130401769674465
"1126",0.082080933479421
"1127",0.123475800678472
"1128",0.125395146815093
"1129",0.106787480938642
"1130",0.106831336600866
"1131",0.100580041846371
"1132",0.100768476036276
"1133",0.116510693342233
"1134",0.106220292336756
"1135",0.120858156347403
"1136",0.0874172744418932
"1137",0.145867151807106
"1138",0.0933925840785988
"1139",0.108348301287517
"1140",0.121253590369598
"1141",0.111879460715701
"1142",0.0919894443729826
"1144",0.2018382958671
"1145",0.157955246975813
"1146",0.0817681741926892
"1147",0.106261625673722
"1148",0.0958381438064495
"1149",0.118500063226574
"1150",0.168409867681575
"1151",0.108481663974863
"1152",0.134819237189192
"1153",0.0714447622621992
"1154",0.0997216797380363
"1155",0.0926296939275517
"1156",0.0948429891197037
"1157",0.104859847454542
"1158",0.0857504401477792
"1159",0.10787772614227
"1160",0.0821760028487444
"1161",0.0905333141856539
"1162",0.0962888553575151
"1163",0.145066928852238
"1164",0.113416148176776
"1165",0.136000406452115
"1166",0.113077627554149
"1167",0.103140122500615
"1168",0.111418596928889
"1169",0.076538844612535
"1170",0.0629397241770723
"1171",0.110816729600733
"1172",0.0945861504559102
"1173",0.0925329761220855
"1174",0.111768871733942
"1176",0.0897618920671699
"1177",0.11550421858071
"1179",0.115232739047417
"1180",0.103522506696439
"1181",0.0899659935887695
"1182",0.11099026764579
"1183",0.0846132894786542
"1184",0.0973715440575918
"1185",0.133627505239261
"1186",0.076823845500765
"1187",0.121288618787823
"1189",0.105885799390682
"1191",0.097750378210194
"1192",0.0907350098202766
"1193",0.140882114511096
"1194",0.115400407128249
"1195",0.100049432233165
"1196",0.073696250925606
"1197",0.0816781120333839
"1198",0.197834043683256
"1199",0.104789490375462
"1200",0.101655880239901
"1201",0.10882081399815
"1202",0.11599484867461
"1203",0.0947595779023491
"1204",0.0942695862743939
"1205",0.0871782913876826
"1206",0.113334732251865
"1207",0.0973739158090857
"1208",0.111999698810223
"1209",0.0882718927429962
"1210",0.0910229864078303
"1211",0.101434657285712
"1212",0.0862434100542348
"1213",0.0925268045963284
"1214",0.128642599046873
"1215",0.111603791721407
"1216",0.0957119732357066
"1217",0.119300510456339
"1218",0.0944257266663662
"1219",0.0840891531379803
"1220",0.0995070849655367
"1221",0.11188787669334
"1222",0.10952165169522
"1223",0.133955103623878
"1224",0.0749965988446067
"1225",0.085081015306998
"1226",0.0923519995170095
"1228",0.0822110145935056
"1229",0.120896266564113
"1230",0.145886280022491
"1231",0.0822364969403285
"1232",0.0735634282344439
"1233",0.109696810572413
"1234",0.09386285536183
"1235",0.0907069004459477
"1236",0.0740371424300208
"1237",0.118673988623468
"1238",0.0715954745742598
"1239",0.095487193218771
"1240",0.0948998630158531
"1241",0.122214287759854
"1242",0.10533040184941
"1243",0.100074693979103
"1244",0.0883552928850649
"1245",0.0933519560607399
"1246",0.087793273983752
"1247",0.0921602750740382
"1248",0.167236444054456
"1249",0.118744423152955
"1251",0.0808322705000203
"1252",0.0842815955116217
"1253",0.103474148993811
"1254",0.0969770906242682
"1255",0.129204726094106
"1256",0.0549606404726337
"1257",0.071375064592595
"1258",0.125508205518032
"1259",0.121696617171345
"1260",0.0922604877019555
"1261",0.077595476514196
"1262",0.0971620846803505
"1263",0.0976036734014012
"1264",0.113363938741155
"1265",0.114393914892251
"1266",0.0760213712126123
"1267",0.091472664896003
"1270",0.0836547728351576
"1271",0.111027215782223
"1272",0.098851340933503
"1273",0.0729828267091092
"1274",0.0786182452799136
"1275",0.0814527203123587
"1276",0.0866571556398698
"1277",0.108359821219401
"1278",0.0931848354867472
