"","X10...soybe.predict...soybe.data.mean_soybe....1."
"94",0.142652707604928
"95",0.101906573729342
"96",0.0959505892421353
"97",0.0952031427872045
"98",0.101683191808445
"99",0.124959139352564
"100",0.0899679700057556
"101",0.0863537703559372
"102",0.106169338869672
"103",0.134911511665666
"104",0.122898882409903
"105",0.0840210622580446
"106",0.12112910836403
"107",0.0975986370382839
"108",0.133124492172277
"109",0.0842623187809604
"110",0.112440358420949
"111",0.0902441561961511
"112",0.092673763164021
"114",0.101489060686309
"115",0.139725883430537
"116",0.110238476258955
"117",0.0920745905019025
"118",0.0826300658920126
"119",0.116211924417397
"120",0.092393068376065
"121",0.120349270857287
"122",0.113720605488706
"123",0.11716984241117
"124",0.136830268384248
"125",0.0992651050202409
"127",0.126302955980148
"128",0.0770971348948674
"129",0.0942112737819553
"130",0.0952539754513457
"131",0.0920213735283098
"132",0.0912525275975859
"134",0.0898620487868772
"135",0.107879822061414
"136",0.100328454882619
"137",0.0949391561843199
"138",0.100347003819924
"139",0.115614521071
"140",0.115048714558456
"141",0.106256988404638
"142",0.0800624989355039
"143",0.104346819070154
"144",0.0862434258130097
"145",0.0955990223885246
"147",0.0920220393173985
"148",0.0949522924328694
"149",0.0879952680542117
"150",0.152538626583673
"151",0.0960545328463553
"152",0.0957640432133962
"153",0.0973635412032069
"154",0.1087968836165
"155",0.090848255259035
"156",0.10188001536178
"157",0.0893279714427184
"158",0.0966834273105002
"159",0.122317716719537
"161",0.0740085400050674
"162",0.0685042590452779
"163",0.112535392944287
"164",0.0934539305100927
"165",0.104385574815582
"166",0.0998722929023457
"167",0.092844520843444
"168",0.0947663829028094
"169",0.0964795681804976
"170",0.089006757682417
"171",0.102196348980024
"172",0.0794258715945024
"173",0.0969552499546245
"174",0.135934544405222
"175",0.0844233148612141
"176",0.0837628098663475
"177",0.128249892787218
"178",0.091292796111529
"179",0.08605150976091
"180",0.0903293186824071
"181",0.127175789342512
"182",0.0998542255018136
"183",0.0976000957788069
"184",0.104807497640145
"185",0.0989586262005782
"186",0.0751371545754557
"187",0.122550722227071
"188",0.099293506882317
"189",0.0982443596007904
"190",0.082347770585999
"191",0.125114012772073
"192",0.0929664165981049
"193",0.125750918274126
"194",0.0835545326831814
"195",0.102904057715108
"196",0.0948134745021446
"197",0.102271847433858
"198",0.0822113760708904
"199",0.0833832752003093
"200",0.0904007803844655
"202",0.121893249585805
"203",0.109326221279258
"204",0.0969932326810259
"205",0.118329714828562
"206",0.110737712053169
"207",0.082360763974896
"208",0.0992204699091802
"209",0.11523936730216
"210",0.0860908751332002
"212",0.0941742620868142
"213",0.088665867490439
"214",0.100970841868788
"215",0.0903046724388993
"216",0.103552815345114
"217",0.110242113505226
"219",0.0993864341585342
"220",0.0882744626268825
"221",0.145391792407628
"223",0.0993813822065618
"225",0.101763058790934
"226",0.0928530881441205
"227",0.0851238453849326
"228",0.100162420052583
"229",0.0912361978044055
"230",0.0992073749756822
"231",0.0842463137922499
"232",0.113579469274363
"233",0.0763417945146975
"234",0.102795384773889
"235",0.136813603239297
"236",0.115923634585812
"237",0.101026117111601
"238",0.107028100240831
"239",0.125360116346688
"240",0.0920538779269636
"241",0.0969151810007112
"242",0.0659376331784379
"243",0.0983527142970281
"244",0.103308062899528
"245",0.0840511623129998
"246",0.0800798120470585
"247",0.11602008002125
"248",0.117116078507591
"249",0.124764187956458
"250",0.0971197671321848
"251",0.0929424670318064
"252",0.124154240513441
"253",0.122363351205104
"254",0.0834038405191157
"255",0.0550391576488938
"256",0.0999104915652987
"257",0.0934312079445713
"258",0.0821228458804286
"259",0.0964112545501537
"260",0.142281571293115
"261",0.122601523048843
"262",0.110187952984834
"263",0.10453378613329
"264",0.106497078478738
"265",0.13826835973122
"266",0.144984618096879
"267",0.0919361588405575
"268",0.0790750639080438
"269",0.11491176150405
"270",0.0893787759777981
"271",0.108605381379366
"273",0.168033879578067
"275",0.0829926808540729
"276",0.0967161003529034
"277",0.11792506634218
"278",0.0839125608884179
"279",0.0991818462802778
"280",0.0914818988790486
"284",0.0694486515823245
"285",0.0970358998532476
"286",0.104688832134449
"287",0.0936498723049426
"288",0.0893555389458027
"289",0.0894357218606008
"290",0.105797724076133
"291",0.0924556152840186
"292",0.102105443559848
"293",0.0797599867347164
"294",0.105064862295071
"295",0.0875570062568882
"296",0.117828107059497
"297",0.145407963874901
"298",0.112882337609102
"299",0.0947862158915444
"300",0.0732678576259108
"301",0.0868756666920322
"302",0.113977039463552
"304",0.0988071517801895
"305",0.118793112540804
"306",0.114028630041284
"307",0.119632118908824
"308",0.102922858610429
"309",0.142286474850212
"310",0.0873829994920876
"311",0.106588656606099
"312",0.114488537077914
"313",0.109920096047809
"314",0.09470282998308
"315",0.0917221039055527
"318",0.104333555798897
"319",0.0917806509586036
"320",0.0945276765801532
"321",0.107945931882123
"322",0.0958009774054096
"323",0.0918024892718544
"325",0.0994407803088615
"326",0.0809454469366792
"327",0.0880434434764309
"328",0.0711222546671219
"329",0.10034993669315
"330",0.0796742605863801
"331",0.0776137339069405
"332",0.0990273123282896
"333",0.0976655235306717
"334",0.103454037884287
"335",0.0911701808212141
"336",0.0868113961912539
"337",0.0995286086834978
"338",0.0827993939768054
"339",0.108416309049975
"340",0.0772009251108676
"341",0.155990589034714
"342",0.124208439578369
"343",0.0966169084968204
"344",0.0934905953339466
"345",0.103621787160533
"346",0.113295479673735
"347",0.0993461969205462
"348",0.0758500137148864
"349",0.0901981961823984
"350",0.092758319808106
"351",0.0677940421095688
"352",0.097045971096698
"353",0.108542553632648
"354",0.0846978557265677
"355",0.0797746925891944
"356",0.124778934783004
"357",0.142358255201349
"359",0.0998560294413744
"360",0.107147094497592
"361",0.086639921054693
"362",0.0815766068555227
"364",0.0702524281829311
"365",0.092766429368137
"366",0.0959971657628348
"367",0.101716815223817
"368",0.091964019675742
"369",0.0885920965256494
"370",0.0902380131730087
"371",0.102058954718538
"372",0.0911100510412184
"373",0.119642889591363
"374",0.0810212289774829
"375",0.118455677567138
"376",0.098226460854535
"377",0.121260062944458
"378",0.0931335145363781
"379",0.172580759793791
"380",0.0824996617420057
"381",0.104443824495285
"382",0.0795826631880996
"383",0.101567555209523
"384",0.104562571944619
"385",0.0831004214570039
"386",0.0814975026817104
"388",0.103547809768392
"389",0.0949649532058732
"390",0.121257733998851
"391",0.0961216056971127
"392",0.108417188230284
"393",0.0959712461040745
"394",0.101181951245419
"395",0.108939158206639
"396",0.0642322962119987
"397",0.0872398899590396
"398",0.0831170639955864
"399",0.0925595946471118
"400",0.10895807021905
"401",0.102033802269578
"402",0.152985699557194
"403",0.0992293939291779
"404",0.0858249818477479
"405",0.114305203805455
"406",0.0961031326263838
"407",0.0978345559138115
"408",0.101274558816335
"409",0.125133516685594
"411",0.130527771106282
"412",0.122409975295691
"413",0.108680603421084
"414",0.105154026952309
"415",0.0931239825860524
"416",0.112574843613383
"417",0.12317836713867
"418",0.120400962370701
"419",0.102600853383214
"420",0.0971265732146839
"421",0.109504963070749
"423",0.0919498071446872
"424",0.100832356203534
"425",0.121136961368628
"426",0.0663503191381197
"427",0.093237006266077
"428",0.0813151742670421
"429",0.093914946449769
"430",0.0830067439672528
"431",0.0819586531833395
"432",0.099759503837072
"433",0.089292452850076
"434",0.113838139329466
"435",0.102622181769079
"436",0.123610340778803
"437",0.104437003380782
"438",0.137262919358901
"439",0.134693936767485
"440",0.0896428811299943
"441",0.10022716814391
"442",0.0861703888030688
"443",0.101670782728662
"444",0.0913250612670021
"445",0.0729667981756107
"446",0.137300560864255
"447",0.0767026329840174
"448",0.142798381687272
"449",0.156231933126179
"450",0.145166772908814
"451",0.1394670216848
"452",0.131052638367227
"453",0.0833093137124129
"454",0.0922854675307365
"455",0.0941890487618993
"456",0.114941842335851
"458",0.116835499863164
"459",0.0894412692713114
"461",0.0733712983232952
"462",0.108772938121271
"463",0.0856428174200559
"464",0.104003552647178
"466",0.0796887160329744
"467",0.155438930509808
"468",0.120175751593666
"469",0.112837607331776
"472",0.107288581921067
"473",0.126905161746326
"474",0.115435849114277
"477",0.083808968562272
"478",0.107023814791392
"479",0.11790083332417
"480",0.095773834021755
"482",0.119785227258998
"483",0.0751198074395386
"484",0.10242930354678
"485",0.106428169598425
"486",0.150036621115488
"487",0.10899148625633
"488",0.089542546632008
"489",0.115911168639358
"490",0.0822911870998534
"491",0.0939695960925539
"492",0.0987445613501308
"493",0.105719392471631
"494",0.154850267710804
"495",0.0869590048550427
"496",0.0957290200784189
"497",0.0799934209408461
"498",0.0963154385527265
"499",0.0948182967033415
"500",0.0972854878338141
"501",0.114302984124782
"502",0.110309510881697
"504",0.0994276436380671
"505",0.103425945750517
"506",0.0813945670546334
"507",0.110018445777425
"508",0.115915547497879
"509",0.0909053647156022
"510",0.101796530316481
"511",0.0965012162956979
"512",0.101001677957741
"513",0.116711354441676
"514",0.0840923389723249
"515",0.0747662883103533
"516",0.126049659775135
"517",0.0803666185519541
"519",0.104229455794847
"520",0.0953424436054117
"521",0.0959503417397122
"522",0.104758417564711
"525",0.0707382693797117
"526",0.0972095908415424
"527",0.106655613958809
"528",0.0859647536342004
"529",0.0932987472820307
"530",0.0913572661347348
"531",0.068804621258431
"532",0.0994956097532644
"533",0.0993858447578749
"534",0.129214279993845
"535",0.102618969785461
"536",0.0999941832079028
"537",0.10403565969405
"538",0.0924166456329281
"539",0.0883916858232222
"541",0.0770148810739165
"542",0.0932099977794625
"543",0.117311407155146
"544",0.0910091444115457
"545",0.0736790130607742
"546",0.0951405317029985
"547",0.0897697423108188
"548",0.098933323121028
"549",0.0865254341413409
"550",0.0810065260125702
"551",0.109971110175725
"552",0.0802113378330457
"553",0.0940893347445797
"554",0.0901422962130696
"555",0.0907684208864803
"556",0.0941002617428122
"557",0.105812186058192
"558",0.115388899816806
"559",0.117769938385363
"560",0.10149717058818
"561",0.1369825305716
"562",0.0757202492688477
"563",0.0904087110994397
"564",0.101376845002987
"565",0.091079438672433
"566",0.0884414355973721
"567",0.109194528940467
"568",0.0969257627541177
"569",0.0783117571799969
"570",0.0854669970818528
"571",0.109129981198813
"572",0.100672930899003
"573",0.0861857804251784
"574",0.0960521826073611
"575",0.079699158480075
"576",0.0960986795788736
"578",0.0900530596198053
"579",0.0846982457339071
"580",0.0974764760174381
"581",0.101565799648413
"582",0.0921600879069927
"583",0.096494000249171
"584",0.0913968703734545
"585",0.105356286276401
"586",0.184452445833505
"587",0.129510822250059
"588",0.0877353073236837
"589",0.0894420227280649
"590",0.0898173929807343
"591",0.107046085363348
"593",0.0979815213280991
"594",0.104199997550218
"596",0.0768567904848257
"597",0.0890262474022854
"598",0.11844592284488
"599",0.106097421799931
"601",0.0854424889597235
"602",0.0989284405812408
"603",0.1097434040332
"604",0.0706366736985794
"605",0.087704297992127
"606",0.0963785100300762
"607",0.0989011668475377
"608",0.130289575508837
"609",0.090166660689172
"611",0.100704046463435
"612",0.0914866990692048
"613",0.0960042242691639
"614",0.149073998114423
"615",0.0903977996815316
"616",0.0860807533908797
"617",0.113879144568376
"618",0.105242208821633
"619",0.0879185134675422
"620",0.119139623939399
"621",0.108555642333591
"622",0.0953029680610823
"623",0.0796172812516542
"624",0.0771729809956335
"625",0.137967054983004
"626",0.102588036142694
"627",0.144820719551551
"628",0.0990743919398622
"629",0.0988649175271219
"630",0.169158423682196
"632",0.124225164055341
"633",0.101189765606898
"634",0.105675723543324
"635",0.0995618606935348
"636",0.105668785605245
"637",0.0992866913594099
"638",0.124239039384941
"639",0.103805064751952
"640",0.107247166167523
"641",0.107829534545959
"643",0.103828341071918
"644",0.0961122557724401
"645",0.0873398799873851
"646",0.105888300228803
"647",0.090470948491691
"648",0.121517715468445
"649",0.125182603673066
"650",0.0738994589714381
"652",0.103548816003153
"653",0.0870228638019064
"654",0.122693968016492
"655",0.107337745448613
"656",0.0978344086181713
"657",0.12482736948482
"658",0.180254276222055
"659",0.101220798950765
"660",0.0676029998864446
"661",0.13986489094839
"662",0.101622249350858
"663",0.0963261384390599
"664",0.104323037133847
"665",0.0925172136259577
"666",0.0984619934385162
"667",0.0837325071790761
"668",0.214646295682019
"669",0.1041752227606
"670",0.11888933408138
"671",0.156607802274823
"673",0.0902540397212004
"674",0.135629851259306
"676",0.109894704857767
"677",0.0790640189093606
"678",0.0941996964773561
"679",0.0992488948425218
"680",0.127410082624793
"681",0.0830477552820476
"682",0.104052804940966
"683",0.105311858696053
"685",0.0768924070959874
"687",0.110976107661104
"688",0.150981005623444
"689",0.132348433449399
"690",0.126392411704853
"691",0.100298913860781
"692",0.116081930874443
"693",0.0787559400462889
"694",0.134023798172728
"695",0.0963894668509132
"696",0.0679181907695703
"697",0.102055040631565
"698",0.126026005680697
"699",0.122095011347295
"700",0.12498250740184
"701",0.0863092287864637
"702",0.0884027895326572
"703",0.116661107711947
"704",0.103707181424956
"705",0.0931864958414132
"706",0.0809529125239224
"707",0.098455934984576
"708",0.100716498794484
"709",0.09905421101717
"710",0.176920498786307
"711",0.0994351692833483
"713",0.0960723000740236
"714",0.116342381832836
"716",0.101605881101399
"717",0.0813170283637927
"718",0.0873251553432801
"719",0.0952497951382855
"720",0.0638464415289877
"721",0.0851671551875849
"722",0.0533159642660719
"723",0.112945104919859
"724",0.0904005083504675
"725",0.105737601365532
"727",0.0895118711374665
"728",0.0994729089351764
"729",0.0984116942576579
"730",0.0750953173155683
"731",0.0868498643768578
"732",0.143441925059517
"733",0.106891551362344
"734",0.103782231739117
"735",0.0896628200908928
"736",0.0695992243244022
"737",0.0948094618277694
"738",0.0849010252705598
"739",0.101044192319176
"740",0.111200177601074
"741",0.0848791026969415
"742",0.0896190959359966
"743",0.0911762712004284
"744",0.119440495689952
"745",0.0942553415098235
"746",0.0771616563061477
"747",0.0737864747752282
"748",0.0860262820628389
"749",0.120891845243679
"750",0.102194512535648
"751",0.0854932454088676
"752",0.106735435835585
"753",0.148225541880014
"755",0.0965175501112629
"756",0.120535368410597
"757",0.0919734596257634
"758",0.0840098806584252
"759",0.0967536636543683
"760",0.101023363819219
"761",0.113100404306602
"762",0.0987686050647298
"763",0.113844327778563
"764",0.0897512396058502
"765",0.080624672350099
"766",0.0744229494196536
"767",0.102675386530059
"768",0.0957639166637631
"769",0.0912013010165832
"770",0.098227131346311
"771",0.0821389336630366
"772",0.104086483323471
"773",0.0814742158877441
"774",0.102113678304192
"775",0.121770268364649
"776",0.122410811327149
"777",0.106300744664555
"778",0.112533570272113
"779",0.0562735073227604
"780",0.105045398406739
"781",0.0843834162956581
"782",0.0861044105545528
"783",0.088358812520185
"784",0.0676171392512896
"785",0.105289818280221
"787",0.0772786178369183
"788",0.0860828740357325
"790",0.0907975868602588
"791",0.090650086473548
"793",0.0911845181763676
"796",0.0800039586100106
"797",0.129540751436724
"798",0.0912636213103495
"799",0.116876140646142
"800",0.0812112987189881
"801",0.122486518089287
"802",0.0920254943607066
"803",0.110154276036515
"804",0.105021531922068
"805",0.0754419982780892
"807",0.0840652551886393
"809",0.100341851094771
"810",0.0949581857139904
"811",0.104109313709825
"812",0.128385509447703
"813",0.0931624974203358
"814",0.0895066800793216
"815",0.10174465757792
"816",0.0908997971656235
"817",0.128794189196615
"818",0.0853072188447613
"820",0.105346627883507
"821",0.0994397721086171
"822",0.0874487322805633
"823",0.106992720988578
"824",0.0796998361471426
"825",0.0804567091702762
"826",0.0950149546571727
"827",0.0908892498258511
"828",0.119954050453906
"829",0.108127625506219
"830",0.0869088629203493
"831",0.10845222187507
"832",0.0685511611573591
"833",0.0693608804974265
"834",0.113047218321264
"835",0.12857856184863
"836",0.0906201829672185
"837",0.0890617009683023
"838",0.109427655974985
"839",0.111358280052457
"840",0.0949809555331637
"841",0.183397090978374
"842",0.0749532058007464
"843",0.0915406492742305
"845",0.117433910619127
"846",0.139208989015367
"847",0.127989758842782
"848",0.119600303432676
"849",0.0960672506701146
"850",0.108562300492572
"851",0.0965120206666387
"852",0.0913307842412201
"853",0.127328588974333
"854",0.116503293489741
"855",0.114717068133307
"856",0.130720656358012
"858",0.105916762546477
"859",0.112667561775885
"860",0.101159797593958
"861",0.0876645635452006
"862",0.122734004972288
"863",0.0830741902770258
"864",0.0939543497457073
"865",0.102922808322438
"866",0.101621293189527
"867",0.133284422153869
"868",0.0938960704240215
"869",0.103915915200153
"870",0.0841449510758383
"871",0.115356734582122
"872",0.0866613206780028
"873",0.0897981267336984
"874",0.0956301228168742
"875",0.0587184334922185
"876",0.0842138108765822
"877",0.15091825816746
"878",0.100088435048385
"879",0.0775453241815692
"880",0.0945487963485807
"881",0.134368218004967
"882",0.11981447986401
"883",0.0777963430468034
"884",0.0902758706730112
"885",0.0693639802270522
"886",0.0941860929572658
"887",0.112187788788943
"888",0.0959105122997409
"889",0.0941301091124518
"890",0.0801743467916121
"891",0.0898276980128381
"892",0.0860059551650987
"893",0.084974465299603
"894",0.0860462248237695
"895",0.0989386077586166
"896",0.0937761423131587
"897",0.118480073584516
"898",0.123026390356673
"899",0.0826825694839673
"900",0.120379507427964
"901",0.0545426827496225
"902",0.0952210533447994
"904",0.101220619215121
"905",0.0993843467464834
"906",0.0893306191231045
"907",0.0697079880667461
"908",0.0954659189822856
"909",0.0757078697200606
"910",0.109289470980914
"911",0.0905686672110941
"912",0.0862116375403775
"913",0.0916568633410593
"914",0.0921706686298439
"915",0.109488116769729
"916",0.0939066970651219
"918",0.103727106560007
"919",0.0893548164858633
"920",0.0960049387742237
"921",0.0931075305099353
"922",0.0946196268173019
"923",0.123597056159292
"924",0.0976958385050299
"925",0.12859145406935
"926",0.115601407481877
"927",0.11404200470193
"928",0.0795405359881894
"929",0.0938943063080602
"930",0.125893536770984
"931",0.096783202305159
"932",0.105966077254839
"933",0.0949398168273921
"934",0.0981205886290094
"935",0.121396668492822
"936",0.0842045383141445
"937",0.128146680449981
"938",0.116569442424
"939",0.0749594906648567
"940",0.123067662946575
"941",0.0890971600252024
"942",0.142937672712877
"943",0.135391092521676
"944",0.0911783179988917
"945",0.149720509237375
"946",0.0970859286560342
"947",0.094467952362521
"948",0.0873427345773427
"949",0.0957494974908868
"950",0.0783852115600101
"951",0.128448735074901
"952",0.105915633974973
"953",0.119432889305008
"954",0.116319667937357
"955",0.0990459577481158
"956",0.0967606694471845
"957",0.103481558152486
"958",0.141906981876713
"959",0.112978566277775
"960",0.116943333821097
"962",0.090075742714307
"963",0.103240765158793
"964",0.118576475107601
"966",0.117869282884796
"967",0.0928868281428437
"968",0.0992723072348597
"969",0.0897565641908683
"970",0.129505753052373
"971",0.112418981545983
"972",0.13498130702398
"974",0.104091628980196
"976",0.0978335087824943
"977",0.109174172892851
"978",0.0816166098496459
"979",0.150669430912889
"980",0.118403329021328
"981",0.104567996998631
"982",0.102362362036646
"983",0.0984449690723206
"984",0.0914008688408249
"985",0.0750024800415435
"986",0.100841228328603
"987",0.0850273967520791
"988",0.0926213689824889
"989",0.103703900455228
"990",0.081413577522356
"991",0.0919031866009104
"992",0.121698938262117
"993",0.0729001476783301
"994",0.0906608059215217
"995",0.101227984835869
"996",0.0926660817554925
"997",0.0927808735455655
"998",0.0909775642721006
"999",0.10953587287601
"1000",0.094306706571387
"1001",0.113820950698772
"1002",0.0829064529456828
"1003",0.120995374430865
"1004",0.0894220948811678
"1005",0.0809523957765093
"1006",0.091377243045398
"1007",0.108013567558513
"1008",0.109651960242436
"1009",0.113620376752413
"1010",0.0929028116209111
"1011",0.101281893999157
"1012",0.105078028547451
"1013",0.102902845498996
"1014",0.088898889458013
"1015",0.095290813696592
"1016",0.0980447398837185
"1017",0.092160929401566
"1018",0.116202274749949
"1019",0.118623930108426
"1021",0.100295744476533
"1022",0.0851080635347505
"1023",0.0960221011352749
"1024",0.110733747786114
"1025",0.134736911955849
"1026",0.141750434245945
"1027",0.113224958735684
"1028",0.0961921150170763
"1029",0.140098663348402
"1030",0.0914650214802454
"1031",0.104591218930861
"1032",0.102159123822472
"1033",0.120307478878016
"1034",0.064471176010811
"1035",0.124364264353469
"1036",0.0612853549551536
"1037",0.106785621167825
"1038",0.0936216992076885
"1039",0.0657205212311886
"1040",0.0904946910588157
"1041",0.0925466148192816
"1042",0.0837679650706522
"1045",0.0929904279191852
"1046",0.0937431843538244
"1047",0.0909126338035779
"1048",0.0931281540940273
"1049",0.123002127684184
"1050",0.0806271271787865
"1051",0.119324175472179
"1052",0.12036963580587
"1053",0.109430785791887
"1054",0.0869218429513125
"1055",0.079565126358281
"1056",0.0836830174061953
"1057",0.090437866135448
"1058",0.0587025881709172
"1061",0.105453104307272
"1063",0.113989645647097
"1064",0.0862780747303873
"1065",0.0921654769009917
"1066",0.0994132881342265
"1067",0.100396781307227
"1068",0.100192418219588
"1070",0.0771100426986016
"1071",0.104837155424338
"1072",0.093830550318698
"1073",0.109737250889476
"1074",0.114520305600533
"1075",0.13258507915783
"1076",0.0836688128921154
"1077",0.076921352305117
"1078",0.0957939559291277
"1079",0.0760368077135744
"1080",0.109374023310362
"1081",0.12757669243785
"1082",0.0912671815542257
"1083",0.0796943495662275
"1084",0.0675096505012176
"1085",0.085293658401502
"1086",0.117139299024053
"1087",0.134947059569961
"1088",0.0794580814380583
"1090",0.113760206487505
"1091",0.0926282893334702
"1092",0.0914124059985515
"1093",0.102946247662681
"1094",0.100343570821695
"1095",0.109243454766187
"1096",0.0585412126315793
"1097",0.0985096968187897
"1098",0.0986064104567961
"1099",0.100398665255098
"1100",0.1079740232834
"1101",0.0923022036011676
"1102",0.0822415693260523
"1103",0.100450613459976
"1104",0.104501069235599
"1105",0.0948887747610103
"1106",0.0962193802153491
"1107",0.0756903784898695
"1108",0.0888217994175923
"1109",0.0907337022686587
"1110",0.114312910323029
"1111",0.0924753150251176
"1112",0.0876264326966956
"1113",0.124369218581134
"1114",0.0924119401230527
"1116",0.104512446825422
"1117",0.0910197660853182
"1118",0.111048625523376
"1119",0.11036605507016
"1120",0.0892182731857746
"1121",0.114081437942617
"1122",0.127543969677036
"1123",0.0915610914198513
"1124",0.0917366907709568
"1125",0.104425091014598
"1126",0.11262728547817
"1127",0.0988308657179016
"1128",0.104229046321299
"1129",0.151864651235006
"1130",0.119540976529883
"1131",0.0905748510202306
"1132",0.111127866334677
"1133",0.097945139933846
"1134",0.118271831724391
"1135",0.140909438268306
"1136",0.131064018007671
"1137",0.111784966168899
"1138",0.0907016429427288
"1139",0.0762956795665045
"1140",0.0773035684501011
"1141",0.120390576314054
"1142",0.0758972639080536
"1143",0.117860302221345
"1144",0.0910872810859832
"1146",0.0758173209758668
"1147",0.0920426896560985
"1149",0.0735795967943958
"1150",0.0959367354710387
"1151",0.10381997435515
"1152",0.0549841813825184
"1153",0.103704406287966
"1154",0.113789329590573
"1155",0.104446777675327
"1156",0.081988698726595
"1157",0.103287979289491
"1158",0.0912403332204106
"1159",0.118947992455486
"1160",0.0905549519553008
"1161",0.108764751431156
"1162",0.081435209624381
"1163",0.134388592012196
"1164",0.0899531018892789
"1165",0.0902022420246458
"1166",0.0976479185231615
"1167",0.125616556697867
"1168",0.0885903997660032
"1169",0.121873068887305
"1170",0.103590010177417
"1171",0.169985213721192
"1172",0.112156411549766
"1173",0.103805889722026
"1174",0.095563878091167
"1175",0.136557120765362
"1176",0.145311111472468
"1177",0.0719714786696126
"1178",0.101101202874743
"1179",0.118774103900813
"1180",0.0870983199746793
"1181",0.181447026690503
"1182",0.112849809818424
"1183",0.0964216447006311
"1184",0.0906833286958242
"1185",0.0926685183554886
"1186",0.0933465058935688
"1187",0.0734427929670118
"1188",0.0920318710864586
"1189",0.0972886699676536
"1190",0.108302601619064
"1191",0.108139766317421
"1192",0.106558922517122
"1193",0.0884052944020429
"1194",0.117591728560717
"1195",0.0949107454392286
"1196",0.101701449243628
"1197",0.0959041285141035
"1198",0.0880884401497821
"1199",0.0984320025800907
"1200",0.103862941699942
"1201",0.0931016320170538
"1202",0.0821516007484093
"1203",0.0931496486785559
"1204",0.0840363085353571
"1205",0.114622916813736
"1206",0.0911331501036742
"1207",0.115120019125874
"1208",0.0913180241816951
"1209",0.0864324166807323
"1210",0.0810860065328067
"1211",0.0873402076115101
"1212",0.104525132707515
"1213",0.0938272595321702
"1214",0.0781358854456339
"1215",0.0850579554258287
"1216",0.101970957393011
"1218",0.106609397148864
"1220",0.111619127334084
"1221",0.0810685005574828
"1222",0.13340268229768
"1223",0.116650433025761
"1224",0.0828098285652642
"1225",0.10792768917809
"1226",0.0993118140715762
"1227",0.0969098292805499
"1229",0.085608946119641
"1230",0.095566479849629
"1231",0.144178971599201
"1232",0.0814005301924409
"1233",0.102834227450539
"1234",0.0899095938795896
"1235",0.124326334310327
"1237",0.0981009148676426
"1238",0.08885462620724
"1239",0.0957220372219859
"1240",0.0836508401593802
"1241",0.0873569749184663
"1242",0.124760819069237
"1243",0.0989703230848076
"1244",0.134652321257714
"1245",0.106676402591067
"1246",0.132397670211586
"1248",0.106944217505596
"1249",0.101364224772597
"1250",0.136432348905412
"1251",0.134928025157189
"1252",0.07599723742211
"1253",0.148333586385897
"1254",0.0906841859911899
"1255",0.148509967280639
"1257",0.160030406895712
"1258",0.0949396570109464
"1259",0.079521966173745
"1260",0.0991549633431919
"1261",0.120084924707406
"1262",0.0786019426379157
"1263",0.0931079908945214
"1264",0.0730353321371068
"1265",0.1895688163496
"1266",0.115083532950392
"1267",0.0954749550714673
"1269",0.0773027587826852
"1270",0.08966251688639
"1271",0.100227642672937
"1272",0.0859921881609844
"1273",0.107965319613665
"1274",0.088502071938972
"1276",0.0810405508759784
"1277",0.112485478281481
"1278",0.0783812617243203
"1279",0.110006331973435
"1280",0.0882484338664186
"1281",0.110628865193664
"1282",0.0963749114950718
"1283",0.0976703606395826
