"","X10...groundnut.predict...groundnut.data.mean_groun.....1"
"537",0.0324094662875318
"538",-0.114144170834249
"539",-0.115056824083125
"540",0.109526727602718
"541",0.0907250017090582
"542",-0.055266974413797
"543",0.428279906057649
"544",-0.241271291476862
"545",0.29679144941367
"546",-0.330732003179743
"547",-0.0292561392386064
"548",0.0252933751622255
"549",-0.0203419631350614
"550",-0.0839314314483025
"551",0.14651197025006
"552",-0.466235896530948
"553",-0.0286467935578456
"554",0.0893900055614205
"555",-0.000369652473193205
"556",-0.0628841584952169
"557",0.216304504502627
"559",0.403660563379958
"560",-0.370963071656663
"561",0.013605784958409
"562",-0.0488112570225377
"563",-0.00519400258329084
"564",0.144217227016493
"565",0.617487538742383
"566",0.233886088288105
"567",-0.00416218687569636
"568",0.013205211446125
"569",0.171132821755329
"570",-0.0976882040153197
"572",0.0553200963705764
"573",-0.250130190175398
"574",-0.102253344934466
"575",0.248000931515706
"576",0.218899597062456
"579",0.0101680511044004
"580",-0.000704217297644028
"581",-0.30105116162413
"582",-0.0653488480677097
"583",-0.0960495833785933
"584",-0.00935001611007102
"585",-0.124474314788828
"586",0.0593147555496465
"587",-0.108121160047952
"588",-0.0403030307009864
"589",0.197129995628206
"590",0.157801632326129
"591",-0.221672637217047
"592",0.108388085333141
"593",0.153336663408438
"594",0.124748341465544
"595",0.0259982064034268
"596",-0.121307258561585
"597",-0.073014478879034
"598",0.198916484372769
"599",-0.0275493761146333
"600",0.0355347182207992
"601",0.659774725061373
"603",0.482950734819931
"604",0.0518001055480171
"605",0.157480700618551
"606",0.0997596474223263
"607",0.00080681806102878
"608",0.0154358008227014
"609",0.0439037022031594
"610",-0.00505119092613349
"611",0.113280995180126
"612",0.00838653860516025
"613",0.0336719520804207
"614",0.0928409526832334
"615",-0.139774993057443
"616",0.231884824529709
"617",0.230021596034031
"618",0.256509425261931
"619",0.0656484907226589
"621",0.0499584804564268
"622",-0.103191236024244
"623",-0.281096365117941
"624",0.230953805177419
"625",-0.0840504483594621
"626",-0.406011781128475
"627",0.11985133130794
"628",0.0967592995162616
"630",0.696657947292138
"631",-0.334793511584323
"632",0.0957801133096889
"633",-0.0146237156491569
"634",0.25213145921362
"635",-0.0854960451600637
"636",0.450362988399883
"637",0.220423372581233
"638",-0.0338625678326583
"639",0.0633642917556601
"640",0.140294455476693
"641",0.104255374687165
"642",0.461381725069147
"643",0.0782891929871916
"644",-0.458370894818923
"645",0.184135894102977
"646",-0.0694916308694488
"647",-0.035519899082607
"649",0.0107262654669913
"650",-0.0451431449513447
"651",0.201339648036723
"652",0.0727377335809369
"654",-0.15222742242945
"655",-0.215287946508397
"656",-0.0071658518014488
"657",0.273653918304121
"658",0.210239592879211
"659",-0.0982575116334136
"661",0.101633230760333
"663",0.205233333141781
"664",0.44773437239966
"665",-0.0529717227887981
"666",-0.202681429102605
"667",-0.000113438335906935
"668",-0.0550619785888121
"669",0.0467716193851424
"670",0.0686626484665662
"671",0.256264484058571
"672",0.101967871783044
"673",-0.0123166664586638
"674",-0.171943228256618
"675",0.0119887778824419
"676",0.022292257956158
"677",0.0446091650206342
"678",-0.0359581814219455
"679",-0.0357451336180008
"680",-0.128957405049809
"681",-0.121184035109166
"682",0.231724083064864
"683",-0.0342748397160231
"685",0.0184685024093041
"686",0.172305966337765
"688",0.0876466403345479
"689",-0.0449787005506895
"690",-0.00842041331916366
"691",-0.0473233783865642
"692",0.0227552326618154
"693",-0.229494128044496
"694",-0.00715986983638472
"695",-0.0596674306393334
"696",0.189091193085973
"697",-0.0583920034634906
"698",-0.013079575633449
"699",-0.000528960407548351
"700",-0.256118584352404
"701",0.243623548444195
"702",-0.00180859490607865
"703",0.0272278393874668
"704",0.0133410009251937
"705",0.280158653195291
"706",0.114414694181004
"707",0.30833293033977
"708",0.142157026298392
"709",-0.242085813810146
"710",-0.0443678201866718
"711",-0.0859896113133566
"712",0.271354309675782
"713",-0.0143139691905573
"714",-0.120720597279305
"715",-0.153199998274567
"716",-0.314999051139739
"717",-0.147312082726281
"718",0.0162394156393884
"719",-0.00560918788269493
"720",0.424169034105082
"722",0.0178635964716036
"723",0.306479189668697
"725",0.123003090671871
"726",0.120824615203862
"727",0.011809723200553
"728",-0.0300300834781383
"729",-0.1541335274515
"730",0.0015084850974949
"731",0.130572875183942
"732",0.0161605789126433
"733",0.163943586448235
"734",-0.0706876465861613
"735",-0.177470888714131
"736",-0.0982985379096967
"737",-0.127299428075512
"738",-0.179788691325492
"739",-0.306952358697065
"740",-0.127913755368283
"741",0.443172716865045
"742",0.258964960033965
"743",0.24758894221324
"744",0.105667160913802
"745",0.11928834526127
"746",-0.109440591501279
"747",-0.0284842134757783
"748",-0.259597032948761
"749",-0.0368317916468169
"750",-0.0171783991440789
"751",-0.228907509158866
"752",0.0138928606294464
"753",-0.403714107013443
"754",0.125902981289909
"756",-0.249726852543469
"758",0.0163820750054793
"759",-0.0985441907450475
"760",0.157023215041369
"763",-0.0572060574635687
"764",0.00121715774750064
"765",0.60630028348486
"766",0.432416818270213
"767",-0.296986064843687
"768",0.347067075427421
"769",0.0565624658855177
"770",0.0353042497235856
"772",0.0198718595909473
"774",0.00054827833953941
"775",0.271612474923486
"776",0.0132783208264851
"777",0.303677096154035
"778",-0.148000928762933
"779",-0.0947879718487498
"780",-0.181028413474071
"781",0.0428380279163849
"782",0.12416426861817
"783",-0.0586498480829464
"785",0.105664455671605
"786",0.163855354307506
"787",-0.0235978238259863
"788",-0.0619344837022956
"789",-0.0474449983351486
"790",-0.0144287729325662
"791",-0.0303424158756963
"792",-0.253465231257365
"793",-0.233414517120313
"794",-0.0129511419394295
"795",-0.132509843711042
"796",-0.117887312111383
"797",-0.0469071655097901
"798",-0.0194057714828701
"799",-0.0719539966997332
"800",0.18153178493704
"801",0.039095392425754
"802",-0.205869578482049
"803",-0.114768270524636
"804",0.12287021269194
"805",0.101031773675786
"806",-0.00469920789465128
"807",-0.0134300245519011
"808",0.0305088573607564
"809",0.101170908347439
"810",-0.0519224540711093
"811",-0.0215245257414091
"813",0.310378665402256
"814",0.239728929165808
"815",0.00582931207865123
"816",-0.0473868320591652
"817",0.141022192612905
"818",-0.0488095276451126
"819",-0.382879824497538
"820",0.362047322543065
"821",0.0492751869359997
"822",0.00526215834442967
"823",-0.126111778957604
"824",0.123773092961622
"825",0.0805850146838367
"826",-0.00481711848631317
"827",-0.00196577769281181
"828",0.182882629882892
"829",0.136649788494942
"830",-0.133212878575409
"831",-0.09284391852459
"832",-0.165116671365457
"833",0.0271832663478762
"834",0.193040013317801
"835",0.0328013587744642
"836",0.0432833806820094
"837",-0.205614136738451
"838",-0.197560120123552
"839",0.0326903303794841
"840",-0.112044329007761
"841",-0.0525959521098651
"842",0.0194307767472039
"843",0.124511570886106
"844",0.217308199117713
"845",0.123881186918989
"846",0.0299621929610108
"847",-0.271752731338555
"848",-0.0814749742494031
"849",-0.0987577038305154
"850",-0.399172674264224
"851",-0.0158584423579532
"852",-0.228473561426414
"853",0.0359632120564695
"854",-0.330989603624432
"855",-0.034473483472908
"856",-0.0160437183650068
"857",-0.133524775929591
"858",0.109065954042615
"859",0.54966846060601
"860",0.0437893288486197
"861",-0.404372923046552
"863",-0.0119246241625555
"864",0.183179313869833
"865",0.167073526300762
"866",-0.109975005500085
"867",-0.159325317330536
"868",0.0361986217809094
"869",-0.102946767174843
"871",0.00780338309198125
"872",-0.104907114464087
"873",0.203420422129585
"874",-0.231544936577337
"875",-0.0677965423533794
"876",-0.200930827238112
"877",-0.11053436734898
"878",0.202874008534484
"879",-0.0573084798350567
"880",-0.00247756184863512
"881",-0.0647391222107171
"882",-0.0360485398297878
"883",0.145693347095966
"884",0.00308794176225491
"885",0.244657641819519
"886",-0.00621769049212284
"887",0.0406637637431013
"888",-0.218747434798166
"889",0.139734898177755
"890",-0.182671626343579
"891",0.181682229758781
"892",-0.0104180729760389
"893",-0.0267985646152017
"894",-0.124007719932316
"895",0.220152786396175
"896",-0.268500251360187
"897",-0.165642745398618
"898",-0.113303156318021
"899",-0.270559027226033
"900",-0.0686777109475273
"901",-0.134080621118167
"902",-0.0283839971877323
"903",0.0191201170716746
"904",-0.103716922684175
"905",0.273851815261674
"906",-0.156556368118449
"908",-0.204246117686073
"909",0.083040829761611
"911",-0.110727160904072
"912",-0.0309304035724646
"913",-0.267787311674911
"914",-0.16240617237742
"915",0.271999611337012
"916",-0.0198257760452977
"918",0.00535285573086641
"919",-0.00838551546897126
"920",-0.0887406262053386
"921",0.117972953314228
"922",0.163644308835415
"923",0.0443856750216947
"924",0.0616600211026319
"925",0.0287617893053473
"926",-0.0980272073244935
"927",-0.0897091453909556
"928",-0.269482317663425
"929",0.111915212098727
"930",-0.0679053976153572
"931",0.00147331606499579
"932",0.0963988834578804
"933",-0.353917062059328
"934",0.0149343093595069
"935",-0.0826239680479018
"936",0.0127246354947173
"937",-0.116563521775117
"938",-0.171233789127671
"939",-0.292865384112942
"940",0.0469173677353787
"941",-0.0695227096786738
"942",0.0279867827660796
"943",0.0111079577022377
"944",0.0449123983862731
"945",0.122103757382378
"946",-0.0412149876427652
"947",0.0274033359185459
"948",0.0623869050702663
"949",-0.0114652371457725
"950",0.0858441128495457
"951",-0.0465065103743543
"952",-0.0510818893302465
"953",-0.122945646780635
"954",0.291668959304812
"956",0.335602752795914
"957",-0.0247560558789681
"958",-0.00186122075306883
"959",0.0210439786538463
"960",-0.0218148442674138
"961",0.295698403734713
"962",0.51674992050293
"963",0.314603521651838
"964",0.00564370115123869
"965",0.0100898402505492
"966",0.475039130622981
"967",-0.0566265620706478
"968",0.195228836800257
"969",0.0367061092172345
"970",-0.0589128863795622
"971",-0.0639789738258533
"972",0.00399506730829979
"973",-9.95211542754726e-05
"974",0.0407524483056696
"975",0.139686242800234
"976",-0.341594304068183
"977",-0.0872654181422235
"978",0.275457152035026
"979",0.213924193574029
"980",0.366627399802303
"981",0.433356884357994
"982",-0.149522180444196
"983",0.423755302464208
"984",0.219692086687463
"986",0.0449384341833516
"987",-0.0277426226709251
"988",-0.0966102011858984
"989",-0.188097767467736
"990",0.0948565396406782
"991",-0.521903777383908
"992",-0.0345651898941298
"993",-0.141319538241942
"994",-0.210511607525112
"995",-0.0787996076512346
"996",-0.0791107423867539
"999",0.0547377712194717
"1001",-0.00346182846105814
"1002",-0.114974897004609
"1003",0.23131874444403
"1004",-0.143310312312117
"1005",0.0447305390302288
"1007",-0.301056273426107
"1008",0.129431534274526
"1009",0.0172269055218615
"1010",0.254948793436479
"1011",-0.145496209937809
"1012",0.0302995548972642
"1013",-0.359732179011717
"1014",0.161479342038831
"1015",-0.0450491966985987
"1016",-0.106379566627445
"1017",-0.0356807600762159
"1018",-0.158649814293502
"1019",-0.145440383980868
"1020",0.0327861215084375
"1021",0.568579839460944
"1022",-0.0501816273068862
"1025",-0.0783153503752986
"1026",-0.00138348833198221
"1027",0.15293551280958
"1028",0.0563112857077293
"1029",-0.124363977483737
"1030",-0.280726345241794
"1031",-0.0365893034314347
"1032",0.195617545929665
"1033",0.293132983416004
"1034",0.142894461679916
"1035",0.0451056963497936
"1036",0.0311175432042363
"1037",0.0641495929021847
"1038",-0.211093435460417
"1039",-0.0939134636169322
"1040",-0.112347633744843
"1041",-0.329517136803512
"1042",-0.00203500996558825
"1043",0.09788438415235
"1044",0.0954664966531096
"1045",-0.119407066341109
"1046",-0.227049802792577
"1047",0.275508703823492
"1048",-0.122928090978702
"1049",-0.0102407459190514
"1050",-0.105100815005051
"1051",-0.00228492060466012
"1052",0.120096061063309
"1053",0.028694278280929
"1054",-0.0751069111726548
"1055",0.103201799632399
"1056",-0.132364399031203
"1057",0.252289323590682
"1058",-0.017444218720869
"1059",-0.179086806654804
"1060",-0.236885818105836
"1061",-0.113954789827366
"1062",0.121314597058027
"1063",-0.0662708250961596
"1064",-0.08223333664413
"1065",-0.229717974144834
"1066",0.014536219347709
"1067",0.044281959868542
"1068",0.0353330983373867
"1069",-0.0141291751014876
"1072",0.0975293885348318
"1073",-0.121060348733934
"1074",-0.329998036656299
"1075",0.0753244100996042
"1076",0.0316956386304479
"1077",-0.0726236297790891
"1078",0.115002873468238
"1079",-0.0217956474855449
"1080",0.159083113645448
"1081",-0.0125865551557833
"1082",-0.130117237645401
"1083",-0.0570512090619703
"1084",-0.175691586717554
"1085",0.183623178366521
"1086",-0.019922783681171
"1087",-0.013937133655179
"1088",-0.0224736447701832
"1089",-0.097580760382193
"1090",0.372396297756616
"1091",-0.00212736232363586
"1092",0.0857925230840149
"1093",-0.0969107249805111
"1095",0.142552494271662
"1096",0.449727467949002
"1097",0.000601734573703494
"1098",0.428178601572232
"1099",0.0961840878833065
"1100",0.360597083965624
"1101",-0.121223945094478
"1102",0.212597679632971
"1103",0.0109837805045161
"1104",-0.000879674561379828
"1105",0.262956757724664
"1106",-0.149707505552054
"1108",-0.101633323355809
"1109",-0.0840085360331113
"1110",0.0384943589589088
"1111",-0.0258075823793636
"1112",0.110025988907576
"1113",-0.1030112721081
"1114",-0.106845740766135
"1115",0.0556504759604501
"1116",-0.115488611240586
"1117",-0.191142542384062
"1118",-0.0728373755594426
"1119",-0.0690253557552412
"1120",-0.104281415288444
"1121",0.233126300749124
"1122",-0.108263043755611
"1123",-0.000360963316976881
"1124",-0.0293578811250373
"1125",-0.263905517748554
"1126",0.0149249295261662
"1127",-0.07234586952843
"1128",-0.14995371099839
"1129",-0.0175033372279649
"1130",-0.487824143469066
"1131",0.169051724782754
"1132",0.234009383877493
"1133",0.071467739268986
"1135",0.0284373749011793
"1136",-0.208641893287993
"1137",-0.0814567032952029
"1138",-0.0883912504884844
"1139",-0.0473722714713517
"1140",0.0383050660419733
"1141",0.300776369588253
"1142",-0.0778411051582901
"1143",0.14585076130012
"1144",0.358594709879368
"1145",0.455914122466996
"1146",-0.095907855940061
"1147",-0.132012752904278
"1148",0.0102809161637589
"1149",0.224498261615992
"1150",-0.0535982215639765
"1152",-0.0281311754902017
"1153",0.0329668897132198
"1154",0.0549636993647575
"1155",0.00256424906963093
"1156",-0.133503407924625
"1157",0.0342002879723475
"1158",-0.0156286120603145
"1159",0.0133532542358552
"1160",0.203052772719224
"1161",-0.0492601519306445
"1162",0.374215084320997
"1163",0.0702278267937899
"1164",0.00125257146906477
"1165",-0.034092454242846
"1166",-0.0565675940512764
"1167",0.227270996109626
"1168",0.373483383125827
"1169",-0.115472788492024
"1170",-0.0668355898361418
"1171",0.0959947043216962
"1172",0.674029987737625
"1174",0.524964614088068
"1175",0.344726177847086
"1176",-0.00472074300087399
"1177",-0.000517089632601442
"1178",-0.180983500327339
"1179",-0.247677493318907
"1180",-0.000312523766739514
"1181",0.843895983880854
"1182",-0.135016634849494
"1183",0.171834314474345
"1184",-0.129945305210955
"1185",0.0111696369739203
"1187",-0.172043458787363
"1188",-0.527172296207339
"1189",0.306154760848968
"1190",-0.177702278676668
"1191",0.00606566141442788
"1192",0.110737971800085
"1193",0.500788665238181
"1194",0.183663157705114
"1195",-0.0729580608840974
"1196",0.0380603597657068
"1197",-0.0740556820944829
"1198",0.018183388453515
"1199",-0.0223824320251341
"1200",0.0168137581979395
"1201",-0.0224346325400687
"1202",0.513652902037214
"1203",-0.386923885929625
"1204",0.00329674201517682
"1205",-0.221539862456862
"1206",-0.24569614066776
"1207",0.238780826750771
"1208",0.110974749156113
"1209",-0.132986720170131
"1210",0.0126061488190603
"1211",0.030315721063098
"1212",-0.00519709227250509
"1213",0.130276653278525
"1214",0.0464634079145942
"1215",-0.125786190876633
"1216",0.0619941926474421
"1217",-0.269356385259992
"1218",-0.200401648776768
"1219",-0.0225341561002382
"1221",-0.191391263275185
"1222",0.154978114197077
"1223",-0.0276003178442069
"1224",-0.211635475993083
