"","mean_wheat","wheat_Fertilizer","GDP_Mean","Pesticide","AET_mean"
"6709",0.291500186020991,0.692356435817397,2.26709515600535,0,2.80269636939322
"6719",0.373510766060292,1.53869136267117,3.80950249718057,5.78923793550226,2.74997773782326
"6749",0.322416229715392,2.09423352588852,4.55253120853509,6.47257508985315,2.74989038148449
"6752",0.596031118792085,2.23313657381248,2.65874601931954,5.50520154772776,2.73294393879247
"6810",0.425616201167799,1.70163502027214,3.49225402986176,5.25389021628127,2.16227628890402
"6816",0.389868717144014,0.70053105976966,2.49680172397732,2.94694327069783,2.88924666169149
"6860",0.473053368371455,1.73360422304445,3.49225402986176,5.25389021628127,2.50962649356112
"6884",0.345991229662616,0.485998546371518,2.36249398434491,2.39269695325967,2.61953120739439
"6886",0.457113529596562,1.9764308034073,3.79013738663213,4.50852971897129,2.9205643069487
"6946",0.433475078473084,2.08789915951904,4.33107201983724,5.36316241230006,2.42398175588789
"7009",0.0313628637650694,0.592177682408806,2.33187050378788,2.46982201597816,2.1967714492453
"7134",0.402148120541788,0.885660637991703,2.58899405288781,1.7481880270062,2.66505583973121
"7138",0.402712325530077,1.98332132117765,3.79013738663213,4.50852971897129,2.93072622626885
"7154",0.438410487090951,2.1703669638855,4.4240457227584,3.96189547366785,2.58034107301243
"7188",0.0264446295803228,0.948345194852771,3.17598650936112,4.50851625226694,2.4011440081076
"7233",0.528734431170699,2.09538219635143,2.65874601931954,5.50520154772776,2.59392527338453
"7234",0.360838605425491,1.59476186540944,2.61998209528875,4.35812528527665,2.92853910580869
"7275",0.237941488318943,0.629021053938372,2.50009459561958,2.72916478969277,2.78468096002959
"7301",0.0114631194269063,0.291949741421344,2.71731170571189,2.91009054559407,2.31234613530143
"7306",0.408582130200765,1.46300915254881,3.33487843404016,5.32502074550366,2.2897561281969
"7388",0.461270653443707,1.51472349971281,2.91918067636586,5.28195781643865,2.59854299723964
"7447",0.67519560386072,2.24268075484739,3.80950249718057,5.78923793550226,2.14909075597367
"7480",0.151663256029019,0.810077245022926,3.17598650936112,4.50851625226694,2.08006358684664
"7549",0.676756806393924,2.10068892169492,3.74727443427803,4.61162773146829,2.66448247662729
"7593",0.71531999674516,2.20599373501765,2.99627669770714,6.95136909386879,2.55240745690115
"7615",0.224176830808588,0.687340016734093,2.71731170571189,2.91009054559407,1.83618089488387
"7638",0.58738013962234,2.300712026978,2.65874601931954,5.50520154772776,2.71096814833284
"7662",0.258811880450722,1.69122708479834,4.33107201983724,5.36316241230006,2.34008984904644
"7805",0.468188678479739,1.81845780400893,3.80950249718057,5.78923793550226,2.67235628964493
"7809",0.413777407859924,1.77987179530545,4.37324138608759,5.43420630841758,2.45121972198677
"7828",0.0188823047813881,0.968213667186547,3.33487843404016,5.32502074550366,2.63515749649141
"7847",0.593787761504773,2.35153427178599,2.99627669770714,6.95136909386879,2.70847654422613
"7882",0.34321973213972,1.88729864893818,4.33107201983724,5.36316241230006,2.72982021225985
"7889",0.341695426510075,1.57939910442208,3.49225402986176,5.25389021628127,2.62331698976948
"7947",0.522982449412142,1.9853180010822,3.79013738663213,4.50852971897129,2.95666857390281
"7970",0.283806560588448,0.600931026156635,2.98847132047518,4.4215710245264,2.98905896538786
"8056",0.310388314617068,1.66557343769889,4.33107201983724,5.36316241230006,2.27918876582251
"8094",0.497405710039282,2.01228317127143,4.55253120853509,6.47257508985315,2.66555865710791
"8206",0.479100259775224,1.81237236843943,3.80950249718057,5.78923793550226,2.90414535763518
"8212",0.44772728851261,1.96087811459524,3.58078294659351,5.98977763964001,2.92502647146572
"8356",0.655576060142644,1.62316339262148,3.53572152828684,2.07918124604762,2.51564916677744
"8395",0.428941110858932,1.68833360456663,3.80950249718057,5.78923793550226,2.76951359324707
"8537",0.432956925164592,0.72369313605484,2.33187050378788,2.46982201597816,2.83829237854471
"8556",0.493948323090559,2.4394866218893,4.21124915324027,4.37781602917206,2.86920377198184
"8679",0.731611151644268,2.09428561243746,2.75739439046715,4.31363525361033,2.73019807626534
"8699",0.303582565845223,1.90949462325527,3.58078294659351,5.98977763964001,2.87122186126873
"8759",0.896763403926549,2.29087464910004,4.4645225202218,5.3694440804306,2.68800113292565
"8866",0.468918985731796,1.69228673344434,3.80950249718057,5.78923793550226,2.68170684181957
"9006",0.18104047019369,1.71973254431648,4.55253120853509,6.47257508985315,2.75865060300804
"9043",0.0867647243567833,1.3248245950406,3.33487843404016,5.32502074550366,2.33544596013506
"9057",0.192111072290995,0.657101152765874,2.50009459561958,2.72916478969277,2.77887447200274
"9212",0.22735099872749,0.578953769418153,2.26709515600535,0,2.91740390720935
"9242",0.605684800981037,1.81356877978497,4.37324138608759,5.43420630841758,2.44546519792324
"9286",0.612632026465835,2.41528075121479,3.69928062050879,4.98465330797233,2.59560118726503
"9291",0.129225855890302,1.44368720876363,2.32172481869042,3.01367969729119,2.82194026729545
"9349",0.48847027870075,2.35204250795718,3.65585811481178,4.10424804699044,2.293717612249
"9368",0.503566146509852,2.14416694362079,3.5953428256262,5.33782451404581,2.62590624716546
"9452",0.740052417096466,2.12399458032785,3.82053390533369,5.19781516944518,2.17743342774339
"9482",0.0268078205653775,0.672917737303697,2.58970408801578,3.72320931040511,2.75804407631568
"9494",0.0579358960836163,1.28383432900305,4.33107201983724,5.36316241230006,2.90793893530129
"9522",0.453422421385902,2.01274364398009,4.55253120853509,6.47257508985315,2.52838099709308
"9585",0.0114686283007256,1.27915899016366,3.17598650936112,4.50851625226694,2.5242337993653
"9598",0.137879755093862,1.82461914338132,3.58078294659351,5.98977763964001,2.91831123356298
"9633",0.47110256793611,1.76169920808831,3.80950249718057,5.78923793550226,2.81111199679602
"9702",0.111505371655801,1.86230920910015,3.58078294659351,5.98977763964001,2.86256615210112
"9730",0.899458195417239,2.25868221431677,4.39150652613484,5.83682522770016,2.76709178658647
"9775",0.263833247475808,0.651313560516134,2.50009459561958,2.72916478969277,2.87408127256162
"9799",0.110940257204268,0.561448899215487,2.26709515600535,0,2.94945390296079
"9863",0.0383110087020744,1.76595721770466,2.88553797188383,4.83241310188512,2.22010808804005
"9899",0.43802892562056,0.695937127901952,2.33187050378788,2.46982201597816,2.75633946901558
"10009",0.463495795692029,1.49239359174171,3.33487843404016,5.32502074550366,2.23145138510747
"10031",0.51354348505154,1.53640899582466,2.91491025581416,4.33380987485523,2.4611929253829
"10155",0.629707588322013,2.1755966452875,3.16927450599899,0,2.58769760515206
"10290",0.479958992617486,2.1470012555137,3.82053390533369,5.19781516944518,2.5624097088151
"10312",0.207137525042129,0.577029316708018,2.26709515600535,0,2.93596586142453
"10340",0.504193023628518,1.83580039023716,3.80950249718057,5.78923793550226,2.8495565077699
"10367",0.495666751375795,2.14342633855747,4.4240457227584,3.96189547366785,2.58238806909776
"10392",0.287701617319838,1.66281160533863,3.80950249718057,5.78923793550226,2.78758907720635
"10414",0.318021337699789,1.8644714328495,4.55253120853509,6.47257508985315,2.26397404086327
"10452",0.304650244018509,1.93646721920667,3.58078294659351,5.98977763964001,2.98453802858411
"10460",0.417034557419104,1.92247564197614,3.5953428256262,5.33782451404581,2.70599599969174
"10505",0.387183589664996,2.12780329166279,2.99627669770714,6.95136909386879,2.86385548605968
"10514",0.285455010483932,1.94428164924875,2.23757342070395,3.59228781595213,2.9790915443432
"10537",0.286505457377687,2.18592372296781,2.99627669770714,6.95136909386879,2.07166287696574
"10592",0.710473125886862,1.92191504411615,4.37324138608759,5.43420630841758,2.80892399970844
"10604",0.423203362784604,2.20454326717585,2.99627669770714,6.95136909386879,2.91240869952504
"10640",0.0558848166762411,1.64227399610576,4.33107201983724,5.36316241230006,2.56598126724819
"10642",0.730659952800687,2.31291884622084,4.43130692560771,4.3730775921749,2.70892144039987
"10693",0.550866431175463,1.57476223772716,3.49225402986176,5.25389021628127,2.67668000365135
"10700",0.280175195333334,0.718441808733516,2.71731170571189,2.91009054559407,2.46059360835943
"10708",0.0886329279951097,1.05343662404573,2.09437779351545,3.63648789635337,2.86816143389972
"10819",0.474833001408597,1.88879692142016,3.58078294659351,5.98977763964001,2.88628252548793
"10834",0.240349525243963,1.72052120841366,3.31522015660823,4.21937492462626,2.19613010840203
"10846",0.10284221410369,1.63354991451454,4.33107201983724,5.36316241230006,2.65310909797401
"10896",0.488850493635961,1.89740549752372,3.80950249718057,5.78923793550226,2.91684232111463
"10902",0.500969119770216,2.32764738566595,2.99627669770714,6.95136909386879,1.81080038533791
"10925",0.141449772459757,1.79757136911435,3.31522015660823,4.21937492462626,2.91813491405314
"10951",0.466284112154883,1.78364025307155,3.80950249718057,5.78923793550226,2.75740054816544
"11003",0.407040804311645,2.47532949934556,4.21124915324027,4.37781602917206,2.86222369400539
"11033",0.0709446468802481,0.741356742555392,3.80950249718057,5.78923793550226,2.58859180599344
"11085",0.197299690926712,1.96043584772243,3.82053390533369,5.19781516944518,2.93801313412622
"11152",0.542843121298962,1.85534499573985,2.91918067636586,5.28195781643865,2.52366906213593
"11164",0.546487377849802,2.31866882947929,4.29150068100223,4.39266178629079,1.72767678349829
"11183",0.192111081220414,1.4194581750787,2.26964184190232,0,1.80684593069196
"11233",0.198073141849404,1.316086046025,2.86238456188045,3.65791593682995,2.94902387385782
"11260",0.411891799794478,1.59506497723893,3.33487843404016,5.32502074550366,2.31398641910992
"11267",0.563539851310476,1.98543752680429,3.80950249718057,5.78923793550226,2.81401360618071
"11332",0.29588392324835,1.89209429551054,4.55253120853509,6.47257508985315,2.95818832882666
"11425",0.563539851310476,1.99745113012553,3.80950249718057,5.78923793550226,2.90801562002599
"11455",0.436438843664588,2.26214983883367,4.21334781739129,5.40708143378234,2.41186011247457
"11486",0.224791963480733,1.38469325538983,2.26964184190232,0,2.17579818368461
"11570",0.500192929267615,1.84587239187968,3.80950249718057,5.78923793550226,2.84925484392071
"11607",0.319656884537524,2.17192962581645,3.82053390533369,5.19781516944518,2.48299686788354
"11765",0.02239399993333,0.564507594658052,2.26709515600535,0,2.92937178335097
"11832",0.327946613622489,1.36890325297651,3.33487843404016,5.32502074550366,2.33495013899867
"11870",0.0360660667735816,0.686263495113558,2.93941686176546,1.85125834871908,3.00343232100923
"11946",0.197280557574134,0.30913225429288,2.71731170571189,2.91009054559407,2.18167348320232
"11956",0.15897655309782,1.93743121619368,3.5953428256262,5.33782451404581,2.50167044545026
"11966",0.46534970964792,2.17254005611142,3.82053390533369,5.19781516944518,2.49040164990979
"11992",0.447346877976676,0.645129515467891,2.33187050378788,2.46982201597816,2.59293641208643
"12100",0.245088611151811,0.699003937651956,2.71731170571189,2.91009054559407,2.16896724501393
"12142",0.0197536788990408,0.648058160447703,2.98847132047518,4.4215710245264,2.94304970048193
"12187",0.209654644846226,1.79583926304442,3.31522015660823,4.21937492462626,2.87625049669183
"12346",0.0175125505384619,1.28379571707257,3.33487843404016,5.32502074550366,1.88739623932915
"12392",0.405183666526308,2.22109270441291,2.99627669770714,6.95136909386879,2.54743037898418
"12402",0.526623721039621,2.38193234040415,2.99627669770714,6.95136909386879,2.63617733619871
"12408",0.686255756354724,2.37261233652388,2.99627669770714,6.95136909386879,1.57801124190754
"12445",0.565958693944091,1.33547499410356,3.55219028830686,3.39724458101039,2.66567589744156
"12532",0.391251885282714,1.84374786417864,4.33107201983724,5.36316241230006,2.4691116319071
"12565",0.355477601916641,1.05555140987393,3.17598650936112,4.50851625226694,2.39928217735975
"12570",0.15430020742252,1.62709636394518,3.80950249718057,5.78923793550226,2.7494648426677
"12618",0.397875745706204,1.76478639584064,2.50009459561958,2.72916478969277,2.76116237232384
"12729",0.0705275825014462,1.35967783328032,4.33107201983724,5.36316241230006,2.67793268177949
"12737",0.131332580812348,0.717853653866778,3.80950249718057,5.78923793550226,2.69282070057722
"12857",0.488768447481487,2.29840494997045,2.99627669770714,6.95136909386879,2.92633019487172
"13134",0.0538529972330256,1.2766254729363,3.33487843404016,5.32502074550366,2.21163216960211
"13172",0.312047047066091,1.8210365593466,3.49225402986176,5.25389021628127,2.56448288601045
"13182",0.105288344317943,1.6401100841715,3.39165397941092,5.6784582838221,2.99355300297675
"13231",0.581986346917518,2.04520729550119,2.65874601931954,5.50520154772776,2.86369629760033
"13286",0.440482718079755,0.705783864263611,2.49680172397732,2.94694327069783,2.85904353621513
"13300",0.136413195064757,1.5820983484706,4.37324138608759,5.43420630841758,2.5649477261158
"5018",0.199965587190316,1.90071723152546,3.58078294659351,5.98977763964001,2.90221016709914
"6990",0.513710808724266,1.59406858855755,3.49225402986176,5.25389021628127,2.28826786114644
"7125",0.0839801273783418,1.94863750164873,3.32253163472896,5.32023770690539,3.02796570764944
"7404",0.773520484677545,0.550220375787384,3.33590723556634,2.59439255037543,2.62635870088876
"7750",0.072875750570564,1.74479455429816,2.65874601931954,5.50520154772776,2.73344566813559
"8005",0.214843844340306,2.29950832614457,3.32253163472896,5.32023770690539,2.93242695276877
"8123",0.0593510126263136,1.43973697053094,3.33487843404016,5.32502074550366,2.44833357643858
"8591",0.0711300257271942,0.95258738508381,3.53572152828684,2.07918124604762,2.56326914140875
"9138",0.0171086536292365,2.32684721152375,2.99627669770714,6.95136909386879,1.90582799204761
"9371",0.34919655810195,1.43193776838994,2.62407708852023,4.28046454662692,2.57215908256639
"9924",0.552716348236576,1.92377913489476,3.58078294659351,5.98977763964001,2.9103400793844
"10021",0.553792023681693,0.445077914205983,3.33590723556634,2.59439255037543,2.23855385793568
"10288",0.226805298282431,0.945699891151691,3.53572152828684,2.07918124604762,2.52602372073482
"11078",0.0236223551318744,1.88184527202624,3.58078294659351,5.98977763964001,2.91386113796408
"11102",0.0106554774814046,1.10804292313531,4.37324138608759,5.43420630841758,2.67642141004692
"12050",0.104165592901465,0.429397785454133,3.33590723556634,2.59439255037543,2.12759645795835
"13106",0.00759070905766111,1.420858911089,3.80950249718057,5.78923793550226,2.60979443739268
