"","mean_groun","groundnut_Fertilizer","GDP_Mean","Pesticide","AET_mean"
"6328",0.198229804006675,1.62629948899752,2.36249398434491,2.39269695325967,2.55998851400838
"6581",0.380959057901434,2.2305597031786,2.5001937426211,1.17609125905568,2.92352156448904
"6585",0.114863008365181,1.55587015526768,3.80950249718057,5.78923793550226,3.00026489051585
"6640",0.0723251053159004,0.723633606830946,2.77291888787602,0,2.96591390595941
"6646",0.463892984060918,1.07672973861335,2.91077933629609,4.0484418035504,3.05899283693225
"6709",0.168456802013763,0.743237549492704,2.26709515600535,0,2.80269636939322
"6752",0.257747091775599,1.75717218159756,2.65874601931954,5.50520154772776,2.73294393879247
"6773",0.348304866748428,1.54005500432836,3.57794255687113,4.948994569896,2.99114165650599
"6810",0.0091697108751161,0.896746864704195,3.49225402986176,5.25389021628127,2.16227628890402
"6816",0.0948641818414152,0.896021158771943,2.49680172397732,2.94694327069783,2.88924666169149
"6884",0.158301462797613,0.754364098403148,2.36249398434491,2.39269695325967,2.61953120739439
"6886",0.191909188687505,1.42398011228631,3.79013738663213,4.50852971897129,2.9205643069487
"7009",0.0168900318855086,0.423885519946934,2.33187050378788,2.46982201597816,2.1967714492453
"7134",0.211298563634263,1.0701860118959,2.58899405288781,1.7481880270062,2.66505583973121
"7138",0.187426575893984,1.43198488735592,3.79013738663213,4.50852971897129,2.93072622626885
"7188",0.0210415546712856,0.534134073100185,3.17598650936112,4.50851625226694,2.4011440081076
"7233",0.267620453942473,1.84479716256578,2.65874601931954,5.50520154772776,2.59392527338453
"7234",0.331414041731875,2.01262355998608,2.61998209528875,4.35812528527665,2.92853910580869
"7275",0.13736158231111,0.568529275934847,2.50009459561958,2.72916478969277,2.78468096002959
"7417",0.463892984060918,0.987515754693685,2.91077933629609,4.0484418035504,3.00413705148483
"7423",0.360054873641844,1.21628233462416,3.49225402986176,5.25389021628127,2.80737796169424
"7455",0.262372808333637,1.31344777718776,2.43334291583504,2.20951501454263,2.82349363628764
"7480",0.206319801934046,0.633369040860909,3.17598650936112,4.50851625226694,2.08006358684664
"7593",0.469968563576578,1.94886685132847,2.99627669770714,6.95136909386879,2.55240745690115
"7638",0.299637887519274,1.98916953374666,2.65874601931954,5.50520154772776,2.71096814833284
"7805",0.0510833425126675,1.36274882009739,3.80950249718057,5.78923793550226,2.67235628964493
"7847",0.527656876937605,2.21342365258572,2.99627669770714,6.95136909386879,2.70847654422613
"7868",0.463892984060918,0.974261552616428,2.91077933629609,4.0484418035504,2.95994381387255
"7882",0.465732508830531,1.44189500944771,4.33107201983724,5.36316241230006,2.72982021225985
"7889",0.325134076234764,1.40186012834399,3.49225402986176,5.25389021628127,2.62331698976948
"7947",0.262803566008621,1.43904979419678,3.79013738663213,4.50852971897129,2.95666857390281
"7970",0.286255681605551,0.794562877446712,2.98847132047518,4.4215710245264,2.98905896538786
"8212",0.308015148451137,1.63342239822763,3.58078294659351,5.98977763964001,2.92502647146572
"8356",0.358026735705481,1.30113897166494,3.53572152828684,2.07918124604762,2.51564916677744
"8461",0.463892984060918,0.909287170381556,2.91077933629609,4.0484418035504,3.02966876844913
"8537",0.301633060862492,0.97370275491074,2.33187050378788,2.46982201597816,2.83829237854471
"8679",0.17603392347751,1.32835751747355,2.75739439046715,4.31363525361033,2.73019807626534
"8681",0.74029089634087,1.47906001410831,2.91077933629609,4.0484418035504,3.0295335420557
"8699",0.0161485173228576,1.72210530177966,3.58078294659351,5.98977763964001,2.87122186126873
"8866",0.446272898487314,1.44062322066336,3.80950249718057,5.78923793550226,2.68170684181957
"9046",0.463892984060918,1.66467289321459,2.91077933629609,4.0484418035504,2.99574354580071
"9057",0.0761621874805965,0.4970856396561,2.50009459561958,2.72916478969277,2.77887447200274
"9137",0.238591623095811,0.417397921148288,2.58899405288781,1.7481880270062,2.79696233571311
"9155",0.11330102603868,0.544349039982542,2.58899405288781,1.7481880270062,2.92466687598667
"9212",0.15270412783564,0.693775752705162,2.26709515600535,0,2.91740390720935
"9291",0.133717930124502,1.33514650605189,2.32172481869042,3.01367969729119,2.82194026729545
"9349",0.509882705671577,2.12522361101809,3.65585811481178,4.10424804699044,2.293717612249
"9482",0.2238379926377,1.64419249153599,2.58970408801578,3.72320931040511,2.75804407631568
"9585",0.346950313673827,0.624584170794042,3.17598650936112,4.50851625226694,2.5242337993653
"9598",0.277568299774082,1.62179112422092,3.58078294659351,5.98977763964001,2.91831123356298
"9633",0.485656613980607,1.58966978581108,3.80950249718057,5.78923793550226,2.81111199679602
"9775",0.0495859131548716,0.536669251548427,2.50009459561958,2.72916478969277,2.87408127256162
"9799",0.06478697294911,0.984081255503995,2.26709515600535,0,2.94945390296079
"9883",0.198664565001227,1.7322221465456,2.82856122367243,3.45255306322893,2.52475919615272
"9899",0.215140221733653,0.897075303898207,2.33187050378788,2.46982201597816,2.75633946901558
"10031",0.0351331382799338,0.892230286436186,2.91491025581416,4.33380987485523,2.4611929253829
"10071",0.018336354023322,0.910908764736727,2.58970408801578,3.72320931040511,2.26131952446378
"10312",0.141273584375087,0.946652759705545,2.26709515600535,0,2.93596586142453
"10340",0.485656613980607,1.42849053430786,3.80950249718057,5.78923793550226,2.8495565077699
"10392",0.280995463281776,1.35166839297313,3.80950249718057,5.78923793550226,2.78758907720635
"10452",0.141595716662272,1.4946091443695,3.58078294659351,5.98977763964001,2.98453802858411
"10505",0.435285725904802,2.19780093223816,2.99627669770714,6.95136909386879,2.86385548605968
"10514",0.412875937786218,1.7045354576816,2.23757342070395,3.59228781595213,2.9790915443432
"10604",0.570262619634782,2.28299920218314,2.99627669770714,6.95136909386879,2.91240869952504
"10640",0.0750096627212484,1.28929381695641,4.33107201983724,5.36316241230006,2.56598126724819
"10693",0.311695253192139,1.14794198760865,3.49225402986176,5.25389021628127,2.67668000365135
"10708",0.174316968005649,0.713091962431115,2.09437779351545,3.63648789635337,2.86816143389972
"10834",0.332593821275011,1.32626216760426,3.31522015660823,4.21937492462626,2.19613010840203
"10846",0.211590835250183,1.28692469143282,4.33107201983724,5.36316241230006,2.65310909797401
"10902",0.237117672058926,2.15759943295203,2.99627669770714,6.95136909386879,1.81080038533791
"10925",0.181684829726478,1.398513631312,3.31522015660823,4.21937492462626,2.91813491405314
"10951",0.428452364305128,1.3630409855517,3.80950249718057,5.78923793550226,2.75740054816544
"11033",0.113943351638691,0.761208242979415,3.80950249718057,5.78923793550226,2.58859180599344
"11085",0.373498197511554,1.42536415178437,3.82053390533369,5.19781516944518,2.93801313412622
"11164",0.765668549097542,2.39417233317298,4.29150068100223,4.39266178629079,1.72767678349829
"11226",0.130083410184861,0.958531700235117,2.98847132047518,4.4215710245264,2.9428580832626
"11233",0.100012717636158,1.63730538902633,2.86238456188045,3.65791593682995,2.94902387385782
"11339",0.292256066703321,1.17566428600039,2.79622643974621,2.8668778143375,3.05159119111194
"11455",0.603036050184048,1.80067925137236,4.21334781739129,5.40708143378234,2.41186011247457
"11570",0.386634054889371,1.31676248173038,3.80950249718057,5.78923793550226,2.84925484392071
"11588",0.238972924383126,0.886766687289027,2.43334291583504,2.20951501454263,2.86015790462974
"11765",0.0125211862263606,1.36474541651648,2.26709515600535,0,2.92937178335097
"11784",0.223223124846325,1.56476682639569,2.98847132047518,4.4215710245264,2.89867458668028
"11870",0.0259142235539546,1.23203814591699,2.93941686176546,1.85125834871908,3.00343232100923
"11956",0.10542416141867,1.09461142153015,3.5953428256262,5.33782451404581,2.50167044545026
"11966",0.0870150002278738,1.20970029892345,3.82053390533369,5.19781516944518,2.49040164990979
"12142",0.00811158909434046,0.825320061337331,2.98847132047518,4.4215710245264,2.94304970048193
"12187",0.350167233598511,1.39415909704127,3.31522015660823,4.21937492462626,2.87625049669183
"12215",0.463892984060918,0.94546529560948,2.91077933629609,4.0484418035504,3.02256582776131
"12392",0.499945560705068,2.05890054769538,2.99627669770714,6.95136909386879,2.54743037898418
"12402",0.54130204554569,2.3199498543533,2.99627669770714,6.95136909386879,2.63617733619871
"12408",0.492926513431417,2.16886466831843,2.99627669770714,6.95136909386879,1.57801124190754
"12472",0.463892984060918,1.78633797504819,2.91077933629609,4.0484418035504,3.0187599218103
"12532",0.14530896239791,1.43972433987681,4.33107201983724,5.36316241230006,2.4691116319071
"12565",0.354806659513136,0.53942839324329,3.17598650936112,4.50851625226694,2.39928217735975
"12570",0.0133480087074376,0.796355095354544,3.80950249718057,5.78923793550226,2.7494648426677
"12618",0.188446367232686,1.43344563488778,2.50009459561958,2.72916478969277,2.76116237232384
"12737",0.195207548394507,0.809788793363442,3.80950249718057,5.78923793550226,2.69282070057722
"12857",0.463169271522867,2.36504243666357,2.99627669770714,6.95136909386879,2.92633019487172
"12862",0.304943813920928,1.68450029679251,3.43826317827967,4.48797221209359,2.85620364580087
"12886",0.331462207129736,1.61343890001621,3.57794255687113,4.948994569896,2.96073684946162
"12897",0.279362989640411,1.67476638047441,2.45136741350565,2.68484536164441,2.68905503415811
"13172",0.229868446226468,1.52031991321385,3.49225402986176,5.25389021628127,2.56448288601045
"13182",0.396199348839891,1.47287831016563,3.39165397941092,5.6784582838221,2.99355300297675
"13231",0.231183564830303,1.45108927466042,2.65874601931954,5.50520154772776,2.86369629760033
"13286",0.181791252877927,0.678050950637742,2.49680172397732,2.94694327069783,2.85904353621513
"13354",0.371581624882247,1.1191464253542,3.49225402986176,5.25389021628127,2.80337988138925
"5457",0.383128189038918,1.21331260946261,3.60183553935009,5.44066196744929,3.02387317180863
"5463",0.282487975595202,1.32308673680743,2.60583339786755,3.20709554041922,2.95897036767338
"6093",0.301029995663981,0.122192994447862,3.16309780941894,2.96284268120124,3.04667629174108
"6540",0.0116253963446783,1.5240431159028,3.58078294659351,5.98977763964001,2.95091514056288
"6542",0.0634872389699371,1.68419614773307,3.58078294659351,5.98977763964001,2.92304345846143
"6694",0.0769029628544208,1.64092788942786,3.58078294659351,5.98977763964001,2.93538429188915
"6783",0.030369179530477,1.45709748515773,3.39165397941092,5.6784582838221,2.97598267052278
"7007",0.372702947338239,1.14814956938512,2.91077933629609,4.0484418035504,3.05708622283533
"7125",0.381047540770313,1.5983457063489,3.32253163472896,5.32023770690539,3.02796570764944
"7404",0.168667533970402,0.503493361598637,3.33590723556634,2.59439255037543,2.62635870088876
"7473",0.597337082725088,1.23030135779031,2.91077933629609,4.0484418035504,3.04333069442775
"7583",0.0508416169308217,1.63420165703442,3.58078294659351,5.98977763964001,2.95495426076334
"7699",0.00741475168190069,1.53808457793858,3.58078294659351,5.98977763964001,2.94370645301627
"7750",0.302532721563783,2.02003794900803,2.65874601931954,5.50520154772776,2.73344566813559
"8005",0.45889154986708,1.68034159449207,3.32253163472896,5.32023770690539,2.93242695276877
"8075",0.375035953625379,1.56185894903524,3.58078294659351,5.98977763964001,2.88212117213001
"8295",0.178242964513465,1.65770078672101,2.46505043231503,0,2.98529278826692
"8591",0.0263576862262153,0.620043221220354,3.53572152828684,2.07918124604762,2.56326914140875
"8694",0.416745468122716,1.97973797364213,2.65874601931954,5.50520154772776,2.87234360773092
"8768",0.205076928017414,0.169041280912238,3.30639568540983,5.00241662707248,2.43209080922275
"9138",0.0110701515078999,2.16808071506281,2.99627669770714,6.95136909386879,1.90582799204761
"9371",0.0533986034043371,1.10295873392078,2.62407708852023,4.28046454662692,2.57215908256639
"9947",0.27470644092481,0.991497837366307,2.49413466181068,2.56348108539441,2.85039093300849
"10021",0.0975175952136488,0.384622761121596,3.33590723556634,2.59439255037543,2.23855385793568
"10288",0.033520257062296,0.613997612872609,3.53572152828684,2.07918124604762,2.52602372073482
"10617",0.0586890687736409,1.52434604915332,3.58078294659351,5.98977763964001,2.89015144738051
"11235",0.232434580134893,1.63014873536732,3.58078294659351,5.98977763964001,2.77846565536467
"11847",0.394229335366781,1.88711724300648,3.58078294659351,5.98977763964001,2.95196309841622
"12050",0.0120379186111692,0.36655132410759,3.33590723556634,2.59439255037543,2.12759645795835
"12281",0.165928362598792,0.165391524334774,3.30639568540983,5.00241662707248,2.51204241405241
"12458",0.0244352747116237,1.72900596079476,3.58078294659351,5.98977763964001,2.94141381542063
"12730",0.15001683213531,0.528908015329093,2.44363965770966,2.48287358360875,2.95250992259367
"13094",0.180887497028277,1.60534369350516,3.58078294659351,5.98977763964001,2.87643435633285
"13254",0.463892984060918,1.75565822188826,2.91077933629609,4.0484418035504,2.95377694447553
"13429",0.0916850825943692,0.549753319811694,2.7855635422284,2.44870631990508,2.64783396147724
"13490",0.00609851815089163,0.514333070345047,2.26751551150824,3.56726169235387,2.36476869097153
"13526",0.431363771879778,1.3907418215908,3.31522015660823,4.21937492462626,2.73196988614498
"13553",0.508116976272966,1.78474030113911,2.59766308039662,5.15992795289598,2.96018470993657
"13562",0.395950154186557,1.69176543783182,3.58078294659351,5.98977763964001,2.8993334909164
"13598",0.0773272341547136,1.59593804540977,3.58078294659351,5.98977763964001,2.87302115459205
"13629",0.11721861452919,0.825607307872167,2.36249398434491,2.39269695325967,2.51865492175077
"13670",0.485656613980607,1.66504589886327,3.80950249718057,5.78923793550226,2.81921283998829
"13679",0.196649003909564,1.37744063075549,3.79013738663213,4.50852971897129,2.90929330249913
"13830",0.171830939646892,0.766234187874671,2.7855635422284,2.44870631990508,2.88010722160926
"13947",0.16270340271799,2.16803284166907,2.99627669770714,6.95136909386879,1.44720419113526
"14021",0.387146932992217,1.543177462224,3.82053390533369,5.19781516944518,2.79561522379658
"14064",0.292203309127284,0.665376798539906,3.17598650936112,4.50851625226694,2.10307032176181
"14077",0.378397898404153,0.638624433185277,3.17598650936112,4.50851625226694,2.00219178324145
"14187",0.296695001580454,1.67585017088137,2.77291888787602,0,2.85368553962039
"14193",0.157594453319704,0.828095458565218,2.26709515600535,0,2.90701285718287
"14204",0.45185036802024,1.48754815537542,2.91077933629609,4.0484418035504,3.00560178961999
"14210",0.27581564478784,0.7769481519301,2.98847132047518,4.4215710245264,3.02491182653484
"14327",0.0849230060233224,0.67788934882843,2.7855635422284,2.44870631990508,2.82178248123802
"14361",0.0419269989044149,0.62078550738133,3.17598650936112,4.50851625226694,2.00776301387605
"14367",0.485721418391781,1.42167040305479,3.80950249718057,5.78923793550226,2.91626903634598
"14381",0.0940230109941879,0.818129699934273,2.58561693011275,4.06785166051235,2.78267307138217
"14389",0.0420811722092301,0.961701805038569,2.26709515600535,0,2.93447139718766
"14445",0.478350007743749,1.43242133605497,3.80950249718057,5.78923793550226,2.95617129008373
"14479",0.446291981510846,2.26689485490144,2.99627669770714,6.95136909386879,2.86893468258595
"14624",0.0517385044053636,1.85803791420107,4.55253120853509,6.47257508985315,2.95485675090128
"14685",0.221685856903846,0.50690873898426,3.17598650936112,4.50851625226694,2.32852521774206
"14704",0.369729164331833,2.08358612462396,2.7175806602292,5.06566932773143,2.22688363490313
"14882",0.463892984060918,1.5890554562087,2.91077933629609,4.0484418035504,3.00880920911834
"15035",0.485656613980607,1.41942359944532,3.80950249718057,5.78923793550226,2.87202092497472
"15083",0.0211556837897404,0.659934834894652,2.7855635422284,2.44870631990508,2.80747865183613
"15147",0.301029995663981,0.114512627743747,3.36821071487432,3.37839790094814,2.98616368026935
"15260",0.156476085587759,0.910748152434689,2.58899405288781,1.7481880270062,2.86751133041407
"15292",0.262075120632477,0.696436568695583,2.43334291583504,2.20951501454263,2.86018287367782
"15329",0.00432072234043109,0.51383591663543,2.36249398434491,2.39269695325967,2.49301383634756
"15346",0.213825863683323,1.35735933156242,2.75739439046715,4.31363525361033,2.77412576814003
"15414",0.165343264236393,0.607554827416029,3.17598650936112,4.50851625226694,2.02292154074612
"15457",0.16924325039181,1.7455433772451,2.62407708852023,4.28046454662692,2.89212442956802
"15477",0.406617345153061,2.06173402061821,2.99627669770714,6.95136909386879,2.79336625674019
"15493",0.174140272158207,0.930377643847591,2.36249398434491,2.39269695325967,2.61039079975044
"15511",0.114078698800067,1.11653031679065,3.02038699518645,5.07753141635459,2.97013370655296
"15694",0.256404288212503,0.716439465176877,2.98847132047518,4.4215710245264,2.47651333411839
"15711",0.216034102294328,1.39854494260128,3.31522015660823,4.21937492462626,2.96133067726424
"15857",0.0377885609255909,1.60076444069786,3.93411693195139,4.32570034291599,2.01862125515766
