Fishnet_ID,MaizeError
27206,0.028058131
27218,-0.140855768
27295,0.127382184
27338,-0.334897135
27358,0.17107388
27472,0.24730869
27475,0.017797085
27525,-0.245839293
27535,-0.300791081
27558,0.299031124
27568,-0.213998504
27620,0.101429814
27652,-0.070257466
27655,0.084206433
27682,-0.256482557
27718,-0.402581396
27743,0.155339425
27746,-0.207276936
27748,0.745541404
27763,0.459225361
27782,1.049755208
27793,0.291499066
27867,0.027541462
27878,0.419782688
27880,-0.19780719
27894,0.140915711
27935,0.152115236
27981,-0.203654935
28063,-0.087719348
28106,0.477529892
28113,0.262247643
28168,0.122698035
28188,0.109831061
28205,0.161043207
28212,-0.052177058
28220,0.871575096
28280,0.708308303
28309,-0.396619196
28314,0.024852284
28317,-0.081917016
28358,-0.078187721
28397,-0.261606794
28436,-0.296967199
28438,0.487635414
28442,-0.000357207
28453,1.069953177
28463,-0.06786351
28469,0.085425694
28509,-0.070070677
28540,-0.040323235
28568,1.099009953
28643,0.162071081
28682,-0.09813862
28694,0.130568599
28718,0.160964535
28748,-0.060870058
28799,0.011668923
28825,0.084988407
28848,-0.14744226
28852,0.165309054
28887,0.029426935
28912,-0.063392375
28997,0.024197491
29020,0.241411781
29039,0.019179376
29110,0.042281701
29153,0.22877792
29155,0.047125172
29173,-0.403544554
29175,-0.002107715
29243,0.146043421
29244,-0.109942613
29261,0.462275016
29263,-0.051657102
22451,-0.046957524
22652,-0.123474497
22731,0.067804383
22857,0.707474948
22990,-0.146862203
23193,0.256824638
23201,-0.081363973
23820,0.118712709
23844,0.241730886
23855,-0.506304045
23908,-0.141747227
23946,0.201303385
23973,0.285234755
23986,0.153181933
24235,-0.20884824
24472,0.009839199
24502,0.543618452
24749,1.883925451
24780,-0.216103794
25027,0.115326259
25180,-0.49321586
25506,-0.088768342
25906,0.399416121
26132,0.404093577
26314,0.686395208
26400,0.327995782
26417,0.788496478
26419,-0.136290734
26504,-0.031757474
26787,0.089948952
26792,-0.1879673
26834,0.010675916
26877,0.119085273
26902,-0.125217785
26976,0.84875435
27004,0.157585449
27208,-0.226704642
27357,0.467274901
27511,0.151465534
27541,-0.104631574
27617,-0.206673981
28002,-0.027217625
28009,0.170756758
28073,0.181233579
28128,-0.136990823
28229,0.087975041
28551,-0.059395806
28672,-0.11304018
28758,0.367004257
28866,-0.222708973
28871,0.104485101
28961,0.130898777
28967,0.27180777
29168,-0.060647108
29185,0.814001934
29218,-0.295071666
29309,0.101695281
29330,0.132729641
29335,0.05214661
29378,-0.156232114
29417,-0.238869899
29425,0.098739046
29447,0.6690936
29453,0.781898494
29457,0.34993503
29468,0.045699705
29474,-0.08472917
29476,0.068651118
29495,0.104223816
29522,0.060805823
29531,0.232786116
29533,0.12869901
29610,0.435362276
29675,-0.416743788
29745,-0.079292647
29805,-0.428923168
29845,0.122661546
29890,-0.078835695
29892,-0.140672924
29908,0.109947022
29928,-0.025573263
29945,0.074183141
29981,-0.283039802
30034,0.417992917
30069,0.20888683
30084,-0.046671259
30087,-0.184960832
30088,1.391157827
30101,-0.058918286
30163,0.00040454
30222,-0.084555047
30232,0.100885065
30254,-0.124355894
30304,0.059720739
30327,-0.025946648
30346,-0.262025827
30371,0.848651239
30426,-0.051495424
30437,-0.018522216
30439,-0.160656664
30444,-0.019098
30446,-0.401808509
30463,-0.140650024
30493,-0.234445744
30495,-0.147053428
30575,-0.076731535
30583,0.130991999
30634,0.099626388
30650,-0.323155421
30710,0.020355522
30729,0.353096746
30737,0.395672393
30746,0.136060759
30786,0.022849969
30806,0.099943259
30838,0.127101408
30850,-0.221518539
30963,0.307684071
30967,0.196952878
30991,-0.299219532
30992,0.009853236
30993,0.059084857
30997,0.020647583
31025,0.182087603
31040,-0.140294973
31096,0.055012549
31116,-0.050784353
31184,-0.160668834
31189,0.519603099
31208,0.003534555
31243,0.031228079
31272,-0.286887377
31288,-0.091332176
31301,0.175544119
31320,-0.324759363
31336,-0.077438422
31339,0.069152257
31341,0.11459129
31375,0.32537646
31417,0.179336046
31529,0.006386231
31580,0.315303579
31609,0.218953887
31628,-0.061784218
31634,-0.156327648
31670,-0.013343323
31693,-0.031294647
31696,-0.205389518
31701,0.153390964
31725,-0.318644275
31733,0.168416169
31745,-0.320424509
31750,0.243272844
31754,-0.068640668
31757,0.016603548
31771,0.21955786
31772,-0.130975465
31775,-0.294595084
31776,0.664728344
31788,0.166214111
31820,-0.169091556
31842,0.751030584
31892,-0.125732451
31900,0.243172543
31921,-0.158827346
31953,0.540755052
31974,-0.060251879
31984,-0.415348928
32010,-0.047289049
32027,-0.062517511
32034,0.159865417
32123,-0.007595431
32131,0.002851697
32140,0.141558812
32223,0.192955942
32249,-0.149189298
32269,-0.067185203
32287,0.193416289
32321,-0.295992863
32389,-0.454004521
32438,0.131502854
32448,-0.200207144
32464,-0.170274305
32513,-0.38718686
32550,-0.019089043
32556,-0.26507348
32571,0.473216375
32586,-0.451530092
32606,-0.123365008
32634,-0.224611806
32640,-0.129187965
32657,-0.007383289
32674,-0.161483898
32721,-0.350269932
32839,-0.09943785
32842,-0.162587047
32846,0.008542489
32871,-0.073989777
32882,0.016325924
32902,0.097244262
32920,0.365084306
32937,0.012035598
32950,0.461134705
32951,0.109482092
32987,-0.082360219
32991,0.500665606
33050,-0.127001538
33066,0.033725085
33084,0.134823991
33090,0.371391425
33101,1.000381208
33103,-0.178384698
33152,0.16805381
33170,-0.108704936
33177,0.631895678
33221,0.019477115
33240,0.086147314
33266,-0.116212342
33282,-0.083331804
33331,0.110641097
33395,0.171490022
33405,-0.146515179
33413,0.383077391
33415,-0.131237533
33468,-0.12698201
33502,0.015266887
33556,-0.122431705
33595,0.19586701
33610,-0.359115631
33636,-0.419614765
33638,-0.118852849
33653,-0.13643085
33783,1.187194717
33792,0.070669396
33816,0.633372602
33823,0.032765192
33830,-0.391684814
33903,0.109781405
33913,-0.06200222
33924,-0.230131292
33929,-0.029236879
29272,-0.017846004
29693,-0.302267965
29710,-0.010286868
29834,0.195956245
29846,0.062662978
29902,0.104081729
30015,-0.109841891
30045,0.153166931
30077,-0.019425067
30419,-0.018560254
30422,0.220667494
30464,0.051810915
30526,0.686429437
30535,0.151283676
30685,0.053309499
30687,0.056035883
30781,-0.05122927
30894,0.707478585
30978,0.34791699
31279,0.141323259
31528,-0.014295444
31545,-0.302872216
31557,-0.10962473
31778,-0.129671505
31809,0.097631693
31868,0.431871381
32092,0.250374864
32204,-0.179661266
32308,0.111142968
32385,0.013924909
32578,-0.01189855
32598,0.46601051
32603,-0.014221408
32605,0.001408724
32630,0.053454491
32769,-0.013152032
32867,-0.100064861
32927,-0.150970503
33016,0.051743221
33035,-0.088365426
33061,0.003911648
33089,0.299757843
33095,0.053044364
33171,0.075736556
33291,0.197948467
33400,1.241029965
33419,0.068839583
33579,0.194260336
33629,0.350918354
33707,0.049633725
33730,0.081789634
33800,0.119631343
33943,0.350159699
33944,0.092827029
33959,-0.044245544
34006,-0.066153309
34051,0.121538925
34084,0.111699518
34091,-0.263958568
34105,0.029979107
34111,0.059388552
34136,0.626981881
34158,-0.062361454
34161,-0.199911636
34183,-0.304292702
34215,-0.188523967
34219,-0.274178747
34220,-0.101630087
34252,-0.227936543
34282,0.2158635
34288,-0.274971551
34290,-0.087683
34294,0.190072605
34313,-0.025630242
34319,0.558774338
34322,0.160308566
34328,1.308969923
34334,-0.322813344
34335,0.156423746
34337,-0.093122069
34344,-0.304837076
34349,-0.115278219
34354,-0.058732446
34435,0.276772429
34438,0.22410231
34447,0.141109266
34490,0.050880401
34496,-0.084597657
34504,0.038559078
34526,-0.325013426
34527,-0.38996406
34528,0.272568276
34538,0.228008948
34560,-0.042243623
34568,-0.450138026
34605,0.041491808
34633,-0.069816608
34638,-0.037441178
34650,-0.25617658
34651,-0.25257619
34662,-0.240734226
34669,-0.140244415
34672,-0.042310001
34690,-0.035777153
34705,0.064959617
34707,-0.01544891
34750,0.142264445
34761,0.03305097
34775,-0.26770177
34777,-0.095669525
34780,-0.55413598
34791,-0.070857354
34792,0.243492598
34808,-0.107933622
34829,0.04976569
34833,-0.17210031
34848,-0.045654569
34860,0.311608294
34873,-0.481476819
34964,-0.195388054
34968,-0.103934596
34985,0.16161177
35000,-0.112627469
35006,-0.179931238
35009,0.084855784
35035,-0.092560917
35041,0.081227735
35074,-0.148678213
35076,-0.06346464
35088,-0.183676185
35144,0.104936696
35157,-0.024189334
35165,-0.108904332
35194,-0.10706913
35244,-0.262109602
35257,-0.231228409
35259,0.484557664
35262,0.465377516
35272,-0.067550961
35297,0.626327085
35305,-0.097495748
35323,0.507307017
35340,-0.016191736
35349,-0.18834306
35351,0.23470771
35366,-0.268640519
35390,0.274087502
35394,-0.062661357
35403,0.025748922
35425,0.517632673
35434,0.010337975
35439,0.097172135
35459,-0.081517818
35477,-0.329181772
35480,0.099637997
35536,0.002144961
35585,-0.451121397
35638,0.184082959
35694,-0.408766047
35720,0.12298274
35728,0.831560983
35756,-0.060608721
35773,0.649589641
35796,0.067280663
35813,-0.055002544
35814,0.400647624
35832,0.011543232
35853,-0.16550067
35886,0.515388888
35900,-0.232631924
35907,-0.302037138
35917,-0.346693881
35918,-0.205184821
35919,0.088718981
35936,0.020924218
35956,0.447389063
35967,0.316668834
35976,0.039171755
35981,-0.1741375
35996,-0.079234666
35997,0.033875214
36012,0.334033129
36014,-0.030581203
36065,-0.005093376
36077,-0.327463725
36091,-0.004174
36113,-0.020165463
36143,-0.196358666
36166,0.351756553
36183,-0.166538881
36191,0.131859496
36198,-0.058690814
36207,-0.015455096
36228,-0.328128718
36231,-0.087619425
36257,0.053022287
36280,0.757185925
36309,0.022087814
36316,0.338482935
36327,0.125072519
36343,-0.012704404
36345,0.00760291
36364,-0.102491085
36365,-0.286534532
36397,-0.11078768
36409,0.061235405
36418,1.299064845
36446,0.096005759
36512,-0.184862307
36523,-0.118333325
36541,0.319497551
36561,0.171852927
36563,0.258897983
36565,-0.109039034
36584,0.081103563
36591,0.092786084
36597,-0.137299867
36616,-0.118160554
36620,0.498826162
36641,-0.415836151
36650,-0.136287536
36652,0.187068029
36661,-0.158941828
36667,-0.115720012
36684,0.467837764
36690,1.18484719
36701,-0.19641486
36722,-0.181694709
36741,-0.300301398
36750,0.21741284
36761,-0.331581155
36800,0.307578652
36818,-0.512479477
36832,-0.246757074
36838,0.080382465
36840,0.192021143
36853,0.501033202
36860,-0.020234141
36867,-0.040957202
36884,-0.17213432
36892,0.136101187
36903,0.066089882
36906,-0.163086918
36910,-0.003510719
36915,0.265488773
36934,0.108798738
36938,-0.028361659
36974,0.123371992
36984,0.251321723
36991,-0.243472594
37014,0.095286093
37029,-0.118789612
37032,0.300418463
37042,0.112844714
37050,0.112397508
37065,-0.09591333
37066,0.051424446
37072,-0.486895137
37073,-0.054111639
37080,-0.096196458
37081,-0.002930941
37090,-0.002514572
37091,-0.082761629
33960,1.491050154
34003,0.343955418
34093,-0.215502571
34106,0.019972406
34392,-0.192482321
34585,0.050808754
34594,-0.252627491
34606,0.081372387
34636,-0.041645121
34718,-0.037045758
34721,-0.080503556
34723,0.470596342
34784,-0.149113411
34813,-0.277303445
34853,0.172440323
34890,0.014454589
34909,-0.288027563
34936,0.130762194
35012,-0.114894182
35024,0.083348778
35053,0.107003115
35078,-0.028354481
35131,0.067863408
35133,0.273151761
35264,-0.010963246
35282,0.213285753
35327,-0.263571339
35353,0.035693866
35354,0.228483099
35368,0.146519217
35388,0.395719254
35396,0.163025758
35399,0.340112985
35421,0.083312676
35554,-0.235804738
35562,0.208028569
35605,0.02818854
35772,0.29810263
35882,-0.166713783
35990,-0.005175517
36001,-0.050909808
36017,0.301143871
36018,-0.17582634
36048,0.268717838
36300,-0.036388145
36349,-0.034894886
36363,-0.033149878
36372,0.308450187
36533,-0.138210613
36552,-0.017618429
36559,0.340108424
36569,-0.057432882
36751,0.127553181
36795,-0.292863093
36875,-0.490716424
37008,-0.181029531
37064,-0.048124256
37083,-0.041924486
37118,0.273167452
37126,-0.297259164
37133,-0.239793124
37147,-0.029318007
37196,-0.215431
37213,-0.275090533
37227,-0.189782597
37232,-0.532078721
37240,-0.174551533
37255,-0.138572019
37262,-0.187654351
37274,0.096234972
37276,0.404113778
37287,-0.385513256
37298,-0.130925801
37301,-0.055365254
37320,0.178729181
37334,-0.100893135
37351,-0.213457667
37358,0.225445136
37401,0.121767888
37404,-0.211081716
37436,-0.124906822
37446,0.216920639
37455,-0.271016915
37463,-0.391803719
37474,0.056522903
37480,0.038319841
37514,0.629993075
37517,-0.100911221
37523,-0.340191681
37534,0.040376722
37551,-0.088980861
37591,0.015892699
37609,-0.119439066
37616,-0.154757984
37620,0.186993276
37621,-0.32096013
37652,0.280607333
37672,-0.142729752
37682,-0.297016573
37686,-0.273414191
37687,0.036547293
37695,-0.048879344
37699,-0.189166239
37700,-0.121532509
37725,-0.430784671
37735,0.363558299
37779,0.018833096
37788,-0.075558987
