"","X10...cassava.predict...cassava.data.mean_cassa.....1"
"1",-0.429162320391374
"2",-0.0365213991189406
"4",-0.0247161089004612
"5",0.85357564688956
"6",0.195298524218157
"7",-0.0997371913801892
"8",0.448594305069984
"9",0.148171437417839
"10",-0.153137508863306
"11",-0.0885903965536031
"13",-0.428616502852416
"14",-0.436562169567287
"15",-0.157728688656238
"16",-0.132695629964911
"17",0.63524570285878
"18",0.141339418606998
"19",-0.142508181760647
"20",-0.160064364487295
"21",-0.659316768106904
"22",-0.0294558302399072
"23",-0.0471799796913716
"24",0.165245997682223
"25",-0.107316827638395
"26",-0.098757733241388
"27",1.07990481295642
"28",-0.131503808873052
"29",-0.388766356300925
"30",0.342789916950316
"31",0.644129098999048
"32",-0.0538141212976143
"33",1.02857233406424
"34",-0.131176730459779
"35",-0.0184817554047346
"36",0.0803762537632555
"37",-0.23878154301789
"38",-0.210023011153673
"39",0.588465112770683
"40",-0.339942425695674
"41",1.17828532891708
"42",1.82428531223713
"43",0.503069477444561
"44",-0.570036215002213
"47",0.633800026608982
"48",0.163446371530311
"49",2.27303636463061
"50",2.52014264024438
"51",-0.191644495917452
"52",-0.0591185685611908
"53",-0.240039525038494
"54",-0.127942342734781
"55",-0.167254312972308
"56",-0.369832539934275
"57",0.200021903429808
"58",0.340783230785239
"59",-0.161410501721929
"60",-0.284210053705703
"61",-0.545301341076832
"62",0.609761578622105
"63",-0.44044692285179
"64",-0.130833091111146
"65",-0.0657825704824997
"66",-0.115701775520294
"67",-0.142920538426304
"68",0.0143416937801857
"69",-0.0681108911927447
"70",-0.420914507028887
"71",-0.120556093985638
"72",-0.0756097948529537
"73",-0.0776931000390801
"74",-0.149651819224334
"75",-0.42137628254737
"76",0.399165863409031
"77",-0.167336893736902
"78",-0.127011150244475
"79",0.710299051317903
"80",0.0296574008229864
"81",-0.308827871360771
"82",-0.0506322037923894
"83",0.325977420290286
"84",1.06645135390094
"85",-0.388676023254409
"86",-0.239094347521837
"88",0.531972027813454
"89",-0.233540798564794
"90",0.702422539767857
"91",1.35306749786547
"92",-0.494652413197729
"93",0.145192831108666
"94",-0.383798933042937
"95",-0.104447031830496
"96",0.0170428071924289
"97",1.17683289445906
"98",-0.124157614205285
"99",-0.16197258127803
"100",0.134318614710801
"101",-0.147301637169308
"102",0.592149725565581
"103",1.43394373595707
"104",-0.0327094148361329
"105",-0.0027171748115048
"106",-0.0151024190632151
"107",-0.109898556750757
"108",0.739427002936628
"109",0.717736325131984
"110",-0.305056499449188
"111",0.0795829989009593
"112",0.0233825359712765
"113",0.0442878157128426
"114",-0.0325966434723947
"115",-0.130637071088639
"116",-0.0961916577198555
"117",0.15189191359343
"118",-0.406167262907904
"119",-0.221091605937991
"120",-0.148285396551477
"121",-0.274779391766315
"122",-0.068967019202162
"123",0.208075122343449
"124",-0.0529925154295748
"125",0.0430858086501937
"126",-0.14448041972357
"127",0.414390095612009
"129",-0.149715280374391
"130",0.225167492097707
"131",-0.222244017295149
"132",-0.531085554000046
"133",-0.161270109298806
"134",-0.229029632696535
"135",-0.144193929240447
"136",0.0829712004701704
"137",-0.374125843751571
"138",-0.058469478268357
"139",0.0101209138045701
"140",0.325762073000904
"141",0.597610586098255
"142",-0.139884993128832
"143",-0.0541904034291376
"144",-0.0611974808411476
"145",-0.283397533457808
"146",-0.20154329699958
"147",0.00211867704471436
"148",0.10908062020378
"149",-0.0145997331016422
"150",-0.168079777290157
"151",0.123731905705814
"152",0.0336086681463146
"153",-0.110449810018102
"154",0.938729669496009
"155",-0.17043219244099
"156",-0.204953883921414
"157",0.482960671290396
"158",-0.18192924267258
"159",-0.0312666395476613
"160",-0.307109879261756
"161",0.142448662577251
"162",0.607016270735084
"163",0.0298932191469146
"165",-0.185744658173649
"166",-0.148011666486558
"167",-0.00332279648536216
"168",-0.28209240776471
"169",-0.0229926712030101
"170",1.4005181278472
"171",-0.291733695831328
"172",0.290147686880629
"173",-0.248259670988889
"174",0.610783772583717
"175",2.76550200677082
"176",1.11201517893992
"177",0.0526616192745006
"178",-0.162980792178554
"179",-0.136260416933423
"180",-0.454668529403935
"181",-0.10539803890067
"182",1.68001937579478
"183",0.317228763262819
"184",-0.242788616039752
"185",-0.155186241473855
"186",0.00945267801599714
"187",0.126114829008502
"188",-0.0527664499515895
"189",-0.125850515111916
"190",0.55920418803546
"191",-0.283795356729519
"192",-0.227657251125401
"193",-0.0398304711204042
"194",0.0908278480124851
"195",4.21139041272088
"196",-0.48344644919094
"197",0.00269851342785787
"198",0.301975661958154
"199",1.68513593095322
"200",-0.239873443938132
"201",-0.391900702414201
"202",1.71483376606143
"203",-0.204359055524487
"204",0.579542886794821
"205",0.0986073760127797
"206",-0.043311476006739
"207",-0.111376241382635
"208",-0.181808490337153
"209",-0.0358227444636128
"210",-0.595746319985816
"211",0.0240363356927198
"212",3.61083056818339
"213",-0.234401894769838
"215",-0.286154855991186
"216",-0.260597543307993
"217",-0.0900518978458451
"218",1.7295739448222
"220",0.0455197483870364
"221",0.115329803659355
"222",-0.364875004523277
"224",-0.274035230153936
"225",-0.377552886214088
"227",1.42335891285928
"229",0.271406305889774
"231",-0.520529224575728
"232",0.0223321786324706
"234",-0.156669197497312
"235",3.17412962471753
