"","mean_rapes","rapeseed_Fertilizer","GDP_Mean","Pesticide","AET_mean"
"11425",0.137986737464738,1.34298850770244,3.80950249718057,5.78923793550226,2.90801562002599
"11455",0.342304599447162,2.29220457892631,4.21334781739129,5.40708143378234,2.41186011247457
"11607",0.344541111552975,1.97278217552748,3.82053390533369,5.19781516944518,2.48299686788354
"11784",0.306395246796163,1.83074598168108,2.98847132047518,4.4215710245264,2.89867458668028
"11832",0.278753595467004,1.25037686106097,3.33487843404016,5.32502074550366,2.33495013899867
"11956",0.264603208217694,1.64496720856037,3.5953428256262,5.33782451404581,2.50167044545026
"11966",0.361742129924352,1.97340415734836,3.82053390533369,5.19781516944518,2.49040164990979
"11986",0.331564085634408,2.00855162173769,3.58078294659351,5.98977763964001,2.87799488433805
"12346",0.0100354921572443,1.24302660152556,3.33487843404016,5.32502074550366,1.88739623932915
"12392",0.351795122051965,2.24052141235899,2.99627669770714,6.95136909386879,2.54743037898418
"12402",0.413666921193518,2.33986698469851,2.99627669770714,6.95136909386879,2.63617733619871
"12408",0.360846655509574,2.35669882257002,2.99627669770714,6.95136909386879,1.57801124190754
"12445",0.405524944691915,2.30664785866727,3.55219028830686,3.39724458101039,2.66567589744156
"12532",0.361854983548305,1.58469784325773,4.33107201983724,5.36316241230006,2.4691116319071
"12565",0.225107803271612,0.77461323661132,3.17598650936112,4.50851625226694,2.39928217735975
"12729",0.0325800493060811,1.22305545129577,4.33107201983724,5.36316241230006,2.67793268177949
"12857",0.225682242795796,2.33019681017559,2.99627669770714,6.95136909386879,2.92633019487172
"13134",0.0314084634436344,1.23514420815144,3.33487843404016,5.32502074550366,2.21163216960211
"13231",0.280219146346994,1.95267385584336,2.65874601931954,5.50520154772776,2.86369629760033
"13300",0.091814160936664,1.81214531369981,4.37324138608759,5.43420630841758,2.5649477261158
"5018",0.409933132118576,2.05252789429215,3.58078294659351,5.98977763964001,2.90221016709914
"5126",0.257278482677431,1.2553019454109,3.33487843404016,5.32502074550366,2.63243318817209
"6323",0.0449424253050532,1.99857125005588,3.58078294659351,5.98977763964001,2.90257266173288
"6540",0.324711057051333,1.8201851217558,3.58078294659351,5.98977763964001,2.95091514056288
"6542",0.267269538111929,1.9324614877698,3.58078294659351,5.98977763964001,2.92304345846143
"6694",0.0911580697815587,1.83924106094525,3.58078294659351,5.98977763964001,2.93538429188915
"7400",0.0449424253050532,1.9438494524684,3.58078294659351,5.98977763964001,2.99288605926321
"7583",0.081762240671638,1.83851619624183,3.58078294659351,5.98977763964001,2.95495426076334
"7699",0.146819693564041,1.92307765701142,3.58078294659351,5.98977763964001,2.94370645301627
"7750",0.0198881413082716,1.52028042985614,2.65874601931954,5.50520154772776,2.73344566813559
"8075",0.409933132118576,1.82987009203869,3.58078294659351,5.98977763964001,2.88212117213001
"8123",0.052529049901835,1.26410925890994,3.33487843404016,5.32502074550366,2.44833357643858
"8173",0.158550943452192,1.22629564199168,3.33487843404016,5.32502074550366,2.63644013236678
"8694",0.147562168612725,1.63369684774352,2.65874601931954,5.50520154772776,2.87234360773092
"9138",0.00680236570038199,2.33405097244364,2.99627669770714,6.95136909386879,1.90582799204761
"9924",0.409933132118576,2.04802173403389,3.58078294659351,5.98977763964001,2.9103400793844
"10617",0.282357732173388,1.86505160978954,3.58078294659351,5.98977763964001,2.89015144738051
"10814",0.0139776818099233,2.01463446521319,3.58078294659351,5.98977763964001,2.92184433826686
"11078",0.380841397095511,2.05076548128158,3.58078294659351,5.98977763964001,2.91386113796408
"11102",0.00949463835360671,1.17100484609949,4.37324138608759,5.43420630841758,2.67642141004692
"11235",0.357100704484407,1.83302205402271,3.58078294659351,5.98977763964001,2.77846565536467
"11285",0.409933132118576,2.05160968185532,3.58078294659351,5.98977763964001,2.92816563319996
"11502",0.207018506298722,1.2794550953621,3.33487843404016,5.32502074550366,2.28860715629459
"11847",0.365530535616145,2.05360456337814,3.58078294659351,5.98977763964001,2.95196309841622
"12149",0.0778219533262261,2.01199501194745,3.58078294659351,5.98977763964001,2.94346212750895
"12458",0.402500211418382,2.04885282992319,3.58078294659351,5.98977763964001,2.94141381542063
"13094",0.391456405441614,1.83270422121097,3.58078294659351,5.98977763964001,2.87643435633285
"13150",0.00513499502691803,2.01283568148126,3.58078294659351,5.98977763964001,2.95625278071972
"13403",0.0854010266468844,1.48802364553139,4.37324138608759,5.43420630841758,2.62635870088876
"13490",0.000788909436360553,1.24482186437312,2.26751551150824,3.56726169235387,2.36476869097153
"13537",0.257373085008144,2.47158671643607,3.80950249718057,5.78923793550226,1.75851989937637
"13562",0.409933132118576,1.87314442322014,3.58078294659351,5.98977763964001,2.8993334909164
"13598",0.393548624335883,1.97034698187431,3.58078294659351,5.98977763964001,2.87302115459205
"13646",0.46407136664048,2.36827124239335,4.39150652613484,5.83682522770016,2.77637252023923
"13670",0.365487994625086,1.50515631558018,3.80950249718057,5.78923793550226,2.81921283998829
"13778",0.278753595467004,1.2559030018174,3.33487843404016,5.32502074550366,2.22497062647912
"13862",0.205515881230891,2.2137599665295,2.99627669770714,6.95136909386879,2.48705416256416
"13947",0.106756262117168,2.33401829343732,2.99627669770714,6.95136909386879,1.44720419113526
"13959",0.0683638978645365,1.44302855463616,4.33107201983724,5.36316241230006,2.78341860494695
"14021",0.334682160736394,1.94973949339351,3.82053390533369,5.19781516944518,2.79561522379658
"14064",0.195833787624975,0.894882347806388,3.17598650936112,4.50851625226694,2.10307032176181
"14077",0.222716475568545,0.761199245683936,3.17598650936112,4.50851625226694,2.00219178324145
"14095",0.268680773083642,2.55454884674098,2.7175806602292,5.06566932773143,2.0232034503382
"14126",0.0726699605441217,1.23766647332932,3.33487843404016,5.32502074550366,2.04319848589043
"14361",0.0207151083693041,0.747815438536881,3.17598650936112,4.50851625226694,2.00776301387605
"14367",0.365487994625086,1.50799120428269,3.80950249718057,5.78923793550226,2.91626903634598
"14373",0.461271923676691,2.31883979205258,3.67849955374174,4.79177483365164,2.6591122129192
"14397",0.0483863050942114,1.23641641886453,3.33487843404016,5.32502074550366,2.39193750930329
"14479",0.236922503749874,2.37468513708689,2.99627669770714,6.95136909386879,2.86893468258595
"14685",0.12091651855097,0.665763149945137,3.17598650936112,4.50851625226694,2.32852521774206
"14704",0.275265382325789,2.35068902261422,2.7175806602292,5.06566932773143,2.22688363490313
"14762",0.225613298274821,2.1003085348131,4.21124915324027,4.37781602917206,2.83152699137432
"14824",0.3605776253297,1.88793652618631,4.37324138608759,5.43420630841758,2.38244589065203
"15035",0.365487994625086,1.50615025862834,3.80950249718057,5.78923793550226,2.87202092497472
"15414",0.260866069152502,1.16208513297391,3.17598650936112,4.50851625226694,2.02292154074612
"15448",0.545220014737167,2.47349241177683,4.39150652613484,5.83682522770016,2.82536428768463
"15477",0.463577254384982,2.22661789596689,2.99627669770714,6.95136909386879,2.79336625674019
"15623",0.278753595467004,1.25814420964825,3.33487843404016,5.32502074550366,2.2300381546318
"15681",0.254061994244133,2.21574761816134,2.99627669770714,6.95136909386879,2.5110154963055
"15793",0.106724992729855,1.25031363886207,3.33487843404016,5.32502074550366,2.43135418962947
"15866",0.166726061201029,1.71510150686748,3.37144277430214,3.81484666860446,1.9376730888548
"16181",0.365487994625086,1.49885694628949,3.80950249718057,5.78923793550226,2.76789761601809
"16270",0.0361703505489822,0.624484877729619,3.17598650936112,4.50851625226694,2.12959591365749
"16426",0.330272175746737,1.69931866491568,4.14310934368233,4.86861505347097,2.70894670491057
"16452",0.368205962628683,2.30781331937026,4.55253120853509,6.47257508985315,2.53774790572982
"16529",0.33328552258523,1.8680917617949,4.37324138608759,5.43420630841758,2.28324736945532
"16600",0.488238465127726,2.19050873851025,2.36517910349145,2.89376176205794,2.69335263047751
"16724",0.315027234846387,2.37549084998955,2.99627669770714,6.95136909386879,2.92103274635045
"16806",0.122911159513298,1.3888211149149,4.33107201983724,5.36316241230006,2.69186350887649
"16915",0.00565318214272186,1.33506786897372,4.33107201983724,5.36316241230006,2.54778202853989
"16953",0.232269860399987,1.2866531731697,3.33487843404016,5.32502074550366,2.48429136354449
"17016",0.577491796505336,2.5465890503139,3.69928062050879,4.98465330797233,2.36311930310067
"17023",0.276272915546834,2.31836537213066,4.55253120853509,6.47257508985315,2.70114892706863
"17027",0.575987510684003,2.31066571284846,4.5256639530723,4.35173834558076,2.64679452272462
"17087",0.220332714544016,2.0446444758432,2.65874601931954,5.50520154772776,2.269200119473
"17157",0.409933132118576,1.83651986742686,3.58078294659351,5.98977763964001,2.87159378252323
"17204",0.0356494768207308,1.32888571413919,4.37324138608759,5.43420630841758,2.36569964288017
"17281",0.537408746388712,2.29707975474973,2.99627669770714,6.95136909386879,2.54778935156847
"17282",0.274157857348949,1.43576693128466,3.80950249718057,5.78923793550226,2.80879955543342
"17325",0.18761124234278,1.90551836915539,2.65874601931954,5.50520154772776,2.79855610892592
"17516",0.278753595467004,1.33108517686541,3.33487843404016,5.32502074550366,2.61507913782607
"17519",0.097344092569906,0.656713013786838,3.17598650936112,4.50851625226694,2.30711383740242
"17520",0.343678413452556,2.21153445335609,4.55253120853509,6.47257508985315,2.79326640174139
"17588",0.0263289379048537,1.24221603302859,3.33487843404016,5.32502074550366,2.32905871919637
"17598",0.205656464121402,1.24951475543891,2.09437779351545,3.63648789635337,2.72746863618789
"17633",0.0658413981909421,2.1493134721307,2.99627669770714,6.95136909386879,2.45620782591411
"17641",0.185061612374268,1.81814386532877,4.33107201983724,5.36316241230006,2.57808295810068
"17670",0.124272136439315,1.41099058467005,4.33107201983724,5.36316241230006,2.56969431418493
"17755",0.395630812245526,2.05093570211298,3.58078294659351,5.98977763964001,2.92227275483593
"17783",0.148705455379509,1.26386638262469,3.33487843404016,5.32502074550366,2.51322949451153
"17876",0.271343652210553,1.26271295346696,3.33487843404016,5.32502074550366,2.10896347553647
"17883",0.213340678563452,1.96717736816949,2.65874601931954,5.50520154772776,2.88957013495586
"17975",0.0689897302487408,1.38321744863883,4.33107201983724,5.36316241230006,2.18353251068741
"17988",0.40220920343918,2.21446944853624,2.99627669770714,6.95136909386879,2.43854234878611
"18077",0.194703501280937,1.83925823636057,3.82053390533369,5.19781516944518,2.33073980670349
"18116",0.278753595467004,1.29044152742763,3.33487843404016,5.32502074550366,2.62284287250448
"18196",0.190841175199646,1.29290189313282,4.33107201983724,5.36316241230006,2.67767754811967
"18598",0.0102999570639277,1.71143761867047,3.37144277430214,3.81484666860446,2.04790040173003
"18663",0.311260669173761,1.38123601677932,4.33107201983724,5.36316241230006,2.24552001177045
"18679",0.247422459515717,2.21357933638478,2.99627669770714,6.95136909386879,2.39678034308674
"18705",0.244030067397454,2.02397142715911,2.65874601931954,5.50520154772776,2.52800177926869
"18730",0.250870741666381,2.05737270241016,2.65874601931954,5.50520154772776,2.80251513969764
"18830",0.198045322751198,2.0652276493915,2.65874601931954,5.50520154772776,2.91034325724433
"18903",0.400176786135079,1.8375740776218,3.58078294659351,5.98977763964001,2.97978405757772
"18964",0.579967384062857,2.41648926116402,4.41865905031594,5.36638186074997,2.71082227431469
"18973",0.363611969175787,1.97388164388046,3.82053390533369,5.19781516944518,2.74964430988848
"19001",0.250062627603795,1.97019658633748,3.82053390533369,5.19781516944518,2.86058574762227
"19029",0.115810421492381,2.02612855051275,4.55253120853509,6.47257508985315,2.31513907592789
"19044",0.206908462627175,2.33436572521567,2.99627669770714,6.95136909386879,1.51355052034634
"19099",0.491524561407713,2.48681802090889,3.69928062050879,4.98465330797233,2.68275732613644
"19220",0.598017699237821,2.42006288133791,4.39150652613484,5.83682522770016,2.7557523869438
"19311",0.366399705130742,1.80105600093959,4.37324138608759,5.43420630841758,2.79862598572544
"19456",0.21916230677223,2.29156462184197,3.80950249718057,5.78923793550226,2.24163244396806
"19502",0.409933132118576,1.83135816268,3.58078294659351,5.98977763964001,2.69811867708303
"19566",0.0107238649680712,1.25582394795469,3.33487843404016,5.32502074550366,2.53839567339147
"19602",0.387340395830049,1.72711590141815,3.5953428256262,5.33782451404581,2.61863323992852
"19616",0.647194952782525,2.53748899220023,4.41865905031594,5.36638186074997,2.5820092216603
"19788",0.0226639839881825,1.24404457118841,3.33487843404016,5.32502074550366,2.34268111257339
"19998",0.259648141523071,1.59782780885931,4.33107201983724,5.36316241230006,2.25228943426414
"19999",0.00250462586583637,1.35555491243401,4.33107201983724,5.36316241230006,2.2225151901322
"20018",0.270663709392824,1.30206760579572,3.33487843404016,5.32502074550366,2.48744982140391
"20034",0.295410011540117,1.4446568215452,3.80950249718057,5.78923793550226,2.83495404684466
"20095",0.144677218137576,2.1279582482483,2.65874601931954,5.50520154772776,2.71598842945565
"20099",0.353055712546905,2.21420417648417,2.99627669770714,6.95136909386879,2.31740413505855
"20156",0.366200524687943,2.01273953793906,3.67411922620111,3.27438879555038,2.61579980278737
