Order_Mean,FISHNET_ID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
4929,73143,1,5885996306,0.003841009,0.003841009,0,0.003841009,0,0.003841009
4930,51774,1,5885996306,0.003819054,0.003819054,0,0.003819054,0,0.003819054
4931,65643,2,11771992612,0.003721009,0.003912173,0.000191164,0.003816591,9.55818E-05,0.007633182
4932,60564,2,11771992612,0.003758342,0.003867121,0.000108779,0.003812732,5.43894E-05,0.007625463
4933,69358,2,11771992612,0.003706674,0.003900448,0.000193774,0.003803561,9.6887E-05,0.007607123
4934,58912,2,11771992612,0.003737796,0.003868664,0.000130868,0.00380323,6.54341E-05,0.00760646
4935,55132,1,5885996306,0.003786907,0.003786907,0,0.003786907,0,0.003786907
4936,40863,2,11771992612,0.003635724,0.00391124,0.000275516,0.003773482,0.000137758,0.007546964
4937,68946,1,5885996306,0.00377179,0.00377179,0,0.00377179,0,0.00377179
4938,45304,1,5885996306,0.003750672,0.003750672,0,0.003750672,0,0.003750672
4939,54474,1,5885996306,0.00374254,0.00374254,0,0.00374254,0,0.00374254
4940,59680,1,5885996306,0.003741724,0.003741724,0,0.003741724,0,0.003741724
4941,44758,2,11771992612,0.003596246,0.003885639,0.000289393,0.003740943,0.000144696,0.007481886
4942,56606,1,5885996306,0.003727488,0.003727488,0,0.003727488,0,0.003727488
4943,58698,1,5885996306,0.003725217,0.003725217,0,0.003725217,0,0.003725217
4944,49463,2,11771992612,0.00363054,0.003780886,0.000150345,0.003705713,7.51727E-05,0.007411426
4945,52874,1,5885996306,0.003704055,0.003704055,0,0.003704055,0,0.003704055
4946,44238,2,11771992612,0.003637942,0.00375725,0.000119308,0.003697596,5.96541E-05,0.007395192
4947,41873,1,5885996306,0.00369192,0.00369192,0,0.00369192,0,0.00369192
4948,65711,1,5885996306,0.003691462,0.003691462,0,0.003691462,0,0.003691462
4949,53962,2,11771992612,0.003562047,0.003761377,0.00019933,0.003661712,9.96648E-05,0.007323424
4950,65235,1,5885996306,0.00365338,0.00365338,0,0.00365338,0,0.00365338
4951,59978,2,11771992612,0.003494033,0.003777578,0.000283546,0.003635805,0.000141773,0.007271611
4952,68569,1,5885996306,0.00362831,0.00362831,0,0.00362831,0,0.00362831
4953,45369,1,5885996306,0.003627214,0.003627214,0,0.003627214,0,0.003627214
4954,56348,2,11771992612,0.003546855,0.003698346,0.000151491,0.0036226,7.57453E-05,0.0072452
4955,45679,1,5885996306,0.003621141,0.003621141,0,0.003621141,0,0.003621141
4956,62436,1,5885996306,0.003620469,0.003620469,0,0.003620469,0,0.003620469
4957,47570,1,5885996306,0.003618276,0.003618276,0,0.003618276,0,0.003618276
4958,51038,1,5885996306,0.003613982,0.003613982,0,0.003613982,0,0.003613982
4959,73365,1,5885996306,0.003611246,0.003611246,0,0.003611246,0,0.003611246
4960,50409,2,11771992612,0.003576049,0.003624234,4.8185E-05,0.003600141,2.40925E-05,0.007200282
4961,38528,2,11771992612,0.003473757,0.003678547,0.00020479,0.003576152,0.000102395,0.007152304
4962,64235,2,11771992612,0.003513539,0.00363585,0.000122311,0.003574695,6.11555E-05,0.007149389
4963,50079,1,5885996306,0.00355936,0.00355936,0,0.00355936,0,0.00355936
4964,34183,1,5885996306,0.003548762,0.003548762,0,0.003548762,0,0.003548762
4965,51267,1,5885996306,0.003547811,0.003547811,0,0.003547811,0,0.003547811
4966,63433,1,5885996306,0.003538996,0.003538996,0,0.003538996,0,0.003538996
4967,35165,1,5885996306,0.003537677,0.003537677,0,0.003537677,0,0.003537677
4968,59514,2,11771992612,0.003452797,0.003618137,0.00016534,0.003535467,8.26698E-05,0.007070933
4969,54830,1,5885996306,0.00353225,0.00353225,0,0.00353225,0,0.00353225
4970,68030,1,5885996306,0.003519774,0.003519774,0,0.003519774,0,0.003519774
4971,65981,1,5885996306,0.003508943,0.003508943,0,0.003508943,0,0.003508943
4972,38752,1,5885996306,0.003484048,0.003484048,0,0.003484048,0,0.003484048
4973,45878,1,5885996306,0.003471219,0.003471219,0,0.003471219,0,0.003471219
4974,60315,4,23543985225,0.003218119,0.003697097,0.000478979,0.003458942,0.000171146,0.013835766
4975,72226,2,11771992612,0.003362963,0.003537565,0.000174602,0.003450264,8.73011E-05,0.006900528
4976,64027,2,11771992612,0.003383694,0.003506374,0.00012268,0.003445034,6.13399E-05,0.006890068
4977,43641,1,5885996306,0.003432785,0.003432785,0,0.003432785,0,0.003432785
4978,57349,4,23543985225,0.00318734,0.00367443,0.00048709,0.003432273,0.000174678,0.013729092
4979,46743,2,11771992612,0.003293089,0.003552595,0.000259506,0.003422842,0.000129753,0.006845684
4980,52050,1,5885996306,0.003414936,0.003414936,0,0.003414936,0,0.003414936
4981,63936,1,5885996306,0.003384264,0.003384264,0,0.003384264,0,0.003384264
4982,67371,1,5885996306,0.003379912,0.003379912,0,0.003379912,0,0.003379912
4983,66495,1,5885996306,0.003376212,0.003376212,0,0.003376212,0,0.003376212
4984,40446,1,5885996306,0.003368733,0.003368733,0,0.003368733,0,0.003368733
4985,63592,2,11771992612,0.003261835,0.003453869,0.000192034,0.003357852,9.60171E-05,0.006715704
4986,65937,1,5885996306,0.003356525,0.003356525,0,0.003356525,0,0.003356525
4987,48853,1,5885996306,0.003346676,0.003346676,0,0.003346676,0,0.003346676
4988,69539,1,5885996306,0.003331017,0.003331017,0,0.003331017,0,0.003331017
4989,53434,1,5885996306,0.003330244,0.003330244,0,0.003330244,0,0.003330244
4990,54160,1,5885996306,0.003326544,0.003326544,0,0.003326544,0,0.003326544
4991,66745,1,5885996306,0.00332298,0.00332298,0,0.00332298,0,0.00332298
4992,73795,2,11771992612,0.003235561,0.00339158,0.000156019,0.003313571,7.80094E-05,0.006627141
4993,51911,1,5885996306,0.003310089,0.003310089,0,0.003310089,0,0.003310089
4994,17598,2,11771992612,0.003188196,0.003408204,0.000220007,0.0032982,0.000110004,0.0065964
4995,40683,1,5885996306,0.003278479,0.003278479,0,0.003278479,0,0.003278479
4996,29476,1,5885996306,0.003266941,0.003266941,0,0.003266941,0,0.003266941
4997,60898,2,11771992612,0.003155745,0.003355427,0.000199682,0.003255586,9.98409E-05,0.006511172
4998,67262,1,5885996306,0.003229728,0.003229728,0,0.003229728,0,0.003229728
4999,58664,1,5885996306,0.003226817,0.003226817,0,0.003226817,0,0.003226817
5000,67409,1,5885996306,0.003218236,0.003218236,0,0.003218236,0,0.003218236
5001,41935,1,5885996306,0.003209973,0.003209973,0,0.003209973,0,0.003209973
5002,51864,2,11771992612,0.003077525,0.003329293,0.000251768,0.003203409,0.000125884,0.006406818
5003,56713,1,5885996306,0.003178377,0.003178377,0,0.003178377,0,0.003178377
5004,38388,2,11771992612,0.003106909,0.0032497,0.000142791,0.003178305,7.13953E-05,0.006356609
5005,47660,1,5885996306,0.003172499,0.003172499,0,0.003172499,0,0.003172499
5006,62791,1,5885996306,0.003170618,0.003170618,0,0.003170618,0,0.003170618
5007,58743,1,5885996306,0.00316478,0.00316478,0,0.00316478,0,0.00316478
5008,57653,1,5885996306,0.003154462,0.003154462,0,0.003154462,0,0.003154462
5009,39378,2,11771992612,0.003014386,0.003291131,0.000276745,0.003152759,0.000138373,0.006305518
5010,16426,1,5885996306,0.003142647,0.003142647,0,0.003142647,0,0.003142647
5011,69279,2,11771992612,0.003033532,0.003241056,0.000207524,0.003137294,0.000103762,0.006274588
5012,45475,2,11771992612,0.002993448,0.00328107,0.000287621,0.003137259,0.000143811,0.006274518
5013,59146,1,5885996306,0.003132144,0.003132144,0,0.003132144,0,0.003132144
5014,68553,2,11771992612,0.002974229,0.003199069,0.00022484,0.003086649,0.00011242,0.006173298
5015,64819,1,5885996306,0.003085535,0.003085535,0,0.003085535,0,0.003085535
5016,47408,1,5885996306,0.003084871,0.003084871,0,0.003084871,0,0.003084871
5017,59182,2,11771992612,0.002932938,0.003220336,0.000287398,0.003076637,0.000143699,0.006153273
5018,51066,2,11771992612,0.002895294,0.003237084,0.00034179,0.003066189,0.000170895,0.006132377
5019,57614,1,5885996306,0.003064911,0.003064911,0,0.003064911,0,0.003064911
5020,50159,1,5885996306,0.003062093,0.003062093,0,0.003062093,0,0.003062093
5021,61924,2,11771992612,0.002944614,0.00317624,0.000231627,0.003060427,0.000115813,0.006120854
5022,62264,2,11771992612,0.002888806,0.003210834,0.000322029,0.00304982,0.000161014,0.00609964
5023,32950,2,11771992612,0.002912426,0.003128719,0.000216293,0.003020572,0.000108146,0.006041145
5024,51455,1,5885996306,0.003017786,0.003017786,0,0.003017786,0,0.003017786
5025,61696,2,11771992612,0.002907397,0.003106548,0.000199151,0.003006973,9.95756E-05,0.006013946
5026,58233,2,11771992612,0.002958996,0.003053399,9.4403E-05,0.003006197,4.72015E-05,0.006012395
5027,32871,1,5885996306,0.002983858,0.002983858,0,0.002983858,0,0.002983858
5028,51367,1,5885996306,0.002964276,0.002964276,0,0.002964276,0,0.002964276
5029,67461,1,5885996306,0.002937342,0.002937342,0,0.002937342,0,0.002937342
5030,60953,1,5885996306,0.002925479,0.002925479,0,0.002925479,0,0.002925479
5031,4584,2,11771992612,0.002804849,0.003044792,0.000239943,0.00292482,0.000119971,0.005849641
5032,56580,1,5885996306,0.002919495,0.002919495,0,0.002919495,0,0.002919495
5033,66644,1,5885996306,0.002913479,0.002913479,0,0.002913479,0,0.002913479
5034,50373,4,23543985225,0.002641873,0.003125575,0.000483702,0.002883166,0.000173271,0.011532666
5035,48371,1,5885996306,0.002847239,0.002847239,0,0.002847239,0,0.002847239
5036,50039,2,11771992612,0.002752284,0.002938218,0.000185934,0.002845251,9.29672E-05,0.005690502
5037,69175,2,11771992612,0.002779859,0.002897173,0.000117314,0.002838516,5.8657E-05,0.005677032
5038,67419,1,5885996306,0.00280772,0.00280772,0,0.00280772,0,0.00280772
5039,42397,1,5885996306,0.002795367,0.002795367,0,0.002795367,0,0.002795367
5040,43480,1,5885996306,0.002783776,0.002783776,0,0.002783776,0,0.002783776
5041,64777,1,5885996306,0.002774556,0.002774556,0,0.002774556,0,0.002774556
5042,61175,1,5885996306,0.002763418,0.002763418,0,0.002763418,0,0.002763418
5043,70217,2,11771992612,0.002614916,0.002899614,0.000284698,0.002757265,0.000142349,0.005514531
5044,67133,1,5885996306,0.002745223,0.002745223,0,0.002745223,0,0.002745223
5045,44412,1,5885996306,0.002741606,0.002741606,0,0.002741606,0,0.002741606
5046,67258,2,11771992612,0.002629319,0.002851807,0.000222488,0.002740563,0.000111244,0.005481126
5047,37534,1,5885996306,0.002735334,0.002735334,0,0.002735334,0,0.002735334
5048,45928,2,11771992612,0.002625471,0.002824091,0.00019862,0.002724781,9.93102E-05,0.005449562
5049,55350,1,5885996306,0.002717166,0.002717166,0,0.002717166,0,0.002717166
5050,44652,1,5885996306,0.002713545,0.002713545,0,0.002713545,0,0.002713545
5051,49401,1,5885996306,0.002713126,0.002713126,0,0.002713126,0,0.002713126
5052,57198,2,11771992612,0.002573094,0.002848075,0.000274981,0.002710584,0.00013749,0.005421169
5053,62336,1,5885996306,0.002697615,0.002697615,0,0.002697615,0,0.002697615
5054,54963,1,5885996306,0.002691401,0.002691401,0,0.002691401,0,0.002691401
5055,40934,1,5885996306,0.002678343,0.002678343,0,0.002678343,0,0.002678343
5056,46832,1,5885996306,0.002661522,0.002661522,0,0.002661522,0,0.002661522
5057,69329,2,11771992612,0.002513915,0.002741451,0.000227536,0.002627683,0.000113768,0.005255366
5058,40649,1,5885996306,0.002610414,0.002610414,0,0.002610414,0,0.002610414
5059,59628,2,11771992612,0.002441488,0.002703655,0.000262168,0.002572571,0.000131084,0.005145143
5060,50959,1,5885996306,0.002568086,0.002568086,0,0.002568086,0,0.002568086
5061,58984,1,5885996306,0.002560381,0.002560381,0,0.002560381,0,0.002560381
5062,50764,1,5885996306,0.002558559,0.002558559,0,0.002558559,0,0.002558559
5063,59353,2,11771992612,0.002495098,0.002608328,0.00011323,0.002551713,5.6615E-05,0.005103426
5064,45563,1,5885996306,0.002549135,0.002549135,0,0.002549135,0,0.002549135
5065,28469,1,5885996306,0.002540888,0.002540888,0,0.002540888,0,0.002540888
5066,64537,1,5885996306,0.002528384,0.002528384,0,0.002528384,0,0.002528384
5067,51472,1,5885996306,0.002522107,0.002522107,0,0.002522107,0,0.002522107
5068,52617,1,5885996306,0.002494129,0.002494129,0,0.002494129,0,0.002494129
5069,61328,2,11771992612,0.002346897,0.002583408,0.000236512,0.002465153,0.000118256,0.004930305
5070,51684,2,11771992612,0.002362162,0.002561115,0.000198954,0.002461639,9.94768E-05,0.004923277
5071,66851,2,11771992612,0.002333696,0.002541588,0.000207892,0.002437642,0.000103946,0.004875284
5072,33610,1,5885996306,0.0024317,0.0024317,0,0.0024317,0,0.0024317
5073,59388,1,5885996306,0.002426109,0.002426109,0,0.002426109,0,0.002426109
5074,58084,4,23543985225,0.002188713,0.002655517,0.000466805,0.002421784,0.000168194,0.009687138
5075,69910,1,5885996306,0.002420006,0.002420006,0,0.002420006,0,0.002420006
5076,69212,1,5885996306,0.002406283,0.002406283,0,0.002406283,0,0.002406283
5077,70544,1,5885996306,0.002384833,0.002384833,0,0.002384833,0,0.002384833
5078,56768,1,5885996306,0.002369639,0.002369639,0,0.002369639,0,0.002369639
5079,61385,2,11771992612,0.002226065,0.002503381,0.000277316,0.002364723,0.000138658,0.004729446
5080,41497,1,5885996306,0.002339702,0.002339702,0,0.002339702,0,0.002339702
5081,60325,2,11771992612,0.0021967,0.00246929,0.00027259,0.002332995,0.000136295,0.00466599
5082,47474,2,11771992612,0.002169732,0.002452632,0.0002829,0.002311182,0.00014145,0.004622365
5083,47591,1,5885996306,0.002291478,0.002291478,0,0.002291478,0,0.002291478
5084,59731,1,5885996306,0.002263411,0.002263411,0,0.002263411,0,0.002263411
5085,58595,1,5885996306,0.002261856,0.002261856,0,0.002261856,0,0.002261856
5086,46988,1,5885996306,0.002243154,0.002243154,0,0.002243154,0,0.002243154
5087,67988,2,11771992612,0.002102275,0.002344908,0.000242632,0.002223592,0.000121316,0.004447183
5088,41351,2,11771992612,0.002082895,0.002318986,0.00023609,0.00220094,0.000118045,0.004401881
5089,53830,1,5885996306,0.002194464,0.002194464,0,0.002194464,0,0.002194464
5090,61811,1,5885996306,0.002188182,0.002188182,0,0.002188182,0,0.002188182
5091,54323,1,5885996306,0.002164107,0.002164107,0,0.002164107,0,0.002164107
5092,49658,2,11771992612,0.002035137,0.002288857,0.00025372,0.002161997,0.00012686,0.004323994
5093,72934,1,5885996306,0.002159482,0.002159482,0,0.002159482,0,0.002159482
5094,47700,1,5885996306,0.002153766,0.002153766,0,0.002153766,0,0.002153766
5095,46432,2,11771992612,0.002006199,0.002283512,0.000277312,0.002144855,0.000138656,0.004289711
5096,68422,1,5885996306,0.002126401,0.002126401,0,0.002126401,0,0.002126401
5097,48527,2,11771992612,0.001983543,0.002259718,0.000276175,0.002121631,0.000138087,0.004243262
5098,71156,2,11771992612,0.001985973,0.002246337,0.000260364,0.002116155,0.000130182,0.004232309
5099,63735,2,11771992612,0.001892984,0.002277144,0.00038416,0.002085064,0.00019208,0.004170129
5100,52872,1,5885996306,0.002080014,0.002080014,0,0.002080014,0,0.002080014
5101,35366,4,23543985225,0.001838095,0.00230573,0.000467636,0.002071751,0.000167865,0.008287005
5102,71025,2,11771992612,0.001953892,0.002189247,0.000235355,0.00207157,0.000117678,0.00414314
5103,31772,1,5885996306,0.002061228,0.002061228,0,0.002061228,0,0.002061228
5104,72848,1,5885996306,0.002057659,0.002057659,0,0.002057659,0,0.002057659
5105,2474,2,11771992612,0.001924416,0.002162946,0.000238529,0.002043681,0.000119265,0.004087362
5106,41038,1,5885996306,0.002010176,0.002010176,0,0.002010176,0,0.002010176
5107,50013,1,5885996306,0.002005432,0.002005432,0,0.002005432,0,0.002005432
5108,51266,1,5885996306,0.001986641,0.001986641,0,0.001986641,0,0.001986641
5109,45080,2,11771992612,0.001851539,0.002115946,0.000264407,0.001983743,0.000132203,0.003967486
5110,53674,2,11771992612,0.001825843,0.002127656,0.000301813,0.001976749,0.000150907,0.003953499
5111,57183,1,5885996306,0.001967659,0.001967659,0,0.001967659,0,0.001967659
5112,56233,2,11771992612,0.0018281,0.002104203,0.000276103,0.001966151,0.000138052,0.003932303
5113,57181,1,5885996306,0.001965798,0.001965798,0,0.001965798,0,0.001965798
5114,71310,1,5885996306,0.00191511,0.00191511,0,0.00191511,0,0.00191511
5115,53030,1,5885996306,0.001904065,0.001904065,0,0.001904065,0,0.001904065
5116,54117,1,5885996306,0.001887284,0.001887284,0,0.001887284,0,0.001887284
5117,56385,1,5885996306,0.001875946,0.001875946,0,0.001875946,0,0.001875946
5118,43826,1,5885996306,0.00185472,0.00185472,0,0.00185472,0,0.00185472
5119,61184,2,11771992612,0.001620719,0.002049184,0.000428465,0.001834952,0.000214233,0.003669903
5120,55378,1,5885996306,0.001814546,0.001814546,0,0.001814546,0,0.001814546
5121,41472,4,23543985225,0.001593632,0.002061266,0.000467634,0.001810968,0.000166166,0.007243873
5122,57165,2,11771992612,0.001714651,0.001885118,0.000170467,0.001799885,8.52337E-05,0.00359977
5123,64105,1,5885996306,0.00179444,0.00179444,0,0.00179444,0,0.00179444
5124,44844,1,5885996306,0.001783263,0.001783263,0,0.001783263,0,0.001783263
5125,52700,2,11771992612,0.001649301,0.00187911,0.000229809,0.001764205,0.000114904,0.003528411
5126,56674,1,5885996306,0.001745635,0.001745635,0,0.001745635,0,0.001745635
5127,53953,1,5885996306,0.001731246,0.001731246,0,0.001731246,0,0.001731246
5128,68830,2,11771992612,0.00156463,0.001881136,0.000316506,0.001722883,0.000158253,0.003445767
5129,66813,1,5885996306,0.001718354,0.001718354,0,0.001718354,0,0.001718354
5130,54289,1,5885996306,0.001702793,0.001702793,0,0.001702793,0,0.001702793
5131,2602,1,5885996306,0.001695941,0.001695941,0,0.001695941,0,0.001695941
5132,47295,1,5885996306,0.0016932,0.0016932,0,0.0016932,0,0.0016932
5133,56967,2,11771992612,0.001565898,0.001756234,0.000190335,0.001661066,9.51677E-05,0.003322132
5134,51563,1,5885996306,0.001644685,0.001644685,0,0.001644685,0,0.001644685
5135,70122,1,5885996306,0.00161702,0.00161702,0,0.00161702,0,0.00161702
5136,63376,1,5885996306,0.001614286,0.001614286,0,0.001614286,0,0.001614286
5137,72340,1,5885996306,0.00160529,0.00160529,0,0.00160529,0,0.00160529
5138,56342,1,5885996306,0.001602428,0.001602428,0,0.001602428,0,0.001602428
5139,7549,1,5885996306,0.001592611,0.001592611,0,0.001592611,0,0.001592611
5140,62825,1,5885996306,0.00158892,0.00158892,0,0.00158892,0,0.00158892
5141,53468,1,5885996306,0.001583375,0.001583375,0,0.001583375,0,0.001583375
5142,60369,1,5885996306,0.001571132,0.001571132,0,0.001571132,0,0.001571132
5143,61528,1,5885996306,0.001568443,0.001568443,0,0.001568443,0,0.001568443
5144,40857,2,11771992612,0.001421004,0.001691833,0.000270829,0.001556419,0.000135414,0.003112838
5145,47496,1,5885996306,0.001549493,0.001549493,0,0.001549493,0,0.001549493
5146,66051,2,11771992612,0.001393355,0.001696597,0.000303242,0.001544976,0.000151621,0.003089952
5147,47373,2,11771992612,0.001440909,0.00160633,0.000165421,0.00152362,8.27104E-05,0.00304724
5148,66692,1,5885996306,0.001497062,0.001497062,0,0.001497062,0,0.001497062
5149,49078,1,5885996306,0.001474078,0.001474078,0,0.001474078,0,0.001474078
5150,47046,2,11771992612,0.00133521,0.001610994,0.000275784,0.001473102,0.000137892,0.002946203
5151,71742,2,11771992612,0.001382618,0.001527517,0.000144899,0.001455067,7.24493E-05,0.002910134
5152,70387,1,5885996306,0.001454768,0.001454768,0,0.001454768,0,0.001454768
5153,55388,1,5885996306,0.001441222,0.001441222,0,0.001441222,0,0.001441222
5154,68401,1,5885996306,0.001429974,0.001429974,0,0.001429974,0,0.001429974
5155,53388,2,11771992612,0.001317702,0.00151241,0.000194708,0.001415056,9.73538E-05,0.002830112
5156,67482,1,5885996306,0.001400198,0.001400198,0,0.001400198,0,0.001400198
5157,44317,2,11771992612,0.001294658,0.001501274,0.000206616,0.001397966,0.000103308,0.002795932
5158,58847,1,5885996306,0.001379038,0.001379038,0,0.001379038,0,0.001379038
5159,50979,2,11771992612,0.001239764,0.0015099,0.000270136,0.001374832,0.000135068,0.002749664
5160,57545,1,5885996306,0.001359101,0.001359101,0,0.001359101,0,0.001359101
5161,69786,1,5885996306,0.001352948,0.001352948,0,0.001352948,0,0.001352948
5162,58392,1,5885996306,0.0013123,0.0013123,0,0.0013123,0,0.0013123
5163,68129,1,5885996306,0.001307419,0.001307419,0,0.001307419,0,0.001307419
5164,56560,1,5885996306,0.001300648,0.001300648,0,0.001300648,0,0.001300648
5165,45001,2,11771992612,0.001146092,0.001419362,0.00027327,0.001282727,0.000136635,0.002565453
5166,50469,1,5885996306,0.001276579,0.001276579,0,0.001276579,0,0.001276579
5167,67155,1,5885996306,0.001267252,0.001267252,0,0.001267252,0,0.001267252
5168,69638,1,5885996306,0.001236426,0.001236426,0,0.001236426,0,0.001236426
5169,76325,1,5885996306,0.001227267,0.001227267,0,0.001227267,0,0.001227267
5170,52759,1,5885996306,0.001196073,0.001196073,0,0.001196073,0,0.001196073
5171,42989,2,11771992612,0.001051971,0.001293179,0.000241209,0.001172575,0.000120604,0.00234515
5172,62234,2,11771992612,0.000992097,0.001310509,0.000318412,0.001151303,0.000159206,0.002302606
5173,74575,2,11771992612,0.001013269,0.001288,0.000274732,0.001150635,0.000137366,0.002301269
5174,56582,1,5885996306,0.00113161,0.00113161,0,0.00113161,0,0.00113161
5175,30034,4,23543985225,0.000893585,0.001333483,0.000439898,0.001113415,0.000159397,0.004453661
5176,45868,1,5885996306,0.001109823,0.001109823,0,0.001109823,0,0.001109823
5177,54756,1,5885996306,0.001107975,0.001107975,0,0.001107975,0,0.001107975
5178,54709,1,5885996306,0.001065058,0.001065058,0,0.001065058,0,0.001065058
5179,52866,1,5885996306,0.001064677,0.001064677,0,0.001064677,0,0.001064677
5180,52493,1,5885996306,0.001058194,0.001058194,0,0.001058194,0,0.001058194
5181,47377,1,5885996306,0.001028087,0.001028087,0,0.001028087,0,0.001028087
5182,64677,1,5885996306,0.001027245,0.001027245,0,0.001027245,0,0.001027245
5183,66730,2,11771992612,0.000940554,0.001097664,0.00015711,0.001019109,7.85551E-05,0.002038218
5184,55627,2,11771992612,0.000875419,0.001156305,0.000280886,0.001015862,0.000140443,0.002031724
5185,61242,1,5885996306,0.001015336,0.001015336,0,0.001015336,0,0.001015336
5186,46884,1,5885996306,0.001012112,0.001012112,0,0.001012112,0,0.001012112
5187,10708,4,23543985225,0.000774171,0.001229774,0.000455604,0.001001407,0.000163788,0.004005626
5188,61910,2,11771992612,0.000866382,0.001135179,0.000268797,0.001000781,0.000134399,0.002001561
5189,59888,1,5885996306,0.000975287,0.000975287,0,0.000975287,0,0.000975287
5190,58540,1,5885996306,0.000972568,0.000972568,0,0.000972568,0,0.000972568
5191,54140,2,11771992612,0.000798,0.001079246,0.000281246,0.000938623,0.000140623,0.001877246
5192,49679,1,5885996306,0.000928704,0.000928704,0,0.000928704,0,0.000928704
5193,54329,2,11771992612,0.000760201,0.001089229,0.000329029,0.000924715,0.000164514,0.00184943
5194,68917,2,11771992612,0.000777792,0.001063242,0.00028545,0.000920517,0.000142725,0.001841034
5195,56635,1,5885996306,0.00091525,0.00091525,0,0.00091525,0,0.00091525
5196,58772,1,5885996306,0.000873339,0.000873339,0,0.000873339,0,0.000873339
5197,64180,1,5885996306,0.000866617,0.000866617,0,0.000866617,0,0.000866617
5198,69476,2,11771992612,0.000433134,0.001298006,0.000864872,0.00086557,0.000432436,0.00173114
5199,57299,2,11771992612,0.000728741,0.000997442,0.000268701,0.000863091,0.000134351,0.001726183
5200,62167,1,5885996306,0.000858151,0.000858151,0,0.000858151,0,0.000858151
5201,58953,1,5885996306,0.000829839,0.000829839,0,0.000829839,0,0.000829839
5202,52343,2,11771992612,0.000652066,0.00098634,0.000334274,0.000819203,0.000167137,0.001638406
5203,59479,2,11771992612,0.000700088,0.000864565,0.000164478,0.000782327,8.22388E-05,0.001564653
5204,35041,2,11771992612,0.000626199,0.000935274,0.000309076,0.000780736,0.000154538,0.001561473
5205,45802,1,5885996306,0.000752544,0.000752544,0,0.000752544,0,0.000752544
5206,54011,1,5885996306,0.000751629,0.000751629,0,0.000751629,0,0.000751629
5207,62908,2,11771992612,0.000476995,0.001006524,0.000529529,0.00074176,0.000264764,0.00148352
5208,54957,1,5885996306,0.000740188,0.000740188,0,0.000740188,0,0.000740188
5209,19156,2,11771992612,0.000592338,0.000841551,0.000249213,0.000716944,0.000124606,0.001433889
5210,49216,2,11771992612,0.000627566,0.000797385,0.000169818,0.000712476,8.49091E-05,0.001424951
5211,52231,2,11771992612,0.000569329,0.000848202,0.000278873,0.000708765,0.000139437,0.00141753
5212,49956,1,5885996306,0.000708481,0.000708481,0,0.000708481,0,0.000708481
5213,68956,2,11771992612,0.000517267,0.000798912,0.000281645,0.000658089,0.000140823,0.001316178
5214,70708,1,5885996306,0.000656608,0.000656608,0,0.000656608,0,0.000656608
5215,53772,2,11771992612,0.000601406,0.000693137,9.1731E-05,0.000647271,4.58655E-05,0.001294542
5216,52730,2,11771992612,0.000523709,0.000730639,0.00020693,0.000627174,0.000103465,0.001254348
5217,69693,1,5885996306,0.00061495,0.00061495,0,0.00061495,0,0.00061495
5218,63808,1,5885996306,0.000602135,0.000602135,0,0.000602135,0,0.000602135
5219,53502,2,11771992612,0.00050617,0.000688599,0.00018243,0.000597385,9.12148E-05,0.001194769
5220,48512,1,5885996306,0.000593643,0.000593643,0,0.000593643,0,0.000593643
5221,53477,1,5885996306,0.000585976,0.000585976,0,0.000585976,0,0.000585976
5222,44988,2,11771992612,0.000423383,0.000725694,0.000302311,0.000574538,0.000151156,0.001149077
5223,59644,1,5885996306,0.000551908,0.000551908,0,0.000551908,0,0.000551908
5224,35638,2,11771992612,0.00039688,0.000662347,0.000265467,0.000529613,0.000132733,0.001059227
5225,68960,2,11771992612,0.00033619,0.000694717,0.000358527,0.000515454,0.000179263,0.001030907
5226,27655,1,5885996306,0.000486216,0.000486216,0,0.000486216,0,0.000486216
5227,68417,1,5885996306,0.000482797,0.000482797,0,0.000482797,0,0.000482797
5228,70828,1,5885996306,0.000479616,0.000479616,0,0.000479616,0,0.000479616
5229,56602,1,5885996306,0.000463128,0.000463128,0,0.000463128,0,0.000463128
5230,59871,1,5885996306,0.000458447,0.000458447,0,0.000458447,0,0.000458447
5231,58161,2,11771992612,0.000364311,0.000533548,0.000169237,0.000448929,8.46185E-05,0.000897858
5232,54715,2,11771992612,0.000150098,0.000728747,0.000578649,0.000439423,0.000289325,0.000878846
5233,70778,1,5885996306,0.000411738,0.000411738,0,0.000411738,0,0.000411738
5234,5286,1,5885996306,0.000406666,0.000406666,0,0.000406666,0,0.000406666
5235,74266,2,11771992612,0.000237872,0.000562829,0.000324958,0.00040035,0.000162479,0.000800701
5236,46679,4,23543985225,0.0001485,0.000593147,0.000444647,0.000399833,0.000159861,0.001599332
5237,47097,1,5885996306,0.000383305,0.000383305,0,0.000383305,0,0.000383305
5238,43709,1,5885996306,0.000373977,0.000373977,0,0.000373977,0,0.000373977
5239,44426,2,11771992612,0.0002233,0.000486995,0.000263694,0.000355147,0.000131847,0.000710295
5240,52278,1,5885996306,0.00035373,0.00035373,0,0.00035373,0,0.00035373
5241,74368,1,5885996306,0.000345459,0.000345459,0,0.000345459,0,0.000345459
5242,60465,1,5885996306,0.000329712,0.000329712,0,0.000329712,0,0.000329712
5243,56478,2,11771992612,0.000238683,0.000418779,0.000180097,0.000328731,9.00483E-05,0.000657462
